Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141748,327512 20170119 59740,381.10,REDACTED PERSONAL DATA,537882,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141750,1137947 20170119 59740,463.96,REDACTED PERSONAL DATA,626234,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141751,331530 20170119 59740,334.20,REDACTED PERSONAL DATA,594395,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141752,332414 20170119 59740,534.20,REDACTED PERSONAL DATA,547157,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141753,332665 20170119 59740,698.00,REDACTED PERSONAL DATA,556392,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141755,333415 20170119 59740,414.00,REDACTED PERSONAL DATA,594623,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141756,334411 20170119 59740,420.90,REDACTED PERSONAL DATA,551220,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141757,334785 20170119 59740,448.00,REDACTED PERSONAL DATA,549575,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141762,1138987 20170119 59740,320.20,REDACTED PERSONAL DATA,628701,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141763,337973 20170119 59740,448.00,REDACTED PERSONAL DATA,587243,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141765,339665 20170119 59740,273.52,REDACTED PERSONAL DATA,588257,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141766,339878 20170119 59740,364.00,REDACTED PERSONAL DATA,594599,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141767,340620 20170119 59740,487.30,REDACTED PERSONAL DATA,547584,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141769,341579 20170119 59740,320.20,REDACTED PERSONAL DATA,568462,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141772,344301 20170119 59740,320.20,REDACTED PERSONAL DATA,577066,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141774,344675 20170119 59740,310.86,REDACTED PERSONAL DATA,627732,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141775,345871 20170119 59740,622.00,REDACTED PERSONAL DATA,558413,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141777,346408 20170119 59740,367.10,REDACTED PERSONAL DATA,547388,Social Community Care,CAREFIRST DIRECT PAYMENTS
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141778,347962 20170119 59740,648.00,REDACTED PERSONAL DATA,481084,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141779,350380 20170119 59740,622.00,REDACTED PERSONAL DATA,566213,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141780,350761 20170119 59740,320.20,REDACTED PERSONAL DATA,581666,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141783,351763 20170119 59740,695.80,REDACTED PERSONAL DATA,549781,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,CHILD ARRANGEMENT ORDER,2017-01-20,4141784,1152130 20170119 59740,334.20,REDACTED PERSONAL DATA,625004,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141785,352400 20170119 59740,648.00,REDACTED PERSONAL DATA,555126,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141786,35508 20170119 59740,1044.00,REDACTED PERSONAL DATA,562193,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141787,355552 20170119 59740,334.20,REDACTED PERSONAL DATA,557105,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141789,357667 20170119 59740,296.86,REDACTED PERSONAL DATA,583746,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141791,359338 20170119 59740,320.20,REDACTED PERSONAL DATA,590443,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141792,359560 20170119 59740,688.00,REDACTED PERSONAL DATA,573934,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141793,359958 20170119 59740,463.96,REDACTED PERSONAL DATA,562739,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141794,361196 20170119 59740,648.00,REDACTED PERSONAL DATA,565114,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141795,11584 20170119 59740,1044.00,REDACTED PERSONAL DATA,338799,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141796,36210 20170119 59740,253.80,REDACTED PERSONAL DATA,338809,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141797,362387 20170119 59740,1298.00,REDACTED PERSONAL DATA,565738,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141798,36362 20170119 59740,622.00,REDACTED PERSONAL DATA,338824,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141801,37330 20170119 59740,320.00,REDACTED PERSONAL DATA,553309,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39007,UASC/ASYLUM - LEAVING CARE,9270,IN-HOUSE FOSTERING,2017-01-20,4141801,37330 20170119 59740,364.00,REDACTED PERSONAL DATA,553309,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141801,37330 20170119 59740,762.60,REDACTED PERSONAL DATA,553309,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141804,378819 20170119 59740,648.00,REDACTED PERSONAL DATA,585236,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141805,379003 20170119 59740,334.20,REDACTED PERSONAL DATA,555214,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141806,117236 20170119 59740,253.80,REDACTED PERSONAL DATA,333790,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141807,380080 20170119 59740,645.06,REDACTED PERSONAL DATA,577485,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141808,38284 20170119 59740,1298.00,REDACTED PERSONAL DATA,437897,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141810,387087 20170119 59740,364.00,REDACTED PERSONAL DATA,562889,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141811,387343 20170119 59740,1044.00,REDACTED PERSONAL DATA,565260,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141812,388616 20170119 59740,1044.00,REDACTED PERSONAL DATA,566168,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141813,394220 20170119 59740,600.60,REDACTED PERSONAL DATA,566818,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141816,39742 20170119 59740,830.00,REDACTED PERSONAL DATA,333115,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141816,39742 20170119 59740,358.00,REDACTED PERSONAL DATA,333115,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,9270,ADOPTION ALLOWANCES,2017-01-20,4141817,1175227 20170119 59740,342.40,REDACTED PERSONAL DATA,338910,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141819,400140 20170119 59740,367.10,REDACTED PERSONAL DATA,566433,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141820,401401 20170119 59740,477.96,REDACTED PERSONAL DATA,584574,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141821,405080 20170119 59740,253.80,REDACTED PERSONAL DATA,583490,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141822,40645 20170119 59740,467.80,REDACTED PERSONAL DATA,371954,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141823,407128 20170119 59740,320.20,REDACTED PERSONAL DATA,558349,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141825,409960 20170119 59740,487.30,REDACTED PERSONAL DATA,563376,,CHILDMINDERS
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141827,4239 20170119 59740,364.00,REDACTED PERSONAL DATA,333683,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141827,4239 20170119 59740,370.00,REDACTED PERSONAL DATA,333683,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141832,429366 20170119 59740,752.00,REDACTED PERSONAL DATA,571963,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141837,4340 20170119 59740,1256.00,REDACTED PERSONAL DATA,338749,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141838,434620 20170119 59740,588.00,REDACTED PERSONAL DATA,582979,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141839,435916 20170119 59740,501.30,REDACTED PERSONAL DATA,624909,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141841,436393 20170119 59740,581.10,REDACTED PERSONAL DATA,563363,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141843,437427 20170119 59740,253.80,REDACTED PERSONAL DATA,572826,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141845,44274 20170119 59740,598.00,REDACTED PERSONAL DATA,394348,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141846,443087 20170119 59740,268.58,REDACTED PERSONAL DATA,584260,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141850,44803 20170119 59740,677.96,REDACTED PERSONAL DATA,633948,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141852,450550 20170119 59740,568.00,REDACTED PERSONAL DATA,576268,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141853,451118 20170119 59740,320.20,REDACTED PERSONAL DATA,570728,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141855,454875 20170119 59740,583.50,REDACTED PERSONAL DATA,567381,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141856,455027 20170119 59740,840.00,REDACTED PERSONAL DATA,574529,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141857,455183 20170119 59740,622.00,REDACTED PERSONAL DATA,571978,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39032,ADOPTION SERVICE,9270,ADOPTION ALLOWANCES,2017-01-20,4141858,456709 20170119 59740,474.90,REDACTED PERSONAL DATA,576070,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141861,457513 20170119 59740,1136.00,REDACTED PERSONAL DATA,577013,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141862,1188567 20170119 59740,463.96,REDACTED PERSONAL DATA,628259,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141863,458079 20170119 59740,487.30,REDACTED PERSONAL DATA,622453,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141864,459275 20170119 59740,414.00,REDACTED PERSONAL DATA,566036,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141865,459409 20170119 59740,1216.00,REDACTED PERSONAL DATA,576176,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141866,460252 20170119 59740,959.90,REDACTED PERSONAL DATA,576214,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141867,467367 20170119 59740,444.35,REDACTED PERSONAL DATA,579723,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141868,468888 20170119 59740,448.00,REDACTED PERSONAL DATA,595595,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141870,471074 20170119 59740,1019.27,REDACTED PERSONAL DATA,580302,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141872,472449 20170119 59740,273.52,REDACTED PERSONAL DATA,591416,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141876,476648 20170119 59740,1096.00,REDACTED PERSONAL DATA,576280,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141879,48065 20170119 59740,428.60,REDACTED PERSONAL DATA,395681,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141883,49044 20170119 59740,622.00,REDACTED PERSONAL DATA,633130,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141884,119121 20170119 59740,521.60,REDACTED PERSONAL DATA,368042,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141885,493927 20170119 59740,297.46,REDACTED PERSONAL DATA,576673,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141887,496947 20170119 59740,611.14,REDACTED PERSONAL DATA,576269,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141892,499407 20170119 59740,1584.00,REDACTED PERSONAL DATA,580598,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141893,499747 20170119 59740,1224.77,REDACTED PERSONAL DATA,581595,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141894,49985 20170119 59740,367.10,REDACTED PERSONAL DATA,542605,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141896,50094 20170119 59740,459.36,REDACTED PERSONAL DATA,458647,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141899,504327 20170119 59740,682.29,REDACTED PERSONAL DATA,587413,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39027,RESIDENCE ORDERS,9270,RESIDENCE ORDERS,2017-01-20,4141901,507968 20170119 59740,272.00,REDACTED PERSONAL DATA,588778,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141902,511208 20170119 59740,367.10,REDACTED PERSONAL DATA,572170,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141903,511527 20170119 59740,487.30,REDACTED PERSONAL DATA,586597,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141904,514147 20170119 59740,334.20,REDACTED PERSONAL DATA,571621,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141905,52188 20170119 59740,1176.00,REDACTED PERSONAL DATA,395410,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141907,524167 20170119 59740,1136.00,REDACTED PERSONAL DATA,582508,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39030,ADOPTION ALLOWANCES,9270,ADOPTION ALLOWANCES,2017-01-20,4141910,53466 20170119 59740,414.00,REDACTED PERSONAL DATA,516788,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141911,535147 20170119 59740,688.00,REDACTED PERSONAL DATA,580833,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141912,535247 20170119 59740,839.44,REDACTED PERSONAL DATA,615834,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141913,538547 20170119 59740,320.20,REDACTED PERSONAL DATA,572240,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141918,543647 20170119 59740,310.86,REDACTED PERSONAL DATA,573242,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39409,CARELEAVER IN HOUSE FOSTERING,9270,IN-HOUSE FOSTERING,2017-01-20,4141919,54948 20170119 59740,364.00,REDACTED PERSONAL DATA,401257,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141919,54948 20170119 59740,1846.00,REDACTED PERSONAL DATA,401257,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141920,550471 20170119 59740,730.82,REDACTED PERSONAL DATA,580830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39028,SPECIAL GUARDIANSHIP,9270,RESIDENCE ORDERS,2017-01-20,4141923,557429 20170119 59740,310.86,REDACTED PERSONAL DATA,583749,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39302,IN HOUSE FOSTER PLACEMENT,9270,IN-HOUSE FOSTERING,2017-01-20,4141924,55871 20170119 59740,622.00,REDACTED PERSONAL DATA,332982,,ADOPTION & FOSTERING
