Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-07-11,601119865,1287.93,0.00,1287.93,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119866,1287.93,0.00,1287.93,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119858,1857.58,0.00,1857.58,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119859,1857.59,0.00,1857.59,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119860,1857.59,0.00,1857.59,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119861,2476.74,0.00,2476.74,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119862,2476.79,0.00,2476.79,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119863,2476.79,0.00,2476.79,Sanctuary Housing Association,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-07-11,601119845,732.86,122.14,610.72,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-11,601119348,930.30,155.05,775.25,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-11,601119835,2186.88,364.48,1822.40,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-11,1600509132,2416.67,0.00,2416.67,Talmund Torah Yetev Lev Limited,Children's Services,Pupil Assistance
Salford City Council,2014-07-11,601119198,814.80,135.80,679.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-07-11,refsiosft,689.70,114.95,574.75,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-11,sbvnpcwkm,732.08,122.01,610.07,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-11,bokliinin,1720.34,286.72,1433.62,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-11,1600508772,1320.00,220.00,1100.00,The Saville Group Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-07-11,1600508258,4076.48,0.00,4076.48,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-07-11,1600507558,5029.20,0.00,5029.20,Together Trust,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-07-11,1600510815,1504.80,250.80,1254.00,Tribune Avs Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-07-11,601118714,5987.53,0.00,5987.53,University Hospital Of South,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-07-11,601119842,664.13,110.69,553.44,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-11,601119837,4787.28,797.88,3989.40,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-14,601119883,877.97,0.00,877.97,Adullam Homes,Customer and Support Services,VAT Adjustment
Salford City Council,2014-07-14,601118806,1224.60,204.10,1020.50,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-14,601118805,1701.60,283.60,1418.00,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-07-14,1600508857,14782.80,2463.80,12319.00,Azure,Sustainable Regeneration,Hire of Facilities
Salford City Council,2014-07-14,1600511076,5111.68,851.95,4259.73,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-07-14,1600511020,6399.00,1066.50,5332.50,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-07-14,1600510138,553.20,92.20,461.00,F. R. Sharrock Limited,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2014-07-14,601119932,4000.00,0.00,4000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2014-07-14,1600508974,316500.00,52750.00,263750.00,G.M.C.P (Enterprise) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-14,1600511024,2211.72,368.62,1843.10,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-14,1600510952,6300.59,1050.10,5250.49,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-14,1600510516,48555.60,8092.60,40463.00,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2014-07-14,601119873,608.40,0.00,608.40,La Kiddicare,Children's Services,Grants
Salford City Council,2014-07-14,1600509458,504.00,84.00,420.00,Lancashire CC Scientific Services,Environment and Community Safety,Sampling
Salford City Council,2014-07-14,1600510256,1020.00,0.00,1020.00,Lancashire County Council,Children's Services,Training expenses
Salford City Council,2014-07-14,1600508782,29980.04,4996.67,24983.37,North West Local Authorities,Customer and Support Services,Subscriptions
Salford City Council,2014-07-14,601119491,507.50,0.00,507.50,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2014-07-14,601119492,507.50,0.00,507.50,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2014-07-14,601119490,580.00,0.00,580.00,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2014-07-14,601119493,580.00,0.00,580.00,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2014-07-14,601119876,3300.00,0.00,3300.00,Primrose Hill Private Day,Children's Services,Grants
Salford City Council,2014-07-14,601119874,644.40,0.00,644.40,Rainbows Nursery,Children's Services,Grants
Salford City Council,2014-07-14,601119902,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119923,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119925,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119928,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119929,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119930,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119931,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119891,842.16,0.00,842.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119919,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119924,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119892,862.16,0.00,862.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119896,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119921,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119922,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119895,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119898,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119899,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119900,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119901,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119903,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119904,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119905,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119906,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119907,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119908,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119909,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119910,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119911,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119912,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119913,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119915,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119916,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119917,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119918,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119920,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119927,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119894,982.16,0.00,982.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119914,1010.16,0.00,1010.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119893,1222.88,0.00,1222.88,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119897,1547.80,0.00,1547.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119926,1787.55,0.00,1787.55,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-07-14,601119871,1203.93,0.00,1203.93,Redacted Data,Children's Services,Grants
Salford City Council,2014-07-14,601119955,21974.50,0.00,21974.50,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2014-07-14,601119973,575.00,0.00,575.00,Rushen Parochial Church Council,Sustainable Regeneration,Rents
Salford City Council,2014-07-14,601118812,11623.82,0.00,11623.82,Salford City Radio,Office of the Chief Executive,Grants
Salford City Council,2014-07-14,1600511070,4994.00,0.00,4994.00,Salford Forum For Refugees,Customer and Support Services,Unitary Charge
Salford City Council,2014-07-14,601119884,1110.00,0.00,1110.00,Simon Adams Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-07-14,1600509316,786.00,0.00,786.00,South London & Maudsley NHS,Children's Services,Payts to Agencies
Salford City Council,2014-07-14,601119875,2000.00,0.00,2000.00,Sunny Days Childrens Nursery,Children's Services,Grants
Salford City Council,2014-07-14,601119752,3472.50,578.75,2893.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-07-14,601119758,3472.50,578.75,2893.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-07-14,1600510239,3111.16,0.00,3111.16,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-07-14,601119454,4135.80,0.00,4135.80,The Fostering Team,Children's Services,Payts to Agencies
Salford City Council,2014-07-14,psjtdjgnq,1225.99,204.33,1021.66,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2014-07-14,601119218,974.76,162.46,812.30,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-07-14,601119482,3576.40,596.06,2980.34,The Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-07-15,1600509010,592.58,98.76,493.82,Ags Tech,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-07-15,1600509070,900.00,0.00,900.00,Bizziekids,Children's Services,Day Care
Salford City Council,2014-07-15,601119323,1252.50,208.75,1043.75,Capita P And I Ltd,Sustainable Regeneration,Rents
Salford City Council,2014-07-15,1600508980,3370.80,561.80,2809.00,Carebase,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-07-15,1600509124,1350.00,0.00,1350.00,Cheshire Homes Group,Children's Services,Rents
Salford City Council,2014-07-15,1600508867,955.72,159.28,796.44,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-07-15,601118951,78961.25,13160.00,65801.25,Citizens Advice Bureau,"Community, Health & Social Care",Grants
Salford City Council,2014-07-15,1600509014,1140.00,190.00,950.00,Cornerstone Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2014-07-15,1600509015,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,Office of the Chief Executive,IT  Licence Fee
Salford City Council,2014-07-15,1600511179,2021.23,336.87,1684.36,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-15,1600509757,876.04,146.01,730.03,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-15,1600509755,981.61,163.60,818.01,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-07-15,1600509417,553.19,0.00,553.19,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509097,631.90,0.00,631.90,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,601119290,2044.26,0.00,2044.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509228,2546.71,0.00,2546.71,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509179,2556.67,0.00,2556.67,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509162,2749.11,0.00,2749.11,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509231,2749.11,0.00,2749.11,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509971,2749.11,0.00,2749.11,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509159,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509184,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509230,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509234,2861.63,0.00,2861.63,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509232,2972.27,0.00,2972.27,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509180,3024.22,0.00,3024.22,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509182,3024.22,0.00,3024.22,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509452,3024.22,0.00,3024.22,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509454,3089.26,0.00,3089.26,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509186,3249.90,0.00,3249.90,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509161,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509163,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509164,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509165,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509166,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509178,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509181,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509183,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509226,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509450,3251.85,0.00,3251.85,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509873,664.61,110.77,553.84,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-07-15,601119187,678.00,113.00,565.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-07-15,1600509337,518.23,86.37,431.86,J Fletcher Engineers Ltd,Children's Services,Internet
Salford City Council,2014-07-15,1600509347,911.20,151.87,759.33,J Fletcher Engineers Ltd,Sustainable Regeneration,Internet
Salford City Council,2014-07-15,1600509340,1080.23,180.04,900.19,J Fletcher Engineers Ltd,Sustainable Regeneration,Internet
Salford City Council,2014-07-15,1600509335,1120.80,186.80,934.00,J Fletcher Engineers Ltd,Sustainable Regeneration,Internet
Salford City Council,2014-07-15,1600509344,1891.03,315.17,1575.86,J Fletcher Engineers Ltd,Sustainable Regeneration,Internet
Salford City Council,2014-07-15,1600509331,2173.32,362.22,1811.10,J Fletcher Engineers Ltd,Sustainable Regeneration,Internet
Salford City Council,2014-07-15,601119766,1860.00,0.00,1860.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Children Act-Sect 23
Salford City Council,2014-07-15,1600509456,5154.99,0.00,5154.99,Oracle Care Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-07-15,1600508968,13445.01,0.00,13445.01,Oracle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-07-15,1600509013,56187.90,9364.65,46823.25,Phoenix Software Ltd,Customer and Support Services,Computer Software
Salford City Council,2014-07-15,601119933,2895.24,0.00,2895.24,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-15,601119934,3700.00,0.00,3700.00,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-07-15,6001590307,501.60,0.00,501.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590200,502.16,0.00,502.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590275,514.08,0.00,514.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590564,514.44,0.00,514.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590397,515.12,0.00,515.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590225,516.04,0.00,516.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590399,517.44,0.00,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590506,517.44,0.00,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590295,517.56,0.00,517.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590293,519.76,0.00,519.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590519,521.15,0.00,521.15,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590633,523.24,0.00,523.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590261,526.04,0.00,526.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590340,526.32,0.00,526.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590490,526.68,0.00,526.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590496,527.24,0.00,527.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590257,528.04,0.00,528.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590510,528.44,0.00,528.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590440,531.40,0.00,531.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590542,535.00,0.00,535.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590359,535.92,0.00,535.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590596,540.84,0.00,540.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590297,540.96,0.00,540.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590198,541.16,0.00,541.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590218,548.40,0.00,548.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590435,548.64,0.00,548.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590265,552.00,0.00,552.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590190,553.52,0.00,553.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590209,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590373,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590374,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590385,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590468,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590615,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590639,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590497,556.24,0.00,556.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590561,561.20,0.00,561.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590248,565.04,0.00,565.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590432,567.16,0.00,567.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590289,567.48,0.00,567.48,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590508,568.68,0.00,568.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590243,570.16,0.00,570.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590419,572.88,0.00,572.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590525,576.84,0.00,576.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590524,577.36,0.00,577.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590213,579.96,0.00,579.96,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590349,580.00,0.00,580.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590626,580.32,0.00,580.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590318,585.08,0.00,585.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590610,585.60,0.00,585.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590339,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590352,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590375,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590408,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590488,599.76,0.00,599.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590413,600.04,0.00,600.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590585,600.36,0.00,600.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590290,600.60,0.00,600.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590294,603.16,0.00,603.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590635,612.00,0.00,612.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590545,614.24,0.00,614.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590393,620.04,0.00,620.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590512,621.76,0.00,621.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590627,622.72,0.00,622.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590521,628.40,0.00,628.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590187,633.92,0.00,633.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590582,636.48,0.00,636.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590196,638.64,0.00,638.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590417,639.52,0.00,639.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590181,644.32,0.00,644.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590191,644.64,0.00,644.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590286,656.32,0.00,656.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590503,660.08,0.00,660.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590278,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590382,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590383,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590351,667.36,0.00,667.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590296,674.12,0.00,674.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-07-15,6001590327,674.40,0.00,674.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590554,681.28,0.00,681.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590331,692.80,0.00,692.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-07-15,6001590332,693.00,0.00,693.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
