Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-08-11,1600511929,54645.37,9107.56,45537.81,Salford Community Leisure Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-11,1600512584,82197.90,0.00,82197.90,Citizens Advice Bureau,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-08-11,1600511550,106885.80,17814.30,89071.50,Disc,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611308,5979.72,0.00,5979.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600511441,3155.49,0.00,3155.49,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,1600511440,3111.16,0.00,3111.16,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,1600511444,3077.99,0.00,3077.99,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611643,2753.92,0.00,2753.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611621,2346.40,0.00,2346.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611634,2122.71,0.00,2122.71,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611711,1964.08,0.00,1964.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611459,1799.44,0.00,1799.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611505,1769.90,0.00,1769.90,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611659,1687.26,0.00,1687.26,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611383,1535.68,0.00,1535.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611639,1375.52,0.00,1375.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611439,1357.16,0.00,1357.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611600,1356.20,0.00,1356.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611730,1344.08,0.00,1344.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611654,1341.44,0.00,1341.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611503,1296.08,0.00,1296.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611616,1292.20,0.00,1292.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611710,1238.40,0.00,1238.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611652,1179.40,0.00,1179.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611571,1176.24,0.00,1176.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611306,1166.04,0.00,1166.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611287,1160.08,0.00,1160.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611685,1116.32,0.00,1116.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611547,1067.36,0.00,1067.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611704,1052.00,0.00,1052.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611385,1036.40,0.00,1036.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611570,1019.52,0.00,1019.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611627,988.28,0.00,988.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611293,985.92,0.00,985.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611488,941.84,0.00,941.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611658,924.00,0.00,924.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611626,917.84,0.00,917.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611379,858.76,0.00,858.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611347,827.76,0.00,827.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611742,814.08,0.00,814.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611691,749.00,0.00,749.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611540,747.52,0.00,747.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611320,741.48,0.00,741.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611754,725.84,0.00,725.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611465,721.60,0.00,721.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611496,713.52,0.00,713.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611426,708.96,0.00,708.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611543,702.93,0.00,702.93,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611442,692.80,0.00,692.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611438,674.40,0.00,674.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611462,667.36,0.00,667.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611389,639.96,0.00,639.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611295,633.92,0.00,633.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611632,628.40,0.00,628.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611502,620.04,0.00,620.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611656,614.24,0.00,614.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611521,600.04,0.00,600.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611723,585.60,0.00,585.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611739,580.32,0.00,580.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611620,568.68,0.00,568.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611541,567.16,0.00,567.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611362,565.04,0.00,565.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611673,561.20,0.00,561.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611544,548.64,0.00,548.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611603,542.60,0.00,542.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611653,535.00,0.00,535.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611622,528.44,0.00,528.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611372,528.04,0.00,528.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611406,519.76,0.00,519.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611407,517.56,0.00,517.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611338,516.04,0.00,516.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611506,515.12,0.00,515.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611678,500.03,0.00,500.03,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611303,502.16,0.00,502.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,601121149,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-12,601121151,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-12,6001611392,514.08,0.00,514.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611676,514.44,0.00,514.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611508,517.44,0.00,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611618,517.44,0.00,517.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611746,523.24,0.00,523.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611355,526.04,0.00,526.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611451,526.32,0.00,526.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611598,526.68,0.00,526.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611608,527.24,0.00,527.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611468,535.92,0.00,535.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611709,540.84,0.00,540.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611301,541.16,0.00,541.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611329,548.40,0.00,548.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611381,552.00,0.00,552.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611294,553.52,0.00,553.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611318,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611482,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611483,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611494,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611575,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611728,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611751,554.40,0.00,554.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611609,556.24,0.00,556.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600512151,559.20,93.20,466.00,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-08-12,6001611391,567.48,0.00,567.48,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611337,570.16,0.00,570.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611527,572.88,0.00,572.88,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611636,576.84,0.00,576.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611635,577.36,0.00,577.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611313,579.96,0.00,579.96,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611460,580.00,0.00,580.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611429,585.08,0.00,585.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611450,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611463,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611484,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611516,591.36,0.00,591.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601121746,600.00,100.00,500.00,One Education,Children's Services,Training expenses
Salford City Council,2014-08-12,6001611698,600.36,0.00,600.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611404,600.60,0.00,600.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611395,603.16,0.00,603.16,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611328,609.04,0.00,609.04,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,601121152,611.00,94.00,517.00,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-08-12,6001611748,612.00,0.00,612.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611624,621.76,0.00,621.76,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611740,622.72,0.00,622.72,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122068,636.00,0.00,636.00,Ellenbrook Village Association,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-08-12,6001611695,636.48,0.00,636.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611299,638.64,0.00,638.64,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611525,639.52,0.00,639.52,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122022,640.00,0.00,640.00,St James (Hope) Church,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-08-12,6001611699,642.36,0.00,642.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611286,644.32,0.00,644.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611300,644.64,0.00,644.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611666,655.24,0.00,655.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611388,656.32,0.00,656.32,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611615,660.08,0.00,660.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611396,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611491,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611492,665.28,0.00,665.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611398,674.12,0.00,674.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611443,693.00,0.00,693.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611297,695.24,0.00,695.24,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611662,700.00,0.00,700.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611421,700.56,0.00,700.56,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611378,701.32,0.00,701.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611307,709.60,0.00,709.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611315,709.60,0.00,709.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611361,709.60,0.00,709.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611647,709.68,0.00,709.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611602,712.80,0.00,712.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611487,718.61,0.00,718.61,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611631,733.04,0.00,733.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611667,734.84,0.00,734.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611445,739.20,0.00,739.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611542,739.20,0.00,739.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611578,739.20,0.00,739.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611316,749.28,0.00,749.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122067,750.00,0.00,750.00,Wednesday Womens Group,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-08-12,1600512466,750.00,125.00,625.00,Idox Software Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2014-08-12,6001611655,757.00,0.00,757.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122051,760.68,0.00,760.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,601122055,760.68,0.00,760.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,601122057,760.68,0.00,760.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,601122059,760.68,0.00,760.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,6001611741,771.40,0.00,771.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600512996,772.66,128.78,643.88,Zero Six,Children's Services,Equipment Purchase
Salford City Council,2014-08-12,6001611414,775.68,0.00,775.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611394,776.16,0.00,776.16,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611729,780.00,0.00,780.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611446,785.40,0.00,785.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600512339,786.60,0.00,786.60,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611382,795.60,0.00,795.60,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611412,813.12,0.00,813.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611611,813.12,0.00,813.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611351,821.08,0.00,821.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611607,826.20,0.00,826.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600513100,830.30,0.00,830.30,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611344,831.60,0.00,831.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611595,831.60,0.00,831.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611696,838.12,0.00,838.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611684,843.92,0.00,843.92,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600511713,845.50,0.00,845.50,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611431,849.12,0.00,849.12,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122070,849.28,0.00,849.28,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,6001611386,851.52,0.00,851.52,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611697,876.80,0.00,876.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611377,879.56,0.00,879.56,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611282,887.00,0.00,887.00,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611694,918.60,0.00,918.60,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611605,923.28,0.00,923.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611606,923.28,0.00,923.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611512,924.00,0.00,924.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611681,930.00,0.00,930.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611645,934.00,0.00,934.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611340,942.48,0.00,942.48,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611715,949.32,0.00,949.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122056,950.85,0.00,950.85,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,6001611354,958.32,0.00,958.32,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611298,986.24,0.00,986.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611285,988.68,0.00,988.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122140,1000.00,0.00,1000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-08-12,6001611628,1012.28,0.00,1012.28,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,1600512444,1017.24,169.54,847.70,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-08-12,601122058,1035.78,172.63,863.15,Salford Innovation Park Ltd,Customer and Support Services,Rents
Salford City Council,2014-08-12,6001611332,1036.00,0.00,1036.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122148,1038.16,173.03,865.13,Morgan Hunt Uk Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-08-12,6001611679,1067.20,0.00,1067.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122030,1068.54,0.00,1068.54,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611467,1071.04,0.00,1071.04,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611498,1071.84,0.00,1071.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611743,1072.80,0.00,1072.80,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611582,1074.08,0.00,1074.08,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611291,1075.20,0.00,1075.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122028,1103.19,0.00,1103.19,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-08-12,6001611732,1103.84,0.00,1103.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611559,1108.00,0.00,1108.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611283,1109.68,0.00,1109.68,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611454,1133.24,0.00,1133.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611464,1139.84,0.00,1139.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122060,1141.02,0.00,1141.02,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-08-12,6001611367,1141.46,0.00,1141.46,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611749,1164.24,0.00,1164.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601121160,1224.00,204.00,1020.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-08-12,6001611614,1247.40,0.00,1247.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611592,1268.57,0.00,1268.57,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611683,1282.24,0.00,1282.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611370,1284.36,0.00,1284.36,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611619,1292.20,0.00,1292.20,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611499,1297.44,0.00,1297.44,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611700,1302.00,0.00,1302.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611590,1307.69,0.00,1307.69,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611661,1321.40,0.00,1321.40,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611705,1323.00,0.00,1323.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611677,1356.00,0.00,1356.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611529,1380.96,0.00,1380.96,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611365,1423.12,0.00,1423.12,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611671,1446.64,0.00,1446.64,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611312,1449.24,0.00,1449.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611408,1467.97,0.00,1467.97,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,601122062,1500.00,0.00,1500.00,Redacted Data,Children's Services,Other Prof Fees
Salford City Council,2014-08-12,6001611530,1526.84,0.00,1526.84,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611526,1568.00,0.00,1568.00,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2014-08-12,6001611290,1599.44,0.00,1599.44,Redacted Data,Children's Services,Payt to care clients
Salford City Council,2014-08-12,6001611302,1626.24,0.00,1626.24,Redacted Data,"Community, Health & Social Care",Payt to care clients
