#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
152,CAB,CABINET OFFICE,2022-07-18,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037144404,58822.50
153,CAB,CABINET OFFICE,2022-07-18,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037144404,58822.50
154,CAB,CABINET OFFICE,2022-07-18,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD,1037144404,58822.50
155,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-12,Electricity,Utilities Expenditure,EDF Energy,7,57782.97
156,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-26,Hard FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,33,57151.35
157,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-11,Rent Expenditure,Head Lease Rent,52 Bedford Row Tenant Limited,3,56756.00
158,CAB,CROWN COMMERCIAL SERVICE,2022-07-04,Licence Costs,IT Licence,Utilidex Limited,SINV-000015693,56304.00
159,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,183,56040.97
160,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Soft FM Fixed - Non Onboarded,Non Onboarded FM Expenditure,ISS Mediclean Ltd,54,55579.57
161,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Soft FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,180,54827.43
162,CAB,CABINET OFFICE,2022-07-04,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037143129,54312.50
163,CAB,CROWN COMMERCIAL SERVICE,2022-07-08,Licence Costs,IT Licence,Dun & Bradstreet Ltd,SINV-000015784,54000.00
164,CAB,CROWN COMMERCIAL SERVICE,2022-07-26,IT Licence,IT Licence,CABINET OFFICE,SINV-000015956,53580.00
165,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Electricity,Utilities Expenditure,EDF Energy,46,53459.40
166,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-06,Rent Expenditure,Head Lease Rent,Sorkin Brown Limited,33,52286.73
167,CAB,CABINET OFFICE,2022-07-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,LOCATIONS (ADMIN),XMA LTD,1037143464,51837.66
168,CAB,CABINET OFFICE,2022-07-12,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143829,51765.20
169,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Soft FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,75,51462.68
170,CAB,CROWN COMMERCIAL SERVICE,2022-07-12,MoU Levy Share \n,MoU Levy Share \n,Yorkshire Purchasing Organisation,SINV-000015795,50812.80
171,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,NEGOTIATIONS AND AMBITION,WILTON PARK EXECUTIVE AGENCY,1037144730,50746.79
172,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Workplace Project Delivery,Workplace Projects,Ministry of Justice (All invoices),30,50584.31
173,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Electricity,Utilities Expenditure,EDF Energy,19,50310.36
174,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037144738,50073.25
175,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Trans. Professional Fees,Transformational Services Expe,Faithful + Gould Limited,7,50000.00
176,CAB,CROWN COMMERCIAL SERVICE,2022-07-04,Licence Costs,IT Licence,Mercato Solutions Ltd,SINV-000015690,49758.00
177,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Electricity,Utilities Expenditure,EDF Energy,7,49754.30
178,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-07,PFI Soft FM Var VO costs,PFI Variation Charges,AGP,10,49723.30
179,CAB,CABINET OFFICE,2022-07-21,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT ACTUARYS DEPARTMENT GAD,2037000933,49357.74
180,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Electricity,Utilities Expenditure,EDF Energy,15,48953.82
181,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-19,Professional Services-General,Professional Fees,JLL,15,48400.00
182,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-05,Fixed Operational Security,Operational Security Exp - FBR,Mitie FM Limited,3,48171.69
183,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037143317,45914.00
184,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-20,PFI Soft FM Var VO costs,PFI Variation Charges,AGP,34,45491.92
185,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-15,Workplace ICT Services,Workplace ICT Exp - FBR,Centerprise International Limited,3,45220.71
186,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-15,Workplace ICT Services,Workplace ICT Exp - FBR,Centerprise International Limited,6,45220.71
187,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-15,Workplace ICT Services,Workplace ICT Exp - FBR,Centerprise International Limited,9,45220.71
188,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-25,Workplace ICT Services,Workplace ICT Exp - FBR,Centerprise International Limited,18,45220.71
189,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Fixed Security - Non Onboarded,Non Onboarded FM Expenditure,ISS Mediclean Ltd,129,45173.96
190,CAB,CABINET OFFICE,2022-07-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144672,44678.17
191,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Professional Services-General,Professional Fees,Faithful + Gould Limited,14,44600.00
192,CAB,CABINET OFFICE,2022-07-28,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037145353,43546.13
193,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037145522,42516.28
194,CAB,CABINET OFFICE,2022-07-08,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037143640,42270.01
195,CAB,CABINET OFFICE,2022-07-26,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT LEGAL DEPARTMENT,2037000943,42250.00
196,CAB,CABINET OFFICE,2022-07-26,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT LEGAL DEPARTMENT,2037000943,42250.00
197,CAB,CROWN COMMERCIAL SERVICE,2022-07-19,Service Fee,IT Service,CAP Motor Research Ltd,SINV-000015883,42127.78
198,CAB,CROWN COMMERCIAL SERVICE,2022-07-12,MoU Levy Share \n,MoU Levy Share \n,Scottish Government,SINV-000015794,41356.86
199,CAB,CROWN COMMERCIAL SERVICE,2022-07-19,Consultancy Fees (Advice & Guidance),Consultancy,Gartner UK Ltd,SINV-000015884,41280.00
200,CAB,CABINET OFFICE,2022-07-14,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,GOV UK USER EXPERIENCE & PLATFORM - CORE,ZENDESK,1037144145,41175.00
201,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,141,41174.35
202,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-14,Workplace Project Delivery,Workplace Projects,Mitie FM Limited,32,41012.69
203,CAB,CROWN COMMERCIAL SERVICE,2022-07-19,Information Assurance,IT Licence,CABINET OFFICE,SINV-000015885,40800.00
204,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-18,Workplace Project Delivery,Workplace Projects,Morris & Spottiswood Limited,3,40421.30
205,CAB,CABINET OFFICE,2022-07-14,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,SOCIAL MOBILITY COMMISSION (PROG),RED STONE DESIGN LTD,1037144112,40225.00
206,CAB,CROWN COMMERCIAL SERVICE,2022-07-22,Estates Costs - MOTO charges,Moto Charges,GPA c/o Montagu Evans LLP,SINV-000015937,40141.88
207,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037143317,40117.00
208,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037145522,39923.02
209,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-22,Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,9,39434.12
210,CAB,CABINET OFFICE,2022-07-07,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037143465,39347.00
211,CAB,CABINET OFFICE,2022-07-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - DIGITAL SERVICE PLATFORMS - CORE,AIVEN LTD,20002288,39083.94
212,CAB,CROWN COMMERCIAL SERVICE,2022-07-25,IT Development Costs,IT Development Costs,NQC Ltd,SINV-000015947,39075.00
213,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,120,39053.93
214,CAB,CABINET OFFICE,2022-07-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,OFFICE FOR VETERANS AFFAIRS (PROG),YOUGOV PLC,1037143251,38825.00
215,CAB,CABINET OFFICE,2022-07-12,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037143796,38700.00
216,CAB,CABINET OFFICE,2022-07-11,Exp - Purchase Of Goods/Services - Consultancy,ECONOMIC AND DOMESTIC,THE BEHAVIOURAL INSIGHTS TEAM,1037143777,38696.09
217,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-05,FM Indexation,Variable FM Exp- FBR,Mitie FM Limited,24,38396.09
218,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,DEPT OVERHEADS MISC,EDENRED UK GROUP LTD-2WM,1037143391,38250.00
219,CAB,CABINET OFFICE,2022-07-20,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144672,38217.41
220,CAB,CABINET OFFICE,2022-07-19,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT ACTUARYS DEPARTMENT GAD,2037000931,38105.69
221,CAB,CABINET OFFICE,2022-07-08,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT ACTUARYS DEPARTMENT GAD,2037000912,37817.21
222,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CONTRACT MGMT - DELIVERY,CSL KPMG LLP-2WM,1037143392,37731.00
223,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-22,Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,24,37553.87
224,CAB,CROWN COMMERCIAL SERVICE,2022-07-01,Advertising,Advertising,Forfront Limited,SINV-000015688,37420.80
225,CAB,CABINET OFFICE,2022-07-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144672,37398.32
226,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-14,PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership No.2 Plc (HGR),47,37369.86
227,CAB,CABINET OFFICE,2022-07-28,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,IPA PFI EXPIRY,ERNST & YOUNG LLP,1037145329,37160.00
228,CAB,CROWN COMMERCIAL SERVICE,2022-07-20,Training - Team Training,Training,CAPITA BUSINESS SERVICES LTD,SINV-000015892,36961.92
229,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,171,36557.57
230,CAB,CABINET OFFICE,2022-07-28,Exp - Purchase Of Goods/Services - Consultancy,CONTRACT MGMT - DELIVERY,KPMG,1037145321,36508.00
231,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,186,36138.95
232,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Hard FM Fixed - Non Onboarded,Non Onboarded FM Expenditure,ISS Mediclean Ltd,51,35790.95
233,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-06,Rent Expenditure,Head Lease Rent,Fisher German - re Wesleyan Assurance,6,35739.10
234,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,72,35625.94
235,CAB,CABINET OFFICE,2022-07-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,OGP - DATA & ANALYSIS,CORPORATE DOCUMENT SERVICES LTD,1037143678,35563.27
236,CAB,CROWN COMMERCIAL SERVICE,2022-07-27,IT Development Costs,IT Development Costs,NQC Ltd,SINV-000015960,35415.00
237,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - FM CONTRACT VARIABLE,FACILITIES MANAGEMENT,MITIE FM LTD,1037144725,35184.00
238,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-22,Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,21,35059.60
239,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,Professional Services-General,Professional Fees,AECOM Limited,3,35000.00
240,CAB,CABINET OFFICE,2022-07-18,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144405,34727.54
241,CAB,CABINET OFFICE,2022-07-04,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143044,34505.47
242,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-12,Rent Expenditure,Head Lease Rent,Nottingham City Council Rent,13,33991.28
243,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-26,Soft FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,57,33916.92
244,CAB,CABINET OFFICE,2022-07-26,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,INSIGHT AND EVALUATION,YOUGOV PLC,1037145045,33900.00
245,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,PUBLIC APPOINTMENTS TEAM,AVATURE LTD,1037144876,33767.25
246,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,PUBLIC APPOINTMENTS TEAM,AVATURE LTD,1037144876,33767.25
247,CAB,CROWN COMMERCIAL SERVICE,2022-07-06,Consultancy Fees (Advice & Guidance),Consultancy,Samurai Digital Security Ltd,SINV-000015737,33600.00
248,CAB,CABINET OFFICE,2022-07-22,Exp - Purchase Of Goods/Services - Consultancy,IPA PFI EXPIRY,AMBERSIDE ADVISORS LTD,1037144712,33588.87
249,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-14,PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership Plc (100PS),50,33473.80
250,CAB,CABINET OFFICE,2022-07-04,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143044,33399.50
251,CAB,CABINET OFFICE,2022-07-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,CDIO END USER COMPUTING,XMA LTD,1037143082,33227.65
252,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-19,Property Insurance,Insurance Expenditure,JLL - AMAS Ltd (Common Receipts Acc),23,33124.91
253,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Hard FM Variable,Variable FM Exp- FBR,Mitie FM Limited,73,32979.13
254,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - FM CONTRACT VARIABLE,FACILITIES MANAGEMENT,MITIE FM LTD,1037144725,32865.82
255,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CONTRACT MGMT - DELIVERY,CSL KPMG LLP-2WM,1037143392,32839.00
256,CAB,CABINET OFFICE,2022-07-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CONTRACT MGMT - DELIVERY,CSL KPMG LLP-2WM,1037145309,32678.75
257,CAB,CABINET OFFICE,2022-07-08,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143644,32623.44
258,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-26,Soft FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,27,32503.68
259,CAB,CABINET OFFICE,2022-07-13,Exp - Purchase Of Goods/Services - Consultancy,FEDG - DATA ANALYTICS EXPANSION,ACCENTURE UK LTD,1037143933,32417.50
260,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-20,Agency Staff,Direct Employee Costs,Michael Page International Recruitment Limited,68,32186.48
261,CAB,CROWN COMMERCIAL SERVICE,2022-07-15,MoU Levy Share \n,MoU Levy Share \n,EASTERN SHIRES PURCHASING ORGA,SINV-000015852,32127.60
262,CAB,CABINET OFFICE,2022-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,DEPT OVERHEADS MISC,GOVERNMENT INTERNAL AUDIT AGENCY,2037000940,31900.00
263,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,111,31878.64
264,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-07,Professional Services-General,Professional Fees,Remit Consulting LLP,3,31590.00
265,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,PUBLIC APPOINTMENTS TEAM,AVATURE LTD,1037144876,31500.00
266,CAB,CABINET OFFICE,2022-07-05,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,70 WHITEHALL,GOVERNMENT PROPERTY AGENCY GPA,1037143177,31380.17
267,CAB,CABINET OFFICE,2022-07-15,IA - INFORMATION TECHNOLOGY - COST - ADDITIONS - SOFTWARE ADDITIONS,COMMERCIAL,ATAMIS LTD,1037144220,31365.00
268,CAB,CABINET OFFICE,2022-07-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CDIO APPLICATIONS & CLOUD STORAGE,TRUSTMARQUE SOLUTIONS LTD,1037143828,31308.86
269,CAB,CABINET OFFICE,2022-07-08,EXP - PURCHASE OF GOODS/SERVICES - AUDIT SERVICES - AUDITOR REMUN-NON AUDIT COSTS,GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT INTERNAL AUDIT AGENCY,2037000914,31073.75
270,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,105,30837.67
271,CAB,CABINET OFFICE,2022-07-08,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037143644,30715.33
272,CAB,CABINET OFFICE,2022-07-11,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT ACTUARYS DEPARTMENT GAD,2037000916,30614.30
273,CAB,CROWN COMMERCIAL SERVICE,2022-07-01,Estates Costs - MOTO charges,Moto Charges,GPA c/o Montagu Evans LLP,SINV-000015686,30289.01
274,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-12,Rent Expenditure,Head Lease Rent,Nottingham City Council Rent,9,30168.21
275,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-20,Recoverable Property Legal Fee,Property Transactions,Gowling WLG LLP (Professional Services),9,30109.20
276,CAB,CABINET OFFICE,2022-07-14,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144053,30000.00
277,CAB,CROWN COMMERCIAL SERVICE,2022-07-08,Marketing Planned Campaigns,Marketing,BIP Solutions Ltd,SINV-000015780,30000.00
278,CAB,CABINET OFFICE,2022-07-08,EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,AIRBUS DEFENCE & SPACE LTD,1037143565,29937.84
279,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-13,PFI Soft FM full building cost,PFI Service Charge Exp - FBR,Exchequer Partnership Plc (100PS),12,29738.54
280,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,81,29654.74
281,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-19,Client Digital & Tech Services,Digital & Tech Services Client,Cinos Limited,38,29628.00
282,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-01,Hard FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,237,29475.95
283,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-05,Head Lease Service Charge,Head Lease Service Charge Exp,Bellrock,5,29351.25
284,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-05,Head Lease Service Charge,Head Lease Service Charge Exp,Bellrock,9,29351.25
285,CAB,CABINET OFFICE,2022-07-14,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144053,29098.18
286,CAB,CABINET OFFICE,2022-07-27,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037145281,29080.00
287,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-05,Hard FM Variable,Variable FM Exp- FBR,Mitie FM Limited,12,29048.90
288,CAB,CABINET OFFICE,2022-07-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GOVERNMENT COMMERCIAL AND GRANTS,TUSSELL LTD,1037143413,29000.00
289,CAB,CABINET OFFICE,2022-07-28,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,DIGITAL COMMUNICATIONS,RED BEE MEDIA LTD,1037145358,28876.00
290,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-26,Hard FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,24,28796.90
291,CAB,CROWN COMMERCIAL SERVICE,2022-07-27,IT Development Costs,IT Development Costs,NQC Ltd,SINV-000015961,28650.00
292,CAB,CABINET OFFICE,2022-07-20,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144672,28330.26
293,CAB,CABINET OFFICE,2022-07-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,COVID-19 INQUIRY,XMA LTD,1037145007,28281.20
294,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - WELFARE SERVICES,COHR GENERAL TEAM EXPENDITURE,PEOPLE ASSET MANAGEMENT T/A PAM OH SOLUTIONS,1037145462,28090.95
295,CAB,CABINET OFFICE,2022-07-12,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA RESOURCING LTD,1037143830,27529.00
296,CAB,CABINET OFFICE,2022-07-11,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GBS - DIGITAL RECRUITMENT PLATFORMS,DISCLOSURE & BARRING SERVICE,1037143705,27108.00
297,CAB,CABINET OFFICE,2022-07-22,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037144817,26918.74
298,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-14,Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),43,26881.42
299,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-19,Professional Services-General,Professional Fees,Assured Information Security Limited,7,26831.25
300,CAB,CABINET OFFICE,2022-07-06,Exp - Purchase Of Goods/Services - Consultancy,IPA IPR & BENCHMARKING,WSP UK LTD,1037143333,26820.62
301,CAB,CABINET OFFICE,2022-07-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,DI - VERIFY,HOME OFFICE 12511,1037145354,26605.12
302,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-06,Rent Expenditure,Head Lease Rent,JR Capital,4,26198.45
303,CAB,CABINET OFFICE,2022-07-29,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - WELFARE SERVICES,COHR GENERAL TEAM EXPENDITURE,PEOPLE ASSET MANAGEMENT T/A PAM OH SOLUTIONS,1037145462,26158.82
304,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Fixed Operational Security,Operational Security Exp - FBR,ISS Mediclean Ltd,150,25952.06
305,CAB,GOVERNMENT PROPERTY AGENCY,2022-07-27,Soft FM Fixed,Fixed FM Expenditure,ISS Mediclean Ltd,24,25841.76
