#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
116,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",Exp - Purchase Of Goods/Services - Consultancy,NATIONAL UNDERGROUND ASSET REGISTER,ATKINS LTD,1037139581,41717.34
117,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GOV UK CONTENT,PROVIDENT CRM LTD,1037139584,37600.00
118,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037139591,36852.55
119,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037139591,78939.00
120,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,COVID-19 INQUIRY,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,1037139687,29220.10
121,CAB,CABINET OFFICE,"Tuesday, May 24, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - MONITORING SERVICES,GEOSPATIAL COMMISSION,ROYAL MAIL GROUP LTD,1037139694,5515318.79
122,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAVEL BOOKING,PROJECT GBNI (PROG),CORPORATE TRAVEL MANAGEMENT NORTH LTD,1037139741,1265845.18
123,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - SENIOR LEADERS SCHEME,CAPITA BUSINESS SERVICES LTD TA KNOWLEDGEPOOL,1037139748,32097.83
124,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,DELOITTE LLP,1037139799,498631.25
125,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,DELOITTE LLP,1037139799,99726.25
126,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,26250.00
127,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,27675.00
128,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,48350.00
129,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,99750.00
130,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,39550.00
131,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GDS - IDENTITY SERVICES - PRODUCT DELIVERY,HIPPO DIGITAL LTD,1037139802,48325.00
132,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,COUNSEL,MEKON LTD,1037139834,42245.00
133,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,POST OFFICE LTD,1037139844,132952.90
134,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037139846,33727.69
135,CAB,CABINET OFFICE,"Thursday, May 26, 2022",Exp - Purchase Of Goods/Services - Consultancy,BPDG - BORDER READINESS,COSTAIN LTD,1037139920,216086.24
136,CAB,CABINET OFFICE,"Thursday, May 26, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COHR GENERAL TEAM EXPENDITURE,IPSOS MORI LTD,1037139922,28500.00
137,CAB,CABINET OFFICE,"Thursday, May 26, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - SERVICE PAYMENTS,GBS - PCSPS PENSIONS (ADMIN),MYCSP LTD,1037139931,1963020.16
138,CAB,CABINET OFFICE,"Friday, May 27, 2022",PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS - IT CONSULTANCY ADDITIONS,GOV UK PUBLISHING,AUTOMATION LOGIC LTD,1037139971,112845.00
139,CAB,CABINET OFFICE,"Friday, May 27, 2022",Exp - Purchase Of Goods/Services - Consultancy,SOURCING PROGRAMME,PRICE WATERHOUSE COOPERS,1037140062,122008.32
140,CAB,CABINET OFFICE,"Monday, May 30, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GRANTS SINGLE APPLICANT PORTAL,ANDIGITAL LTD,1037140086,366730.00
141,CAB,CABINET OFFICE,"Monday, May 30, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GRANTS SINGLE APPLICANT PORTAL,ANDIGITAL LTD,1037140086,73346.00
142,CAB,CABINET OFFICE,"Monday, May 30, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,DEPT OVERHEADS MISC,EDENRED UK GROUP LTD-2WM,1037140119,149435.00
143,CAB,CABINET OFFICE,"Monday, May 30, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,COUNSEL,CLOUD TECHNOLOGY SOLUTIONS,1037140170,41111.11
144,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - FM CONTRACT VARIABLE,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037140308,92285.67
145,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140308,46425.39
146,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037140308,294867.39
147,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - HIGH POTENTIAL DEVELOPMENT SCHEME,CSL KPMG LLP-2WM,1037140328,65549.00
148,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS SERVICE DELIVERY,LINKEDIN IRELAND,1037140353,57300.00
149,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037140354,81516.61
150,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037140354,163033.23
151,CAB,CABINET OFFICE,"Thursday, May 05, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,DELIVERY PARTNERS,CIVIL NUCLEAR CONSTABULARY,2037000784,86226.77
152,CAB,CABINET OFFICE,"Friday, May 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GSG GSEC'S,HOME OFFICE,2037000803,84068.00
153,CAB,CABINET OFFICE,"Monday, May 16, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COMMS - GREAT CAMPAIGN TEAM,MINISTRY OF JUSTICE,2037000805,35866.00
154,CAB,CABINET OFFICE,"Thursday, May 19, 2022",Exp - Purchase Of Goods/Services - Consultancy,DI - VERIFY,HOME OFFICE,2037000811,110025.14
155,CAB,CABINET OFFICE,"Monday, May 23, 2022",EXP - PURCHASE OF GOODS/SERVICES - RECORDS AND DATA STORAGE AND ARCHIVING,DELIVERY PARTNERS,HOME OFFICE,2037000818,46976269.00
156,CAB,CABINET OFFICE,"Wednesday, May 25, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT EQUALITIES OFFICE,GOVERNMENT LEGAL DEPARTMENT,2037000823,141000.00
157,CAB,CABINET OFFICE,"Thursday, May 26, 2022",EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,PRIVATE OFFICE FOR LORD FROST,MINISTRY OF DEFENCE,2037000828,89075.05
158,CAB,CABINET OFFICE,"Tuesday, May 31, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY,2037000839,26706.00
159,CAB,GPA,"Tuesday, May 03, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Westbourne Terrace Management Services Limited,35,29351.25
160,CAB,GPA,"Tuesday, May 03, 2022",Facilities Management(DNU),Facilities Management,ENGIE Services Limited,3,93728.51
161,CAB,GPA,"Tuesday, May 03, 2022",Facilities Management(DNU),Facilities Management,ENGIE Services Limited,3,49456.53
162,CAB,GPA,"Wednesday, May 04, 2022",Professional Services-General,Professional Fees,Turner and Townsend Project Management Limited,27,84180.00
163,CAB,GPA,"Wednesday, May 04, 2022",Rent Expenditure,Head Lease Rent,Colliers International Managing Agents,4,66892.38
164,CAB,GPA,"Wednesday, May 04, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Colliers International Managing Agents,19,27081.50
165,CAB,GPA,"Thursday, May 05, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),39,946466.10
166,CAB,GPA,"Thursday, May 05, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),40,189293.22
167,CAB,GPA,"Thursday, May 05, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),43,351281.75
168,CAB,GPA,"Thursday, May 05, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),44,70256.35
169,CAB,GPA,"Thursday, May 05, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),47,327483.12
170,CAB,GPA,"Thursday, May 05, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),48,65496.62
171,CAB,GPA,"Thursday, May 05, 2022",PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership No.2 Plc (HGR),51,170144.96
172,CAB,GPA,"Thursday, May 05, 2022",PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership No.2 Plc (HGR),52,34028.99
173,CAB,GPA,"Thursday, May 05, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),55,132937.89
174,CAB,GPA,"Thursday, May 05, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),56,26587.58
175,CAB,GPA,"Thursday, May 05, 2022",Workplace Project Delivery,Workplace Projects,Mitie FM Limited,3,145874.24
176,CAB,GPA,"Tuesday, May 10, 2022",Interest - PFI,Finance Costs,Exchequer Partnership Plc (100PS),37,642291.86
177,CAB,GPA,"Tuesday, May 10, 2022",Interest - PFI,Finance Costs,Exchequer Partnership Plc (100PS),38,128458.37
178,CAB,GPA,"Tuesday, May 10, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership Plc (100PS),41,301834.52
179,CAB,GPA,"Tuesday, May 10, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership Plc (100PS),42,60366.90
180,CAB,GPA,"Tuesday, May 10, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership Plc (100PS),45,867206.38
181,CAB,GPA,"Tuesday, May 10, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership Plc (100PS),46,173441.28
182,CAB,GPA,"Tuesday, May 10, 2022",PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership Plc (100PS),49,32745.95
183,CAB,GPA,"Wednesday, May 11, 2022",Whitehall Systems Heating,Utilities Expenditure,ENGIE Services Limited,3,176626.74
184,CAB,GPA,"Wednesday, May 11, 2022",Hard FM Variable,Variable FM Exp- FBR,Mitie FM Limited,3,31292.37
185,CAB,GPA,"Wednesday, May 11, 2022",Whitehall Systems Heating,Utilities Expenditure,ENGIE Services Limited,9,145466.73
186,CAB,GPA,"Wednesday, May 11, 2022",Whitehall Systems Heating,Utilities Expenditure,ENGIE Services Limited,12,91971.91
187,CAB,GPA,"Wednesday, May 11, 2022",Warehouse Contract Expenditure,GPA Services,Wincanton Holdings Limited,6,276129.26
188,CAB,GPA,"Wednesday, May 11, 2022",Workplace Project Delivery,Workplace Projects,HM Revenue & Customs,34,41035.54
189,CAB,GPA,"Wednesday, May 11, 2022",ICT Services,IT,CanCom Managed Services Ltd,7,46584.50
190,CAB,GPA,"Thursday, May 12, 2022",Electricity,Utilities Expenditure,EDF Energy,3,54984.15
191,CAB,GPA,"Thursday, May 12, 2022",Electricity,Utilities Expenditure,EDF Energy,7,67067.30
192,CAB,GPA,"Thursday, May 12, 2022",Electricity,Utilities Expenditure,EDF Energy,3,61019.56
193,CAB,GPA,"Thursday, May 12, 2022",Electricity,Utilities Expenditure,EDF Energy,11,114131.58
194,CAB,GPA,"Thursday, May 12, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),93,43568.00
195,CAB,GPA,"Thursday, May 12, 2022",Fixed Operational Security,Operational Security Exp - FBR,Ministry of Justice (All invoices),96,26064.06
196,CAB,GPA,"Thursday, May 12, 2022",Hard FM Variable,Variable FM Exp- FBR,Ministry of Justice (All invoices),102,103292.81
197,CAB,GPA,"Thursday, May 12, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Canary Wharf Management Limited,13,114155.13
198,CAB,GPA,"Thursday, May 12, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Canary Wharf Management Limited,25,207987.88
199,CAB,GPA,"Thursday, May 12, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Canary Wharf Management Limited,30,41597.58
200,CAB,GPA,"Thursday, May 12, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Canary Wharf Group PLC,37,28379.75
201,CAB,GPA,"Monday, May 16, 2022",Rent Expenditure,Head Lease Rent,Home Office,6,53128.20
202,CAB,GPA,"Monday, May 16, 2022",Rent Expenditure,Head Lease Rent,Home Office,9,53128.20
203,CAB,GPA,"Monday, May 16, 2022",Rent Expenditure,Head Lease Rent,Home Office,13,35613.41
204,CAB,GPA,"Tuesday, May 17, 2022",Rent Expenditure,Head Lease Rent,Workman LLP Client Common Receipts A/c No.4,7,259337.03
205,CAB,GPA,"Tuesday, May 17, 2022",Rent Expenditure,Head Lease Rent,Workman LLP Client Common Receipts A/c No.4,12,51867.40
206,CAB,GPA,"Tuesday, May 17, 2022",Rent Expenditure,Head Lease Rent,Workman LLP Client Common Receipts A/c No.4,18,121706.59
207,CAB,GPA,"Tuesday, May 17, 2022",Rent Expenditure,Head Lease Rent,BMO Real Estate Partners,11,32360.71
208,CAB,GPA,"Wednesday, May 18, 2022",Facilities Management(DNU),Facilities Management,ENGIE Services Limited,9,91971.91
209,CAB,GPA,"Wednesday, May 18, 2022",Rent Expenditure,Head Lease Rent,Single Source Regulations Office (SSRO),3,25448.83
210,CAB,GPA,"Wednesday, May 18, 2022",Electricity,Utilities Expenditure,EDF Energy,13,77462.28
211,CAB,GPA,"Wednesday, May 18, 2022",Workplace Project Delivery,Workplace Projects,Morris & Spottiswood Limited,17,371481.47
212,CAB,GPA,"Wednesday, May 18, 2022",Property Partner Call off,Professional Services,Montagu Evans (ACC 2),32,47500.00
213,CAB,GPA,"Wednesday, May 18, 2022",Workplace ICT Services,Workplace ICT Exp - FBR,Airbus Defence & Space Limited,7,43753.00
214,CAB,GPA,"Wednesday, May 18, 2022",PFI covid costs FM costs,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),6,67370.98
215,CAB,GPA,"Tuesday, May 24, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Transport for London (Rent),4,46141.56
216,CAB,GPA,"Tuesday, May 24, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,AGP,7,1446892.42
217,CAB,GPA,"Tuesday, May 24, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,AGP,8,289378.48
218,CAB,GPA,"Tuesday, May 24, 2022",Interest - PFI,Finance Costs,AGP,15,2154554.63
219,CAB,GPA,"Tuesday, May 24, 2022",Interest - PFI,Finance Costs,AGP,16,430910.93
220,CAB,GPA,"Wednesday, May 25, 2022",FM Indexation,Variable FM Exp- FBR,Mitie FM Limited,18,54143.15
221,CAB,GPA,"Wednesday, May 25, 2022",Soft FM Fixed,Fixed FM Expenditure,Mitie FM Limited,21,51260.97
222,CAB,GPA,"Wednesday, May 25, 2022",Professional Services-General,Professional Fees,Morris & Spottiswood Limited,31,362054.55
223,CAB,GPA,"Wednesday, May 25, 2022",Hard FM Variable,Variable FM Exp- FBR,Mitie FM Limited,3,56580.58
224,CAB,GPA,"Wednesday, May 25, 2022",Soft FM Variable,Variable FM Exp- FBR,Mitie FM Limited,6,46576.74
225,CAB,GPA,"Wednesday, May 25, 2022",FM Management Fees,Variable FM Exp- FBR,Mitie FM Limited,28,232191.07
226,CAB,GPA,"Wednesday, May 25, 2022",Soft FM Fixed,Fixed FM Expenditure,Mitie FM Limited,31,148861.95
227,CAB,GPA,"Wednesday, May 25, 2022",Hard FM Fixed,Fixed FM Expenditure,Mitie FM Limited,34,83911.91
228,CAB,GPA,"Wednesday, May 25, 2022",FM Management Fees,Variable FM Exp- FBR,Mitie FM Limited,37,140079.33
229,CAB,GPA,"Wednesday, May 25, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),44,1042262
230,CAB,GPA,"Wednesday, May 25, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),45,208452.4
231,CAB,GPA,"Wednesday, May 25, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),48,386836.48
232,CAB,GPA,"Wednesday, May 25, 2022",PFI - Fixed Service Charges,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),49,77367.3
233,CAB,GPA,"Wednesday, May 25, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),52,360629.09
234,CAB,GPA,"Wednesday, May 25, 2022",PFI - Variable Service Charge,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),53,72125.82
235,CAB,GPA,"Wednesday, May 25, 2022",PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership No.2 Plc (HGR),56,187366.06
236,CAB,GPA,"Wednesday, May 25, 2022",PFI Lifecycle charges,PFI Lifecycle Costs,Exchequer Partnership No.2 Plc (HGR),57,37473.21
237,CAB,GPA,"Wednesday, May 25, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),60,146393.11
238,CAB,GPA,"Wednesday, May 25, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),61,29278.62
239,CAB,GPA,"Wednesday, May 25, 2022",Interest - PFI,Finance Costs,Exchequer Partnership No.2 Plc (HGR),68,62174.54
240,CAB,GPA,"Wednesday, May 25, 2022",Workplace Project Delivery,Workplace Projects,Mitie FM Limited,28,260136.47
241,CAB,GPA,"Wednesday, May 25, 2022",Workplace Project Delivery,Workplace Projects,Mitie FM Limited,31,27886.94
242,CAB,GPA,"Wednesday, May 25, 2022",PFI covid costs FM costs,PFI Service Charge Exp - FBR,Exchequer Partnership No.2 Plc (HGR),13,60843.37
243,CAB,GPA,"Wednesday, May 25, 2022",Rent Expenditure,Head Lease Rent,Ministry of Justice (All invoices),4,56861.10
244,CAB,GPA,"Wednesday, May 25, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Ministry of Justice (All invoices),18,50396.57
245,CAB,GPA,"Wednesday, May 25, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Ministry of Justice (All invoices),25,29835.54
246,CAB,GPA,"Wednesday, May 25, 2022",Rent Expenditure,Head Lease Rent,Ministry of Justice (All invoices),38,82717.63
247,CAB,GPA,"Wednesday, May 25, 2022",Business Rates,Rates,Ministry of Justice (All invoices),41,35009.64
248,CAB,GPA,"Wednesday, May 25, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Ministry of Justice (All invoices),44,158875.99
249,CAB,GPA,"Wednesday, May 25, 2022",Head Lease Service Charge,Head Lease Service Charge Exp,Ministry of Justice (All invoices),47,44508.75
250,CAB,GPA,"Thursday, May 26, 2022",Hard FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),11,37042.53
251,CAB,GPA,"Thursday, May 26, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),14,158496.71
252,CAB,GPA,"Thursday, May 26, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),41,36891.45
253,CAB,GPA,"Thursday, May 26, 2022",Electricity,Utilities Expenditure,Ministry of Justice (All invoices),101,71775.18
254,CAB,GPA,"Thursday, May 26, 2022",Gas,Utilities Expenditure,Ministry of Justice (All invoices),104,47741.16
255,CAB,GPA,"Thursday, May 26, 2022",Fixed Operational Security,Operational Security Exp - FBR,Ministry of Justice (All invoices),128,88946.98
256,CAB,GPA,"Thursday, May 26, 2022",Hard FM Variable,Variable FM Exp- FBR,Ministry of Justice (All invoices),131,215058.77
257,CAB,GPA,"Thursday, May 26, 2022",Hard FM Variable,Variable FM Exp- FBR,Ministry of Justice (All invoices),155,27479.53
258,CAB,GPA,"Thursday, May 26, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),161,30630.61
259,CAB,GPA,"Friday, May 27, 2022",Hard FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),3,41583.20
260,CAB,GPA,"Friday, May 27, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),6,93354.39
261,CAB,GPA,"Friday, May 27, 2022",Hard FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),15,26566.87
262,CAB,GPA,"Friday, May 27, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),36,38184.62
263,CAB,GPA,"Friday, May 27, 2022",Soft FM Fixed,Fixed FM Expenditure,Ministry of Justice (All invoices),51,25045.03
264,CAB,GPA,"Friday, May 27, 2022",Electricity,Utilities Expenditure,Ministry of Justice (All invoices),90,82077.67
265,CAB,GPA,"Friday, May 27, 2022",Fixed Operational Security,Operational Security Exp - FBR,Ministry of Justice (All invoices),102,59229
266,CAB,GPA,"Friday, May 27, 2022",Fixed Operational Security,Operational Security Exp - FBR,Ministry of Justice (All invoices),108,29718
267,CAB,GPA,"Friday, May 27, 2022",Hard FM Variable,Variable FM Exp- FBR,Ministry of Justice (All invoices),111,138037
268,CAB,GPA,"Friday, May 27, 2022",Workplace Project Delivery,Workplace Projects,HM Revenue & Customs,3,154927
269,CAB,GPA,"Friday, May 27, 2022",Property Partner Call off,Professional Services,Montagu Evans (ACC 2),6,38080
270,CAB,GPA,"Friday, May 27, 2022",Workplace ICT Services,Workplace ICT Exp - FBR,Centerprise International Limited,7,45221
271,CAB,GPA,"Friday, May 27, 2022",Digital & Technology Services,Property Costs - Digital and T,Airbus Defence & Space Limited,25,45941
272,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,3,121770
273,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,13,164811
274,CAB,GPA,"Monday, May 30, 2022",Soft FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,34,115223
275,CAB,GPA,"Monday, May 30, 2022",Hard FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,37,91358
276,CAB,GPA,"Monday, May 30, 2022",Client Mail & Package Service,Workplace Services,ISS Mediclean Ltd,43,63730
277,CAB,GPA,"Monday, May 30, 2022",Hard FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,52,41778
278,CAB,GPA,"Monday, May 30, 2022",Hard FM Client Minor New Works,Workplace Services,ISS Mediclean Ltd,61,141583
279,CAB,GPA,"Monday, May 30, 2022",PFI Soft FM Var VO costs,PFI Variation Charges,AGP,83,175673
280,CAB,GPA,"Monday, May 30, 2022",PFI VO client requested costs,PFI Variation Charges,AGP,86,567416
281,CAB,GPA,"Monday, May 30, 2022",PFI Soft FM Var VO costs,PFI Variation Charges,AGP,95,25665
282,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,18,430877
283,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,19,86175
284,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,22,66609
285,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,40,29007
286,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,62,62474
287,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,83,433397
288,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,86,35019
289,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,89,31727
290,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,98,105465
291,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,110,187699
292,CAB,GPA,"Monday, May 30, 2022",Workplace Project Delivery,Workplace Projects,ISS Mediclean Ltd,113,104471
