#,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
120,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,250000.00
121,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,79944.04
122,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,120000.00
123,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,100000.00
124,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,150000.00
125,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,33000.00
126,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,60500.00
127,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,60500.00
128,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,50516.62
129,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,47998.70
130,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,60500.00
131,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,29932.95
132,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,155067.05
133,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,125000.00
134,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,125000.00
135,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,FINANCE & AUDIT FAST STREAM,MANNING GOTTLIEB OMD,1037136719,185000.00
136,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136719,100000.00
137,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GBS - DIGITAL RECRUITMENT PLATFORMS,DISCLOSURE & BARRING SERVICE,1037136733,34270.00
138,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136772,142981.78
139,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136772,125000.00
140,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136772,185000.00
141,CAB,CABINET OFFICE,"Thursday, April 14, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136772,90000.00
142,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,IPA PFI CONTRACT REVIEW,LOCAL PARTNERSHIPS LLP,1037136561,62049.00
143,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - FINANCE TEAM,KPMG,1037136580,34923.00
144,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,67361.04
145,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,187789.33
146,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,1162402.51
147,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,28956.00
148,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,30848.10
149,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,36918.00
150,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,49291.50
151,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,133650.07
152,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,310504.41
153,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,485797.70
154,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136610,1484287.50
155,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GBS - DIGITAL RECRUITMENT PLATFORMS (PROG),NOMENSA LTD,1037136626,42283.33
156,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",EXP - PERMANENT UK STAFF - EMPLOYER'S SOCIAL SECURITY COSTS - APPRENTICESHIP LEVY,APPRENTICESHIP LEVY,INLAND REVENUE SHIPLEY PAYE,1037136659,215058.00
157,CAB,CABINET OFFICE,"Wednesday, April 13, 2022",CL - OTHER PAYABLES,BPDG - FUTURE BORDERS PMO AND PRIVATE OFFICE,HMRC,3037000013,6672725.08
158,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037136437,65000.00
159,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037136480,34055.00
160,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136480,1005192.00
161,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136480,49021.75
162,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136480,51203.00
163,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136480,1735621.22
164,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COMMS - GREAT CAMPAIGN TEAM,MANNING GOTTLIEB OMD,1037136481,101467.61
165,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COMMS - GREAT CAMPAIGN TEAM,MANNING GOTTLIEB OMD,1037136481,304794.27
166,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GBS - DIGITAL RECRUITMENT PLATFORMS (PROG),VERSION 1 SOLUTION LTD,1037136509,56415.75
167,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GBS - DIGITAL RECRUITMENT PLATFORMS,OLEEO PLC,1037136526,56129.64
168,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GBS - DIGITAL RECRUITMENT PLATFORMS,OLEEO PLC,1037136526,87500.00
169,CAB,CABINET OFFICE,"Tuesday, April 12, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GBS - DIGITAL RECRUITMENT PLATFORMS,OLEEO PLC,1037136526,87500.00
170,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,AIRBUS DEFENCE & SPACE LTD,1037136293,29937.84
171,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GSG - UKSV DELIVERY,EXPERIAN LTD,1037136350,44230.89
172,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,IPSOS MORI LTD,1037136361,39760.00
173,CAB,CABINET OFFICE,"Monday, April 11, 2022",Exp - Purchase Of Goods/Services - Consultancy,GBS - DELIVERY AND DELIVERY CLUSTER (ADMIN),SHARED SERVICES CONNECTED LTD,1037136364,35164.77
174,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,CS MODERNISATION AND REFORM ADMIN,OFFICE FOR NATIONAL STATISTIC,1037136371,67193.91
175,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,COVID-19 INQUIRY,FIELD FISHER WATERHOUSE LLP,1037136372,36853.59
176,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136376,126968.58
177,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136376,46581.75
178,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136376,43706.08
179,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136376,83205.91
180,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136376,475964.26
181,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037136380,63399.40
182,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037136385,35257.50
183,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,CSHR - GSCU: ACCELERATED DEVEOPMENT SCHEME (ADMIN),CAPITA BUSINESS SERVICES LTD TA KNOWLEDGEPOOL,1037136395,31194.11
184,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,BLUESKY INTERNATIONAL LTD,1037136406,101755.20
185,CAB,CABINET OFFICE,"Monday, April 11, 2022",EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DELIVERY PARTNERS,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,2037000723,421793.00
186,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037136189,55000.00
187,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037136189,35000.00
188,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037136189,28000.00
189,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: STRATEGY AND PLANNING,ERNST & YOUNG LLP,1037136189,170000.00
190,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037136194,144749.74
191,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,GEOSPATIAL COMMISSION,ORDNANCE SURVEY,1037136202,58333042.50
192,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,GEOSPATIAL COMMISSION,ORDNANCE SURVEY,1037136202,11666608.50
193,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,CDIO END USER COMPUTING,TELEFONICA UK LTD,1037136205,173400.00
194,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,CDIO END USER COMPUTING,TELEFONICA UK LTD,1037136205,34680.00
195,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037136249,34094.32
196,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COMMS - GREAT CAMPAIGN TEAM,MANNING GOTTLIEB OMD,1037136249,28108.91
197,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MEDIA SENSE COMMUNICATIONS LTD,1037136253,38989.00
198,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MEDIA SENSE COMMUNICATIONS LTD,1037136253,44028.00
199,CAB,CABINET OFFICE,"Friday, April 08, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MEDIA SENSE COMMUNICATIONS LTD,1037136253,50000.00
200,CAB,CABINET OFFICE,"Friday, April 08, 2022",Exp - Purchase Of Goods/Services - Consultancy,CSHR - POLICY AND PRACTICE,NOMENSA LTD,1037136259,41662.50
201,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,CAPITA BUSINESS SERVICES LTD,1037136072,92215.20
202,CAB,CABINET OFFICE,"Thursday, April 07, 2022",IA - POA & AUC - COST - ADDITIONS,IPA IPR & BENCHMARKING,GULP DIGITAL LTD,1037136079,37250.00
203,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,SAVANTA GROUP LTD,1037136097,33830.00
204,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136099,157200.00
205,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136099,43879.42
206,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037136099,596867.00
207,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,DEPARTMENT OF HEALTH & SOCIAL CARE,1037136109,75875.00
208,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MULLEN LOWE LONDON LTD,1037136110,26632.46
209,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MULLEN LOWE LONDON LTD,1037136110,34841.23
210,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MULLEN LOWE LONDON LTD,1037136110,42703.52
211,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,"FAST STREAM ATTRACTION, SELECTION & ONBOARDING",CAPITA RESOURCING LTD,1037136142,41400.00
212,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,OGP - DATA & ANALYSIS,ESRI UK LTD,1037136173,120000.00
213,CAB,CABINET OFFICE,"Thursday, April 07, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,DEPARTMENT FOR TRANSPORT,2037000717,60657.00
214,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,IPA PFI CONTRACT REVIEW,CLIFFORD CHANCE LLP,1037135949,26425.96
215,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,IPA PFI CONTRACT REVIEW,CLIFFORD CHANCE LLP,1037135949,33574.04
216,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037135959,341118.16
217,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037135959,306921.00
218,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037135962,153179.72
219,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037135962,63061.32
220,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037135962,49723.78
221,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037135962,60058.09
222,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037135962,35184.24
223,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",IA - INFORMATION TECHNOLOGY - COST - ADDITIONS - SOFTWARE ADDITIONS,"IPA FUNCTION, PROFESSION AND STANDARDS",CONNECT INTERNET SOLUTIONS LTD,1037135969,35044.00
224,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MULLEN LOWE LONDON LTD,1037135984,32517.43
225,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",Exp - Purchase Of Goods/Services - Consultancy,COVID-19 TASKFORCE - DATA,UK HEALTH SECURITY AGENCY,1037135992,162000
226,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",Exp - Purchase Of Goods/Services - Consultancy,COVID-19 TASKFORCE - DATA,UK HEALTH SECURITY AGENCY,1037135992,32400
227,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GDS - ENGINEERING,ZENDESK,1037135996,33575
228,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GDS - ENGINEERING,ZENDESK,1037135996,33575
229,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,OPC PROGRAMMES,NATIONAL ARCHIVES,1037135997,84000
230,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,IPSOS MORI LTD,1037135998,39860
231,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,IPSOS MORI LTD,1037135998,37660
232,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037136011,59501.6
233,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GRS THIRD PARTY PROVISION,TMP UK LTD,1037136011,93216
234,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,COUNTER FRAUD C-19,ALTIA SOLUTIONS LTD,1037136014,41447
235,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,COP26 CENTRAL COSTS,UNFCC,1037136024,150000
236,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CAPABILITY - LEARNING & DEVELOPMENT,KORN FERRY UK LIMITED,1037136033,53443.58
237,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,"IPA FUNCTION, PROFESSION AND STANDARDS",ERNST & YOUNG LLP,1037136036,147750
238,CAB,CABINET OFFICE,"Wednesday, April 06, 2022",EXP - PURCHASE OF GOODS/SERVICES - SHARED SERVICES OUTSOURCING,STERIA SHARED SERVICES,SHARED SERVICES CONNECTED LTD,1037136037,43198.4
