Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305092,21 May 2018,"3,645.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309621,25 May 2018,"3,645.00",
LUL NOMINEE SSL LIMITED,PAREX LIMITED,Track General Maintenance,1031\5109312282,03 May 2018,"3,636.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109309334,25 May 2018,"3,634.00",
DIAL A RIDE,CITYFLEET NETWORKS LTD,Operator Costs,1010\5109314423,25 May 2018,"3,632.87",
TFL CORPORATE,THE FINANCIAL TIMES LTD,Publications & Periodicals,1001\5109234952,16 May 2018,"3,627.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109310764,02 May 2018,"3,625.60",
RAIL FOR LONDON LIMITED,PROBRAND LTD,Computer Software,1020\5109308723,04 May 2018,"3,625.00",
RAIL FOR LONDON LIMITED,PROBRAND LTD,Computer Software,1020\5109324779,25 May 2018,"3,625.00",
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Professional Engineering Services,1005\5109312511,03 May 2018,"3,623.04",
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Professional Engineering Services,1005\5109312834,03 May 2018,"3,623.04",
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Professional Engineering Services,1005\5109312941,09 May 2018,"3,623.04",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310130,25 May 2018,"3,621.06",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BARNET,Rates,1004\1901658519,30 Apr 2018,"3,616.00",
LUL NOMINEE SSL LIMITED,MACHINE TOOL ENGINEERS,Escalators,1031\5109316498,09 May 2018,"3,615.00",
TFL CORPORATE,ASHURST LLP,Legal Fees,1001\5109326527,25 May 2018,"3,614.20",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1100198181,04 May 2018,"3,606.50",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109316129,14 May 2018,"3,605.00",
RAIL FOR LONDON LIMITED,STM SECURITY GROUP (UK) LTD,Management & Support Consultancy,1020\5109299214,04 May 2018,"3,600.36",
LUL NOMINEE BCV LIMITED,SIGN GRAFX LTD,Printing,1033\5109321642,24 May 2018,"3,600.00",
RAIL FOR LONDON LIMITED,SHIFT TRAFFIC EVENTS LIMITED,Management & Support Consultancy,1020\5109298164,30 Apr 2018,"3,600.00",
SURFACE TRANSPORT CORP,HARVARD ENGINEERING PLC,Contracted Services - Roads,1002\5109321307,21 May 2018,"3,600.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109291965,30 Apr 2018,"3,600.00",
TFL CORPORATE,REBECCA THOMAS,Legal Fees,1001\5109325158,23 May 2018,"3,600.00",
TUBE LINES LTD,SPECIALISED TOOLS & EQUIPMENT,Consumables,790991,09 May 2018,"3,600.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309827,25 May 2018,"3,599.96",
LUL NOMINEE SSL LIMITED,CWW ENGINEERS SUPPLY CO LTD,Fleet,1031\5109298082,04 May 2018,"3,599.82",
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900040761,25 May 2018,"3,598.83",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109307436,14 May 2018,"3,598.60",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109309792,25 May 2018,"3,595.41",
TFL CORPORATE,PARLIAMENTARY ADVISORY COUNCIL,Planning & Development Consultancy,1001\5109318414,14 May 2018,"3,595.00",
SURFACE TRANSPORT CORP,NEOPOST LTD,Equipment Hire & Rental,1002\5109307720,09 May 2018,"3,594.49",
LUL NOMINEE BCV LIMITED,COMECH METROLOGY LTD,Track General Maintenance,1033\5109312831,04 May 2018,"3,591.20",
LONDON UNDERGROUND LTD,T-THREE,Staff Training,1005\5109289528,01 May 2018,"3,589.00",
LONDON UNDERGROUND LTD,METS LTD,Civil Engineering Construction Works,1005\5109326402,25 May 2018,"3,579.07",
LONDON UNDERGROUND LTD,KONE ESCALATORS LTD,Lift Maintenance,1005\5109317645,14 May 2018,"3,578.58",
TUBE LINES LTD,WAGNER SPRAYTECH LTD,Materials,790361,18 May 2018,"3,578.40",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Materials,789956,04 May 2018,"3,578.00",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Materials,789959,04 May 2018,"3,578.00",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Materials,789963,04 May 2018,"3,578.00",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Materials,789964,04 May 2018,"3,578.00",
TFL CORPORATE,COMPUTACENTER,Manage IT Services,1001\5109307095,21 May 2018,"3,576.37",
TUBE LINES LTD,ELECTROHM RESISTORS LTD,Materials,791353,11 May 2018,"3,576.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309859,25 May 2018,"3,575.79",
LONDON UNDERGROUND LTD,IGX GLOBAL UK LIMITED,Maintenance Materials,1005\5109316915,09 May 2018,"3,574.72",
LONDON UNDERGROUND LTD,BRITISH ARAB COMMERCIAL BANK PLC,Minor Property Expenses / Receipts,1005\1900203166,23 May 2018,"3,570.00",
LONDON UNDERGROUND LTD,T-T PUMPS LTD,MR Construction Costs,1005\5109325762,25 May 2018,"3,570.00",
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109313467,04 May 2018,"3,569.50",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance of Plant & Equipment,1005\5109302042,14 May 2018,"3,567.60",
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109305282,21 May 2018,"3,566.43",
PUBLIC CARRIAGE OFFICE,TIM JOHNSTON,Legal Fees,1003\5109316764,11 May 2018,"3,564.00",
LONDON UNDERGROUND LTD,GATTACA,Agency Staff,1005\5109296189,04 May 2018,"3,562.80",
TFL CORPORATE,PERMANENT WAY INSTITUTION,Stationery,1001\5109317909,14 May 2018,"3,560.50",
LUL NOMINEE BCV LIMITED,BROOKVEX IMS LTD,Maintenance of Telecommunications Equipment,1033\5109312442,03 May 2018,"3,555.40",
LONDON UNDERGROUND LTD,GATTACA,Agency Staff,1005\5109292460,30 Apr 2018,"3,555.36",
TFL CORPORATE,GATTACA,Agency Staff,1001\5109296260,04 May 2018,"3,555.36",
TUBE LINES LTD,DIRECT TRACK SOLUTIONS LTD,Materials,791215,11 May 2018,"3,554.70",
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,Fleet,1033\5109323372,23 May 2018,"3,554.70",
RAIL FOR LONDON LIMITED,WABTEC RAIL LIMITED,Management & Support Consultancy,1020\5109299446,04 May 2018,"3,552.31",
LUL NOMINEE BCV LIMITED,CREACTIVE DESIGN LTD,Fleet,1033\5109319055,16 May 2018,"3,551.00",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901658589,30 Apr 2018,"3,550.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310216,25 May 2018,"3,549.50",
LONDON UNDERGROUND LTD,TRACKWORK LTD,MR Construction Costs,1005\5109318490,16 May 2018,"3,547.50",
LONDON UNDERGROUND LTD,AGGREKO UK LTD,Traction Current,1005\5109307335,16 May 2018,"3,546.00",
LUL NOMINEE SSL LIMITED,HSS HIRE,Track General Maintenance,1031\5109311833,23 May 2018,"3,546.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305141,21 May 2018,"3,543.80",
LUL NOMINEE SSL LIMITED,IMI NORGREN LTD,Fleet,1031\5109302266,04 May 2018,"3,541.60",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309874,25 May 2018,"3,539.52",
LONDON RIVER SERVICES LTD,PH CLEANING SERVICES,Building Maintenance & Repairs,1007\5109314154,08 May 2018,"3,537.70",
LONDON UNDERGROUND LTD,HERBERT SMITH FREEHILLS LLP,Legal Fees,1005\5109325808,25 May 2018,"3,536.46",
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,Caterers Service Charges,1005\5109311082,02 May 2018,"3,534.10",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Equipment Repairs & Maintenance,1033\5109324778,23 May 2018,"3,533.14",
SURFACE TRANSPORT CORP,CITY OF LONDON CORPORATION,Electricity,1002\5109294252,14 May 2018,"3,531.00",
LONDON UNDERGROUND LTD,STANTON HOPE LTD,Maintenance Materials,1005\5109322903,21 May 2018,"3,528.36",
TUBE LINES LTD,ELECTROHM RESISTORS LTD,Materials,791351,11 May 2018,"3,528.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305509,21 May 2018,"3,527.42",
LUL NOMINEE BCV LIMITED,GEORGE JONES & SON,MR Construction Costs,1033\5109314462,14 May 2018,"3,526.65",
TUBE LINES LTD,WESTCODE UK LIMITED,Materials,789292,04 May 2018,"3,525.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109295783,04 May 2018,"3,523.44",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109312216,14 May 2018,"3,522.60",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Land & Buildings,1006\5109322924,23 May 2018,"3,522.53",
LUL NOMINEE SSL LIMITED,BROWNINGS ELECTRIC CO LTD,Building Maintenance & Repairs,1031\5109325575,23 May 2018,"3,522.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109310694,02 May 2018,"3,520.00",
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1031\5109315050,21 May 2018,"3,517.35",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109311750,25 May 2018,"3,516.23",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109311748,25 May 2018,"3,512.41",
LUL NOMINEE SSL LIMITED,SK ELECTRONICS LTD,Maintenance Materials,1031\5109298244,02 May 2018,"3,510.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109293277,30 Apr 2018,"3,508.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309769,25 May 2018,"3,504.75",
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901658389,14 May 2018,"3,502.91",
TFL CORPORATE,GATTACA,Agency Staff,1001\5109296211,04 May 2018,"3,502.00",
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901653326,10 May 2018,"3,501.30",
LONDON TRANSPORT MUSEUM,SPECTRUM DRAMA & THEATRE PROJECTS,Management & Support Consultancy,1011\5109316673,24 May 2018,"3,500.00",
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,Property Management Fees,1005\5109312534,25 May 2018,"3,500.00",
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,Property Management Fees,1005\5109312570,25 May 2018,"3,500.00",
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,Property Management Fees,1005\5109312580,25 May 2018,"3,500.00",
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,Property Management Fees,1005\5109313269,04 May 2018,"3,500.00",
RAIL FOR LONDON LIMITED,AECOM LTD,Management & Support Consultancy,1020\5109304738,09 May 2018,"3,500.00",
TRANSPORT TRADING LTD,HUSEYIN TIMUR & OZCAN TIMUR,Transys Control - TTL,1004\1901658893,16 May 2018,"3,500.00",
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901658387,14 May 2018,"3,497.91",
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901658388,14 May 2018,"3,497.91",
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901658386,14 May 2018,"3,497.81",
TRANSPORT TRADING LTD,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1004\1901658397,16 May 2018,"3,497.81",
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Building Maintenance & Repairs,1005\5109309327,01 May 2018,"3,497.54",
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Building Maintenance & Repairs,1005\5109309360,01 May 2018,"3,497.54",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901658581,30 Apr 2018,"3,485.00",
LUL NOMINEE BCV LIMITED,SPRINT ENGINEERING & LUBE LTD,Equipment Repairs & Maintenance,1033\5109317112,10 May 2018,"3,481.86",
TUBE LINES LTD,GGS ENGINEERING DERBY LTD,Materials,790585,25 May 2018,"3,480.00",
LONDON UNDERGROUND LTD,CHAMBERLAIN ASSOCIATES,Traction Current,1005\5109304384,11 May 2018,"3,476.00",
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Management & Support Consultancy,1020\5109312481,23 May 2018,"3,474.00",
TUBE LINES LTD,MORGANITE ELECTRICAL CARBON LTD,Materials,790727,25 May 2018,"3,472.00",
TUBE LINES LTD,PLASSER MACHINERY PARTS & SERVI,Materials,790391,02 May 2018,"3,472.00",
RAIL FOR LONDON LIMITED,WABTEC RAIL LIMITED,Management & Support Consultancy,1020\5109299466,04 May 2018,"3,470.29",
SURFACE TRANSPORT CORP,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1002\5109305673,21 May 2018,"3,470.00",
TUBE LINES LTD,NEWAY TRAINING SOLUTIONS LTD,Training,791476,18 May 2018,"3,470.00",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109308858,23 May 2018,"3,466.15",
LONDON UNDERGROUND LTD,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1005\5109305324,21 May 2018,"3,464.96",
SURFACE TRANSPORT CORP,SIEMENS,Maintenance of Plant & Equipment,1002\5109311057,04 May 2018,"3,464.75",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109292038,30 Apr 2018,"3,464.63",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901658853,14 May 2018,"3,463.20",
DOCKLANDS LIGHT RAILWAY,ARDENT MANAGEMENT LTD,Property Management Fees,1012\5109322171,23 May 2018,"3,449.13",
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,Plant & Equipment Purchases,1031\5109311792,02 May 2018,"3,441.60",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Rail Replacement Service Costs,1006\1900040657,14 May 2018,"3,440.80",
LUL NOMINEE SSL LIMITED,AGGREGATE INDUSTRIES UK LTD,Civil Engineering Construction Works,1031\5109304020,02 May 2018,"3,440.49",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,792354,25 May 2018,"3,437.78",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,792356,25 May 2018,"3,437.78",
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,Rates,1004\1901658533,30 Apr 2018,"3,436.00",
LONDON UNDERGROUND LTD,ADEPT CONTRACTS LTD,Fire and Safety Equipment,1005\5109320890,16 May 2018,"3,433.88",
PUBLIC CARRIAGE OFFICE,NSL LTD,PCO Outsourced Services,1003\5109316581,25 May 2018,"3,433.71",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109324406,23 May 2018,"3,429.10",
TUBE LINES LTD,HALL FUELS LTD,Fuel,789855,11 May 2018,"3,428.04",
LUL NOMINEE BCV LIMITED,T-T PUMPS LTD,Electrical & Electronic Engineering,1033\5109314063,09 May 2018,"3,423.80",
LUL NOMINEE SSL LIMITED,JOHN BRADLEY & SON (SPRINGS) LTD,Fleet,1031\5109298357,02 May 2018,"3,422.00",
LUL NOMINEE SSL LIMITED,JOHN BRADLEY & SON (SPRINGS) LTD,Fleet,1031\5109302420,14 May 2018,"3,422.00",
LUL NOMINEE SSL LIMITED,JOHN BRADLEY & SON (SPRINGS) LTD,Fleet,1031\5109309315,02 May 2018,"3,422.00",
TFL CORPORATE,1ST CHOICE IXBRL,Other Professional Fees,1001\1900060038,30 Apr 2018,"3,420.00",
TFL CORPORATE,ALERE TOXICOLOGY PLC,Staff Medical Insurance & Treatment,1001\5109313053,25 May 2018,"3,418.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309793,25 May 2018,"3,414.06",
LONDON UNDERGROUND LTD,ASE CORPORATE EYECARE LTD,Miscellaneous Finance Expenses,1005\1900203281,15 May 2018,"3,410.09",
LUL NOMINEE BCV LIMITED,4 RAIL SERVICES LTD,Building Maintenance & Repairs,1033\5109317650,15 May 2018,"3,410.00",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109326239,25 May 2018,"3,409.00",
RAIL FOR LONDON LIMITED,PRIMA SERVICES GROUP LIMITED,Management & Support Consultancy,1020\5109313135,23 May 2018,"3,403.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109310701,02 May 2018,"3,401.79",
LONDON UNDERGROUND LTD,XEIAD LIMITED,Civil Engineering Construction Works,1005\5109307456,30 Apr 2018,"3,400.00",
LUL NOMINEE BCV LIMITED,BRUSH TRACTION LTD,Fleet,1033\5109307773,21 May 2018,"3,400.00",
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033\5109312255,23 May 2018,"3,400.00",
LUL NOMINEE SSL LIMITED,VICTORY LIGHTING (UK) LTD,Traffic Signals,1031\5109311802,23 May 2018,"3,400.00",
TFL CORPORATE,DAISY COMMUNICATIONS LTD,Telephony Fixed,1001\5109313888,04 May 2018,"3,397.96",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305222,21 May 2018,"3,397.03",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309837,25 May 2018,"3,397.03",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Exchange Gain Realised,1033\1700001120,02 May 2018,"3,396.62",
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL,Fleet,1031\5109307082,16 May 2018,"3,395.08",
LUL NOMINEE SSL LIMITED,CRANESERVE,Equipment Repairs & Maintenance,1031\5109321673,18 May 2018,"3,393.60",
VICTORIA COACH STATN LTD,STAGECOACH,VCS Repayments & Commission,1008\1900004192,04 May 2018,"3,390.39",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305291,21 May 2018,"3,390.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305293,21 May 2018,"3,390.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109310707,02 May 2018,"3,384.66",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Purchase of Bus Shelters,1006\5109317099,10 May 2018,"3,382.36",
LUL NOMINEE BCV LIMITED,ARMADILLOLED,Heating & Lighting,1033\5109313931,04 May 2018,"3,381.38",
TRANSPORT TRADING LTD,FUSION PEOPLE LIMITED,Agency Staff,1004\5109324421,23 May 2018,"3,381.30",
TFL CORPORATE,HELM ASSOCIATES LIMITED,Management & Support Consultancy,1001\5109314111,08 May 2018,"3,375.16",
LONDON UNDERGROUND LTD,INITIATE CONSULTING LTD,MR Construction Costs,1005\5109309368,23 May 2018,"3,375.00",
PUBLIC CARRIAGE OFFICE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1003\5109305924,21 May 2018,"3,367.70",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109302386,14 May 2018,"3,367.01",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109302390,14 May 2018,"3,367.01",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109302392,14 May 2018,"3,367.01",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109308861,23 May 2018,"3,367.01",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109326196,25 May 2018,"3,367.01",
TUBE LINES LTD,ECON CONSTRUCTION LTD,Services,790648,11 May 2018,"3,365.12",
TUBE LINES LTD,TOWER SUPPLIES,Protective Clothing,791924,23 May 2018,"3,363.03",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309688,25 May 2018,"3,360.72",
DOCKLANDS LIGHT RAILWAY,RICARDO RAIL LTD,Professional Engineering Services,1012\5109314337,14 May 2018,"3,360.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109296138,04 May 2018,"3,360.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309892,25 May 2018,"3,360.00",
TRANSPORT TRADING LTD,COMPUTACENTER,Manage IT Services,1004\5109306988,16 May 2018,"3,360.00",
LUL NOMINEE SSL LIMITED,ELMDALE WELDING & ENG SUPPLIES LTD,Protective Clothing,1031\5109311393,02 May 2018,"3,358.52",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1006\5109311302,02 May 2018,"3,357.66",
LUL NOMINEE SSL LIMITED,PIRTEK,Maintenance Materials,1031\5109317682,23 May 2018,"3,357.16",
TFL CORPORATE,WAVEMAKER LTD,Radio TV Press Poster Cinema Airtime And Space,1001\5109321575,21 May 2018,"3,352.62",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109322727,25 May 2018,"3,351.60",
TRANSPORT TRADING LTD,COMPUTACENTER,Furniture & Equipment,1004\5109313380,25 May 2018,"3,350.00",
TRANSPORT TRADING LTD,COMPUTACENTER,Furniture & Equipment,1004\5109314352,25 May 2018,"3,350.00",
TUBE LINES LTD,JNG CONSTRUCTION & ENGINEERING,Subcontractor Labour,791756,18 May 2018,"3,350.00",
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1004\5109319114,17 May 2018,"3,347.00",
LUL NOMINEE SSL LIMITED,SIEMENS,Signalling Systems,1031\5109314020,25 May 2018,"3,346.70",
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,Agency Staff,1020\5109292493,30 Apr 2018,"3,344.25",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109301253,14 May 2018,"3,344.25",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109306027,21 May 2018,"3,344.25",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109310581,25 May 2018,"3,344.25",
TUBE LINES LTD,CLESHAR CONTRACT SERVICES LTD,Maintenance,790620,25 May 2018,"3,343.05",
LUL NOMINEE BCV LIMITED,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1033\5109318549,23 May 2018,"3,341.36",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305128,21 May 2018,"3,341.28",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309700,25 May 2018,"3,341.28",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109309715,25 May 2018,"3,341.28",
TUBE LINES LTD,BLAKLEY ELECTRICS LTD,Materials,789540,04 May 2018,"3,336.27",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BROMLEY,Rates,1004\1901658526,30 Apr 2018,"3,336.00",
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5109307810,02 May 2018,"3,334.88",
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,MR Construction Costs,1005\5109320895,23 May 2018,"3,332.50",
LONDON UNDERGROUND LTD,O2 UK LTD,Computer Hardware,1005\5109308069,30 Apr 2018,"3,332.00",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5109294743,02 May 2018,"3,329.22",
TFL CORPORATE,SOCOTEC UK LTD,Civil Engineering Construction Works,1001\5109321833,21 May 2018,"3,323.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305594,21 May 2018,"3,322.83",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109301199,14 May 2018,"3,322.00",
LUL NOMINEE SSL LIMITED,SIEMENS,Fleet,1031\5109299710,09 May 2018,"3,321.50",
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,Caterers Service Charges,1005\5109311088,02 May 2018,"3,318.85",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310252,25 May 2018,"3,318.48",
LONDON UNDERGROUND LTD,INNTEL,Hotel Accommodation,1005\1900203297,16 May 2018,"3,316.86",
LONDON UNDERGROUND LTD,INNTEL,Hotel Accommodation,1005\1900203147,08 May 2018,"3,310.02",
LUL NOMINEE SSL LIMITED,MFD CAPACITORS (1991) LTD,Fleet,1031\5109297408,02 May 2018,"3,309.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109300978,14 May 2018,"3,306.90",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109305809,21 May 2018,"3,306.90",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109310023,25 May 2018,"3,306.90",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109314617,23 May 2018,"3,306.24",
TRANSPORT TRADING LTD,HA MARKS LTD,Building Maintenance & Repairs,1004\5109317003,17 May 2018,"3,305.00",
LUL NOMINEE SSL LIMITED,EMICO LTD,MR Construction Costs,1031\5109322237,21 May 2018,"3,304.63",
TRANSPORT TRADING LTD,PREMIER MOVES LTD,Office Accommodation Moves,1004\5109312160,04 May 2018,"3,300.79",
LONDON UNDERGROUND LTD,AKTRION PROFESSIONAL SERVICES LTD,Professional Engineering Services,1005\5109298059,16 May 2018,"3,300.00",
LUL NOMINEE BCV LIMITED,L.B. FOSTER RAIL TECH LTD,Fleet,1033\5109300279,09 May 2018,"3,300.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109292023,30 Apr 2018,"3,300.00",
LUL NOMINEE SSL LIMITED,T BREWER & CO LTD,Fleet,1031\5109308593,30 Apr 2018,"3,298.00",
LUL NOMINEE SSL LIMITED,T BREWER & CO LTD,Fleet,1031\5109326006,24 May 2018,"3,298.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Equipment Repairs & Maintenance,1005\5109312074,25 May 2018,"3,297.89",
LONDON UNDERGROUND LTD,GATTACA,Agency Staff,1005\5109292394,30 Apr 2018,"3,297.60",
TFL CORPORATE,GATTACA,Agency Staff,1001\5109296241,04 May 2018,"3,297.60",
