Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900041031,20 Jul 2018,"22,484.00",
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5109335157,02 Jul 2018,"22,388.14",
LUL NOMINEE SSL LIMITED,SPERRY RAIL SERVICE,Equipment Repairs & Maintenance,1031\5109358693,18 Jul 2018,"22,304.78",
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,MR Construction Costs,1031\5109346723,29 Jun 2018,"22,304.75",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1031\5109348636,04 Jul 2018,"22,260.80",
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,Uniforms,1005\5109347832,29 Jun 2018,"22,223.90",
TFL CORPORATE,AECOM LTD,Planning & Development Consultancy,1001\5109344517,11 Jul 2018,"22,174.17",
LONDON UNDERGROUND LTD,TROWERS & HAMLINS LLP,Legal Fees,1005\5109347923,02 Jul 2018,"22,000.00",
TFL CORPORATE,CAP GEMINI UK PLC,Computer Hardware,1001\5109335097,25 Jun 2018,"21,969.92",
VICTORIA COACH STATN LTD,STAGECOACH,VCS Repayments & Commission,1008\1900004224,09 Jul 2018,"21,947.96",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109343470,02 Jul 2018,"21,946.62",
SURFACE TRANSPORT CORP,HUNTRESS SEARCH LTD,Passenger Surveys,1002\5109355585,18 Jul 2018,"21,913.23",
TUBE LINES LTD,CEMBRE LTD,Materials,793964,13 Jul 2018,"21,906.25",
DOCKLANDS LIGHT RAILWAY,MOTT MACDONALD LIMITED,Professional Engineering Services,1012\5109343843,09 Jul 2018,"21,857.38",
TFL CORPORATE,DB CARGO (UK) LTD,Purchase of Land & Buildings,1001\1900060838,04 Jul 2018,"21,808.76",
LONDON UNDERGROUND LTD,ECON CONSTRUCTION LTD,Building Maintenance & Repairs,1005\5109346350,04 Jul 2018,"21,799.84",
RAIL FOR LONDON LIMITED,OTB ENGINEERING LTD,Professional Engineering Services,1020\5109358252,17 Jul 2018,"21,701.80",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1031\5109347313,04 Jul 2018,"21,696.48",
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,793075,29 Jun 2018,"21,682.61",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109346056,09 Jul 2018,"21,680.60",
TFL CORPORATE,CSC COMPUTER SCIENCE,Software Maintenance,1001\5109329839,25 Jun 2018,"21,666.67",
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,Manage IT Services,1005\5109340867,02 Jul 2018,"21,604.40",
SURFACE TRANSPORT CORP,INDRA SISTEMAS S.A.-BRANCH IN UK,Software Maintenance,1002\5109337169,04 Jul 2018,"21,565.28",
LUL NOMINEE BCV LIMITED,C.A.T.E.R EU,Equipment Repairs & Maintenance,1033\5109338646,25 Jun 2018,"21,525.00",
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,Professional Engineering Services,1012\5109352256,10 Jul 2018,"21,525.00",
LUL NOMINEE SSL LIMITED,CONCEPT SITE INVESTIGATIONS,Civil Engineering Construction Works,1031\5109350544,04 Jul 2018,"21,505.00",
LONDON UNDERGROUND LTD,HA MARKS LTD,Building Maintenance & Repairs,1005\5109348462,03 Jul 2018,"21,504.51",
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900040957,06 Jul 2018,"21,355.18",
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5109346401,27 Jun 2018,"21,274.84",
LONDON UNDERGROUND LTD,MODULE-AR LTD,MR Construction Costs,1005\5109333274,27 Jun 2018,"21,268.00",
SURFACE TRANSPORT CORP,INDRA SISTEMAS S.A.-BRANCH IN UK,Software Maintenance,1002\5109330281,25 Jun 2018,"21,241.54",
TFL CORPORATE,FAITHFUL+GOULD LIMITED,Professional Engineering Services,1001\5109339184,09 Jul 2018,"21,200.00",
LONDON BUS SERVICES LTD,EVERSHEDS,Legal Fees,1006\5109344036,25 Jun 2018,"21,154.20",
TFL CORPORATE,MEDIAEDGE,Social Media And Digital Advertising Space,1001\5109338634,27 Jun 2018,"21,151.85",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5109351096,09 Jul 2018,"21,147.40",
TUBE LINES LTD,ALL STAR,Fuel,794412,29 Jun 2018,"21,097.10",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109339437,27 Jun 2018,"21,072.06",
TRANSPORT TRADING LTD,DESIGN RATIONALE LTD,Minor Property Expenses / Receipts,1004\5109355889,17 Jul 2018,"21,046.67",
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5109354539,11 Jul 2018,"21,035.58",
PUBLIC CARRIAGE OFFICE,MOTT MACDONALD LIMITED,Transport Planning Consultancy & Services,1003\5109346724,18 Jul 2018,"20,964.00",
LUL NOMINEE BCV LIMITED,FOREST ENVIRONMENTAL LTD,Building Maintenance & Repairs,1033\5109350117,11 Jul 2018,"20,955.93",
LONDON UNDERGROUND LTD,HELP FOR HEROES,Traffic Receipts - LUL Stations,1005\1900204124,09 Jul 2018,"20,814.30",
LUL NOMINEE BCV LIMITED,KONE PLC,Lift Maintenance,1033\5109343845,16 Jul 2018,"20,814.28",
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1031\5109352062,11 Jul 2018,"20,775.00",
DIAL A RIDE,MERTON COMMUNITY TRANSPORT,Operator Costs,1010\5109342777,29 Jun 2018,"20,681.50",
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,Management & Support Consultancy,1002\5109350979,18 Jul 2018,"20,534.75",
SURFACE TRANSPORT CORP,GREATER LONDON AUTHORITY,Management & Support Consultancy,1002\5109350982,18 Jul 2018,"20,534.75",
LONDON BUS SERVICES LTD,AA DRIVETECH,Management & Support Consultancy,1006\5109338509,27 Jun 2018,"20,503.34",
TUBE LINES LTD,SOL DATA LIMITED,Sub-Contractor,793311,29 Jun 2018,"20,470.00",
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Professional Engineering Services,1012\5109343911,18 Jul 2018,"20,391.82",
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Rail Replacement Service Costs,1006\1900040889,02 Jul 2018,"20,385.00",
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,Maintenance Materials,1031\5109338030,26 Jun 2018,"20,363.85",
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,Contracted Services - Highway Bridges,1002\5109347284,02 Jul 2018,"20,321.37",
RAIL FOR LONDON LIMITED,UK POWER NETWORKS LTD,Maintenance Materials,1020\5109350576,18 Jul 2018,"20,247.38",
LONDON RIVER SERVICES LTD,LIVETT'S LAUNCHES LTD,Operator Costs,1007\5109346693,28 Jun 2018,"20,199.60",
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109334351,27 Jun 2018,"20,196.00",
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109334345,27 Jun 2018,"20,043.00",
LUL NOMINEE BCV LIMITED,A.E PETSCHE,Electrical & Electronic Engineering,1033\5109306676,09 Jul 2018,"20,035.69",
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Purchases from TTL Properties Limited,1006\5109348712,09 Jul 2018,"20,001.74",
LONDON UNDERGROUND LTD,QUIETSTAR LTD,Electrical Equipment Maintenance,1005\5109347737,29 Jun 2018,"20,000.00",
TRANSPORT TRADING LTD,SAVILLS (L&P) LTD,Planning & Development Consultancy,1004\5109339044,04 Jul 2018,"20,000.00",
LONDON UNDERGROUND LTD,DELOITTE,Planning & Development Consultancy,1005\5109346279,18 Jul 2018,"20,000.00",
LONDON BUS SERVICES LTD,CUSHMAN & WAKEFIELD LLP,Planning & Development Consultancy,1006\5109338005,25 Jun 2018,"20,000.00",
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,Track General Maintenance,1031\5109339996,25 Jun 2018,"19,992.50",
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,Maintenance of Telecommunications Equipment,1002\5109332554,27 Jun 2018,"19,961.26",
LUL NOMINEE SSL LIMITED,BPH RAIL & CIVIL ENGINEERING LTD,MR Construction Costs,1031\5109347971,02 Jul 2018,"19,948.75",
TFL CORPORATE,QA LIMITED,Staff Training,1001\5109339235,27 Jun 2018,"19,928.00",
TUBE LINES LTD,DONFABS & CONSILLIA LTD,Consumables,794932,06 Jul 2018,"19,846.00",
TRANSPORT TRADING LTD,ECEX,Building Maintenance & Repairs,1004\5109343306,28 Jun 2018,"19,840.00",
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,Track General Maintenance,1031\5109339966,25 Jun 2018,"19,840.00",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109342832,11 Jul 2018,"19,813.16",
RAIL FOR LONDON LIMITED,GBM SERVICES LTD,Office Cleaning,1020\5109346623,02 Jul 2018,"19,802.32",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901659657,27 Jun 2018,"19,763.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901659658,27 Jun 2018,"19,763.00",
LUL NOMINEE BCV LIMITED,CRAVEN DUNNILL JACKFIELD LTD,MR Construction Costs,1033\5109338682,09 Jul 2018,"19,735.00",
RAIL FOR LONDON LIMITED,ATKINS LIMITED,Management & Support Consultancy,1020\5109343209,11 Jul 2018,"19,711.70",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109339211,04 Jul 2018,"19,695.59",
TUBE LINES LTD,SCHINDLER LTD,Maintenance,793891,29 Jun 2018,"19,684.41",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109341241,16 Jul 2018,"19,604.84",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109339325,25 Jun 2018,"19,603.74",
SURFACE TRANSPORT CORP,CSTS LTD,Traffic Signals,1002\5109346515,04 Jul 2018,"19,603.60",
LONDON UNDERGROUND LTD,ASSOCIATED TRADE SERVICES LTD,MR Construction Costs,1005\5109344161,27 Jun 2018,"19,596.00",
LUL NOMINEE BCV LIMITED,SPERRY RAIL SERVICE,Equipment Repairs & Maintenance,1033\5109335783,25 Jun 2018,"19,518.69",
LUL NOMINEE SSL LIMITED,SPERRY RAIL SERVICE,Equipment Repairs & Maintenance,1031\5109325920,16 Jul 2018,"19,514.67",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1031\5109354623,11 Jul 2018,"19,505.97",
LONDON UNDERGROUND LTD,STEPHENSON HARWOOD,Legal Fees,1005\5109358393,18 Jul 2018,"19,469.00",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109336423,09 Jul 2018,"19,442.34",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109323541,25 Jun 2018,"19,441.65",
TFL CORPORATE,ENSONO LIMITED,Computer Software,1001\5109341872,27 Jun 2018,"19,425.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Computer Hardware,1005\5109338091,27 Jun 2018,"19,395.81",
TFL CORPORATE,ASHURST LLP,Legal Fees,1001\5109346342,27 Jun 2018,"19,355.10",
RAIL FOR LONDON LIMITED,PCG ASSOCIATES LIMITED,Professional Engineering Services,1020\5109350324,17 Jul 2018,"19,312.50",
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,Contracted Services - Roads,1002\5109346120,11 Jul 2018,"19,310.59",
LUL NOMINEE SSL LIMITED,ONGRADE LTD,Civil Engineering Construction Works,1031\5109338828,09 Jul 2018,"19,226.00",
LONDON UNDERGROUND LTD,CAPITA SYMONDS LTD,Professional Engineering Services,1005\5109342282,27 Jun 2018,"19,207.10",
TRANSPORT TRADING LTD,LONDON BOROUGH OF SUTTON,Rates,1004\1901654656,29 Jun 2018,"19,200.00",
LONDON UNDERGROUND LTD,WEATHERPROOFING ADVISORS,Civil Engineering Construction Works,1005\5109351584,09 Jul 2018,"19,198.99",
SURFACE TRANSPORT CORP,ELLIOTT GROUP LTD,Road Maintenance,1002\5109351513,09 Jul 2018,"19,180.00",
TFL CORPORATE,COMPUTACENTER,Management & Support Consultancy,1001\5109236528,27 Jun 2018,"19,110.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Maintenance of  Bus Stops,1006\5109358209,17 Jul 2018,"19,045.84",
RAIL FOR LONDON LIMITED,VOLKERRAIL SPECIALIST BUSINESSES LTD,Management & Support Consultancy,1020\5109354383,16 Jul 2018,"19,045.14",
DOCKLANDS LIGHT RAILWAY,ASHURST LLP,Legal Fees,1012\5109347925,02 Jul 2018,"19,023.40",
TUBE LINES LTD,HALL FUELS LTD,Fuel,793987,06 Jul 2018,"19,015.19",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109354373,11 Jul 2018,"19,013.39",
LONDON UNDERGROUND LTD,ADVANCED FIELD SOLUTIONS UK LTD,Track General Maintenance,1005\5109317679,28 Jun 2018,"18,980.00",
LUL NOMINEE SSL LIMITED,POS RAIL SERVICES LTD,MR Construction Costs,1031\5109347950,04 Jul 2018,"18,977.81",
RAIL FOR LONDON LIMITED,OTB ENGINEERING LTD,Professional Engineering Services,1020\5109351311,06 Jul 2018,"18,969.60",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,Civil Engineering Construction Works,1031\5109350313,04 Jul 2018,"18,960.15",
TFL CORPORATE,NETWORK FOR SKILLS LTD,Professional Engineering Services,1001\5109355971,16 Jul 2018,"18,900.00",
TFL CORPORATE,ENSONO LIMITED,Computer Software,1001\5109335836,27 Jun 2018,"18,897.00",
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109334357,27 Jun 2018,"18,889.00",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109354382,11 Jul 2018,"18,822.89",
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1031\5109340065,11 Jul 2018,"18,821.25",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109334472,25 Jun 2018,"18,800.00",
TUBE LINES LTD,MODULAR DISTRIBUTION SYSTEMS,Materials,795417,13 Jul 2018,"18,686.16",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109323962,25 Jun 2018,"18,659.46",
LONDON UNDERGROUND LTD,NETWORK RAIL,Traction Current,1005\5109333648,27 Jun 2018,"18,616.51",
TFL CORPORATE,INSIGHT DIRECT UK LIMITED,Computer Software,1001\5109348350,18 Jul 2018,"18,616.00",
TFL CORPORATE,GRASS ROOTS UK LTD,Staff Awards & Commendations,1001\5109356961,18 Jul 2018,"18,600.00",
TFL CORPORATE,GFK NOP LTD,Customer Research And Counts,1001\5109331205,27 Jun 2018,"18,600.00",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109344519,27 Jun 2018,"18,531.97",
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109326416,27 Jun 2018,"18,515.57",
TFL CORPORATE,DAWLEYS,Data Hosting Email Design And Transmission Inc SMS,1001\5109347536,02 Jul 2018,"18,480.00",
LONDON UNDERGROUND LTD,ASSOCIATED TRADE SERVICES LTD,MR Construction Costs,1005\5109344156,27 Jun 2018,"18,471.00",
LUL NOMINEE BCV LIMITED,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1033\5109302189,09 Jul 2018,"18,400.00",
SURFACE TRANSPORT CORP,ATKINS LIMITED,Research & Study Fees,1002\5109328864,25 Jun 2018,"18,385.97",
LONDON UNDERGROUND LTD,SIEMENS,Maintenance Materials,1005\5109344364,09 Jul 2018,"18,292.19",
TFL CORPORATE,FUJITSU SERVICES LTD,IT Consultancy,1001\5109339492,02 Jul 2018,"18,256.52",
LUL NOMINEE SSL LIMITED,XYLEM FLOW CONTROL LTD,Fleet,1031\5109342633,11 Jul 2018,"18,182.01",
LONDON UNDERGROUND LTD,METS LTD,Civil Engineering Construction Works,1005\5109350900,09 Jul 2018,"18,167.52",
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,Professional Engineering Services,1012\5109351313,06 Jul 2018,"18,105.20",
TRANSPORT TRADING LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1004\5109339970,11 Jul 2018,"18,082.62",
TRANSPORT TRADING LTD,HISTORIC ROYAL PALACES,Ticket & Pass Production,1004\1901659448,27 Jun 2018,"17,977.72",
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,Professional Engineering Services,1002\5109350111,18 Jul 2018,"17,959.31",
LONDON UNDERGROUND LTD,DPSS CABLING SERVICES LIMITED,MR Construction Costs,1005\5109355680,16 Jul 2018,"17,943.11",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109342831,11 Jul 2018,"17,936.50",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901659688,27 Jun 2018,"17,928.67",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109329932,27 Jun 2018,"17,888.00",
LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,Building Maintenance & Repairs,1031\5109329788,09 Jul 2018,"17,857.85",
LUL NOMINEE SSL LIMITED,XYLEM FLOW CONTROL LTD,Fleet,1031\5109342647,11 Jul 2018,"17,825.50",
LONDON UNDERGROUND LTD,DENCO LUBRICATION LTD,Building Maintenance & Repairs,1005\5109350629,17 Jul 2018,"17,750.00",
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109346316,27 Jun 2018,"17,668.79",
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5109357062,18 Jul 2018,"17,660.60",
LONDON UNDERGROUND LTD,SIEMENS,Signalling Systems,1005\5109344366,09 Jul 2018,"17,643.35",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109342180,16 Jul 2018,"17,630.00",
LUL NOMINEE SSL LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1031\5109303498,11 Jul 2018,"17,621.29",
LUL NOMINEE SSL LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1031\5109328888,02 Jul 2018,"17,608.49",
LONDON UNDERGROUND LTD,ENDEAVOUR DRILLING LTD,Civil Engineering Construction Works,1005\5109343183,02 Jul 2018,"17,605.00",
DIAL A RIDE,MERTON COMMUNITY TRANSPORT,Operator Costs,1010\5109355996,16 Jul 2018,"17,549.55",
RAIL FOR LONDON LIMITED,HOUGHTON INTERNATIONAL,Vehicle Repairs & Maintenance,1020\5109330132,04 Jul 2018,"17,500.00",
RAIL FOR LONDON LIMITED,HOUGHTON INTERNATIONAL,Vehicle Repairs & Maintenance,1020\5109351125,09 Jul 2018,"17,500.00",
RAIL FOR LONDON LIMITED,ASSESSTECH LTD,Management & Support Consultancy,1020\5109321574,04 Jul 2018,"17,490.00",
RAIL FOR LONDON LIMITED,COMPUTACENTER,Software Maintenance,1020\5109320968,25 Jun 2018,"17,483.70",
SURFACE TRANSPORT CORP,EVERSHEDS,Legal Fees,1002\1900055456,27 Jun 2018,"17,460.00",
LONDON UNDERGROUND LTD,CONSTRUCTIVE EVALUATION LTD,Civil Engineering Construction Works,1005\5109349065,18 Jul 2018,"17,454.00",
TFL CORPORATE,FUJITSU SERVICES LTD,IT Consultancy,1001\5109326346,27 Jun 2018,"17,391.30",
LONDON UNDERGROUND LTD,CONSTRUCTIVE EVALUATION LTD,Civil Engineering Construction Works,1005\5109343180,28 Jun 2018,"17,389.00",
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5109335229,16 Jul 2018,"17,298.66",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109328009,25 Jun 2018,"17,261.43",
TUBE LINES LTD,ENTERPRISE MANAGED SERVICES LTD,Litter/Refuse Removal,793799,04 Jul 2018,"17,253.06",
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109346310,27 Jun 2018,"17,231.61",
LONDON UNDERGROUND LTD,ADEPT CONTRACTS LTD,Building Maintenance & Repairs,1005\5109343998,25 Jun 2018,"17,221.80",
TRANSPORT TRADING LTD,THE NICHOLS GROUP LTD,Planning & Development Consultancy,1004\5109348664,05 Jul 2018,"17,212.50",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109358231,18 Jul 2018,"17,204.00",
SURFACE TRANSPORT CORP,CSTS LTD,Traffic Signals,1002\5109338101,04 Jul 2018,"17,200.99",
TFL CORPORATE,PANTHEA LEADERSHIP,Planning & Development Consultancy,1001\5109354715,16 Jul 2018,"17,200.00",
LUL NOMINEE BCV LIMITED,NELSON BUTLER & SON LTD,Track General Maintenance,1033\5109344600,27 Jun 2018,"17,200.00",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109323961,25 Jun 2018,"17,173.96",
LUL NOMINEE SSL LIMITED,VVB ENGINEERING LTD,Civil Engineering Construction Works,1031\5109339856,09 Jul 2018,"17,095.95",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5109352250,09 Jul 2018,"17,087.15",
LONDON UNDERGROUND LTD,DELATIM LIMITED,Civil Engineering Construction Works,1005\5109356881,19 Jul 2018,"17,054.57",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901659690,27 Jun 2018,"17,030.00",
LONDON UNDERGROUND LTD,SOLUTION RAIL LIMITED,Contracted Services Buildings,1005\5109348649,04 Jul 2018,"17,023.38",
TFL CORPORATE,FLEET SOURCE LIMITED,Planning & Development Consultancy,1001\5109346698,28 Jun 2018,"17,000.00",
TUBE LINES LTD,KNORR-BREMSE RAIL SERVICES,Materials,792991,29 Jun 2018,"16,920.00",
TUBE LINES LTD,ELECTROHM RESISTORS LTD,Materials,790315,29 Jun 2018,"16,920.00",
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Recruitment Expenses,1001\5109329614,25 Jun 2018,"16,881.80",
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1005\5109351059,18 Jul 2018,"16,877.97",
TRANSPORT TRADING LTD,SAVILLS (L&P) LTD,Planning & Development Consultancy,1004\5109355032,16 Jul 2018,"16,875.00",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109330084,27 Jun 2018,"16,860.59",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109324075,25 Jun 2018,"16,858.31",
LONDON UNDERGROUND LTD,CLANCY DOCWRA LTD,Civil Engineering Construction Works,1005\5109344336,16 Jul 2018,"16,852.16",
LONDON UNDERGROUND LTD,NCP SERVICES LTD,Planning & Development Consultancy,1005\5109338456,27 Jun 2018,"16,836.81",
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,Fleet,1033\5109334465,25 Jun 2018,"16,800.00",
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,MR Construction Costs,1031\5109344088,25 Jun 2018,"16,790.81",
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,Management & Support Consultancy,1004\5109359197,19 Jul 2018,"16,789.10",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109344559,27 Jun 2018,"16,779.99",
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,Lift Maintenance,1033\5109352123,09 Jul 2018,"16,775.88",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,"Maps, Timetables & Fare Information",1006\5109340086,09 Jul 2018,"16,735.48",
TUBE LINES LTD,BIFFA WASTE SERVICES LIMITED,Litter/Refuse Removal,795129,18 Jul 2018,"16,706.43",
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Traction Current,1005\5109347551,02 Jul 2018,"16,687.39",
RAIL FOR LONDON LIMITED,TELENT TECHNOLOGY SERVICES LTD,Electrical & Electronic Engineering,1020\5109335580,04 Jul 2018,"16,589.82",
TUBE LINES LTD,PETER BRETT ASSOCIATES LLP,Sub-Contractor,786726,27 Jun 2018,"16,521.60",
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5109359535,19 Jul 2018,"16,513.00",
LONDON UNDERGROUND LTD,PROJECT 7 CONSULTANCY LTD,Professional Engineering Services,1005\5109330240,27 Jun 2018,"16,500.00",
RAIL FOR LONDON LIMITED,GBM SERVICES LTD,Contracted Services Buildings,1020\5109346591,02 Jul 2018,"16,434.81",
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,MR Construction Costs,1005\5109346324,27 Jun 2018,"16,398.82",
LONDON UNDERGROUND LTD,THALES RAIL SIGNALLING SOLUTIONS,Civil Engineering Construction Works,1005\5109352201,16 Jul 2018,"16,383.72",
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109344394,27 Jun 2018,"16,376.22",
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,Maintenance Materials,1005\5109348359,02 Jul 2018,"16,342.79",
RAIL FOR LONDON LIMITED,ATKINS LIMITED,Professional Engineering Services,1020\5109344100,02 Jul 2018,"16,307.87",
RAIL FOR LONDON LIMITED,ATOC,Transport Planning Consultancy & Services,1020\5109347754,02 Jul 2018,"16,219.83",
TRANSPORT TRADING LTD,ORTON LIFTS & ESCALATORS,Building Maintenance & Repairs,1004\5109335643,25 Jun 2018,"16,200.00",
LONDON UNDERGROUND LTD,LLOYDS REGISTER QUALITY ASSURAN,Financial Statement Audit Fees,1005\5109335788,16 Jul 2018,"16,171.50",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,Rates,1004\1901659669,27 Jun 2018,"16,159.00",
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,Management & Support Consultancy,1004\5109357040,17 Jul 2018,"16,137.50",
SURFACE TRANSPORT CORP,RAMBOLL UK LTD,Contracted Services - Roads,1002\5109352809,18 Jul 2018,"16,097.98",
LUL NOMINEE SSL LIMITED,BRYEN & LANGLEY LTD,Building Maintenance & Repairs,1031\5109341946,11 Jul 2018,"16,096.00",
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,Management & Support Consultancy,1004\5109359192,19 Jul 2018,"16,092.75",
LUL NOMINEE BCV LIMITED,MORGANITE ELECTRICAL CARBON LTD,Maintenance Materials,1033\5109346919,18 Jul 2018,"16,050.00",
LUL NOMINEE SSL LIMITED,SOLUTION RAIL LIMITED,Civil Engineering Construction Works,1031\5109290043,28 Jun 2018,"16,017.27",
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,Management & Support Consultancy,1004\5109357050,17 Jul 2018,"16,012.50",
