Organisational Unit,Benificiary Name,Payment Date,Amount
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2833.80
LUL NOMINEE SSL LIMITED,VVB ENGINEERING LTD,2018-06-20,2833.38
TUBE LINES LTD,HALL FUELS LTD,2018-06-01,2831.78
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,2018-06-20,2825.00
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LTD,2018-06-13,2821.50
TUBE LINES LTD,ENVOPAK GROUP LTD,2018-06-01,2820.40
TUBE LINES LTD,MCGRATH BROS WASTE CONTROL LTD,2018-06-08,2820.00
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2816.70
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2816.70
TUBE LINES LTD,GGS ENGINEERING (DERBY) LIMITED,2018-06-22,2816.00
LONDON UNDERGROUND LTD,CAPITA BUSINESS TRAVEL,2018-06-06,2814.00
TUBE LINES LTD,ALL STAR,2018-06-13,2813.63
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2813.46
DOCKLANDS LIGHT RAILWAY,ARDENT MANAGEMENT LTD,2018-06-20,2809.91
LUL NOMINEE SSL LIMITED,ASHTEAD PLANT HIRE COMPANY LTD,2018-06-04,2809.80
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-05-31,2808.00
SURFACE TRANSPORT CORP,ESRI (UK) LIMITED,2018-06-20,2807.20
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-18,2805.20
RAIL FOR LONDON LIMITED,BT SERVICE AGILITY,2018-06-06,2801.02
TRANSPORT TRADING LTD,ANCHOR DOOR SYSTEMS LIMITED,2018-05-29,2800.00
LUL NOMINEE BCV LIMITED,AGGREKO UK LTD,2018-06-11,2800.00
SURFACE TRANSPORT CORP,COLTS CABS LTD,2018-06-04,2800.00
SURFACE TRANSPORT CORP,MR C J BALL,2018-06-20,2800.00
TFL CORPORATE,VCCP GROUP LLP,2018-06-20,2800.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2018-05-30,2798.51
LONDON UNDERGROUND LTD,LAKEDALE POWER TOOLS,2018-05-30,2798.00
LONDON UNDERGROUND LTD,XRAIL GROUP LTD,2018-06-13,2794.00
TUBE LINES LTD,DELATIM LIMITED,2018-06-13,2791.98
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-20,2788.98
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-20,2788.98
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-20,2788.98
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-20,2788.98
SURFACE TRANSPORT CORP,CSTS LTD,2018-06-01,2787.40
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2784.40
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2784.40
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2784.40
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2784.40
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2784.40
LONDON UNDERGROUND LTD,RIS,2018-06-01,2784.00
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-18,2781.00
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-18,2778.30
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-20,2774.71
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-06-18,2772.42
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2772.18
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2770.56
TRANSPORT TRADING LTD,BRINDLE INSTALLATIONS LIMITED,2018-06-22,2770.00
LONDON UNDERGROUND LTD,XRAIL GROUP LTD,2018-06-18,2768.64
LUL NOMINEE SSL LIMITED,MOTIVAIR COMPRESSORS LTD,2018-06-06,2768.11
TRANSPORT TRADING LTD,JOHN COBB CONSULTING LTD,2018-06-19,2767.63
LUL NOMINEE SSL LIMITED,QUAY OFFICE FURNISHERS LTD,2018-06-20,2767.50
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-18,2765.70
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2765.40
LUL NOMINEE BCV LIMITED,4 RAIL SERVICES LTD,2018-06-18,2765.00
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,2018-05-31,2760.00
TUBE LINES LTD,DENCO LUBRICATION LTD,2018-06-22,2760.00
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,2018-06-18,2757.31
TUBE LINES LTD,PABLON TOOLS LTD,2018-06-22,2755.20
TRANSPORT TRADING LTD,BNP PARIBAS REAL ESTATE,2018-06-20,2750.00
LUL NOMINEE SSL LIMITED,DRAMANON LTD,2018-05-31,2750.00
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2018-05-31,2748.00
RAIL FOR LONDON LIMITED,CROYDON COUNCIL,2018-06-20,2745.82
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,2018-06-18,2742.00
LONDON UNDERGROUND LTD,RULLION ENGINEERING LTD,2018-06-18,2742.00
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2741.55
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2741.55
LUL NOMINEE SSL LIMITED,EDENBECK,2018-06-13,2741.27
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,2018-06-11,2740.00
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,2018-06-14,2738.07
LONDON UNDERGROUND LTD,ECON CONSTRUCTION LTD,2018-06-01,2736.94
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2736.55
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2018-05-31,2736.00
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-05-30,2735.48
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-05-30,2735.48
TUBE LINES LTD,PEI GENESIS LTD,2018-06-22,2735.22
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2733.75
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-01,2731.40
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,2018-06-11,2730.00
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LTD,2018-06-11,2729.75
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2728.80
TUBE LINES LTD,VIKING PRECISION ENGINEERS LTD,2018-05-30,2725.00
LUL NOMINEE BCV LIMITED,CALDERS & GRANDIDGE,2018-06-18,2723.00
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2018-06-15,2720.32
RAIL FOR LONDON LIMITED,QUATTRO PLANT LTD,2018-05-30,2720.00
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LTD,2018-06-13,2719.15
DIAL A RIDE,AUTOMATIC TRANSMISSIONS,2018-05-30,2716.98
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,2018-06-18,2715.83
TFL CORPORATE,COMPUTACENTER,2018-06-20,2714.75
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2018-05-31,2714.00
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2712.39
TFL CORPORATE,QA LIMITED,2018-06-01,2712.06
DIAL A RIDE,AUTOMATIC TRANSMISSIONS,2018-06-14,2711.00
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-06-05,2708.00
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2707.68
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-06,2707.68
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-13,2707.68
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-20,2707.68
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2705.81
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-01,2701.15
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-11,2701.15
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-18,2701.15
TRANSPORT TRADING LTD,NETWORK RAIL,2018-06-20,2700.00
TRANSPORT TRADING LTD,M & G FIRE PROTECTION (ESS)LTD,2018-06-11,2700.00
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-11,2696.35
DOCKLANDS LIGHT RAILWAY,GRANT THORNTON UK LLP,2018-06-13,2696.05
TRANSPORT TRADING LTD,THE PEST COMPANY (SURREY) LTD,2018-06-05,2695.00
LONDON UNDERGROUND LTD,RESTORE LONDON LTD,2018-06-11,2694.00
TRANSPORT TRADING LTD,OFFICE DEPOT UK,2018-06-13,2694.00
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,2018-05-30,2693.84
TUBE LINES LTD,MIDLAND SAFE LOAD INDICATORS LT,2018-06-13,2691.00
TRANSPORT TRADING LTD,CORBEAU PROCUREMENT SUPPLIES,2018-06-12,2690.50
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-06-13,2685.70
LUL NOMINEE BCV LIMITED,ROTALINK LTD,2018-06-06,2683.52
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2683.10
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-01,2675.40
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-11,2675.40
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-18,2675.40
LONDON UNDERGROUND LTD,IPEX CONSULTING LIMITED,2018-06-20,2673.75
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-06-11,2673.75
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2673.50
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2673.00
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-06-05,2671.90
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-06-13,2671.20
TRANSPORT TRADING LTD,FUSION PEOPLE LIMITED,2018-06-20,2670.65
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-11,2667.15
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-30,2664.90
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,2018-05-31,2664.00
TRANSPORT TRADING LTD,DAMOVO UK LTD,2018-06-06,2662.09
RAIL FOR LONDON LIMITED,ATKINS LIMITED,2018-06-20,2661.28
TFL CORPORATE,MARTA LIUT,2018-06-01,2660.00
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2657.80
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2657.80
TFL CORPORATE,COMPUTACENTER,2018-06-11,2656.76
TUBE LINES LTD,MOORE STEPHENS LLP,2018-06-20,2655.00
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,2018-05-30,2652.06
LUL NOMINEE SSL LIMITED,FOURWAY COMMUNICATION LTD,2018-06-06,2651.55
TFL CORPORATE,ALLELYS HEAVY HAULAGE LTD,2018-05-29,2650.00
TFL CORPORATE,ALLELYS HEAVY HAULAGE LTD,2018-05-30,2650.00
TUBE LINES LTD,ALLELYS HEAVY HAULAGE LTD,2018-06-06,2650.00
LONDON UNDERGROUND LTD,SENATOR INTERNATIONAL LTD,2018-06-18,2649.80
TFL CORPORATE,ARES SOFTWARE U.K. LIMITED,2018-06-04,2649.70
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-13,2647.20
LUL NOMINEE SSL LIMITED,EDENBECK,2018-06-01,2644.60
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-30,2642.20
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-30,2642.20
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,2018-06-18,2639.22
LONDON RIVER SERVICES LTD,CITY CRUISES PLC,2018-06-21,2636.79
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2634.00
TFL CORPORATE,AC TOWN PLANNING LTD,2018-06-01,2632.00
LONDON BUS SERVICES LTD,J C ELECTRICAL LTD,2018-06-04,2630.00
LONDON BUS SERVICES LTD,J C ELECTRICAL LTD,2018-06-04,2630.00
LONDON UNDERGROUND LTD,EVERSHEDS,2018-06-18,2628.80
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2626.50
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2626.50
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-06,2626.50
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-13,2626.50
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-13,2626.50
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-20,2626.50
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2625.00
TFL CORPORATE,ASK EUROPE PLC,2018-06-20,2625.00
LUL NOMINEE BCV LIMITED,C.A.T.E.R EU,2018-06-13,2625.00
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,2018-06-11,2622.56
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,2018-06-13,2620.00
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2617.30
TUBE LINES LTD,SITA WASTECARE (LONDON) LTD,2018-06-20,2614.60
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-06-11,2614.10
LUL NOMINEE BCV LIMITED,CALDERS & GRANDIDGE,2018-06-18,2612.83
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2611.44
SURFACE TRANSPORT CORP,IRIS COLLECTIONS,2018-06-11,2610.45
TUBE LINES LTD,ELECTROHM RESISTORS LTD,2018-06-08,2610.00
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2609.88
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,2018-06-01,2605.00
TRANSPORT TRADING LTD,HARROW GREEN,2018-06-06,2604.80
LONDON UNDERGROUND LTD,W A FAIRHURST & PARTNERS,2018-06-12,2601.62
LONDON UNDERGROUND LTD,CLANCY DOCWRA LTD,2018-06-20,2601.24
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-06-15,2600.10
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,2018-05-30,2600.00
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,2018-05-30,2600.00
LUL NOMINEE BCV LIMITED,SCHWIHAG GMBH,2018-06-15,2600.00
TUBE LINES LTD,ARCHITECTURAL METAL CRAFTSMEN LTD,2018-06-13,2600.00
DIAL A RIDE,SOUTHERN MOTOR GROUP CROYDON,2018-06-15,2597.77
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,2018-05-30,2597.34
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-06-13,2596.50
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,2018-06-11,2596.00
LONDON UNDERGROUND LTD,KINGSBEECH LTD,2018-06-22,2594.10
LUL NOMINEE BCV LIMITED,BRECKNELL WILLIS & CO LTD,2018-06-13,2594.00
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-06-01,2593.50
LUL NOMINEE SSL LIMITED,TELENT TECHNOLOGY SERVICES LTD,2018-06-20,2590.97
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-06-13,2590.50
TUBE LINES LTD,FELTHAM COACHWORKS LTD,2018-06-01,2585.77
LUL NOMINEE BCV LIMITED,UNIPART RAIL LTD,2018-06-20,2584.82
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2583.00
TRANSPORT TRADING LTD,CITY CRUISES PLC,2018-06-19,2582.04
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,2018-05-30,2581.88
TUBE LINES LTD,ALPHABET (UK) FLEET MANAGEMENT,2018-05-30,2581.88
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-05-30,2580.88
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-05-30,2580.88
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-05-30,2580.88
LONDON UNDERGROUND LTD,TOYOTA MATERIAL HANDLING UK,2018-06-20,2580.48
LONDON UNDERGROUND LTD,BLAKLEY ELECTRICS LTD,2018-06-08,2580.18
TRANSPORT TRADING LTD,F J CLEVELAND LLP,2018-06-11,2579.50
LONDON UNDERGROUND LTD,EVERSHEDS,2018-06-06,2579.20
LUL NOMINEE BCV LIMITED,CRAIG & DERRICOTT LTD,2018-06-20,2574.80
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-05-31,2573.00
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-11,2572.50
TFL CORPORATE,BLOSSOMS HEALTHCARE LLP,2018-06-20,2570.00
LONDON UNDERGROUND LTD,COMPUTACENTER,2018-06-20,2568.88
SURFACE TRANSPORT CORP,O2 UK LTD,2018-06-06,2568.22
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2568.00
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-18,2568.00
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-22,2567.38
LUL NOMINEE SSL LIMITED,POD-TRAK LTD,2018-06-20,2566.45
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-06,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-13,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-20,2565.18
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-20,2565.18
LUL NOMINEE BCV LIMITED,TRACKWORK LTD,2018-06-06,2565.08
LUL NOMINEE BCV LIMITED,EDENBECK,2018-06-01,2563.20
TRANSPORT TRADING LTD,LONDON BOROUGH OF BRENT,2018-05-31,2563.00
TFL CORPORATE,RULLION ENGINEERING LTD,2018-06-18,2562.00
TFL CORPORATE,RULLION ENGINEERING LTD,2018-06-18,2562.00
LUL NOMINEE BCV LIMITED,CPS PROJECTS LTD,2018-06-20,2560.00
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,2018-06-19,2554.71
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2018-06-13,2554.46
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2552.00
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-06-13,2550.16
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-06-01,2549.70
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-06-13,2549.70
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-06-20,2549.70
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2018-05-30,2549.60
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2549.28
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-11,2549.28
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LTD,2018-05-30,2548.60
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2546.20
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2546.20
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2545.44
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-05-31,2544.00
LONDON UNDERGROUND LTD,PERMALOK FASTENING SYSTEMS LTD,2018-06-13,2544.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-06-01,2543.20
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,2018-05-31,2541.00
TUBE LINES LTD,LC SWITCHGEAR LTD,2018-06-20,2537.34
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,2018-05-31,2537.00
DOCKLANDS LIGHT RAILWAY,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2535.00
LUL NOMINEE BCV LIMITED,FAIVELEY TRANSPORT,2018-06-11,2535.00
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-01,2534.25
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-18,2534.25
TUBE LINES LTD,HILLS SPECIALISED SERVICES LTD,2018-06-08,2533.50
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2531.25
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2531.25
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2531.25
TUBE LINES LTD,HYTORC UNEX LIMITED,2018-06-13,2529.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HOUNSLOW,2018-05-31,2528.00
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-06-11,2528.00
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-06-19,2527.00
LONDON UNDERGROUND LTD,TCLM LTD,2018-06-18,2524.80
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-08,2524.27
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-01,2524.17
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-08,2524.17
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-08,2524.17
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-08,2524.17
TUBE LINES LTD,BOMBARDIER TRANSPORT UK,2018-06-22,2524.17
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2523.84
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-11,2523.12
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,2018-06-11,2523.12
TUBE LINES LTD,MLS RAIL LTD,2018-06-08,2522.40
LUL NOMINEE BCV LIMITED,COMECH METROLOGY,2018-06-20,2522.18
LONDON UNDERGROUND LTD,REVITAGLAZE LIMITED,2018-06-22,2521.44
LONDON UNDERGROUND LTD,REVITAGLAZE LIMITED,2018-06-22,2521.44
TRANSPORT TRADING LTD,LONDON BOROUGH OF WALTHAM FOREST,2018-05-31,2520.00
TFL CORPORATE,SHEEBA SHETTY,2018-06-01,2520.00
SURFACE TRANSPORT CORP,CHRIS BRETT,2018-06-11,2517.90
LUL NOMINEE BCV LIMITED,HAMPSHIRE HOSE SERVICES LTD,2018-06-08,2517.69
TUBE LINES LTD,SOL DATA LIMITED,2018-06-20,2516.96
LONDON UNDERGROUND LTD,BARWIT CONTROL SYSTEMS LTD,2018-06-11,2514.82
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2514.45
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2513.50
RAIL FOR LONDON LIMITED,O2 UK LTD,2018-06-06,2513.40
DIAL A RIDE,RENTOKIL INITIAL UK LTD [PEST CTRL],2018-06-13,2511.75
TRANSPORT TRADING LTD,CORPORATE DOCUMENT SERVICES LTD,2018-06-06,2511.21
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,2018-05-31,2503.00
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-06-16,2502.40
TRANSPORT TRADING LTD,O2 UK LTD,2018-06-06,2502.00
LUL NOMINEE BCV LIMITED,RELEC ELECTRONICS LTD,2018-06-12,2502.00
LONDON BUS SERVICES LTD,FORBES EXECUTIVE COACHING,2018-06-06,2500.00
SURFACE TRANSPORT CORP,EVERYWOMAN LIMITED,2018-06-11,2500.00
LONDON UNDERGROUND LTD,SPECIFIC PROJECTS LTD,2018-06-19,2500.00
TFL CORPORATE,STONEWALL,2018-06-01,2500.00
TRANSPORT TRADING LTD,F J CLEVELAND LLP,2018-06-11,2500.00
TRANSPORT TRADING LTD,AKSWARD,2018-06-06,2500.00
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,2018-05-30,2500.00
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,2018-06-04,2500.00
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-06-04,2499.60
LT MUSEUM TRADING LTD,ROBERT FREDERICK LTD,2018-06-07,2498.88
LONDON UNDERGROUND LTD,CABLECRAFT LTD,2018-06-07,2498.31
TUBE LINES LTD,IVECO RETAIL LTD,2018-06-06,2495.27
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-11,2493.96
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2493.96
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2491.50
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2491.50
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2490.35
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2490.35
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-05-31,2490.25
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-11,2485.11
TUBE LINES LTD,EXCIL ELECTRONICS LTD,2018-06-01,2481.90
TFL CORPORATE,COMPUTACENTER,2018-06-06,2481.39
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2481.12
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2480.65
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2480.65
PUBLIC CARRIAGE OFFICE,HAYS ACCOUNTANCY PERSONNEL,2018-06-01,2480.45
TRANSPORT TRADING LTD,SENATOR INTERNATIONAL LTD,2018-06-11,2479.77
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-06-01,2479.40
LONDON UNDERGROUND LTD,EAL LIMITED,2018-06-20,2475.00
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-01,2474.80
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2018-06-18,2474.80
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-05-28,2474.50
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-11,2473.20
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-18,2473.20
LONDON UNDERGROUND LTD,TRACKWORK RESOURCES LTD,2018-06-20,2472.50
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-01,2472.00
TFL CORPORATE,MATCHTECH GROUP PLC,2018-06-18,2472.00
LONDON UNDERGROUND LTD,MATCHTECH GROUP PLC,2018-06-18,2472.00
LUL NOMINEE SSL LIMITED,MORGANITE ELECTRICAL CARBON LTD,2018-06-11,2471.82
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,2018-05-31,2471.60
TFL CORPORATE,FUSION PEOPLE LIMITED,2018-06-01,2471.25
