Organisational Unit,Benificiary Name,Payment Date,Amount
TRANSPORT TRADING LTD,REMIT CONSULTING LTD,2017-04-10,19800.00
TFL CORPORATE,AXON SOLUTIONS LTD,2017-04-26,19786.84
TUBELINES LTD,MATISA (UK) LIMITED,2017-04-07,19750.00
LUL NOMINEE SSL LIMITED,MERCURY INSTRUMENTS LIMITED,2017-04-03,19740.00
LONDON UNDERGROUND LTD,ASHURST LLP,2017-04-26,19704.50
TFL CORPORATE,FAITHFUL+GOULD LIMITED,2017-04-03,19687.50
TRANSPORT TRADING LTD,ABM GROUP UK LTD,2017-04-11,19677.57
SURFACE TRANSPORT CORP,INTELLIGENT DATA COLLECTION LIMITED,2017-04-03,19650.00
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-07,19631.00
SURFACE TRANSPORT CORP,SIEMENS,2017-04-24,19618.93
LONDON BUS SERVICES LTD,DIGITAL BARRIERS INTEGRATION SERVS,2017-04-13,19613.74
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2017-04-03,19572.00
TUBELINES LTD,BRYEN & LANGLEY LTD,2017-04-13,19519.94
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2017-04-03,19519.25
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2017-04-03,19492.36
TFL CORPORATE,BAE SYSTEMS AEI,2017-04-11,19475.00
LONDON UNDERGROUND LTD,MAGNOLIA AIR UK LTD,2017-04-11,19448.24
LONDON UNDERGROUND LTD,ALLAWAY ACOUSTICS LTD,2017-04-18,19445.00
SURFACE TRANSPORT CORP,HORIBA MIRA,2017-04-10,19425.00
LUL NOMINEE SSL LIMITED,IPS COMMUNICATIONS LTD,2017-04-07,19423.27
TFL CORPORATE,O2 UK LTD,2017-04-19,19400.00
TUBELINES LTD,MORSON HUMAN RESOURCES LTD,2017-04-12,19389.60
LUL NOMINEE BCV LIMITED,ATKINS LIMITED,2017-04-03,19378.75
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-28,19376.89
LONDON UNDERGROUND LTD,WEATHERPROOFING ADVISORS,2017-04-18,19374.65
SURFACE TRANSPORT CORP,AA DRIVETECH,2017-04-11,19370.00
SURFACE TRANSPORT CORP,CUBIC TRANSPORTATION SYSTEMS LTD,2017-04-03,19366.24
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,2017-04-03,19327.57
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-04-05,19315.32
TFL CORPORATE,LINKS SIGNS LTD,2017-04-03,19257.27
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2017-04-19,19243.00
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,2017-04-24,19240.00
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,2017-04-24,19240.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2017-04-03,19222.50
SURFACE TRANSPORT CORP,SIEMENS,2017-04-24,19206.99
LUL NOMINEE BCV LIMITED,MORGANITE ELECTRICAL CARBON LTD,2017-04-10,19197.50
TFL CORPORATE,CH2M HILL UNITED KINGDOM,2017-04-26,19195.00
TUBELINES LTD,MORSON HUMAN RESOURCES LTD,2017-04-12,19179.20
CYCLE HIRE SCHEME,SERCO LTD,2017-04-24,19176.42
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2017-04-24,19162.00
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2017-04-26,19162.00
TFL CORPORATE,ROWSELL WRIGHT LTD,2017-04-21,19156.25
LUL NOMINEE SSL LIMITED,EDENBECK,2017-04-13,19152.44
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-04-11,19150.81
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,2017-04-03,19148.32
TRANSPORT TRADING LTD,INSIGHT DIRECT UK LIMITED,2017-04-26,19147.75
TUBELINES LTD,HIREMASTERS LTD,2017-04-13,19120.00
LONDON UNDERGROUND LTD,ALBA POWER LTD,2017-04-25,19110.00
LUL NOMINEE BCV LIMITED,AGGREGATE INDUSTRIES UK LTD,2017-04-11,19108.45
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-26,19081.85
TFL CORPORATE,MOTT MACDONALD LIMITED,2017-04-26,19075.00
TUBELINES LTD,HALL FUELS LTD,2017-04-07,19045.40
LUL NOMINEE SSL LIMITED,HIMA-SELLA LTD,2017-04-03,19005.00
SURFACE TRANSPORT CORP,AECOM LTD,2017-04-11,18964.31
LONDON BUS SERVICES LTD,TRACSIS TRAFFIC DATA LTD,2017-04-05,18940.00
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2017-04-11,18937.72
LONDON UNDERGROUND LTD,ARCADIS,2017-04-05,18900.00
LUL NOMINEE BCV LIMITED,AGGREGATE INDUSTRIES UK LTD,2017-04-05,18899.87
TFL CORPORATE,ATTENDA LIMITED,2017-04-26,18897.00
LONDON UNDERGROUND LTD,2CV RESEARCH,2017-04-10,18874.00
DOCKLANDS LIGHT RAILWAY,THALES GROUND TRANSPORTATION SYSTEM,2017-04-11,18861.35
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2017-04-24,18859.00
LONDON UNDERGROUND LTD,INTERSERVE FS (UK) LTD,2017-04-05,18857.51
SURFACE TRANSPORT CORP,OCTO,2017-04-03,18846.00
TUBELINES LTD,MORSON HUMAN RESOURCES LTD,2017-04-12,18827.20
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2017-04-03,18818.07
LUL NOMINEE BCV LIMITED,BARWIT CONTROL SYSTEMS LTD,2017-04-21,18780.00
LUL NOMINEE BCV LIMITED,AGGREGATE INDUSTRIES UK LTD,2017-04-19,18767.26
LONDON UNDERGROUND LTD,PABLON TOOLS LIMITED,2017-04-03,18750.00
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-07,18725.60
TUBELINES LTD,LYNCH I.E.I. LIMITED,2017-04-26,18695.42
LONDON UNDERGROUND LTD,DOMINIQUE J RAWLEY,2017-04-03,18672.00
LONDON UNDERGROUND LTD,WSP UK LTD,2017-04-10,18670.44
TUBELINES LTD,SPECIALISED TOOLS & EQUIPMENT,2017-04-12,18667.38
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,2017-04-28,18651.63
LUL NOMINEE SSL LIMITED,SCHALTBAU TRANSPORTATION UK LTD,2017-04-10,18650.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF SUTTON,2017-04-03,18640.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,18605.57
LONDON UNDERGROUND LTD,KN NETWORK SERVICES LTD,2017-04-19,18568.89
RAIL FOR LONDON LIMITED,AUTODRAIN,2017-04-05,18553.02
TRANSPORT TRADING LTD,PA CONSULTING SERVICES LTD,2017-04-11,18550.00
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-10,18512.70
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-10,18512.70
SURFACE TRANSPORT CORP,SIEMENS,2017-04-26,18510.15
LUL NOMINEE BCV LIMITED,SOLID SOLUTIONS MANAGEMENT LTD,2017-04-03,18510.00
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,2017-04-11,18491.20
TFL CORPORATE,DAWLEYS,2017-04-12,18480.00
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,2017-04-05,18429.81
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2017-04-24,18408.90
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-04-24,18402.64
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2017-04-26,18393.88
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,18302.50
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-24,18302.50
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,18302.50
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,2017-04-03,18282.73
TUBELINES LTD,TRACKWORK LTD,2017-04-21,18248.03
LUL NOMINEE SSL LIMITED,INDUSTRIAL SWITCHGEAR SERVICES LTD,2017-04-03,18235.00
SURFACE TRANSPORT CORP,RAMBOLL UK LTD,2017-04-19,18226.21
LUL NOMINEE SSL LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-04-26,18218.63
TRANSPORT TRADING LTD,LONDON BOROUGH OF LAMBETH,2017-04-03,18189.02
RAIL FOR LONDON LIMITED,BRITISH TRANSPORT POLICE,2017-04-24,18186.12
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,2017-04-05,18179.03
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-04-05,18164.53
TUBELINES LTD,MODULAR DISTRIBUTION SYSTEMS,2017-04-28,18141.84
SURFACE TRANSPORT CORP,TRANSPORT CO-ORDINATION HACKNEY,2017-04-05,18125.00
TUBELINES LTD,WILLIAM COOK RAIL LTD,2017-04-28,18125.00
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2017-04-03,18085.20
DOCKLANDS LIGHT RAILWAY,EMICO LTD,2017-04-10,18070.81
TRANSPORT TRADING LTD,INSTANT OFFICES LTD,2017-04-18,18058.70
SURFACE TRANSPORT CORP,ITAL,2017-04-11,18030.00
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-04-26,18002.33
SURFACE TRANSPORT CORP,ESRI (UK) LIMITED,2017-04-19,18000.00
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-04-03,17987.38
RAIL FOR LONDON LIMITED,COMMEND UK LTD,2017-04-11,17966.22
TRANSPORT TRADING LTD,PA CONSULTING SERVICES LTD,2017-04-03,17955.00
LONDON UNDERGROUND LTD,QUILL CONSTRUCTION LIMITED,2017-04-07,17950.10
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,2017-04-03,17925.00
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-04-24,17922.10
SURFACE TRANSPORT CORP,THE NICHOLS GROUP LTD,2017-04-20,17905.86
TFL CORPORATE,DELOITTE,2017-04-05,17905.60
TFL CORPORATE,QA LIMITED,2017-04-19,17890.00
LONDON UNDERGROUND LTD,ARCADIS,2017-04-26,17887.50
LONDON UNDERGROUND LTD,TREEBOX LTD,2017-04-25,17839.90
SURFACE TRANSPORT CORP,CSTS LTD,2017-04-19,17828.20
LONDON UNDERGROUND LTD,LINKS SIGNS LTD,2017-04-03,17818.18
LUL NOMINEE BCV LIMITED,HIREMECH LTD,2017-04-07,17795.00
RAIL FOR LONDON LIMITED,CEMEX UK OPERATIONS LTD,2017-04-10,17777.20
LONDON UNDERGROUND LTD,ARDENT MANAGEMENT LTD,2017-04-03,17725.79
TFL CORPORATE,COMPUTACENTER,2017-04-10,17720.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-04-03,17714.70
SURFACE TRANSPORT CORP,ESRI (UK) LIMITED,2017-04-19,17714.40
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2017-04-03,17708.00
TFL CORPORATE,DIGITAL REALTY (UK) LTD,2017-04-03,17688.00
LONDON UNDERGROUND LTD,SNC-LAVALIN RAIL & TRANSIT LTD,2017-04-03,17665.24
TFL CORPORATE,DELOITTE,2017-04-03,17661.89
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,2017-04-03,17661.40
LONDON BUS SERVICES LTD,SSE PLC,2017-04-10,17653.65
SURFACE TRANSPORT CORP,ROAD TRANSPORT MEDIA LIMITED,2017-04-03,17652.20
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-04-19,17645.94
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2017-04-26,17612.80
SURFACE TRANSPORT CORP,TSS-TRANSPORT SIMULATION SYSTEMS,2017-04-19,17600.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2017-04-11,17596.00
TRANSPORT TRADING LTD,INSIGHT DIRECT UK LIMITED,2017-04-26,17595.00
LONDON BUS SERVICES LTD,SKANSKA CONTRUCTIONS UK LTD,2017-04-24,17570.14
LUL NOMINEE SSL LIMITED,IPS COMMUNICATIONS LTD,2017-04-07,17566.08
LUL NOMINEE SSL LIMITED,CAPITA SYMONDS LTD,2017-04-10,17548.44
TFL CORPORATE,TMP (UK) LTD,2017-04-19,17546.10
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2017-04-11,17544.00
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2017-04-11,17521.00
TFL CORPORATE,GREEN PARK INTERIM & EXECUTIVE LTD,2017-04-03,17500.00
TRANSPORT TRADING LTD,DTZ DEBENHAM TIE LEUNG LTD,2017-04-10,17500.00
LONDON BUS SERVICES LTD,THE BUS INDUSTRY AWARDS LTD,2017-04-19,17500.00
LONDON UNDERGROUND LTD,WESTON WILLIAMSON ARCHITECTS,2017-04-26,17500.00
LONDON UNDERGROUND LTD,WESTON WILLIAMSON ARCHITECTS,2017-04-26,17500.00
LONDON UNDERGROUND LTD,WESTON WILLIAMSON ARCHITECTS,2017-04-26,17500.00
LONDON UNDERGROUND LTD,WESTON WILLIAMSON ARCHITECTS,2017-04-26,17500.00
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2017-04-26,17496.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,17494.78
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-04-03,17490.36
LUL NOMINEE SSL LIMITED,TOTAL RAIL SOLUTIONS,2017-04-03,17480.00
TFL CORPORATE,KEYTREE LTD,2017-04-12,17425.34
LUL NOMINEE BCV LIMITED,MORGANITE ELECTRICAL CARBON LTD,2017-04-26,17425.00
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2017-04-10,17407.60
LUL NOMINEE SSL LIMITED,DAE SYSTEMS LTD,2017-04-10,17400.00
LUL NOMINEE SSL LIMITED,GPX ENGINEERING LTD,2017-04-05,17390.47
RAIL FOR LONDON LIMITED,UNIPART DORMAN UK,2017-04-24,17388.00
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2017-04-11,17363.00
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2017-04-11,17363.00
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2017-04-26,17344.48
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-04-03,17340.00
TUBELINES LTD,AVM IMPACT LTD,2017-04-21,17308.60
TFL CORPORATE,MUNRO MKT RESEARCH LTD T/A FUTURE,2017-04-10,17300.00
LONDON UNDERGROUND LTD,U AND I GROUP PLC,2017-04-03,17294.59
LONDON BUS SERVICES LTD,AA DRIVETECH,2017-04-26,17236.23
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-04-28,17229.71
LUL NOMINEE SSL LIMITED,HALCROW GROUP LTD,2017-04-26,17227.12
LONDON BUS SERVICES LTD,MERMAID OFFICES LTD,2017-04-10,17215.34
SURFACE TRANSPORT CORP,CSTS LTD,2017-04-11,17205.01
LONDON UNDERGROUND LTD,HMRC,2017-04-26,17192.33
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-04-10,17151.72
LONDON UNDERGROUND LTD,O2 UK LTD,2017-04-03,17143.24
LUL NOMINEE BCV LIMITED,UESL,2017-04-11,17129.45
TFL CORPORATE,GRASS ROOTS UK LTD,2017-04-26,17121.00
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-04-28,17103.47
SURFACE TRANSPORT CORP,SIEMENS,2017-04-11,17050.52
RAIL FOR LONDON LIMITED,HAYWOOD & JACKSON FABRICATIONS LTD,2017-04-27,17036.04
TRANSPORT TRADING LTD,SEDUS STOLL LIMITED,2017-04-19,17035.27
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-04-03,17033.50
LONDON UNDERGROUND LTD,YES ENGINEERING GROUP LTD,2017-04-11,17000.00
TUBELINES LTD,POS RAIL SERVICES LTD,2017-04-07,17000.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,16994.93
LONDON UNDERGROUND LTD,LYNCH IEI LTD,2017-04-03,16974.53
LUL NOMINEE SSL LIMITED,SOLUTION RAIL LIMITED,2017-04-03,16953.96
LONDON UNDERGROUND LTD,INITIATE CONSULTING LTD,2017-04-10,16910.00
TFL CORPORATE,COMPUTACENTER,2017-04-26,16905.00
SURFACE TRANSPORT CORP,CEEQUAL LTD,2017-04-03,16900.00
TRANSPORT TRADING LTD,UL TS B.V.,2017-04-13,16900.00
LONDON UNDERGROUND LTD,VCCP GROUP LLP,2017-04-05,16890.00
LONDON UNDERGROUND LTD,ORC INTERNATIONAL LTD,2017-04-03,16887.00
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,2017-04-05,16844.14
RAIL FOR LONDON LIMITED,EVERSHEDS,2017-04-11,16814.40
TRANSPORT TRADING LTD,THREE RIVERS DISTRICT COUNCIL,2017-04-03,16800.55
RAIL FOR LONDON LIMITED,FUJITSU SERVICES LTD,2017-04-26,16787.90
TRANSPORT TRADING LTD,LONDON BOROUGH OF MERTON,2017-04-03,16776.00
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2017-04-03,16746.62
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-04-19,16741.56
TFL CORPORATE,THE NICHOLS GROUP LTD,2017-04-19,16706.25
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-04-28,16691.92
TUBELINES LTD,LYNCH I.E.I. LIMITED,2017-04-28,16685.76
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2017-04-10,16670.42
SURFACE TRANSPORT CORP,CSTS LTD,2017-04-19,16664.46
TRANSPORT TRADING LTD,ROYAL BOROUGH OF KINGSTON UPON THAMES,2017-04-03,16661.70
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2017-04-03,16607.77
LUL NOMINEE BCV LIMITED,TRELLEBORG INDUSTRIAL,2017-04-26,16538.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARROW,2017-04-03,16522.85
TRANSPORT TRADING LTD,CBRE LTD,2017-04-19,16510.54
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2017-04-10,16500.00
LT MUSEUM TRADING LTD,JACKSON GILMOUR,2017-04-11,16499.24
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-04-26,16464.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2017-04-03,16454.42
LONDON UNDERGROUND LTD,DATUM MONITORING SERVICES LTD,2017-04-20,16437.80
TRANSPORT TRADING LTD,JONES LANG LASALLE,2017-04-10,16436.00
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2017-04-11,16428.93
LUL NOMINEE BCV LIMITED,GIFFEN GROUP PLC,2017-04-05,16419.75
LONDON BUS SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,2017-04-26,16416.18
TRANSPORT TRADING LTD,G4S CASH SOLUTIONS (UK) LTD,2017-04-26,16397.87
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,16384.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,16384.00
LONDON UNDERGROUND LTD,DAISY CORPORATE SERVICES LTD,2017-04-10,16348.00
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-04-19,16342.65
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,2017-04-03,16309.61
LONDON UNDERGROUND LTD,BERWIN LEIGHTON PAISNER,2017-04-03,16242.00
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-04-11,16229.86
RAIL FOR LONDON LIMITED,ATKINS LIMITED,2017-04-24,16216.70
SURFACE TRANSPORT CORP,SIEMENS,2017-04-19,16119.29
SURFACE TRANSPORT CORP,SIEMENS,2017-04-26,16115.52
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,2017-04-03,16106.31
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-04-24,16040.20
TRANSPORT TRADING LTD,NCC GROUP SECURITY SERVICES LTD,2017-04-03,16000.00
TFL CORPORATE,LONDON BOROUGH OF CAMDEN,2017-04-24,16000.00
SURFACE TRANSPORT CORP,INSIGHT DIRECT UK LIMITED,2017-04-24,15996.00
SURFACE TRANSPORT CORP,RAMBOLL UK LTD,2017-04-24,15987.32
TRANSPORT TRADING LTD,EVERSHEDS,2017-04-19,15971.20
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,2017-04-03,15967.46
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2017-04-03,15967.46
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,2017-04-03,15967.46
LUL NOMINEE SSL LIMITED,ERIKS EMS,2017-04-03,15947.04
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-04-26,15946.88
TRANSPORT TRADING LTD,CYBERSOURCE  LIMITED,2017-04-11,15921.29
SURFACE TRANSPORT CORP,NETWORK RAIL,2017-04-19,15909.49
LONDON BUS SERVICES LTD,REVITAGLAZE LIMITED,2017-04-03,15907.16
LUL NOMINEE SSL LIMITED,COMPUTACENTER,2017-04-19,15897.75
VICTORIA COACH STATN LTD,IDBUS,2017-04-24,15853.24
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2017-04-03,15841.13
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2017-04-05,15826.54
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2017-04-05,15826.54
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,2017-04-19,15810.00
LONDON BUS SERVICES LTD,MITIE TRANSPORT SERVICES LTD,2017-04-26,15802.92
LUL NOMINEE SSL LIMITED,EDENBECK,2017-04-03,15787.04
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2017-04-21,15772.81
TFL CORPORATE,ROWSELL WRIGHT LTD,2017-04-11,15763.75
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-04-11,15756.80
RAIL FOR LONDON LIMITED,CEMEX UK OPERATIONS LTD,2017-04-10,15745.52
TUBELINES LTD,LYNCH I.E.I. LIMITED,2017-04-05,15727.49
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2017-04-03,15723.00
LUL NOMINEE SSL LIMITED,COLEMAN & JAMES (SERVICES) LTD,2017-04-11,15706.45
SURFACE TRANSPORT CORP,SIEMENS,2017-04-24,15701.79
TRANSPORT TRADING LTD,POST OFFICE LTD,2017-04-10,15671.88
LONDON UNDERGROUND LTD,FOREST ENVIRONMENTAL LTD,2017-04-12,15657.95
TUBELINES LTD,CAPGEMINI UK PLC,2017-04-05,15640.07
TUBELINES LTD,CAPGEMINI UK PLC,2017-04-28,15640.07
LONDON UNDERGROUND LTD,ARRIVA RAIL LONDON,2017-04-03,15633.54
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2017-04-21,15618.75
TFL CORPORATE,CONFLICT MANAGEMENT PLUS LTD,2017-04-03,15600.00
TFL CORPORATE,CHARTERED INSTITUTE OF INTERNAL AUD,2017-04-07,15593.17
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,2017-04-05,15592.56
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,2017-04-11,15592.56
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,2017-04-19,15592.56
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,2017-04-26,15592.56
TFL CORPORATE,CROSSRAIL COMPLAINTS COMMISSIONER,2017-04-03,15591.00
TFL CORPORATE,CROSSRAIL COMPLAINTS COMMISSIONER,2017-04-03,15591.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF BARKING & DAGENHAM,2017-04-03,15588.98
TRANSPORT TRADING LTD,LONDON BOROUGH OF BARKING & DAGENHAM,2017-04-03,15588.98
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-04-26,15568.40
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-11,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-11,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-11,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-19,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-24,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-24,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-26,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-26,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-26,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-26,15553.98
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-04-26,15553.98
TUBELINES LTD,ALSTOM TRANSPORT LTD,2017-04-28,15543.00
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2017-04-26,15534.46
LUL NOMINEE SSL LIMITED,MJ QUINN INTEGRATED SERVICES LTD,2017-04-26,15504.19
LONDON UNDERGROUND LTD,H FINE & SON LIMITED,2017-04-10,15492.38
TUBELINES LTD,EMICO LTD,2017-04-21,15465.24
LUL NOMINEE BCV LIMITED,HIRD RAIL SERVICES LTD,2017-04-24,15430.00
TUBELINES LTD,DEPE GEAR CO.LTD,2017-04-13,15408.00
LUL NOMINEE BCV LIMITED,MACHINE TOOL ENGINEERS,2017-04-24,15395.00
RAIL FOR LONDON LIMITED,PINS MAIN,2017-04-11,15380.78
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-04-28,15335.08
RAIL FOR LONDON LIMITED,DARDAN SECURITY,2017-04-26,15326.97
SURFACE TRANSPORT CORP,ESRI (UK) LIMITED,2017-04-19,15315.00
LUL NOMINEE SSL LIMITED,OCL RAIL LTD,2017-04-18,15310.90
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2017-04-11,15309.04
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-04-21,15286.35
TRANSPORT TRADING LTD,SHREKS ADVENTURE,2017-04-10,15282.68
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2017-04-11,15266.00
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2017-04-11,15266.00
LONDON RIVER SERVICES LTD,COLLINS RIVER ENTERPRISES LTD,2017-04-21,15265.32
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-04-03,15262.50
DOCKLANDS LIGHT RAILWAY,RICARDO RAIL LTD,2017-04-19,15238.40
LUL NOMINEE SSL LIMITED,ONGRADE LTD,2017-04-03,15144.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-04-03,15134.38
TUBELINES LTD,MODULAR DISTRIBUTION SYSTEMS,2017-04-21,15118.20
