Organisational Unit,Benificiary Name,Payment Date,Amount
TUBELINES LTD,ALL STAR,2017-07-26,26833.80
LUL NOMINEE BCV LIMITED,OCL RAIL LTD,2017-07-24,26769.72
LUL NOMINEE SSL LIMITED,1STINRAIL LIMITED,2017-08-03,26762.45
TFL CORPORATE,THECITYUK,2017-07-28,26723.00
RAIL FOR LONDON LIMITED,SNC-LAVALIN RAIL & TRANSIT LTD,2017-08-02,26685.12
LUL NOMINEE BCV LIMITED,MORSON HUMAN RESOURCES LTD,2017-07-24,26680.64
LONDON UNDERGROUND LTD,RIDGE AND PARTNERS LLP,2017-07-26,26675.50
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,2017-08-07,26649.00
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2017-07-26,26640.00
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-08-09,26551.34
TRANSPORT TRADING LTD,THE ORIGINAL LONDON SIGHTSEEING TOU,2017-08-14,26494.17
LONDON UNDERGROUND LTD,ORC INTERNATIONAL LTD,2017-07-26,26455.00
TFL CORPORATE,OPEN TEXT UK LTD,2017-07-24,26449.43
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2017-08-16,26426.00
LONDON UNDERGROUND LTD,ANGLE CONSULTING LTD,2017-07-31,26400.00
TUBELINES LTD,D & D RAIL LTD,2017-08-09,26320.87
TFL CORPORATE,BENTLEY SYSTEMS LTD,2017-07-24,26253.56
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-07-24,26230.00
TUBELINES LTD,KONE PLC,2017-07-28,26113.73
SURFACE TRANSPORT CORP,ARDENT MANAGEMENT LTD,2017-07-28,26089.25
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2017-07-24,26073.00
LONDON UNDERGROUND LTD,NCP SERVICES LTD,2017-08-09,26073.00
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,2017-08-16,26008.88
RAIL FOR LONDON LIMITED,DEG SIGNAL LTD,2017-08-03,25998.10
LONDON BUS SERVICES LTD,SKANSKA CONTRUCTIONS UK LTD,2017-08-14,25864.92
TUBELINES LTD,ALL STAR,2017-08-11,25844.61
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2017-08-16,25843.65
SURFACE TRANSPORT CORP,SIEMENS,2017-08-14,25826.84
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2017-08-16,25805.37
TFL CORPORATE,DELOITTE,2017-08-09,25770.15
TFL CORPORATE,CAP GEMINI UK PLC,2017-07-26,25714.91
LUL NOMINEE SSL LIMITED,MJ QUINN INTEGRATED SERVICES LTD,2017-08-16,25702.40
LONDON BUS SERVICES LTD,KIER HIGHWAYS LTD,2017-08-02,25695.00
DOCKLANDS LIGHT RAILWAY,CB E&M SERVICES LIMITED,2017-08-07,25662.09
LONDON UNDERGROUND LTD,WSP UK LTD,2017-07-26,25613.02
LUL NOMINEE BCV LIMITED,OTIS LIMITED,2017-08-09,25506.15
LONDON UNDERGROUND LTD,J MURPHY & SONS LTD,2017-08-16,25430.67
RAIL FOR LONDON LIMITED,CPC PROJECT SERVICES LLP,2017-08-07,25380.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,25261.18
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-08-14,25244.83
RAIL FOR LONDON LIMITED,TAMAR MANAGEMENT CONSULTING PTY LTD,2017-08-10,25200.00
TFL CORPORATE,OVE ARUP & PARTNERS LTD,2017-07-24,25184.53
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,25123.00
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-07-31,25112.84
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-31,25093.23
TFL CORPORATE,NCC GROUP PERFORMANCE TESTING LTD,2017-08-16,25020.00
LONDON UNDERGROUND LTD,FOURWAY COMMUNICATION LTD,2017-07-31,25018.49
LONDON UNDERGROUND LTD,FRAZER NASH CONSULTANCY LTD,2017-07-26,25000.00
TFL CORPORATE,COMPUTACENTER,2017-07-24,24990.00
TFL CORPORATE,COMPUTACENTER,2017-07-26,24990.00
LONDON UNDERGROUND LTD,MATCHTECH GROUP PLC,2017-08-07,24887.52
TFL CORPORATE,A J WELLS & SONS LTD,2017-08-07,24820.00
LONDON UNDERGROUND LTD,ASHURST LLP,2017-08-07,24795.20
SURFACE TRANSPORT CORP,HIGHWAYS ENGLAND COMPANY LTD,2017-07-24,24748.00
TRANSPORT TRADING LTD,MICHAEL FLYNN ASSOCIATES,2017-08-10,24720.94
TUBELINES LTD,LANES GROUP PLC,2017-07-28,24708.88
TRANSPORT TRADING LTD,SHELTER,2017-08-07,24696.20
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-07-31,24690.44
SURFACE TRANSPORT CORP,KPMG,2017-08-09,24667.75
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-08-02,24608.03
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,2017-07-31,24603.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2017-07-24,24596.25
LONDON UNDERGROUND LTD,KONE ESCALATORS LTD,2017-08-14,24588.53
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,2017-08-02,24482.79
TUBELINES LTD,ALL STAR,2017-08-02,24471.26
LONDON UNDERGROUND LTD,MATCHTECH GROUP PLC,2017-08-14,24456.96
LONDON UNDERGROUND LTD,BEVERIDGE ASSOCIATES PARTNERSHIP LTD,2017-08-09,24444.37
LONDON UNDERGROUND LTD,MATCHTECH GROUP PLC,2017-08-14,24365.76
TFL CORPORATE,O2 UK LTD,2017-08-09,24312.00
SURFACE TRANSPORT CORP,DRIVER & VEHICLE STANDARDS AGENCY,2017-08-09,24174.71
LUL NOMINEE SSL LIMITED,RJC (UK) LTD,2017-07-26,24156.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,2017-07-31,24076.00
LONDON UNDERGROUND LTD,DELATIM LIMITED,2017-08-09,24059.12
LONDON UNDERGROUND LTD,LH-PLC,2017-08-09,24037.92
TFL CORPORATE,EBIQUITY ASSOCIATES,2017-07-31,24000.00
SURFACE TRANSPORT CORP,SYSTRA LIMITED,2017-08-02,23984.70
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-26,23983.04
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-07-31,23925.55
TUBELINES LTD,BARWIT CONTROL SYSTEMS LTD,2017-08-18,23866.44
PUBLIC CARRIAGE OFFICE,NSL LTD,2017-08-14,23829.87
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2017-08-10,23721.50
TUBELINES LTD,ALL STAR,2017-08-16,23720.82
LUL NOMINEE SSL LIMITED,4 RAIL SERVICES LTD,2017-08-15,23711.04
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,2017-08-02,23708.50
LUL NOMINEE SSL LIMITED,SPERRY RAIL SERVICE,2017-08-16,23654.74
LONDON UNDERGROUND LTD,SOUTH WEST TRAINS LTD,2017-08-16,23646.92
TFL CORPORATE,BAE SYSTEMS AEI,2017-07-31,23580.00
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,2017-08-14,23567.86
TUBELINES LTD,POWERDAY PLC,2017-08-02,23541.54
LONDON UNDERGROUND LTD,ERICSSON LTD,2017-08-02,23540.72
TUBELINES LTD,HONEYWELL CONTROL SYSTEMS LTD,2017-08-02,23533.92
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-08-02,23531.65
RAIL FOR LONDON LIMITED,FUJITSU SERVICES LTD,2017-08-02,23500.01
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,2017-08-14,23443.00
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,2017-08-02,23396.68
LUL NOMINEE SSL LIMITED,AGGREGATE INDUSTRIES UK LTD,2017-07-24,23386.59
SURFACE TRANSPORT CORP,SIEMENS,2017-08-14,23322.53
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2017-07-31,23203.00
SURFACE TRANSPORT CORP,WSP UK LTD,2017-08-07,23169.00
SURFACE TRANSPORT CORP,WSP UK LTD,2017-08-07,23169.00
DOCKLANDS LIGHT RAILWAY,CGL RAIL,2017-08-14,23162.50
TUBELINES LTD,JNG CONSTRUCTION & ENGINEERING,2017-08-09,23040.31
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-07-24,23000.00
TUBELINES LTD,BRYEN & LANGLEY LTD,2017-08-11,23000.00
LUL NOMINEE BCV LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-08-14,22985.30
TFL CORPORATE,ATKINS LIMITED,2017-08-09,22983.53
LUL NOMINEE SSL LIMITED,KONE ESCALATORS LTD,2017-08-02,22970.70
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-07-24,22915.96
DOCKLANDS LIGHT RAILWAY,MCNEALY BROWN LTD,2017-07-24,22866.15
RAIL FOR LONDON LIMITED,CARILLION CONSTRUCTION LTD,2017-08-07,22860.00
SURFACE TRANSPORT CORP,CSTS LTD,2017-08-14,22825.88
LUL NOMINEE SSL LIMITED,MJ QUINN INTEGRATED SERVICES LTD,2017-07-26,22804.90
TUBELINES LTD,TELENT COMMUNICATIONS LIMITED,2017-07-26,22753.10
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-14,22691.00
LONDON UNDERGROUND LTD,BASE QUANTUM LIMITED,2017-07-26,22662.50
LUL NOMINEE BCV LIMITED,ARMADILLO LED,2017-07-25,22654.80
RAIL FOR LONDON LIMITED,BUCKINGHAM GROUP CONTRACTING LTD,2017-08-07,22650.85
SURFACE TRANSPORT CORP,TYCO FIRE & INTEGRATED SOLUTIONS (U,2017-08-16,22585.25
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2017-08-03,22548.34
LONDON UNDERGROUND LTD,CBRE LTD,2017-08-02,22500.00
TFL CORPORATE,MUNRO MKT RESEARCH LTD T/A FUTURE,2017-07-26,22500.00
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2017-08-14,22489.60
LONDON UNDERGROUND LTD,KONE ESCALATORS LTD,2017-08-14,22406.64
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-08-16,22377.10
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-26,22333.16
SURFACE TRANSPORT CORP,CSTS LTD,2017-07-24,22237.14
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2017-07-31,22222.37
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2017-07-26,22215.00
TRANSPORT TRADING LTD,VINCI TECHNOLOGY CENTRE UK LIMITED,2017-07-31,22185.00
TFL CORPORATE,THE NICHOLS GROUP LTD,2017-08-02,22052.25
LONDON UNDERGROUND LTD,AON UK LTD,2017-07-24,22000.00
LONDON UNDERGROUND LTD,CONTRACT FIRE SYSTEMS LTD,2017-07-26,22000.00
TRANSPORT TRADING LTD,HA MARKS LTD,2017-07-27,22000.00
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,2017-08-07,21994.89
SURFACE TRANSPORT CORP,CSTS LTD,2017-08-02,21984.85
LUL NOMINEE BCV LIMITED,OLF INSULATORS,2017-08-16,21960.00
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,2017-08-18,21904.00
LUL NOMINEE SSL LIMITED,MCNEALY BROWN LTD,2017-07-24,21874.31
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,2017-07-24,21866.50
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2017-08-18,21865.38
LONDON BUS SERVICES LTD,DIGITAL BARRIERS INTEGRATION SERVS,2017-08-18,21861.02
LUL NOMINEE SSL LIMITED,IPS COMMUNICATIONS LTD,2017-08-02,21842.03
LUL NOMINEE SSL LIMITED,1STINRAIL LIMITED,2017-08-03,21788.45
LUL NOMINEE SSL LIMITED,BRAND-REX LTD,2017-08-14,21779.03
TRANSPORT TRADING LTD,EVERSHEDS,2017-08-09,21749.60
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2017-07-28,21693.75
LUL NOMINEE SSL LIMITED,MAGNOLIA AIR UK LTD,2017-08-16,21610.83
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,2017-08-02,21610.36
LUL NOMINEE BCV LIMITED,GPX ENGINEERING LTD,2017-08-10,21601.76
RAIL FOR LONDON LIMITED,CPC PROJECT SERVICES LLP,2017-08-15,21600.00
SURFACE TRANSPORT CORP,CSTS LTD,2017-07-24,21565.98
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2017-07-26,21531.52
LUL NOMINEE BCV LIMITED,VINCENT-HALE LTD,2017-08-01,21516.00
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,2017-08-14,21511.06
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-16,21483.23
LUL NOMINEE SSL LIMITED,ROBERT STEVENS & SONS LTD,2017-08-14,21471.00
RAIL FOR LONDON LIMITED,PROSPECTS TRAINING SOLUTIONS LTD,2017-07-26,21450.00
TUBELINES LTD,VVB ENGINEERING LTD,2017-07-26,21388.03
TUBELINES LTD,O2 UK LTD,2017-08-09,21371.85
LONDON UNDERGROUND LTD,ASHURST LLP,2017-08-09,21307.00
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2017-07-26,21240.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,21208.00
TUBELINES LTD,MODULAR DISTRIBUTION SYSTEMS,2017-08-04,21175.20
SURFACE TRANSPORT CORP,SIEMENS,2017-08-14,21173.23
LONDON BUS SERVICES LTD,HUNTRESS SEARCH LTD,2017-07-26,21156.42
LONDON BUS SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,2017-07-26,21134.43
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2017-07-24,21099.92
SURFACE TRANSPORT CORP,SIEMENS,2017-08-07,21089.74
LUL NOMINEE SSL LIMITED,SIEMENS,2017-07-26,21066.40
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2017-07-24,21061.00
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2017-07-27,21046.00
TFL CORPORATE,2CV RESEARCH,2017-08-14,21000.00
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2017-07-26,20978.00
TRANSPORT TRADING LTD,WJB SERVICES LIMITED,2017-07-28,20944.00
TFL CORPORATE,IBI GROUP UK LTD,2017-08-02,20862.13
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-08-14,20807.49
TRANSPORT TRADING LTD,HISTORIC ROYAL PALACES,2017-07-31,20802.25
LONDON UNDERGROUND LTD,BASE QUANTUM LIMITED,2017-08-10,20799.10
SURFACE TRANSPORT CORP,FLEET SOURCE LIMITED,2017-07-24,20798.33
TFL CORPORATE,DELOITTE,2017-07-26,20732.80
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-08-04,20700.00
SURFACE TRANSPORT CORP,INDRA SISTEMAS S.A.-BRANCH IN UK,2017-07-26,20687.12
LUL NOMINEE BCV LIMITED,POS RAIL SERVICES LTD,2017-08-10,20645.00
LONDON UNDERGROUND LTD,BT REPAYMENTS/OPENREACH,2017-08-17,20606.08
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2017-08-16,20585.25
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,2017-07-31,20584.00
LONDON UNDERGROUND LTD,CNL SOFTWARE LTD,2017-08-03,20568.93
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-07-31,20487.50
DOCKLANDS LIGHT RAILWAY,ARROWVALE ELECTRONICS,2017-07-24,20476.80
LUL NOMINEE SSL LIMITED,FOURWAY COMMUNICATION LTD,2017-08-16,20422.72
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-07-31,20400.17
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,20394.00
DOCKLANDS LIGHT RAILWAY,GRANT THORNTON UK LLP,2017-08-14,20384.67
SURFACE TRANSPORT CORP,JACOBS CONSULTANCY UK LTD,2017-08-16,20368.20
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2017-07-28,20326.12
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,2017-08-09,20305.00
SURFACE TRANSPORT CORP,BUCHANAN ORDER MANAGEMENT,2017-08-10,20269.72
LONDON UNDERGROUND LTD,MCNEALY BROWN LTD,2017-08-16,20261.22
LONDON BUS SERVICES LTD,AA DRIVETECH,2017-07-31,20260.13
LUL NOMINEE SSL LIMITED,CAPTEC LTD,2017-08-04,20258.60
SURFACE TRANSPORT CORP,ATKINS LIMITED,2017-07-31,20232.41
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2017-08-02,20202.15
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2017-08-14,20175.00
LONDON UNDERGROUND LTD,COMPUTACENTER,2017-08-14,20154.40
LUL NOMINEE BCV LIMITED,TELENT TECHNOLOGY SERVICES LTD,2017-07-26,20147.19
SURFACE TRANSPORT CORP,SIEMENS,2017-08-14,20107.66
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,20092.00
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,20092.00
LONDON UNDERGROUND LTD,LONDON GRAPHIC SYSTEMS LIMITED,2017-08-02,20060.30
LONDON UNDERGROUND LTD,AURORA LIFTS LTD,2017-08-09,20030.50
TUBELINES LTD,NETWORK RAIL,2017-07-28,20012.40
TUBELINES LTD,NETWORK RAIL,2017-07-28,20012.40
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-08-14,20000.00
TFL CORPORATE,FREEDOM CHARTERS LTD,2017-07-26,20000.00
TFL CORPORATE,TALENT INNOVATIONS LTD,2017-08-09,20000.00
TFL CORPORATE,DAWLEYS,2017-07-24,20000.00
TFL CORPORATE,EUROPEAN DYNAMICS U.K. LTD,2017-07-24,20000.00
TFL CORPORATE,LONDON BOROUGH OF RICHMOND UPON THAMES,2017-07-24,20000.00
SURFACE TRANSPORT CORP,BIRCHAM DYSON BELL,2017-08-16,19998.00
TRANSPORT TRADING LTD,HISTORIC ROYAL PALACES,2017-07-31,19972.56
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,19965.00
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2017-07-26,19961.26
TUBELINES LTD,DELLNER LTD,2017-08-11,19950.00
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,2017-08-14,19912.81
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,2017-08-02,19898.90
SURFACE TRANSPORT CORP,THE NICHOLS GROUP LTD,2017-08-01,19895.40
LUL NOMINEE SSL LIMITED,SIEMENS,2017-07-31,19867.90
SURFACE TRANSPORT CORP,INTEGRATED TRANSPORT PLANNING LTD,2017-08-07,19755.88
SURFACE TRANSPORT CORP,CSTS LTD,2017-07-26,19753.73
TFL CORPORATE,LONDON CALLING ARTS LTD,2017-07-28,19740.00
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-08-02,19702.19
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2017-07-24,19697.60
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2017-07-26,19686.93
TFL CORPORATE,COMPUTACENTER,2017-08-16,19665.54
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2017-07-26,19612.00
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2017-08-02,19612.00
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2017-08-07,19612.00
LONDON UNDERGROUND LTD,GOWLING WLG,2017-07-26,19603.40
LUL NOMINEE SSL LIMITED,FOREST ENVIRONMENTAL LTD,2017-08-18,19565.76
LONDON UNDERGROUND LTD,KONE ESCALATORS LTD,2017-07-26,19555.02
DOCKLANDS LIGHT RAILWAY,ARDENT MANAGEMENT LTD,2017-07-31,19512.55
LUL NOMINEE SSL LIMITED,UNI OF HUDDERSFIELD ENTERPRISES LTD,2017-08-02,19500.00
TUBELINES LTD,THALES GROUND TRANSPORTATION SYSTEM,2017-08-02,19469.23
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-07-31,19461.14
TUBELINES LTD,MODULAR DISTRIBUTION SYSTEMS,2017-08-02,19410.60
TUBELINES LTD,MCMS LIMITED,2017-08-16,19363.58
TRANSPORT TRADING LTD,BT SERVICE AGILITY,2017-08-02,19354.75
LUL NOMINEE SSL LIMITED,FOREST ENVIRONMENTAL LTD,2017-08-18,19343.75
LUL NOMINEE SSL LIMITED,HEGENSCHEIDT-MFD GMBH,2017-08-15,19308.50
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2017-08-07,19304.32
TFL CORPORATE,PROBRAND LTD,2017-08-02,19304.08
TFL CORPORATE,COMPUTACENTER,2017-08-14,19232.50
LUL NOMINEE SSL LIMITED,DAVID BROWN GEAR SYSTEMS LTD,2017-08-14,19200.00
RAIL FOR LONDON LIMITED,DELATIM LIMITED,2017-08-09,19194.17
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,2017-07-26,19121.12
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-08-14,19064.03
LONDON UNDERGROUND LTD,BASE QUANTUM LIMITED,2017-07-26,19018.75
LONDON UNDERGROUND LTD,LANDOLT AND BROWN LIMITED,2017-07-26,19012.57
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-07-24,18982.35
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2017-08-02,18960.35
LONDON BUS SERVICES LTD,TRACSIS TRAFFIC DATA LTD,2017-08-16,18940.00
LONDON UNDERGROUND LTD,LANES GROUP PLC,2017-08-09,18916.31
LONDON UNDERGROUND LTD,FOREST ENVIRONMENTAL LTD,2017-08-17,18884.76
RAIL FOR LONDON LIMITED,ATKINS LIMITED,2017-07-24,18864.35
SURFACE TRANSPORT CORP,CSTS LTD,2017-08-02,18835.98
TRANSPORT TRADING LTD,CASTLE WATER LIMITED,2017-07-24,18739.03
TUBELINES LTD,BARWIT CONTROL SYSTEMS LTD,2017-07-28,18652.44
LUL NOMINEE BCV LIMITED,PRECISION CHAINS LTD,2017-08-14,18650.00
TRANSPORT TRADING LTD,QUOD LIMITED,2017-08-04,18646.25
LUL NOMINEE SSL LIMITED,MANTEC ENGINEERING LTD,2017-07-31,18626.25
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2017-08-16,18523.44
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-08-14,18512.70
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-08-14,18512.70
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,2017-08-14,18512.70
LONDON BUS SERVICES LTD,CORPORATE DOCUMENT SERVICES LTD,2017-07-26,18497.22
SURFACE TRANSPORT CORP,UNIVERSITY OF WESTMINSTER,2017-08-09,18491.00
LONDON UNDERGROUND LTD,BOUYGUES E&S CONTRACTING UK LTD,2017-08-16,18486.05
TFL CORPORATE,DAWLEYS,2017-08-04,18480.00
LUL NOMINEE BCV LIMITED,AGGREGATE INDUSTRIES UK LTD,2017-08-02,18478.75
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2017-08-14,18467.24
TUBELINES LTD,KONE PLC,2017-08-02,18452.79
TRANSPORT TRADING LTD,BYTES SOFTWARE SERVICES,2017-08-09,18451.50
TRANSPORT TRADING LTD,CORONA ENERGY RETAIL 4 LTD,2017-07-26,18422.73
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2017-07-31,18393.88
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,2017-07-24,18367.65
LUL NOMINEE BCV LIMITED,IMI NORGREN LTD,2017-08-07,18340.20
PUBLIC CARRIAGE OFFICE,CAPITA BUSINESS SERVICES LTD,2017-07-24,18308.80
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-08-07,18261.46
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2017-07-31,18251.54
TFL CORPORATE,VCCP GROUP LLP,2017-07-26,18242.50
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,18129.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2017-08-17,18070.73
TFL CORPORATE,PINDAR CREATIVE,2017-08-07,18043.48
TUBELINES LTD,HALL FUELS LTD,2017-08-16,18040.00
SURFACE TRANSPORT CORP,ITAL,2017-07-24,18030.00
LUL NOMINEE SSL LIMITED,SIEMENS,2017-08-14,18024.50
TFL CORPORATE,CAMPAIGN FOR BETTER TRANSPORT,2017-08-02,18000.00
DOCKLANDS LIGHT RAILWAY,SONIC RAIL SERVICES LTD,2017-08-16,17972.27
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2017-07-26,17924.76
LONDON UNDERGROUND LTD,NETWORK RAIL,2017-07-26,17872.53
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,2017-07-28,17798.74
TFL CORPORATE,AXON SOLUTIONS LTD,2017-07-26,17780.00
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,2017-08-07,17760.00
TUBELINES LTD,CLESHAR CONTRACT SERVICES LTD,2017-07-28,17756.40
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LAMBETH,2017-07-31,17722.54
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-07-31,17676.94
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2017-08-07,17663.93
TFL CORPORATE,VCCP GROUP LLP,2017-08-02,17649.00
SURFACE TRANSPORT CORP,LONDON BOROUGH OF WALTHAM FOREST,2017-08-14,17645.89
SURFACE TRANSPORT CORP,SIEMENS,2017-08-14,17616.31
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,2017-08-14,17614.31
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2017-07-24,17612.80
LUL NOMINEE SSL LIMITED,FOURWAY COMMUNICATION LTD,2017-07-28,17591.82
TUBELINES LTD,BROWNINGS ELECTRIC CO LTD,2017-07-28,17528.00
SURFACE TRANSPORT CORP,CITY OF WESTMINSTER,2017-08-14,17500.36
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2017-07-31,17496.00
LONDON UNDERGROUND LTD,LONDON GRAPHIC SYSTEMS LIMITED,2017-08-02,17422.30
TUBELINES LTD,BIRLEY MANUFACTURING LIMITED,2017-07-28,17400.00
LONDON BUS SERVICES LTD,LINKS SIGNS LTD,2017-08-02,17351.00
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,2017-08-07,17346.60
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2017-07-31,17331.00
TRANSPORT TRADING LTD,E-TEC POWER MANAGEMENT LIMITED,2017-08-10,17307.68
LUL NOMINEE SSL LIMITED,MJ QUINN INTEGRATED SERVICES LTD,2017-08-09,17307.37
TFL CORPORATE,FAITHFUL+GOULD LIMITED,2017-07-24,17300.00
