Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,MJ QUINN INTEGRATED SERVICES LTD,MR Construction Costs,1005\5109365955,01 Aug 2018,"23,525.06",
TRANSPORT TRADING LTD,INTERFACEFLOR,Building Maintenance & Repairs,1004\5109355547,06 Aug 2018,"23,506.64",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Maintenance Materials,1005\5109366323,13 Aug 2018,"23,504.08",
LUL NOMINEE BCV LIMITED,SCHALTBAU MACHINE ELECTRICS LTD,Fleet,1033\5109367307,06 Aug 2018,"23,344.20",
TUBE LINES LTD,ALL STAR,Fuel,797514,15 Aug 2018,"23,339.49",
TFL CORPORATE,ENTERPRISE AMS GROUP LTD,Software Maintenance,1001\5109356346,01 Aug 2018,"23,275.00",
RAIL FOR LONDON LIMITED,BRITISH GAS BUSINESS,Electricity,1020\5109358741,08 Aug 2018,"23,266.52",
LUL NOMINEE SSL LIMITED,MCNEALY BROWN LTD,MR Construction Costs,1031\5109364155,30 Jul 2018,"23,114.76",
LONDON UNDERGROUND LTD,LINKS SIGNS LTD,MR Construction Costs,1005\5109360552,23 Jul 2018,"23,079.41",
TFL CORPORATE,MEDIAEDGE,Agency Fees Paid To Marketing Agencies,1001\5109348687,25 Jul 2018,"23,053.00",
TFL CORPORATE,OPINION LEADER,Customer Research And Counts,1001\5109366956,07 Aug 2018,"23,018.00",
TFL CORPORATE,COMPUTACENTER,Manage IT Services,1001\5109297358,13 Aug 2018,"23,000.00",
LUL NOMINEE BCV LIMITED,VAE GMBH,Signalling Systems,1033\5109272508,02 Aug 2018,"23,000.00",
TUBE LINES LTD,BRYEN & LANGLEY LTD,Maintenance,796382,08 Aug 2018,"23,000.00",
LONDON UNDERGROUND LTD,EC HARRIS UK LTD,MR Construction Costs,1005\5109354986,06 Aug 2018,"22,950.00",
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109363847,30 Jul 2018,"22,900.00",
LUL NOMINEE SSL LIMITED,XYLEM FLOW CONTROL LTD,Fleet,1031\5109350570,25 Jul 2018,"22,825.00",
LONDON TRANSPORT MUSEUM,DAISY COMMUNICATIONS LTD,Maintenance of Telecommunications Equipment,1011\5109364397,08 Aug 2018,"22,713.70",
TRANSPORT TRADING LTD,CATERCOVER SERVICE LTD,Electrical Equipment Maintenance,1004\5109366549,06 Aug 2018,"22,697.33",
RAIL FOR LONDON LIMITED,AXON SOLUTIONS LTD,Computer Software,1020\5109350005,25 Jul 2018,"22,682.00",
LUL NOMINEE BCV LIMITED,AGGREGATE INDUSTRIES UK LTD,Maintenance Materials,1033\5109363436,08 Aug 2018,"22,679.10",
LUL NOMINEE BCV LIMITED,UESL,Lift Maintenance,1033\5109364430,01 Aug 2018,"22,666.40",
LUL NOMINEE SSL LIMITED,SPECIALIST COMPLIANT COATINGS LTD,Fleet,1031\5109369400,07 Aug 2018,"22,652.50",
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Signalling Systems,1005\5109366327,08 Aug 2018,"22,593.91",
LONDON UNDERGROUND LTD,ABB LTD,Maintenance of Plant & Equipment,1005\5109352884,25 Jul 2018,"22,500.00",
LUL NOMINEE SSL LIMITED,RJC (UK) LTD,Lift Maintenance,1031\5109372342,13 Aug 2018,"22,420.00",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109353539,06 Aug 2018,"22,324.37",
LUL NOMINEE SSL LIMITED,MOTIVAIR COMPRESSORS LTD,Traction Current,1031\5109368764,06 Aug 2018,"22,311.36",
LONDON UNDERGROUND LTD,PROJECT 7 CONSULTANCY LTD,Professional Engineering Services,1005\5109352676,25 Jul 2018,"22,303.20",
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109350820,30 Jul 2018,"22,237.47",
TUBE LINES LTD,ALL STAR,Fuel,796042,01 Aug 2018,"22,228.33",
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109363844,30 Jul 2018,"22,213.00",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109351636,25 Jul 2018,"22,197.84",
SURFACE TRANSPORT CORP,KW BPR LIMITED GENERAL,Sundry Creditors,1002\1900055742,25 Jul 2018,"22,170.20",
LUL NOMINEE BCV LIMITED,POS RAIL SERVICES LTD,Track General Maintenance,1033\5109362933,30 Jul 2018,"22,065.00",
TFL CORPORATE,SHL UK LTD,Recruitment Expenses,1001\5109350616,25 Jul 2018,"22,000.00",
SURFACE TRANSPORT CORP,BRAVOSOLUTION UK LIMITED,Planning & Development Consultancy,1002\5109347237,23 Jul 2018,"22,000.00",
LONDON UNDERGROUND LTD,HOPPECKE INDUSTRIAL BATTERIES,Maintenance Materials,1005\5109348483,01 Aug 2018,"21,969.68",
TFL CORPORATE,TURNER & TOWNSEND LLP,Planning & Development Consultancy,1001\5109371860,13 Aug 2018,"21,939.00",
TFL CORPORATE,FUJITSU SERVICES LTD,Manage IT Services,1001\5109290939,23 Jul 2018,"21,725.00",
TFL CORPORATE,CSC COMPUTER SCIENCE,Software Maintenance,1001\5109354722,25 Jul 2018,"21,666.67",
TRANSPORT TRADING LTD,G2 BUSINESS SERVICES,Building Maintenance & Repairs,1004\5109369271,08 Aug 2018,"21,595.00",
SURFACE TRANSPORT CORP,INDRA SISTEMAS S.A.-BRANCH IN UK,Software Maintenance,1002\5109354642,01 Aug 2018,"21,565.28",
LONDON BUS SERVICES LTD,PROVENTIA EMISSION CONTROL OY,Vehicle Repairs & Maintenance,1006\5109363009,03 Aug 2018,"21,555.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5109368032,03 Aug 2018,"21,546.00",
TFL CORPORATE,KNIGHT FRANK CLIENT A/C,Taxicard Funding,1001\1900061189,01 Aug 2018,"21,536.67",
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109370877,08 Aug 2018,"21,532.43",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002\5109370589,15 Aug 2018,"21,525.37",
TRANSPORT TRADING LTD,CATERCOVER SERVICE LTD,Electrical Equipment Maintenance,1004\5109376121,16 Aug 2018,"21,501.89",
PUBLIC CARRIAGE OFFICE,2CV RESEARCH,Transport Planning Consultancy & Services,1003\5109368007,08 Aug 2018,"21,500.00",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109359380,23 Jul 2018,"21,483.23",
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1031\5109366083,01 Aug 2018,"21,453.09",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Contracted Services - Roads,1002\5109369382,15 Aug 2018,"21,445.79",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109345356,23 Jul 2018,"21,332.16",
LUL NOMINEE BCV LIMITED,A.E PETSCHE,Fleet,1033\5109347425,23 Jul 2018,"21,289.79",
TRANSPORT TRADING LTD,TRANSACTION NETWORK SERVICES (UK) L,Computer Hardware,1004\5109348594,23 Jul 2018,"21,252.00",
LUL NOMINEE SSL LIMITED,1STINRAIL LIMITED,Track General Maintenance,1031\5109372261,09 Aug 2018,"21,242.49",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109368117,15 Aug 2018,"21,234.64",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5109367091,07 Aug 2018,"21,212.50",
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Professional Engineering Services,1020\5109356880,01 Aug 2018,"21,205.33",
LONDON UNDERGROUND LTD,MORSON PROJECTS LIMITED,Management & Support Consultancy,1005\5109354491,31 Jul 2018,"21,175.57",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109291653,08 Aug 2018,"21,137.85",
LUL NOMINEE BCV LIMITED,POS RAIL SERVICES LTD,Track General Maintenance,1033\5109371832,13 Aug 2018,"21,135.00",
LUL NOMINEE SSL LIMITED,POS RAIL SERVICES LTD,MR Construction Costs,1031\5109372223,13 Aug 2018,"21,093.78",
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,Ticket & Pass Production,1004\5109367326,07 Aug 2018,"20,968.85",
TRANSPORT TRADING LTD,WJB SERVICES LIMITED,Office Accommodation Moves,1004\5109363017,26 Jul 2018,"20,944.00",
LUL NOMINEE SSL LIMITED,POS RAIL SERVICES LTD,MR Construction Costs,1031\5109360700,25 Jul 2018,"20,938.32",
RAIL FOR LONDON LIMITED,SIEMENS,Management & Support Consultancy,1020\5109368601,15 Aug 2018,"20,901.50",
LONDON UNDERGROUND LTD,JK RAIL LIMITED,Maintenance of Plant & Equipment,1005\5109373469,17 Aug 2018,"20,894.32",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Other Spares,1005\5109366032,01 Aug 2018,"20,828.08",
DOCKLANDS LIGHT RAILWAY,OTB ENGINEERING LTD,Professional Engineering Services,1012\5109375367,15 Aug 2018,"20,827.20",
LUL NOMINEE BCV LIMITED,KONE PLC,Lift Maintenance,1033\5109355871,06 Aug 2018,"20,814.28",
LUL NOMINEE BCV LIMITED,KONE PLC,Lift Maintenance,1033\5109343352,01 Aug 2018,"20,814.27",
LUL NOMINEE SSL LIMITED,KN NETWORK SERVICES LTD,MR Construction Costs,1031\5109373060,13 Aug 2018,"20,813.42",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109367596,06 Aug 2018,"20,811.21",
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5109362678,01 Aug 2018,"20,807.30",
TUBE LINES LTD,HALL FUELS LTD,Fuel,795083,25 Jul 2018,"20,792.39",
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Fire and Safety Equipment,1005\5109329046,30 Jul 2018,"20,689.89",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Production Artwork And Design For Marketing,1001\5109356028,25 Jul 2018,"20,670.30",
SURFACE TRANSPORT CORP,KPMG,Planning & Development Consultancy,1002\5109367943,13 Aug 2018,"20,647.00",
DOCKLANDS LIGHT RAILWAY,LLOYDS REGISTER RAIL LTD,Professional Engineering Services,1012\5109348349,23 Jul 2018,"20,640.00",
LONDON UNDERGROUND LTD,HILTON ABBEY LIMITED,Civil Engineering Construction Works,1005\5109363367,13 Aug 2018,"20,635.90",
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109347340,25 Jul 2018,"20,627.94",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109356010,25 Jul 2018,"20,607.03",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109356008,25 Jul 2018,"20,520.32",
DOCKLANDS LIGHT RAILWAY,ASHURST LLP,Legal Fees,1012\5109368899,06 Aug 2018,"20,513.10",
LUL NOMINEE SSL LIMITED,TIFLEX LTD,Track General Maintenance,1031\5109359125,08 Aug 2018,"20,507.84",
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,Building Maintenance & Repairs,1031\5109358359,25 Jul 2018,"20,495.81",
LONDON UNDERGROUND LTD,O2 UK LTD,Radio Pagers,1005\1900204479,01 Aug 2018,"20,494.49",
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109360434,23 Jul 2018,"20,491.20",
TRANSPORT TRADING LTD,INTERSERVE,Security Services (Guards),1004\5109360454,13 Aug 2018,"20,491.20",
TFL CORPORATE,MUNRO MARKET RESEARCH LTD,External Events Roads Shows And Face To Face,1001\5109366393,01 Aug 2018,"20,472.50",
TUBE LINES LTD,REDSIXTY SOLUTIONS,Telecommunications,795657,03 Aug 2018,"20,468.20",
SURFACE TRANSPORT CORP,PINSENTS MASONS,Legal Fees,1002\5109376219,16 Aug 2018,"20,455.00",
TFL CORPORATE,MOTT MACDONALD LIMITED,Planning & Development Consultancy,1001\5109347246,23 Jul 2018,"20,439.00",
LUL NOMINEE SSL LIMITED,ARES SOFTWARE U.K. LIMITED,Civil Engineering Construction Works,1031\5109358411,26 Jul 2018,"20,424.24",
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Statutory Ads Notices Communications & Consultatio,1002\5109363614,01 Aug 2018,"20,400.00",
SURFACE TRANSPORT CORP,STEER DAVIES & GLEAVE LTD,Management & Support Consultancy,1002\5109361412,15 Aug 2018,"20,400.00",
TRANSPORT TRADING LTD,INTERFACEFLOR,Building Maintenance & Repairs,1004\5109360773,08 Aug 2018,"20,377.20",
LUL NOMINEE SSL LIMITED,TIFLEX LTD,Track General Maintenance,1031\5109351305,25 Jul 2018,"20,328.00",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Maintenance of  Bus Stops,1006\5109362585,30 Jul 2018,"20,226.74",
DOCKLANDS LIGHT RAILWAY,LEND LEASE CONSULTING (EMEA) LTD,Professional Engineering Services,1012\5109371796,09 Aug 2018,"20,160.00",
TFL CORPORATE,MOTT MACDONALD LIMITED,Professional Engineering Services,1001\5109362547,25 Jul 2018,"20,147.31",
TRANSPORT TRADING LTD,O2 UK LTD,Telephony Mobile,1004\1901660311,01 Aug 2018,"20,110.87",
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,Civil Engineering Construction Works,1031\5109368145,03 Aug 2018,"20,059.84",
TFL CORPORATE,BIP SOLUTIONS LTD,Publications & Periodicals,1001\5109371786,09 Aug 2018,"20,000.00",
LONDON BUS SERVICES LTD,CUSHMAN & WAKEFIELD LLP,Planning & Development Consultancy,1006\5109352180,23 Jul 2018,"20,000.00",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Track General Maintenance,1031\5109356302,08 Aug 2018,"20,000.00",
TUBE LINES LTD,VVB ENGINEERING LTD,Sub-Contractor,794759,25 Jul 2018,"20,000.00",
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,Track General Maintenance,1031\5109362902,30 Jul 2018,"19,992.50",
LONDON UNDERGROUND LTD,MCGINLEY SUPPORT SERVICES LTD,Track General Maintenance,1005\5109365965,31 Jul 2018,"19,964.89",
SURFACE TRANSPORT CORP,INTEROUTE MANAGED SERVICES UK LTD,Maintenance of Telecommunications Equipment,1002\5109358522,08 Aug 2018,"19,961.26",
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5109359087,01 Aug 2018,"19,951.18",
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,Maintenance Materials,1031\5109356440,27 Jul 2018,"19,844.40",
TFL CORPORATE,GARDINER & THEOBALD LLP,Planning & Development Consultancy,1001\5109352364,01 Aug 2018,"19,818.00",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109366361,15 Aug 2018,"19,813.16",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901660209,30 Jul 2018,"19,763.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF TOWER HAMLETS,Rates,1004\1901660210,30 Jul 2018,"19,763.00",
LONDON TRANSPORT MUSEUM,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1011\5109345052,23 Jul 2018,"19,708.08",
LONDON UNDERGROUND LTD,KONE PLC,MR Construction Costs,1005\5109370652,08 Aug 2018,"19,690.61",
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Professional Engineering Services,1012\5109326389,23 Jul 2018,"19,682.10",
RAIL FOR LONDON LIMITED,OTB ENGINEERING LTD,Professional Engineering Services,1020\5109375364,15 Aug 2018,"19,665.00",
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Contracted Services - Roads,1002\5109329090,25 Jul 2018,"19,650.00",
LONDON UNDERGROUND LTD,CONSTRUCTIVE EVALUATION LTD,Civil Engineering Construction Works,1005\5109371137,09 Aug 2018,"19,647.60",
LONDON UNDERGROUND LTD,ASSOCIATED TRADE SERVICES LTD,MR Construction Costs,1005\5109370725,14 Aug 2018,"19,637.00",
TRANSPORT TRADING LTD,HOMETRACK DATA SYSTEMS LTD,Planning & Development Consultancy,1004\5109364308,30 Jul 2018,"19,600.00",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109356007,25 Jul 2018,"19,562.32",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\5109362938,06 Aug 2018,"19,523.50",
LONDON UNDERGROUND LTD,O2 UK LTD,Computer Hardware,1005\5109362918,13 Aug 2018,"19,523.50",
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Variable Fee,1020\5109356361,25 Jul 2018,"19,513.59",
DOCKLANDS LIGHT RAILWAY,SONIC RAIL SERVICES LTD,Civil Engineering Construction Works,1012\5109360742,25 Jul 2018,"19,440.67",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109345168,23 Jul 2018,"19,403.86",
LONDON UNDERGROUND LTD,J MURPHY & SONS LTD,Traction Current,1005\5109362950,25 Jul 2018,"19,398.94",
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,Traffic Signals,1002\5109355685,23 Jul 2018,"19,394.24",
TFL CORPORATE,DEBRA RITTERBAND,Promotions Incentives Merchandise Give-Aways,1001\5109363307,27 Jul 2018,"19,380.00",
TUBE LINES LTD,ALSTOM TRANSPORT LTD,Maintenance,795605,27 Jul 2018,"19,356.20",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1033\5109352363,25 Jul 2018,"19,355.00",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109359908,23 Jul 2018,"19,351.10",
LONDON UNDERGROUND LTD,J MURPHY & SONS LTD,Traction Current,1005\5109364300,06 Aug 2018,"19,348.40",
LONDON UNDERGROUND LTD,CACI LTD,Computer Software,1005\5109359118,08 Aug 2018,"19,309.00",
LUL NOMINEE SSL LIMITED,EDILON SEDRA BV,Track General Maintenance,1031\5109348457,26 Jul 2018,"19,285.20",
LONDON UNDERGROUND LTD,KONE PLC,MR Construction Costs,1005\5109367957,13 Aug 2018,"19,117.72",
SURFACE TRANSPORT CORP,INSIGHT DIRECT UK LIMITED,Computer Software,1002\5109355722,06 Aug 2018,"19,112.00",
TFL CORPORATE,RAILFREIGHT CONSULTING LIMITED,Planning & Development Consultancy,1001\5109350860,01 Aug 2018,"19,040.00",
TUBE LINES LTD,SEMPERIT INDUSTRIAL PRODUCTS,Materials,794225,25 Jul 2018,"18,967.00",
TFL CORPORATE,AECOM LTD,Planning & Development Consultancy,1001\5109368578,15 Aug 2018,"18,923.77",
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Rail Replacement Service Costs,1006\1900041010,25 Jul 2018,"18,919.96",
TRANSPORT TRADING LTD,MULALLEY & CO LTD,Building Maintenance & Repairs,1004\5109354299,25 Jul 2018,"18,905.71",
TFL CORPORATE,ENSONO LIMITED,Computer Software,1001\5109352714,25 Jul 2018,"18,897.00",
LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,Civil Engineering Construction Works,1005\5109371305,15 Aug 2018,"18,821.56",
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,795161,30 Jul 2018,"18,794.11",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109349165,30 Jul 2018,"18,759.68",
TRANSPORT TRADING LTD,THE NICHOLS GROUP LTD,Planning & Development Consultancy,1004\5109366868,01 Aug 2018,"18,731.25",
TFL CORPORATE,UNIVERSITY OF WESTMINSTER,Planning & Development Consultancy,1001\5109372602,13 Aug 2018,"18,616.50",
SURFACE TRANSPORT CORP,VEHICLE & OPERATOR SERVICES AGENCY,MPS Employment Costs SM,1002\5109354487,01 Aug 2018,"18,555.71",
LUL NOMINEE SSL LIMITED,ORIGO LTD.,Track General Maintenance,1031\5109368687,15 Aug 2018,"18,550.04",
LONDON UNDERGROUND LTD,CORPORATE DOCUMENT SERVICES LTD,Printing,1005\5109351846,08 Aug 2018,"18,544.25",
TFL CORPORATE,AECOM LTD,Planning & Development Consultancy,1001\5109368060,15 Aug 2018,"18,528.00",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109345167,23 Jul 2018,"18,515.74",
TFL CORPORATE,ENSONO LIMITED,Computer Software,1001\5109360037,25 Jul 2018,"18,500.00",
LONDON UNDERGROUND LTD,BPP VISUAL LTD,Printing,1005\5109368606,07 Aug 2018,"18,498.05",
SURFACE TRANSPORT CORP,STEER DAVIES & GLEAVE LTD,Contracted Services - Roads,1002\5109359931,13 Aug 2018,"18,485.00",
TFL CORPORATE,DAWLEYS,Data Hosting Email Design And Transmission Inc SMS,1001\5109368761,14 Aug 2018,"18,480.00",
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,Stock Issues - Repairables,1033\5109359936,08 Aug 2018,"18,476.10",
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,Stock Issues - Repairables,1033\5109363749,15 Aug 2018,"18,476.10",
LONDON UNDERGROUND LTD,METS LTD,Civil Engineering Construction Works,1005\5109368091,06 Aug 2018,"18,446.82",
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109313482,30 Jul 2018,"18,437.11",
LUL NOMINEE BCV LIMITED,A.E PETSCHE,Electrical & Electronic Engineering,1033\5109347426,23 Jul 2018,"18,415.22",
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5109359939,23 Jul 2018,"18,387.22",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109364370,06 Aug 2018,"18,324.71",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109359551,25 Jul 2018,"18,293.10",
LONDON UNDERGROUND LTD,DELTA RAIL GROUP LTD,Computer Software,1005\5109358545,08 Aug 2018,"18,270.00",
LONDON BUS SERVICES LTD,EVERSHEDS,Legal Fees,1006\5109375501,15 Aug 2018,"18,243.60",
TFL CORPORATE,HP INC UK LTD,Computer Hardware,1001\5109354850,30 Jul 2018,"18,235.97",
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,Planning & Development Consultancy,1001\5109347323,23 Jul 2018,"18,230.73",
RAIL FOR LONDON LIMITED,NETWORK RAIL,Professional Engineering Services,1020\5109350953,30 Jul 2018,"18,226.87",
TRANSPORT TRADING LTD,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1004\5109349164,30 Jul 2018,"18,215.85",
TUBE LINES LTD,RGEE LTD,Materials,795064,01 Aug 2018,"18,145.76",
TRANSPORT TRADING LTD,SAVILLS (L&P) LTD,Planning & Development Consultancy,1004\5109358496,25 Jul 2018,"18,125.00",
LONDON UNDERGROUND LTD,EHGE LTD,Retentions Control Account > 1Year,1005\5109372996,16 Aug 2018,"18,060.47",
LONDON BUS SERVICES LTD,AA DRIVETECH,Management & Support Consultancy,1006\5109362607,30 Jul 2018,"18,055.18",
TFL CORPORATE,NETWORK FOR SKILLS LTD,Professional Engineering Services,1001\5109375403,15 Aug 2018,"18,000.00",
TFL CORPORATE,PLACE SURVEYS,Planning & Development Consultancy,1001\5109364829,07 Aug 2018,"17,995.00",
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,MR Construction Costs,1031\5109366004,01 Aug 2018,"17,986.86",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109356494,30 Jul 2018,"17,936.50",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109356496,30 Jul 2018,"17,936.50",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109366374,15 Aug 2018,"17,936.50",
LUL NOMINEE BCV LIMITED,BRITISH STEEL LIMITED,Track General Maintenance,1033\5109366375,15 Aug 2018,"17,936.50",
LUL NOMINEE SSL LIMITED,ONGRADE LTD,Civil Engineering Construction Works,1031\5109338832,30 Jul 2018,"17,886.00",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Marketing Materials,1001\5109290619,23 Jul 2018,"17,822.70",
TFL CORPORATE,RETURN PATH,Data Hosting Email Design And Transmission Inc SMS,1001\5109346690,16 Aug 2018,"17,820.00",
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109290483,01 Aug 2018,"17,804.93",
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,MR Construction Costs,1031\5109362670,25 Jul 2018,"17,801.78",
SURFACE TRANSPORT CORP,HUNTRESS SEARCH LTD,Passenger Surveys,1002\5109364268,30 Jul 2018,"17,742.42",
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109359043,08 Aug 2018,"17,741.81",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5109368551,06 Aug 2018,"17,723.31",
LONDON TRANSPORT MUSEUM,TOPTIX (UK) LTD,Computer Hardware,1011\5109371754,09 Aug 2018,"17,718.91",
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,Fleet,1033\5109368215,06 Aug 2018,"17,715.60",
TFL CORPORATE,GRASS ROOTS UK LTD,Staff Awards & Commendations,1001\5109358679,25 Jul 2018,"17,671.88",
SURFACE TRANSPORT CORP,PINSENTS MASONS,Legal Fees,1002\5109376208,16 Aug 2018,"17,656.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Civil Engineering Construction Works,1005\5109363383,30 Jul 2018,"17,598.49",
LONDON RIVER SERVICES LTD,CVU JOINT VENTURE,Building Maintenance & Repairs,1007\5109375709,15 Aug 2018,"17,550.15",
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Professional Engineering Services,1012\5109326391,23 Jul 2018,"17,546.20",
TFL CORPORATE,WSP UK LTD,Transport Planning Consultancy & Services,1001\5109358605,08 Aug 2018,"17,500.94",
TFL CORPORATE,IBI GROUP UK LTD,Transport Planning Consultancy & Services,1001\5109366473,02 Aug 2018,"17,500.28",
TUBE LINES LTD,BIFFA WASTE SERVICES LIMITED,Litter/Refuse Removal,797446,15 Aug 2018,"17,498.86",
LUL NOMINEE BCV LIMITED,MJ QUINN INTEGRATED SERVICES LTD,Retentions Control Account > 1Year,1033\5109367912,06 Aug 2018,"17,443.91",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109363603,30 Jul 2018,"17,435.91",
SURFACE TRANSPORT CORP,GOLDEN RIVER TRAFFIC LTD,Maintenance of Plant & Equipment,1002\5109363349,07 Aug 2018,"17,420.94",
SURFACE TRANSPORT CORP,PINSENTS MASONS,Legal Fees,1002\5109376247,16 Aug 2018,"17,416.00",
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,Vehicle Running Costs,1010\5109372864,13 Aug 2018,"17,362.98",
TFL CORPORATE,AXON SOLUTIONS LTD,Software Maintenance,1001\5109350004,25 Jul 2018,"17,352.18",
LONDON TRANSPORT MUSEUM,DIGITAL VIDEO SYSTEMS LTD,Computer Hardware,1011\5109375266,15 Aug 2018,"17,212.00",
