Organisational Unit,Benificiary Name,Payment Date,Amount
LONDON UNDERGROUND LTD,BROOKVEX TECH SERVICES LTD,2018-04-25,6565.53
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-04-03,6550.80
LUL NOMINEE BCV LIMITED,ABACUS LIGHTING LTD,2018-04-09,6549.00
RAIL FOR LONDON LIMITED,BRITISH GAS BUSINESS,2018-04-09,6544.96
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,6532.25
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-04-13,6530.67
LUL NOMINEE BCV LIMITED,FAIVELEY TRANSPORT,2018-04-03,6525.00
LUL NOMINEE SSL LIMITED,AERCO LTD,2018-04-03,6513.80
TUBE LINES LTD,ALLELYS HEAVY HAULAGE LTD,2018-04-05,6500.00
TRANSPORT TRADING LTD,THE LONDON EYE COMPANY LTD,2018-04-05,6492.50
TRANSPORT TRADING LTD,POST OFFICE LTD,2018-04-25,6487.41
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,2018-04-03,6482.08
TFL CORPORATE,HELM ASSOCIATES LIMITED,2018-04-26,6480.00
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-04-25,6478.67
LONDON UNDERGROUND LTD,NETWORK RAIL,2018-04-18,6475.02
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2018-04-05,6474.00
LONDON UNDERGROUND LTD,DPSS CABLING SERVICES LIMITED,2018-04-03,6471.42
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-04-05,6471.00
LONDON UNDERGROUND LTD,FIRSTCO LIMITED,2018-04-10,6467.29
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,2018-04-05,6467.05
LONDON UNDERGROUND LTD,MONO EUROPE LTD,2018-04-18,6457.85
LONDON UNDERGROUND LTD,KEYTREE LIMITED,2018-04-03,6457.00
SURFACE TRANSPORT CORP,CSTS LTD,2018-04-16,6438.66
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-04-11,6436.00
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2018-04-25,6435.00
TRANSPORT TRADING LTD,SENATOR INTERNATIONAL LTD,2018-04-03,6428.00
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-04-05,6421.25
LUL NOMINEE BCV LIMITED,ICEBERG BUILDING SERVICES LTD,2018-04-23,6421.09
TFL CORPORATE,AMAZON,2018-04-04,6418.44
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,2018-04-05,6417.00
TFL CORPORATE,DENTONS UKMEA LLP,2018-04-03,6415.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF REDBRIDGE,2018-04-05,6409.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,2018-04-05,6402.27
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-04-26,6400.00
TFL CORPORATE,HERBERT SMITH FREEHILLS LLP,2018-04-03,6391.98
TRANSPORT TRADING LTD,GATTACA,2018-04-23,6388.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-25,6385.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-25,6385.00
LONDON BUS SERVICES LTD,ESOTEC LIMITED,2018-04-11,6383.62
TUBE LINES LTD,UNDERWOODS ELECTRICAL DISTRBTRS,2018-04-18,6374.16
LUL NOMINEE BCV LIMITED,ORTON LIFTS & ESCALATORS,2018-04-03,6373.00
TRANSPORT TRADING LTD,QUOD LIMITED,2018-04-03,6372.00
LUL NOMINEE SSL LIMITED,SIEMENS,2018-04-23,6363.50
SURFACE TRANSPORT CORP,PINSENT MASONS,2018-04-19,6356.00
RAIL FOR LONDON LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-16,6354.14
TFL CORPORATE,SALESFORCE,2018-04-04,6353.79
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2018-04-05,6345.55
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-04-16,6339.90
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-04-09,6339.79
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,2018-04-03,6334.50
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-11,6318.40
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-05,6318.40
LONDON UNDERGROUND LTD,SIEMENS METERING SERVICES,2018-04-24,6315.76
TFL CORPORATE,COMPUTACENTER,2018-04-18,6305.50
RAIL FOR LONDON LIMITED,CHAINSTREAM UK LTD,2018-04-05,6304.00
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-04-16,6300.00
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-04-11,6300.00
TRANSPORT TRADING LTD,HISTORIC ROYAL PALACES,2018-04-03,6292.52
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-04-03,6290.00
TUBE LINES LTD,THALES GROUND TRANSPORTATION SYSTEM,2018-04-27,6286.86
RAIL FOR LONDON LIMITED,PROBRAND LTD,2018-04-16,6286.84
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,6285.75
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,6285.75
TFL CORPORATE,GRASS ROOTS UK LTD,2018-04-25,6284.41
TRANSPORT TRADING LTD,CURRIE & BROWN UK LIMITED,2018-04-03,6280.50
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL,2018-04-18,6267.84
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL,2018-04-18,6267.84
TUBE LINES LTD,SPEEDY ASSET SERVICES LTD,2018-04-27,6265.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,2018-04-05,6264.00
LONDON UNDERGROUND LTD,INTERFACEFLOR,2018-04-18,6260.00
LONDON TRANSPORT MUSEUM,REEDME,2018-04-05,6256.80
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2018-04-05,6252.25
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-12,6251.00
TFL CORPORATE,HELM ASSOCIATES LIMITED,2018-04-26,6250.00
TFL CORPORATE,HELM ASSOCIATES LIMITED,2018-04-26,6250.00
TFL CORPORATE,ARCADIS,2018-04-09,6250.00
SURFACE TRANSPORT CORP,ESTATES & MANAGEMENT LIMITED,2018-04-03,6250.00
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,2018-04-18,6250.00
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,2018-04-25,6240.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-04-16,6232.80
TUBE LINES LTD,LANZ TRANSPORT,2018-04-11,6232.00
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,2018-04-18,6230.22
LUL NOMINEE BCV LIMITED,PRECISION CHAINS LTD,2018-04-09,6226.56
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-04-13,6224.58
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-04-13,6224.58
TRANSPORT TRADING LTD,LB TOWER HAMLETS,2018-04-05,6208.56
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,6203.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-12,6203.00
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2018-04-03,6177.00
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2018-04-06,6171.83
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARINGEY,2018-04-05,6170.05
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2018-04-05,6162.50
TFL CORPORATE,WAVEMAKER LTD,2018-04-25,6161.75
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-04-18,6156.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-24,6155.00
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-04-11,6153.00
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,2018-04-27,6142.74
LONDON UNDERGROUND LTD,MOTIVAIR COMPRESSORS LTD,2018-04-03,6141.00
DIAL A RIDE,BEXLEY ACCESSIBLE TRANSPORT SCHEME,2018-04-18,6140.75
RAIL FOR LONDON LIMITED,DUNMARN,2018-04-18,6140.00
DOCKLANDS LIGHT RAILWAY,ATKINS LIMITED,2018-04-16,6137.00
PUBLIC CARRIAGE OFFICE,TAXI MARSHALLS,2018-04-18,6132.00
PUBLIC CARRIAGE OFFICE,MARTIN CHAMBERLAIN QC,2018-04-26,6120.00
TUBE LINES LTD,SIEMENS,2018-04-05,6114.42
SURFACE TRANSPORT CORP,TYCO FIRE & INTEGRATED SOLUTIONS,2018-04-03,6114.09
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,2018-04-05,6113.83
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,6111.07
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,2018-04-05,6111.00
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,6109.98
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,2018-04-11,6103.65
LONDON UNDERGROUND LTD,MJ QUINN INTEGRATED SERVICES LTD,2018-04-25,6103.55
LONDON UNDERGROUND LTD,EVERSHEDS,2018-04-25,6100.80
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-23,6098.56
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-23,6098.56
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-04-23,6075.00
DOCKLANDS LIGHT RAILWAY,ARDENT MANAGEMENT LTD,2018-04-18,6073.29
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-03,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-03,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-03,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-09,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-13,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-18,6060.00
LUL NOMINEE SSL LIMITED,PAREX LIMITED,2018-04-18,6060.00
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-04-19,6059.62
TFL CORPORATE,ATOS IT SERVICES UK LIMITED,2018-04-11,6058.29
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,6039.25
LONDON UNDERGROUND LTD,QUALISTIC360 LTD,2018-04-03,6037.40
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,2018-04-03,6034.98
LUL NOMINEE SSL LIMITED,VERTIV INFRASTRUCTURE LTD,2018-04-25,6029.33
LONDON UNDERGROUND LTD,CURRIE & BROWN UK LIMITED,2018-04-25,6020.00
LONDON UNDERGROUND LTD,INITIATE CONSULTING LTD,2018-04-09,6020.00
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,6001.71
LT MUSEUM TRADING LTD,LIZ AMOS ASSOCIATES,2018-04-03,6000.00
TFL CORPORATE,CONSULTATION INSTITUTE,2018-04-16,6000.00
TFL CORPORATE,PRGLOO,2018-04-03,6000.00
TFL CORPORATE,TD NEWS,2018-04-03,6000.00
LONDON TRANSPORT MUSEUM,STRAIGHTFORWARD COMMUNICATIONS LTD,2018-04-23,6000.00
LONDON BUS SERVICES LTD,GREATER LONDON AUTHORITY,2018-04-09,6000.00
TFL CORPORATE,PAUL BROWN QC,2018-04-03,6000.00
SURFACE TRANSPORT CORP,RSK ENVIRONMENT LIMITED,2018-04-18,6000.00
TUBE LINES LTD,EVENHEIGHTS LTD,2018-04-05,6000.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5994.55
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,2018-04-25,5985.00
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,2018-04-16,5977.77
RAIL FOR LONDON LIMITED,ASHURST LLP,2018-04-03,5976.30
TRANSPORT TRADING LTD,PREMIER MOVES LTD,2018-04-23,5972.73
LUL NOMINEE SSL LIMITED,AUGUSTUS MARTIN LTD,2018-04-03,5970.00
TUBE LINES LTD,MANTEC ENGINEERING LTD,2018-04-25,5970.00
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-03,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-03,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-03,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-18,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-23,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-23,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-23,5968.39
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5968.39
LUL NOMINEE SSL LIMITED,ERIKS EMS,2018-04-25,5968.39
LONDON UNDERGROUND LTD,MONO EUROPE LTD,2018-04-11,5961.66
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,5954.74
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2018-04-17,5950.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-03,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5949.82
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-23,5949.82
LUL NOMINEE BCV LIMITED,KONE ESCALATORS LTD,2018-04-18,5949.63
TUBE LINES LTD,MATISA (U.K.) LTD,2018-04-11,5947.50
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,2018-04-11,5943.60
TFL CORPORATE,WAVEMAKER LTD,2018-04-25,5941.38
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,5940.00
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-04-18,5920.00
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-04-25,5919.38
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-04-26,5917.68
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5916.00
LUL NOMINEE SSL LIMITED,PRV ENGINEERING LTD,2018-04-16,5912.50
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-04-16,5910.66
RAIL FOR LONDON LIMITED,ABM FACILITY SERVICES UK LTD,2018-04-03,5909.21
LUL NOMINEE SSL LIMITED,SIEMENS A&D MECHANICAL DRIVES,2018-04-11,5900.00
LUL NOMINEE SSL LIMITED,SIEMENS A&D MECHANICAL DRIVES,2018-04-16,5900.00
TFL CORPORATE,GLOBAL SWITCH LIMITED,2018-04-03,5888.94
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-04-25,5887.80
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,2018-04-18,5883.44
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,2018-04-18,5883.44
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARINGEY,2018-04-05,5880.00
TUBE LINES LTD,DUSTEK VEHICLE SERVICES LIMITED,2018-04-18,5880.00
TFL CORPORATE,SANS INSTITUTE,2018-04-13,5873.58
TFL CORPORATE,SANS INSTITUTE,2018-04-13,5873.58
LUL NOMINEE BCV LIMITED,PANDROL UK LTD,2018-04-03,5866.00
RAIL FOR LONDON LIMITED,HAYS SPECIALIST RECRUITMENT LTD,2018-04-09,5850.00
TFL CORPORATE,GOVERICKS,2018-04-09,5850.00
TFL CORPORATE,GOVERICKS,2018-04-18,5850.00
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-04-23,5847.15
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,2018-04-05,5841.44
LUL NOMINEE BCV LIMITED,SCHWIHAG GMBH,2018-04-06,5840.00
RAIL FOR LONDON LIMITED,KALLIDUS LIMITED,2018-04-03,5837.50
RAIL FOR LONDON LIMITED,KALLIDUS LIMITED,2018-04-18,5837.50
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5837.50
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,2018-04-05,5837.50
LUL NOMINEE BCV LIMITED,R S CLARE & CO LTD,2018-04-03,5831.76
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,2018-04-03,5828.00
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,2018-04-03,5828.00
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,2018-04-03,5828.00
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,2018-04-25,5828.00
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,2018-04-16,5818.50
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,2018-04-25,5813.79
LONDON UNDERGROUND LTD,EDMUNDSON ELECTRICAL LTD,2018-04-09,5811.50
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,2018-04-11,5808.80
LUL NOMINEE SSL LIMITED,SPOOR-TECH LTD,2018-04-25,5803.08
TFL CORPORATE,MUNRO MKT RESEARCH LTD T/A FUTURE,2018-04-23,5800.00
LUL NOMINEE BCV LIMITED,SCHWIHAG GMBH,2018-04-06,5800.00
TUBE LINES LTD,EVENHEIGHTS LTD,2018-04-09,5800.00
LUL NOMINEE BCV LIMITED,LB FOSTER RAIL TECHNOL UK LTD,2018-04-25,5796.84
TFL CORPORATE,STEER DAVIES & GLEAVE LTD,2018-04-11,5795.50
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,2018-04-05,5792.75
SURFACE TRANSPORT CORP,REDSPEED INTERNATIONAL  LTD,2018-04-26,5792.25
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,5790.13
TFL CORPORATE,SALESFORCE,2018-04-04,5787.51
LONDON BUS SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,2018-04-05,5787.27
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,2018-04-05,5785.15
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,2018-04-05,5780.00
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2018-04-11,5777.30
LONDON UNDERGROUND LTD,VGL,2018-04-03,5770.57
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-04-25,5769.25
TFL CORPORATE,REALWORLDHR LTD.,2018-04-25,5760.00
LUL NOMINEE SSL LIMITED,DEG SIGNAL LTD (RAMBOLL),2018-04-03,5759.40
LONDON UNDERGROUND LTD,MJ QUINN INTEGRATED SERVICES LTD,2018-04-18,5752.90
LONDON TRANSPORT MUSEUM,S.I.D.E. PROJECTS,2018-04-18,5750.00
TFL CORPORATE,THOMAS TELFORD LTD,2018-04-18,5750.00
TRANSPORT TRADING LTD,T G BAYNES,2018-04-13,5746.37
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,2018-04-03,5737.00
LONDON UNDERGROUND LTD,STS STORAGE SYSTEMS LTD,2018-04-18,5725.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5720.75
TRANSPORT TRADING LTD,LONDON BOROUGH OF HARROW,2018-04-05,5720.75
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,5720.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5714.08
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,2018-04-05,5714.08
SURFACE TRANSPORT CORP,SIEMENS,2018-04-18,5710.47
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,2018-04-03,5704.63
LUL NOMINEE SSL LIMITED,OCL RAIL LTD,2018-04-05,5701.00
RAIL FOR LONDON LIMITED,SHIFT TRAFFIC EVENTS LIMITED,2018-04-25,5700.00
TFL CORPORATE,GUTTERIDGE HASKINS & DAVEY LTD,2018-04-18,5699.50
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,2018-04-12,5694.00
LUL NOMINEE BCV LIMITED,LLOYDS BRITISH T/A SPEEDY ASSET,2018-04-18,5671.04
TRANSPORT TRADING LTD,LB RICHMOND UPON THAMES,2018-04-05,5669.50
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5669.50
TRANSPORT TRADING LTD,LONDON BOROUGH OF LAMBETH,2018-04-05,5669.50
TUBE LINES LTD,R BAKER (ELECTRICAL) LTD,2018-04-13,5668.00
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2018-04-09,5666.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-18,5665.00
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,2018-04-23,5665.00
RAIL FOR LONDON LIMITED,STEPHENSON HARWOOD,2018-04-25,5655.00
LONDON TRANSPORT MUSEUM,ROBERT BATCHELOR PROJECT MANAGMENT,2018-04-03,5648.00
TUBE LINES LTD,SPECIALISED TOOLS & EQUIPMENT,2018-04-09,5644.00
LUL NOMINEE SSL LIMITED,ELMDALE WELDING & ENG SUPPLIES LTD,2018-04-11,5635.00
TFL CORPORATE,AXON SOLUTIONS LTD,2018-04-11,5635.00
TFL CORPORATE,WSP UK LTD,2018-04-09,5635.00
LONDON UNDERGROUND LTD,SAVILLS COMMERCIAL LTD,2018-04-16,5630.00
LUL NOMINEE BCV LIMITED,GEOTECHNICAL OBSERVATIONS LTD,2018-04-23,5625.71
RAIL FOR LONDON LIMITED,TAVCOM LTD,2018-04-09,5625.00
SURFACE TRANSPORT CORP,PUBLIC SECTOR INFORMATION LTD,2018-04-03,5625.00
LONDON UNDERGROUND LTD,XRAIL GROUP LTD,2018-04-23,5619.68
LONDON UNDERGROUND LTD,CUBEX LTD,2018-04-03,5610.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-04-11,5607.90
SURFACE TRANSPORT CORP,SIEMENS,2018-04-09,5606.68
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2018-04-05,5602.11
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,2018-04-25,5600.00
RAIL FOR LONDON LIMITED,HAYS SPECIALIST RECRUITMENT LTD,2018-04-09,5596.30
TFL CORPORATE,BRITISH SAFETY COUNCIL,2018-04-03,5595.00
TFL CORPORATE,AXA ICAS LIMITED,2018-04-03,5594.38
TUBE LINES LTD,PAREX LIMITED,2018-04-20,5588.00
TFL CORPORATE,2CV RESEARCH,2018-04-03,5587.50
LONDON UNDERGROUND LTD,TV LICENSING,2018-04-11,5586.00
LUL NOMINEE SSL LIMITED,ECON CONSTRUCTION LTD,2018-04-11,5580.32
TFL CORPORATE,ARCADIS,2018-04-11,5568.75
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-04-03,5566.75
LUL NOMINEE SSL LIMITED,SPOOR-TECH LTD,2018-04-19,5563.37
LUL NOMINEE SSL LIMITED,MORSON HUMAN RESOURCES LTD,2018-04-16,5563.20
LONDON UNDERGROUND LTD,XANTA LIMITED,2018-04-09,5557.00
LUL NOMINEE SSL LIMITED,EALING SQUASH & FITNESS CLUB LTD,2018-04-03,5555.56
RAIL FOR LONDON LIMITED,EVERSHEDS,2018-04-23,5555.20
TUBE LINES LTD,TELETRAC NAVMAN (UK) LTD,2018-04-27,5555.20
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5546.25
TRANSPORT TRADING LTD,FUJITSU SERVICES LTD,2018-04-25,5543.35
RAIL FOR LONDON LIMITED,INNTEL,2018-04-03,5540.72
TUBE LINES LTD,PHS BESAFE LAUNDRY SOLUTIONS,2018-04-05,5530.45
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,2018-04-05,5513.19
TRANSPORT TRADING LTD,LONDON BOROUGH OF EALING,2018-04-05,5510.00
LONDON UNDERGROUND LTD,QUALISTIC360 LTD,2018-04-03,5505.00
LONDON UNDERGROUND LTD,QUALISTIC360 LTD,2018-04-03,5505.00
LONDON UNDERGROUND LTD,QUALISTIC360 LTD,2018-04-03,5505.00
LONDON UNDERGROUND LTD,QUALISTIC360 LTD,2018-04-10,5505.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,2018-04-05,5503.56
SURFACE TRANSPORT CORP,ANDY BARTLE LTD,2018-04-18,5500.00
LUL NOMINEE SSL LIMITED,AMNITEC LTD,2018-04-03,5499.48
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-04-27,5492.80
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-04-27,5492.80
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-04-27,5492.80
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5487.25
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,2018-04-06,5483.58
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2018-04-12,5482.50
DOCKLANDS LIGHT RAILWAY,NEXUS ALPHA LTD,2018-04-17,5480.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2018-04-03,5479.80
SURFACE TRANSPORT CORP,TRACSIS TRAFFIC DATA LTD,2018-04-03,5462.40
RAIL FOR LONDON LIMITED,RAIL ENGINEERING SERVICES,2018-04-05,5460.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-05,5459.17
LONDON UNDERGROUND LTD,SPECIALIST COMPLIANT COATINGS LTD,2018-04-09,5452.80
TFL CORPORATE,EVERSHEDS,2018-04-18,5451.30
LONDON RIVER SERVICES LTD,THAMES CLIPPERS,2018-04-16,5448.30
LONDON RIVER SERVICES LTD,THAMES CLIPPERS,2018-04-18,5448.30
LONDON RIVER SERVICES LTD,THAMES CLIPPERS,2018-04-18,5448.30
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-04-03,5445.00
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-04-03,5445.00
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-04-18,5445.00
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,2018-04-18,5445.00
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,2018-04-05,5444.67
LONDON UNDERGROUND LTD,SOUTH WESTERN RAILWAY,2018-04-23,5441.31
TUBE LINES LTD,CRAIG & DERRICOTT LTD,2018-04-13,5434.20
TUBE LINES LTD,WORLIFTS LIMITED,2018-04-11,5430.00
