Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LUL NOMINEE SSL LIMITED,SIEMENS,Signalling Systems,1031\5109293152,23 Apr 2018,"8,055.36",
TFL CORPORATE,ARCADIS,Contractors,1001\5109279610,11 Apr 2018,"8,051.40",
TUBE LINES LTD,HOLOPHANE EUROPE LTD,Project Materials,788486,25 Apr 2018,"8,050.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109283926,23 Apr 2018,"8,049.30",
TRANSPORT TRADING LTD,LB RICHMOND UPON THAMES,Rates,1004\1901654535,05 Apr 2018,"8,046.15",
TUBE LINES LTD,VOITH TURBO LTD,Repairs Rotating Equipment,788200,25 Apr 2018,"8,032.13",
LUL NOMINEE SSL LIMITED,FUJITSU SERVICES LTD,IT Consultancy,1031\5109274031,03 Apr 2018,"8,009.62",
SURFACE TRANSPORT CORP,CSTS LTD,Traffic Signals,1002\5109275620,09 Apr 2018,"8,006.00",
LUL NOMINEE BCV LIMITED,MIDLAND INDUSTRIAL FLOORING LTD,Fleet,1033\5109281855,16 Apr 2018,"8,005.16",
TRANSPORT TRADING LTD,A SHIVA,Transys Control - TTL,1004\1901655427,18 Apr 2018,"8,000.00",
LONDON UNDERGROUND LTD,CUSHMAN & WAKEFIELD LLP,Property Management Fees,1005\5109296876,25 Apr 2018,"8,000.00",
TFL CORPORATE,BRIDGEWAY CONSTRUCTION LTD,Art And Poetry Installations And Programmes,1001\5109304826,25 Apr 2018,"8,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278248,16 Apr 2018,"7,999.90",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5109302312,23 Apr 2018,"7,998.56",
RAIL FOR LONDON LIMITED,KIEPE ELECTRIC GMBH,Electrical Equipment Maintenance,1020\5109273388,06 Apr 2018,"7,979.08",
RAIL FOR LONDON LIMITED,KIEPE ELECTRIC GMBH,Electrical Equipment Maintenance,1020\5109281349,18 Apr 2018,"7,979.08",
LUL NOMINEE SSL LIMITED,SIEMENS,Signalling Systems,1031\5109293412,23 Apr 2018,"7,975.50",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278040,16 Apr 2018,"7,973.40",
LUL NOMINEE BCV LIMITED,COMECH METROLOGY LTD,Track General Maintenance,1033\5109285764,03 Apr 2018,"7,973.31",
LONDON TRANSPORT MUSEUM,DISPLAYWAYS,Radio TV Press Poster Cinema Airtime And Space,1011\5109294230,09 Apr 2018,"7,958.00",
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Civil Engineering Construction Works,1005\5109295090,09 Apr 2018,"7,956.32",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109274510,11 Apr 2018,"7,938.00",
LUL NOMINEE SSL LIMITED,NSK UK LTD,Fleet,1031\5109275533,16 Apr 2018,"7,925.54",
TUBE LINES LTD,AURORA LIFTS LTD,Accord - Lift Maintenance Contract,785677,05 Apr 2018,"7,921.06",
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Professional Engineering Services,1005\5109297013,11 Apr 2018,"7,920.00",
TUBE LINES LTD,PLASSER UK LTD,MTC-RS Repairables,789396,27 Apr 2018,"7,916.81",
LONDON UNDERGROUND LTD,CREACTIVE DESIGN LTD,Maintenance Materials,1005\5109285319,03 Apr 2018,"7,912.80",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109273342,09 Apr 2018,"7,911.00",
TFL CORPORATE,PROBRAND LTD,Software Maintenance,1001\5109293714,05 Apr 2018,"7,906.95",
LONDON UNDERGROUND LTD,SOLID SOLUTIONS MANAGEMENT LTD,Software Maintenance,1005\5109295475,13 Apr 2018,"7,905.00",
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5109284507,03 Apr 2018,"7,899.00",
LONDON RIVER SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Office Cleaning,1007\5109290674,16 Apr 2018,"7,894.17",
TRANSPORT TRADING LTD,ENGIE SERVICES LTD,Electrical Equipment Maintenance,1004\5109284861,18 Apr 2018,"7,892.68",
RAIL FOR LONDON LIMITED,WABTEC RAIL LIMITED,Management & Support Consultancy,1020\5109287307,11 Apr 2018,"7,887.57",
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,Contractors,1005\5109297053,11 Apr 2018,"7,885.00",
TUBE LINES LTD,MORGANITE ELECTRICAL CARBON LTD,Stock On Hand,786502,05 Apr 2018,"7,882.00",
TUBE LINES LTD,VOITH TURBO LTD,Repairs Rotating Equipment,788201,25 Apr 2018,"7,869.90",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HACKNEY,Rates,1004\1901654818,05 Apr 2018,"7,868.20",
TRANSPORT TRADING LTD,LONDON BOROUGH OF REDBRIDGE,Rates,1004\1901654443,05 Apr 2018,"7,857.00",
LUL NOMINEE SSL LIMITED,HILTON ABBEY LIMITED,Traction Current,1031\5109265871,03 Apr 2018,"7,852.00",
TUBE LINES LTD,THALES GROUND TRANSPORTATION SYSTEM,Thales Rail ¿ Signals Maintenance Contract,788753,27 Apr 2018,"7,849.50",
TFL CORPORATE,HP INC UK LTD,Computer Hardware,1001\5109289544,18 Apr 2018,"7,832.73",
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1004\5109281765,03 Apr 2018,"7,826.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901654941,05 Apr 2018,"7,803.00",
TUBE LINES LTD,MLS RAIL LTD,Maintenance -  Minor Works Cost,789998,27 Apr 2018,"7,800.88",
LONDON UNDERGROUND LTD,JAMES FISHER TESTING SERVICES LTD,Civil Engineering Construction Works,1005\5109291087,18 Apr 2018,"7,800.00",
LONDON UNDERGROUND LTD,PROJECT 7 CONSULTANCY LTD,Professional Engineering Services,1005\5109299848,25 Apr 2018,"7,800.00",
TFL CORPORATE,TMP (UK) LTD,Recruitment Expenses,1001\5109291408,09 Apr 2018,"7,776.11",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901655174,05 Apr 2018,"7,775.42",
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109298762,23 Apr 2018,"7,775.10",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901655058,05 Apr 2018,"7,766.96",
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,Contracted Services - Roads,1002\5109290485,11 Apr 2018,"7,763.00",
LONDON TRANSPORT MUSEUM,EASY TIGER CREATIVE LTD,Production Artwork And Design For Marketing,1011\5109289509,05 Apr 2018,"7,739.60",
TFL CORPORATE,CAP GEMINI UK PLC,Computer Hardware,1001\5109294330,25 Apr 2018,"7,731.44",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1031\5109280622,16 Apr 2018,"7,715.10",
TFL CORPORATE,GFK NOP LTD,Research For Marketing Campaigns And Activities,1001\5109281062,09 Apr 2018,"7,700.00",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109280856,16 Apr 2018,"7,690.52",
LONDON RIVER SERVICES LTD,DTZ DEBENHAM TIE LEUNG LTD,Other Landlord Charges LRS,1007\5109290927,16 Apr 2018,"7,690.20",
TFL CORPORATE,CAP GEMINI UK PLC,Software Maintenance,1001\5109294368,25 Apr 2018,"7,679.73",
LUL NOMINEE SSL LIMITED,LUCCHINI UNIPART RAIL LTD,Fleet,1031\5109280181,11 Apr 2018,"7,666.40",
LUL NOMINEE SSL LIMITED,CLOSE BROTHERS RAIL LTD,Building Maintenance & Repairs,1031\5109295202,13 Apr 2018,"7,648.21",
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,Misc Materials,787369,18 Apr 2018,"7,645.46",
TUBE LINES LTD,TELENT COMMUNICATIONS LIMITED,Call-Off Lab-Sub Contr,787370,18 Apr 2018,"7,645.46",
TFL CORPORATE,THE NELSON TRUST,Staff Welfare Benefits,1001\5109295512,23 Apr 2018,"7,638.12",
LUL NOMINEE SSL LIMITED,HARMILL SYSTEMS LTD,Civil Engineering Construction Works,1031\5109290413,03 Apr 2018,"7,625.72",
TFL CORPORATE,PARSEQ LIMITED,Stationery,1001\5109298149,25 Apr 2018,"7,616.67",
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,Contractors,1005\5109273401,05 Apr 2018,"7,605.00",
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,Contractors,1005\5109273398,05 Apr 2018,"7,600.00",
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,Contractors,1005\5109297438,25 Apr 2018,"7,600.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BRENT,Rates,1004\1901654435,05 Apr 2018,"7,594.22",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ENFIELD,Rates,1004\1901654653,05 Apr 2018,"7,588.75",
LUL NOMINEE SSL LIMITED,FOREST ENVIRONMENTAL LTD,Track General Maintenance,1031\5109281021,03 Apr 2018,"7,588.13",
TUBE LINES LTD,HARMILL SYSTEMS LTD,MTC-Depot-Plant/Machny,789369,18 Apr 2018,"7,573.00",
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Computer Consumables,1006\5109294529,27 Apr 2018,"7,561.38",
TRANSPORT TRADING LTD,BRENTWOOD BOROUGH COUNCIL,Rates,1004\1901655356,05 Apr 2018,"7,560.00",
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5109284442,03 Apr 2018,"7,557.00",
TRANSPORT TRADING LTD,CONSOLIDATED INTERIOR SERVICES LTD,Office Accommodation Moves,1004\5109307458,27 Apr 2018,"7,551.50",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109284884,03 Apr 2018,"7,550.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109284886,03 Apr 2018,"7,550.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109288390,03 Apr 2018,"7,550.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109298325,17 Apr 2018,"7,550.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109298329,12 Apr 2018,"7,550.00",
LUL NOMINEE SSL LIMITED,DK REWINDS LTD,Component Repairs Sub Contracted,1031\5109303052,23 Apr 2018,"7,550.00",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,L/Term Vehicle Leasing,788631,27 Apr 2018,"7,540.68",
TUBE LINES LTD,PLASSER UK LTD,Jub Line Rolling Stock Maintenance,789733,27 Apr 2018,"7,525.50",
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109289437,25 Apr 2018,"7,518.67",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901655049,05 Apr 2018,"7,518.25",
LONDON UNDERGROUND LTD,HARMILL SYSTEMS LTD,Plant & Equipment Purchases,1005\5109299139,19 Apr 2018,"7,506.00",
TFL CORPORATE,ARCADIS,Contractors,1001\5109276319,09 Apr 2018,"7,504.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109282049,18 Apr 2018,"7,502.40",
TFL CORPORATE,MUNRO MKT RESEARCH LTD T/A FUTURE,Research For Marketing Campaigns And Activities,1001\5109275963,11 Apr 2018,"7,500.00",
TFL CORPORATE,MUNRO MKT RESEARCH LTD T/A FUTURE,Research For Marketing Campaigns And Activities,1001\5109281139,16 Apr 2018,"7,500.00",
TFL CORPORATE,CBRE LTD,Planning & Development Consultancy,1001\5109277912,11 Apr 2018,"7,500.00",
TFL CORPORATE,TIMOTHY MORSHEAD QC,Legal Fees,1001\5109298726,13 Apr 2018,"7,500.00",
SURFACE TRANSPORT CORP,WYG ENVIRONMENT PLANNING TRANS LTD,Management & Support Consultancy,1002\5109286090,16 Apr 2018,"7,482.00",
LUL NOMINEE SSL LIMITED,EDENBECK,Building Maintenance & Repairs,1031\5109295016,25 Apr 2018,"7,476.12",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Rail Replacement Service Costs,1006\1900040437,03 Apr 2018,"7,475.00",
TUBE LINES LTD,BIRLEY MANUFACTURING LIMITED,Stock On Hand,789394,18 Apr 2018,"7,472.35",
RAIL FOR LONDON LIMITED,ASHURST LLP,Legal Fees,1020\5109302506,18 Apr 2018,"7,470.40",
LONDON TRANSPORT MUSEUM,VINTAGE WINGS LIMITED,Vehicle Repairs & Maintenance,1011\1900013140,23 Apr 2018,"7,470.00",
LONDON UNDERGROUND LTD,ALBA POWER LTD,Electrical Equipment Maintenance,1005\5109299199,13 Apr 2018,"7,461.54",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Maintenance of Telecommunications Equipment,1033\5109290543,10 Apr 2018,"7,461.54",
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Maintenance of Telecommunications Equipment,1033\5109294015,09 Apr 2018,"7,461.54",
TUBE LINES LTD,THE MESSAGING CENTRE LTD,Computer Communications,788915,13 Apr 2018,"7,460.45",
LONDON UNDERGROUND LTD,KEYTREE LIMITED,Computer Software,1005\5109219716,03 Apr 2018,"7,456.75",
TUBE LINES LTD,PLASSER UK LTD,MTC-RS Repairables,789730,25 Apr 2018,"7,454.37",
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,Civil Engineering Construction Works,1031\5109297392,18 Apr 2018,"7,450.00",
TUBE LINES LTD,THALES GROUND TRANSPORTATION SYSTEM,Thales Rail ¿ Signals Maintenance Contract,788743,27 Apr 2018,"7,441.64",
TFL CORPORATE,ARCADIS,Contractors,1001\5109276331,09 Apr 2018,"7,440.00",
LUL NOMINEE BCV LIMITED,BRECKNELL WILLIS & CO LTD,Fleet,1033\5109273404,03 Apr 2018,"7,440.00",
LUL NOMINEE BCV LIMITED,BRECKNELL WILLIS & CO LTD,Fleet,1033\5109277691,11 Apr 2018,"7,440.00",
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Computer Consumables,1006\5109285847,19 Apr 2018,"7,439.95",
RAIL FOR LONDON LIMITED,NETWORK RAIL,National Rail Contribution,1020\5109288904,11 Apr 2018,"7,439.28",
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing For Customer Info Materials,1001\5109275093,11 Apr 2018,"7,434.00",
LUL NOMINEE SSL LIMITED,ANTI GRAFFITI SYSTEMS LTD,Track General Maintenance,1031\5109294626,25 Apr 2018,"7,429.24",
LUL NOMINEE BCV LIMITED,ANTI GRAFFITI SYSTEMS LTD,Track General Maintenance,1033\5109294624,25 Apr 2018,"7,429.24",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901655235,05 Apr 2018,"7,427.98",
LONDON UNDERGROUND LTD,BEVERIDGE ASSOCIATES PARTNERSHIP LTD,MR Construction Costs,1005\5109297158,11 Apr 2018,"7,419.39",
LUL NOMINEE BCV LIMITED,ANIXTER LTD,Electrical & Electronic Engineering,1033\5109274675,03 Apr 2018,"7,419.00",
SURFACE TRANSPORT CORP,QA LIMITED,Staff Training,1002\5109289979,16 Apr 2018,"7,404.00",
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,Contractors,1005\5109285240,05 Apr 2018,"7,400.00",
TFL CORPORATE,AN ENDLESS SUPPLY,Art And Poetry Installations And Programmes,1001\5109277902,03 Apr 2018,"7,400.00",
LONDON UNDERGROUND LTD,RESONATE GROUP LIMITED,Maintenance Materials,1005\5109286004,23 Apr 2018,"7,400.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BARKING & DAGENHAM,Rates,1004\1901654416,05 Apr 2018,"7,393.70",
LONDON UNDERGROUND LTD,FIRSTCO LIMITED,Civil Engineering Construction Works,1005\5109290510,10 Apr 2018,"7,391.18",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901654964,05 Apr 2018,"7,389.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HOUNSLOW,Rates,1004\1901655330,05 Apr 2018,"7,372.73",
TUBE LINES LTD,JNG CONSTRUCTION & ENGINEERING,Activity Based Subcontract (JNP),789405,20 Apr 2018,"7,370.38",
TFL CORPORATE,NEXUS,External Events Roads Shows And Face To Face,1001\5109295502,16 Apr 2018,"7,362.69",
LONDON UNDERGROUND LTD,AUGUSTUS MARTIN LTD,Civil Engineering Construction Works,1005\5109290919,16 Apr 2018,"7,357.00",
LONDON UNDERGROUND LTD,AUGUSTUS MARTIN LTD,Civil Engineering Construction Works,1005\5109291435,06 Apr 2018,"7,357.00",
LONDON UNDERGROUND LTD,INTEGRATED DESIGN TOOLS (UK) LTD,Maintenance Materials,1005\5109293860,25 Apr 2018,"7,350.00",
LUL NOMINEE SSL LIMITED,RHODAR LTD,Protective Clothing,1031\5109298023,19 Apr 2018,"7,340.22",
LUL NOMINEE SSL LIMITED,RHODAR LTD,Protective Clothing,1031\5109303466,24 Apr 2018,"7,340.22",
LONDON UNDERGROUND LTD,GATTACA,Agency Staff,1005\5109278678,16 Apr 2018,"7,338.75",
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001\5109275295,09 Apr 2018,"7,331.61",
SURFACE TRANSPORT CORP,ENERGYPRO INNOVATION LTD,Marketing Strategy And Consultancy,1002\5109268992,03 Apr 2018,"7,325.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BARNET,Rates,1004\1901654422,05 Apr 2018,"7,320.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901654365,05 Apr 2018,"7,317.97",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAVERING,Rates,1004\1901654918,05 Apr 2018,"7,317.83",
LUL NOMINEE SSL LIMITED,SILENZIO PANELS LTD,MR Construction Costs,1031\5109297642,11 Apr 2018,"7,314.25",
LUL NOMINEE SSL LIMITED,TRELLEBORG INDUSTRIAL,Fleet,1031\5109276258,03 Apr 2018,"7,312.48",
LUL NOMINEE BCV LIMITED,WECS PRECISION LTD,Fleet,1033\5109298150,12 Apr 2018,"7,301.00",
TUBE LINES LTD,ECON CONSTRUCTION LTD,Stn Co-Ord Services,787611,05 Apr 2018,"7,292.96",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901655060,05 Apr 2018,"7,290.00",
TFL CORPORATE,THE NICHOLS GROUP LTD,Planning & Development Consultancy,1001\5109235174,03 Apr 2018,"7,290.00",
SURFACE TRANSPORT CORP,QA LIMITED,Staff Training,1002\5109273465,03 Apr 2018,"7,276.00",
SURFACE TRANSPORT CORP,QA LIMITED,Staff Training,1002\5109276068,11 Apr 2018,"7,276.00",
RAIL FOR LONDON LIMITED,POWELECTRICS LIMITED,Maintenance Materials,1020\5109284807,03 Apr 2018,"7,272.50",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109268914,03 Apr 2018,"7,251.00",
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004\5109302325,18 Apr 2018,"7,247.50",
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004\1901655245,05 Apr 2018,"7,232.49",
TRANSPORT TRADING LTD,LONDON BOROUGH OF HILLINGDON,Rates,1004\1901655127,05 Apr 2018,"7,227.46",
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,Connect PFI Service Costs,1005\5109281195,03 Apr 2018,"7,227.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109287055,25 Apr 2018,"7,220.50",
LONDON UNDERGROUND LTD,HOBS REPROGRAPHICS PLC,Printing,1005\5109288293,25 Apr 2018,"7,220.00",
LUL NOMINEE BCV LIMITED,MOTT MACDONALD LIMITED,Civil Engineering Construction Works,1033\5109273727,03 Apr 2018,"7,220.00",
TFL CORPORATE,CORDEROY CONTRACT SERVICES LIMITED,Management & Support Consultancy,1001\5109299749,25 Apr 2018,"7,215.00",
SURFACE TRANSPORT CORP,TRUEFORM ENGINEERING LTD,Contracted Services - Roads,1002\5109285281,03 Apr 2018,"7,211.97",
LONDON UNDERGROUND LTD,BPS SOLUTIONS LTD,Management & Support Consultancy,1005\5109279688,12 Apr 2018,"7,200.00",
LONDON UNDERGROUND LTD,PHD (CENG) CONSULTING LTD,Professional Engineering Services,1005\5109286552,18 Apr 2018,"7,200.00",
TUBE LINES LTD,VIKING PRECISION ENGINEERS LTD,Stock On Hand,785655,05 Apr 2018,"7,200.00",
LONDON UNDERGROUND LTD,SEYMOUR VALENTINE LTD,Caterers Service Charges,1005\5109286665,03 Apr 2018,"7,193.62",
LONDON UNDERGROUND LTD,K&M MCLOUGHLIN DECORATING LTD,MR Construction Costs,1005\5109302333,18 Apr 2018,"7,190.18",
LUL NOMINEE SSL LIMITED,ARHD CONSULTANCY LTD,Building Maintenance & Repairs,1031\5109307763,27 Apr 2018,"7,176.27",
LONDON UNDERGROUND LTD,GOWLING WLG,Legal Fees,1005\5109304288,23 Apr 2018,"7,176.00",
TRANSPORT TRADING LTD,BAE SYSTEMS AEI,Computer Software,1004\5109290824,03 Apr 2018,"7,173.78",
LT MUSEUM TRADING LTD,BACHMANN EUROPE PLC,Purchase of Toys & Models for Resale,1024\1900015176,25 Apr 2018,"7,173.10",
LONDON BUS SERVICES LTD,ORANGE PERSONAL COMMUNICATIONS LTD,Maintenance of Plant & Equipment,1006\5109255515,03 Apr 2018,"7,150.00",
LONDON BUS SERVICES LTD,ORANGE PERSONAL COMMUNICATIONS LTD,Maintenance of Plant & Equipment,1006\5109275450,03 Apr 2018,"7,150.00",
LONDON BUS SERVICES LTD,ORANGE PERSONAL COMMUNICATIONS LTD,Maintenance of Plant & Equipment,1006\5109299149,18 Apr 2018,"7,150.00",
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,Professional Engineering Services,1005\5109307429,26 Apr 2018,"7,150.00",
TUBE LINES LTD,GRAVOGRAPH LIMITED,MTC-RS Repairables,787872,05 Apr 2018,"7,150.00",
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Rates,1004\1901655337,05 Apr 2018,"7,148.50",
TFL CORPORATE,BAE SYSTEMS AEI,Computer Software,1001\5109281060,11 Apr 2018,"7,140.00",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901655043,05 Apr 2018,"7,137.75",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,L/Term Vehicle Leasing,788501,27 Apr 2018,"7,135.21",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,L/Term Vehicle Leasing,788582,27 Apr 2018,"7,135.21",
SURFACE TRANSPORT CORP,TRANSPORT INVESTIGATION LTD,Agency Staff,1002\5109274394,03 Apr 2018,"7,133.93",
TUBE LINES LTD,DIAMOND HIRE & SALES,Misc Materials,788906,25 Apr 2018,"7,122.00",
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Rail Replacement Service Costs,1006\1900040540,05 Apr 2018,"7,112.00",
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Rail Replacement Service Costs,1006\1900040544,18 Apr 2018,"7,112.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LAMBETH,Rates,1004\1901655263,05 Apr 2018,"7,109.97",
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,Contracted Services Buildings,1031\5109304954,25 Apr 2018,"7,107.47",
VICTORIA COACH STATN LTD,VINCI CONSTRUCTION UK LTD,Building Maintenance & Repairs,1008\5109287418,18 Apr 2018,"7,103.53",
TRANSPORT TRADING LTD,A K CONTRACTS,Building Maintenance & Repairs,1004\5109294186,10 Apr 2018,"7,100.00",
LONDON UNDERGROUND LTD,ROBORE CUTS LTD,Track General Maintenance,1005\5109284445,03 Apr 2018,"7,098.38",
LUL NOMINEE SSL LIMITED,IPS COMMUNICATIONS LTD,Civil Engineering Construction Works,1031\5109294907,09 Apr 2018,"7,090.96",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901655180,05 Apr 2018,"7,082.50",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109269267,03 Apr 2018,"7,077.50",
LUL NOMINEE BCV LIMITED,HEGENSCHEIDT-MFD GMBH,Equipment Repairs & Maintenance,1033\5109288892,26 Apr 2018,"7,073.00",
LONDON UNDERGROUND LTD,BROOKVEX TECH SERVICES LTD,Building Maintenance & Repairs,1005\5109302862,19 Apr 2018,"7,071.38",
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,Fire and Safety Equipment,1031\5109284916,18 Apr 2018,"7,060.93",
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,Management & Support Consultancy,1006\5109294323,25 Apr 2018,"7,059.85",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271499,09 Apr 2018,"7,059.15",
SURFACE TRANSPORT CORP,ARCADIS,Transport Planning Consultancy & Services,1002\5109293704,25 Apr 2018,"7,050.00",
TUBE LINES LTD,HAYLEY GROUP PLC,Stock in Hand - Track,788167,18 Apr 2018,"7,050.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109283366,23 Apr 2018,"7,049.40",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901654968,05 Apr 2018,"7,048.22",
LUL NOMINEE SSL LIMITED,WECS PRECISION LTD,Fleet,1031\5109298138,12 Apr 2018,"7,044.40",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271370,09 Apr 2018,"7,038.00",
TFL CORPORATE,WAVEMAKER LTD,Agency Fees Paid To Marketing Agencies,1001\5109298216,18 Apr 2018,"7,037.03",
LUL NOMINEE SSL LIMITED,CRAIG & DERRICOTT LTD,Fleet,1031\5109291580,16 Apr 2018,"7,036.98",
LONDON UNDERGROUND LTD,EDMUNDSON ELECTRICAL LTD,MR Construction Costs,1005\5109290356,16 Apr 2018,"7,035.28",
LONDON UNDERGROUND LTD,MILLCROFT SERVICES PLC,Building Maintenance & Repairs,1005\5109286971,03 Apr 2018,"7,027.05",
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,Professional Engineering Services,1002\5109260507,05 Apr 2018,"7,025.38",
LONDON UNDERGROUND LTD,ASPIRE,Property Management Fees,1005\5109258814,03 Apr 2018,"7,016.00",
TRANSPORT TRADING LTD,LEVEL 3 COMMUNICATIONS LTD,Maintenance of Telecommunications Equipment,1004\5109298754,23 Apr 2018,"7,006.93",
TUBE LINES LTD,REO SERVICES LONDON LTD,Repairs Rotating Equipment,789928,25 Apr 2018,"7,005.54",
LUL NOMINEE BCV LIMITED,BRECKNELL WILLIS & CO LTD,Fleet,1033\5109275867,09 Apr 2018,"7,003.20",
LUL NOMINEE BCV LIMITED,HENRY WILLIAMS LTD,Track General Maintenance,1033\5109287738,25 Apr 2018,"7,002.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109271497,09 Apr 2018,"7,000.00",
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,Agency Staff,1001\5109278612,16 Apr 2018,"7,000.00",
