Organisational Unit,Benificiary Name,Payment Date,Amount
TFL CORPORATE,MOTT MACDONALD LIMITED,2018-05-23,15141.01
TUBE LINES LTD,BIFFA WASTE SERVICES LTD,2018-05-02,15135.74
TFL CORPORATE,GREEN PARK,2018-05-11,15130.00
SURFACE TRANSPORT CORP,GUTTERIDGE HASKINS & DAVEY LTD,2018-05-23,15120.00
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-05-21,15097.88
LUL NOMINEE SSL LIMITED,EDENBECK,2018-05-23,15094.75
SURFACE TRANSPORT CORP,CH2M HILL UNITED KINGDOM,2018-05-02,15040.00
TRANSPORT TRADING LTD,LONDON BOROUGH OF LAMBETH,2018-04-30,15005.00
LONDON UNDERGROUND LTD,GARDINER & THEOBALD LLP,2018-05-25,15000.00
LONDON UNDERGROUND LTD,GARDINER & THEOBALD LLP,2018-05-04,15000.00
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-05-18,14994.56
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2018-04-30,14974.99
LUL NOMINEE SSL LIMITED,TRANSFORGE UK LTD,2018-05-08,14925.50
TFL CORPORATE,GRASS ROOTS UK LTD,2018-05-09,14907.75
LONDON UNDERGROUND LTD,ROBERT WEST CONSULTING,2018-04-30,14882.65
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAMM& FULHAM,2018-04-30,14877.00
TUBE LINES LTD,BIFFA WASTE SERVICES LTD,2018-05-18,14845.80
RAIL FOR LONDON LIMITED,LEND LEASE CONSULTING (EMEA) LTD,2018-04-30,14829.00
RAIL FOR LONDON LIMITED,LEND LEASE CONSULTING (EMEA) LTD,2018-05-09,14829.00
LUL NOMINEE SSL LIMITED,NCC GROUP SECURITY SERVICES LTD,2018-05-09,14823.27
CYCLE HIRE SCHEME,SERCO LTD,2018-05-21,14820.05
TFL CORPORATE,TURNER & TOWNSEND LLP,2018-05-21,14806.25
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-04,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-02,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-04-30,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-04-30,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-04-30,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-04,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-09,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-09,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-14,14799.00
LONDON BUS SERVICES LTD,EMINOX,2018-05-14,14799.00
SURFACE TRANSPORT CORP,SIEMENS,2018-05-21,14789.70
TRANSPORT TRADING LTD,CATERCOVER SERVICE LTD,2018-05-17,14761.88
TRANSPORT TRADING LTD,CATERCOVER SERVICE LTD,2018-05-25,14761.88
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2018-05-09,14759.32
TUBE LINES LTD,BIFFA WASTE SERVICES LTD,2018-05-18,14734.62
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,14713.03
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,2018-04-30,14664.09
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,2018-05-14,14661.94
TFL CORPORATE,EXPOLINK EUROPE LIMITED,2018-05-22,14651.00
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-05-10,14636.62
TUBE LINES LTD,KNORR-BREMSE RAIL SYSTEMS LTD,2018-05-09,14634.99
LONDON UNDERGROUND LTD,RJC (UK) LTD,2018-05-23,14589.08
LONDON UNDERGROUND LTD,RIDGE AND PARTNERS LLP,2018-05-04,14548.00
LONDON UNDERGROUND LTD,J MURPHY & SONS LTD,2018-05-23,14542.84
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2018-05-18,14535.00
LONDON UNDERGROUND LTD,CORONA ENERGY RETAIL 4 LTD,2018-04-30,14529.23
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-05-25,14499.47
LONDON UNDERGROUND LTD,RIDGE AND PARTNERS LLP,2018-05-04,14470.00
LUL NOMINEE SSL LIMITED,UNI OF HUDDERSFIELD ENTERPRISES LTD,2018-05-04,14450.00
TFL CORPORATE,INSTALLATION TECHNOLOGY LTD,2018-05-14,14450.00
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2018-05-24,14444.10
RAIL FOR LONDON LIMITED,LANES GROUP PLC,2018-05-02,14441.08
TFL CORPORATE,BT SERVICE AGILITY,2018-05-02,14435.46
TRANSPORT TRADING LTD,ARCADIS UK LIMITED,2018-05-16,14401.00
TFL CORPORATE,AECOM LTD,2018-05-21,14400.00
DOCKLANDS LIGHT RAILWAY,MOTT MACDONALD LIMITED,2018-05-02,14389.62
LONDON UNDERGROUND LTD,SIEMENS INDUST. TURBOMACHINERY LTD,2018-05-21,14376.44
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,2018-05-02,14351.67
LONDON UNDERGROUND LTD,SNC-LAVALIN RAIL & TRANSIT LTD,2018-05-02,14318.00
TFL CORPORATE,BAE SYSTEMS AEI,2018-05-09,14280.00
LUL NOMINEE BCV LIMITED,SPECIALIST COMPLIANT COATINGS LTD,2018-05-04,14279.44
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2018-05-23,14258.96
SURFACE TRANSPORT CORP,"SYSTEMS ENGINEERING, ASSESSMENT",2018-05-21,14255.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-14,14254.80
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,2018-04-30,14235.00
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,2018-05-16,14225.32
LONDON BUS SERVICES LTD,TRACSIS TRAFFIC DATA LTD,2018-05-09,14205.00
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,2018-05-21,14157.23
TFL CORPORATE,ROWSELL WRIGHT LTD,2018-05-01,14094.38
RAIL FOR LONDON LIMITED,INTERSERVE (FACILITIES MGMT) LTD,2018-05-23,14063.75
LONDON UNDERGROUND LTD,MORSON INTERNATIONAL,2018-05-16,14059.32
TFL CORPORATE,AECOM LTD,2018-05-23,14056.73
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,2018-05-16,14043.68
LONDON UNDERGROUND LTD,HA MARKS LTD,2018-05-15,14034.90
LONDON UNDERGROUND LTD,CPS RAIL LTD,2018-05-16,14034.75
TRANSPORT TRADING LTD,STUART ROBINSON CONSULTANCY LIMITED,2018-05-25,14025.00
LONDON UNDERGROUND LTD,SIEMENS,2018-05-23,14019.43
LONDON UNDERGROUND LTD,ASPECT GREEN CONSULTING LTD,2018-05-17,14000.00
TFL CORPORATE,ASPECT GREEN CONSULTING LTD,2018-05-16,14000.00
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2018-04-30,13995.03
TUBE LINES LTD,VINCENT-HALE LTD,2018-05-18,13992.00
TUBE LINES LTD,VINCENT-HALE LTD,2018-05-18,13992.00
LONDON BUS SERVICES LTD,MITIE CLEANING & ENVIRONMENTAL,2018-05-09,13950.97
LONDON UNDERGROUND LTD,TRACK AND BUILD LTD.,2018-05-25,13950.00
LUL NOMINEE SSL LIMITED,DAVID BROWN GEAR SYSTEMS LTD,2018-05-09,13900.00
TUBE LINES LTD,PARKER HANNIFIN LTD,2018-05-02,13897.16
LUL NOMINEE BCV LIMITED,SPOOR-TECH LTD,2018-05-02,13862.88
TFL CORPORATE,RIPPLE ROCK LTD.,2018-05-08,13860.00
TFL CORPORATE,DEEPSTORE,2018-05-04,13849.84
TUBE LINES LTD,INSIGHT DIRECT (UK) LTD,2018-05-04,13844.49
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-05-25,13818.42
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-05-25,13809.60
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-05-24,13807.35
LUL NOMINEE SSL LIMITED,K&M MCLOUGHLIN DECORATING LTD,2018-05-25,13789.15
TUBE LINES LTD,KNORR-BREMSE RAIL SYSTEMS LTD,2018-05-23,13780.00
DOCKLANDS LIGHT RAILWAY,ASHURST LLP,2018-05-02,13758.70
LUL NOMINEE BCV LIMITED,SPOOR-TECH LTD,2018-05-02,13745.27
LONDON UNDERGROUND LTD,CRONER-I LIMITED,2018-05-14,13734.84
LUL NOMINEE BCV LIMITED,CLANCY DOCWRA LTD,2018-05-04,13687.09
TFL CORPORATE,CH2M HILL UNITED KINGDOM,2018-05-16,13664.38
DIAL A RIDE,ABM FACILITY SERVICES UK LTD,2018-05-23,13615.70
SURFACE TRANSPORT CORP,STEER DAVIES & GLEAVE LTD,2018-05-23,13600.00
LUL NOMINEE SSL LIMITED,HAD-FAB LIMITED,2018-05-24,13597.14
LUL NOMINEE SSL LIMITED,MANEX (UK) LTD,2018-05-25,13593.75
LONDON UNDERGROUND LTD,TREEBOX LTD,2018-05-23,13563.05
TRANSPORT TRADING LTD,LONDON BOROUGH OF HAVERING,2018-04-30,13543.00
LONDON UNDERGROUND LTD,GARDINER & THEOBALD LLP,2018-05-02,13500.00
TFL CORPORATE,JACOBS ENGINEERING UK LTD,2018-05-25,13498.00
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2018-05-04,13463.05
LUL NOMINEE BCV LIMITED,ARMADILLOLED,2018-05-15,13453.73
LUL NOMINEE BCV LIMITED,SIEMENS,2018-05-23,13440.79
LUL NOMINEE BCV LIMITED,TMD FRICTION UK LTD,2018-05-25,13440.00
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,13428.25
LONDON UNDERGROUND LTD,GVA GRIMLEY LTD,2018-05-02,13425.00
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,2018-05-03,13411.44
LUL NOMINEE BCV LIMITED,TRACKWORK LTD,2018-05-09,13388.00
TUBE LINES LTD,JETWAY ASSOCIATES LTD,2018-05-04,13312.50
DOCKLANDS LIGHT RAILWAY,AIRWAVE SOLUTIONS LTD,2018-05-02,13274.51
SURFACE TRANSPORT CORP,MACLEOD SIMMONDS LTD,2018-05-16,13227.50
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2018-05-04,13219.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-16,13197.00
LUL NOMINEE BCV LIMITED,RJC (UK) LTD,2018-05-16,13165.20
RAIL FOR LONDON LIMITED,HAYS SPECIALIST RECRUITMENT LTD,2018-05-14,13050.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-25,13025.60
TUBE LINES LTD,ROWE HANKINS COMPONENTS LTD,2018-05-04,13005.50
TRANSPORT TRADING LTD,SHREKS ADVENTURE,2018-05-04,13000.15
LONDON UNDERGROUND LTD,FLETCHER PRIEST ARCHITECTS LLP,2018-05-10,13000.00
LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,2018-05-23,12991.55
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,2018-05-04,12986.11
LUL NOMINEE SSL LIMITED,DMC CONTRACTS LIMITED,2018-05-24,12959.73
TFL CORPORATE,INCLUSION LONDON,2018-05-14,12940.00
SURFACE TRANSPORT CORP,SOUTHERN GAS NETWORKS PLC,2018-05-15,12932.83
TFL CORPORATE,ROWSELL WRIGHT LTD,2018-05-01,12931.25
TUBE LINES LTD,BLAKLEY ELECTRICS LTD,2018-05-18,12924.44
TFL CORPORATE,COMPUTACENTER,2018-05-16,12890.00
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,2018-05-25,12888.04
TRANSPORT TRADING LTD,AXON SOLUTIONS LTD,2018-05-25,12880.00
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-05-21,12874.88
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,12870.08
RAIL FOR LONDON LIMITED,RMCON,2018-05-14,12864.17
TFL CORPORATE,BAE SYSTEMS AEI,2018-05-09,12825.00
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,12823.91
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-04-30,12808.24
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,2018-05-02,12804.60
LONDON UNDERGROUND LTD,FIRSTCO LIMITED,2018-05-08,12801.50
LUL NOMINEE SSL LIMITED,NORTHERN ESCALATOR INSTALLATIONS LL,2018-05-09,12800.00
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-05-02,12780.00
TRANSPORT TRADING LTD,MADAME TUSSAUDS LTD,2018-05-04,12757.50
TUBE LINES LTD,BRECKNELL WILLIS AND CO LTD,2018-05-04,12748.00
TUBE LINES LTD,BRECKNELL WILLIS AND CO LTD,2018-05-04,12748.00
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,2018-04-30,12747.09
TUBE LINES LTD,LYNCH I.E.I. LIMITED,2018-05-09,12706.36
LONDON UNDERGROUND LTD,WSP UK LTD,2018-05-14,12705.00
TUBE LINES LTD,LH GROUP WHEELSETS LTD,2018-05-23,12690.00
RAIL FOR LONDON LIMITED,JC DECAUX UK LTD,2018-05-04,12650.01
LUL NOMINEE BCV LIMITED,DENCO LUBRICATION LTD,2018-05-02,12641.76
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,2018-05-25,12622.80
TUBE LINES LTD,ENTERPRISE MANAGED SERVICES LTD,2018-05-09,12617.18
LUL NOMINEE BCV LIMITED,TMD FRICTION UK LTD,2018-05-25,12592.00
LUL NOMINEE BCV LIMITED,TMD FRICTION UK LTD,2018-05-25,12592.00
LUL NOMINEE BCV LIMITED,TMD FRICTION UK LTD,2018-05-25,12592.00
DOCKLANDS LIGHT RAILWAY,NEXUS ALPHA LTD,2018-05-22,12570.42
TRANSPORT TRADING LTD,TRUEFORM ENGINEERING LTD,2018-05-03,12553.15
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2018-05-21,12542.54
SURFACE TRANSPORT CORP,"SYSTEMS ENGINEERING, ASSESSMENT",2018-04-30,12529.13
SURFACE TRANSPORT CORP,"SYSTEMS ENGINEERING, ASSESSMENT",2018-05-25,12529.13
LONDON UNDERGROUND LTD,AXIS EUROPE PLC,2018-05-21,12527.06
TFL CORPORATE,ARCADIS,2018-05-02,12516.25
TFL CORPORATE,QI CONSULTING,2018-05-02,12500.00
LUL NOMINEE SSL LIMITED,LANES GROUP PLC,2018-05-21,12494.39
SURFACE TRANSPORT CORP,THE NICHOLS GROUP LTD,2018-05-18,12484.38
RAIL FOR LONDON LIMITED,TRACKWORK LTD,2018-05-16,12472.00
VICTORIA COACH STATN LTD,OYSTER SALES SERVICE,2018-05-16,12453.32
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-05-03,12449.16
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-05-03,12449.16
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-05-03,12449.16
LUL NOMINEE SSL LIMITED,HOPPECKE INDUSTRIAL BATTERIES,2018-05-17,12449.16
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-05-09,12444.14
SURFACE TRANSPORT CORP,PROBRAND LTD,2018-05-14,12432.00
TFL CORPORATE,WALDRAMS LTD,2018-05-14,12410.00
LUL NOMINEE SSL LIMITED,SIEMENS,2018-05-09,12392.00
LONDON UNDERGROUND LTD,RJC (UK) LTD,2018-05-23,12364.33
LONDON UNDERGROUND LTD,SOUTH WESTERN RAILWAY,2018-05-23,12355.31
LONDON UNDERGROUND LTD,METS LTD,2018-05-09,12288.46
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-21,12282.00
LONDON UNDERGROUND LTD,ATKINS LIMITED,2018-05-21,12262.25
LUL NOMINEE BCV LIMITED,ARMADILLOLED,2018-05-04,12255.05
LONDON UNDERGROUND LTD,ARCADIS,2018-05-04,12255.00
TRANSPORT TRADING LTD,WILSON PHYLAKTIS ARCHITECTS,2018-05-09,12222.00
DIAL A RIDE,ALLSTAR BUSINESS SOLUTIONS,2018-05-04,12202.31
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-04-30,12151.36
TFL CORPORATE,ARCADIS,2018-05-02,12150.00
TFL CORPORATE,ARCADIS,2018-05-02,12150.00
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-04-30,12137.08
PUBLIC CARRIAGE OFFICE,NSL LTD,2018-05-25,12137.08
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,2018-05-14,12132.78
RAIL FOR LONDON LIMITED,LANES GROUP PLC,2018-05-02,12092.00
LONDON BUS SERVICES LTD,AIR PRODUCTS PLC,2018-05-25,12083.33
TRANSPORT TRADING LTD,CRABTREE PROJECTS LTD,2018-05-04,12060.00
TFL CORPORATE,ARCADIS,2018-05-02,12058.35
LONDON UNDERGROUND LTD,EVERSHEDS,2018-05-23,12052.80
SURFACE TRANSPORT CORP,SIEMENS,2018-05-25,12032.62
LONDON UNDERGROUND LTD,PROJECT 7 CONSULTANCY LTD,2018-05-25,12000.00
LUL NOMINEE SSL LIMITED,GIA,2018-05-11,12000.00
TUBE LINES LTD,GKN AEROSPACE TRANSPARENCY SYST,2018-05-23,11994.00
TFL CORPORATE,AXON SOLUTIONS LTD,2018-05-25,11975.00
TRANSPORT TRADING LTD,DELOITTE,2018-05-04,11970.00
TFL CORPORATE,MAP PROJECT MANAGEMENT LIMITED,2018-05-25,11950.00
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-02,11946.36
LONDON BUS SERVICES LTD,ENSIGN BUS COMPANY LIMITED,2018-05-23,11932.60
DOCKLANDS LIGHT RAILWAY,TRACK AND BUILD LTD.,2018-05-10,11927.92
TUBE LINES LTD,BIFFA WASTE SERVICES LTD,2018-05-18,11900.62
TFL CORPORATE,KANTAR UK LTD T/A KANTAR TNS,2018-05-14,11900.00
RAIL FOR LONDON LIMITED,NETWORK RAIL,2018-05-18,11897.28
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2018-05-14,11888.32
LONDON UNDERGROUND LTD,COONEEN DEFENCE LTD,2018-05-02,11838.90
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,11833.68
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,2018-05-09,11830.85
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-21,11755.84
LONDON UNDERGROUND LTD,SIEMENS,2018-05-23,11752.04
RAIL FOR LONDON LIMITED,ASSET INFORMATION SOLUTIONS LTD,2018-05-23,11750.00
RAIL FOR LONDON LIMITED,ASSET INFORMATION SOLUTIONS LTD,2018-05-24,11750.00
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,2018-05-25,11730.00
TFL CORPORATE,PROBRAND LTD,2018-05-02,11723.50
TFL CORPORATE,PROBRAND LTD,2018-05-23,11723.50
TRANSPORT TRADING LTD,ASPIRE,2018-05-15,11700.00
RAIL FOR LONDON LIMITED,EVERSHEDS,2018-05-25,11680.80
LUL NOMINEE BCV LIMITED,R S CLARE & CO LTD,2018-05-21,11663.52
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,2018-04-30,11600.00
TRANSPORT TRADING LTD,AMEY TPT LTD,2018-05-24,11538.46
LUL NOMINEE BCV LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-16,11533.00
LUL NOMINEE SSL LIMITED,FIRSTCO LIMITED,2018-05-09,11520.25
LUL NOMINEE SSL LIMITED,REVITAGLAZE LIMITED,2018-05-04,11517.14
LUL NOMINEE SSL LIMITED,SIEMENS,2018-05-09,11490.60
RAIL FOR LONDON LIMITED,LEVEL 3 COMMUNICATIONS LTD,2018-05-25,11477.55
LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,2018-05-25,11467.08
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,2018-05-04,11450.00
TRANSPORT TRADING LTD,COMPUTACENTER,2018-05-21,11440.00
SURFACE TRANSPORT CORP,BRITISH TELECOMMUNICATIONS PLC,2018-05-16,11439.19
LUL NOMINEE SSL LIMITED,THALES TRANSPORT & SECURITY LIMITED,2018-05-02,11438.12
LUL NOMINEE SSL LIMITED,BRAND-REX LTD,2018-05-09,11437.15
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2018-05-11,11431.25
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-23,11392.13
SURFACE TRANSPORT CORP,TRANSPORT CO-ORDINATION HACKNEY,2018-05-14,11385.00
LUL NOMINEE SSL LIMITED,SIEMENS A&D MECHANICAL DRIVES,2018-05-04,11370.00
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2018-05-25,11363.23
LONDON UNDERGROUND LTD,PCG ASSOCIATES LIMITED,2018-04-30,11354.72
TRANSPORT TRADING LTD,WORKMAN FACILITIES MANAGEMENT LTD,2018-05-04,11352.24
LUL NOMINEE BCV LIMITED,UESL,2018-05-23,11344.91
TUBE LINES LTD,HOPPECKE INDUSTRIAL BATTERIES,2018-05-11,11332.00
SURFACE TRANSPORT CORP,TELENT TECHNOLOGY SERVICES LTD,2018-05-09,11305.48
LONDON UNDERGROUND LTD,ARCADIS,2018-05-02,11305.00
LONDON UNDERGROUND LTD,QUOD LIMITED,2018-05-23,11301.02
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2018-05-21,11273.90
TRANSPORT TRADING LTD,NOVACROFT DIRECT LTD,2018-05-11,11272.36
LUL NOMINEE SSL LIMITED,SPRINT ENGINEERING & LUBE LTD,2018-05-09,11270.00
SURFACE TRANSPORT CORP,NETWORK RAIL,2018-05-21,11238.75
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,2018-05-16,11224.97
TRANSPORT TRADING LTD,HAYS SPECIALIST RECRUITMENT LTD,2018-05-04,11211.30
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2018-05-16,11210.00
LONDON UNDERGROUND LTD,BARWIT CONTROL SYSTEMS LTD,2018-05-23,11170.24
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2018-05-25,11156.25
SURFACE TRANSPORT CORP,ATKINS LIMITED,2018-05-23,11148.30
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,2018-05-14,11130.00
LUL NOMINEE SSL LIMITED,ICON AEROSPACE TECHNOLOGY LTD,2018-05-21,11125.00
LUL NOMINEE SSL LIMITED,ICON AEROSPACE TECHNOLOGY LTD,2018-05-21,11125.00
LUL NOMINEE SSL LIMITED,ICON AEROSPACE TECHNOLOGY LTD,2018-05-23,11125.00
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,2018-05-09,11100.00
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,2018-05-16,11087.00
TUBE LINES LTD,GPX ENGINEERING LTD,2018-05-25,11081.85
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-25,11050.70
TRANSPORT TRADING LTD,STUART ROBINSON CONSULTANCY LIMITED,2018-05-25,11050.00
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,2018-05-16,11033.75
DOCKLANDS LIGHT RAILWAY,XANTA LIMITED,2018-05-21,11020.00
RAIL FOR LONDON LIMITED,TURNER & TOWNSEND LLP,2018-05-04,11020.00
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2018-05-16,11000.00
LUL NOMINEE BCV LIMITED,CEMEX UK OPERATIONS LTD,2018-05-16,11000.00
LUL NOMINEE SSL LIMITED,HAD-FAB LIMITED,2018-05-15,10974.37
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2018-05-04,10966.88
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2018-05-25,10965.00
TUBE LINES LTD,M J QUINN INTEGRATED SERVICES,2018-05-09,10961.19
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,2018-05-02,10947.43
LONDON UNDERGROUND LTD,GARDINER & THEOBALD LLP,2018-04-30,10944.00
LUL NOMINEE SSL LIMITED,ENGIE SERVICES LTD,2018-05-21,10926.32
TFL CORPORATE,CH2M HILL UNITED KINGDOM,2018-05-04,10923.75
LUL NOMINEE SSL LIMITED,TIFLEX LTD,2018-05-09,10914.42
LUL NOMINEE SSL LIMITED,DPSS CABLING SERVICES LIMITED,2018-05-25,10905.82
RAIL FOR LONDON LIMITED,LEND LEASE CONSULTING (EMEA) LTD,2018-05-21,10897.00
RAIL FOR LONDON LIMITED,BAKER HICKS LIMITED,2018-05-23,10890.00
LONDON UNDERGROUND LTD,CPC PROJECT SERVICES LLP,2018-05-21,10881.00
LUL NOMINEE SSL LIMITED,SCHAEFFLER (UK) LTD,2018-05-04,10863.60
LUL NOMINEE BCV LIMITED,VOESTALPINE VAE UK LTD,2018-05-14,10860.00
LONDON RIVER SERVICES LTD,PORT OF LONDON AUTHORITY,2018-05-25,10837.50
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,2018-05-18,10832.00
LUL NOMINEE BCV LIMITED,MJ QUINN INTEGRATED SERVICES LTD,2018-05-02,10818.43
LUL NOMINEE SSL LIMITED,PNEUMATROL LTD,2018-05-22,10800.00
TRANSPORT TRADING LTD,ASPIRE,2018-05-10,10800.00
LUL NOMINEE SSL LIMITED,IPS COMMUNICATIONS LTD,2018-04-30,10783.22
LUL NOMINEE SSL LIMITED,1STINRAIL LIMITED,2018-05-11,10741.00
TRANSPORT TRADING LTD,ENGIE SERVICES LTD,2018-05-09,10727.31
LUL NOMINEE SSL LIMITED,ENCOMPASS ENGINEERING SOLUTIONS LTD,2018-05-23,10726.00
TFL CORPORATE,REALWORLDHR LTD.,2018-05-02,10720.00
SURFACE TRANSPORT CORP,MOTT MACDONALD LIMITED,2018-05-25,10688.83
TFL CORPORATE,HAYS SPECIALIST RECRUITMENT LTD,2018-04-30,10683.82
LONDON BUS SERVICES LTD,UNO,2018-05-25,10672.10
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2018-05-02,10668.40
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2018-05-09,10668.40
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2018-05-16,10668.40
LUL NOMINEE SSL LIMITED,BRECKNELL WILLIS & CO LTD,2018-05-23,10668.40
LONDON UNDERGROUND LTD,MJ QUINN INTEGRATED SERVICES LTD,2018-05-23,10657.10
TFL CORPORATE,WAVEMAKER LTD,2018-05-23,10644.44
VICTORIA COACH STATN LTD,OYSTER SALES SERVICE,2018-05-23,10632.84
RAIL FOR LONDON LIMITED,ASHURST LLP,2018-05-25,10615.80
