Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002\5109325772,06 Jun 2018,"4,653.94",
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,Civil Engineering Construction Works,1031\5109338798,15 Jun 2018,"4,638.44",
LONDON UNDERGROUND LTD,PETER BRETT ASSOCIATES LLP,MR Construction Costs,1005\5109330972,06 Jun 2018,"4,633.40",
TRANSPORT TRADING LTD,UESL,Building Maintenance & Repairs,1004\5109340668,20 Jun 2018,"4,632.73",
LONDON RIVER SERVICES LTD,CASTLE WATER LIMITED,Water,1007\1900002203,11 Jun 2018,"4,625.10",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109318843,06 Jun 2018,"4,616.36",
LONDON UNDERGROUND LTD,THE CREWING CO,Photography And Video Design And Production,1005\5109340098,18 Jun 2018,"4,612.00",
TUBE LINES LTD,G-QUEST LIMITED,Maintenance,791349,01 Jun 2018,"4,610.00",
LUL NOMINEE SSL LIMITED,EMERSON CRANE HIRE LTD,Track General Maintenance,1031\5109337542,13 Jun 2018,"4,600.00",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,790805,30 May 2018,"4,599.18",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315667,01 Jun 2018,"4,596.80",
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Professional Engineering Services,1020\5109338816,18 Jun 2018,"4,595.28",
TUBE LINES LTD,LANZ TRANSPORT,Hire Plant & Equipment,793628,15 Jun 2018,"4,592.00",
LONDON UNDERGROUND LTD,THERMIT WELDING (GB) LTD,Maintenance Materials,1005\5109317090,30 May 2018,"4,586.00",
LUL NOMINEE BCV LIMITED,RAIL COOL SERVICES LTD,Equipment Repairs & Maintenance,1033\5109304257,07 Jun 2018,"4,582.98",
LONDON UNDERGROUND LTD,ROBORE CUTS LTD,Traction Current,1005\5109317778,20 Jun 2018,"4,582.60",
LUL NOMINEE BCV LIMITED,ACRES ENGINEERING LTD,Fleet,1033\5109324766,13 Jun 2018,"4,580.00",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109318322,06 Jun 2018,"4,575.20",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315456,01 Jun 2018,"4,575.09",
LONDON BUS SERVICES LTD,ENTERPRISEMOUCHEL LIMITED,Contracted Services - Roads,1006\5109328704,30 May 2018,"4,561.98",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109325891,06 Jun 2018,"4,560.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315390,01 Jun 2018,"4,556.30",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315406,01 Jun 2018,"4,556.30",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319753,11 Jun 2018,"4,556.25",
TRANSPORT TRADING LTD,COMMANDER BUILDING SERVICES LTD,Building Maintenance & Repairs,1004\5109322874,13 Jun 2018,"4,555.00",
LONDON UNDERGROUND LTD,QUILL CONSTRUCTION LIMITED,Building Maintenance & Repairs,1005\5109338601,14 Jun 2018,"4,554.50",
TRANSPORT TRADING LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1004\5109321756,06 Jun 2018,"4,547.74",
LONDON UNDERGROUND LTD,BROOKVEX IMS LTD,Maintenance Materials,1005\5109335878,12 Jun 2018,"4,532.95",
LONDON UNDERGROUND LTD,XRAIL GROUP LTD,Professional Engineering Services,1005\5109332875,06 Jun 2018,"4,532.00",
LONDON UNDERGROUND LTD,XRAIL GROUP LTD,Professional Engineering Services,1005\5109332888,06 Jun 2018,"4,532.00",
TFL CORPORATE,CAUSEWAY TECHNOLOGIES LTD,Software Maintenance,1001\5109341966,19 Jun 2018,"4,531.31",
SURFACE TRANSPORT CORP,SECBE,Management & Support Consultancy,1002\5109327227,20 Jun 2018,"4,526.00",
TUBE LINES LTD,VEOLIA ES (UK),Waste Containers,791829,30 May 2018,"4,523.22",
SURFACE TRANSPORT CORP,BUCHANAN ORDER MANAGEMENT,Computer Hardware,1002\5109333657,15 Jun 2018,"4,522.60",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315240,01 Jun 2018,"4,522.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319573,11 Jun 2018,"4,521.00",
TRANSPORT TRADING LTD,INSTANT OFFICES MANAGED LLP,Commercial Property Rent,1004\1901654190,13 Jun 2018,"4,518.93",
TUBE LINES LTD,SOL DATA LIMITED,Sub-Contractor,793319,08 Jun 2018,"4,515.32",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109320088,11 Jun 2018,"4,507.20",
LONDON UNDERGROUND LTD,MLS RAIL LTD,Computer Hardware,1005\5109327348,29 May 2018,"4,507.03",
TFL CORPORATE,MORSON HUMAN RESOURCES LTD,Agency Staff,1001\5109316060,01 Jun 2018,"4,500.00",
RAIL FOR LONDON LIMITED,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1020\5109315650,01 Jun 2018,"4,500.00",
LONDON TRANSPORT MUSEUM,RHIAN MORRIS,Contractors,1011\5109325088,13 Jun 2018,"4,500.00",
TRANSPORT TRADING LTD,IAN GIBBS FRICS CLIENT A/C,Commercial Property Rent,1004\1901658969,20 Jun 2018,"4,500.00",
LONDON TRANSPORT MUSEUM,TOPTIX (UK) LTD,Computer Hardware,1011\5109338058,21 Jun 2018,"4,500.00",
LONDON UNDERGROUND LTD,GTAS CONSULTING,Professional Engineering Services,1005\5109313453,18 Jun 2018,"4,500.00",
TRANSPORT TRADING LTD,CORPORATE DOCUMENT SERVICES LTD,Printing,1004\5109330215,06 Jun 2018,"4,498.24",
TUBE LINES LTD,PULLMAN RAIL LTD,Materials,792631,01 Jun 2018,"4,494.87",
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SERVICES,Fleet,1031\5109317667,06 Jun 2018,"4,488.00",
TRANSPORT TRADING LTD,LONDON BOROUGH OF ISLINGTON,Rates,1004\1901659493,15 Jun 2018,"4,485.58",
TUBE LINES LTD,PULLMAN RAIL LTD,Materials,792635,01 Jun 2018,"4,485.23",
LONDON UNDERGROUND LTD,HALCROW GROUP LTD,Contractors,1005\5109321707,06 Jun 2018,"4,485.00",
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Agency Staff,1005\5109324166,18 Jun 2018,"4,484.70",
LUL NOMINEE SSL LIMITED,BROOKVEX IMS LTD,Computer Hardware,1031\5109333730,07 Jun 2018,"4,481.03",
LONDON UNDERGROUND LTD,RJC (UK) LTD,MR Construction Costs,1005\5109339181,20 Jun 2018,"4,478.88",
TRANSPORT TRADING LTD,HA MARKS LTD,Building Maintenance & Repairs,1004\5109342279,20 Jun 2018,"4,456.93",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109315853,01 Jun 2018,"4,452.18",
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004\1901659226,31 May 2018,"4,450.00",
RAIL FOR LONDON LIMITED,AECOM LTD,Management & Support Consultancy,1020\5109333798,20 Jun 2018,"4,450.00",
LONDON RIVER SERVICES LTD,CONWAY AECOM LTD,Building Maintenance & Repairs,1007\5109327716,30 May 2018,"4,449.80",
LUL NOMINEE SSL LIMITED,ABACUS LIGHTING LTD,Building Maintenance & Repairs,1031\5109329187,30 May 2018,"4,449.56",
LUL NOMINEE SSL LIMITED,ROBERT WALPOLE & PARTNERS,Track General Maintenance,1031\5109330200,01 Jun 2018,"4,447.25",
LONDON UNDERGROUND LTD,REVITAGLAZE LIMITED,Maintenance Materials,1005\5109343621,22 Jun 2018,"4,445.87",
DIAL A RIDE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1010\5109315713,01 Jun 2018,"4,443.70",
TFL CORPORATE,GUTTERIDGE HASKINS & DAVEY LIMITED,Professional Engineering Services,1001\5109322263,13 Jun 2018,"4,431.72",
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004\1901659209,31 May 2018,"4,425.00",
TUBE LINES LTD,WILLIAM COOK RAIL LTD,Materials,792742,22 Jun 2018,"4,422.00",
TUBE LINES LTD,SCHINDLER LTD,Maintenance,793941,20 Jun 2018,"4,420.73",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109336787,13 Jun 2018,"4,420.26",
TRANSPORT TRADING LTD,CONSOLIDATED INTERIOR SERVICES LTD,Office Accommodation Moves,1004\5109330897,04 Jun 2018,"4,418.00",
TUBE LINES LTD,REO SERVICES LONDON LTD,Materials,793966,22 Jun 2018,"4,417.16",
TUBE LINES LTD,PULLMAN RAIL LTD,Materials,792638,01 Jun 2018,"4,416.59",
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Rates,1004\1901659230,31 May 2018,"4,416.50",
LONDON RIVER SERVICES LTD,CITY CRUISES PLC,Operator Costs,1007\1900002227,21 Jun 2018,"4,412.01",
LONDON UNDERGROUND LTD,TRACKWORK LTD,Maintenance Materials,1005\5109303439,06 Jun 2018,"4,407.50",
TFL CORPORATE,HAY & TAY LIMITED,Planning & Development Consultancy,1001\5109331003,04 Jun 2018,"4,400.20",
TFL CORPORATE,MEDIAEDGE,Radio TV Press Poster Cinema Airtime And Space,1001\5109327218,06 Jun 2018,"4,400.00",
DOCKLANDS LIGHT RAILWAY,TRACK AND BUILD LTD.,Civil Engineering Construction Works,1012\5109330717,13 Jun 2018,"4,400.00",
LT MUSEUM TRADING LTD,KING AND MCGAW LTD,Printing,1024\5109314342,08 Jun 2018,"4,399.69",
LUL NOMINEE SSL LIMITED,TRACKWORK LTD,Track General Maintenance,1031\5109332765,06 Jun 2018,"4,397.28",
TUBE LINES LTD,PABLON TOOLS LTD ,Materials,794160,22 Jun 2018,"4,395.00",
LUL NOMINEE BCV LIMITED,ORTON LIFTS & ESCALATORS,Building Maintenance & Repairs,1033\5109323467,13 Jun 2018,"4,389.00",
DOCKLANDS LIGHT RAILWAY,MACE MACRO LTD,Franchise/Concession Fixed Fee,1012\5109324828,06 Jun 2018,"4,387.60",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203676,06 Jun 2018,"4,385.35",
RAIL FOR LONDON LIMITED,KALLIDUS LIMITED,Staff Training,1020\5109333143,06 Jun 2018,"4,378.13",
RAIL FOR LONDON LIMITED,KALLIDUS LIMITED,Staff Training,1020\5109335859,13 Jun 2018,"4,378.13",
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Track General Maintenance,1033\5109325796,13 Jun 2018,"4,375.25",
TFL CORPORATE,DROPSTEP CONSULTING LTD,Planning & Development Consultancy,1001\5109328932,30 May 2018,"4,375.00",
TFL CORPORATE,DROPSTEP CONSULTING LTD,Planning & Development Consultancy,1001\5109337178,12 Jun 2018,"4,375.00",
LUL NOMINEE SSL LIMITED,GIFFEN GROUP PLC,Civil Engineering Construction Works,1031\5109329728,06 Jun 2018,"4,364.58",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203697,06 Jun 2018,"4,360.77",
LONDON BUS SERVICES LTD,INTEROUTE MANAGED SERVICES UK LTD,Building Maintenance & Repairs,1006\5109313083,04 Jun 2018,"4,360.66",
TUBE LINES LTD,PULLMAN RAIL LTD,Materials,792634,01 Jun 2018,"4,360.37",
LUL NOMINEE BCV LIMITED,ESSPEE FABRICATIONS LTD,Fleet,1033\5109334513,08 Jun 2018,"4,360.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203690,06 Jun 2018,"4,357.71",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319783,11 Jun 2018,"4,355.82",
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900040921,22 Jun 2018,"4,346.18",
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004\5109332836,11 Jun 2018,"4,344.50",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203700,06 Jun 2018,"4,337.35",
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109322696,30 May 2018,"4,334.75",
TRANSPORT TRADING LTD,CORPORATE DOCUMENT SERVICES LTD,Printing,1004\5109329929,06 Jun 2018,"4,332.74",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109325972,18 Jun 2018,"4,332.05",
LUL NOMINEE BCV LIMITED,VOITH TURBO LTD,Fleet,1033\5109325973,18 Jun 2018,"4,332.05",
TUBE LINES LTD,WHITMORE EUROPE LTD,Tools,794013,22 Jun 2018,"4,329.15",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315489,01 Jun 2018,"4,328.50",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203694,06 Jun 2018,"4,328.11",
TFL CORPORATE,DIGITAL REALTY (UK) LTD,Computer Hardware,1001\5109327663,29 May 2018,"4,325.00",
TUBE LINES LTD,VIKING PRECISION ENGINEERS LTD,Materials,792610,30 May 2018,"4,324.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203681,06 Jun 2018,"4,323.59",
RAIL FOR LONDON LIMITED,O2 UK LTD,Telephony Mobile,1020\1900003811,06 Jun 2018,"4,322.45",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203699,06 Jun 2018,"4,322.23",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203685,06 Jun 2018,"4,321.93",
LUL NOMINEE BCV LIMITED,ICEBERG BUILDING SERVICES LTD,Lift Maintenance,1033\5109343244,22 Jun 2018,"4,321.79",
TRANSPORT TRADING LTD,BAXTERSTOREY LTD,Caterers Service Charges,1004\5109330116,07 Jun 2018,"4,321.00",
TFL CORPORATE,DIGITAL REALTY (UK) LTD,Computer Hardware,1001\5109327666,29 May 2018,"4,320.00",
LONDON TRANSPORT MUSEUM,SWABY MUSEUMS & HERITAGE CONSULTING,Planning & Development Consultancy,1011\5109326640,15 Jun 2018,"4,320.00",
TRANSPORT TRADING LTD,CITY OF LONDON CORPORATION,Rates,1004\1901659164,31 May 2018,"4,318.00",
TFL CORPORATE,QA LIMITED,Staff Training,1001\5109326536,20 Jun 2018,"4,316.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203688,06 Jun 2018,"4,311.99",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203687,06 Jun 2018,"4,309.90",
TRANSPORT TRADING LTD,ASPIRE,Planning & Development Consultancy,1004\5109334467,13 Jun 2018,"4,309.11",
VICTORIA COACH STATN LTD,INTERSERVE,Security Services (Guards),1008\5109327121,30 May 2018,"4,307.29",
VICTORIA COACH STATN LTD,INTERSERVE,Security Services (Guards),1008\5109327128,30 May 2018,"4,307.29",
VICTORIA COACH STATN LTD,INTERSERVE,Security Services (Guards),1008\5109327130,30 May 2018,"4,307.29",
VICTORIA COACH STATN LTD,INTERSERVE,Security Services (Guards),1008\5109327144,30 May 2018,"4,307.29",
DIAL A RIDE,O2 UK LTD,Telephony Mobile,1010\1900010615,06 Jun 2018,"4,306.25",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203684,06 Jun 2018,"4,302.86",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203692,06 Jun 2018,"4,302.60",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203691,06 Jun 2018,"4,301.09",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060467,06 Jun 2018,"4,300.00",
TUBE LINES LTD,BRITISH MICA CO HOLDINGS LTD,Maintenance,793805,15 Jun 2018,"4,300.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203693,06 Jun 2018,"4,296.28",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203701,06 Jun 2018,"4,295.44",
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5109333830,11 Jun 2018,"4,293.60",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203680,06 Jun 2018,"4,292.65",
DOCKLANDS LIGHT RAILWAY,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1012\5109319705,11 Jun 2018,"4,292.60",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060472,06 Jun 2018,"4,291.15",
TRANSPORT TRADING LTD,O2 UK LTD,Telephony Mobile,1004\1901659301,06 Jun 2018,"4,289.36",
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5109322653,20 Jun 2018,"4,289.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203677,06 Jun 2018,"4,287.89",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060470,06 Jun 2018,"4,287.24",
TFL CORPORATE,DEEPSTORE LIMITED,Document Archive & Storage,1001\5109334287,08 Jun 2018,"4,284.88",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203696,06 Jun 2018,"4,283.83",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060471,06 Jun 2018,"4,282.35",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203689,06 Jun 2018,"4,281.39",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315317,01 Jun 2018,"4,280.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203682,06 Jun 2018,"4,277.25",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203698,06 Jun 2018,"4,275.62",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109336774,13 Jun 2018,"4,275.30",
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004\1901659143,31 May 2018,"4,275.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315481,01 Jun 2018,"4,270.00",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060468,06 Jun 2018,"4,268.99",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055267,06 Jun 2018,"4,265.25",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315392,01 Jun 2018,"4,259.88",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319621,11 Jun 2018,"4,259.70",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319826,11 Jun 2018,"4,259.70",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203686,06 Jun 2018,"4,255.47",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203695,06 Jun 2018,"4,255.28",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203675,06 Jun 2018,"4,254.05",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203679,06 Jun 2018,"4,253.82",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055264,06 Jun 2018,"4,247.44",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055268,06 Jun 2018,"4,246.21",
LUL NOMINEE BCV LIMITED,CALDERS & GRANDIDGE,Maintenance Materials,1033\5109318607,01 Jun 2018,"4,242.00",
LONDON TRANSPORT MUSEUM,ARTISAN PEOPLE,Agency Staff,1011\5109328975,30 May 2018,"4,241.58",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203674,06 Jun 2018,"4,237.82",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5109326802,20 Jun 2018,"4,236.00",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203683,06 Jun 2018,"4,234.54",
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY LTD,Fleet,1031\5109323278,13 Jun 2018,"4,229.50",
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005\5109313760,30 May 2018,"4,224.30",
TUBE LINES LTD,GGS ENGINEERING (DERBY) LIMITED,Materials,792693,22 Jun 2018,"4,224.00",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109341716,20 Jun 2018,"4,223.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319239,11 Jun 2018,"4,219.11",
TFL CORPORATE,ALLSOP & CO.,Management & Support Consultancy,1001\5109333499,20 Jun 2018,"4,218.75",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055263,06 Jun 2018,"4,217.91",
TFL CORPORATE,MATCHTECH GROUP PLC,Agency Staff,1001\5109324153,18 Jun 2018,"4,217.85",
LUL NOMINEE BCV LIMITED,MJ QUINN INTEGRATED SERVICES LTD,Lift Maintenance,1033\5109337597,13 Jun 2018,"4,215.80",
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Fleet,1031\5109325890,06 Jun 2018,"4,213.35",
TFL CORPORATE,FUSION PEOPLE LIMITED,Agency Staff,1001\5109341653,20 Jun 2018,"4,213.26",
LONDON UNDERGROUND LTD,O2 UK LTD,Telephony Mobile,1005\1900203702,06 Jun 2018,"4,213.15",
RAIL FOR LONDON LIMITED,ATKINS LIMITED,Professional Engineering Services,1020\5109329444,20 Jun 2018,"4,212.00",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055266,06 Jun 2018,"4,211.82",
LONDON BUS SERVICES LTD,O2 UK LTD,Radio Pagers,1006\1900040829,06 Jun 2018,"4,210.35",
TRANSPORT TRADING LTD,BT SERVICE AGILITY,Telephony Fixed,1004\1901658926,06 Jun 2018,"4,210.09",
SURFACE TRANSPORT CORP,O2 UK LTD,Telephony Mobile,1002\1900055262,06 Jun 2018,"4,208.23",
TUBE LINES LTD,SAINT-GOBAIN BLDING DIST LTD,Materials,792071,13 Jun 2018,"4,207.14",
TFL CORPORATE,LINKS SIGNS LTD,Production Artwork And Design For Marketing,1001\5109343448,22 Jun 2018,"4,207.06",
TFL CORPORATE,O2 UK LTD,Telephony Mobile,1001\1900060469,06 Jun 2018,"4,203.97",
LUL NOMINEE SSL LIMITED,SIEMENS MOBILITY,Maintenance of Plant & Equipment,1031\5109326679,01 Jun 2018,"4,202.69",
LONDON TRANSPORT MUSEUM,SPECTRUM DRAMA & THEATRE PROJECTS,Management & Support Consultancy,1011\5109321314,06 Jun 2018,"4,200.00",
LONDON UNDERGROUND LTD,ARMADILLOLED,Heating & Lighting,1005\5109335118,11 Jun 2018,"4,199.88",
TUBE LINES LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicles,790836,30 May 2018,"4,197.82",
LUL NOMINEE BCV LIMITED,MODULAR DISTRIBUTION SYSTEMS,Escalators,1033\5109330340,18 Jun 2018,"4,194.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319684,11 Jun 2018,"4,191.75",
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Planning & Development Consultancy,1020\5109325863,11 Jun 2018,"4,185.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319820,11 Jun 2018,"4,182.75",
TRANSPORT TRADING LTD,ASHURST LLP,Minor Property Expenses / Receipts,1004\1901659377,08 Jun 2018,"4,182.00",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315653,01 Jun 2018,"4,176.59",
LUL NOMINEE SSL LIMITED,MORGANITE ELECTRICAL CARBON LTD,Fleet,1031\5109321719,11 Jun 2018,"4,175.00",
LONDON UNDERGROUND LTD,MATCHTECH GROUP PLC,Agency Staff,1005\5109319938,11 Jun 2018,"4,171.50",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341658,20 Jun 2018,"4,171.50",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319888,11 Jun 2018,"4,169.75",
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004\1901659234,31 May 2018,"4,169.00",
TRANSPORT TRADING LTD,F J CLEVELAND LLP,Legal Fees,1004\5109337506,15 Jun 2018,"4,163.44",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315171,01 Jun 2018,"4,158.99",
PUBLIC CARRIAGE OFFICE,NSL LIMITED,PCO Outsourced Services,1003\5109328912,13 Jun 2018,"4,157.46",
LONDON UNDERGROUND LTD,RJC (UK) LTD,MR Construction Costs,1005\5109337477,13 Jun 2018,"4,157.40",
TUBE LINES LTD,ELECTROHM RESISTORS LTD,Materials,792919,06 Jun 2018,"4,150.00",
LUL NOMINEE SSL LIMITED,TMD FRICTION UK LTD,Fleet,1031\5109339972,18 Jun 2018,"4,138.40",
LUL NOMINEE SSL LIMITED,TMD FRICTION UK LTD,Fleet,1031\5109339991,18 Jun 2018,"4,138.40",
LUL NOMINEE SSL LIMITED,TMD FRICTION UK LTD,Fleet,1031\5109340020,18 Jun 2018,"4,138.40",
TUBE LINES LTD,PERMAQUIP LTD,Materials,793100,22 Jun 2018,"4,125.90",
SURFACE TRANSPORT CORP,CAPITA BUSINESS TRAVEL,Staff Travel (Business Fares),1002\1900055051,06 Jun 2018,"4,117.01",
LONDON BUS SERVICES LTD,CONWAY AECOM LTD,Contracted Services - Roads,1006\5109328977,30 May 2018,"4,116.88",
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1031\5109320602,11 Jun 2018,"4,113.00",
LONDON UNDERGROUND LTD,FUSION PEOPLE LIMITED,Agency Staff,1005\5109341717,20 Jun 2018,"4,109.10",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109319798,11 Jun 2018,"4,100.67",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315510,01 Jun 2018,"4,087.95",
LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1031\5109337029,13 Jun 2018,"4,087.00",
TFL CORPORATE,URS INFRASTRUCTURE & ENVIRONMENT,Planning & Development Consultancy,1001\5109334288,11 Jun 2018,"4,085.00",
SURFACE TRANSPORT CORP,CYCLEHOOP LTD,Street Furniture,1002\5109334538,15 Jun 2018,"4,082.66",
RAIL FOR LONDON LIMITED,SPECIALIST RAIL ENGINEERING SOLUTIONS,Management & Support Consultancy,1020\5109335169,22 Jun 2018,"4,078.89",
TUBE LINES LTD,PULLMAN RAIL LTD,Materials,792637,01 Jun 2018,"4,078.75",
TRANSPORT TRADING LTD,LONDON BOROUGH OF BRENT,Rates,1004\1901659156,31 May 2018,"4,078.00",
TUBE LINES LTD,DATA TECHNIQUES LTD,Subcontractor Labour,792469,13 Jun 2018,"4,075.76",
TFL CORPORATE,HAYS ACCOUNTANCY PERSONNEL,Agency Staff,1001\5109315313,01 Jun 2018,"4,070.00",
