Payment Date,Amount,Organisational Unit
2018-05-30,3819.72,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-31,6179.99,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,6179.98,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1587.24,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-14,92880.08,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-09,3515.00,Economy and Environment (obsolete)-Regeneration
2018-05-04,1000.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,17400.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,17400.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,17400.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,1450.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,4350.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,14500.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,4350.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,3750.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-14,2675.96,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-25,1422.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1299.99,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1299.99,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1299.99,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1114.27,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,112402.00,Children and Young People (obsolete)-Education
2018-05-29,440.92,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,755.81,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,11760.07,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,2233.18,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,7054.31,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,12935.40,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,133.63,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,1222.02,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,396.83,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,5609.80,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,667639.96,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,357.92,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,737.53,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,1724.44,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,3841.58,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,2410.85,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-29,13866.03,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-22,515.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-10,26250.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,12312.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,2399.85,Children and Young People (obsolete)-Childrens Care Services
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,13291.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,13291.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-15,490.00,Economy and Environment (obsolete)-Housing Services
2018-05-15,490.00,Economy and Environment (obsolete)-Housing Services
2018-05-15,686.00,Economy and Environment (obsolete)-Housing Services
2018-05-16,613.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-16,1841.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-18,630.20,Deputy Chief Executive (obsolete)-Human Resources
2018-05-14,3053.49,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,3094.13,Children and Young People (obsolete)-Childrens Care Services
2018-05-22,680.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,380.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,285.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,29486.02,Economy and Environment (obsolete)-Transport Services
2018-05-23,10137.00,Economy and Environment (obsolete)-Transport Services
2018-05-23,2742.50,Economy and Environment (obsolete)-Transport Services
2018-05-24,30798.00,Economy and Environment (obsolete)-Transport Services
2018-05-01,1265.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,22722.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,8285.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,22722.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1265.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,8285.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,855.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,432.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,93559.00,Children and Young People (obsolete)-Education
2018-05-21,77810.00,Children and Young People (obsolete)-Education
2018-05-31,9271.25,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-31,9271.25,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-01,15161.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2152.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,37143.73,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,15278.01,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,46824.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,1000.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,3132.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,623.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-22,623.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,106.92,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,40.32,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,28.32,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,88.20,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,52.32,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,130.20,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,90.80,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,152.46,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,375.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,105.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-02,148.80,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-21,22892.00,Children and Young People (obsolete)-Education
2018-05-31,25000.00,Economy and Environment (obsolete)-Regeneration
2018-05-23,610.00,Economy and Environment (obsolete)-Environmental Services
2018-05-01,2397.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2397.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,3880.00,Economy and Environment (obsolete)-Housing Services
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1323.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-01,25397.95,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,7840.29,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,21523.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,6187.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1053.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-02,810.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-02,1485.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-02,702.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-02,648.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-09,875.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-14,412.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-14,4576.00,Communities & Service Support (obsolete)-Service Development - Client Services
2018-05-21,49110.00,Children and Young People (obsolete)-Education
2018-05-21,70561.00,Children and Young People (obsolete)-Education
2018-05-01,1425.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-14,21964.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-16,3000.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-16,2000.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-03,980.00,Deputy Chief Executive (obsolete)-Executives Management
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,74831.00,Children and Young People (obsolete)-Education
2018-05-04,990.00,Economy and Environment (obsolete)-Environmental Services
2018-05-25,1450.00,Economy and Environment (obsolete)-Environmental Services
2018-05-11,5708.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,16233.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,395.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-01,395.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-15,50.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,720.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-15,636.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-21,27302.00,Children and Young People (obsolete)-Education
2018-05-01,4161.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,720.37,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,832.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,998.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1248.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2114.19,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1387.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,277.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,235.79,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,332.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,416.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,707.73,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1341.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2445.18,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,3240.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2680.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,670.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2946.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,3330.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1505.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1158.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1071.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1071.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,579.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,5792.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2027.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2012.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2828.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,3446.82,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2887.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,3640.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1003.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1767.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1522.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,5833.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,5096.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,5538.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2722.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1621.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2519.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2780.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,862.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1998.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1390.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1158.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,984.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,5792.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2080.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,8629.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,16509.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,4725.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-11,2520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2945.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1341.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2445.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,3240.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,670.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2680.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,3330.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,579.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1158.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1505.92,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2027.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1071.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1071.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,5792.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2012.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,3446.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2887.06,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2828.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,5096.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,5833.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1522.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,5538.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,3640.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1003.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1767.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2722.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2011.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2780.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2519.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1621.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1158.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,984.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,1390.08,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,5792.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2780.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,862.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-31,2080.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,385.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,385.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,385.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,192.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-10,58.50,Deputy Chief Executive (obsolete)-Human Resources
2018-05-01,937.76,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,927.82,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,931.80,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,943.07,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,933.79,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,936.44,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-02,919.20,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,931.13,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,876.75,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,915.22,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,925.83,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,949.04,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,885.37,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,925.16,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,939.75,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,879.40,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,947.71,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,947.05,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,923.84,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,936.44,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,901.29,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,883.38,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,920.52,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,925.83,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,947.05,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,930.47,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,929.14,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,920.52,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-03,931.80,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,941.08,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,936.44,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,925.83,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,871.44,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,934.45,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,935.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,868.79,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,918.53,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-10,929.81,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,951.03,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,960.31,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,884.71,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,923.17,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,935.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,934.45,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,935.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,919.86,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,923.17,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,920.52,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,955.67,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,937.76,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,964.29,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,941.08,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,955.01,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,897.97,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,899.30,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,945.72,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,939.09,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,933.79,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,940.42,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,943.07,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,935.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,908.58,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,933.12,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,956.33,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,949.04,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,920.52,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,925.16,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,901.95,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,941.74,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,931.80,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,948.38,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,939.09,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,933.79,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,885.37,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,945.06,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,964.29,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,960.31,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,916.54,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,978.88,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-16,935.78,Economy and Environment (obsolete)-Highways and Engineering Services
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2164.86,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,601.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2109.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,601.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-21,69362.00,Children and Young People (obsolete)-Education
2018-05-10,594.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,67021.00,Children and Young People (obsolete)-Education
2018-05-24,986.43,Communities & Service Support (obsolete)-Museums & Arts
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,243.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
