Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03838,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03839,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03840,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03841,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03842,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03843,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03844,"-4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03845,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03846,"3,525.00",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03847,"3,240.60",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03848,"3,143.40",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03849,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03850,"2,346.68",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03851,"4,279.24",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03852,"1,380.40",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03853,"4,279.24",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03854,"1,410.00",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03855,"3,642.50",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03856,"1,134.21",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03857,"1,080.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03858,"3,348.62",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03859,"1,047.80",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03860,"3,248.18",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03861,"3,174.92",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03862,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03863,"3,312.96",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03864,"4,141.20",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03865,"2,922.33",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03866,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,30/09/2011,1109-03867,"1,310.01",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,30/09/2011,1109-03868,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,30/09/2011,1109-03869,"1,310.01",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,30/09/2011,1109-03870,"3,023.10",R,Foster Care Associates Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03871,"3,441.00",R,Fostering People Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03872,"3,268.95",R,Fostering People Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03873,"3,268.95",R,Fostering People Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,07/09/2011,1109-03874,573.30,R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03875,917.28,R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03876,"3,554.46",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03877,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03878,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03879,"3,554.46",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03880,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03881,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03882,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03883,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,09/09/2011,1109-03884,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03885,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03886,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03887,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03888,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03889,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03890,"3,376.83",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03891,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03892,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03893,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03894,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03895,"3,377.14",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03896,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03897,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03898,"2,990.26",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,12/09/2011,1109-03899,"3,554.46",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,14/09/2011,1109-03900,868.14,R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03901,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03902,"3,268.20",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03903,"3,268.20",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03904,"3,104.79",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03905,"3,104.79",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03906,"3,267.90",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03907,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03908,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03909,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03910,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03911,"3,268.20",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03912,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03913,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03914,"3,439.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03915,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03916,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03917,"3,268.20",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03918,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,22/09/2011,1109-03919,"2,893.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,23/09/2011,1109-03920,"3,439.80",R,Fostering Solutions Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03921,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03922,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03923,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03924,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03925,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03926,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03927,"2,542.60",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03928,"2,821.72",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03929,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03930,"2,821.68",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03931,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03932,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03933,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03934,"3,390.12",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,01/09/2011,1109-03935,"2,539.56",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,26/09/2011,1109-03936,"2,821.72",R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Independent Fostering Agencies,509,26/09/2011,1109-03937,-847.53,R,Fostering Yorkshire Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03938,"15,925.86",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03939,"36,629.25",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03940,"14,007.38",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03941,"2,668.22",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03942,"20,009.61",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03943,"68,296.20",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03944,"3,335.27",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03945,"2,340.68",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,13/09/2011,1109-03946,"3,042.59",R,Foundation,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,28/09/2011,1109-03947,"10,251.52",R,Four Care Plus I/A,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Provisions - General,231,04/08/2011,1109-03948,828.62,R,Four Square Div,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,23/09/2011,1109-03949,474.50,R,Frances Kearney Bointon,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,23/09/2011,1109-03950,525.00,R,Frances Kearney Bointon,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,23/09/2011,1109-03951,"185,657.97",C,Frank Haslam Milan & Company Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Cleaning,127,23/09/2011,1109-03952,"3,660.00",R,Frank Stubley Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,Cleaning,127,30/09/2011,1109-03953,"1,800.00",R,Frank Stubley Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,General Maintenance,104,15/09/2011,1109-03954,575.00,R,Frank Tucker Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,General Maintenance,104,29/09/2011,1109-03955,"1,320.00",R,Frank Tucker Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West,West - North West,Customer And Tenancy,Premises,General Maintenance,104,29/09/2011,1109-03956,550.00,R,Frank Tucker Ltd,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,28/09/2011,1109-03957,"7,363.28",R,Franklin Homes,,,
