Supplier Name,Item Description,Category Family,Invoice GL Date,Spend
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-03,236832.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-05,217188.23
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-30,199000.00
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-04,198922.75
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-31,181528.80
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,174388.87
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-30,134616.91
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-06,104938.77
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,93812.15
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-04,85705.85
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,70684.52
Colas Rail Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-01-09,67367.39
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-03,66403.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,64910.19
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,63792.02
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-05,62884.04
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,59960.92
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,57864.07
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,54000.00
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,45265.95
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,43985.41
Colas Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-12,42846.62
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-05,42766.36
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-30,40338.95
Colas Rail Ltd,"Costs of leasing, overhauling or improving our rail fleet",Rail Fleet,2017-01-31,35302.23
Colas Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-05,34328.04
Colas Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-12,29668.49
Babcock Rail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-22,1055761.21
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,960000.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,626016.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-31,594184.80
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,514765.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-24,500000.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,393784.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-25,357512.42
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,335570.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,335107.68
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,331625.43
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,298651.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-25,291873.04
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,289689.25
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-23,252183.54
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,244886.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,227215.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,198063.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,186215.28
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-03,178984.01
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,175405.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,168954.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,167943.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-04,159266.33
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,155301.60
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,152454.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,151569.60
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-25,142190.66
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-03,135557.55
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,112925.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-09,105215.31
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-30,100458.87
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-09,99268.41
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,96706.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-25,79995.03
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,77753.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-04,74938.89
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,74528.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,64107.00
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-26,55824.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,40144.86
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,40065.00
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-03,39658.05
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,38734.83
Babcock Rail Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-27,37166.30
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-03,33727.37
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-19,33432.00
Babcock Rail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-04,31813.80
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,30299.12
Babcock Rail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-20,28934.00
Babcock Rail Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-19,26587.31
Babcock Rail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-27,25985.38
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-23,3520046.00
Skanska Construction UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-27,3011447.10
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-05,631647.59
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-27,354008.12
Skanska Construction UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-01-27,284023.84
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,153228.75
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,137826.87
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,70802.14
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,54736.06
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,1713374.69
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,129409.52
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,97057.14
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,70466.00
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,48528.57
Bechtel Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-25,41029.16
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,1389887.72
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,891581.61
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,597018.94
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,502139.80
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-12,450328.30
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,395705.99
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,273209.33
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-04,250000.00
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,238171.68
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,227136.41
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,173946.85
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-09,167842.55
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-17,141927.78
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-13,140162.62
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,135522.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-13,118260.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-03,116851.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,110039.55
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-11,105438.45
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-13,102000.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,101161.70
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,100000.00
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-03,90418.85
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,71700.00
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-03,69350.42
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,66648.68
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,65490.38
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-11,62749.07
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-13,53214.79
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-13,53061.45
Geoffrey Osborne Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,50798.71
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-13,49963.17
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,44491.95
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,44008.11
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,41787.85
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-11,34507.08
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,34369.25
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,33347.74
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-30,32758.02
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,32048.63
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,30540.87
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,28134.74
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,28109.99
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,27677.61
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,26623.21
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,3264005.17
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,1481633.00
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-10,550999.19
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-12,237083.18
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-10,207571.39
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,200000.27
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,158906.11
Story Contracting Ltd,"Procurement of On Track Plant, spare parts and resources to maintain and improve the railway",On Track Plant,2017-01-05,158058.16
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,150999.59
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-05,148965.73
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,144716.00
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,143000.00
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,134935.66
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-10,103641.22
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-05,87332.63
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-10,79621.35
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,75275.12
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,72972.16
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,65527.43
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,53530.00
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-10,42763.22
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,32814.31
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-09,32775.00
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-19,28486.34
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,25000.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-23,618932.48
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,520788.34
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,516238.93
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,455870.49
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-05,452790.00
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-16,381581.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-09,344129.51
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-18,310014.88
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-09,290694.66
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-10,245377.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,201725.64
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-04,198728.51
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-09,185949.11
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,180997.05
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,175359.31
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-05,175358.69
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-09,163334.65
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,159659.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,158355.09
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,143702.89
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-04,143296.79
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-13,139695.90
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-06,138074.16
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-27,115332.88
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-26,99828.80
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,97711.51
BAM Nuttall Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-20,67538.04
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,67115.74
BAM Nuttall Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-12,61366.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-24,50529.67
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,43388.36
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-09,40263.26
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-03,34089.32
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,33200.00
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,26996.81
BAM Nuttall Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-25,26328.72
Buckingham Group Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-06,1246229.39
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,1142306.30
Buckingham Group Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-12,1072168.19
Buckingham Group Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-20,865407.45
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-30,852366.88
Buckingham Group Contracting Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-23,720108.27
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,406307.38
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-20,287507.50
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-05,157307.62
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-31,114146.99
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,98775.00
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,98162.07
Buckingham Group Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-26,78850.19
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-11,76833.52
Buckingham Group Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-30,32552.60
Office of Rail and Road,"Charges, payments and penalties paid in the operation of the railway",Regulatory Charges,2017-01-19,3807798.56
Office of Rail and Road,The acquisition of land and property,Land & Property Acquisitions (incl. Business Consultancy),2017-01-16,3198957.46
National Grid Electricity Transmission plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,2398976.50
National Grid Electricity Transmission plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,1476597.00
National Grid Electricity Transmission plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,1047735.22
National Grid Electricity Transmission plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-11,892346.00
National Grid Electricity Transmission plc,Procurement of utilities to operate the railway,Utilities,2017-01-19,435623.35
National Grid Electricity Transmission plc,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-03,32880.00
National Grid Electricity Transmission plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-05,28000.00
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-06,2817196.95
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-13,2568476.99
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-20,916924.90
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-20,184963.73
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-04,151567.45
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-01-13,87735.68
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-25,2340407.96
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,1081809.59
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-19,716464.02
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-25,394827.99
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,394550.90
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,325558.90
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,292228.95
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,276715.86
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-11,139400.00
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-09,110190.24
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-21,109103.54
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-24,102447.32
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,99262.81
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-10,84196.24
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-01-21,55878.96
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-19,34660.00
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-24,34432.65
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-31,33694.45
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-01-23,31481.75
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-23,29587.50
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-04,26666.36
Capita Business Services Ltd,Costs of recruitment services to recruit the right people into Network Rail,Recruitment Services,2017-01-16,6608500.06
VolkerRail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-30,2796708.66
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-04,759135.62
VolkerRail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-09,565742.31
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-27,535004.34
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-03,384208.00
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-23,330335.70
VolkerRail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-27,318383.14
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-24,254697.70
VolkerRail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-24,106743.22
VolkerRail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-03,64633.41
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-27,57083.21
VolkerRail Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-01-19,54462.06
VolkerRail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-01-31,52144.47
VolkerRail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-27,48581.37
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-01-20,35744.17
VolkerRail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-01-24,26176.73
Skanska BAM Northern Hub Joint Venture,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-01-26,6317797.01
