Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Supplier ID,Comp. reg. no,Charity Number,VCSE Grant,Payment Date,TransNo,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,224,1531.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,226,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,221,1422.72,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,101,1849.37,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,37,1057.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,46,574.50,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,52,1536.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,172,884.35,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,175,935.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,180,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,181,1552.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,190,1280.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,192,935.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,202,935.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,298,1260.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,16,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,20,1100.93,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,23,1533.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,25,1810.41,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,289,1260.85,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,291,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,292,934.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,295,1260.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,68,1776.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,66,1533.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,52,2279.82,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,58,1538.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,61,1182.93,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,62,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,73,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,75,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,120,646.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,104,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,109,1533.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,112,1849.37,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,101,884.40,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,122,1280.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,39,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,40,1776.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,41,1261.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,187,1066.21,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,98,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,47,1793.17,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,49,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,169,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,170,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,87,1436.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,151,646.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,154,1373.13,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,157,935.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,162,1005.30,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,164,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,184,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,139,758.01,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,143,1533.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,144,3439.27,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,125,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,127,1776.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,9,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,15,2063.56,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,112,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,113,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,117,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,119,1436.25,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,120,1776.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,85,1538.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,305,1533.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,32,1536.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,34,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,35,1776.04,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-20,170516,37,842.60,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,103,1182.93,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2019-02-13,170515,105,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,125,1730.12,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,126,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,128,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,130,935.92,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,107,663.78,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,109,949.68,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,111,1417.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,113,1415.51,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,118,1260.89,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,90,1691.60,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,91,1691.60,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,93,758.85,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,95,934.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,55,1536.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,103,1641.17,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2019-03-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-12-26,170508,58,2042.29,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
