Organisation Name,Organisation Code,Effective Date,Service,Bvacopse,Bvacopse(T),Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,TT,Contract
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161522,208,2022-01-17,110.89,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161554,334,2022-03-31,7.35,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161554,334,2022-03-31,11.02,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161554,334,2022-03-31,14.69,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161554,334,2022-03-31,18.37,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161554,334,2022-03-31,22.04,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 5885,Equipment,Revenue,161522,179,2022-01-17,0.82,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 5885,Equipment,Revenue,161522,179,2022-01-17,1.22,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 5885,Equipment,Revenue,161522,179,2022-01-17,1.63,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,ASDA STORES 5885,Equipment,Revenue,161522,179,2022-01-17,2.04,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 5885,Equipment,Revenue,161522,179,2022-01-17,2.45,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B & Q 1341,Equipment,Revenue,161551,355,2022-03-28,20.73,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B & Q 1341,Equipment,Revenue,161551,355,2022-03-28,31.10,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B & Q 1341,Equipment,Revenue,161551,355,2022-03-28,41.47,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,B & Q 1341,Equipment,Revenue,161551,355,2022-03-28,51.84,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B & Q 1341,Equipment,Revenue,161551,355,2022-03-28,62.20,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 315 - AN SELBY,Equipment,Revenue,161554,401,2022-03-31,20.20,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 315 - AN SELBY,Equipment,Revenue,161554,401,2022-03-31,30.30,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 315 - AN SELBY,Equipment,Revenue,161554,401,2022-03-31,40.40,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,B&M 315 - AN SELBY,Equipment,Revenue,161554,401,2022-03-31,50.50,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 315 - AN SELBY,Equipment,Revenue,161554,401,2022-03-31,60.60,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,EXPRESS FLOORING STORE,Equipment,Revenue,161551,222,2022-03-28,12.50,Nil,FLOOR COVERING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,EXPRESS FLOORING STORE,Equipment,Revenue,161551,222,2022-03-28,18.75,Nil,FLOOR COVERING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,EXPRESS FLOORING STORE,Equipment,Revenue,161551,222,2022-03-28,25.00,Nil,FLOOR COVERING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,EXPRESS FLOORING STORE,Equipment,Revenue,161551,222,2022-03-28,31.25,Nil,FLOOR COVERING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,EXPRESS FLOORING STORE,Equipment,Revenue,161551,222,2022-03-28,37.50,Nil,FLOOR COVERING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOLMFIELDS PLANT CENTR,Equipment,Revenue,161551,223,2022-03-28,16.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOLMFIELDS PLANT CENTR,Equipment,Revenue,161551,223,2022-03-28,24.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOLMFIELDS PLANT CENTR,Equipment,Revenue,161551,223,2022-03-28,32.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,HOLMFIELDS PLANT CENTR,Equipment,Revenue,161551,223,2022-03-28,40.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOLMFIELDS PLANT CENTR,Equipment,Revenue,161551,223,2022-03-28,48.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS,Equipment,Revenue,161522,178,2022-01-17,6.11,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS,Equipment,Revenue,161522,178,2022-01-17,9.16,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS,Equipment,Revenue,161522,178,2022-01-17,12.22,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,HOME BARGAINS,Equipment,Revenue,161522,178,2022-01-17,15.27,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS,Equipment,Revenue,161522,178,2022-01-17,18.33,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5740,Equipment,Revenue,161551,300,2022-03-28,2.45,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5740,Equipment,Revenue,161551,300,2022-03-28,3.68,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5740,Equipment,Revenue,161551,300,2022-03-28,4.91,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,TESCO STORES 5740,Equipment,Revenue,161551,300,2022-03-28,6.13,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TESCO STORES 5740,Equipment,Revenue,161551,300,2022-03-28,7.36,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,WICKES PONTEFRACT,Equipment,Revenue,161538,528,2022-02-21,2.50,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMktplace,Equipment,Revenue,161538,529,2022-02-21,22.63,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMktplace,Equipment,Revenue,161538,846,2022-02-21,83.33,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,CID PRODUCTS MOTO,Equipment,Revenue,161538,1216,2022-02-21,588.00,Nil,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,MUSIC STORE profession,Equipment,Revenue,161538,1300,2022-02-21,490.83,Nil,"MUSIC STORES-INSTRUMENTS, PIANOS, SHEET MUSIC",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161538,1319,2022-02-21,34.82,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMktplace,Equipment,Revenue,161538,1530,2022-02-21,21.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMktplace,Equipment,Revenue,161552,276,2022-03-29,20.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,AMZNMktplace,Equipment,Revenue,161552,281,2022-03-29,26.58,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,SWIMTAG,Equipment,Revenue,161552,337,2022-03-29,1175.00,Nil,COMPUTER SOFTWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,T J MORRIS LTD,Equipment,Revenue,161552,352,2022-03-29,3.32,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,REGENCULT,L,Cultural and Related Services,Amazon.co.uk 2L05H42M4,Equipment,Revenue,161552,354,2022-03-29,24.32,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk HL5J13I95,Equipment,Revenue,161541,52,2022-03-03,56.65,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZ Tuparka Direct,Equipment,Revenue,161552,353,2022-03-29,-5.82,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Equipment,Revenue,161552,49,2022-03-29,39.46,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Equipment,Revenue,161531,51,2022-01-31,6.93,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Equipment,Revenue,161531,2,2022-01-31,39.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMktplace,Equipment,Revenue,161531,41,2022-01-31,48.35,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AMZNMKTPLACE AMAZON.CO,Equipment,Revenue,161541,37,2022-03-03,60.45,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161552,39,2022-03-29,34.96,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161531,5,2022-01-31,50.79,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161531,44,2022-01-31,69.96,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161531,11,2022-01-31,272.94,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA STORES 4540,Equipment,Revenue,161531,54,2022-01-31,6.67,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,JACKS WKFLD 4720,Equipment,Revenue,161541,25,2022-03-03,22.40,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PAYPAL  BAKER ROSS,Equipment,Revenue,161531,64,2022-01-31,31.50,Nil,"GAME, TOY, AND HOBBY SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,THE RANGE,Equipment,Revenue,161531,45,2022-01-31,21.65,Nil,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,THE RANGE,Equipment,Revenue,161531,43,2022-01-31,36.11,Nil,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Argos Wakefield Marsh,Equipment,Revenue,161533,199,2022-02-07,145.00,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,AS WAKEFIELD LTD,Equipment,Revenue,161533,210,2022-02-07,62.75,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,ASDA SUPERSTORE,Equipment,Revenue,161535,58,2022-02-10,39.40,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 046 - NORMANTON,Equipment,Revenue,161555,273,2022-04-04,-17.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 046 - NORMANTON,Equipment,Revenue,161555,24,2022-04-04,19.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 067 - FEATHERSTONE,Equipment,Revenue,161555,485,2022-04-04,1.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161533,183,2022-02-07,8.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161533,184,2022-02-07,13.49,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161533,208,2022-02-07,43.16,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161533,33,2022-02-07,47.15,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161535,59,2022-02-10,2.29,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161546,735,2022-03-15,18.46,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,B&M 462 - HS WAKEFIELD,Equipment,Revenue,161546,1049,2022-03-15,38.42,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,DUNELM LTD,Equipment,Revenue,161533,188,2022-02-07,30.00,Nil,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Equipment,Revenue,161555,1305,2022-04-04,6.66,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Equipment,Revenue,161533,32,2022-02-07,1.07,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Equipment,Revenue,161533,182,2022-02-07,4.97,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Equipment,Revenue,161535,14,2022-02-10,10.06,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,HOME BARGAINS WAKEFIEL,Equipment,Revenue,161535,68,2022-02-10,21.65,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,LIDL GB  NORMANTON,Equipment,Revenue,161535,174,2022-02-10,17.44,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,LIDL GB  NORMANTON,Equipment,Revenue,161546,1055,2022-03-15,11.99,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,PP STEVENSIMPS,Equipment,Revenue,161532,3,2022-02-03,10.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS S/MKT I,Equipment,Revenue,161535,35,2022-02-10,6.65,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,SAINSBURYS SUPERMA,Equipment,Revenue,161535,142,2022-02-10,14.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,THE RANGE,Equipment,Revenue,161533,42,2022-02-07,6.99,Nil,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,THE RANGE,Equipment,Revenue,161535,27,2022-02-10,16.49,Nil,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TIMPSON LTD,Equipment,Revenue,161555,486,2022-04-04,12.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,TIMPSON LTD,Equipment,Revenue,161535,57,2022-02-10,20.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,WAKEFIELD MDC INT,Equipment,Revenue,161546,7,2022-03-15,21.65,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,WILKO RETAIL LIMITED,Equipment,Revenue,161555,138,2022-04-04,30.00,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,WILKO RETAIL LIMITED,Equipment,Revenue,161535,70,2022-02-10,39.58,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,AMZN Digital FF56L1XZ5,Equipment,Revenue,161519,120,2022-01-11,0.99,Nil,RECORD SHOPS,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,AMZNMktplace,Equipment,Revenue,161547,44,2022-03-21,35.81,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,AMZNMktplace,Equipment,Revenue,161547,16,2022-03-21,41.62,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,COMMU,M,Environmental and Regulatory Services,MULTI POINT LOCKS,Equipment,Revenue,161547,1740,2022-03-21,12.50,Nil,HARDWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,389,2022-03-29,1.29,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,388,2022-03-29,1.55,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,389,2022-03-29,1.94,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,390,2022-03-29,1.97,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,388,2022-03-29,2.32,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,389,2022-03-29,2.59,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,390,2022-03-29,2.95,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,388,2022-03-29,3.10,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,389,2022-03-29,3.24,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,P,Public Health,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,388,2022-03-29,3.87,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,389,2022-03-29,3.88,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,390,2022-03-29,3.94,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2022-03-31,CHILDYOU,4,Children's and Education Services,Amazon.co.uk 218U409F4,Equipment,Revenue,161552,388,2022-03-29,4.65,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
