Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose Of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161375,42,2020-12-18,58.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,UK OPTICS,Equipment,Revenue,161352,102,2020-11-04,58.75,Nil,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161352,140,2020-11-04,59.01,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161338,105,2020-10-05,59.40,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161338,316,2020-10-05,59.50,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161355,265,2020-11-12,59.87,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161354,55,2020-11-11,59.88,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,W M MORRISONS,Equipment,Revenue,161339,550,2020-10-07,59.96,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CURRYS,Equipment,Revenue,161354,320,2020-11-11,59.99,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161346,58,2020-10-21,60.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,THE APS GROUP,Equipment,Revenue,161368,15,2020-12-04,60.00,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161352,141,2020-11-04,60.84,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161363,88,2020-11-26,61.69,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,AMAZON,Equipment,Revenue,161347,377,2020-10-23,61.80,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,BAKER ROSS,Equipment,Revenue,161345,120,2020-10-19,61.83,Nil,"ARTIST SUPPLY STORES, CRAFT SHOPS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,ZAVVI.COM,Equipment,Revenue,161354,239,2020-11-11,61.96,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161361,102,2020-11-24,61.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161361,104,2020-11-24,61.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161375,41,2020-12-18,62.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161358,28,2020-11-18,62.45,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161339,104,2020-10-07,62.47,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,HALFORDS,Equipment,Revenue,161350,68,2020-10-30,62.50,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & Q,Equipment,Revenue,161367,244,2020-12-03,63.00,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,SCREWFIX LTD,Equipment,Revenue,161338,326,2020-10-05,63.30,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161354,284,2020-11-11,63.72,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Equipment,Revenue,161338,161,2020-10-05,63.96,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Equipment,Revenue,161359,94,2020-11-20,64.06,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,REALLY USEFUL PRODUCTS LTD,Equipment,Revenue,161350,35,2020-10-30,64.27,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,WESTGUARD MEDIKIT,Equipment,Revenue,161338,641,2020-10-05,64.30,Nil,ELECTRICAL PARTS AND EQUIPMENT,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,SCREWFIX LTD,Equipment,Revenue,161351,134,2020-11-03,64.54,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161354,331,2020-11-11,64.97,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,THE FLOOD COMPANY LIMITED,Equipment,Revenue,161374,33,2020-12-17,65.00,Nil,PLUMBING AND HEATING EQUIPMENT,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161342,110,2020-10-14,65.83,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CALIBRE AUDIO,Equipment,Revenue,161343,46,2020-10-15,66.00,Nil,COMPUTER SOFTWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ALDI,Equipment,Revenue,161364,324,2020-11-27,66.66,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Equipment,Revenue,161368,133,2020-12-04,66.66,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,B & M RETAIL LTD,Equipment,Revenue,161366,29,2020-12-02,66.67,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,PETS AT HOME LTD,Equipment,Revenue,161347,178,2020-10-23,67.50,Nil,PET SHOPS - PET FOODS AND SUPPLIES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,BUILDBASE,Equipment,Revenue,161378,18,2020-12-24,67.59,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,AMAZON,Equipment,Revenue,161345,136,2020-10-19,67.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,1,Central Services,AMAZON,Equipment,Revenue,161373,27,2020-12-16,68.22,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161352,96,2020-11-04,68.82,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Equipment,Revenue,161359,66,2020-11-20,68.97,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ASDA STORES LTD,Equipment,Revenue,161355,91,2020-11-12,69.00,Nil,"GROCERY STORES, SUPERMARKETS",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,B & Q,Equipment,Revenue,161347,179,2020-10-23,69.52,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,1,Central Services,ARGOS LTD,Equipment,Revenue,161367,3,2020-12-03,69.95,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161339,492,2020-10-07,69.98,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,SPRING GREEN NURSERIES,Equipment,Revenue,161341,105,2020-10-13,70.00,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,TIMPSON LTD,Equipment,Revenue,161369,388,2020-12-09,70.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,AMAZON,Equipment,Revenue,161345,137,2020-10-19,70.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161365,352,2020-12-01,71.91,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Equipment,Revenue,161371,23,2020-12-14,72.87,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161339,435,2020-10-07,72.92,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,B & M RETAIL LTD,Equipment,Revenue,161354,186,2020-11-11,72.94,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,SCREWFIX LTD,Equipment,Revenue,161338,186,2020-10-05,72.97,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,ORBITAL FASTENERS LTD,Equipment,Revenue,161340,399,2020-10-09,73.15,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,ARCO LTD,Equipment,Revenue,161366,67,2020-12-02,73.82,Nil,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,BUSINESS,1,Central Services,THE PICTURE BOX,Equipment,Revenue,161346,258,2020-10-21,74.00,Nil,ART DEALERS AND GALLERIES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161339,369,2020-10-07,74.17,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,WILKO RETAIL LIMITED,Equipment,Revenue,161350,62,2020-10-30,75.50,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Equipment,Revenue,161350,12,2020-10-30,76.08,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Equipment,Revenue,161374,211,2020-12-17,76.63,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,P,Public Health,AMAZON,Equipment,Revenue,161358,162,2020-11-18,76.68,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Equipment,Revenue,161371,28,2020-12-14,76.80,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161373,29,2020-12-16,77.03,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161339,497,2020-10-07,78.29,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,WYBONE,Equipment,Revenue,161355,67,2020-11-12,78.58,Nil,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,DAATAA LIMITED,Equipment,Revenue,161354,365,2020-11-11,79.00,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,REGIONAL PAINTS,Equipment,Revenue,161338,30,2020-10-05,79.30,Nil,"GLASS, PAINT, WALLPAPER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,CURRYS,Equipment,Revenue,161353,185,2020-11-06,79.98,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,ORBITAL FASTENERS LTD,Equipment,Revenue,161347,331,2020-10-23,80.01,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161352,106,2020-11-04,80.21,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,B & M RETAIL LTD,Equipment,Revenue,161359,138,2020-11-20,81.22,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Equipment,Revenue,161363,23,2020-11-26,82.50,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161370,231,2020-12-11,83.18,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,SCREWFIX LTD,Equipment,Revenue,161366,109,2020-12-02,83.32,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,REALLY USEFUL PRODUCTS LTD,Equipment,Revenue,161363,27,2020-11-26,83.71,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,B & Q,Equipment,Revenue,161338,609,2020-10-05,84.13,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,HALFORDS,Equipment,Revenue,161347,47,2020-10-23,86.25,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161373,220,2020-12-16,89.99,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161347,2,2020-10-23,90.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161362,103,2020-11-25,90.28,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161349,180,2020-10-28,90.41,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,BOOKER LIMITED,Equipment,Revenue,161363,70,2020-11-26,90.93,Nil,CATERERS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,SPRING GREEN NURSERIES,Equipment,Revenue,161365,221,2020-12-01,91.67,Nil,LAWN AND GARDEN SUPPLY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,REALLY USEFUL PRODUCTS LTD,Equipment,Revenue,161363,33,2020-11-26,92.72,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,AMAZON,Equipment,Revenue,161356,17,2020-11-13,93.20,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,STAPLES,Equipment,Revenue,161353,234,2020-11-06,94.44,Nil,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161342,102,2020-10-14,94.45,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,N,Planning Services,AMAZON,Equipment,Revenue,161345,142,2020-10-19,95.50,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,6,Housing Services,AMAZON,Equipment,Revenue,161341,11,2020-10-13,96.98,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161338,157,2020-10-05,98.10,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161343,5,2020-10-15,98.28,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161342,108,2020-10-14,99.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,AMAZON,Equipment,Revenue,161368,125,2020-12-04,99.67,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,AMAZON,Equipment,Revenue,161352,62,2020-11-04,99.95,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,HIGHSTREET VOUCHERS,Equipment,Revenue,161352,236,2020-11-04,100.00,Nil,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,NISBETS.COM,Equipment,Revenue,161366,113,2020-12-02,100.00,Nil,DIRECT MARKETING-CATALOG MERCHANTS,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,4,Children's and Education Services,DISPLAYSENSE LTD,Equipment,Revenue,161341,65,2020-10-13,102.50,Nil,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,COBRA PROTECT,Equipment,Revenue,161338,142,2020-10-05,103.00,Nil,COMPUTER SOFTWARE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,BOX LIMITED,Equipment,Revenue,161355,335,2020-11-12,104.14,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,BOX LIMITED,Equipment,Revenue,161355,144,2020-11-12,104.14,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,BOX LIMITED,Equipment,Revenue,161355,277,2020-11-12,104.14,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,HALFORDS,Equipment,Revenue,161338,199,2020-10-05,104.17,Nil,BICYCLE SHOPS-SALES AND SERVICE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,COMPLETE CARE SHOP,Equipment,Revenue,161365,248,2020-12-01,104.90,Nil,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,GOMPELS HEALTHCARE LTD,Equipment,Revenue,161343,17,2020-10-15,105.00,Nil,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,161352,95,2020-11-04,108.33,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & Q,Equipment,Revenue,161338,171,2020-10-05,110.16,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,B & M RETAIL LTD,Equipment,Revenue,161354,306,2020-11-11,111.67,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,B & Q,Equipment,Revenue,161339,345,2020-10-07,112.07,Nil,HOME SUPPLY WAREHOUSE STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,BOX LIMITED,Equipment,Revenue,161355,111,2020-11-12,112.43,Nil,ELECTRONIC SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,STATIONERY UK,Equipment,Revenue,161338,173,2020-10-05,113.84,Nil,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,BIRMINGHAM TELECOMMUNICATIONS LIMITED,Equipment,Revenue,161338,4,2020-10-05,113.97,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,BIRMINGHAM TELECOMMUNICATIONS LIMITED,Equipment,Revenue,161338,5,2020-10-05,113.97,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,POUNDSTRETCHER,Equipment,Revenue,161354,110,2020-11-11,114.46,Nil,VARIETY STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,ADULTS,7,Adult Social Care,TOOLSTATION LTD,Equipment,Revenue,161350,83,2020-10-30,116.57,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,CHILDYOU,4,Children's and Education Services,ARGOS LTD,Equipment,Revenue,161339,314,2020-10-07,116.63,Nil,DISCOUNT STORES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,A,Net (Surplus) / Deficit of Trading Operations,SCREWFIX LTD,Equipment,Revenue,161350,10,2020-10-30,116.66,Nil,"BUILDING MATERIALS, LUMBER STORES",GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,M,Environmental and Regulatory Services,CARPHONE WAREHOUSE,Equipment,Revenue,161347,10,2020-10-23,116.66,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not yet available
Wakefield WMDC,E08000036,2020-12-31,COMMU,5,Highways & Transport Services,AMAZON,Equipment,Revenue,161371,45,2020-12-14,116.80,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not yet available
