Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
2015-11-09,1143436,1205.64,ST ANNES RESIDENTIAL CARE HOME,358733,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-11-09,1143437,1379.98,Redacted Personal Data,358557,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-11-09,1143441,442.68,Redacted Personal Data,375753,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-11-09,1143442,282.79,Redacted Personal Data,356537,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-11-09,1143442,316.00,Redacted Personal Data,356537,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-11-09,1143446,408.00,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Balance Sheet,Balance Sheet,Balance Sheet,Balance Sheet,Capital,00.NON INFLUENCIBLE
2015-11-09,1143448,299.74,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Balance Sheet,Balance Sheet,Balance Sheet,Balance Sheet,Capital,00.NON INFLUENCIBLE
2015-11-09,1143453,618.03,DEBTORS VENDOR (ANITE),299989,Capital,General Fund,N/A,Balance Sheet,Balance Sheet,Balance Sheet,Balance Sheet,Capital,00.NON INFLUENCIBLE
2015-11-09,1143456,816.50,ST JOSEPHS RC PRIMARY SCHOOL,300282,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,00.NT SCHOOLS
2015-11-09,1143457,3540.00,MONKSEATON COMMUNITY HIGH SCHOOL,107561,Capital,Capital,Capital,Supplies and Services,504,Equipment,5023,Capital,00.NT SCHOOLS
2015-11-09,1143463,4900.00,GENERAL BACS PAYMENTS - BSS ONLY,381148,Capital,Capital,Capital,Capital Expenditure,Capital,Capital Expenditure,Capital,Capital,00.NON INFLUENCIBLE
2015-11-09,1143465,697.48,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143469,364.00,CHRIS SHIELDS,392235,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,18.FEES
2015-11-09,1143479,436.00,JPM AUTO BODIES LTD,392069,"Environment, Leisure & Housing",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-11-09,1143480,533.00,Redacted Personal Data,382148,"Environment, Leisure & Housing",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2015-11-09,1143481,3250.00,MR RICHARD BENNETT,391830,"Environment, Leisure & Housing",Capital,Capital,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,16.LEGAL SERVICES
2015-11-09,1143485,750.00,BALFOUR BEATTY WORKPLACE LIMITED,389026,Chief Executive Office,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,HR PROFESS
2015-11-09,1143486,1944.00,COSTAR UK LIMITED,382598,Commissioning & Investment,Planning Services,110,Income,509,Customer and Client Receipts,5064,Revenue,18.SUBSCRIPTIONS
2015-11-09,1143487,302.00,Redacted Personal Data,387248,"Environment, Leisure & Housing",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2015-11-09,1143491,659.40,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,261.68,DE POEL MANAGED SERVICES LIMITED,391542,Law & Governance,Central Services,102,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,322.92,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,326.34,DE POEL MANAGED SERVICES LIMITED,391542,"Environment, Leisure & Housing",Cultural & Related Services,104,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,326.34,DE POEL MANAGED SERVICES LIMITED,391542,"Environment, Leisure & Housing",Cultural & Related Services,104,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,410.90,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,429.19,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,435.24,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,437.71,DE POEL MANAGED SERVICES LIMITED,391542,Law & Governance,Central Services,102,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,440.67,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,440.67,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,448.39,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,510.60,DE POEL MANAGED SERVICES LIMITED,391542,Commissioning & Investment,Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,515.97,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,659.40,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,659.40,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,659.40,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,659.40,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,905.62,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,905.62,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,905.62,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,911.62,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,981.05,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,981.05,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1037.11,DE POEL MANAGED SERVICES LIMITED,391542,"Health, Education, Care and Safeguarding",Adult Social Care,101,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1037.11,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1149.22,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1149.22,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1219.89,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1219.89,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1263.21,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143491,1470.38,DE POEL MANAGED SERVICES LIMITED,391542,"Children, Young People & Learning",Children's & Education Services,103,Employees,501,Direct Employee Expenses,5001,Revenue,16.AGENCY WORKER
2015-11-09,1143493,432.00,JOSHUA BEAN,391497,"Environment, Leisure & Housing",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143500,997.50,BUS & TRUCK PARTS (NE) LTD,392837,"Environment, Leisure & Housing",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-11-09,1143500,1125.00,BUS & TRUCK PARTS (NE) LTD,392837,"Environment, Leisure & Housing",Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,28.VEHICLE PARTS
2015-11-09,1143502,504202.53,LAND & WATER SERVICES LTD,392811,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,04.REFUSE DISPOSAL
2015-11-09,1143511,88276.79,LITTLE ELECTRICAL ENGINEERS,392711,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,ENVIRO EQUIP
2015-11-09,1143520,50.98,Redacted Personal Data,392511,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,00.NON INFLUENCIBLE
2015-11-09,1143520,140.98,Redacted Personal Data,392511,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,00.NON INFLUENCIBLE
2015-11-09,1143520,152.20,Redacted Personal Data,392511,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,00.NON INFLUENCIBLE
2015-11-09,1143520,286.69,Redacted Personal Data,392511,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,00.NON INFLUENCIBLE
2015-11-09,1143521,1078.52,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143521,1078.52,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143521,1226.48,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143521,1266.48,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143521,1442.56,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143521,2122.00,UNITED RESPONSE,330350,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-11-09,1143522,1500.00,LEE BROWN 392488,392488,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,18.CONFERENCING
2015-11-09,1143523,11.60,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,11.60,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,11.60,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,14.00,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,16.50,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,21.00,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,21.00,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,27.00,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,27.00,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,34.80,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143523,34.80,BY THE SHED,392474,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143525,91.00,NEOPOST FINANCE LIMITED,370292,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,18.POSTAGE
2015-11-09,1143525,235.61,NEOPOST FINANCE LIMITED,370292,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,18.POSTAGE
2015-11-09,1143527,459.80,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143529,544.23,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143530,1156.48,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143531,360.00,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143534,412.87,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143535,377.51,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143536,538.86,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143537,383.76,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143542,751.82,HOMECARE REFUNDS - BSS ONLY,384082,Housing Revenue Account,Housing Revenue Account,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,00.HOUSING REFUNDS
2015-11-09,1143544,583.95,DENBIGH COMMUNITY PRIMARY SCHOOL,276823,Central Items,Holding A/C,N/A,Control Accounts,N/A,Control Accounts,N/A,Revenue,00.NT SCHOOLS
2015-11-09,1143545,1397.74,COLLINGWOOD PRIMARY SCHOOL,276821,Central Items,Holding A/C,N/A,Control Accounts,N/A,Control Accounts,N/A,Revenue,00.NT SCHOOLS
2015-11-09,1143549,23441.63,Redacted Personal Data,393005,"Health, Education, Care and Safeguarding",Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INDIVIDUAL
2015-11-09,1143551,520.00,MANDY BENNETT,392969,"Environment, Leisure & Housing",Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143552,2700.00,VISION TECHNIQUES (UK) LTD,336467,"Environment, Leisure & Housing",Unallocated,N/A,Supplies and Services,504,Equipment,5023,Revenue,FLEET MGMT
2015-11-09,1143553,761.30,PRINT+DATA SOURCE LIMITED,340706,Chief Executive Office,Central Services,102,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,20.PRINTING
2015-11-09,1143560,364.00,PARK FARM CATERING CO LTD,388205,"Children, Young People & Learning",Children's & Education Services,103,Excluded from General Fund,N/A,Housing Repairs,N/A,Revenue,03.GROCERIES & PROVISIONS
2015-11-09,1143564,4350.00,PANORAMIC ASSOCIATES,392317,Public Health,Public Health,112,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,PUB HEALTH.PUBLIC HEALTH
2015-11-09,1143565,200.00,DUNSTON SILVER BAND,392302,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143565,250.00,DUNSTON SILVER BAND,392302,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,16.EVENTS & PROMOTIONS
2015-11-09,1143572,32.39,JMP FOODSERVICE,355629,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-11-09,1143572,218.45,JMP FOODSERVICE,355629,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,03.GROCERIES & PROVISIONS
2015-11-09,1143582,285.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,330.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,390.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,500.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,690.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,760.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143582,760.00,CITY & GUILDS,309746,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,18.CONFERENCING
2015-11-09,1143583,263.44,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,298.74,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,329.52,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,374.79,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,377.50,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,393.80,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,393.80,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,393.80,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,393.80,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,412.81,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143583,426.42,NORTH TYNESIDE COUNCIL,102767,Housing Revenue Account,Housing Revenue Account,N/A,Premises-Related Expenditure,502,Rates,5008,Revenue,00.PUBLIC SECTOR
2015-11-09,1143586,0.00,Redacted Personal Data,333622,"Children, Young People & Learning",Children's & Education Services,103,Transport,503,Contract Hire and Operating Leases,5018,Revenue,26.TAXIS
2015-11-09,1143586,1520.00,Redacted Personal Data,333622,Commissioning & Investment,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.TAXIS
2015-11-09,1143588,0.07,BURNT TREE GROUP LTD,348086,"Environment, Leisure & Housing",Unallocated,N/A,Transport,503,Contract Hire and Operating Leases,5018,Revenue,28.HIRE AND LEASE
2015-11-09,1143588,20026.68,BURNT TREE GROUP LTD,348086,"Environment, Leisure & Housing",Unallocated,N/A,Transport,503,Contract Hire and Operating Leases,5018,Revenue,28.HIRE AND LEASE
2015-11-09,1143589,260.29,CRYOSERVICE LIMITED,344901,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,08.ENVIRONMENTAL SERV
2015-11-09,1143589,287.20,CRYOSERVICE LIMITED,344901,"Environment, Leisure & Housing",Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,08.ENVIRONMENTAL SERV
2015-11-09,1143590,3046.00,DJ INSTALLATION & FABRICATION LTD,004782,Commissioning & Investment,Unallocated,N/A,Third Party Payments,505,Private Contractors,5042,Revenue,02.BUILDING SERVICES
2015-11-09,1143591,6.75,IMPACT WORKWEAR LIMITED,364985,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-11-09,1143591,6.75,IMPACT WORKWEAR LIMITED,364985,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-11-09,1143591,6.75,IMPACT WORKWEAR LIMITED,364985,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-11-09,1143591,6.75,IMPACT WORKWEAR LIMITED,364985,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
2015-11-09,1143591,6.75,IMPACT WORKWEAR LIMITED,364985,Commissioning & Investment,Children's & Education Services,103,Supplies and Services,504,"Clothing, Uniforms and Laundry",5025,Revenue,11.WORKWEAR
