Payment Date,Transaction Number,Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Classification
2015-05-08,1048720,600.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,600.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,600.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,600.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,700.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,700.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,700.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,720.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,740.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,840.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048720,1800.00,Redacted Personal Data,381169,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048725,338.00,Redacted Personal Data,382130,Environment & Leisure,Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2015-05-08,1048726,91.00,WATSONS TIMBER LTD,366019,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD TIMB
2015-05-08,1048726,100.00,WATSONS TIMBER LTD,366019,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD TIMB
2015-05-08,1048726,130.00,WATSONS TIMBER LTD,366019,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,BUILD TIMB
2015-05-08,1048727,326.50,PAYNE SECURITY (FILTRONA UK LTD),361328,Finance & Commercial Services,Central Services,102,Supplies and Services,504,Communications & Computing,5028,Revenue,FIRE ACCESS
2015-05-08,1048728,3520.00,HOWARD HOUSE CARE LIMITED,358471,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-08,1048728,3520.00,HOWARD HOUSE CARE LIMITED,358471,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-08,1048729,576.00,ROADSAFE UK,367173,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,11.ROAD SAFETY
2015-05-08,1048730,0.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,5.70,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.TAXIS
2015-05-08,1048730,120.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,252.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.TAXIS
2015-05-08,1048730,336.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,350.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,372.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,444.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,458.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transfer Payments,506,School Children and Students,5046,Revenue,26.TAXIS
2015-05-08,1048730,486.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,506.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048730,654.00,DIRECT CARS,366879,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048731,7500.00,NORTH TYNESIDE CITIZENS ADVICE BUREAU,320420,Finance & Commercial Services,Central Services,102,Supplies and Services,504,Grants and Subscriptions,5031,Revenue,09.FINANCIAL SERVICES
2015-05-08,1048732,0.00,Redacted Personal Data,319175,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048732,732.00,Redacted Personal Data,319175,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048732,820.00,Redacted Personal Data,319175,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.HOME SCHOOL TRANSPORT
2015-05-08,1048733,41.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,64.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,139.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,166.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,184.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,195.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048733,1208.00,CONTOUR BLINDS,322949,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,10.BLINDS CARPETS CURTAIN
2015-05-08,1048734,318.19,TYNE & WEAR PENSION FUND,364141,Corporate & Democratic Core,Central Services,102,Employees,501,Indirect Employee Expenses,5002,Revenue,00.PUBLIC SECTOR
2015-05-08,1048734,156932.05,TYNE & WEAR PENSION FUND,364141,Corporate & Democratic Core,Central Services,102,Employees,501,Indirect Employee Expenses,5002,Revenue,00.PUBLIC SECTOR
2015-05-08,1048735,298.50,HYDRAQUIP NORTH EAST,380911,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MAINT
2015-05-08,1048736,9808.34,NTW NHS TRUST,374360,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Voluntary Associations,5040,Revenue,00.DOCTORS/MEDICAL FEES
2015-05-08,1048738,1000.00,MISS CARLY HENLEY,355987,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,16.LEGAL SERVICES
2015-05-08,1048738,1450.00,MISS CARLY HENLEY,355987,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Private Contractors,5042,Revenue,16.LEGAL SERVICES
2015-05-08,1048740,7402.45,SITA UK LIMITED,359430,Environment & Leisure,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,08.ENVIRONMENTAL SERV
2015-05-08,1048740,285628.96,SITA UK LIMITED,359430,Environment & Leisure,Environmental & Regulatory Services,105,Third Party Payments,505,Private Contractors,5042,Revenue,08.ENVIRONMENTAL SERV
2015-05-08,1048743,17090.00,PROSPECT BUILDERS,337901,Capital,Capital,Capital,Third Party Payments,505,Private Contractors,5042,Capital,REPAIR ADAPT
2015-05-08,1048744,731.12,TYNETEC LIMITED,300731,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
2015-05-08,1048744,130.94,TYNETEC LIMITED,300731,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
2015-05-08,1048744,731.12,TYNETEC LIMITED,300731,Adult Social Care,Adult Social Care,101,Supplies and Services,504,Equipment,5023,Revenue,01.ELECTRICAL
2015-05-08,1048748,350.00,SEACREST HOTEL,313035,Housing General Fund,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-05-08,1048748,495.00,SEACREST HOTEL,313035,Housing General Fund,Housing Services,108,Third Party Payments,505,Private Contractors,5042,Revenue,22.SUPPORT SERVICES
2015-05-08,1048749,466.70,SPECIALIST COMPUTER CENTRES PLC,363973,Commissioning & Fair Access,Children's & Education Services,103,Supplies and Services,504,Communications & Computing,5028,Revenue,15.SOFTWARE
2015-05-08,1048749,1400.10,SPECIALIST COMPUTER CENTRES PLC,363973,Capital,Capital,Capital,Supplies and Services,504,Communications & Computing,5028,Capital,15.SOFTWARE
2015-05-08,1048750,3873.45,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-08,1048750,4182.21,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-08,1048750,4305.06,AGE UK NORTH TYNESIDE,334565,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.DAY CARE SERVICES
2015-05-08,1048751,1851.67,TYNECASTLE CARPETS AND BEDS,371196,Housing Revenue Account,Housing Revenue Account,HRA,Supplies and Services,504,Equipment,5023,Revenue,10.HOUSEHOLD
2015-05-08,1048752,2462.15,EA CLAYTON LTD,357874,Environment & Leisure,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,13.HORTICULTURAL SUPPLIES
2015-05-08,1048761,650.00,NORTHGATE INFORMATION SOLUTIONS,365790,Finance & Commercial Services,Central Services,102,Third Party Payments,505,Private Contractors,5042,Revenue,15.HARDWARE
2015-05-08,1048762,3841.06,KPR MIDLINK LTD,377392,Finance & Commercial Services,Central Services,102,Premises-Related Expenditure,502,Rents,5007,Revenue,15.HARDWARE
2015-05-08,1048763,102.76,NELSON MEDICAL GROUP,374283,Public Health,Adult Social Care,101,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,00.DOCTORS/MEDICAL FEES
2015-05-08,1048763,3500.00,NELSON MEDICAL GROUP,374283,Public Health,Public Health,112,Supplies and Services,504,"Printing, Stationery and General Office Expenses",5026,Revenue,00.DOCTORS/MEDICAL FEES
2015-05-08,1048764,454.00,Redacted Personal Data,354086,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048764,666.00,Redacted Personal Data,354086,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048765,122.44,OCE (UK) LIMITED,015952,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,20.PHOTOCOPIERS
2015-05-08,1048765,312.15,OCE (UK) LIMITED,015952,Environment & Leisure,Unallocated,N/A,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,20.PHOTOCOPIERS
2015-05-08,1048765,489.75,OCE (UK) LIMITED,015952,"Children, Young People & Learning",Children's & Education Services,103,Supplies and Services,504,Equipment,5023,Revenue,20.PHOTOCOPIERS
2015-05-08,1048766,511.00,Redacted Personal Data,370827,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048766,683.20,Redacted Personal Data,370827,Commissioning & Fair Access,Children's & Education Services,103,Transport,503,Recharges,5017,Revenue,26.TAXIS
2015-05-08,1048768,675.80,NORTH TYNESIDE COUNCIL,102767,"Children, Young People & Learning",Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,00.PUBLIC SECTOR
2015-05-08,1048770,612.00,Redacted Personal Data,317517,Environment & Leisure,Cultural & Related Services,104,Third Party Payments,505,Private Contractors,5042,Revenue,06.TUITION
2015-05-08,1048772,241.59,CRYOSERVICE LIMITED,344901,Environment & Leisure,Cultural & Related Services,104,Supplies and Services,504,Equipment,5023,Revenue,08.ENVIRONMENTAL SERV
2015-05-11,1048773,702.44,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048774,280.14,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048778,363.60,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048780,1474.48,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048781,278.74,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048782,467.43,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048783,874.02,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048788,601.86,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048789,1173.82,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048790,454.50,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048791,1997.42,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048793,1680.44,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048795,362.63,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048803,738.72,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048804,273.45,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048807,465.73,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048810,1741.74,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048811,510.69,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048814,387.85,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048815,885.82,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048818,2154.42,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048819,1590.89,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048820,1169.08,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048823,442.03,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048824,827.52,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048825,297.00,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048826,265.40,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048827,461.55,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048828,1380.00,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048832,404.31,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048835,295.97,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048836,272.70,HOUSING BENEFIT,299992,Finance & Commercial Services,Housing Services,108,Transfer Payments,506,Housing Benefits,5048,Revenue,00.NON INFLUENCIBLE
2015-05-11,1048854,260.68,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048855,413.08,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048857,326.74,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048858,259.92,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048862,809.90,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048865,309.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048866,315.96,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048867,830.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048877,321.47,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048879,1170.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048885,259.21,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048886,307.64,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048895,5327.50,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048955,344.44,SWIFT - PREPAID CARDS,299980,Commissioning & Fair Access,Children's & Education Services,103,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048960,293.02,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048961,454.21,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048963,332.86,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048966,315.50,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048971,310.01,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048973,1290.14,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048974,1000.00,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048975,562.10,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048976,518.02,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048977,298.29,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048981,297.30,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048985,1399.12,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1048992,767.70,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1049016,263.50,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1049021,2554.17,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1049024,258.23,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1049036,316.20,SWIFT - PREPAID CARDS,299980,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.SUPPORT SERVICES
2015-05-11,1049037,575.00,EXECUTIVE CARE GROUP RE PEMBROKE CARE HOME,375477,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049038,492.32,EXECUTIVE CARE GROUP,358649,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049038,492.32,EXECUTIVE CARE GROUP,358649,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049039,126.31,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.RESIDENTIAL
2015-05-11,1049039,126.30,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.RESIDENTIAL
2015-05-11,1049039,413.88,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049039,413.88,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049039,413.88,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049039,413.88,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049039,413.88,TURNBERRY SERVICES LIMITED,392180,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049040,1469.39,Redacted Personal Data,368587,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,22.RESIDENTIAL
2015-05-11,1049047,100.15,HOMES TOGETHER LTD,356831,Adult Social Care,Adult Social Care,101,Income,509,"Other Grants, Reimbursements & Contributions",5063,Revenue,22.RESIDENTIAL
2015-05-11,1049047,1225.19,HOMES TOGETHER LTD,356831,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
2015-05-11,1049048,483.64,Redacted Personal Data,391906,Adult Social Care,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,22.RESIDENTIAL
