Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682990,233.32,261113/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1683000,235.71,261119/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684985,237.58,263038/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682999,241.45,261118/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682995,245.21,261108/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,11/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682728,247.9,262904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682998,251.36,261114/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682989,255.42,261111/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684963,259.19,263972/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,04/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682411,260.81,262919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684956,272.94,263964/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,11/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682741,275.03,262928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682993,281.03,261120/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682988,281.89,261109/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,11/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682727,283.4,262902/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684959,307.89,263967/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684958,347.73,263966/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,11/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682738,387.5,262925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,04/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1682412,479.35,262920/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684953,532.99,262929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,18/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1683001,770.66,261117/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,25/10/2017,MITIE PROPERTY SERVICES (UK) LTD,1684954,390,264336/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,25/10/2017,N&C BUILDING PRODUCTS LTD,4685397,428.1,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,25/10/2017,N&C BUILDING PRODUCTS LTD,4685397,428.1,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685409,264.1,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685420,264.1,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685438,264.1,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685443,264.1,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685427,268.21,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685411,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685412,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685414,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685415,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685416,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685417,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685418,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685421,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685422,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685423,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685424,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685425,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685426,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685428,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685430,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685431,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685432,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685433,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685434,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685435,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685436,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685437,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685441,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685442,311.47,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,30/10/2017,NORTHGATE VEHICLE HIRE LTD,4685544,311.47,V03 SWB Panel Van
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,30/10/2017,NORTHGATE VEHICLE HIRE LTD,4685716,311.47,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685413,319.53,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,25/10/2017,NORTHGATE VEHICLE HIRE LTD,4685408,341.14,IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,11/10/2017,NORTON INTERIORS LTD,1682773,"5,556.65",265517/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,11/10/2017,ROBINSONS FACILITIES SERVICES,1682784,441.21,266564/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,18/10/2017,SSE CONTRACTING LTD,1683010,"3,245.58",261150/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,TUNSTON CONSTRUCTION LTD,1682791,255.12,265344/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,TUNSTON CONSTRUCTION LTD,1682790,276,261267/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685004,322,263472/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,TUNSTON CONSTRUCTION LTD,1683015,324,255541/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,TUNSTON CONSTRUCTION LTD,1682416,350.79,264828/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,TUNSTON CONSTRUCTION LTD,1682793,392.76,257831/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,TUNSTON CONSTRUCTION LTD,1682419,454,264319/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,TUNSTON CONSTRUCTION LTD,1682420,542.2,262822/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685003,560.26,264823/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685005,715,264070/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685006,725.91,260472/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,TUNSTON CONSTRUCTION LTD,1683016,913.7,265622/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685002,949.14,264492/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,11/10/2017,TUNSTON CONSTRUCTION LTD,1682789,"1,413.10",265023/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,TUNSTON CONSTRUCTION LTD,1682418,"1,463.94",259262/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,TUNSTON CONSTRUCTION LTD,1685007,"1,487.50",268973/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,18/10/2017,TUNSTON CONSTRUCTION LTD,1683014,"2,803.65",261767/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,25/10/2017,WALTER HARTLEY LTD,1685010,256,264213/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,04/10/2017,WALTER HARTLEY LTD,1682427,370,266610/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Waste Disposal Charges,30/10/2017,WETHERBY SKIP HIRE SERVICES,4685099,"1,922.50",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,23/10/2017,WOLSELEY UK LTD,4684053,236.6,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,09/10/2017,WOLSELEY UK LTD,4683530,540.54,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,09/10/2017,WOLSELEY UK LTD,4683529,544.51,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,02/10/2017,WOLSELEY UK LTD,4682994,684.98,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,16/10/2017,WOLSELEY UK LTD,4683629,"1,034.42",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,23/10/2017,WOLSELEY UK LTD,4684052,"1,230.85",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,02/10/2017,WOLSELEY UK LTD,4683000,"2,174.87",IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,30/10/2017,WOLSELEY UK LTD,4685094,"2,299.90",IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,04/10/2017,YORKSHIRE SEAMLESS GUTTERS UK,1682447,560,264868/1
Harrogate Borough Council,Transport,R,Community,Strategic Development,Fuel/Oil,25/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4684999,9.22,AS60046921
Harrogate Borough Council,Transport,R,Community,Strategic Development,Fuel/Oil,02/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4683934,7.12,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,02/10/2017,BEYOND DIGITAL LIMITED,4683947,"3,705.00",
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,30/10/2017,EUCLID LTD,4684673,358.88,Full service for SINGLE LICENCE
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,02/10/2017,INK MONKEY LTD,4683799,290,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,25/10/2017,MORGARD COURT LTD T/A GARDNERS,4684010,"1,360.00",
Harrogate Borough Council,Premises,R,Community,Strategic Development,Payments to Ext Contractors,25/10/2017,NIDDERDALE FORESTRY,4684587,"1,000.00",
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,30/10/2017,STRAY FM,4684265,250,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,30/10/2017,STRAY FM,4684952,286,
Harrogate Borough Council,Transport,R,Community,Technical,Hire of Vehicles/Plant,25/10/2017,ADDYMANS SKIP HIRE,4684519,80,
Harrogate Borough Council,Transport,R,Community,Technical,Hire of Vehicles/Plant,25/10/2017,ADDYMANS SKIP HIRE,4684519,200,
Harrogate Borough Council,Transport,R,Community,Technical,Hire of Vehicles/Plant,25/10/2017,ADDYMANS SKIP HIRE,4684519,150,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,25/10/2017,APSE,4685259,525,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,04/10/2017,NOMIX ENVIRO LIMITED,4682705,170,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,04/10/2017,STREETMASTER (SOUTH WALES) LTD,4683039,841,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,04/10/2017,STREETMASTER (SOUTH WALES) LTD,4683039,74,
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684475,250.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684793,250.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Technical,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684792,467.68,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,18/10/2017,CORONA ENERGY RETAIL 4 LTD,4683738,516.46,GAS - HEWITSON COURT
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,09/10/2017,WEALDEN & EASTBOURNE LIFELINE LTD,4684484,"2,438.80",Monitoring services
Harrogate Borough Council,Premises,R,Community,Wardens Service,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684735,"1,171.52","Water - Maple Creek, Masham (Communal)"
Harrogate Borough Council,Premises,R,Community,Wardens Service,Water & Sewerage,16/10/2017,YORKSHIRE WATER PLC,4684732,"1,749.43",Water - Hewitson Court
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,25/10/2017,VOLKSWAGEN GROUP UK LTD,4684826,"19,269.42",
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,25/10/2017,VOLKSWAGEN GROUP UK LTD,4684826,-215,
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,25/10/2017,VOLKSWAGEN GROUP UK LTD,4684826,215,
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,25/10/2017,WEBASPX LTD,4684855,"7,705.00",
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Fuel/Oil,02/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4683934,141.61,AS60046921
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Street Cleansing Other,25/10/2017,BOB COWELL,4685262,"3,794.40",Cleaning MRC sites in Harrogate and Boroughbridge for July August and September
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,25/10/2017,BOB COWELL,4685264,"4,680.00",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,25/10/2017,BOB COWELL,4685263,368,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,BROOK STREET (UK) LTD,4684089,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,BROOK STREET (UK) LTD,4684090,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,BROOK STREET (UK) LTD,4684171,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,BROOK STREET (UK) LTD,4684214,455.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,BROOK STREET (UK) LTD,4684418,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,BROOK STREET (UK) LTD,4684419,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,BROOK STREET (UK) LTD,4684420,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,BROOK STREET (UK) LTD,4684422,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,18/10/2017,BROOK STREET (UK) LTD,4684781,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,18/10/2017,BROOK STREET (UK) LTD,4684782,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,18/10/2017,BROOK STREET (UK) LTD,4684783,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,18/10/2017,BROOK STREET (UK) LTD,4684784,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,30/10/2017,BROOK STREET (UK) LTD,4685327,455.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,30/10/2017,CORDANT PEOPLE LIMITED,4685260,431.42,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,30/10/2017,CORDANT PEOPLE LIMITED,4685260,"1,031.81",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,30/10/2017,CORDANT PEOPLE LIMITED,4685260,448.81,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,25/10/2017,CORDANT PEOPLE LIMITED,4684709,351.77,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,25/10/2017,CORDANT PEOPLE LIMITED,4684709,448.81,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,25/10/2017,CORDANT PEOPLE LIMITED,4684709,338.14,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,25/10/2017,CORDANT PEOPLE LIMITED,4684709,862.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,CORDANT PEOPLE LIMITED,4684007,"1,249.39",
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,CORDANT PEOPLE LIMITED,4684007,862.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,CORDANT PEOPLE LIMITED,4684417,703.54,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,CORDANT PEOPLE LIMITED,4684417,"1,294.26",
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,11/10/2017,CORDANT PEOPLE LIMITED,4684417,448.81,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bin Liners,25/10/2017,CROMWELL POLYTHENE LTD,4684256,"2,496.00",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bin Liners,25/10/2017,CROMWELL POLYTHENE LTD,4684256,"6,790.50",
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,18/10/2017,EURO MUNICIPAL LTD,4683969,625,RCV Hire 18th  22nd Sept
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,11/10/2017,EURO MUNICIPAL LTD,4683582,625,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,30/10/2017,EURO MUNICIPAL LTD,4684447,625,RCV Hire 25th  29th Sept
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,09/10/2017,EURO MUNICIPAL LTD,4682910,650,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,02/10/2017,FD TODD & SONS LTD,4684063,"1,474.10",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,02/10/2017,FD TODD & SONS LTD,4684062,"7,921.19",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,18/10/2017,FD TODD & SONS LTD,4684179,"8,824.73",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,02/10/2017,K.A ANDERSON METAL RECYCLERS LTD,4683944,"3,000.00",
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,25/10/2017,LEEDS CITY COUNCIL,4685400,347,6112926577
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,02/10/2017,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4682899,"4,024.52",CONTRACT MANAGEMENT CHARGE
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,30/10/2017,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4685714,"12,560.83",GREEN WASTE IN
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,18/10/2017,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,4685124,"18,027.38",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,04/10/2017,RB RECYCLING (SCARBOROUGH) LIMITED,4684279,"2,025.00",
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Other Services,04/10/2017,RB RECYCLING (SCARBOROUGH) LIMITED,4684279,260,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,25/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684478,533.91,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,02/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684132,394.05,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,02/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684132,170.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684477,649.65,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684795,303.03,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684795,533.91,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684794,"1,118.25",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684473,442.89,REDACTED - PERSONAL DATA
