Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,795,201810,SPRINGFIELD HOUSE - MCARDLE CARE,914.8,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,796,201810,SPRINGFIELD HOUSE - MCARDLE CARE,944.08,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,797,201810,SPRINGFIELD HOUSE - MCARDLE CARE,1020.28,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,799,201810,BARCHESTER HEALTHCARE LTD,576.72,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,800,201810,BARCHESTER HEALTHCARE LTD,1954.36,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,803,201810,CARE UK LTD,5627.73,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,804,201810,CARE UK LTD,63.14,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,806,201810,CARE UK LTD,841.44,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,807,201810,CARE UK LTD,548.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,815,201810,CARE UK LTD,1764.02,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,828,201810,ST CUTHBERTS HOUSE LTD,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,845,201810,BARCHESTER HEALTHCARE,3140.36,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,846,201810,BARCHESTER HEALTHCARE,588.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,850,201810,GAINFORD CARE HOMES,645.96,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,851,201810,BARCHESTER HEALTHCARE,2389.00,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,869,201810,ADDISON COURT T/A DAV HOMES LTD,2542.20,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,870,201810,ADDISON COURT T/A DAV HOMES LTD,2758.32,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,873,201810,FELLINGATE CARE CENTRE LTD,4726.68,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,876,201810,FELLINGATE CARE CENTRE LTD,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,877,201810,FELLINGATE CARE CENTRE LTD,2880.60,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,879,201810,FELLINGATE CARE CENTRE LTD,862.52,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,891,201810,ASPIRE HEALTHCARE LIMITED,563.64,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,892,201810,NEEDHAM COURT,613.04,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,897,201810,SERVICE TO THE AGED LIMITED,1184.88,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,909,201810,PRIMROSE HOUSE LTD,2156.00,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,910,201810,PRIMROSE HOUSE LTD,2315.53,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,912,201810,SOUTH QUAY CARE HOME,1223.24,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,916,201810,ATLAS CARE HOMES LTD,632.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,921,201810,PRIMROSE HOUSE LTD,555,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,940,201810,TURNBERRY SERVICES LIMITED,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,944,201810,HAWKSBURY HOUSE LIMITED,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,949,201810,AKARI CARE LIMITED,3473.05,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,950,201810,AKARI CARE LIMITED,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,958,201810,AKARI CARE LIMITED,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,961,201810,AKARI CARE LIMITED,854.1,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,962,201810,AKARI CARE LIMITED,2560.76,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,964,201810,AKARI CARE LIMITED,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,970,201810,HAWKSBURY HOUSE LIMITED,47.47,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,975,201810,AKARI CARE LIMITED,1281.08,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,976,201810,REDBRICK HOUSE (AKARI),721.08,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,982,201810,WARDLEY GATE CARE CENTRE,738.28,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,984,201810,WARDLEY GATE CARE CENTRE,2632.44,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,985,201810,SOLEHAWK LTD,2246.16,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,986,201810,SOLEHAWK LTD,2172.32,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,991,201810,SOLEHAWK LTD,691.72,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,995,201810,EOTHEN HOMES LTD,770.08,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1002,201810,DIPTON MANOR,585.76,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1007,201810,STANLEY PARK - CARE UK,1404.65,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1017,201810,PICKTREE COURT CARE HOME,1069.39,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1021,201810,ASHDOWN PLUS LLP,552.4,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1023,201810,ROSEWOOD HR SERVICES LTD,1279.92,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1025,201810,ROSEWOOD HR SERVICES LTD,1149.95,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1026,201810,ROSEWOOD HR SERVICES LTD,4335.57,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1031,201810,ROSEWOOD HR SERVICES LTD,1092.96,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1033,201810,WARDLEY GATE CARE CENTRE,1004.20,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1035,201810,WARDLEY GATE CARE CENTRE,6842.45,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1036,201810,WARDLEY GATE CARE CENTRE,1210.28,2019-01-23,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020305,1051,201810,EMBRACE  GROUP,1965.92,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,2,201810,CARE UK LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,3,201810,CARE UK LTD,14520.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,7,201810,CARE UK LTD,12100.01,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,8,201810,WARDLEY GATE CARE CENTRE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,9,201810,WARDLEY GATE CARE CENTRE,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,10,201810,WARDLEY GATE CARE CENTRE,42436.43,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,11,201810,ANCHOR TRUST,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,12,201810,ANCHOR TRUST,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,13,201810,CARE UK LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,14,201810,CARE UK LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,16,201810,CARE UK LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,22,201810,ANCHOR TRUST,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,28,201810,ANCHOR TRUST,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,29,201810,WARDLEY GATE CARE CENTRE,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,36,201810,SPRINGFIELD HOUSE - MCARDLE CARE,7260.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,38,201810,SPRINGFIELD HOUSE - MCARDLE CARE,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,39,201810,SPRINGFIELD HOUSE - MCARDLE CARE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,40,201810,SPRINGFIELD HOUSE - MCARDLE CARE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,46,201810,WARDLEY GATE CARE CENTRE,1642.15,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,65,201810,AKARI CARE LIMITED,6568.57,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,70,201810,AKARI CARE LIMITED,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,86,201810,COVENT HOUSE,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,87,201810,COVENT HOUSE,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,89,201810,AKARI CARE LIMITED,20310.71,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,93,201810,CARE UK LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,94,201810,CARE UK LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,98,201810,CARE UK LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,100,201810,AKARI CARE LIMITED,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,102,201810,AKARI CARE LIMITED,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,104,201810,CARE UK LTD,8470.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,105,201810,CARE UK LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,107,201810,CARE UK LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,142,201810,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,143,201810,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,144,201810,EMBRACE  GROUP,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,148,201810,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,149,201810,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,151,201810,EMBRACE  GROUP,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,152,201810,APPLETREE GRANGE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,153,201810,EMBRACE  GROUP,12445.71,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,154,201810,HAWKSBURY HOUSE LIMITED,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,156,201810,APPLETREE GRANGE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,157,201810,APPLETREE GRANGE,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,158,201810,APPLETREE GRANGE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,159,201810,HAWKSBURY HOUSE LIMITED,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,161,201810,APPLETREE GRANGE,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,165,201810,HAWKSBURY HOUSE LIMITED,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,166,201810,HAWKSBURY HOUSE LIMITED,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,168,201810,HAWKSBURY HOUSE LIMITED,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,169,201810,EMBRACE  GROUP,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,170,201810,EMBRACE  GROUP,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,181,201810,ROSEWOOD HR SERVICES LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,184,201810,ROSEWOOD HR SERVICES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,186,201810,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),2532.84,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,189,201810,HAWKSBURY HOUSE LIMITED,14520.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,201,201810,WELLBURN CARE HOMES LTD,8729.29,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,202,201810,WELLBURN CARE HOMES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,203,201810,WELLBURN CARE HOMES LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,213,201810,WELLBURN CARE HOMES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,217,201810,WELLBURN CARE HOMES LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,218,201810,WELLBURN CARE HOMES LTD,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,219,201810,WELLBURN CARE HOMES LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,220,201810,SOLEHAWK LTD,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,223,201810,ROSEWOOD HR SERVICES LTD,7260.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,224,201810,ROSEWOOD HR SERVICES LTD,7260.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,225,201810,ROSEWOOD HR SERVICES LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,227,201810,SOLEHAWK LTD,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,229,201810,SOLEHAWK LTD,8912.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,235,201810,ROSEWOOD HR SERVICES LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,240,201810,SOLEHAWK LTD,3739.85,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,252,201810,AKARI CARE LIMITED,1450.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,254,201810,AKARI CARE LIMITED,16547.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,256,201810,AKARI CARE LIMITED,3094.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,259,201810,ST CUTHBERTS HOUSE LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,261,201810,ATLAS CARE HOMES LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,265,201810,ST CUTHBERTS HOUSE LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,266,201810,AKARI CARE LIMITED,6180.29,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,267,201810,ST CUTHBERTS HOUSE LTD,7164.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,272,201810,AKARI CARE LIMITED,1450.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,273,201810,AKARI CARE LIMITED,1547.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,280,201810,PRIMROSE HOUSE LTD,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,281,201810,PRIMROSE HOUSE LTD,8912.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,284,201810,PRIMROSE HOUSE LTD,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,307,201810,BARCHESTER HEALTHCARE,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,312,201810,BARCHESTER HEALTHCARE,16948.71,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,318,201810,BARCHESTER HEALTHCARE,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,319,201810,BARCHESTER HEALTHCARE,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,321,201810,BARCHESTER HEALTHCARE,6684.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,324,201810,AKARI CARE LIMITED,4641.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,332,201810,BARCHESTER HEALTHCARE,6684.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,338,201810,GAINFORD CARE HOMES LTD,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,339,201810,GAINFORD CARE HOMES LTD,9866.86,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,340,201810,GAINFORD CARE HOMES LTD,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,346,201810,ATLAS CARE HOMES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,349,201810,GAINFORD CARE HOMES LTD,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,357,201810,GAINFORD CARE HOMES LTD,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,364,201810,GAINFORD CARE HOMES LTD,11495.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,365,201810,PRIMROSE HOUSE LTD,5410.85,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,366,201810,GAINFORD CARE HOMES LTD,9680.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,369,201810,AKARI CARE LIMITED,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,374,201810,AKARI CARE LIMITED,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,376,201810,AKARI CARE LIMITED,4456.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,405,201810,AKARI CARE LIMITED,2228.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,422,201810,THE MANOR HOUSE,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,423,201810,THE MANOR HOUSE,13084.29,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,424,201810,THE MANOR HOUSE,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,425,201810,THE MANOR HOUSE,15816.42,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,431,201810,ADDISON COURT T/A DAV HOMES LTD,4840.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,432,201810,ADDISON COURT T/A DAV HOMES LTD,7260.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,443,201810,GAINFORD CARE HOMES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,445,201810,GAINFORD CARE HOMES LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,458,201810,FELLINGATE CARE CENTRE LTD,2420.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,460,201810,FELLINGATE CARE CENTRE LTD,12100.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,463,201810,FELLINGATE CARE CENTRE LTD,16940.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,465,201810,FELLINGATE CARE CENTRE LTD,14520.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,480,201810,CARE HOMES UK TWO LTD,2285.64,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,485,201810,PRIMROSE CARE HOME,2391.84,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,486,201810,MARIPOSA CARE GROUP LTD,4726.16,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,490,201810,QUALIA CARE LTD,2391.84,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,495,201810,HC-ONE BEAMISH LIMITED,4984.08,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,497,201810,MARIPOSA CARE GROUP LTD,8692.76,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,499,201810,MARIPOSA CARE GROUP LTD,4726.16,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,508,201810,HARTFORD COURT,2195.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,531,201810,VOYAGE LTD,5417.20,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,543,201810,ANCHOR TRUST,2285.64,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,545,201810,ACOMB COURT,2195.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,547,201810,ASPIRE HEALTHCARE LIMITED,1692.00,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,555,201810,BARCHESTER HEALTHCARE,2199.40,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,559,201810,WEYBOURNE CARE HOME,2461.28,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,574,201810,PICKTREE COURT CARE HOME,2363.08,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,578,201810,MALHOTRA CARE HOMES LTD,2492.04,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,579,201810,PICKTREE COURT CARE HOME,2363.08,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,582,201810,AKARI CARE (ALEXANDRA HOUSE),2363.08,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,586,201810,GAINFORD CARE HOMES,3184.80,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,589,201810,LANSBURY COURT (ORCHARD CARE HOMES),2391.84,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,593,201810,LEAZES HALL,2104.76,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,594,201810,KENTON MANOR,2492.04,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,596,201810,ALLAN COURT CARE HOME,2492.04,2019-01-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020305,601,201810,GAINFORD CARE HOME LTD,2242.24,2019-01-23,
