Strategic Group,Spend Level,Spend Level2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Transport,Public Transport and Taxi Fares,42219395,9,201012,REDACTED - Personal Information,192.00,2011-03-11
Community Based Services,Transport,Public Transport and Taxi Fares,42219395,16,201012,REDACTED - Personal Information,180.00,2011-03-11
Community Based Services,Transport,Public Transport and Taxi Fares,42219395,11,201012,REDACTED - Personal Information,288.00,2011-03-11
Community Based Services,Transport,Public Transport and Taxi Fares,42219398,2,201012,REDACTED - Personal Information,819.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219400,2,201012,ALLIED HEALTHCARE GROUP LTD,1919.93,2011-03-15
Community Based Services,Other Costs,,42219438,2,201012,HATHAWAYS SOLICITORS,31250.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219487,2,201012,CREATIVE SUPPORT,11750.62,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219488,2,201012,CREATIVE SUPPORT,1631.84,2011-03-15
Community Based Services,Transport,Public Transport and Taxi Fares,42219490,2,201012,YAD VOEZER LTD,550.60,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219493,3,201012,MINSTER PATHWAYS LTD,7804.40,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219493,4,201012,MINSTER PATHWAYS LTD,598.40,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219494,3,201012,MINSTER PATHWAYS LTD,8640.59,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219494,4,201012,MINSTER PATHWAYS LTD,662.51,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219495,3,201012,MINSTER PATHWAYS LTD,6892.19,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219495,4,201012,MINSTER PATHWAYS LTD,662.51,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219496,2,201012,MINSTER PATHWAYS LTD,5162.78,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219497,2,201012,MINSTER PATHWAYS LTD,4663.16,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219499,2,201012,TYNE HOUSING ASSOCIATION LTD,7078.08,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219500,2,201012,NORTHUMBRIA CALVERT TRUST,913.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219501,2,201012,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219502,2,201012,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219503,2,201012,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219504,2,201012,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219505,2,201012,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219506,2,201012,KEY ENTERPRISES 1983 LTD,474.30,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219507,2,201012,MOMENTUM CARE,1339.20,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219509,2,201012,SPINAL HOMECARE,3900.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219510,3,201012,MENCAP,14436.56,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219510,4,201012,MENCAP,698.84,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219511,2,201012,MENCAP,1013.31,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219512,2,201012,CAMPHILL VILLAGE TRUST,665.32,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219513,2,201012,ESPA LTD,8958.89,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219514,2,201012,ESPA LTD,9457.68,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219515,4,201012,ESPA LTD,6333.08,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219515,3,201012,ESPA LTD,6333.08,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219517,2,201012,NORTH EAST AUTISM SOCIETY,2746.16,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219518,2,201012,NORTH EAST AUTISM SOCIETY,2746.16,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219519,2,201012,KISHARON,3684.40,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219520,2,201012,MENCAP,564.40,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219522,2,201012,CITY OF NEWCASTLE UPON TYNE,874.08,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219523,2,201012,ENTERPRISE 5 HOUSING ASSOC,25866.88,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219524,2,201012,MINSTER PATHWAYS LTD,4663.20,2011-03-15
Community Based Services,Supplies and Services,"Printing, Stationery etc",42219540,2,201012,CANON (UK) LTD,638.10,2011-03-11
Community Based Services,Other Costs,,42219546,2,201012,REDACTED - Personal Information,457.50,2011-03-11
Community Based Services,Other Costs,,42219548,2,201012,REDACTED - Personal Information,500.00,2011-03-11
Community Based Services,Other Costs,,42219564,2,201012,HES GROUP UK LTD,3000.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219583,2,201012,ST CUTHBERTS CARE,2920.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219585,2,201012,MINSTER PATHWAYS LTD,4663.20,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219586,2,201012,MINSTER PATHWAYS LTD,4663.20,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219589,2,201012,MINSTER PATHWAYS LTD,4663.20,2011-03-16
Community Based Services,Third Party Payments,Third Party Payments,42219592,4,201012,MINSTER PATHWAYS LTD,598.40,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219592,3,201012,MINSTER PATHWAYS LTD,6078.36,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219593,2,201012,MINSTER PATHWAYS LTD,5162.83,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219596,2,201012,MINSTER PATHWAYS LTD,5162.83,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219600,2,201012,MINSTER PATHWAYS LTD,5162.83,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219602,2,201012,MINSTER PATHWAYS LTD,5162.85,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219606,2,201012,MINSTER PATHWAYS LTD,5162.83,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219614,2,201012,MINSTER PATHWAYS LTD,756.69,2011-03-15
Community Based Services,Transport,Public Transport and Taxi Fares,42219632,3,201012,TRAVEL BUREAU,90.67,2011-03-11
Community Based Services,Transport,Public Transport and Taxi Fares,42219632,4,201012,TRAVEL BUREAU,2269.80,2011-03-11
Community Based Services,Transport,Public Transport and Taxi Fares,42219633,26,201012,TRAVEL BUREAU,107.26,2011-03-11
Community Based Services,Consultants,,42219642,2,201012,ARCUS CONSULTING LLP,1044.88,2011-03-14
Community Based Services,Works,,42219646,2,201012,TURNEY-WYLDE (CONST) LTD,197219.48,2011-03-14
Community Based Services,Works,,42219654,2,201012,BLACK LIGHT LTD,4485.00,2011-03-14
Community Based Services,Other Costs,,42219673,2,201012,BRIAN MACKENOW & CO,30436.00,2011-03-11
Community Based Services,Supplies and Services,Miscellaneous Supplies,42219678,2,201012,NHS SOUTH TYNESIDE PRIMARY CARE TRUST,1000.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219679,2,201012,TYNESIDE WOMENS HEALTH PROJECT,7250.00,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219681,2,201012,HOSPITAL OF KING JAMES,3729.00,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219683,2,201012,ST ANDREWS CHURCH,6420.00,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219685,2,201012,WHICKHAM HERMITAGE COMMUNITY GARDEN,2500.00,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219686,2,201012,ROWLANDS GILL & DISTRICT LIVE AT HOME SCHEME,600.00,2011-03-11
Community Based Services,Supplies and Services,Other Running Costs,42219687,2,201012,SPRINGWELL TENANTS & RESIDENTS ASSO,2559.44,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219688,2,201012,FRIENDS OF ELISABETHVILLE,2500.00,2011-03-11
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219690,2,201012,BLEACH GREEN RESIDENTS ASSOC,2500.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219691,6,201012,CAREWATCH CARE SERVICES LTD,467.46,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219691,4,201012,CAREWATCH CARE SERVICES LTD,9187.87,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219691,5,201012,CAREWATCH CARE SERVICES LTD,14162.95,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219695,2,201012,INTERACTIVE DEVELOPMENT LTD,19246.50,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219697,2,201012,INTERACTIVE DEVELOPMENT LTD,9852.48,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219701,2,201012,INTERACTIVE DEVELOPMENT LTD,9190.16,2011-03-15
Community Based Services,Supplies and Services,Miscellaneous Supplies,42219702,2,201012,CROOKHILL & TYNE GARDENS RESIDENTS ASSOCIATION,448.50,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219704,3,201012,INTERACTIVE DEVELOPMENT LTD,5728.22,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219704,4,201012,INTERACTIVE DEVELOPMENT LTD,967.26,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219706,2,201012,INTERACTIVE DEVELOPMENT LTD,19689.47,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219708,2,201012,KAYDAR,1293.24,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219710,2,201012,AT HOME IN THE COMMUNITY,6959.84,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219714,4,201012,COQUET TRUST,14886.64,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219714,3,201012,COQUET TRUST,8221.23,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219718,2,201012,REDACTED - Personal Information,7272.00,2011-03-11
Community Based Services,Third Party Payments,Third Party Payments,42219721,2,201012,CRYSTAL COMMUNITY CARE LTD,6772.62,2011-03-15
Community Based Services,Supplies and Services,Catering & Provisions,42219737,2,201012,ROLLOVER LTD T/A WIZARD OF DOGS,564.40,2011-03-11
Community Based Services,Supplies and Services,Catering & Provisions,42219743,3,201012,DBC FOODSERVICE LTD,391.98,2011-03-11
Community Based Services,Supplies and Services,Catering & Provisions,42219743,4,201012,DBC FOODSERVICE LTD,258.63,2011-03-11
Community Based Services,Supplies and Services,Catering & Provisions,42219749,2,201012,COCA-COLA ENTERPRISES LTD,538.13,2011-03-14
Community Based Services,Other Costs,,42219808,2,201012,REDACTED - Personal Information,500.00,2011-03-14
Community Based Services,Other Costs,,42219809,2,201012,REDACTED - Personal Information,500.00,2011-03-14
Community Based Services,Other Costs,,42219811,2,201012,REDACTED - Personal Information,500.00,2011-03-14
Community Based Services,Third Party Payments,Third Party Payments,42219830,2,201012,D H HOMECARE LTD,3816.00,2011-03-15
Community Based Services,Supplies and Services,Miscellaneous Supplies,42219855,2,201012,OGILVIE COMMUNICATIONS LTD,750.00,2011-03-14
Community Based Services,Supplies and Services,"Printing, Stationery etc",42219863,2,201012,CENTRE FOR HOUSING AND SUPPORT,4812.00,2011-03-14
Community Based Services,Other Costs,,42219864,2,201012,WILSON BROTHERS,2900.00,2011-03-15
Community Based Services,Other Costs,,42219865,2,201012,PEART FENCING LTD,2268.00,2011-03-17
Community Based Services,Other Costs,,42219867,2,201012,FREELIFT LTD,5212.00,2011-03-17
Community Based Services,Other Costs,,42219868,2,201012,FREELIFT LTD,2260.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219887,2,201012,REDACTED - Personal Information,520.00,2011-03-14
Community Based Services,Supplies and Services,Other Running Costs,42219890,3,201012,MARSH UK LTD,30906.10,2011-03-14
Community Based Services,Third Party Payments,Third Party Payments,42219899,6,201012,RANDSTAD CARE,3325.91,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219899,4,201012,RANDSTAD CARE,1915.01,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219899,5,201012,RANDSTAD CARE,982.20,2011-03-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219920,6,201012,FRIENDS OF CHASE PARK,22000.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219920,8,201012,FRIENDS OF CHASE PARK,1778.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219920,9,201012,FRIENDS OF CHASE PARK,7334.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219920,10,201012,FRIENDS OF CHASE PARK,1778.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219920,7,201012,FRIENDS OF CHASE PARK,22000.00,2011-03-14
Community Based Services,Third Party Payments,Third Party Payments,42219938,4,201012,LEONARD CHESHIRE FOUNDATION,76.65,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42219938,3,201012,LEONARD CHESHIRE FOUNDATION,534.45,2011-03-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219971,3,201012,BENSHAM AND SALTWELL COMMUNITY FESTIVAL GROUP,2000.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219971,4,201012,BENSHAM AND SALTWELL COMMUNITY FESTIVAL GROUP,2000.00,2011-03-14
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42219985,2,201012,WREKENTON METHODIST COMMUNITY CHURCH,720.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42219989,2,201012,NECA SERVICES LTD,2500.00,2011-03-14
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42220062,2,201012,REDACTED - Personal Information,640.00,2011-03-15
Community Based Services,Premises,Rent,42220072,3,201012,DTZ UK LAND ESTATES (SERVICES) LTD,4837.50,2011-03-15
Community Based Services,Premises,Rent,42220072,4,201012,DTZ UK LAND ESTATES (SERVICES) LTD,71.25,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220086,2,201012,COMMUNITY INTEGRATED CARE,11269.44,2011-03-16
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42220121,2,201012,LOBLEY HILL COMMUNITY FESTIVAL COMMITTEE,5000.00,2011-03-14
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42220124,2,201012,JEWISH COMMUNITY COUNCIL OF GATESHEAD,1700.00,2011-03-14
Community Based Services,Works,,42220140,2,201012,ST ASTIER LTD,365.00,2011-03-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42220201,2,201012,1ST WINDY NOOK GIRLS BRIGADE,6200.00,2011-03-14
Community Based Services,Other Costs,,42220230,2,201012,REDACTED - Personal Information,4175.00,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220234,6,201012,RANDSTAD CARE,1925.49,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220234,4,201012,RANDSTAD CARE,28712.58,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220234,7,201012,RANDSTAD CARE,2214.88,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220234,5,201012,RANDSTAD CARE,5548.31,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220249,2,201012,WELLBURN CARE HOMES LTD,720.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220251,2,201012,HOUSING21,17008.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220252,2,201012,HOUSING21,17008.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220254,2,201012,HOUSING21,17008.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220255,2,201012,HOUSING21,17008.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220258,4,201012,ALLIED HEALTHCARE GROUP LTD,6641.84,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220258,3,201012,ALLIED HEALTHCARE GROUP LTD,11241.30,2011-03-15
Community Based Services,Premises,Rent,42220259,2,201012,THE RIVERSIDE GROUP LTD,5096.00,2011-03-15
Community Based Services,Premises,Rent,42220260,2,201012,THE RIVERSIDE GROUP LTD,6370.00,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220316,2,201012,UNITED RESPONSE,435.15,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220318,2,201012,INTERACTIVE DEVELOPMENT LTD,1029.24,2011-03-15
Community Based Services,Third Party Payments,Third Party Payments,42220320,2,201012,INTERACTIVE DEVELOPMENT LTD,1410.61,2011-03-15
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42220330,2,201012,RCD WINLATON ST ANNES,7500.00,2011-03-17
Community Based Services,Supplies and Services,Miscellaneous Supplies,42220451,2,201012,LOCAL GOVERNMENT INFORMATION HOUSE,4154.82,2011-03-16
Community Based Services,Supplies and Services,Miscellaneous Supplies,42220454,2,201012,PETER FLETCHER ASSOCIATES LTD,2487.50,2011-03-16
Community Based Services,Third Party Payments,Third Party Payments,42220456,2,201012,GATESHEAD PRIMARY CARE TRUST,568743.00,2011-03-16
Community Based Services,Other Costs,,42220545,2,201012,FREELIFT LTD,2280.00,2011-03-16
Community Based Services,Other Costs,,42220548,2,201012,REDACTED - Personal Information,2221.23,2011-03-16
Community Based Services,Premises,Rep & Maint,42220550,2,201012,NPOWER,476.90,2011-03-16
Community Based Services,Premises,Rep & Maint,42220550,3,201012,NPOWER,47.14,2011-03-16
Community Based Services,Works,,42220570,2,201012,NORTHERN GAS NETWORKS,602.00,2011-03-16
Community Based Services,Works,,42220573,2,201012,NORTHERN GAS NETWORKS,602.00,2011-03-16
Community Based Services,Third Party Payments,Third Party Payments,42220641,2,201012,YOUR VOICE COUNTS,10536.10,2011-03-16
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42220843,2,201012,GLOBAL DESIGN SOLUTIONS LTD,1090.00,2011-03-18
Community Based Services,Other Costs,,42220846,2,201012,FREELIFT LTD,2180.00,2011-03-17
Community Based Services,Works,,42220848,2,201012,BUREAU VERITAS HS&E LTD,3767.00,2011-03-18
Community Based Services,Other Costs,,42220868,2,201012,REDACTED - Personal Information,500.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220872,2,201012,MENCAP,564.40,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220873,2,201012,NORTHERN SIGN INTERPRETING LTD,5029.19,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220876,2,201012,ESPA LTD,1262.25,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220877,2,201012,ESPA LTD,3927.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220878,2,201012,ESPA LTD,4309.50,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220879,2,201012,ESPA LTD,4318.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220880,2,201012,ESPA LTD,11296.50,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220881,2,201012,NORTH EAST AUTISM SOCIETY,5577.32,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220882,2,201012,NORTH EAST AUTISM SOCIETY,5577.32,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220883,2,201012,ESPA LTD,4199.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220884,2,201012,MENCAP,600.73,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42220885,2,201012,KISHARON,5710.82,2011-03-18
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42220934,2,201012,SOCIAL LANDLORDS CRIME,663.00,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220939,2,201012,NORTHUMBRIA POLICE AUTHORITY,42302.00,2011-03-17
Community Based Services,Works,,42220941,2,201012,NORTHUMBRIAN WATER,1425.00,2011-03-18
Community Based Services,Supplies and Services,Advertising,42220945,2,201012,CBS OUTDOOR,6341.00,2011-03-17
Community Based Services,Supplies and Services,Advertising,42220952,2,201012,CLEAR CHANNEL UK LTD,2518.00,2011-03-17
Community Based Services,Supplies and Services,Advertising,42220956,2,201012,REDACTED - Personal Information,1700.00,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220972,2,201012,ACTION FOR CHILDREN,13592.00,2011-03-17
Community Based Services,Third Party Payments,Third Party Payments,42220972,3,201012,ACTION FOR CHILDREN,6555.00,2011-03-17
Community Based Services,Premises,Energy,42221020,2,201012,BRITISH GAS TRADING LTD,538.65,2011-03-17
Community Based Services,Supplies and Services,Miscellaneous Supplies,42221046,2,201012,ST CUTHBERTS CARE,2000.00,2011-03-17
Community Based Services,Supplies and Services,Miscellaneous Supplies,42221064,2,201012,ROCK ESTATES N.E LTD,420.00,2011-03-17
Community Based Services,Transport,Public Transport and Taxi Fares,42221074,2,201012,YAD VOEZER LTD,604.50,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221075,2,201012,YAD VOEZER LTD,509.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221078,2,201012,YAD VOEZER LTD,516.14,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221081,2,201012,YAD VOEZER LTD,505.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221084,2,201012,YAD VOEZER LTD,506.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221092,2,201012,YAD VOEZER LTD,619.85,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221095,2,201012,YAD VOEZER LTD,601.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221098,2,201012,YAD VOEZER LTD,498.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221101,2,201012,YAD VOEZER LTD,622.00,2011-03-24
Community Based Services,Transport,Public Transport and Taxi Fares,42221104,2,201012,YAD VOEZER LTD,604.50,2011-03-24
Community Based Services,Other Costs,,42221112,2,201012,REDACTED - Personal Information,472.50,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221215,2,201012,ALLIED HEALTHCARE LTD T/A CARE CONCERN,990.57,2011-03-25
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",42221315,2,201012,GE MONEY HOME LENDING,3000.00,2011-03-21
Community Based Services,Other Costs,,42221327,2,201012,FREELIFT LTD,2260.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221392,2,201012,AT HOME IN THE COMMUNITY,1308.88,2011-03-18
Community Based Services,Purchase of Equipment,,42221403,2,201012,OPENING THE BOOK LTD,507.60,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221448,2,201012,CARE UK HOMECARE LTD,590.82,2011-03-23
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,89,201012,GATESHEAD CENTRAL TAXIS,70.00,2011-03-18
Community Based Services,Transport,Contract Hire,42221496,47,201012,GATESHEAD CENTRAL TAXIS,1640.00,2011-03-18
Community Based Services,Transport,Contract Hire,42221496,48,201012,GATESHEAD CENTRAL TAXIS,2040.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,23,201012,GATESHEAD CENTRAL TAXIS,480.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,24,201012,GATESHEAD CENTRAL TAXIS,1152.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,26,201012,GATESHEAD CENTRAL TAXIS,360.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,27,201012,GATESHEAD CENTRAL TAXIS,400.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,29,201012,GATESHEAD CENTRAL TAXIS,1280.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,31,201012,GATESHEAD CENTRAL TAXIS,10.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,32,201012,GATESHEAD CENTRAL TAXIS,160.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,33,201012,GATESHEAD CENTRAL TAXIS,1178.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,44,201012,GATESHEAD CENTRAL TAXIS,600.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,45,201012,GATESHEAD CENTRAL TAXIS,600.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,46,201012,GATESHEAD CENTRAL TAXIS,160.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,51,201012,GATESHEAD CENTRAL TAXIS,704.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,59,201012,GATESHEAD CENTRAL TAXIS,300.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,92,201012,GATESHEAD CENTRAL TAXIS,10.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,25,201012,GATESHEAD CENTRAL TAXIS,208.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,61,201012,GATESHEAD CENTRAL TAXIS,112.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,64,201012,GATESHEAD CENTRAL TAXIS,176.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,65,201012,GATESHEAD CENTRAL TAXIS,240.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,30,201012,GATESHEAD CENTRAL TAXIS,240.00,2011-03-18
Community Based Services,Transport,Public Transport and Taxi Fares,42221496,52,201012,GATESHEAD CENTRAL TAXIS,280.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221519,2,201012,CARE UK HOMECARE LTD,3739.68,2011-03-23
Community Based Services,Third Party Payments,Third Party Payments,42221524,2,201012,VICTIM SUPPORT,4426.00,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221548,8,201012,MINSTER PATHWAYS LTD,629.52,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221548,7,201012,MINSTER PATHWAYS LTD,437.83,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221548,6,201012,MINSTER PATHWAYS LTD,594.33,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221548,5,201012,MINSTER PATHWAYS LTD,1595.33,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221558,7,201012,MINSTER PATHWAYS LTD,407.60,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221558,9,201012,MINSTER PATHWAYS LTD,1538.03,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221558,6,201012,MINSTER PATHWAYS LTD,17870.84,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221558,10,201012,MINSTER PATHWAYS LTD,1580.76,2011-03-18
Community Based Services,Third Party Payments,Third Party Payments,42221558,8,201012,MINSTER PATHWAYS LTD,36.93,2011-03-18
Community Based Services,Premises,Rep & Maint,42221568,2,201012,NPOWER,473.33,2011-03-21
Community Based Services,Third Party Payments,Third Party Payments,42221665,2,201012,YOUR VOICE COUNTS,4390.20,2011-03-18
