Strategic Group,Spend Level,Spend Level2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,40,201011,DEAN TAXIS LTD,40.00,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,43,201011,DEAN TAXIS LTD,668.80,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,44,201011,DEAN TAXIS LTD,428.12,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,45,201011,DEAN TAXIS LTD,660.74,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,34,201011,DEAN TAXIS LTD,30.00,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,15,201011,DEAN TAXIS LTD,126.00,2011-02-21
Community Based Services,Transport,Public Transport and Taxi Fares,42212809,30,201011,DEAN TAXIS LTD,486.00,2011-02-21
Community Based Services,Supplies and Services,Catering & Provisions,42212892,2,201011,COCA-COLA ENTERPRISES LTD,478.51,2011-02-21
Community Based Services,Other Costs,,42212977,2,201011,FREELIFT LTD,2650.00,2011-02-22
Community Based Services,Works,,42212992,2,201011,NORTHUMBRIAN WATER,1480.00,2011-02-22
Community Based Services,Supplies and Services,Miscellaneous Supplies,42213021,2,201011,CHARIS BOARDING KENNELS,2017.48,2011-02-21
Community Based Services,Supplies and Services,Miscellaneous Supplies,42213023,2,201011,CARE QUALITY COMMISSION,1242.00,2011-02-22
Community Based Services,Employees,Indirect Employee Expenses,42213044,2,201011,JIGSAW@WORK,1000.00,2011-02-22
Community Based Services,Third Party Payments,Third Party Payments,42213049,2,201011,SPINAL HOMECARE,2925.00,2011-02-24
Community Based Services,Supplies and Services,Comms & Computing,42213064,20,201011,BRITISH TELECOM,7.35,2011-02-21
Community Based Services,Supplies and Services,Comms & Computing,42213064,19,201011,BRITISH TELECOM,7.35,2011-02-21
Community Based Services,Supplies and Services,Comms & Computing,42213064,23,201011,BRITISH TELECOM,6.90,2011-02-21
Community Based Services,Supplies and Services,Comms & Computing,42213064,21,201011,BRITISH TELECOM,7.35,2011-02-21
Community Based Services,Supplies and Services,Comms & Computing,42213064,15,201011,BRITISH TELECOM,10.80,2011-02-21
Community Based Services,Supplies and Services,Miscellaneous Supplies,42213065,2,201011,INTERPLAN SIGN SYSTEMS LTD,1664.84,2011-02-22
Community Based Services,Supplies and Services,"Furn, Equip & Mats",42213070,2,201011,INNOGISTIC SOFTWARE PLC,495.91,2011-02-22
Community Based Services,Supplies and Services,"Printing, Stationery etc",42213093,2,201011,NIELSEN BOOK SERVICES LTD,4070.00,2011-02-22
Community Based Services,Supplies and Services,Comms & Computing,42213111,45,201011,BRITISH TELECOM,275.00,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,51,201011,BRITISH TELECOM,184.34,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,41,201011,BRITISH TELECOM,6.04,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,64,201011,BRITISH TELECOM,38.96,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,42,201011,BRITISH TELECOM,275.00,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,43,201011,BRITISH TELECOM,275.00,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,58,201011,BRITISH TELECOM,87.90,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,40,201011,BRITISH TELECOM,87.90,2011-02-23
Community Based Services,Supplies and Services,Comms & Computing,42213111,63,201011,BRITISH TELECOM,275.00,2011-02-23
Community Based Services,Supplies and Services,Advertising,42213139,2,201011,CBS OUTDOOR,1665.00,2011-02-22
Community Based Services,Supplies and Services,Advertising,42213144,2,201011,CBS OUTDOOR,1700.00,2011-02-22
Community Based Services,Supplies and Services,Advertising,42213146,2,201011,CBS OUTDOOR,654.00,2011-02-22
Community Based Services,Supplies and Services,Advertising,42213147,2,201011,CBS OUTDOOR,654.00,2011-02-22
Community Based Services,Supplies and Services,"Printing, Stationery etc",42213162,2,201011,SUPPLIES TEAM LTD,598.52,2011-02-22
Community Based Services,Other Costs,,42213170,2,201011,EASIBATHE LTD/EASIACCESS SOLUTIONS,3038.11,2011-02-22
Community Based Services,Other Costs,,42213171,2,201011,FREELIFT LTD,4730.00,2011-02-22
Community Based Services,Other Costs,,42213172,2,201011,ACCESS CONSTRUCTION,2729.00,2011-02-22
Community Based Services,Other Costs,,42213175,2,201011,REDACTED - Personal Information,500.00,2011-02-23
Community Based Services,Third Party Payments,Third Party Payments,42213186,2,201011,NORTHUMBRIA PROBATION BOARD,11750.00,2011-02-22
Community Based Services,Other Costs,,42213265,2,201011,FREELIFT LTD,4947.00,2011-02-22
Community Based Services,Other Costs,,42213273,2,201011,FREELIFT LTD,4867.00,2011-02-22
Community Based Services,Third Party Payments,Third Party Payments,42213297,2,201011,MOMENTUM CARE,1307.50,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213298,2,201011,UNITED RESPONSE,613.20,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213309,2,201011,HELPING HANDS COMMUNITY CARE,3859.28,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213314,2,201011,HELPING HANDS COMMUNITY CARE,3859.28,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213318,3,201011,ELPHA LODGE LTD,2938.64,2011-02-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42213318,4,201011,ELPHA LODGE LTD,343.52,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213321,2,201011,MINSTER PATHWAYS LTD,704.48,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213325,2,201011,JB SKILLCARE LTD,2632.70,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213327,2,201011,JB SKILLCARE LTD,2639.40,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213329,2,201011,CITY OF NEWCASTLE UPON TYNE,1560.86,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213330,2,201011,CITY OF NEWCASTLE UPON TYNE,874.08,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213337,2,201011,RANDSTAD CARE,5743.08,2011-02-22
Community Based Services,Premises,Energy,42213358,2,201011,BRITISH GAS TRADING LTD,573.89,2011-02-22
Community Based Services,Premises,Energy,42213373,2,201011,SCOTTISH HYDRO ELECTRIC,455.66,2011-02-22
Community Based Services,Premises,Miscellaneous Premises,42213398,2,201011,SPENCE & DOWER CHARTERED ARCHITECTS,637.50,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42213559,2,201011,NORTHUMBRIA CALVERT TRUST,879.00,2011-02-24
Community Based Services,Other Costs,,42213594,2,201011,REDACTED - Personal Information,500.00,2011-02-23
Community Based Services,Other Costs,,42213645,2,201011,FREELIFT LTD,2180.00,2011-02-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42213705,2,201011,WARDLEY WOMENS SOCIAL CLUB,1067.89,2011-02-23
Community Based Services,Works,,42213728,2,201011,NEDL,1122.90,2011-02-24
Community Based Services,Transport,Public Transport and Taxi Fares,42213757,18,201011,SWALWELL CABS LTD,198.00,2011-02-24
Community Based Services,Transport,Public Transport and Taxi Fares,42213757,19,201011,SWALWELL CABS LTD,160.00,2011-02-24
Community Based Services,Supplies and Services,Miscellaneous Supplies,42213889,2,201011,REDACTED - Personal Information,420.00,2011-02-23
Community Based Services,Other Costs,,42213890,2,201011,REDACTED - Personal Information,3156.00,2011-02-23
Community Based Services,Works,,42213906,2,201011,EASIBATHE LTD/EASIACCESS SOLUTIONS,666.48,2011-02-23
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42213921,2,201011,ST THOMAS CHURCH,6000.00,2011-02-23
Community Based Services,Third Party Payments,Third Party Payments,42214009,2,201011,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42214010,2,201011,B.A.B. ACCOMMODATION LIMITED,1350.00,2011-02-24
Community Based Services,Consultants,,42214015,2,201011,ANCHOR TRUST,40000.00,2011-02-23
Community Based Services,Consultants,,42214017,2,201011,ANCHOR TRUST,40000.00,2011-02-23
Community Based Services,Other Costs,,42214257,2,201011,FINCHDALE PROPERTIES LTD,500.00,2011-02-24
Community Based Services,Premises,Rent,42214308,2,201011,THE RIVERSIDE GROUP LTD,840.26,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42214316,2,201011,MINSTER PATHWAYS LTD,715.38,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42214321,4,201011,MINSTER PATHWAYS LTD,85.48,2011-02-24
Community Based Services,Third Party Payments,Third Party Payments,42214321,3,201011,MINSTER PATHWAYS LTD,516.56,2011-02-24
Community Based Services,Works,,42214332,18,201011,COUPELINE,97.16,2011-02-24
Community Based Services,Works,,42214420,2,201011,COLEMAN & COMPANY,58842.00,2011-02-24
Community Based Services,Premises,Fixtures & Fittings,42214515,2,201011,LOW FELL REMOVALS LTD,838.03,2011-02-25
Community Based Services,Supplies and Services,Comms & Computing,42214547,2,201011,VIRGIN MEDIA BUSINESS,450.17,2011-02-25
Community Based Services,Supplies and Services,Comms & Computing,42214557,2,201011,BRITISH TELECOM,367.17,2011-02-25
Community Based Services,Employees,Indirect Employee Expenses,42214594,2,201011,YOUR VOICE COUNTS,40136.00,2011-02-25
Community Based Services,Supplies and Services,Miscellaneous Supplies,42214703,2,201011,BLISSETT BOOKBINDERS,870.04,2011-02-25
Community Based Services,Supplies and Services,"Grants, Contribs & Subs",42214729,2,201011,LANTEC LANDSCAPING,2400.00,2011-02-25
Community Based Services,Third Party Payments,Third Party Payments,42214808,2,201011,FOUNDATIONS FURNITURE & GARDENING PROJECT,9000.00,2011-02-25
Community Based Services,Third Party Payments,Third Party Payments,42214957,9,201011,CARELINE LIFESTYLES LTD,10000.00,2011-02-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42214957,11,201011,CARELINE LIFESTYLES LTD,725.80,2011-02-25
Community Based Services,Third Party Payments,Third Party Payments,42214957,10,201011,CARELINE LIFESTYLES LTD,4348.00,2011-02-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42214957,12,201011,CARELINE LIFESTYLES LTD,146.04,2011-02-25
Community Based Services,Third Party Payments,Third Party Payments,42214957,7,201011,CARELINE LIFESTYLES LTD,4400.00,2011-02-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,42214957,8,201011,CARELINE LIFESTYLES LTD,304.25,2011-02-25
Community Based Services,Other Costs,,42214986,2,201011,FREELIFT LTD,1975.00,2011-02-28
Community Based Services,Third Party Payments,Third Party Payments,42215039,2,201011,VITAL SERVICE,7646.06,2011-02-28
Community Based Services,Supplies and Services,Miscellaneous Supplies,42215041,2,201011,HARRISON BERRY RESIDENTIAL,650.00,2011-02-28
Community Based Services,Supplies and Services,Miscellaneous Supplies,42215044,2,201011,FOLLONSBY LODGE BANNER,1600.00,2011-02-28
Community Based Services,Premises,Energy,42215046,2,201011,SCOTTISH HYDRO ELECTRIC,1498.54,2011-02-28
Community Based Services,Third Party Payments,Third Party Payments,42215055,2,201011,MIDDLESBROUGH BOROUGH COUNCIL,655.92,2011-02-28
Community Based Services,Works,,42215056,2,201011,NORTH TYNE CONSTRUCTION LTD,658.00,2011-02-28
Community Based Services,Premises,Security & Insurance,42215058,2,201011,ADT FIRE & SECURITY PLC,505.24,2011-02-28
Community Based Services,Premises,Security & Insurance,42215059,2,201011,PSL SECURITY SYSTEMS,440.00,2011-02-28
Community Based Services,Third Party Payments,Third Party Payments,42215061,2,201011,NACRO NCT SHEFFIELD,18408.00,2011-02-28
Community Based Services,,,42215090,2,201011,NORTHUMBRIAN WATER LTD,2253.86,2011-02-28
Community Based Services,Supplies and Services,Advertising,42215100,2,201011,SPG PROMOTIONS LTD,499.00,2011-02-28
Community Based Services,Transport,Contract Hire,42215105,45,201011,GATESHEAD CENTRAL TAXIS,1640.00,2011-02-28
Community Based Services,Transport,Contract Hire,42215105,46,201011,GATESHEAD CENTRAL TAXIS,2040.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,85,201011,GATESHEAD CENTRAL TAXIS,12.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,22,201011,GATESHEAD CENTRAL TAXIS,512.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,23,201011,GATESHEAD CENTRAL TAXIS,1080.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,25,201011,GATESHEAD CENTRAL TAXIS,360.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,26,201011,GATESHEAD CENTRAL TAXIS,400.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,28,201011,GATESHEAD CENTRAL TAXIS,1030.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,30,201011,GATESHEAD CENTRAL TAXIS,160.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,31,201011,GATESHEAD CENTRAL TAXIS,1178.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,42,201011,GATESHEAD CENTRAL TAXIS,600.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,43,201011,GATESHEAD CENTRAL TAXIS,600.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,44,201011,GATESHEAD CENTRAL TAXIS,160.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,54,201011,GATESHEAD CENTRAL TAXIS,650.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,61,201011,GATESHEAD CENTRAL TAXIS,240.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,24,201011,GATESHEAD CENTRAL TAXIS,360.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,65,201011,GATESHEAD CENTRAL TAXIS,58.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,84,201011,GATESHEAD CENTRAL TAXIS,14.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,86,201011,GATESHEAD CENTRAL TAXIS,150.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,29,201011,GATESHEAD CENTRAL TAXIS,320.00,2011-02-28
Community Based Services,Transport,Public Transport and Taxi Fares,42215105,47,201011,GATESHEAD CENTRAL TAXIS,400.00,2011-02-28
Community Based Services,Other Costs,,42215137,2,201011,FREELIFT LTD,2270.00,2011-02-28
Community Based Services,Premises,Miscellaneous Premises,42215208,2,201011,ST ASTIER LTD,1959.35,2011-02-28
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43596651,2,201011,MARK SAVAGE PHOTOGRAPHY,500.00,2011-02-02
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43601984,2,201011,TRACK & FIELD SPORTS LTD,675.00,2011-02-02
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603249,3,201011,ASKEWS LIBRARY SERVICES LTD,3811.96,2011-02-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603249,4,201011,ASKEWS LIBRARY SERVICES LTD,9.25,2011-02-09
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603804,2,201011,WERNICK HIRE LTD,1671.42,2011-02-10
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603804,3,201011,WERNICK HIRE LTD,535.71,2011-02-10
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603807,2,201011,BRYTAFLOR & DUNSTON FURNISHING,649.79,2011-02-01
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43603906,2,201011,THE WORKPLACE TRAVEL PLAN COMPANY,2730.00,2011-02-10
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43603906,3,201011,THE WORKPLACE TRAVEL PLAN COMPANY,0.00,2011-02-10
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603956,2,201011,SPORTING LEISURE LTD,690.14,2011-02-01
Community Based Services,Supplies and Services,"Printing, Stationery etc",43603972,2,201011,OFFICE EQUIPMENT SELECTION LTD,506.36,2011-02-18
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43603978,3,201011,BRENNTAG UK LTD,745.70,2011-02-01
Community Based Services,Supplies and Services,Comms & Computing,43603978,4,201011,BRENNTAG UK LTD,40.00,2011-02-01
Community Based Services,Supplies and Services,Comms & Computing,43605411,2,201011,DELL COMPUTER CORPORATION LTD,2670.00,2011-02-01
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43605482,2,201011,WERNICK HIRE LTD,2280.71,2011-02-10
Community Based Services,Supplies and Services,"Printing, Stationery etc",43606418,2,201011,IMPRESSION UK,400.00,2011-02-01
Community Based Services,Supplies and Services,"Printing, Stationery etc",43606868,2,201011,STATEX PRESS NORTHERN LTD,514.00,2011-02-01
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607047,2,201011,AUDIOGO LTD,630.06,2011-02-01
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607064,2,201011,AUDIOGO LTD,447.54,2011-02-01
Community Based Services,Supplies and Services,"Printing, Stationery etc",43607085,24,201011,HOGG NEWS,18.47,2011-02-02
Community Based Services,Supplies and Services,"Printing, Stationery etc",43607085,25,201011,HOGG NEWS,32.72,2011-02-02
Community Based Services,Supplies and Services,"Printing, Stationery etc",43607085,21,201011,HOGG NEWS,252.72,2011-02-02
Community Based Services,Works,,43607132,2,201011,LYNCH HEALTHCARE,4241.25,2011-02-01
Community Based Services,Supplies and Services,"Clothing, Uniforms & Laundry",43607285,2,201011,TROJAN,476.60,2011-02-08
Community Based Services,Purchase of Equipment,,43607487,2,201011,SHACKLETONS LTD,5235.00,2011-02-03
Community Based Services,Consultants,,43607535,2,201011,GORDON METCALFE PLANNING CONSULTANCY LTD,5060.62,2011-02-02
Community Based Services,Consultants,,43607536,2,201011,MCNULTY PROCUREMENT LTD,5032.85,2011-02-02
Community Based Services,Supplies and Services,"Printing, Stationery etc",43607567,2,201011,EXCEL COMMERCIAL SERVICES,1108.00,2011-02-03
Community Based Services,Works,,43607650,2,201011,MORRISON FACILITIES SERVICES (GATESHEAD),71162.21,2011-02-03
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607755,2,201011,GT CLEANING MACHINES,1736.38,2011-02-10
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607755,3,201011,GT CLEANING MACHINES,82.00,2011-02-10
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43607787,2,201011,INITIAL WASHROOM SOLUTIONS,730.90,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607791,2,201011,CDS SECURITY & FIRE SERVICES LTD,597.00,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607794,2,201011,KARCHER (UK) LTD,434.40,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607795,2,201011,BRYTAFLOR & DUNSTON FURNISHING,649.79,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607798,2,201011,SITELINK COMMUNICATIONS LTD,590.00,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607805,2,201011,THOMAS OWEN & SONS LTD,847.39,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607807,2,201011,SIEMENS FINANCIAL SERVICES LTD,366.11,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607821,2,201011,ING LEASE UK LTD,360.00,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43607853,3,201011,BRENNTAG UK LTD,734.70,2011-02-11
Community Based Services,Supplies and Services,Comms & Computing,43607853,4,201011,BRENNTAG UK LTD,40.00,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608031,2,201011,WERNICK HIRE LTD,2280.71,2011-02-10
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608038,3,201011,J P  LENNARD LTD,292.95,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608038,4,201011,J P  LENNARD LTD,292.95,2011-02-11
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,13,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,14,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,15,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,12,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,16,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,17,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,19,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,11,201011,CARDIAC SCIENCE HOLDING (UK) LTD,166.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,18,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608115,20,201011,CARDIAC SCIENCE HOLDING (UK) LTD,156.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608162,2,201011,ASKEWS LIBRARY SERVICES LTD,984.29,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608163,2,201011,ASKEWS LIBRARY SERVICES LTD,422.80,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608179,2,201011,THOMAS OWEN & SONS LTD,425.91,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608179,3,201011,THOMAS OWEN & SONS LTD,0.00,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608192,2,201011,RLSS IQL UK LTD,506.60,2011-02-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43608199,8,201011,RENTOKIL INITIAL UK LTD (PEST CONTROL),80.98,2011-02-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43608199,10,201011,RENTOKIL INITIAL UK LTD (PEST CONTROL),80.98,2011-02-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43608199,7,201011,RENTOKIL INITIAL UK LTD (PEST CONTROL),114.61,2011-02-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43608199,6,201011,RENTOKIL INITIAL UK LTD (PEST CONTROL),80.98,2011-02-08
Community Based Services,Supplies and Services,Miscellaneous Supplies,43608199,9,201011,RENTOKIL INITIAL UK LTD (PEST CONTROL),80.98,2011-02-08
Community Based Services,Works,,43608211,2,201011,EASIBATHE LTD/EASIACCESS SOLUTIONS,999.59,2011-02-07
Community Based Services,Supplies and Services,"Printing, Stationery etc",43608212,2,201011,SUPPLIES TEAM LTD,353.05,2011-02-07
Community Based Services,Premises,Rep & Maint,43608215,2,201011,STEVE CLINTON LANDSCAPE CONTRACTOR,510.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608218,2,201011,MAGNA LARGE PRINT,1363.68,2011-02-07
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,43608219,2,201011,COMPETITION LINE UK LTD,372.40,2011-02-04
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,43608223,3,201011,COMPETITION LINE UK LTD,21808.41,2011-02-04
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,43608223,4,201011,COMPETITION LINE UK LTD,108.00,2011-02-04
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608224,2,201011,MAGNA LARGE PRINT,1309.96,2011-02-07
Community Based Services,Works,,43608296,2,201011,MORRISON FACILITIES SERVICES (GATESHEAD),3391.05,2011-02-07
Community Based Services,Works,,43608299,2,201011,TOTAL HYGIENE LTD,540.00,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608300,2,201011,BILLINGTON BIOFUELS,1969.20,2011-02-07
Community Based Services,Other Costs,,43608310,2,201011,THE FIVE LAMPS ORGANISATION,50000.00,2011-02-04
Community Based Services,Supplies and Services,Advertising,43608392,2,201011,NCJ MEDIA LTD,703.00,2011-02-07
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608445,2,201011,VIKING DIRECT LTD,757.69,2011-02-08
Community Based Services,Supplies and Services,Advertising,43608476,2,201011,T HAYNES CHORLEY & CO LTD T/A SPECTRUM PLASTICS,1824.63,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608518,2,201011,THOMAS OWEN & SONS LTD,847.39,2011-02-11
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43608718,7,201011,CRIMINAL RECORDS BUREAU,576.00,2011-02-08
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43608967,2,201011,ANTALIS MCNAUGHTON LTD,441.20,2011-02-11
Community Based Services,Consultants,,43609296,2,201011,GVA GRIMLEY,10910.76,2011-02-10
Community Based Services,Consultants,,43609297,2,201011,GRANT THORNTON,11432.00,2011-02-10
Community Based Services,Purchase of Equipment,,43609651,2,201011,INSIGHT DIRECT UK LTD,2098.06,2011-02-11
Community Based Services,Supplies and Services,Comms & Computing,43609666,2,201011,PROBRAND LTD,1051.87,2011-02-11
Community Based Services,Supplies and Services,Comms & Computing,43609762,2,201011,VIRGIN MEDIA BUSINESS,915.49,2011-02-11
Community Based Services,Purchase of Equipment,,43609786,7,201011,OASYS LIMITED,39.87,2011-02-11
Community Based Services,Supplies and Services,Advertising,43609807,2,201011,THE RIP,1706.00,2011-02-14
Community Based Services,Works,,43609810,2,201011,EASIBATHE LTD/EASIACCESS SOLUTIONS,1002.74,2011-02-15
Community Based Services,Works,,43609811,2,201011,EASIBATHE LTD/EASIACCESS SOLUTIONS,1032.68,2011-02-15
Community Based Services,Supplies and Services,Advertising,43609821,3,201011,JMC MARKETING LTD,2000.00,2011-02-14
Community Based Services,Supplies and Services,Advertising,43609821,4,201011,JMC MARKETING LTD,390.00,2011-02-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43609829,2,201011,THE RIP,1070.00,2011-02-14
Community Based Services,Supplies and Services,Advertising,43609831,2,201011,NCJ MEDIA LTD,647.50,2011-02-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43609856,2,201011,BRENNTAG UK LTD,501.82,2011-02-18
Community Based Services,Works,,43609941,2,201011,TERRY GROUP LTD,7994.00,2011-02-15
Community Based Services,Works,,43609942,2,201011,MORRISON FACILITIES SERVICES (GATESHEAD),3391.05,2011-02-15
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43609963,3,201011,ASKEWS LIBRARY SERVICES LTD,6879.14,2011-02-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43609963,4,201011,ASKEWS LIBRARY SERVICES LTD,11.90,2011-02-14
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43609990,2,201011,BRYTAFLOR & DUNSTON FURNISHING,649.79,2011-02-18
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",43610289,2,201011,OMEGA SECURITY SYSTEMS,600.00,2011-02-16
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43610347,2,201011,GREENLAY LTD,824.25,2011-02-18
Community Based Services,Supplies and Services,"Printing, Stationery etc",43610407,2,201011,FORCE TWO LTD,351.00,2011-02-15
