Date,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-03,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,588.12,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,641.5,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,577.35,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,564.52,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,564.52,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,564.52,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,875.28,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,538.86,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,513.2,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,526.03,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,EASBY FLOORING LTD,3077517,511.78,Direct Charges - Contractors
2016-03,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3078624,3390,Materials
2016-03,Place,DLO Services,FAB-TECH ENGINEERING (UK) LTD,3074868,7020,Direct Charges - Contractors
2016-03,Place,DLO Services,FOOD FOR LIFE CATERING MARK,3078860,740,Other Supplies & Services
2016-03,Place,DLO Services,GROUNDFORCE VP PLC,3078136,1962.46,Equipment
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3077955,564.27,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3077955,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079117,564.27,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3078528,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3078528,671.02,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079751,564.27,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079751,671.02,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079751,637.53,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079751,646.15,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,647.62,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3078985,732.29,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3078985,637.53,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3079202,599.05,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1206.67,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1206.68,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1192.31,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1149.22,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1235.4,Agency Staff Costs - Non Teaching
2016-03,Place,DLO Services,HOPWELLS LIMITED,0,511.69,Catering Provisions
2016-03,Place,DLO Services,HPS MAINTENANCE & RESTORATION LTD,3076639,10425.15,Direct Charges - Contractors
2016-03,Place,DLO Services,JCB FINANCE (LEASING LTD),3065762,1882.83,Leasing Charges
2016-03,Place,DLO Services,JCB FINANCE (LEASING LTD),3065761,959.56,Leasing Charges
2016-03,Place,DLO Services,JEWSON LTD,3077957,826.26,Materials
2016-03,Place,DLO Services,JEWSON LTD,3078258,5298.4,Materials
2016-03,Place,DLO Services,JEWSON LTD,3078258,5298.4,Materials
2016-03,Place,DLO Services,JEWSON LTD,3078683,1243,Materials
2016-03,Place,DLO Services,JEWSON LTD,3077097,660.81,Materials
2016-03,Place,DLO Services,JEWSON LTD,3078683,868.04,Materials
2016-03,Place,DLO Services,JEWSON LTD,3078683,743.5,Materials
2016-03,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3077491,3198.44,Direct Charges - Contractors
2016-03,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,0,846.95,Direct Charges - Contractors
2016-03,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3079271,846.95,Direct Charges - Contractors
2016-03,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3080045,633.54,Direct Charges - Contractors
2016-03,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,624,Direct Charges - Contractors
2016-03,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,880,Direct Charges - Contractors
2016-03,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,1958,Direct Charges - Contractors
2016-03,Place,DLO Services,MACLEAN ELECTRICAL,3072551,64382.14,Materials
2016-03,Place,DLO Services,MACLEAN ELECTRICAL,3072551,55650.7,Materials
2016-03,Place,DLO Services,MACLEAN ELECTRICAL,3072551,54392.68,Materials
2016-03,Place,DLO Services,MACLEAN ELECTRICAL,3074245,17150,Materials
2016-03,Place,DLO Services,MACLEAN ELECTRICAL,3077256,595.5,Materials
2016-03,Place,DLO Services,MAGNET TRADE,3077778,541.26,Materials
2016-03,Place,DLO Services,MAGNET TRADE,3061904,653.76,Materials
2016-03,Place,DLO Services,MALLATITE LIMITED,3077400,1155.24,Materials
2016-03,Place,DLO Services,MALLATITE LIMITED,3077520,754.8,Materials
2016-03,Place,DLO Services,MALLATITE LIMITED,3076395,642.5,Materials
2016-03,Place,DLO Services,MECHPLANT NORTH EAST LTD,3065905,556,Plant Hire
2016-03,Place,DLO Services,MISCO COMPUTER SUPPLIES,3079898,589.99,Ict Hardware Purchase
2016-03,Place,DLO Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3077074,3643,Direct Charges - Contractors
2016-03,Place,DLO Services,MITIE PROPERTY SERVICES (NORTH EAST) LTD,3078798,624,Direct Charges - Contractors
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077999,2539.34,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077999,3292.34,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077689,765.72,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077689,806.39,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077999,3569.25,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077895,3922.2,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071404,518,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3078076,2510.71,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077999,4136.38,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077999,2993.97,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3078076,9889.93,Materials
2016-03,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077584,1260,Materials
2016-03,Place,DLO Services,NORTHERN POWERGRID (NORTHEAST) LTD,3080289,1352.17,Direct Charges - Contractors
2016-03,Place,DLO Services,NWS NORTH LIMITED,3079346,2157,Materials
2016-03,Place,DLO Services,PERVASIC LTD,0,19200,Ict Hardware Support & Maintenance
2016-03,Place,DLO Services,PINKNEY BUILDING CONTARCTORS LTD (GRANTS),3076940,5610.88,Vehicle Hire
2016-03,Place,DLO Services,PORTABLE APPLIANCE SAFETY SERVICES,3078932,1600,Equipment
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,1954.45,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,1229.91,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,1044.36,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,2046.05,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,1016.05,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,772.85,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,3093.04,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,2049.84,Direct Charges - Contractors
2016-03,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,522.57,Direct Charges - Contractors
2016-03,Place,DLO Services,PROTEUS EQUIPMENT LTD,3079151,887.76,Materials
2016-03,Place,DLO Services,RENNYCO LTD,3077046,1105,Materials
2016-03,Place,DLO Services,RENNYCO LTD,3076941,6070,Direct Charges - Contractors
2016-03,Place,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),3078236,11729.12,Direct Charges - Contractors
2016-03,Place,DLO Services,SIEMENS FINANCIAL SERVICES LTD,3050644,750,Leasing Charges
2016-03,Place,DLO Services,SIGNATURE LIMITED,3078701,761.98,Materials
2016-03,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,3065769,1525,Leasing Charges
2016-03,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,3065751,75501.69,Leasing Charges
2016-03,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,3065771,19891.7,Leasing Charges
2016-03,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,3065770,8644.86,Leasing Charges
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,560,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,916.5,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,549.9,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,549.9,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,960,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,590.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,640,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,695.2,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,588,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,1326,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,1326,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,916.5,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,549.9,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,549.9,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,813.3,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3067934,1000,Waste Management
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,569.2,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,795.6,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,530.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,732.4,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3067934,1040,Waste Management
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,888,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,592,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,608,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,912,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,864,Direct Charges - Contractors
2016-03,Place,DLO Services,T M WARD (DARLINGTON) LTD,3079137,576,Direct Charges - Contractors
2016-03,Place,DLO Services,TARMAC LTD,3075927,537.45,Materials
2016-03,Place,DLO Services,TARMAC LTD,3075927,537.45,Materials
2016-03,Place,DLO Services,TARMAC LTD,3078871,1849.98,Materials
2016-03,Place,DLO Services,TARMAC LTD,0,687.29,Materials
2016-03,Place,DLO Services,TENSAR INTERNATIONAL LIMITED,3077499,1500,Materials
2016-03,Place,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,3065919,650,Materials
2016-03,Place,DLO Services,TRIPLE POINT LEASE PARTNERS,0,17000,Leasing Charges
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,1759.34,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,886.72,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,544.68,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,512.55,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,503.37,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,593.64,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,629.1,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,504.9,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,680.85,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,638.88,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,1090.89,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,621.94,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,604.8,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,589.05,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,670.14,Materials
2016-03,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,2395.99,Materials
2016-03,Place,DLO Services,VIRGIN MEDIA BUSINESS,0,5327.56,Telephone Costs
2016-03,Place,DLO Services,W MARLEY (AGRICULTURAL CONTS.) LTD,3077581,11312.5,Direct Charges - Contractors
2016-03,Place,DLO Services,WERNICK HIRE LTD,3071447,612.85,Equipment
2016-03,Place,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,3079458,2266.25,Materials
2016-03,Place,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,3078804,1512.86,Materials
2016-03,Place,DLO Services,Y & S CONSTRUCTION,3078108,1950,Direct Charges - Contractors
2016-03,Place,DLO Services,Y & S CONSTRUCTION,3078228,980,Direct Charges - Contractors
2016-03,Place,DLO Services,Y & S CONSTRUCTION,3078228,562,Direct Charges - Contractors
2016-03,Place,DLO Services,ZENITH,3079259,1795,Equipment
2016-03,Place,Environmental Services,CAMEO LTD,3079372,45084,Consultancy Fees
2016-03,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-03,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-03,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-03,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-03,Place,Environmental Services,GROUNDWORK NORTH EAST,3074161,2533.16,3Rd Part Apprentices
2016-03,Place,Environmental Services,J & B FARNABY,0,990,Topsoil
2016-03,Place,Environmental Services,KANA SOFTWARE IRELAND LIMITED,3039111,9680,Consultancy Fees
2016-03,Place,Environmental Services,LANDMARK TRADING LTD,3079013,707.78,Equipment
2016-03,Place,Environmental Services,MIDDLESBROUGH BOROUGH COUNCIL,0,3694.52,Other Waste Sites
2016-03,Place,Environmental Services,ONE51 PLASTICS (UK) T/A MGB PLASTICS,3049564,6283.5,Equipment
2016-03,Place,Environmental Services,PETER METCALFE,3077830,3648,Building Repairs And Maintenance
2016-03,Place,Environmental Services,PHS GROUP,0,574.23,Refuse Services
2016-03,Place,Environmental Services,PHS GROUP,0,535.59,Refuse Services
2016-03,Place,Environmental Services,PREMIER TRAFFIC MANAGEMENT,3078711,1700,Employee Training Course Costs
2016-03,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3073186,950,Equipment Hire
2016-03,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3073186,950,Equipment Hire
2016-03,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,4634.05,Waste Management
2016-03,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,230256.85,Waste Management
2016-03,Place,Environmental Services,THE PHOENIX PARTNERSHIP,3079721,718,Equipment R&M
2016-03,Place,Environmental Services,THE PHOENIX PARTNERSHIP,3079067,2156,Equipment R&M
2016-03,Place,Environmental Services,WHITEHOUSE FUNERAL SERVICE LTD,3078816,682.84,Contract Funerals
2016-03,Place,Environmental Services,WHITEHOUSE FUNERAL SERVICE LTD,3078982,811.84,Contract Funerals
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,614.13,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,DE-POEL,0,536.05,Agency Staff Costs - Non Teaching
2016-03,Place,Highway Asset Management,INSTITUTE OF LIGHTING PROFESSIONALS,3076921,1300,Routine Maintenance
2016-03,Place,Highway Asset Management,KIELY BROS,3070578,2650.65,Carriageway Works
2016-03,Place,Highway Asset Management,KIELY BROS,0,1078.74,Carriageway Works
2016-03,Place,Highway Asset Management,KIELY BROS,0,4515.98,Carriageway Works
2016-03,Place,Highway Asset Management,NPOWER NORTHERN FINANCE,0,802.04,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN FINANCE,0,751.19,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN FINANCE,0,835.33,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,894.28,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,44198.47,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,508.07,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,4297.71,Electricity
2016-03,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,4388.69,Electricity
2016-03,Place,Highway Asset Management,SYMOLOGY LTD,3078417,5444.38,Statutory Testing
2016-03,Place,Highway Network Management,GATESHEAD COUNCIL,3068215,982,Employee Training Course Costs
2016-03,Place,Highway Network Management,MACS AUTOMATED BOLLARD SYSTEMS LTD,3078075,1783.95,Cctv Monitoring Charge
2016-03,Place,Highway Network Management,MIDDLESBROUGH BOROUGH COUNCIL,0,14406.75,Routine Maintenance
2016-03,Place,Highway Network Management,MIDDLESBROUGH BOROUGH COUNCIL,0,14406.75,Routine Maintenance
2016-03,Place,Highway Network Management,MIDDLESBROUGH BOROUGH COUNCIL,3075459,3595.3,Traffic Management
2016-03,Place,Highway Network Management,NEWSQUEST MEDIA GROUP,3079535,994.68,Traffic Management
2016-03,Place,Highway Network Management,NEWSQUEST MEDIA GROUP,3078928,1641.22,Traffic Management
2016-03,Place,Highway Network Management,NPOWER NORTHERN FINANCE,0,587.54,Electricity
2016-03,Place,Highway Network Management,WM MORRISON (D'TON) ENTERPRISE TRUST,3071021,711.2,Rent Of Facilities
2016-03,Place,Highways Management,BSI MANAGEMENT SYSTEMS,3079547,752,Ict Software Support & Maintenance
2016-03,Place,Highways Management,SOCIETE GENERALE EQUIPMENT FINANCE,3065751,11557.77,Leasing Charges
2016-03,Place,Programme & Projects,ESP SYSTEX,3078037,600,Other Supplies & Services
2016-03,Place,Programme & Projects,ESP SYSTEX,3078761,30660.46,Other Supplies & Services
2016-03,Place,Programme & Projects,SMITH CREATIVE COMMUNICATIONS LIMITED,3078766,684,Other Supplies & Services
2016-03,Place,Programme & Projects,THE KNOWLEDGE ACADEMY,3079430,1300,Employee Training Course Costs
2016-03,Place,Regulatory Services,CIVICA,3079676,2906.98,Ict Software Support & Maintenance
2016-03,Place,Regulatory Services,DAAC LIMITED,3079764,3000,Other Supplies & Services
2016-03,Place,Regulatory Services,DARLINGTON RUGBY FOOTBALL CLUB LTD,3078654,3750,Hospitality & Room Hire
2016-03,Place,Regulatory Services,DISCLOSURE & BARRING SERVICE,3079314,572,DBS Checks
2016-03,Place,Regulatory Services,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,0,6547.07,Professional Fees
2016-03,Place,Regulatory Services,LIBERTY SERVICES,3077146,1900,Stationery
2016-03,Place,Regulatory Services,METRIC GROUP LIMITED,3068087,1576.71,Equipment R&M
