Date,Directorate,Service,Supplier,Order,Invoice Line Value (net of VAT),Account
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,714.42,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,910,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,972.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,557.96,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,672.4,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,559.07,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,695.06,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,918.75,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,582.56,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,820.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,937.8,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,529.6,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,820.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,1062.84,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,529.6,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,582.56,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,820.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,885.7,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,529.6,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,778.75,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,602.36,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.74,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,580.5,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,820.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,798.84,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,603.72,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,854.44,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,529.6,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,812.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,812.16,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,629.37,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,572.76,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,782.18,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,782.18,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,782.18,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,845.6,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,634.2,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,ELDERS WALKER GLASS LTD,0,688.24,Direct Charges - Contractors
2016-02,Place,DLO Services,ESH CONSTRUCTION LIMITED,3077997,47750,Direct Charges - Contractors
2016-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3075607,1482,Materials
2016-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3075411,909.2,Materials
2016-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3075411,1363.8,Materials
2016-02,Place,DLO Services,EXTERIOR LIGHTING SOLUTIONS LTD,3075607,5466.75,Materials
2016-02,Place,DLO Services,GROUNDFORCE VP PLC,3076474,3160,Equipment
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1102.52,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1153.8,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3077955,599.05,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3077955,599.05,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,3076196,1076.88,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HAYS SPECIALIST SERVICES,0,1235.38,Agency Staff Costs - Non Teaching
2016-02,Place,DLO Services,HIGHWAYS TRAINING ASSOCIATES LIMITED,3077981,4695,Employee Training Course Costs
2016-02,Place,DLO Services,JEWSON LTD,3077108,702.27,Materials
2016-02,Place,DLO Services,JEWSON LTD,3077096,960.48,Materials
2016-02,Place,DLO Services,LORD HIRE CENTRES,3077044,1695,Equipment Hire
2016-02,Place,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,3077998,1309.48,Direct Charges - Contractors
2016-02,Place,DLO Services,M H LAVERICK & PARTNERS,3071844,712,Direct Charges - Contractors
2016-02,Place,DLO Services,MACLEAN ELECTRICAL,3069489,34475.69,Materials
2016-02,Place,DLO Services,MACLEAN ELECTRICAL,3075419,2100,Materials
2016-02,Place,DLO Services,MACLEAN ELECTRICAL,3076402,884,Materials
2016-02,Place,DLO Services,MACLEAN ELECTRICAL,3072551,72214.42,Materials
2016-02,Place,DLO Services,MACLEAN ELECTRICAL,3069489,23573.43,Materials
2016-02,Place,DLO Services,MALLATITE LIMITED,3076108,1761.2,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077584,5390.1,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077584,5461.58,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077584,3005,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077403,5392,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3071404,876.89,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077584,559.3,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077740,5462.3,Materials
2016-02,Place,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,3077402,2038.8,Materials
2016-02,Place,DLO Services,NORTHERN POWERGRID (NORTHEAST) LTD,3077984,610.7,Direct Charges - Contractors
2016-02,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,783.85,Direct Charges - Contractors
2016-02,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,2743.98,Direct Charges - Contractors
2016-02,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,580.34,Direct Charges - Contractors
2016-02,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,522.57,Direct Charges - Contractors
2016-02,Place,DLO Services,PREMIER TRAFFIC MANAGEMENT,3065907,3067.94,Direct Charges - Contractors
2016-02,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,0,4166.65,Leasing Charges
2016-02,Place,DLO Services,SOCIETE GENERALE EQUIPMENT FINANCE,0,6875,Leasing Charges
2016-02,Place,DLO Services,STEEL UNIQUE FABRICATIONS,3076648,510,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,549.9,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,725.2,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,640,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,549.9,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,540,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,600,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,600,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,588,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,549.9,Direct Charges - Contractors
2016-02,Place,DLO Services,T M WARD (DARLINGTON) LTD,3066648,563.5,Direct Charges - Contractors
2016-02,Place,DLO Services,TARMAC LTD,3077014,31404.61,Direct Charges - Contractors
2016-02,Place,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,3062753,860,Direct Charges - Contractors
2016-02,Place,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,3065919,520,Materials
2016-02,Place,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,3065919,520,Materials
2016-02,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,697.88,Materials
2016-02,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,1004.3,Materials
2016-02,Place,DLO Services,TYNEDALE ROADSTONE LIMITED,3075424,565.07,Materials
2016-02,Place,DLO Services,WERNICK HIRE LTD,3071447,553.55,Equipment
2016-02,Place,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,3077595,982.88,Materials
2016-02,Place,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,3077259,2414.23,Materials
2016-02,Place,Environmental Services,CLOTHES AID (SERVICES) LTD,0,615.95,Refuse Services
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,529.1,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DE-POEL,0,525.4,Agency Staff Costs - Non Teaching
2016-02,Place,Environmental Services,DURHAM WILDLIFE TRUST,3074679,1164.17,Other Consumables
2016-02,Place,Environmental Services,EGBERT H TAYLOR & COMPANY LIMITED,3077094,3211.44,Litter Bins
2016-02,Place,Environmental Services,GROUNDWORK NORTH EAST,3074161,1266.58,3Rd Part Apprentices
2016-02,Place,Environmental Services,PHS GROUP,0,526.36,Refuse Services
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,5979.09,Waste Management
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,252525.97,Waste Management
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,7915.05,Waste Management
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3068970,247220.72,Waste Management
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,0,14724.6,Waste Management
2016-02,Place,Environmental Services,STONEGRAVE AGGREGATES LTD,3073186,950,Equipment Hire
2016-02,Place,Environmental Services,THE PHOENIX PARTNERSHIP,3078534,821,Equipment R&M
2016-02,Place,Environmental Services,THE PHOENIX PARTNERSHIP,3078492,671,Equipment R&M
2016-02,Place,Environmental Services,WINTER SERVICE SOLUTIONS,3077855,830.33,Other Consumables
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,541.88,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,785.2,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,558.7,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,643.03,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,534.65,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,DE-POEL,0,671.95,Agency Staff Costs - Non Teaching
2016-02,Place,Highway Asset Management,NPOWER NORTHERN FINANCE,0,1049.18,Electricity
2016-02,Place,Highway Asset Management,NPOWER NORTHERN FINANCE,0,1609.68,Electricity
2016-02,Place,Highway Asset Management,NPOWER NORTHERN LTD,0,50237.87,Electricity
2016-02,Place,Highway Network Management,DIRECT SIGNS (NORTHERN) LTD,3078083,660,Building Repairs And Maintenance
2016-02,Place,Highway Network Management,NEWSQUEST MEDIA GROUP,3077812,1243.35,Traffic Management
2016-02,Place,Highway Network Management,NORTHUMBRIAN WATER,0,625.62,Water Charges
2016-02,Place,Highway Network Management,NPOWER NORTHERN LTD,0,1400,Electricity
2016-02,Place,Policy & Regeneration Management,VALUATION OFFICE AGENCY,3078001,1200,Consultancy Fees
2016-02,Place,Policy & Regeneration Management,YORK AVIATION LLP,3072166,10000,Consultancy Fees
2016-02,Place,Programme & Projects,ESP SYSTEX,3076696,6855.89,Professional Fees & Consultancy
2016-02,Place,Programme & Projects,ITHICA FILMS,0,1750,Marketing & Advertising
2016-02,Place,Regulatory Services,DAAC LIMITED,3078282,5000,Other Supplies & Services
2016-02,Place,Regulatory Services,EQUITA LTD,3077687,525,Car Parking Permits
2016-02,Place,Regulatory Services,HMCTS,3078952,2000,Other Supplies & Services
2016-02,Place,Regulatory Services,INSTITUTE OF ACOUSTICS,3078253,1220,Employee Training Course Costs
2016-02,Place,Regulatory Services,KILLGERM CHEMICALS LTD,3077620,812.04,Pest Control
2016-02,Place,Regulatory Services,MOGO UK,3077585,791.9,Equipment
2016-02,Place,Regulatory Services,NES SERVICES LTD,3072259,981.84,Security Services
2016-02,Place,Regulatory Services,NSL LIMITED,3066092,3137.4,Security Services
2016-02,Place,Regulatory Services,PATROL,3077589,1414.4,Other Supplies & Services
2016-02,Place,Regulatory Services,PAY BY PHONE,3069513,940.59,Ict Software Support & Maintenance
2016-02,Place,Regulatory Services,WPS UNITED KINGDOM LTD,3076515,3002,Equipment R&M
2016-02,Place,Strategy & Commissioning,IDOX SOFTWARE LTD,3077207,1900,Professional Fees & Consultancy
2016-02,Place,Strategy & Commissioning,NORTH EAST BUSINESS & INNOVATION CENTRE LTD,0,574.5,Hospitality & Room Hire
2016-02,Place,Transport & Building Cleaning,CHATFIELDS TYNE TEES,0,832.21,Materials
2016-02,Place,Transport & Building Cleaning,DARLINGTON CAR & COMMERCIAL RECOVERY,0,540,Materials
2016-02,Place,Transport & Building Cleaning,DENNIS EAGLE LTD,0,1057.86,Materials
2016-02,Place,Transport & Building Cleaning,DE-POEL,0,569.8,Agency Staff Costs - Non Teaching
2016-02,Place,Transport & Building Cleaning,FAUN ZOELLER UK LIMITED,0,1282.48,Materials
2016-02,Place,Transport & Building Cleaning,FUCHS LUBRICANTS UK PLC,0,1440,Materials
2016-02,Place,Transport & Building Cleaning,HARVEST ENERGY,3078363,17477.59,Vehicle Fuel
2016-02,Place,Transport & Building Cleaning,HARVEST ENERGY,3077823,16267.6,Vehicle Fuel
2016-02,Place,Transport & Building Cleaning,HARVEST ENERGY,3077185,16027.2,Vehicle Fuel
2016-02,Place,Transport & Building Cleaning,NORTH EAST TRUCK & VAN LTD,0,727.12,Materials
2016-02,Place,Transport & Building Cleaning,PKR ASSOCIATES,0,6300,Consultancy Fees
2016-02,Place,Transport & Building Cleaning,TECALEMIT GARAGE EQUIPMENT CO LTD,3077413,2533.05,Routine Maintenance
2016-02,Place,Transport & Building Cleaning,TERBERG MATEC UK LTD,0,570.19,Materials
2016-02,Place,Housing,CRITIQOM LIMITED,3078183,547.2,Stationery
2016-02,Place,Housing,CRITIQOM LIMITED,3078183,547.2,Stationery
2016-02,Place,Housing,DE-POEL,0,868.77,Agency Staff Costs - Non Teaching
2016-02,Place,Housing,DE-POEL,0,668.82,Agency Staff Costs - Non Teaching
2016-02,Place,Housing,DE-POEL,0,820.51,Agency Staff Costs - Non Teaching
2016-02,Place,Housing,DE-POEL,0,875.67,Agency Staff Costs - Non Teaching
2016-02,Place,Housing,KINGS CHURCH DARLINGTON,3065871,3057.97,Crisis Support
2016-02,Place,Housing,NEWCASTLE CITY COUNCIL,3065862,2905.31,Community Care Support
2016-02,Place,Housing,NEWCASTLE CITY COUNCIL,3065862,1933.31,Community Care Support
2016-02,Place,Housing,NORTHGATE PUBLIC SERVICES (UK) LTD,3077672,1500,Ict Hardware Support & Maintenance
2016-02,Place,Housing,NORTHGATE PUBLIC SERVICES (UK) LTD,3078241,500,Conferences & Seminars
2016-02,Place,Housing,NORTHUMBRIAN WATER,0,1618.86,Discount On Collection - Nwl
2016-02,Place,Housing,THE FURNISHING SERVICE (ENGLAND),3070864,518.01,Community Care Support
2016-02,Place,Housing,TURNAROUND HOMES,0,930,Board & Lodgings For Homeless Clients
2016-02,Place,Housing Revenue Account,ARCUS CONSULTING LLP,3073359,937.5,Responsive - Void E.P.C.
2016-02,Place,Housing Revenue Account,BCS PRESERVATION LIMITED,3065346,530,Responsive Repairs (General)
2016-02,Place,Housing Revenue Account,BCS PRESERVATION LIMITED,3076965,1046,Responsive Repairs (General)
2016-02,Place,Housing Revenue Account,BCS PRESERVATION LIMITED,0,695,Responsive Repairs (General)
2016-02,Place,Housing Revenue Account,BCS PRESERVATION LIMITED,3076965,743,Responsive Repairs (General)
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,865.49,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,1455.92,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,1649.24,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,2175.21,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,856.05,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,1725.06,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,1965.3,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,1682.37,Gas
2016-02,Place,Housing Revenue Account,CORONA ENERGY LTD,0,669.2,Gas
2016-02,Place,Housing Revenue Account,DE-POEL,0,606.06,Agency Staff Costs - Non Teaching
2016-02,Place,Housing Revenue Account,DE-POEL,0,571.89,Agency Staff Costs - Non Teaching
2016-02,Place,Housing Revenue Account,DE-POEL,0,626.4,Agency Staff Costs - Non Teaching
2016-02,Place,Housing Revenue Account,GOLDSHIELD ELECTRONIC SECURITY LTD,3073980,735,Equipment
2016-02,Place,Housing Revenue Account,GOLDSHIELD ELECTRONIC SECURITY LTD,3073980,612,Equipment
2016-02,Place,Housing Revenue Account,HQN LTD,3077971,820,Subscriptions
2016-02,Place,Housing Revenue Account,NEWCASTLE CITY COUNCIL,3077350,32825.88,Furniture
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,1957.09,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,1127.26,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,844.5,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,1823.48,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,1424.15,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,586.75,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN FINANCE,0,1532.75,Electricity
2016-02,Place,Housing Revenue Account,NPOWER NORTHERN LTD,0,1070,Electricity
2016-02,Place,Housing Revenue Account,ORCHARD INFORMATION SYSTEMS LTD,3077505,15687.5,Ict Software Purchase
2016-02,Place,Housing Revenue Account,ORCHARD USER GROUP,0,1250,Professional Fees & Consultancy
2016-02,Place,Housing Revenue Account,ORCHARD USER GROUP,0,1250,Professional Fees & Consultancy
2016-02,Place,Housing Revenue Account,RIDER INDUSTRIAL & SPECIALIST CLEANING,3076942,1345,Direct Charges - Contractors
2016-02,Place,Housing Revenue Account,TYNETEC LTD,3075715,1158.5,Equipment
2016-02,People,Public Health,CLIFTON COURT MEDICAL PRACTICE,3075108,2741.49,Other Health Bodies
2016-02,People,Public Health,DENMARK STREET SURGERY,3066795,1914,Other Health Bodies
2016-02,People,Public Health,DR CARTER AND PARTNERS,3075105,2534.45,Other Health Bodies
2016-02,People,Public Health,DR G METCALFE & PARTNERS,3067256,3570,Other Health Bodies
2016-02,People,Public Health,DR W H BYRNE & PARTNERS,3075104,2986.43,Other Health Bodies
2016-02,People,Public Health,DR W H BYRNE & PARTNERS,3067238,2135,Other Health Bodies
2016-02,People,Public Health,GREYHOUND IT LTD,3077718,2000,Consultancy Fees
2016-02,People,Public Health,INTRAHEALTH,3067260,1050,Other Health Bodies
2016-02,People,Public Health,LIVING MINDFULLY CIC,3067255,6075,Other Health Bodies
2016-02,People,Public Health,NHS BUSINESS SERVICES AUTHORITY,3066802,24465.98,Other Health Bodies
2016-02,People,Public Health,ROWLANDS PHARMACY,3067097,728.88,Private Contractors
2016-02,People,Public Health,VIRGIN CARE SERVICES LTD (NON SURREY),3078189,655,Other Health Bodies
2016-02,People,Public Health,WHINFIELD MEDICAL PRACTICE,3067272,3885,Other Health Bodies
2016-02,People,Adults Social Care,ADULT PLACEMENT SERVICES T/A AVALON,3031148,3088.72,Adult Placement Schemes
2016-02,People,Adults Social Care,ADULT PLACEMENT SERVICES T/A AVALON,3031148,686.8,Adult Placement Schemes
2016-02,People,Adults Social Care,BARNARDO'S,0,555.84,Residential
2016-02,People,Adults Social Care,BARNARDO'S,0,1111.68,Residential
2016-02,People,Adults Social Care,BARNARDO'S,0,555.84,Respite
2016-02,People,Adults Social Care,BARNARDO'S,0,555.84,Respite
2016-02,People,Adults Social Care,BUTTERWICK LIMITED,0,720,Respite
2016-02,People,Adults Social Care,BUTTERWICK LIMITED,0,720,Respite
2016-02,People,Adults Social Care,CHESS LIMITED,0,2250,Telephone Costs
