Body Name,Organisational Unit,Business Unit No.,Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997531,031627577DD,3020.92,REDACTED PERSONAL DATA,366456,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997532,169383,3814.44,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997533,169399,3210.48,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997534,169410,3039.96,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997535,169421,2827.16,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997536,180552,829.99,REDACTED PERSONAL DATA,349291,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997537,180553,340.71,REDACTED PERSONAL DATA,349291,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997538,031627578TD,3020.92,REDACTED PERSONAL DATA,366456,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997539,03169335CR,3703.00,REDACTED PERSONAL DATA,366456,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997540,03169340JR,3703.00,REDACTED PERSONAL DATA,366456,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997551,27370,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997552,27373,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997553,27374,3060.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997554,27375,3060.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997555,27376,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997556,27377,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997557,27378,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997558,27379,3890.04,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997559,27381,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997560,27382,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997561,27383,3682.96,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997562,27384,3060.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997563,27385,4000.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997564,27386,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997565,27387,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997566,27388,3890.04,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997567,3001627,3514.84,CAPSTONE FOSTER CARE (NORTH) LTD,586224,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997568,26815,3108.00,REDACTED PERSONAL DATA,329839,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997569,630187729,5243.28,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997570,630187730,3532.19,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997571,630187731,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997572,630187732,4692.52,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997573,630187733,5160.40,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997574,630187734,5868.80,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997575,630187737,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997576,630187738,3304.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997577,630187739,3304.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997578,630187742,4423.72,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997579,630187743,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997580,630187749,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997581,630187750,3304.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997582,630187751,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997583,630187752,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997584,630187763,4886.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997585,630187768,3411.80,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997586,630187770,3199.84,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997587,630187771,3676.29,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997588,630187775,4751.88,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997589,630187777,2970.24,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997590,630187778,3290.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997591,630187781,5593.28,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997592,630187783,3676.29,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997593,630187788,3676.29,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997594,630187804,3676.40,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997595,630187806,4886.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997596,630187807,3019.10,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997597,630187808,3019.10,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997598,630187812,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997599,630187821,3676.40,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997600,630187822,3676.40,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997601,630187830,3604.25,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997602,630187831,3679.48,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997603,630187835,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997604,630187841,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997605,630187842,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997606,630187847,1166.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997607,6398,5570.60,REDACTED PERSONAL DATA,452499,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997608,26816,3014.76,REDACTED PERSONAL DATA,329839,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39006,UASC/ASYLUM 16-17,9270,INDEPENDENT FOSTERING,2016-04-13,3997609,26817,3108.00,REDACTED PERSONAL DATA,329839,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39284,INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2016-04-13,3997610,031616070CS,3319.96,REDACTED PERSONAL DATA,366456,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997611,169380,2773.12,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,INDEPENDENT FOSTERING,2016-04-13,3997612,169381,4042.64,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39143,CWD INDEPENDENT PLACEMENTS,9270,INDEPENDENT FOSTERING,2016-04-13,3997613,169382,5164.88,REDACTED PERSONAL DATA,344830,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39006,UASC/ASYLUM 16-17,9270,INDEPENDENT FOSTERING,2016-04-13,3997614,27360,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39006,UASC/ASYLUM 16-17,9270,INDEPENDENT FOSTERING,2016-04-13,3997615,27372,3010.00,REDACTED PERSONAL DATA,352082,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997616,3397,396.90,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997617,3398,325.95,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997618,3399,396.90,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997619,3400,325.95,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997620,3403,396.90,EARL MARSHALL GUEST HOUSE LTD,391589,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39428,INDEPENDENT RES BLOCK PLACEMEN,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997621,618831,7980.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39428,INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2016-04-13,3997622,618832,7980.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39428,INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2016-04-13,3997623,618833,9580.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997624,618834,9580.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39428,INDEPENDENT RES BLOCK PLACEMEN,9270,INDEPENDENT RESIDENTIAL PMENT,2016-04-13,3997625,618837,9580.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997626,618838,7980.00,NORTHERN LIFE CARE LTD T/A UBU,207163,,RESIDENTIAL CARE HOMES
SHEFFIELD CITY COUNCIL,CYPF,39006,UASC/ASYLUM 16-17,9270,INDEPENDENT FOSTERING,2016-04-13,3997627,630187827,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39006,UASC/ASYLUM 16-17,9270,INDEPENDENT FOSTERING,2016-04-13,3997628,630187834,3178.00,REDACTED PERSONAL DATA,328618,,ADOPTION & FOSTERING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997629,8757,3800.00,HUTTON CARE PARTNERSHIP LTD,422809,,SHELTERED HOUSING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997630,8758,3800.00,HUTTON CARE PARTNERSHIP LTD,422809,,SHELTERED HOUSING
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997631,SCC005493,525.00,ALARA BED & BREAKFAST,305061,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39405,LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2016-04-13,3997632,SCC005494,525.00,ALARA BED & BREAKFAST,305061,,GUEST HOUSES
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2016-04-13,3997702,23311,480.30,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39084,NORTH SA - CIN S17,9280,CONTACT,2016-04-13,3997707,23314,368.55,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39238,WEST SA - CIN S17,9280,CONTACT,2016-04-13,3997709,23316,251.45,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2016-04-13,3997809,23380,475.60,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39084,NORTH SA - CIN S17,9280,CONTACT,2016-04-13,3997817,23384,372.60,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2016-04-13,3997879,11411,308.10,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39213,EAST SA - CIN S17,9280,CONTACT,2016-04-13,3997883,11415,297.90,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2016-04-13,3997885,11417,288.65,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39285,CONTACT CONTRACTS,9280,CONTACT,2016-04-13,3997924,11475,329.70,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39213,EAST SA - CIN S17,9280,CONTACT,2016-04-13,3997929,11480,298.80,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,CYPF,39213,EAST SA - CIN S17,9280,CONTACT,2016-04-13,3997936,1466,777.75,PROGRESSIVE CARE LTD,343548,,CHILDREN'S HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,42034,PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2016-04-13,3997527,J1456903 240416,13190.64,THE ADSETTS PARTNERSHIP C/O AUTISM PLUS,330606,,CHARITIES & VOLUNTARY ORGANISA
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2016-04-13,3997528,J1471125 240416,25761.00,CHATSWORTH GRANGE EMI N HOME,362033,,NURSING HOMES
SHEFFIELD CITY COUNCIL,COMMUNITIES,46039,ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2016-04-13,3997529,J1471124 270316,1290.66,BALMORAL NURSING HOME,361851,,NURSING HOMES
SHEFFIELD CITY COUNCIL,PLACE,97350,ARBOURTHORNE 5MS,1142,PURCHASE OF LAND,2016-04-14,3998743,ERS INVOICE136625,70173.95,BELL & BUXTON SOLICITORS,326560,,SOLICITORS
SHEFFIELD CITY COUNCIL,PLACE,22139,PRECEPTS & LEVIES,9120,OTHER AGENCIES,2016-04-14,3998751,ERS INVOICE136637,52119.75,ENVIRONMENT AGENCY,397029,,CENTRAL GOVERNMENT
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998756,ERS INVOICE136642,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998758,ERS INVOICE136644,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,PLACE,22139,PRECEPTS & LEVIES,9130,PTA LEVY,2016-04-14,3998759,ERS INVOICE136645,2081250.00,SHEFFIELD CITY REGION COMBINED AUTHORITY,594931,,LOCAL GOVERNMENT
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998760,ERS INVOICE136646,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998762,ERS INVOICE136648,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998763,ERS INVOICE136649,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998764,ERS INVOICE136650,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998765,ERS INVOICE136651,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998766,ERS INVOICE136652,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998767,ERS INVOICE136653,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
SHEFFIELD CITY COUNCIL,RESOURCES,19900,CORPORATE ADJUSTMENTS,9940,CORPORATE ADJUSTMENTS TO COSTS,2016-04-14,3998768,ERS INVOICE136654,1687998.00,SOUTH YORKSHIRE POLICE,346012,,POLICE
