Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-05-10,6003483804,531.46,0.00,531.46,Virginmedia.Com,Service Reform (Corp Bus & Transform),Telephones & Fax Machines,
Salford City Council,2022-05-10,6003483626,3593.71,0.00,3593.71,Virginmedia.Com,Service Reform (Corp Bus & Transform),Telephones & Fax Machines,
Salford City Council,2022-05-10,6003483474,5386.07,0.00,5386.07,Virginmedia.Com,Service Reform (Corp Bus & Transform),Telephones & Fax Machines,
Salford City Council,2022-05-10,1600688150,1849.17,0.00,1849.17,Warrington & Vale Royal College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-10,6003483763,53002.22,0.00,53002.22,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Water,
Salford City Council,2022-05-10,6003483810,86320.66,0.00,86320.66,Water Plus.Co.Uk,Service Reform (Corp Bus & Transform),Water,
Salford City Council,2022-05-10,1600688136,828.00,138.00,690.00,Zebra Training Services Ltd,Service Reform (Corp Bus & Transform),Training of Staff,
Salford City Council,2022-05-10,6003483359,34984.50,0.00,34984.50,Zinnia Healthcare Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2022-05-11,1600688180,3060.00,510.00,2550.00,Asset Surveys Ltd.,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-11,1600688181,4080.00,680.00,3400.00,Asset Surveys Ltd.,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-11,1600688252,1430.00,0.00,1430.00,Bizziekids,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2022-05-11,1600688264,4205.26,700.88,3504.38,Bloom Procurement Services Ltd,Place Directorate,Consultants,
Salford City Council,2022-05-11,1600688261,9007.20,1501.20,7506.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-11,1600687427,20068.02,3344.67,16723.35,Bloom Procurement Services Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2022-05-11,1600688246,1738.03,289.67,1448.36,British Telecommunications Plc,People (Adults) - CHSC,Telephones & Fax,
Salford City Council,2022-05-11,1600688300,3306.00,551.00,2755.00,C. Masters Decorators Ltd,Service Reform (Corp Bus & Transform),nonuv Build Rp&Maint,
Salford City Council,2022-05-11,1600688203,4518.06,753.01,3765.05,Capita P And I Ltd,Place Directorate,Consultants,
Salford City Council,2022-05-11,601412037,4410.00,735.00,3675.00,Cipfa Business Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-05-11,601411977,16363.66,0.00,16363.66,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,601411975,45656.88,0.00,45656.88,Courtyard Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,601412015,5363.00,0.00,5363.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-11,1600688210,1800.00,300.00,1500.00,Day Cost Management Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-11,1600688303,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants,
Salford City Council,2022-05-11,1600688285,639552.07,106592.01,532960.06,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-05-11,1600688268,765.12,127.52,637.60,Evolve 4 Solutions,Place Directorate,Training of Others,
Salford City Council,2022-05-11,601412024,525.57,87.59,437.98,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412034,550.92,91.82,459.10,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412036,634.18,105.70,528.48,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412032,674.86,112.48,562.38,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412030,830.29,138.38,691.91,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412035,977.00,162.83,814.17,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,601412026,1421.42,236.90,1184.52,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2022-05-11,1600688053,1125.00,0.00,1125.00,"Global Make Up, Hair And Production",People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,1600684117,-796.32,-132.72,-663.60,Harfield Components Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-05-11,1600683784,551.04,91.84,459.20,Harfield Components Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-05-11,601411970,510.00,0.00,510.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-11,601411976,680.00,0.00,680.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-11,601411974,750.00,0.00,750.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-11,1600687915,3161.03,526.84,2634.19,Nationwide Capital Finance Ltd,Service Reform (Corp Bus & Transform),Equipment Purchase,
Salford City Council,2022-05-11,601411959,1044.28,0.00,1044.28,Oakwood Academy,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,1600688293,634375.32,105729.22,528646.10,Octavius Infrastructure Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-11,1600688202,800.00,0.00,800.00,Redacted Data,People (Childrens) Service Group,Consultants,
Salford City Council,2022-05-11,1600688260,3060.00,510.00,2550.00,Rene Barrett Ltd,Service Reform (Corp Bus & Transform),Training of Others,
Salford City Council,2022-05-11,1600688250,5000.00,0.00,5000.00,Salford Disability Forum Ltd,Public Health,Grants,
Salford City Council,2022-05-11,1600688302,2575.75,429.29,2146.46,Schofield & Sons,People (Childrens) Service Group,UV Day to Day,
Salford City Council,2022-05-11,1600688299,5789.08,964.85,4824.23,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-05-11,1600686826,5948.31,991.39,4956.92,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-05-11,601411992,2100.00,0.00,2100.00,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,601411958,1044.28,0.00,1044.28,The Dispensary Salford,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-11,1600688270,600.00,0.00,600.00,Thornleigh Salesian College,People (Childrens) Service Group,Payts to Other LA's,
Salford City Council,2022-05-11,1600688263,1320.00,220.00,1100.00,Treework Arboricultural Services,Place Directorate,Contractors,
Salford City Council,2022-05-11,1600688240,2550.00,425.00,2125.00,Vivid Resourcing,Place Directorate,Agency Fees,
Salford City Council,2022-05-11,1600688241,3277.80,546.30,2731.50,Vivid Resourcing,Place Directorate,Agency Fees,
Salford City Council,2022-05-11,1600688242,4800.00,800.00,4000.00,Vodafone Formerly Cable & Wireless,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-05-11,601412007,-1248.00,-208.00,-1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412008,-1248.00,-208.00,-1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412010,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412011,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412012,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412013,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412014,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412016,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412017,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412018,1248.00,208.00,1040.00,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412021,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412022,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412023,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601412033,2140.00,356.67,1783.33,W T Gunson,Place Directorate,Rents,
Salford City Council,2022-05-11,601411950,1206.88,0.00,1206.88,Water Plus Ltd,People (Childrens) Service Group,Water,
Salford City Council,2022-05-11,1600688277,739.02,123.17,615.85,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2022-05-11,1600688276,4247.96,707.99,3539.97,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2022-05-11,1600688266,4749.99,0.00,4749.99,Yvonne Luckin Limited,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2022-05-12,1600688337,1730.40,288.40,1442.00,Arlingclose Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2022-05-12,1600688338,1730.40,288.40,1442.00,Arlingclose Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2022-05-12,1600688339,1730.40,288.40,1442.00,Arlingclose Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2022-05-12,601411828,637.00,0.00,637.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-12,601411957,647.00,0.00,647.00,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-12,601412103,1044.28,0.00,1044.28,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-12,1600688362,600.00,100.00,500.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688359,930.00,155.00,775.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688353,1182.00,197.00,985.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688358,1562.64,260.44,1302.20,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688360,1830.00,305.00,1525.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688361,3653.78,608.96,3044.82,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688355,4733.38,788.90,3944.48,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688357,5391.14,898.52,4492.62,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688356,11140.12,1856.69,9283.43,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-05-12,1600688335,1703.06,283.84,1419.22,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-05-12,1600688336,2026.21,337.70,1688.51,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-05-12,601412048,115101.11,19168.45,95932.66,Haven Power Ltd,Place Directorate,Electricity,
Salford City Council,2022-05-12,601412049,455853.02,57898.43,397954.59,Haven Power Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2022-05-12,601412084,2220.00,370.00,1850.00,Joelec Ltd,People (Adults) - CHSC,Contractors,
Salford City Council,2022-05-12,1600687211,14473.00,2412.17,12060.83,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2022-05-12,601412102,1085.21,0.00,1085.21,Pink Mustard Entertainment,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-12,6003484713,558.26,0.00,558.26,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-12,6003484676,725.00,0.00,725.00,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-12,6003484470,823.34,0.00,823.34,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-12,6003484652,1209.16,0.00,1209.16,Redacted Data,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-05-12,6003484430,977.50,0.00,977.50,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2022-05-12,6003484689,824.30,0.00,824.30,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2022-05-12,6003484453,887.29,0.00,887.29,Redacted Data,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2022-05-12,601412089,800.00,0.00,800.00,Redacted Data,People (Adults) - CHSC,Gas,
Salford City Council,2022-05-12,601412104,587.60,0.00,587.60,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-12,601412105,610.20,0.00,610.20,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-12,601412053,2000.00,0.00,2000.00,Second Chance Housing,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-12,1600688344,1122.66,0.00,1122.66,Seddon Construction Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-12,1600688345,8615.42,1435.90,7179.52,Sky Telecommunication Services Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-05-12,601412101,1908.00,0.00,1908.00,Sms Coaching Ltd,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2022-05-12,1600688364,3300.00,550.00,2750.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2022-05-12,601412212,620.93,103.49,517.44,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-12,601412211,800.10,133.35,666.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-12,601412109,801.66,133.61,668.05,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-12,601412106,804.84,134.14,670.70,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-12,1600688351,19416.00,0.00,19416.00,Train-To-Tefl Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-12,1600688346,53550.00,0.00,53550.00,Train-To-Tefl Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,6003485471,513.60,85.60,428.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2022-05-13,6003485441,576.00,96.00,480.00,A Venning Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2022-05-13,601412270,10734.24,1789.04,8945.20,Aba Travels Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412324,5010.00,0.00,5010.00,Abc Coach Hire Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601411590,12507.52,0.00,12507.52,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-13,601411593,13464.64,0.00,13464.64,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-13,1600686957,13464.64,0.00,13464.64,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-13,601411597,15397.01,0.00,15397.01,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-05-13,1600688326,33379.51,5563.25,27816.26,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-13,601412349,2070.00,0.00,2070.00,Ag Architectural Solutions Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2022-05-13,6003485435,759.98,126.66,633.32,Amazon.Co.Uk*2D40F5Kk4,Service Reform (Corp Bus & Transform),Marketing & Publicity,
Salford City Council,2022-05-13,601412318,1210.00,0.00,1210.00,Bestway Mini Buses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,1600687750,24409.02,4068.17,20340.85,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-05-13,1600688154,37102.49,0.00,37102.49,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Release of Provision,
Salford City Council,2022-05-13,6003485565,516.30,1.35,514.95,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,6003485581,524.58,2.07,522.51,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,6003485670,535.74,0.00,535.74,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,6003485556,631.52,4.40,627.12,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,6003485275,1066.58,49.69,1016.89,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2022-05-13,6003485261,1116.54,75.82,1040.72,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2022-05-13,601412293,1250.00,0.00,1250.00,Brittania Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412314,1560.00,260.00,1300.00,Buzz2Go Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412348,11464.08,0.00,11464.08,C Smithies Builders,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2022-05-13,6003485361,739.97,0.00,739.97,Creamline Dairies Red Ban,Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,6003485298,778.11,0.00,778.11,Creamline Dairies Red Ban,Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,1600688388,6916.75,0.00,6916.75,Crossroads Care Cheshire,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600687730,11865.00,0.00,11865.00,Csin Cic,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,6003485459,1204.00,0.00,1204.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485480,3380.00,0.00,3380.00,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485374,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485274,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485438,2996.00,0.00,2996.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485378,4793.60,0.00,4793.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,6003485498,7887.88,0.00,7887.88,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-05-13,1600687816,22164.52,3694.09,18470.43,Egbert H Taylor & Co Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-05-13,1600687815,15193.50,2532.25,12661.25,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2022-05-13,1600687817,15885.60,2647.60,13238.00,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2022-05-13,601412339,1864.98,0.00,1864.98,Enterprise Rent-A-Car Uk Ltd,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2022-05-13,601412274,8705.88,1450.98,7254.90,Executive Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412264,1028.01,171.33,856.68,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412258,1041.90,0.00,1041.90,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412255,1069.90,0.00,1069.90,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412259,1099.00,0.00,1099.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412263,1524.33,254.05,1270.28,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,1600688417,640.00,0.00,640.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688423,984.00,0.00,984.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688425,984.00,0.00,984.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688418,1880.00,0.00,1880.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688413,2320.00,0.00,2320.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688420,2600.00,0.00,2600.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688424,3168.00,0.00,3168.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688426,11018.00,0.00,11018.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-05-13,1600688063,228330.00,0.00,228330.00,Greater Manchester Combined,Place Directorate,Grants,
Salford City Council,2022-05-13,1600684660,215117.08,35852.85,179264.23,H Jenkinson & Company Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2022-05-13,601412279,23509.94,3918.32,19591.62,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412327,17167.20,0.00,17167.20,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,1600688429,1452.73,242.12,1210.61,Ijm Electrical Contractors Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-05-13,601412350,15000.00,0.00,15000.00,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2022-05-13,6003485397,800.00,0.00,800.00,Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2022-05-13,601412232,827.52,137.92,689.60,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412243,700.00,0.00,700.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412245,700.00,0.00,700.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412256,700.00,0.00,700.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412254,869.00,0.00,869.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412217,880.00,0.00,880.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412251,900.00,0.00,900.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412253,900.00,0.00,900.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412257,979.00,0.00,979.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412249,1132.50,0.00,1132.50,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412248,1400.00,0.00,1400.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412215,8621.50,0.00,8621.50,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412250,1264.50,0.00,1264.50,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412323,1587.12,264.52,1322.60,Mcr Blackcab Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412216,1490.00,0.00,1490.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412238,4874.03,812.34,4061.69,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412214,6382.00,0.00,6382.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,6003485419,659.00,0.00,659.00,Milton Manchester Hotel,People (Adults) - CHSC,Staff Travel,
Salford City Council,2022-05-13,6003485321,910.00,0.00,910.00,Ofsted Internet,Service Reform (Corp Bus & Transform),Payments to Agencies,
Salford City Council,2022-05-13,601412320,1554.10,0.00,1554.10,Pal Cars & Bradhsawgate Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,6003485349,630.00,0.00,630.00,Park View Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2022-05-13,6003485260,1344.00,0.00,1344.00,Parkview,People (Adults) - CHSC,Telephones & Fax Machines,
Salford City Council,2022-05-13,6003485352,1344.00,0.00,1344.00,Parkview,People (Adults) - CHSC,Telephones & Fax Machines,
Salford City Council,2022-05-13,6003485357,1344.00,0.00,1344.00,Parkview,People (Adults) - CHSC,Telephones & Fax Machines,
Salford City Council,2022-05-13,6003485473,1344.00,0.00,1344.00,Parkview,People (Adults) - CHSC,Telephones & Fax Machines,
Salford City Council,2022-05-13,1600687823,1363167.31,227194.55,1135972.76,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge,
Salford City Council,2022-05-13,6003485311,1453.94,0.00,1453.94,Quayside Bakery,Place Directorate,Food and refreshments,
Salford City Council,2022-05-13,601412221,522.00,0.00,522.00,R Hughes Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412276,942.00,157.00,785.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-13,601412275,993.60,165.60,828.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-05-13,6003486106,7350.99,0.00,7350.99,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,6003486105,8324.14,0.00,8324.14,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,6003486088,14485.74,0.00,14485.74,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,6003486087,14886.35,0.00,14886.35,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,6003486086,14931.00,0.00,14931.00,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,6003486112,26110.75,0.00,26110.75,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-05-13,601412347,1405.60,0.00,1405.60,Redacted Data,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2022-05-13,601412231,640.00,0.00,640.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412222,679.50,0.00,679.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412225,720.00,0.00,720.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412228,720.00,0.00,720.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412226,780.00,0.00,780.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412220,789.60,0.00,789.60,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-05-13,601412316,800.00,0.00,800.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
