Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2019-12-10,1600639069,6674.4,1112.4,5562,Pollock Lifts,Capital expenditure,Improvement Grants
Salford City Council,2019-12-10,601260311,2000,0,2000,Thompsons Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-10,1600637989,2386.2,397.7,1988.5,Wrixon Care,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-10,1600637990,2226,0,2226,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-10,1600638096,145833.33,0,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2019-12-10,1600638109,9882.92,0,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies
Salford City Council,2019-12-10,1600638297,3517.5,586.25,2931.25,Rr Consultancy Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-10,1600639110,5567.8,0,5567.8,Birtenshaw Hall,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-10,601260298,3395.72,0,3395.72,Salford Community Leisure Ltd,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-10,601260321,3055.5,0,3055.5,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260322,3055.5,0,3055.5,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260323,3492,0,3492,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260324,1031.63,0,1031.63,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260325,1031.62,0,1031.62,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260326,710.7,0,710.7,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-10,601260241,7252.35,0,7252.35,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260243,9774,0,9774,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260247,9135,0,9135,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260248,13293,0,13293,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260249,1680,0,1680,Mikes Merc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260254,1008,168,840,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260255,3463.15,577.19,2885.96,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260262,17225.35,0,17225.35,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260265,1110,0,1110,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260266,1102.5,0,1102.5,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260271,1962.57,327.09,1635.48,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260272,1910.16,318.36,1591.8,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260273,1511.74,251.95,1259.79,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260274,1910.16,318.36,1591.8,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260275,1965.6,327.6,1638,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260276,2246.79,0,2246.79,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260277,1887.9,0,1887.9,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260278,2187.99,0,2187.99,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260279,2119.68,353.28,1766.4,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260282,1000,0,1000,Wp Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260297,4174.52,0,4174.52,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260303,1575,0,1575,Graham Wakefield,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260304,1365,0,1365,Stephen A Marron T/A Sam Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260305,1995,0,1995,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260332,1650,0,1650,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,601260335,2592,0,2592,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-10,1600639105,143200.49,23866.75,119333.74,Xma Ltd,Capital expenditure,Purch of Comp Equip
Salford City Council,2019-12-10,1600638612,11880,1980,9900,One51 Es Plastics (Uk) Ltd T/A Mgb,Capital expenditure,Purch of Furn/Equip
Salford City Council,2019-12-10,1600638613,11880,1980,9900,One51 Es Plastics (Uk) Ltd T/A Mgb,Capital expenditure,Purch of Furn/Equip
Salford City Council,2019-12-10,601260283,89187,0,89187,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-10,601260284,46585,0,46585,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-10,601260285,1590,0,1590,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2019-12-10,601259213,1272,212,1060,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases
Salford City Council,2019-12-10,1600638280,525.9,87.65,438.25,Ciceley Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-11,601259143,810,135,675,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-11,601259579,1350,225,1125,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-12-11,1600638149,118406.4,19734.4,98672,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire
Salford City Council,2019-12-11,1600638649,1956,326,1630,Ray Britland Contractors Ltd,Place Directorate,Contractors
Salford City Council,2019-12-11,6002950303,21795.93,0,21795.93,Www.Scottish.Southern.,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-12-11,6002950383,15691.73,0,15691.73,Www.Scottish.Southern.,Service Reform (Corp Bus & Transform),Electricity
Salford City Council,2019-12-11,1600638890,840,140,700,Air Services & Systems (Europe) Ltd,Place Directorate,Energy Conservation
Salford City Council,2019-12-11,6002950482,732.07,0,732.07,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-12-11,6002950501,601.57,0,601.57,The Capable Company,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2019-12-11,6002950364,3456,0,3456,Browns Ctp Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-11,6002951458,541.38,0,541.38,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-11,6002951558,611.64,0,611.64,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-11,1600638128,789.7,131.62,658.08,Phs Group Plc,Service Reform (Corp Bus & Transform),Housekeeping
Salford City Council,2019-12-11,1600639041,7305.6,1217.6,6088,David Marlow Building Contractor Lt,Capital expenditure,Improvement Grants
Salford City Council,2019-12-11,601260366,960,160,800,Sedgwick International Uk,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-12-11,1600638655,121336.6,20222.77,101113.83,Salford Innovation Park,Place Directorate,Other Prof Fees
Salford City Council,2019-12-11,1600638410,1450.8,241.8,1209,Schofield & Sons,Capital expenditure,Other Works
Salford City Council,2019-12-11,601260372,1770,0,1770,Bridgewater Residents Association,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-11,601260328,763.87,0,763.87,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-11,601260329,763.87,0,763.87,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-11,601260330,4320.4,0,4320.4,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-11,601260331,4320.4,0,4320.4,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2019-12-11,1600639152,20504.55,3417.42,17087.13,Econ Engineering Ltd,Place Directorate,Principal Road Maint
Salford City Council,2019-12-11,601260333,4316.76,0,4316.76,Haroon Shamim,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260351,1239,0,1239,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260352,1704.9,0,1704.9,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260353,14899,0,14899,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260355,6443.97,0,6443.97,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260356,22563.87,0,22563.87,Mainline 8S Executive Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260357,5841.36,0,5841.36,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260358,5439,0,5439,Abc Coach Hire Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260359,5040,0,5040,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260360,18822.12,0,18822.12,Lindley Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260361,1470,0,1470,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260362,1176,0,1176,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260363,1050,0,1050,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260364,1008,0,1008,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260365,1185,0,1185,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260367,1680,0,1680,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260369,13668,0,13668,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260370,59025.13,0,59025.13,Paul Tyler,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,601260371,28122.5,4687.08,23435.42,Executive Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-11,1600639157,44333.28,0,44333.28,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-12-11,601260379,725,0,725,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-11,601260347,584.2,0,584.2,Rac Motoring Services,People (Childrens) Service Group,Veh war Rep & Maint
Salford City Council,2019-12-11,1600638709,556.98,92.83,464.15,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-11,1600638661,3008.4,501.4,2507,Ijm Electrical Contractors Ltd,Capital expenditure,Works & Building
Salford City Council,2019-12-12,1600638743,936,156,780,Spunhill Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-12-12,1600639198,842.29,140.38,701.91,Alliance Disposables Ltd,Place Directorate,Catering Materials
Salford City Council,2019-12-12,1600638759,1271.47,211.91,1059.56,Arrow County Supplies Ltd,Place Directorate,Cleaning Materials
Salford City Council,2019-12-12,1600639199,584.54,97.43,487.11,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,2019-12-12,601259569,889.2,148.2,741,Information & Data Network Supplies,People (Childrens) Service Group,Computer Consumables
Salford City Council,2019-12-12,601260413,1380,0,1380,Mantra Learning,Place Directorate,Contractors
Salford City Council,2019-12-12,601260423,20000,0,20000,St Patricks Rc High School,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2019-12-12,1600639235,106275.1,17712.52,88562.58,Groundwork Landscapes Ltd,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-12,6002951111,515.28,0,515.28,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-12,6002951333,570.84,0,570.84,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-12,6002951414,522.09,0,522.09,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-12,6002951577,550.35,0,550.35,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-12,601260504,195882.35,2657.54,193224.81,Haven Power Ltd,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2019-12-12,601260431,82178.64,0,82178.64,Thompsons Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-12,601260433,1854,0,1854,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-12,601260435,4428,0,4428,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-12,601260438,6181.42,0,6181.42,Aequitas Legal,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-12-12,1600638539,3656.4,609.4,3047,Stannah Stairlifts Ltd,Capital expenditure,Other Works
Salford City Council,2019-12-12,1600639262,560,57.5,502.5,Glp Solicitors - Pendlebury,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-12,601260434,1700,0,1700,Wardley Residents Group,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-12,601260436,7810,0,7810,Maverick Stars Trust,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-12,1600638929,7509.24,1251.54,6257.7,Air Services & Systems (Europe) Ltd,Capital expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-12-12,1600638537,718.8,119.8,599,Its Designs Ltd,Capital expenditure,Purch of Furn/Equip
Salford City Council,2019-12-12,601260441,863.17,0,863.17,Kiddiewinkles Pre School,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-12-12,1600639251,749742,124957,624785,Legal & General Pensions Ltd,Place Directorate,Rents
Salford City Council,2019-12-12,601259589,606,101,505,Health & Safety Solutions (Nw) Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,2019-12-12,1600639210,1003.63,167.27,836.36,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2019-12-12,1600639211,2541.11,423.52,2117.59,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2019-12-12,1600639213,1007.1,167.85,839.25,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2019-12-12,601260527,2964,0,2964,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2019-12-12,1600639264,24336.04,4056.01,20280.03,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-12-12,1600639266,24381.56,4063.59,20317.97,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-12-12,1600638727,1392.23,232.04,1160.19,F. R. Sharrock Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-12,1600639226,4339.56,723.26,3616.3,John Turner Construction Group Ltd,Capital expenditure,Works & Building
Salford City Council,2019-12-13,601260588,510.55,16.31,494.24,1010 Taxis,People (Childrens) Service Group,Children Act-Sect 23
Salford City Council,2019-12-13,601260583,1200,0,1200,The Court Service,Place Directorate,Debt Collection
Salford City Council,2019-12-13,601260546,20000,0,20000,St Patricks Rc High School,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2019-12-13,601260547,40000,0,40000,St Andrews Ce Boothstown Primary,People (Childrens) Service Group,del'd kitchen formul
Salford City Council,2019-12-13,6002950619,588,0,588,Www.Salford.Gov.Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-12-13,1600638350,2532.82,422.14,2110.68,Manchester City Council,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-13,1600638352,4923.94,820.66,4103.28,Manchester City Council,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-13,1600638353,3338.71,556.45,2782.26,Manchester City Council,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-13,1600638354,1248.7,208.12,1040.58,Manchester City Council,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-13,1600638355,3480.41,580.07,2900.34,Manchester City Council,Capital expenditure,Ext Fees-Other
Salford City Council,2019-12-13,6002950812,911.88,0,911.88,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-13,6002951486,544.32,0,544.32,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-13,1600638332,4630.13,771.69,3858.44,Emo Oil Ltd,Place Directorate,Fuel Oil
Salford City Council,2019-12-13,601259568,644.79,107.46,537.33,Gazprom Energy,People (Childrens) Service Group,Gas
Salford City Council,2019-12-13,1600638761,12890.33,2148.39,10741.94,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2019-12-13,601260528,1688.4,281.4,1407,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,2019-12-13,1600638534,4842,0,4842,The Orchards Special Free School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2019-12-13,601252293,1801,0,1801,Virgin Care Services,Public Health,Payts to Agencies
Salford City Council,2019-12-13,601259290,571,0,571,Virgin Care Services,Public Health,Payts to Agencies
Salford City Council,2019-12-13,601259332,730,0,730,Virgin Care Services,Public Health,Payts to Agencies
Salford City Council,2019-12-13,1600638312,110151.73,0,110151.73,Foundations Support & Care Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-13,1600638319,660,0,660,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-13,601260544,3000,0,3000,Salford Lads & Girls Club,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-13,601260545,2204,0,2204,Salford Lads & Girls Club,Place Directorate,Payts to Vol Orgs
Salford City Council,2019-12-13,1600638765,7003.14,1167.19,5835.95,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-12-13,1600638766,5051.54,841.92,4209.62,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-12-13,1600638542,56984.24,9497.37,47486.87,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2019-12-13,601260235,7776.83,1296.14,6480.69,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,601260238,8830.73,1471.79,7358.94,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,601260240,4736.84,789.47,3947.37,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,601260244,3405.6,567.6,2838,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,601260268,1155,0,1155,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,601260345,2925.6,0,2925.6,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,1600638668,2750,0,2750,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-13,1600638313,5366.66,0,5366.66,Tashbar Of Manchester,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-12-13,1600638314,5366.66,0,5366.66,Tashbar Of Manchester,People (Childrens) Service Group,Release of Provision
Salford City Council,2019-12-13,601259690,1531.04,159.04,1372,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-13,601260529,2790,0,2790,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260530,2700,0,2700,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260531,2790,0,2790,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260532,2700,0,2700,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260533,2790,0,2790,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260534,1480,0,1480,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260535,2790,0,2790,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260536,1900,0,1900,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260537,2070,0,2070,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260538,2790,0,2790,Hawthorn Hotel,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,601260542,850,0,850,Eeven Homes Ltd,People (Childrens) Service Group,Rents
Salford City Council,2019-12-13,1600638648,816,136,680,Hbinfo Limited,Service Reform (Corp Bus & Transform),Training of Staff
Salford City Council,2019-12-13,6002950163,62462.91,0,62462.91,Water Plus,Service Reform (Corp Bus & Transform),Water
Salford City Council,2019-12-13,6002950538,95000,0,95000,Water Plus,Service Reform (Corp Bus & Transform),Water
Salford City Council,2019-12-13,1600638926,7807.44,1301.24,6506.2,Seddon Construction Limited,Capital expenditure,Works & Building
Salford City Council,2019-12-16,601260299,64082.45,10680.43,53402.02,Reed Specialist Recruitment Ltd,Service Reform (Corp Bus & Transform),Agency Fees
Salford City Council,2019-12-16,601260608,1875,0,1875,Casicare - Children & Young Peoples,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-12-16,1600638767,3213.58,0,3213.58,One Identity International Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2019-12-16,1600639290,795,0,795,Food Safety Solutions Ltd,Place Directorate,Consultants
Salford City Council,2019-12-16,6002950188,1608.59,0,1608.59,Quayside Bakery,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002950577,1647.11,0,1647.11,Quayside Bakery,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002950147,5100,0,5100,Browns Ctp Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002950625,805.23,0,805.23,Creamline Dairies Traffor,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002950689,647.67,0,647.67,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002951404,1020.4,0,1020.4,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002951442,575.22,0,575.22,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,6002951535,759.54,0,759.54,Brake Bros Ltd,Place Directorate,Food and Refreshments
Salford City Council,2019-12-16,1600638782,793.2,132.2,661,Granart Memorials,Place Directorate,Gen Resaleable Items
Salford City Council,2019-12-16,601259590,540,0,540,All Green Garden Maintenance,People (Adults) - CHSC,Horticultural/GMaint
Salford City Council,2019-12-16,601260626,9140.21,0,9140.21,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260628,12653.29,0,12653.29,C Owens Builders/Contractors,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260630,11409.69,0,11409.69,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260632,5838.54,0,5838.54,T F Jones Property Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260634,7480.45,0,7480.45,David Marlow Building Contractor Lt,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260636,16590,0,16590,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260637,12000,0,12000,C Owens Builders/Contractors,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260638,15000,0,15000,C Owens Builders/Contractors,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260639,9680.47,0,9680.47,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260640,7822.4,0,7822.4,Kdb Services Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260641,8203.14,0,8203.14,David Marlow Building Contractor Lt,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,601260643,10091.74,0,10091.74,Dlp Services Northern Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,1600638874,12797.8,2138.8,10659,C Smithies Builders,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,1600639273,3625.2,604.2,3021,R82 Uk Ltd,Capital expenditure,Improvement Grants
Salford City Council,2019-12-16,1600638454,12300,2050,10250,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-12-16,1600639288,50432.96,8405.49,42027.47,Helping Hands Minor Repairs Service,Capital expenditure,Other Works
Salford City Council,2019-12-16,1600638873,2756,0,2756,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-12-16,601260673,2023.24,0,2023.24,Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2019-12-16,601260245,4019.4,669.9,3349.5,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-16,601260670,2466,0,2466,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-16,601260671,2919,0,2919,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-16,1600638867,1045,0,1045,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2019-12-16,601260616,650,0,650,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-16,6002950471,1253.7,0,1253.7,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2019-12-16,1600638453,697.74,116.29,581.45,Avoira Ltd,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2019-12-16,6002950543,1077.75,0,1077.75,Montauban Serviced Acco,People (Adults) - CHSC,Travel
Salford City Council,2019-12-16,1600638357,550.8,91.8,459,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2019-12-16,1600638368,880.8,146.8,734,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2019-12-16,1600638418,604.9,100.82,504.08,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2019-12-16,1600638466,597.92,99.65,498.27,J Fletcher Engineers Ltd,Place Directorate,UV Day to Day
Salford City Council,2019-12-16,1600638523,672,112,560,Langford Roofing Ltd,People (Adults) - CHSC,UV Day to Day
Salford City Council,2019-12-16,1600638688,912,152,760,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-16,1600638719,505.24,84.21,421.03,Scarab Sweepers Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-12-16,1600639282,1013.76,168.96,844.8,Lodge Tyre Co.Ltd,Capital expenditure,Vehicle Maintenance
Salford City Council,2019-12-17,6002946865,10862.68,0,10862.68,Casicare - Children & Young Peoples,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-12-17,6002946874,11000,0,11000,Step Ahead Resource Services Ltd,People (Childrens) Service Group,Children Act-Sect 17
Salford City Council,2019-12-17,6002946881,6285.71,0,6285.71,Step Ahead Resource Services Ltd,People (Childrens) Service Group,Children Act-Sect 17
