Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-02-05,1600660629,61984.55,10330.76,51653.79,Capita Property & Infrastructure,Place Directorate,Consultants,
Salford City Council,2021-02-05,601304266,3148.56,0,3148.56,Castlerea House Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600649248,2088,348,1740,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-02-05,1600652365,2376,396,1980,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-02-05,1600657247,2376,396,1980,Chubb Fire & Security Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-02-05,601304242,5667.41,0,5667.41,Claremont Lodge Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601303677,720,0,720,Clear Steps Plus Education Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-02-05,601304248,9445.68,0,9445.68,Community Integrated Care,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304249,18891.37,0,18891.37,Community Integrated Care,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600661237,6754.78,1125.78,5629,Compass Minerals Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-02-05,1600661206,6825.81,1137.62,5688.19,Compass Minerals Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-02-05,601304243,5982.27,0,5982.27,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304244,8186.26,0,8186.26,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304197,630,105,525,Cpoms Systems Ltd,People (Childrens) Service Group,IT  Licence Fee,
Salford City Council,2021-02-05,601304202,2660.5,0,2660.5,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-05,601304201,3255,0,3255,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-05,601303730,4021.5,0,4021.5,Cromwood Housing Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-05,1600660858,15097.16,826.85,14270.31,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-02-05,1600660860,15211.3,896.19,14315.11,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2021-02-05,601304269,15742.8,0,15742.8,Ecclesholme Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600661203,8250,1375,6875,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-02-05,1600660673,14796.29,2466.05,12330.24,Egbert H Taylor & Co Ltd,Service Reform (Corp Bus & Transform),Purch of Furn/Equip,
Salford City Council,2021-02-05,1600661171,2827.86,471.31,2356.55,Entrus Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2021-02-05,1600661160,962.3,160.38,801.92,F. R. Sharrock Limited,Service Reform (Corp Bus & Transform),Stock Control (VMS),
Salford City Council,2021-02-05,1600661202,588.36,98.06,490.3,Firemark Ltd,Place Directorate,Fire Equipment,
Salford City Council,2021-02-05,601304231,678,0,678,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-02-05,601304229,750,0,750,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-02-05,601304227,2268.17,0,2268.17,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-02-05,601304230,8985,0,8985,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-02-05,601304214,1030.9,171.81,859.09,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,601304210,1060.22,176.71,883.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,1600660543,24000,4000,20000,General Utilities North West Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-02-05,601304262,10705.11,0,10705.11,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600660685,709831,0,709831,Gmw Mental Health NHS FT,Public Health,Payts to Agencies,
Salford City Council,2021-02-05,601292503,-2450.4,-408.4,-2042,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-05,601296557,535.2,89.2,446,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-05,601304193,607.2,101.2,506,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-05,601304190,1285.2,214.2,1071,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-05,601304188,1863.6,310.6,1553,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-05,601304275,15113.09,0,15113.09,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304274,18261.65,0,18261.65,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304271,37782.73,0,37782.73,Hc-One Oval Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304278,30855.9,0,30855.9,Healthcare Management Solutions Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304253,8815.97,0,8815.97,Heath Cottage Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304280,1889.14,0,1889.14,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304277,2203.99,0,2203.99,Heathcotes Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304257,12279.39,0,12279.39,Hill Care 1 Ltd T/A Alderwood,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304238,1500,0,1500,Hilton Lane Primary School,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,6003193193,7572.78,0,7572.78,Hn Nuttall Ltd,Place Directorate,non -UV Building Repairs & Maintenance,
Salford City Council,2021-02-05,601304272,7871.4,0,7871.4,Holly Court Care Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600660571,25252.9,4208.82,21044.08,Horticon Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-05,601304240,1574.28,0,1574.28,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304241,1574.28,0,1574.28,House Martins (Salford) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600661175,878.4,146.4,732,Ijm Electrical Contractors Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-02-05,6003193339,550,0,550,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-02-05,1600661210,1008,168,840,J Fletcher Engineers Ltd,Place Directorate,UV Oil/Gas,
Salford City Council,2021-02-05,601304259,18891.37,0,18891.37,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304228,577.5,0,577.5,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-05,1600661195,857.87,142.98,714.89,Killgerm Chemicals,Place Directorate,Chemicals,
Salford City Council,2021-02-05,601304273,21410.21,0,21410.21,Laburnum Court,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304237,1500,0,1500,Lark Hill Primary,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,601304233,1500,0,1500,Lewis Street Primary,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,1600660731,27060,4510,22550,Local Government Information Unit,Place Directorate,Subscriptions,
Salford City Council,2021-02-05,601304236,1500,0,1500,Lower Kersal Primary,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,601304268,5982.27,0,5982.27,Merrymeet Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304246,10075.4,0,10075.4,Mns Care Plce,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304234,1500,0,1500,Monton Green Primary,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,601304247,10390.25,0,10390.25,Moorfield House Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600660706,66775.42,11129.24,55646.18,Open Text Uk Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance,
Salford City Council,2021-02-05,601304192,1109.36,0,1109.36,Ordsall Health Surgery,Public Health,Payts to Agencies,
Salford City Council,2021-02-05,601304256,2833.7,0,2833.7,Park View,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600661155,780,130,650,Pde Waste Technologies Ltd,Place Directorate,Annual Vehicle Hire,
Salford City Council,2021-02-05,1600660670,41105.5,0,41105.5,Peel Land (Intermediate) Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-05,601304255,2518.85,0,2518.85,Pendleton Care Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304260,3778.27,0,3778.27,Reliance Care Homes Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304289,2364.12,394.02,1970.1,Rentokil Initial Washroom Hygience,Place Directorate,Refuse Disposal,
Salford City Council,2021-02-05,601304290,2418.48,403.08,2015.4,Rentokil Initial Washroom Hygience,Place Directorate,Refuse Disposal,
Salford City Council,2021-02-05,601304291,7442.4,1240.4,6202,Rentokil Initial Washroom Hygience,Place Directorate,Refuse Disposal,
Salford City Council,2021-02-05,1600661183,35132.4,5855.4,29277,Roche Audio Visual,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2021-02-05,1600661143,2400,0,2400,Salford Community Leisure Ltd,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-02-05,1600661142,2672,0,2672,Salford Community Leisure Ltd,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-02-05,601304286,50000.16,0,50000.16,Sms Coaching Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-05,601304235,1500,0,1500,St Mary'S Ce Primary School,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,1600660708,22428,3738,18690,Standard Fuel Oils Ltd,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2021-02-05,1600661194,5220,870,4350,Stri Limited,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-05,6003193262,850,0,850,Sumup *Jf Services,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-02-05,6003193204,550,0,550,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,6003193384,700,0,700,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,6003193405,700,0,700,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,6003193407,771,0,771,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,6003193312,950,0,950,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-05,601304245,13223.96,0,13223.96,The Broughtons Residential Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600661235,752,0,752,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-05,601304250,15742.8,0,15742.8,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304281,21725.07,0,21725.07,The Willows Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600660676,13241.34,0,13241.34,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-05,1600660677,17100,0,17100,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-05,1600660671,17670,0,17670,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-05,1600660839,15000,2500,12500,Transport For Greater Manchester,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-05,1600661146,5316.66,0,5316.66,University Of Manchester,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-02-05,601304258,9130.83,0,9130.83,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304232,2255,0,2255,Wardley Residents Group,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-02-05,601304195,-53455.2,-8909.2,-44546,Warrington Borough Council,Service Reform (Corp Bus & Transform),Payts to Other LA's,
Salford City Council,2021-02-05,601304196,34255.2,5709.2,28546,Warrington Borough Council,Service Reform (Corp Bus & Transform),Payts to Other LA's,
Salford City Council,2021-02-05,601304194,53455.2,8909.2,44546,Warrington Borough Council,Service Reform (Corp Bus & Transform),Payts to Other LA's,
Salford City Council,2021-02-05,601304239,4064,0,4064,Weightmans Llp,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-02-05,601304279,14798.24,0,14798.24,Wellington Healthcare (Arden) Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,601304263,7871.4,0,7871.4,Wentworth House Care Services Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2021-02-05,1600660784,12222.96,2037.16,10185.8,Xma Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2021-02-05,1600660632,12500,0,12500,You Can Community Club Hq,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-08,601304317,4000,0,4000,Access Sport Bmx Cic,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-02-08,1600660920,38133,6355.5,31777.5,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-08,601304305,64748.12,10791.35,53956.77,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-08,601304315,11535,0,11535,Aldi Stores Ltd,People (Adults) - CHSC,Food and refreshment,
Salford City Council,2021-02-08,1600660794,21873.73,3645.62,18228.11,Bloom Procurement Services Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-08,1600660751,11928,1988,9940,Broxap Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-02-08,1600661242,503.5,83.92,419.58,C P Davidson & Sons Ltd,Place Directorate,XXXXX PRICE DIFF VMS,
Salford City Council,2021-02-08,1600661243,503.5,83.92,419.58,C P Davidson & Sons Ltd,Place Directorate,XXXXX PRICE DIFF VMS,
Salford City Council,2021-02-08,1600661272,6765.34,1127.54,5637.8,Compass Minerals Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-02-08,1600660798,28121.72,4686.95,23434.77,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-08,1600661256,2110.92,0,2110.92,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-08,601303575,11666,0,11666,Forviva,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-08,601304336,2226.45,106.02,2120.43,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-08,601304375,980,0,980,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-08,601304374,2100,0,2100,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-08,601304377,2100,0,2100,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-08,1600661267,1008,168,840,J Fletcher Engineers Ltd,Place Directorate,UV Oil/Gas,
Salford City Council,2021-02-08,1600661262,3850,0,3850,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-08,1600661264,10944,1824,9120,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-02-08,601304339,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304340,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304341,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304342,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304343,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304344,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304345,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304346,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304347,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304348,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304349,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304350,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304351,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304352,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304353,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304354,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304355,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304356,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304357,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304358,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304359,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304360,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304361,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304362,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304363,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304364,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304365,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2021-02-08,601304327,520,0,520,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-08,601304329,800,0,800,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-08,601304326,620,0,620,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-08,601304325,1280,0,1280,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-08,601304334,600,0,600,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-08,601304333,2200,0,2200,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-02-08,1600660775,145833.33,0,145833.33,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-02-08,601304307,5021.77,0,5021.77,Salix Homes Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-08,1600660857,15120,0,15120,University Of Salford,People (Childrens) Service Group,Training expenses,
Salford City Council,2021-02-08,2205678694,13558990.42,0,13558990.42,NHS CCG,Public Health,Payments to HA
Salford City Council,2021-02-09,1600658988,2702.4,450.4,2252,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-09,6003194589,15369.08,0,15369.08,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,601304419,722.73,0,722.73,Agnes Hopkins Centre,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-02-09,601304417,1445,0,1445,Agnes Hopkins Centre,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-02-09,1600661291,3326.4,554.4,2772,Alliance Disposables Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2021-02-09,1600661287,16632,2772,13860,Alliance Disposables Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2021-02-09,6003194564,9336.2,0,9336.2,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194597,10600,0,10600,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600660914,1527.3,254.55,1272.75,Associated Cleaning Contractors Ltd,Place Directorate,Cleaning Services,
Salford City Council,2021-02-09,1600661137,2039.4,339.9,1699.5,Associated Cleaning Contractors Ltd,People (Childrens) Service Group,Cleaning Services,
Salford City Council,2021-02-09,6003194562,3272,0,3272,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661362,7902.84,1317.14,6585.7,Bevan Brittan Llp,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-02-09,1600660929,2813.19,468.86,2344.33,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-02-09,6003194581,15633.92,0,15633.92,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-02-09,1600661316,1400,0,1400,Buymemedia,Service Reform (Corp Bus & Transform),Marketing/Publicity,
Salford City Council,2021-02-09,6003194584,2808.2,0,2808.2,By The Bridge,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194586,9991.28,0,9991.28,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194601,4856,0,4856,Capstone Foster Care (South West),People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661279,1170,195,975,Carbon Creative Ltd,Place Directorate,Marketing/Publicity,
Salford City Council,2021-02-09,6003194579,15580,0,15580,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661283,2214.33,0,2214.33,Caritas Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661048,11229.18,0,11229.18,Chatsworth High School & Community,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-02-09,6003194591,18400,0,18400,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194592,19787.47,0,19787.47,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661366,12156.3,2026.02,10130.28,Compass Minerals Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-02-09,1600660905,12582,2097,10485,Djs Research Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2021-02-09,6003194563,20812,0,20812,Dove Adolescent Services Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-02-09,6003194570,29540,0,29540,Durham County Council,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600660854,70534.73,11755.79,58778.94,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-02-09,1600661049,3864,644,3220,Exclusec Group Ltd,People (Childrens) Service Group,UV Vandalism,
Salford City Council,2021-02-09,1600661282,637.38,106.23,531.15,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works,
Salford City Council,2021-02-09,601304397,107000,0,107000,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-02-09,6003194569,10083.36,0,10083.36,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194567,16828.8,0,16828.8,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194594,10419.2,0,10419.2,Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194576,25043.52,0,25043.52,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,601304390,574.2,95.7,478.5,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-02-09,601304411,2707.52,128.93,2578.59,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-09,601304382,2236.8,372.8,1864,Granart Memorials,Place Directorate,Gen Resaleable Items,
Salford City Council,2021-02-09,6003194593,25900,0,25900,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194595,9200,0,9200,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194566,12000,0,12000,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,601304387,4150,0,4150,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2021-02-09,1600661330,13891.2,2315.2,11576,Idox Software Ltd,Service Reform (Corp Bus & Transform),Computer Software,
Salford City Council,2021-02-09,601304421,2000,0,2000,Irlam Endowed Primary School,Place Directorate,Payts to Vol Orgs,
Salford City Council,2021-02-09,1600661274,1084.8,180.8,904,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2021-02-09,1600661331,4266,711,3555,Kdb Services Ltd,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2021-02-09,6003194603,18000,0,18000,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,6003194602,19718.4,0,19718.4,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661360,541.39,90.23,451.16,Landscape Supply Company,Place Directorate,Materials,
Salford City Council,2021-02-09,1600661309,2208,368,1840,Langford Roofing Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-02-09,6003194565,25483.7,0,25483.7,Leaving Care Services Ltd,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2021-02-09,6003194599,11800,0,11800,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-02-09,1600661364,4000,0,4000,Manchester City Council,Precepts And Charges - dummy level,Payt to Lead Dists,
Salford City Council,2021-02-09,1600661286,953.42,158.9,794.52,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-02-09,1600661284,1425.72,237.62,1188.1,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-02-09,1600661285,2096.69,349.45,1747.24,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2021-02-09,6003194577,18400,0,18400,Meadows Care Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
