Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2022-03-10,601344739,6325.04,0.00,6325.04,Irwell Valley Housing Association,People (Adults) - CHSC,Supported Tenancies,
Salford City Council,2022-03-10,601344694,619.49,103.25,516.24,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344695,1241.28,206.88,1034.40,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344618,888.00,0.00,888.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344619,1050.00,0.00,1050.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344620,980.00,0.00,980.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344621,2100.00,0.00,2100.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344623,1698.75,0.00,1698.75,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344625,1350.00,0.00,1350.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344628,1106.00,0.00,1106.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344630,980.00,0.00,980.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344632,1246.00,0.00,1246.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344633,1320.00,0.00,1320.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344690,12557.93,0.00,12557.93,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344654,1896.75,0.00,1896.75,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344701,2380.68,396.78,1983.90,Mcr Blackcab Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344616,2086.00,0.00,2086.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344688,11383.00,0.00,11383.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344689,7590.66,1265.11,6325.55,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344758,1134.05,0.00,1134.05,New Park Academy,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2022-03-10,1600684247,134650.27,22441.71,112208.56,Nps Electrical Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-10,601344773,941.16,0.00,941.16,Oakwood Academy,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,1600684288,3349.00,0.00,3349.00,Ofsted,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,601344699,2048.26,0.00,2048.26,Pal Cars & Bradhsawgate Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,1600683998,732.54,122.09,610.45,Phoenix Healthcare Products Ltd,Place Directorate,Equipment Repair,
Salford City Council,2022-03-10,601344787,1010.75,0.00,1010.75,Pink Mustard Entertainment,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,1600684289,5830.86,971.81,4859.05,Pts Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-10,1600684291,5379.78,896.63,4483.15,Pts Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-10,1600684293,3847.14,641.19,3205.95,Pts Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-10,601344638,812.00,0.00,812.00,R Hughes Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,6003448126,804.02,0.00,804.02,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448189,669.62,0.00,669.62,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448200,814.32,0.00,814.32,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448246,1087.69,0.00,1087.69,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448569,1434.16,0.00,1434.16,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448580,675.90,0.00,675.90,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448608,722.52,0.00,722.52,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448610,1383.74,0.00,1383.74,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448634,775.30,0.00,775.30,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,6003448640,541.69,0.00,541.69,Redaction,People (Childrens) Service Group,ClientTravel Expense,
Salford City Council,2022-03-10,601344596,1316.00,0.00,1316.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344597,4003.80,0.00,4003.80,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344598,1420.35,0.00,1420.35,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344602,1184.40,0.00,1184.40,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344607,1019.25,0.00,1019.25,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344609,1299.24,0.00,1299.24,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344610,700.00,0.00,700.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344611,1170.00,0.00,1170.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344612,1239.70,0.00,1239.70,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344614,50095.01,0.00,50095.01,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344615,-1366.50,0.00,-1366.50,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344631,15372.50,0.00,15372.50,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344642,1743.75,0.00,1743.75,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344646,1120.00,0.00,1120.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344665,1280.00,0.00,1280.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344670,1200.00,0.00,1200.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344681,8832.92,0.00,8832.92,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344682,6202.00,0.00,6202.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344684,9525.00,0.00,9525.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344685,10086.00,0.00,10086.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344686,9746.00,0.00,9746.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344687,5130.00,0.00,5130.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344692,7221.51,0.00,7221.51,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344697,4275.00,0.00,4275.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344704,1950.00,0.00,1950.00,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344708,4772.64,0.00,4772.64,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344710,1079.82,0.00,1079.82,Redaction,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344601,5530.86,921.81,4609.05,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344629,2405.40,400.90,2004.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344640,1899.00,316.50,1582.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344645,1440.00,240.00,1200.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344647,3641.40,606.90,3034.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344649,2881.54,480.26,2401.28,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344650,3200.76,533.46,2667.30,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344653,3971.35,661.89,3309.46,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,1600683827,561.60,93.60,468.00,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600683828,622.81,103.80,519.01,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600684143,547.85,91.31,456.54,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600684145,561.60,93.60,468.00,Schofield & Sons,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600683822,573.70,95.62,478.08,Schofield & Sons,Place Directorate,UV Vandalism,
Salford City Council,2022-03-10,1600682142,7517.58,1252.93,6264.65,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600684251,1148.68,191.45,957.23,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,1600684254,561.60,93.60,468.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2022-03-10,601344639,10485.00,0.00,10485.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344707,660.00,0.00,660.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,1600684290,1970.00,0.00,1970.00,Seashell Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,601344641,2000.00,0.00,2000.00,St Paul'S Ce Primary School,Service Reform (Corp Bus & Transform),Training of Others,
Salford City Council,2022-03-10,1600684271,3878.40,646.40,3232.00,Stannah Stairlifts Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2022-03-10,601344680,16810.78,0.00,16810.78,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344709,1400.00,0.00,1400.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344691,7920.90,0.00,7920.90,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344737,-1078.00,0.00,-1078.00,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344714,945.00,157.50,787.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344715,1298.70,216.45,1082.25,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344716,1150.20,191.70,958.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344718,1260.00,210.00,1050.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344720,947.52,157.92,789.60,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344722,1346.40,224.40,1122.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344723,1135.80,189.30,946.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344725,1321.74,220.29,1101.45,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344726,1056.60,176.10,880.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344727,1040.40,173.40,867.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344729,1784.16,297.36,1486.80,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344730,822.70,137.12,685.58,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344731,921.36,153.56,767.80,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344717,739.20,123.20,616.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees,
Salford City Council,2022-03-10,1600684282,700.00,0.00,700.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344774,941.16,0.00,941.16,The Dispensary Salford,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,601344779,3000.00,0.00,3000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344780,3000.00,0.00,3000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344781,3000.00,0.00,3000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344782,1000.00,0.00,1000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344783,3000.00,0.00,3000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344784,3000.00,0.00,3000.00,The Salfordian Trust Company Ltd,Place Directorate,Payts to Vol Orgs,
Salford City Council,2022-03-10,601344724,1352.06,0.00,1352.06,The Uk Foodhall Ltd,Place Directorate,Food and refreshment,
Salford City Council,2022-03-10,1600684276,4042.09,0.00,4042.09,Together Trust,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-10,601344636,11065.95,0.00,11065.95,Travel By Myles,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344599,7425.52,1237.59,6187.93,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-10,601344791,1920.00,320.00,1600.00,W And G Services Limited,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2022-03-10,601344786,941.16,0.00,941.16,Ward Security Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,601344788,941.16,0.00,941.16,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-10,601344703,750.00,0.00,750.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-11,1600684398,512.23,0.00,512.23,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600684399,582.20,0.00,582.20,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600684400,582.66,0.00,582.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600684401,527.16,0.00,527.16,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600683378,26703.61,4450.60,22253.01,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-11,1600683414,22651.28,3775.21,18876.07,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-11,1600684379,5840.28,973.38,4866.90,Aecom Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-11,1600683585,15194.34,2532.39,12661.95,Aecom Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-03-11,601344978,1600.00,0.00,1600.00,Ans Property Investments Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-03-11,601344979,1600.00,0.00,1600.00,Ans Property Investments Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2022-03-11,1600683864,43779.12,7296.52,36482.60,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-11,1600684348,570.00,95.00,475.00,Bedspace Resource Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-11,601344804,748.95,0.00,748.95,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2022-03-11,601344805,859.01,0.00,859.01,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment,
Salford City Council,2022-03-11,1600683482,12160.00,0.00,12160.00,Bury College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-11,1600683488,12670.34,0.00,12670.34,Bury College,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-11,1600684332,8400.00,1400.00,7000.00,C Smithies Builders,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2022-03-11,1600684331,2206.20,367.70,1838.50,C Smithies Builders,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2022-03-11,1600684367,1080.00,180.00,900.00,Caci - Social Software Ltd,People (Childrens) Service Group,Computer Maintenance,
Salford City Council,2022-03-11,1600683459,22599.92,0.00,22599.92,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-11,1600683460,31752.00,0.00,31752.00,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-11,1600684444,1200.00,200.00,1000.00,Career Connect,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2022-03-11,1600683503,67369.20,11228.20,56141.00,Cdw Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2022-03-11,1600684374,4968.00,828.00,4140.00,Cdw Ltd,Service Reform (Corp Bus & Transform),Cmputer Eqt purchase,
Salford City Council,2022-03-11,1600684120,-51674.68,-8612.44,-43062.24,Cdw Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2022-03-11,1600684360,3823.20,637.20,3186.00,City Electrical Factors Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-03-11,1600683659,12375.00,2062.50,10312.50,Confirm,Place Directorate,Computer Software,
Salford City Council,2022-03-11,1600683498,10321.92,1720.32,8601.60,Egbert H Taylor & Co Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-03-11,1600684357,521.64,86.94,434.70,Electricity North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-11,1600684358,538.40,89.73,448.67,Electricity North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-11,1600684414,764.74,127.46,637.28,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire,
Salford City Council,2022-03-11,601344800,91642.32,12574.34,79067.98,Gazprom Energy,Service Reform (Corp Bus & Transform),Gas,
Salford City Council,2022-03-11,601344801,662.40,110.40,552.00,Gazprom Energy,Service Reform (Corp Bus & Transform),Gas,
Salford City Council,2022-03-11,1600684283,14870.99,2478.50,12392.49,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2022-03-11,1600683379,709831.00,0.00,709831.00,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies,
Salford City Council,2022-03-11,1600683383,20878.66,3479.78,17398.88,Greater Manchester Combined,Place Directorate,Rents,
Salford City Council,2022-03-11,601344802,152530.58,25407.71,127122.87,Haven Power Ltd,Place Directorate,Electricity,
Salford City Council,2022-03-11,601344803,188731.66,23752.02,164979.64,Haven Power Ltd,Service Reform (Corp Bus & Transform),Electricity,
Salford City Council,2022-03-11,1600684326,1958.62,326.44,1632.18,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600684327,6000.00,1000.00,5000.00,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600684328,3622.16,603.69,3018.47,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600684329,6000.00,1000.00,5000.00,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600684330,1594.90,265.82,1329.08,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600684338,3730.10,621.68,3108.42,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2022-03-11,1600683373,15977.94,2662.99,13314.95,Horticon Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-11,601344799,6540.00,0.00,6540.00,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2022-03-11,1600683391,49870.94,8311.82,41559.12,Idox Software Ltd,Place Directorate,IT  Licence Fee,
Salford City Council,2022-03-11,1600684447,2539.20,423.20,2116.00,Ijm Electrical Contractors Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2022-03-11,1600683432,17333.33,0.00,17333.33,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600683433,17333.33,0.00,17333.33,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600683435,15668.67,0.00,15668.67,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600683436,17680.00,0.00,17680.00,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2022-03-11,1600683536,11999.99,2000.00,9999.99,Lds Limited,Service Reform (Corp Bus & Transform),Delivery Charges,
Salford City Council,2022-03-11,1600684368,2400.00,400.00,2000.00,M & A Brown (Engravers) Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-03-11,1600684369,2748.00,458.00,2290.00,M & A Brown (Engravers) Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2022-03-11,1600683868,14841.60,2451.60,12390.00,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees,
Salford City Council,2022-03-11,1600683873,37783.49,4426.56,33356.93,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees,
Salford City Council,2022-03-11,1600683492,31653.60,5275.60,26378.00,Mazars Llp,Service Reform (Corp Bus & Transform),District Audit Fees,
Salford City Council,2022-03-11,1600684359,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2022-03-11,1600684402,4180.57,696.76,3483.81,Nstr Limited,Service Reform (Corp Bus & Transform),Training of Others,
Salford City Council,2022-03-11,1600684404,3914.64,652.44,3262.20,Nstr Limited,Service Reform (Corp Bus & Transform),Training of Others,
Salford City Council,2022-03-11,601344796,550.00,0.00,550.00,Onward Homes,Outside Hierarchy,Rents,
Salford City Council,2022-03-11,601344816,950.40,0.00,950.40,Pearson Education Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2022-03-11,601344817,1408.00,0.00,1408.00,Pearson Education Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2022-03-11,1600683393,29967.60,4994.60,24973.00,Peel Media Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2022-03-11,1600683430,19037.76,3172.96,15864.80,Powercare - Shorrocks Trichem -,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2022-03-11,601344948,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344949,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344950,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344951,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344952,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344953,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344954,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344955,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344956,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344957,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344958,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344959,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344960,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344961,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344962,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344963,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344964,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344965,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344966,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344967,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344968,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344969,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344970,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344971,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344972,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344973,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344974,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344976,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,601344977,1322.20,0.00,1322.20,Redaction,People (Childrens) Service Group,Grants - External,
Salford City Council,2022-03-11,6003448892,11391.34,0.00,11391.34,Redaction,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-03-11,6003448959,17888.83,0.00,17888.83,Redaction,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-03-11,6003449295,4155.20,0.00,4155.20,Redaction,People (Adults) - CHSC,Home Helps,
Salford City Council,2022-03-11,6003449296,13483.60,0.00,13483.60,Redaction,People (Adults) - CHSC,Home Helps,
