Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-12-09,601336704,716.39,0.00,716.39,Seddon Construction Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-09,601336669,561.60,93.60,468.00,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases,
Salford City Council,2021-12-09,6003397801,14425.60,0.00,14425.60,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies,
Salford City Council,2021-12-09,1600678658,5700.00,0.00,5700.00,T'Mimei Lev,People (Childrens) Service Group,Release of Provision,
Salford City Council,2021-12-09,1600678651,1525.00,0.00,1525.00,Together Trust,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-09,601336686,74889.33,0.00,74889.33,United Learning Trust,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-09,601336724,2353.95,0.00,2353.95,Water Plus Ltd,Place Directorate,Water,
Salford City Council,2021-12-09,601336695,1765.13,294.19,1470.94,Xma Ltd,Public Health,Cmputer Eqt purchase,
Salford City Council,2021-12-09,1600678683,6666.65,0.00,6666.65,Yvonne Luckin Limited,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-12-10,601336772,1127.58,0.00,1127.58,Accident Assistance Services,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2021-12-10,601336786,4920.00,0.00,4920.00,Aim Habonim-Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-12-10,6003398239,758.30,0.00,758.30,Ao Retail Limited,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2021-12-10,1600678338,20370.90,3395.15,16975.75,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-10,1600678351,29995.52,4999.25,24996.27,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-10,1600678353,37095.29,6182.55,30912.74,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-10,1600678334,61568.03,10261.34,51306.69,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-10,1600678344,69175.88,11529.31,57646.57,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-10,6003398496,622.26,0.00,622.26,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-10,6003398697,645.67,3.58,642.09,Brakes (Stored Cards),Place Directorate,Food and refreshments,
Salford City Council,2021-12-10,6003398269,1164.94,70.13,1094.81,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments,
Salford City Council,2021-12-10,1600678280,16423.25,0.00,16423.25,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,1600678281,16423.25,0.00,16423.25,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,1600678927,772.80,128.80,644.00,Burgess Security Systems Ltd,People (Childrens) Service Group,XXXXX SECURITY SYS R,
Salford City Council,2021-12-10,1600678694,635.59,105.93,529.66,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),Stock Control (VMS),
Salford City Council,2021-12-10,1600678634,12169.06,0.00,12169.06,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,1600678629,14675.67,0.00,14675.67,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,1600678631,14675.67,0.00,14675.67,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,1600678635,15289.33,0.00,15289.33,Cambian Childcare Ltd,People (Childrens) Service Group,Non-Maint Spec Schls,
Salford City Council,2021-12-10,6003398160,720.00,0.00,720.00,Carl Allen Furnishings,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-10,1600678626,25738.96,0.00,25738.96,Central Manchester University,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-10,6003398133,2396.80,0.00,2396.80,Divrse 1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398193,2396.80,0.00,2396.80,Divrse 1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398196,2996.00,0.00,2996.00,Divrse 1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398311,1797.60,0.00,1797.60,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398301,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398315,23715.00,0.00,23715.00,Divrse Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,6003398240,749.04,0.00,749.04,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-10,1600678505,13622.72,2270.45,11352.27,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying,
Salford City Council,2021-12-10,601336783,750.00,0.00,750.00,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-10,601336787,940.00,0.00,940.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2021-12-10,1600678912,30604.18,5100.70,25503.48,Galliford Try Construction Nth Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-12-10,1600678917,5889.00,0.00,5889.00,John Baxter & Sons Ltd,Place Directorate,Marketing/Publicity,
Salford City Council,2021-12-10,1600678918,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-10,6003398271,5750.00,0.00,5750.00,Parkview Residence,People (Adults) - CHSC,Staff Travel,
Salford City Council,2021-12-10,1600678924,1319916.97,219986.16,1099930.81,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge,
Salford City Council,2021-12-10,1600678923,1374003.71,228194.69,1145809.02,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge,
Salford City Council,2021-12-10,6003398125,612.00,0.00,612.00,Purple,Service Reform (Corp Bus & Transform),Other Professional Fees,
Salford City Council,2021-12-10,6003398768,8441.47,0.00,8441.47,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-10,6003398767,13421.11,0.00,13421.11,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-10,6003398766,13503.05,0.00,13503.05,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-10,6003398769,14143.76,0.00,14143.76,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-10,6003398063,26656.16,0.00,26656.16,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2021-12-10,1600678328,9882.92,0.00,9882.92,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-12-10,1600678207,10462.00,0.00,10462.00,Salford Royal Nhs Foundation Trust,Public Health,Telephones & Fax,
Salford City Council,2021-12-10,1600678249,24190.69,4031.78,20158.91,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-10,1600678928,241074.26,0.00,241074.26,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-12-10,601336727,8591.27,1431.88,7159.39,Stanley Security Solutions Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-12-10,1600678926,7873.02,1312.17,6560.85,Support In Sport (Uk) Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-10,6003398044,5409.60,0.00,5409.60,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies,
Salford City Council,2021-12-10,6003398040,8500.80,0.00,8500.80,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies,
Salford City Council,2021-12-10,6003398199,534.00,0.00,534.00,The Image Group,Service Reform (Corp Bus & Transform),Other Professional Fees,
Salford City Council,2021-12-10,1600678388,510.00,85.00,425.00,The Training Company,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-12-10,1600678389,510.00,85.00,425.00,The Training Company,People (Childrens) Service Group,Training of Others,
Salford City Council,2021-12-10,601336736,7397.38,1232.90,6164.48,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-10,1600678697,1276.58,212.76,1063.82,Vip Systems Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2021-12-10,6003398214,660.00,0.00,660.00,Ztl*Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2021-12-13,601336853,25474.94,4245.82,21229.12,Aba Travels Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336843,10824.00,0.00,10824.00,Abc Coach Hire Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,1600678930,1531.80,255.30,1276.50,Alan Franklin Builders Ltd,Place Directorate,Rechargeable R & Mnt,
Salford City Council,2021-12-13,1600678968,4080.00,680.00,3400.00,Asset Surveys Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-12-13,1600678964,1500.00,250.00,1250.00,Barratt & Hughes Flooring,Place Directorate,UV Day to Day,
Salford City Council,2021-12-13,1600678983,1022.33,170.39,851.94,C P Davidson & Sons Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2021-12-13,6003399174,750.00,0.00,750.00,Carl Allen Furnishings,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-13,1600678969,6563.51,1093.92,5469.59,Christians Environmental,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv,
Salford City Council,2021-12-13,6003399175,1797.60,0.00,1797.60,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-13,6003399139,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-13,6003399153,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-13,1600678931,3254.40,542.40,2712.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-13,1600678962,5028.00,838.00,4190.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-13,1600678963,7812.00,1302.00,6510.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-12-13,601336829,18471.55,3078.59,15392.96,Executive Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336821,2000.62,333.43,1667.19,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336822,2001.12,333.52,1667.60,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336823,2056.03,342.67,1713.36,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336817,2084.80,0.00,2084.80,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336816,2292.18,0.00,2292.18,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336824,2353.78,0.00,2353.78,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336861,507.60,84.60,423.00,Glendale Interiors Ltd,People (Childrens) Service Group,Furniture,
Salford City Council,2021-12-13,1600678933,2940.00,490.00,2450.00,Groundwork Landscapes Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-13,601336800,39400.58,6566.76,32833.82,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336830,744.00,124.00,620.00,Hive Manchester Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2021-12-13,601336838,31845.28,0.00,31845.28,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,1600678932,9312.00,1552.00,7760.00,Horticon Limited,Place Directorate,Other Prof Fees,
Salford City Council,2021-12-13,1600678971,2400.00,400.00,2000.00,Jca Limited,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-13,601336850,716.39,0.00,716.39,Knight Frank Llp,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-13,601336857,18967.30,0.00,18967.30,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336814,2781.90,0.00,2781.90,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336859,9198.55,1533.09,7665.46,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336860,20569.26,0.00,20569.26,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,1600678967,1598.40,266.40,1332.00,Netready,Service Reform (Corp Bus & Transform),Marketing/Publicity,
Salford City Council,2021-12-13,2205869915,14226583.66,0.00,14226583.66,NHS CCG,People (Adults) - CHSC,Payments to Health Authority
Salford City Council,2021-12-13,601336849,750.00,0.00,750.00,P. Casey & Co Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-13,6003399206,2550.00,0.00,2550.00,Paypal *Ddpconnects,People (Childrens) Service Group,Training expenses,
Salford City Council,2021-12-13,1600678965,5822.28,970.38,4851.90,Pts Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-13,601336801,2240.00,0.00,2240.00,R & G Taxis,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336825,1100.00,0.00,1100.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336805,1448.58,0.00,1448.58,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336804,1494.90,0.00,1494.90,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336807,1588.62,0.00,1588.62,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336806,1638.00,0.00,1638.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336803,1737.12,0.00,1737.12,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336815,2068.00,0.00,2068.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336802,2083.18,0.00,2083.18,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336854,8122.63,0.00,8122.63,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336862,9503.80,0.00,9503.80,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336841,21012.70,0.00,21012.70,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336836,80244.57,0.00,80244.57,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336847,587.60,0.00,587.60,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-13,601336848,610.20,0.00,610.20,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2021-12-13,1600678326,16618.87,0.00,16618.87,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-12-13,1600678329,16618.87,0.00,16618.87,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-12-13,1600678327,149536.42,0.00,149536.42,Royal Bolton Hospital Nhs,Public Health,Payts to Agencies,
Salford City Council,2021-12-13,1600678966,5950.51,991.75,4958.76,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire,
Salford City Council,2021-12-13,601336858,742.63,123.77,618.86,Safecell Security Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-12-13,601336813,2042.40,340.40,1702.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336809,2112.00,352.00,1760.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336808,2785.20,464.20,2321.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336811,4528.13,754.69,3773.44,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336812,4803.48,800.58,4002.90,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336810,5340.72,890.12,4450.60,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336826,6673.92,1112.32,5561.60,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336827,7020.70,1170.12,5850.58,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,1600678572,12546.00,2091.00,10455.00,Scarab Sweepers Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-12-13,1600678575,12546.00,2091.00,10455.00,Scarab Sweepers Ltd,Service Reform (Corp Bus & Transform),Purch of Veh/Plant,
Salford City Council,2021-12-13,1600678929,28047.95,4674.66,23373.29,Schofield & Sons Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2021-12-13,601336852,13977.00,0.00,13977.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,6003399142,898.42,0.00,898.42,Scottish Power,People (Adults) - CHSC,Vehicle Fuel,
Salford City Council,2021-12-13,1600678293,452536.07,0.00,452536.07,Seddon Construction Limited,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2021-12-13,1600678475,600.00,0.00,600.00,St Peters Partnerships,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-13,6003399178,690.00,0.00,690.00,Sumup *Jf Services,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-12-13,6003399133,510.00,0.00,510.00,Sure Storage Irlam,People (Adults) - CHSC,General Repairs,
Salford City Council,2021-12-13,601336856,16787.32,0.00,16787.32,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-13,601336845,14587.01,0.00,14587.01,Travel By Myles,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-12-14,6003399303,15369.08,0.00,15369.08,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600679024,604.60,100.76,503.84,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-14,1600679023,1294.61,215.77,1078.84,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2021-12-14,6003399294,12596.20,0.00,12596.20,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600679019,5484.79,914.13,4570.66,Argyle Nw Construction Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,6003399309,11660.00,0.00,11660.00,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600677820,941.40,156.90,784.50,Associated Cleaning Contractors Ltd,Place Directorate,Cleaning Services,
Salford City Council,2021-12-14,6003399289,6122.76,0.00,6122.76,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600678302,637.92,106.32,531.60,Bilway Marine Ltd,Place Directorate,nonuv Build Rp&Maint,
Salford City Council,2021-12-14,1600678297,637.92,106.32,531.60,Bilway Marine Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-12-14,1600678296,2240.88,373.48,1867.40,Bilway Marine Ltd,Place Directorate,UV Day to Day,
Salford City Council,2021-12-14,6003399315,2808.20,0.00,2808.20,By The Bridge,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399317,10668.40,0.00,10668.40,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399323,4856.00,0.00,4856.00,Capstone Foster Care (South West),People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399299,40460.00,0.00,40460.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600678428,24491.70,4081.95,20409.75,Click Fire & Security Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-12-14,1600678446,816.88,136.14,680.74,Click Fire & Security Ltd,Place Directorate,UV Light/Fire,
Salford City Council,2021-12-14,6003399320,13662.81,0.00,13662.81,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399291,21228.00,0.00,21228.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600679038,6671.04,1111.84,5559.20,Edufocus Ltd,People (Childrens) Service Group,Subscriptions,
Salford City Council,2021-12-14,1600679085,841.23,140.21,701.02,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire,
Salford City Council,2021-12-14,1600679014,93521.87,15586.98,77934.89,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2021-12-14,1600678991,713.42,118.90,594.52,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works,
Salford City Council,2021-12-14,6003399314,18200.00,0.00,18200.00,Family Child Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399301,15203.83,0.00,15203.83,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399298,21080.23,0.00,21080.23,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399306,23145.96,0.00,23145.96,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,601336874,504.41,84.07,420.34,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601335993,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336940,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336941,507.44,84.58,422.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336873,587.76,97.96,489.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336877,587.76,97.96,489.80,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336934,593.25,98.88,494.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336872,599.28,99.88,499.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336929,600.35,100.06,500.29,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336911,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336918,629.11,104.85,524.26,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336875,647.02,107.84,539.18,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336919,705.43,117.57,587.86,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,601336935,1103.71,183.95,919.76,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture,
Salford City Council,2021-12-14,1600679062,570.00,95.00,475.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600679059,822.00,137.00,685.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600679056,3846.00,641.00,3205.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600679060,4602.00,767.00,3835.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600679058,5832.00,972.00,4860.00,General Utilities North West Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600679004,768.00,128.00,640.00,George Parish & Sons Ltd,Place Directorate,Materials,
Salford City Council,2021-12-14,1600679005,1273.20,212.20,1061.00,George Parish & Sons Ltd,Place Directorate,Materials,
Salford City Council,2021-12-14,1600679003,1512.00,252.00,1260.00,George Parish & Sons Ltd,Place Directorate,Materials,
Salford City Council,2021-12-14,1600679028,2061.96,0.00,2061.96,Greater Manchester Combined,Place Directorate,Contractors,
Salford City Council,2021-12-14,1600678995,501.18,83.53,417.65,Hako Machines Ltd,Service Reform (Corp Bus & Transform),VMS Materials,
Salford City Council,2021-12-14,6003399305,21100.00,0.00,21100.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399293,12000.00,0.00,12000.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,601336869,678.00,113.00,565.00,Ijm Electrical Contractors Ltd,People (Childrens) Service Group,nonuv Build Rp&Maint,
Salford City Council,2021-12-14,1600679036,504.00,84.00,420.00,Instarmac,Place Directorate,Materials,
Salford City Council,2021-12-14,1600678362,813.00,135.50,677.50,J Fletcher Engineers Ltd,Place Directorate,UV Air Con,
Salford City Council,2021-12-14,1600678363,813.00,135.50,677.50,J Fletcher Engineers Ltd,People (Childrens) Service Group,UV Air Con,
Salford City Council,2021-12-14,1600678365,621.00,103.50,517.50,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2021-12-14,6003399295,12600.00,0.00,12600.00,Kaleidoscope Assessment Services,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600678990,61666.67,0.00,61666.67,Kedleston (Wings Education) Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399316,55718.40,9286.40,46432.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,601336865,7000.00,0.00,7000.00,Kosher Savers Ltd,People (Adults) - CHSC,Food and refreshment,
Salford City Council,2021-12-14,1600679018,509.21,84.87,424.34,Limelight Signs Limited,Place Directorate,Materials,
Salford City Council,2021-12-14,6003399310,11800.00,0.00,11800.00,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600679030,540.00,90.00,450.00,M & A Brown (Engravers) Ltd,Place Directorate,Contractors,
Salford City Council,2021-12-14,6003399297,34800.00,0.00,34800.00,Meadows Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399322,6200.00,0.00,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399321,3596.00,0.00,3596.00,Olive Branch Fostering Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,6003399288,15960.00,0.00,15960.00,Onextra Care Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600677858,805.82,134.30,671.52,Otis Limited,Place Directorate,UV Lift Maint,
Salford City Council,2021-12-14,6003399308,5811.76,0.00,5811.76,Parallel Parents,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-12-14,1600678992,3772.00,0.00,3772.00,Pennine Care In Patient Services,People (Childrens) Service Group,Pupil Assistance,
