Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2018-08-07,6002597816,724,0,724,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597797,760,0,760,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597782,857.2,0,857.2,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597963,993.44,0,993.44,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597944,1211.36,0,1211.36,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597887,1261.04,0,1261.04,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597890,1276.88,0,1276.88,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597937,1282.32,0,1282.32,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597870,1423.12,0,1423.12,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597874,1913.63,0,1913.63,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,6002597854,2936.56,0,2936.56,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2018-08-07,1600611617,7200,1200,6000,Manchester City Council,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-07,sgrvfyzga,585.93,117.19,468.74,Www.Argos.Co.Uk,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-08-07,601223893,9504,0,9504,Disclosure & Barring Service,People (Childrens) Service Group,Disclosure barring
Salford City Council,2018-08-07,1600610101,799.2,0,799.2,T/A Norwich Books & Music,Place Directorate,Print & Photocopying
Salford City Council,2018-08-07,1600611400,1201.68,200.28,1001.4,James Button & Co Solicitors,Place Directorate,Training expenses
Salford City Council,2018-08-07,1600611630,2506.21,417.7,2088.51,Carlton Fuels,Place Directorate,Vehicle Running Cost
Salford City Council,2018-08-07,601223964,3000,0,3000,Kersal Football Club,Place Directorate,Catering Materials
Salford City Council,2018-08-07,601223375,1000,0,1000,Oasis Community Hub: Mediacity Uk,Place Directorate,Catering Materials
Salford City Council,2018-08-07,1600610532,1074,179,895,C. Masters Decorators Ltd,Place Directorate,Building Rep & Maint
Salford City Council,2018-08-07,1600608733,5992.8,998.8,4994,G Jones Builders Ltd,Place Directorate,Building Rep & Maint
Salford City Council,2018-08-07,1600608163,984,164,820,G Jones Builders Ltd,Place Directorate,Dev Servs Day to Day
Salford City Council,2018-08-07,1600611393,59584.85,9930.81,49654.04,Salford Community Leisure Ltd,Place Directorate,Dev Servs Day to Day
Salford City Council,2018-08-07,1600609523,506.4,84.4,422,Burgess Security Systems Ltd,Place Directorate,Security Sys R & Mnt
Salford City Council,2018-08-07,1600608570,579.47,96.58,482.89,Ags Tech,Place Directorate,UV Dec&Flr
Salford City Council,2018-08-07,1600608520,753.35,125.56,627.79,Ags Tech,Place Directorate,UV Dec&Flr
Salford City Council,2018-08-07,1600607792,528,88,440,Churches Fire Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2018-08-07,1600607624,940.8,156.8,784,Ijm Electrical Contractors Ltd,Place Directorate,UV Prog Rep
Salford City Council,2018-08-07,601223239,1091.17,0,1091.17,Equita Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2018-08-07,601223954,10000,0,10000,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-07,601223955,10328.22,0,10328.22,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-07,1600610632,13914,2319,11595,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Annual Vehicle Hire
Salford City Council,2018-08-07,1600610364,3060.23,510.04,2550.19,Softcat Limited,Service Reform (Corp Bus & Transform),Computer Equipment
Salford City Council,2018-08-07,1600609667,4874.17,812.36,4061.81,Softcat Limited,Service Reform (Corp Bus & Transform),Computer Equipment
Salford City Council,2018-08-07,1600609766,13025.53,2170.92,10854.61,Softcat Limited,Service Reform (Corp Bus & Transform),Computer Equipment
Salford City Council,2018-08-07,1600608152,555.6,92.6,463,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Dev Servs Day to Day
Salford City Council,2018-08-07,601223913,900,0,900,Caustic Coastal,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2018-08-07,1600611669,71436.17,11906.03,59530.14,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600611688,72221.18,12036.86,60184.32,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600611681,111758.84,18626.47,93132.37,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600611686,112986.97,18831.16,94155.81,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600611684,118446.65,19741.11,98705.54,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600611685,119748.25,19958.04,99790.21,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2018-08-07,1600609410,2145.79,357.63,1788.16,Mitie Security Ltd,Service Reform (Corp Bus & Transform),Security/Equipment
Salford City Council,2018-08-07,601222838,2378.02,396.34,1981.68,Co-Wheels Car Club,Service Reform (Corp Bus & Transform),Travel & Subsistence
Salford City Council,2018-08-08,1600611510,798,133,665,Richard L Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-08,1600610965,502.2,83.7,418.5,Technical Surfaces Ltd,Capital Expenditure,Other Works
Salford City Council,2018-08-08,1600606007,1148.2,191.37,956.83,British Telecommunications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-08-08,1600607449,1148.2,191.37,956.83,British Telecommunications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-08-08,1600608652,1148.2,191.37,956.83,British Telecommunications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-08-08,601224029,1322.2,0,1322.2,Karenza Cutting,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224024,1322.2,0,1322.2,Kimberley Mclaighlin-Knowles,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224034,1322.2,0,1322.2,Mary Davies,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224035,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224038,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224041,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224044,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224039,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224028,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224032,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224031,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224027,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224026,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224036,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224042,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224030,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224045,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224025,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224043,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224023,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224040,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224033,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224037,1322.2,0,1322.2,Redacted Data,People (Childrens) Service Group,Grants - External
Salford City Council,2018-08-08,601224008,700.74,116.79,583.95,Prs For Music Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-08,1600611716,28359,0,28359,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-08,601221950,2016,0,2016,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-08,1600611454,269076.49,44846.08,224230.41,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2018-08-08,1600610836,1267.46,211.24,1056.22,Nisbets,Place Directorate,Catering Materials
Salford City Council,2018-08-08,1600611262,562.86,93.81,469.05,Dulux Decorator Centres Uk,Place Directorate,Equipment Repair
Salford City Council,2018-08-08,lypdicjrw,518,0,518,Virgin Trains,Place Directorate,Staff Travel
Salford City Council,2018-08-08,bgirecxgi,6732,1122,5610,Capita Bus Svs-Moto,Place Directorate,Urban Vision Management Fee
Salford City Council,2018-08-08,hpbwdbidk,6732,1122,5610,Capita Bus Svs-Moto,Place Directorate,Urban Vision Management Fee
Salford City Council,2018-08-08,matthqzgy,6732,1122,5610,Capita Bus Svs-Moto,Place Directorate,Urban Vision Management Fee
Salford City Council,2018-08-08,1600610966,619.38,103.23,516.15,Ags Tech,Place Directorate,UV Dec&Flr
Salford City Council,2018-08-08,1600610870,6666.67,0,6666.67,Gmw Mental Health Nhs Ft,Public Health,Payts to Agencies
Salford City Council,2018-08-09,1600611357,980.4,163.4,817,Asbestos Clearance And Disposal Ser,Capital Expenditure,Works & Building
Salford City Council,2018-08-09,1600611620,7258.13,1209.69,6048.44,H Jenkinson & Company Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-09,1600611358,902.4,150.4,752,Sunbright Blinds Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-09,1600610615,1536,256,1280,C. Masters Decorators Ltd,Capital Expenditure,Other Works
Salford City Council,2018-08-09,1600611619,2798.4,466.4,2332,Jj Martin Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-08-09,601224050,27281.25,0,27281.25,City West Housing Trust,People (Adults) - CHSC,Rents
Salford City Council,2018-08-09,1600611638,908.82,151.47,757.35,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,601223901,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,1600611639,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,1600611653,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,601223903,1503.14,250.52,1252.62,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,601223904,1510.16,251.69,1258.47,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,601223902,1555.52,259.25,1296.27,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,1600611640,1587.06,264.51,1322.55,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-09,1600610471,1322.42,220.41,1102.01,Salford Supply Desk Ltd,People (Childrens) Service Group,Nursery Supply-Basic
Salford City Council,2018-08-09,1600610726,157225.64,26204.27,131021.37,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-09,1600611701,157225.64,26204.27,131021.37,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2018-08-09,1600611731,950,0,950,Redacted Data,People (Childrens) Service Group,Training of Others
Salford City Council,2018-08-09,601224080,639.75,0,639.75,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-08-09,601224064,700,0,700,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224065,784,0,784,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224072,790,0,790,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224068,1050,0,1050,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224073,1120,0,1120,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224067,1350,0,1350,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224070,1440,0,1440,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224076,1496,0,1496,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224074,1500,0,1500,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224071,1520,0,1520,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224069,1800,0,1800,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224075,1920,0,1920,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,1600611628,2000,0,2000,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224060,912,0,912,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224056,1440,0,1440,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,601224061,2016,0,2016,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-09,1600611269,548.05,91.34,456.71,Lex Autolease Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2018-08-09,xuvcxwpvo,10681.89,1780.31,8901.58,Wilds Of Oldham,Place Directorate,Bar Stocks for hired venues for resale
Salford City Council,2018-08-09,ivglmqbvj,1438.1,0,1438.1,Birtwistle Butcher,Place Directorate,Food and refreshments
Salford City Council,2018-08-09,uvewqcwlb,592.08,0,592.08,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-08-09,garcuguqm,1655.6,0,1655.6,Cheshire Food Services,Place Directorate,Food and refreshments
Salford City Council,2018-08-09,uogcdbdqc,1809.94,33.52,1776.42,Hn Nuttall Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-08-09,jwctggywr,926.4,185.28,741.12,Lion Fpg,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2018-08-10,601224048,60623.05,10103.93,50519.12,Reed Specialist Recruitment Ltd,Capital Expenditure,Agency Fees
Salford City Council,2018-08-10,1600611090,1080,180,900,Buddi Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-08-10,601223428,2340,390,1950,Better Communication Cic,People (Childrens) Service Group,Consult/Contractors
Salford City Council,2018-08-10,1600611036,6000,0,6000,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611045,11014.66,0,11014.66,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611042,11122.42,0,11122.42,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611044,11122.42,0,11122.42,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611035,11197.33,0,11197.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611043,11197.33,0,11197.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611038,11345.12,0,11345.12,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611039,11345.12,0,11345.12,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611041,11345.12,0,11345.12,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,1600611067,505.44,0,505.44,Autism Initiatives,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-10,601222963,5598.67,0,5598.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-10,1600611815,600,100,500,Bedspace Resource Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-10,601223236,1155.15,0,1155.15,Redacted Data,People (Childrens) Service Group,Training of Others
Salford City Council,2018-08-10,601224110,909.6,151.6,758,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224113,909.6,151.6,758,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224111,934.56,155.76,778.8,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224112,1079.82,179.97,899.85,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224123,1152,192,960,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224122,1172.64,195.44,977.2,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224147,1348.5,0,1348.5,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224114,1404,234,1170,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224116,1477,0,1477,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224145,1562.85,0,1562.85,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224144,1604.85,0,1604.85,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224115,1907.71,317.95,1589.76,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,1600611028,6249,0,6249,Knowsley Metropolitan Borough,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224154,640,0,640,Kvn Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224138,1040,0,1040,Mikes Merc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224137,673.2,0,673.2,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224141,754,0,754,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224155,974.4,0,974.4,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224120,2000,0,2000,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224121,3965.88,0,3965.88,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224140,564.3,94.05,470.25,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224139,601.87,100.31,501.56,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224130,1224,204,1020,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224136,2196,366,1830,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224126,2264.76,377.46,1887.3,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224128,2293.2,382.2,1911,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224124,2465.57,410.93,2054.64,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224129,3425.88,570.98,2854.9,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,601224127,5045.28,840.88,4204.4,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-10,1600611655,1085.52,180.92,904.6,Keltic Clothing,Place Directorate,Clothing & Uniforms
Salford City Council,2018-08-10,1600610647,1093.2,182.2,911,Waughgroup,Place Directorate,Clothing & Uniforms
Salford City Council,2018-08-10,1600611024,2027.95,337.99,1689.96,Facultatieve Technologies Ltd,Place Directorate,Prog Maint & Works
Salford City Council,2018-08-10,601224234,744,0,744,Graymarsh Property Services Ltd,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-08-10,1600611657,52840.44,5143.55,47696.89,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2018-08-10,1600611029,2036.4,339.4,1697,Amac Traffic Management,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2018-08-10,1600611006,3132,522,2610,Cipfa Business Ltd,Service Reform (Corp Bus & Transform),Training expenses
Salford City Council,2018-08-10,obnttefgf,709.8,118.3,591.5,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2018-08-13,601224403,51483.99,0,51483.99,Salix Homes Limited,Place Directorate,Tenants Rental
Salford City Council,2018-08-13,601224411,49309.27,8218.21,41091.06,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees
Salford City Council,2018-08-13,1600606097,5307.16,884.53,4422.63,Harry Fairclough Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-13,1600611834,655.57,109.26,546.31,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-13,1600611819,16197.04,2699.51,13497.53,Ford Retail Ltd T/A Trust Ford,Capital Expenditure,Purch of Veh/Plant
Salford City Council,2018-08-13,601224405,1540.44,256.74,1283.7,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-13,601224402,10002.24,0,10002.24,Abc Coach Limited,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224259,5697,0,5697,Central Cars  & Buses,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224408,15529.78,2588.29,12941.49,Executive Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224262,7030,0,7030,Lindley Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224263,6479.42,0,6479.42,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224261,5332.48,0,5332.48,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224255,4726,0,4726,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224258,14520,0,14520,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,601224251,4467.92,0,4467.92,The Orchards Special Free School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-08-13,obnwjeebm,1372.88,228.82,1144.06,Initial Washroom,Place Directorate,Cleaning Services
Salford City Council,2018-08-13,1600611817,14698.8,2449.8,12249,Live Kitchen Ltd,Place Directorate,Computer Software
Salford City Council,2018-08-13,1600611821,24661.24,4110.21,20551.03,Carlton Fuels,Place Directorate,Vehicle Running Cost
Salford City Council,2018-08-13,1600611552,1016.24,169.38,846.86,Serenity Security Solutions Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2018-08-14,601224459,17333.31,2888.88,14444.43,British Telecommunications Plc,Capital Expenditure,Telephones
Salford City Council,2018-08-14,1600611841,2304,384,1920,Burgess Security Systems Ltd,Capital Expenditure,Works & Building
Salford City Council,2018-08-14,1600611835,79876.98,13312.83,66564.15,Horticon Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-08-14,1600611924,7608,1268,6340,Saville Audio Visual,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-08-14,1600611877,620.82,103.47,517.35,Connevans Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-08-14,601224435,1132.92,188.82,944.1,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-14,601224440,635.14,105.86,529.28,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-14,601224438,879.02,146.5,732.52,David Phillips Group,People (Adults) - CHSC,Furniture
Salford City Council,2018-08-14,601224466,855,0,855,Paypoint Plc,People (Adults) - CHSC,Premises Insurance
Salford City Council,2018-08-14,601224449,516.6,86.1,430.5,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2018-08-14,601224416,930,155,775,Gf Associates Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224422,1458,243,1215,Just Teachers Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224407,605.88,100.98,504.9,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224406,1599.78,266.63,1333.15,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224432,810,135,675,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224418,579.84,96.64,483.2,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224420,579.84,96.64,483.2,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224421,724.8,120.8,604,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224424,1259.7,209.95,1049.75,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,601224455,646.02,107.67,538.35,Tradewind Recruitment Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-08-14,1600611537,834,139,695,Monkman Brass Foundries,People (Childrens) Service Group,Books & Periodicals
Salford City Council,2018-08-14,1600611925,1200,200,1000,Capita Business Services Ltd,People (Childrens) Service Group,Computer Maintenance
Salford City Council,2018-08-14,601224447,1687.14,281.19,1405.95,Rm Education Plc,People (Childrens) Service Group,Computer Software
Salford City Council,2018-08-14,601224436,957.69,159.61,798.08,Southern Electric,People (Childrens) Service Group,Electricity
Salford City Council,2018-08-14,1600611870,11345.12,0,11345.12,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-14,1600611874,1275.85,0,1275.85,Autism Initiatives,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-14,1600611847,2450,0,2450,St Johns Ce Primary School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2018-08-14,1600611852,1632,272,1360,Bedspace Resource Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-14,1600611857,505.44,84.24,421.2,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-14,1600611856,507.84,84.64,423.2,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2018-08-14,1600611858,588.48,98.08,490.4,Medgen Ltd,People (Childrens) Service Group,Payts to Agencies
