Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510630,HEALTH & SAFETY PEST CONTROL,5108517329,3906.00,2015-08-07,Resources,Support Costs,
10017638,AHREND LIMITED,530000,FURNITURE & EQUIPMENT,5108510522,3847.00,2015-08-19,Resources,Support Costs,
10018859,TEST PARTNERS LTD,542100,IT CONSULTANCY,5108499410,3800.00,2015-08-10,Resources,Support Costs,
10022210,PROFILE SECURITY SERVICES LTD,510025,SECURITY SERVICES (GUARDS),5108492329,3769.68,2015-07-28,Housing & Land,Housing & Land Services,
13002176,GBM SERVICES LTD,510010,PROPERTY MANAGEMENT FEES,5108511501,3700.56,2015-08-18,Resources,Support Costs,
10024768,CREATIVE TOURIST LIMITED,542355,OTHER PROFESSIONAL FEES,5108528392,3700.00,2015-08-21,Communities and Intelligence,Cultural & related services,
10021772,SQW CONSULTING,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108516851,3695.00,2015-08-05,Communities and Intelligence,Childrens and education services,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540018,SOCIAL MEDIA AND DIGITAL ADVERTISING SPACE,5108499105,3661.45,2015-08-05,Communities and Intelligence,Community Development,
10004044,WORDWAVE INTERNATIONAL LTD T/A DTI,542322,TRANSCRIPTION,5108525585,3628.50,2015-08-18,Assembly & Secretariat,Corporate and democratic core,
10017736,WYG MANAGEMENT SERVICES,510630,HEALTH & SAFETY PEST CONTROL,5108488920,3625.00,2015-07-27,Resources,Support Costs,
10005471,GLENNY,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108516860,3600.00,2015-08-11,Housing & Land,Housing & Land Services,
10015602,KEMSLEY LLP,542000,MANAGEMENT & SUPPORT CONSULTANCY,5108518814,3600.00,2015-08-12,Housing & Land,Housing & Land Services,
10017245,OCS CATERING,531010,CATERERS SERVICE CHARGES,5108519071,3570.52,2015-08-21,Resources,Support Costs,
10017690,MEDIAEDGE:CIA UK LTD T/A MEC:ACTIVE,540014,AGENCY FEES PAID TO MARKETING AGENCIES,5108461978,3552.88,2015-08-04,Communities and Intelligence,Community Development,
10015889,REWARD GATEWAY (UK) LTD,504500,STAFF WELFARE BENEFITS,5108500299,3512.00,2015-08-11,Resources,Support Costs,
10002966,ARCO,530010,EQUIPMENT REPAIRS & MAINTENANCE,5108524636,3465.00,2015-08-17,Communities and Intelligence,Community Development,
10022786,HANDS FREE COMPUTING LTD,536200,COMPUTER SOFTWARE,5108493144,3444.95,2015-07-27,Resources,Support Costs,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108469442,3407.90,2015-08-10,External Affairs,Corporate and democratic core,
10004044,WORDWAVE INTERNATIONAL LTD T/A DTI,542322,TRANSCRIPTION,5108507011,3363.00,2015-07-27,Assembly & Secretariat,Corporate and democratic core,
10025147,DHL SUPPLY CHAIN LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108512109,3342.00,2015-08-12,"Development, Enterprise & Environment",Environmental Initiatives,
10024946,WEX EUROPE LTD,533010,STATIONERY,5108506814,3300.00,2015-07-27,Communities and Intelligence,Community Development,
10024290,MIDLANDHR,536200,COMPUTER SOFTWARE,5108506362,3259.00,2015-07-27,Resources,Support Costs,
10026092,WBBC,540013,PHOTOGRAPHY AND VIDEO DESIGN AND PRODUCTION,5108519104,3175.00,2015-08-14,Communities and Intelligence,Cultural & related services,
10025527,THE PREZENTER LTD,540015,PRODUCTION ARTWORK AND DESIGN FOR MARKETING,5108473891,3165.00,2015-07-28,"Development, Enterprise & Environment",Environmental Initiatives,
14001067,MICHAEL PAGE UK LTD,502000,AGENCY STAFF,5108521986,3139.90,2015-08-12,External Affairs,Support Costs,
10011017,CORPORATE DOCUMENT SERVICES LTD,540027,PRINTING FOR MARKETING MATERIALS,5108523564,3065.55,2015-08-19,External Affairs,Cultural & related services,
10022064,PRECISE MEDIA MONITORING LTD,540031,MONITORING OF PR AND SOCIAL MEDIA,5108519157,3058.65,2015-08-10,External Affairs,Corporate and democratic core,
13002176,GBM SERVICES LTD,510010,PROPERTY MANAGEMENT FEES,5108511503,3045.40,2015-08-18,Resources,Support Costs,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029605,3000.00,2015-08-07,Development & Environment,Capital,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029357,3000.00,2015-07-30,Development & Environment,Capital,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029711,3000.00,2015-08-13,Development & Environment,Capital,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029636,3000.00,2015-08-07,Development & Environment,Capital,
10015318,ECLIPSE INTERNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029367,3000.00,2015-07-30,Development & Environment,Capital,
10015318,ECLIPSE INTERNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029522,3000.00,2015-08-03,Development & Environment,Capital,
10019316,NOMIS CONNECTIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029660,3000.00,2015-08-07,Development & Environment,Capital,
10021104,SERVERSPACE LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029387,3000.00,2015-07-30,Development & Environment,Capital,
10021104,SERVERSPACE LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029389,3000.00,2015-07-30,Development & Environment,Capital,
10022678,EXCELL BUSINESS SYSTEMS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029293,3000.00,2015-07-27,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029434,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029435,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029436,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029437,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029531,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029455,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029471,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029472,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029473,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029474,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029477,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029556,3000.00,2015-08-03,Development & Environment,Capital,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029729,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029439,3000.00,2015-08-03,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029713,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029714,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029722,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029723,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029724,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029725,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029726,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029727,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029728,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029738,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029740,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029743,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029746,3000.00,2015-08-13,Development & Environment,Capital,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029748,3000.00,2015-08-13,Development & Environment,Capital,
10024364,QUBIC GROUP PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029297,3000.00,2015-07-27,Development & Environment,Capital,
10024364,QUBIC GROUP PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029310,3000.00,2015-07-27,Development & Environment,Capital,
10024405,UK BROADBAND LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029464,3000.00,2015-08-03,Development & Environment,Capital,
10024405,UK BROADBAND LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029538,3000.00,2015-08-03,Development & Environment,Capital,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029289,3000.00,2015-07-27,Development & Environment,Capital,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029290,3000.00,2015-07-27,Development & Environment,Capital,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029479,3000.00,2015-08-03,Development & Environment,Capital,
10024463,2 CIRCLES COMMUNICATIONS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029369,3000.00,2015-07-30,Development & Environment,Capital,
10024463,2 CIRCLES COMMUNICATIONS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029374,3000.00,2015-07-30,Development & Environment,Capital,
10024463,2 CIRCLES COMMUNICATIONS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029584,3000.00,2015-08-07,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029300,3000.00,2015-07-27,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029304,3000.00,2015-07-27,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029346,3000.00,2015-07-30,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029352,3000.00,2015-07-30,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029523,3000.00,2015-08-03,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029789,3000.00,2015-08-17,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029790,3000.00,2015-08-17,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029791,3000.00,2015-08-17,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029316,3000.00,2015-07-27,Development & Environment,Capital,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029391,3000.00,2015-07-30,Development & Environment,Capital,
10024469,CHANNEL TELECOM LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029307,3000.00,2015-07-27,Development & Environment,Capital,
10024475,DU PRÃ PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029395,3000.00,2015-07-30,Development & Environment,Capital,
10024484,YOOZOOM TELECOM LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029634,3000.00,2015-08-07,Development & Environment,Capital,
10024497,FRONTIER VOICE AND DATA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029590,3000.00,2015-08-07,Development & Environment,Capital,
10024498,SWIFT MANAGED SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029401,3000.00,2015-07-30,Development & Environment,Capital,
10024498,SWIFT MANAGED SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029609,3000.00,2015-08-07,Development & Environment,Capital,
10024504,STREAM NETWORKS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029351,3000.00,2015-07-30,Development & Environment,Capital,
10024504,STREAM NETWORKS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029802,3000.00,2015-08-17,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029348,3000.00,2015-07-30,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029423,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029424,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029600,3000.00,2015-08-07,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029717,3000.00,2015-08-13,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029396,3000.00,2015-07-30,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029489,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029534,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029554,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029555,3000.00,2015-08-03,Development & Environment,Capital,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029730,3000.00,2015-08-13,Development & Environment,Capital,
10024520,SOHONET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029302,3000.00,2015-07-27,Development & Environment,Capital,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029305,3000.00,2015-07-27,Development & Environment,Capital,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029818,3000.00,2015-08-17,Development & Environment,Capital,
10024549,POND GROUP LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029360,3000.00,2015-07-30,Development & Environment,Capital,
10024553,HSO,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029390,3000.00,2015-07-30,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029524,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029525,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029526,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029527,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029528,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029529,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029537,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029539,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029540,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029542,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029543,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029544,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029546,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029547,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029548,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029551,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029552,3000.00,2015-08-03,Development & Environment,Capital,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029553,3000.00,2015-08-03,Development & Environment,Capital,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029449,3000.00,2015-08-03,Development & Environment,Capital,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029735,3000.00,2015-08-13,Development & Environment,Capital,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029736,3000.00,2015-08-13,Development & Environment,Capital,
10024588,STL COMMUNICATIONS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029296,3000.00,2015-07-27,Development & Environment,Capital,
10024596,VIRTUAL1 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029295,3000.00,2015-07-27,Development & Environment,Capital,
10024596,VIRTUAL1 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029510,3000.00,2015-08-03,Development & Environment,Capital,
10024596,VIRTUAL1 LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029606,3000.00,2015-08-07,Development & Environment,Capital,
10024597,ABBEYCOMP IT SOLUTIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029585,3000.00,2015-08-07,Development & Environment,Capital,
10024597,ABBEYCOMP IT SOLUTIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029786,3000.00,2015-08-17,Development & Environment,Capital,
10024653,DIGITAL WWW LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029642,3000.00,2015-08-07,Development & Environment,Capital,
10024653,DIGITAL WWW LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029643,3000.00,2015-08-07,Development & Environment,Capital,
10024669,ABCNET,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029291,3000.00,2015-07-27,Development & Environment,Capital,
10024677,CERBERUS NETWORKS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029638,3000.00,2015-08-07,Development & Environment,Capital,
10024689,GLEMNET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029591,3000.00,2015-08-07,Development & Environment,Capital,
10024689,GLEMNET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029592,3000.00,2015-08-07,Development & Environment,Capital,
10024689,GLEMNET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029594,3000.00,2015-08-07,Development & Environment,Capital,
10024810,ECOTELE LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029301,3000.00,2015-07-27,Development & Environment,Capital,
10024810,ECOTELE LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029322,3000.00,2015-07-27,Development & Environment,Capital,
10024837,BACKBONE CONNECT,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029353,3000.00,2015-07-30,Development & Environment,Capital,
10024841,WAVENET LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029499,3000.00,2015-08-03,Development & Environment,Capital,
10024845,SYNERGYPLUS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029601,3000.00,2015-08-07,Development & Environment,Capital,
10024845,SYNERGYPLUS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029611,3000.00,2015-08-07,Development & Environment,Capital,
10024845,SYNERGYPLUS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029612,3000.00,2015-08-07,Development & Environment,Capital,
10024905,OPTIONS TECHNOLOGY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029824,3000.00,2015-08-17,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029530,3000.00,2015-08-03,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029532,3000.00,2015-08-03,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029712,3000.00,2015-08-13,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029721,3000.00,2015-08-13,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029744,3000.00,2015-08-13,Development & Environment,Capital,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029745,3000.00,2015-08-13,Development & Environment,Capital,
10024935,SECUREVIRTUAL LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029598,3000.00,2015-08-07,Development & Environment,Capital,
10024971,GREEN TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029651,3000.00,2015-08-07,Development & Environment,Capital,
10025085,THE TECHNOLOGY GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029826,3000.00,2015-08-17,Development & Environment,Capital,
10025116,RAPIDCOM LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029662,3000.00,2015-08-07,Development & Environment,Capital,
10025123,DOUBLEEDGE PROFESSIONAL SERV LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029644,3000.00,2015-08-07,Development & Environment,Capital,
10025127,ELITE TELECOM,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029299,3000.00,2015-07-27,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029501,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029505,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029507,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029508,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029509,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029511,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029512,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029513,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029514,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029521,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029603,3000.00,2015-08-07,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029557,3000.00,2015-08-03,Development & Environment,Capital,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029614,3000.00,2015-08-07,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029361,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029362,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029364,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029365,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029379,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029382,3000.00,2015-07-30,Development & Environment,Capital,
10025180,THE COMMS GUYS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029560,3000.00,2015-08-03,Development & Environment,Capital,
10025234,IT CLINIC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029388,3000.00,2015-07-30,Development & Environment,Capital,
