Vendor ID,Vendor Name,Cost Element,Expenditure Account Code Description,Document No,Amount,Clearing Date,Directorate,Service Expenditure Analysis,ref
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029959,3000.00,2015-08-26,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030170,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030215,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030217,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030222,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030223,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030227,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030232,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004032,VIRGIN MEDIA LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030233,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030242,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030243,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030244,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030245,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030246,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030247,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030248,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030249,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030250,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030251,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030252,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030253,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030254,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030255,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030256,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030257,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030258,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030259,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031149,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031150,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030893,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031018,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031024,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031025,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031026,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031027,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031099,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031100,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031101,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031102,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031103,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031105,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031106,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031107,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031108,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031184,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031317,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10004778,BT PLC,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031318,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10020702,ROCKET SCIENCE UK LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,5108535000,3000.00,2015-09-02,Communities and Intelligence,Cultural & related services,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030137,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030138,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030139,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030140,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030141,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030144,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030146,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031155,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030281,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030313,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030366,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030388,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030416,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024313,OPTIMITY LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031161,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031314,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031315,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031163,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031164,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031167,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031168,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031170,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031171,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031172,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031330,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031331,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031332,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024352,HYPEROPTIC LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031333,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024363,MANAGED COMMUNICATIONS LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031110,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024372,AMBIENT COMPUTER SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031148,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030268,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030272,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030086,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024452,VENUS BUSINESS COMMUNICATIONS,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031194,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030264,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031152,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031153,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031154,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031160,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030691,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031112,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031113,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031114,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031115,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031116,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031185,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031186,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031187,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024467,EXPONENTIAL-E,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031320,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024479,OUR IT DEPARTMENT LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900029796,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030147,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030266,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030057,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030058,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030474,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030599,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031175,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031176,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031177,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031178,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031179,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031188,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031190,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031334,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024505,SPITFIRE NETWORK SERVICES LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031335,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024544,NEXTGENACCESS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030261,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024544,NEXTGENACCESS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030262,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024544,NEXTGENACCESS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030263,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024544,NEXTGENACCESS LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030267,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031117,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024546,FOCUS GROUP,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031118,3000.00,2015-09-03,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030042,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030048,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031283,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031284,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031285,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031286,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031287,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031288,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031289,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031290,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031291,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031292,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031293,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031294,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031295,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031296,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031297,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031298,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031299,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031300,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031301,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031302,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031303,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031304,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031305,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031306,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031307,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031308,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031309,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031310,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031311,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031312,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031313,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030059,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030280,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030294,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024579,STICKMAN TECHNOLOGY LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031181,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030276,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024586,UNITEL ONE SOURCE LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030335,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031151,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031316,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030052,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030378,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031338,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031339,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031340,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10024909,COLT TECHNOLOGY SERVICES,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031341,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030260,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031325,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025140,VAIONI GROUP LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031326,3000.00,2015-09-18,Development & Environment,Y_CAPITAL,
10025161,OPUS NETWORK SERVICES LIMITED,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031156,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030053,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030054,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900030055,3000.00,2015-09-01,Development & Environment,Y_CAPITAL,
10025370,URBAN WIMAX LTD,544075,GRANTS TO EXTERNAL ORGANISATIONS,1900031182,3000.00,2015-09-08,Development & Environment,Y_CAPITAL,
