Darlington Borough Council - Analysis of Transactions Over £500,,,,
Apr-11,,,,


Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account
Community Services,DLO Services,HAYTON & LAMB LTD,"13,457.01",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,HCL CONTRACTS,"18,423.56",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,HEINEKEN UK,"1,879.06",BAR PROVISIONS FOR RESALE
Community Services,DLO Services,HEINEKEN UK,888.6,BAR PROVISIONS FOR RESALE
Community Services,DLO Services,HENDERSON CAMPBELL,"22,059.30",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,HOPWELLS LIMITED,502.72,CATERING PROVISIONS
Community Services,DLO Services,HOWDEN JOINERY LTD (1000060392),638.65,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,HUNTER ELECTRICAL SERVICES LTD,"2,359.57",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,"1,389.44",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,INTERACTIVE PROJECTS & DESIGN LTD,701.43,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,JCB FINANCE (LEASING LTD),"15,025.69",LEASING CHARGES
Community Services,DLO Services,JDP CONTRACTING SERVICES LIMITED,"27,782.53",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,JEWSON LTD,542.01,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,JEWSON LTD,542.01,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,JEWSON LTD,542.01,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,JEWSON LTD,645,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,K C PLANT HIRE,840,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,K C PLANT HIRE,665,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,KONICA MINTOLA BUSINESS SOLUTIONS EAST LTD,846.72,LEASING CHARGES
Community Services,DLO Services,LORD HIRE CENTRES,"1,800.00",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,LS SYSTEMS LTD,"3,415.30",Compost
Community Services,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,"11,747.59",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,LYTESTREAM ELECTRICAL CONTRACTORS,"1,469.68",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,M H LAVERICK & PARTNERS,552,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,M H LAVERICK & PARTNERS,"1,521.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,M H LAVERICK & PARTNERS,"1,140.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,M H LAVERICK & PARTNERS,894.5,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,M H LAVERICK & PARTNERS,728,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MI SUPPLIES,"1,960.00",STORES PURCHASES (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,550,STORES PURCHASES (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"2,262.75",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"2,472.54",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,699.36,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,747.25,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"2,954.40",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,936.81,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,846.45,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,893.73,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,671.79,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"4,942.83",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"1,275.00",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,508.3,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"4,551.80",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,590.72,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,590.72,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,565.49,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"1,789.20",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,590.72,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,707.94,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MKM BUILDING SUPPLIES (HULL) LTD,"1,960.00",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,MRC ROADS LIMITED,"2,679.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MRC ROADS LIMITED,920,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MRC ROADS LIMITED,939.84,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MRC ROADS LIMITED,"1,594.08",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,MRC ROADS LIMITED,601,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NAL LTD,748,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,NEDL,"6,793.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NES SERVICES LTD,"4,487.22",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NES SERVICES LTD,"4,364.04",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NES SERVICES LTD,"4,763.19",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,NILFISK ADVANCE LTD,781.15,PPE Clothing & Equipment
Community Services,DLO Services,NWS WINDOWS LIMITED,"1,414.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PERVASIC LTD,"17,300.00",ICT HARDWARE SUPPORT & MAINTENANCE
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,954.24,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,PREMIER TRAFFIC MANAGEMENT,"3,646.98",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,R A HALL,"2,429.70",STORES PURCHASES (DLO)
Community Services,DLO Services,R A HALL,774.9,STORES PURCHASES (DLO)
Community Services,DLO Services,R MANNERS & SONS LTD,632.56,CATERING PROVISIONS
Community Services,DLO Services,R MANNERS & SONS LTD,620.95,CATERING PROVISIONS
Community Services,DLO Services,RAINTON CONSTRUCTION LTD,903.15,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RAINTON CONSTRUCTION LTD,"11,040.41",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,730.88,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,845.08,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RANDSTAD CPE LTD,833.66,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RC AYRES BUILDING & ROOFING SERVICES LTD,"5,184.71",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RENNYCO LTD,"1,496.08",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,RENNYCO LTD,502.52,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RENNYCO LTD,"4,767.52",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,856.41,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"1,198.13",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,686.35,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,774,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"6,107.20",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"2,127.87",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,899.97,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,686.35,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"1,418.58",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,686.35,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"6,246.00",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,774,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,707.81,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,"1,415.62",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,"1,066.50",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,686.35,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,"1,972.28",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,RMS RECRUITMENT,709.29,AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RMS RECRUITMENT,"1,418.58",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,RUSSELL LEISURE LTD,"43,500.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,"1,702.84",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,"1,292.85",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,912.75,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,540,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,"1,840.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,900,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,S & I STRUCTURES,634.62,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SEYMOUR (CIVIL ENGINEERING CONTRACTORS),"11,749.64",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SIBCAS LTD,650,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,SIBCAS LTD,823.33,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,SIBCAS LTD,793.5,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,SIBCAS LTD,733,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,SIEMENS FINANCIAL SERVICES LTD,"44,893.17",LEASING CHARGES
Community Services,DLO Services,SPEEDY ASSET SERVICES LIMITED (SPEEDY),774,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,STOBBS WHOLESALERS,597.08,CATERING PROVISIONS
Community Services,DLO Services,STOBBS WHOLESALERS,508.9,CATERING PROVISIONS
Community Services,DLO Services,STOBBS WHOLESALERS,626.75,CATERING PROVISIONS
Community Services,DLO Services,SUN CIVILS,"5,003.84",AGENCY STAFF COSTS - NON TEACHING
Community Services,DLO Services,SUN CIVILS,639.2,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,511.36,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,511.36,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,278.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,767.04,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,767.04,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,278.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,895.44,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,511.36,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,278.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,278.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,639.2,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,639.2,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,661.92",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,022.72",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,150.56",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,534.08",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,511.36,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,275.20",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,275.20",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,637.6,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,510.08,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"1,020.16",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,765.12,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,"2,302.56",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,639.6,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,SUN CIVILS,511.68,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,"3,379.84",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,"1,275.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,773.6,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,"1,123.48",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TABNER PLASTERERS LTD,"2,980.67",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TARMAC LTD,560,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,THE BSS GROUP PLC,"2,108.52",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,THE SYMPHONY GROUP PLC,700,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TIMBER TECH PRODUCTS LTD,630.88,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TIMBER TECH PRODUCTS LTD,"6,691.70",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,800,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,"1,036.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,"1,036.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,740,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,"2,072.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TODDS HIGHWAY MAINTENANCE LTD,"1,924.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),930,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),"1,216.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),535.8,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),559.85,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),558,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),608,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),608,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TONY WARD PLANT HIRE (T W DEVELOPMENTS),608,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,TRADESLINK ASBESTOS SERVICES LTD,"3,371.20",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TRADESLINK ASBESTOS SERVICES LTD,"3,655.40",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TRADESLINK ASBESTOS SERVICES LTD,"3,381.00",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TRADESLINK ASBESTOS SERVICES LTD,"3,381.00",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TRADESLINK ASBESTOS SERVICES LTD,"3,616.20",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,"2,202.94",Pricking Out
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,923.41,Pricking Out
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,756,Greenhouses
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,"3,060.00",Greenhouses
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,"1,530.00",Containers
Community Services,DLO Services,TYNEDALE GARDEN SERVICES C/S,"1,560.00",Containers
Community Services,DLO Services,UPNORTH COOLING,581.3,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WAVERLEY VINTERS LTD (scottish courage),885.93,BAR PROVISIONS FOR RESALE
Community Services,DLO Services,WERNICK HIRE LTD,664.29,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"5,063.99",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"7,596.00",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WESTWOOD TIMBER & FENCING,745.63,DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"1,927.60",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WESTWOOD TIMBER & FENCING,"2,891.40",DIRECT CHARGES - CONTRACTORS
Community Services,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,"1,223.82",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,955.8,DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,WM SMITH & SONS (BARNARD CASTLE) LTD,"1,054.85",DIRECT CHARGES - MATERIALS (DLO)
Community Services,DLO Services,WOLSELEY UK LTD,671,STORES PURCHASES (DLO)
Community Services,Engineering & Highways,AUDAX GLOBAL SOLUTIONS LTD,"3,800.00","*DO NOT USE* - OFFICE STATIONERY, EQUIP & SUPPLIES"
Community Services,Engineering & Highways,CLEAR  CHANNEL UK LTD,"2,142.56",BUILDING REPAIRS AND MAINTENANCE
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"1,248.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"1,248.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"1,248.30",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"1,248.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,861.44,WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"2,334.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"2,334.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"2,334.00",WATER CHARGES
Community Services,Engineering & Highways,NORTHUMBRIAN WATER,"2,334.00",WATER CHARGES
Community Services,Engineering & Highways,SAVOY COMPUTING SERVICES LTD,568,ICT SOFTWARE SUPPORT & MAINTENANCE
Community Services,Engineering & Highways,SYMOLOGY LTD,"4,221.28",ICT HARDWARE PURCHASE
Community Services,Environmental Services,1AB TAXIS LTD,"1,440.00",CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,650.9,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,645.68,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,915.66,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,"1,560.62",CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,650.9,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,704.27,CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,"1,060.76",CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,"1,017.00",CONTRACT HIRE
Community Services,Environmental Services,1AB TAXIS LTD,"1,226.16",CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),771.42,CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),"1,590.68",CONTRACT HIRE
Community Services,Environmental Services,1ABC RADIO TAXIS (COLLECTING SERVICE),973,CONTRACT HIRE
Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,821.1,CONTRACT HIRE
Community Services,Environmental Services,ANYTIME TRAVEL OF DARLINGTON,"1,303.18",CONTRACT HIRE
Community Services,Environmental Services,BARCHAM TREES PLC,"1,419.30","Plantpots, Trees & Shrubs"
Community Services,Environmental Services,BARCHAM TREES PLC,"1,778.40","Plantpots, Trees & Shrubs"
Community Services,Environmental Services,CARRS BILLINGTON AGRICULTURE,"3,682.00",EQUIPMENT
Community Services,Environmental Services,CARRS BILLINGTON AGRICULTURE,"1,379.82",MATERIALS
Community Services,Environmental Services,COMMUNITY SPORT LTD,800,MARKETING & ADVERTISING
Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"3,856.64",CONTRACT HIRE
Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"2,121.06",CONTRACT HIRE
Community Services,Environmental Services,DARLINGTON & DISTRICT YTH COMM ASS,"4,447.74",CONTRACT HIRE
Community Services,Environmental Services,DAWSONRENTALS BUS & COACH LTD,"1,155.83",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DAWSONRENTALS SWEEPERS,"1,715.00",VEHICLE HIRE
Community Services,Environmental Services,DEERNESS KENNELS,653.4,COMMISSIONS & OTHER SERVICES
Community Services,Environmental Services,DENNIS EAGLE LTD,"1,818.12",MATERIALS
Community Services,Environmental Services,DR  RHODES & PARTNERS,"4,801.50",MEDICAL
Community Services,Environmental Services,ENTERPRISE RENT-A-CAR,712.13,VEHICLE HIRE
Community Services,Environmental Services,FACELIFT,630,VEHICLE HIRE
Community Services,Environmental Services,FLEET FACTORS,"1,250.00",MATERIALS
Community Services,Environmental Services,FLEET FACTORS,550,MATERIALS
Community Services,Environmental Services,FLEET FACTORS,"1,340.00",MATERIALS
Community Services,Environmental Services,FRADE,605.21,Refuse Services
Community Services,Environmental Services,GARNETTS LTD,644.18,CONTRACT HIRE
Community Services,Environmental Services,GARNETTS LTD,554.5,CONTRACT HIRE
Community Services,Environmental Services,GB SPORT & LEISURE,"1,560.00",EQUIPMENT
Community Services,Environmental Services,GREAT NORTH AIR AMBULANCE SERVICE,921.36,Refuse Services
Community Services,Environmental Services,L & G PLANT HIRE & SALES LTD,"4,730.00",Routine Maintenance
Community Services,Environmental Services,LAVENDON ACCESS SERVICES (UK) LIMITED,"1,380.00",VEHICLE HIRE
Community Services,Environmental Services,M & J HORTICULTURE,"1,100.00",Works for Others (Rechargeables)
Community Services,Environmental Services,M & J HORTICULTURE,938.64,HORTICULTURE SUPPLIES
Community Services,Environmental Services,M & J HORTICULTURE,624,HORTICULTURE SUPPLIES
Community Services,Environmental Services,MIDDLESBROUGH BOROUGH COUNCIL,"5,000.00",Other Supplies & Services
Community Services,Environmental Services,PALM RECYCLING LIMITED,632.1,EQUIPMENT
Community Services,Environmental Services,PETROPLUS REFINING TEESSIDE LTD,"27,947.06",VEHICLE FUEL
Community Services,Environmental Services,POST OFFICE  LTD,"3,230.00",ROAD FUND TAX
Community Services,Environmental Services,PREMIER TRAFFIC MANAGEMENT,900,Other Supplies & Services
Community Services,Environmental Services,RIGBY TAYLOR LTD,"4,400.00",ENVIRONMENTAL
Community Services,Environmental Services,RMS RECRUITMENT,"3,813.34",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,"3,609.09",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,"1,705.75",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,"1,702.75",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,"1,703.95",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,RMS RECRUITMENT,"2,693.97",AGENCY STAFF COSTS - NON TEACHING
Community Services,Environmental Services,S & R CARS LTD,674.82,CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,"1,446.24",CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,"3,257.95",CONTRACT HIRE
Community Services,Environmental Services,S & R CARS LTD,"2,548.68",CONTRACT HIRE
Community Services,Environmental Services,SPALDINGS (UK) LTD,672.1,R&M (VEHICLES)
Community Services,Environmental Services,STONEGRAVE AGGREGATES LTD,"308,421.52",Waste Management
Community Services,Environmental Services,STRAIGHT PLC,"4,538.82",Domestic Waste
Community Services,Environmental Services,STUART TURNER,939.16,CONTRACT HIRE
Community Services,Environmental Services,T C HARRISON JCB,929.5,MATERIALS
Community Services,Environmental Services,VIEWTOUCH,550,BOOKS
