Wakefield Council Supplier Spend Greater Than �500 for Quarter 1st April 2017 to 30th June 2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,13/06/2017,23331100,1,1199.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,07/04/2017,23285316,1,716.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,09/05/2017,23308634,1,729.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,07/06/2017,23326713,1,1537.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,13/06/2017,23331101,1,1032.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,SMIRTHWAITE LTD,Redacted,Awaiting,N/A,Not yet available,25/05/2017,23316052,1,1537.00,Nil,Equipment,Revenue,Transport,CAT10,Mobility Vehicles,SUBCAT1011,Mobility & Access Equipment & Vehicles,51520,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMITCARE LTD,Redacted,Awaiting,N/A,Not yet available,19/06/2017,23333145,1,669.60,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SMITCARE LTD,Redacted,Awaiting,N/A,Not yet available,05/04/2017,23285183,1,1004.40,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,J,Finance,SOVEREIGN DESIGN PLAY SYSTEMS LTD,Redacted,Awaiting,N/A,Not yet available,15/06/2017,23330842,1,2570.43,Nil,Equipment,Capital,Environment,CAT03,Playground Equipment,SUBCAT0312,Playground Equipment,59720,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,M,Environmental and Regulatory Services,SPALDINGS LTD,Redacted,Awaiting,N/A,Not yet available,04/04/2017,23286648,1,977.98,Nil,Equipment,Revenue,Transport,CAT10,Fleet Consumables,SUBCAT1002,Car Component Mnfrs,13460,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,18/04/2017,23293003,1,2860.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,26/04/2017,23295374,1,1670.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,23/05/2017,23308650,1,1250.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,13/06/2017,23326531,0,1330.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,21/06/2017,23333391,1,538.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,04/05/2017,23305837,1,2040.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,21/06/2017,23328815,1,1120.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,06/06/2017,23323188,1,795.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,06/06/2017,23326703,1,565.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,03/04/2017,23285351,1,1239.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,10/05/2017,23308525,1,511.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,07/06/2017,23326929,1,565.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,23/05/2017,23311684,1,1740.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,SUNRISE MEDICAL LTD,Redacted,3570204,N/A,Not yet available,28/04/2017,23294694,1,1995.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,TECHNICAL SURFACES LTD,Redacted,Awaiting,N/A,Not yet available,12/05/2017,23310959,1,945.00,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sports Ground & Stadium Contractors,72900,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,P,Public Health,TECHNOGYM UK LTD,Redacted,Awaiting,N/A,Not yet available,07/04/2017,23276014,1,4906.80,Nil,Equipment,Revenue,Culture & Sport,CAT09,Sport,SUBCAT0906,Sportsground & Gymnasium Equipment,72970,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,M,Environmental and Regulatory Services,TELESHORE UK LTD,Redacted,Awaiting,N/A,Not yet available,04/05/2017,23294289,1,5837.50,Nil,Equipment,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Tool Merchants,78830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,THE ASSOCIATION OF DIRECTORS CHILDRENS SERVICE LTD,Redacted,Awaiting,N/A,Not yet available,05/04/2017,23288104,1,3135.00,Nil,Equipment,Revenue,Professional Services,CAT08,Memberships & Subscriptions,SUBCAT0808,Business & Trade Organisations,12118,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,THE HELPING HAND COMPANY LTD,Redacted,Awaiting,N/A,Not yet available,11/04/2017,23291210,1,2152.85,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,THE HELPING HAND COMPANY LTD,Redacted,Awaiting,N/A,Not yet available,22/05/2017,23313912,1,562.44,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,THE HELPING HAND COMPANY LTD,Redacted,Awaiting,N/A,Not yet available,04/05/2017,23304461,1,1648.18,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,THE HELPING HAND COMPANY LTD,Redacted,Awaiting,N/A,Not yet available,05/06/2017,23326558,1,531.31,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,THE HELPING HAND COMPANY LTD,Redacted,Awaiting,N/A,Not yet available,07/06/2017,23327278,1,3373.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,M,Environmental and Regulatory Services,VIP SYSTEM LTD,Redacted,Awaiting,N/A,Not yet available,25/04/2017,23294890,1,572.55,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,"Commercial Vehicle Servicing, Repairs, Parts & Acc",20390,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,M,Environmental and Regulatory Services,VIP SYSTEM LTD,Redacted,Awaiting,N/A,Not yet available,06/06/2017,23326498,1,1383.25,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,"Commercial Vehicle Servicing, Repairs, Parts & Acc",20390,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,M,Environmental and Regulatory Services,VIP SYSTEM LTD,Redacted,Awaiting,N/A,Not yet available,03/04/2017,23286200,1,645.00,Nil,Equipment,Revenue,Transport,CAT10,Servicing Repair Services,SUBCAT1008,"Commercial Vehicle Servicing, Repairs, Parts & Acc",20390,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,VISIONAID TECHNOLOGIES,Redacted,03167396,N/A,Not yet available,26/06/2017,23341449,1,2245.00,Nil,Equipment,Revenue,ICT,CAT11,Hardware (ICT),SUBCAT1102,Computer Accessories,20610,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,M,Environmental and Regulatory Services,WA PRODUCTS UK LTD,Redacted,Awaiting,N/A,Not yet available,01/06/2017,23325882,1,687.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Storage & Removals,SUBCAT0140,Packaging & Wrapping Equipment & Supplies,55100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,P,Public Health,WAKEFIELD DISTRICT CYCLE FORUM,Redacted,Awaiting,N/A,Not yet available,09/05/2017,23308714,1,950.00,Nil,Equipment,Revenue,Public Health,CAT06,Health & Wellbeing,SUBCAT0605,Charities & Voluntary Organisations,17020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WAREHOUSE EXPRESS LIMITED T/A WEX PHOTOGRAPHIC,Redacted,Awaiting,N/A,Not yet available,11/05/2017,23305607,1,1749.17,Nil,Equipment,Revenue,ICT,CAT11,Photographic,SUBCAT1115,Photographic - Retail & Supplies,57850,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,J,Finance,WEL MEDICAL LTD,Redacted,5714397,N/A,Not yet available,27/06/2017,23334629,1,1167.00,Nil,Equipment,Capital,Property & Regeneration,CAT01,Miscellaneous,SUBCAT0153,First Aid & Medical Supplies,35850,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,WEL MEDICAL LTD,Redacted,5714397,N/A,Not yet available,15/06/2017,23332230,1,1942.00,Nil,Equipment,Revenue,Property & Regeneration,CAT01,Miscellaneous,SUBCAT0153,First Aid & Medical Supplies,35850,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,5,Highways & Transport Services,WEST YORKSHIRE COMBINED AUTHORITY,Redacted,N/A,N/A,Not yet available,10/05/2017,23307743,1,3840.00,Nil,Equipment,Revenue,Transport,CAT10,Passenger Transport,SUBCAT1006,Local Government,48583,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,J,Finance,WICKSTEED LEISURE LTD,Redacted,00603152,N/A,Not yet available,26/05/2017,23316023,1,3415.00,Nil,Equipment,Capital,Environment,CAT03,Playground Equipment,SUBCAT0312,Playground Equipment,59720,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,YORKSHIRE CARE EQUIPMENT,Redacted,OC384370,N/A,Not yet available,24/05/2017,23316072,1,999.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,YORKSHIRE CARE EQUIPMENT,Redacted,OC384370,N/A,Not yet available,21/06/2017,23334408,1,904.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,ADULTS,7,Adult Social Care,YORKSHIRE CARE EQUIPMENT,Redacted,OC384370,N/A,Not yet available,17/05/2017,23311877,1,601.00,Nil,Equipment,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Disability Equipment - Mnfrs & Suppliers,25800,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,J,Finance,YORKSHIRE PURCHASING,Redacted,Awaiting,N/A,Not yet available,26/04/2017,23289166,1,1327.68,Nil,Equipment,Capital,YPO,CAT12,YPO,SUBCAT1201,Purchasing Services,62710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,YORKSHIRE PURCHASING,Redacted,Awaiting,N/A,Not yet available,18/05/2017,23310536,1,669.60,Nil,Equipment,Revenue,YPO,CAT12,YPO,SUBCAT1201,Purchasing Services,62710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,YORKSHIRE PURCHASING,Redacted,Awaiting,N/A,Not yet available,02/06/2017,23322823,1,522.59,Nil,Equipment,Revenue,YPO,CAT12,YPO,SUBCAT1201,Purchasing Services,62710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,YORKSHIRE PURCHASING,Redacted,Awaiting,N/A,Not yet available,02/06/2017,23322823,2,796.25,Nil,Equipment,Revenue,YPO,CAT12,YPO,SUBCAT1201,Purchasing Services,62710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,JLA LTD,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311246,1,748.89,Nil,Equipment - Leasing,Revenue,Property & Regeneration,CAT01,Hygiene,SUBCAT0134,Laundry Equipment - Sales & Service,47270,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,JLA LTD,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311249,1,786.00,Nil,Equipment - Leasing,Revenue,Property & Regeneration,CAT01,Hygiene,SUBCAT0134,Laundry Equipment - Sales & Service,47270,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,REGENCULT,L,Cultural and Related Services,MTS GROUP,Redacted,Awaiting,N/A,Not yet available,14/06/2017,23330585,1,900.00,Nil,Equipment - Leasing,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,NEOPOST LTD,Redacted,Awaiting,N/A,Not yet available,25/04/2017,23294982,1,662.55,Nil,Equipment - Leasing,Revenue,Business Services,CAT02,Post - Equipment,SUBCAT0220,Mailing Machines & Equipment,49250,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,CITY & GUILDS,Redacted,RC000117,312832-6,Not yet available,20/04/2017,23292360,1,1030.00,Nil,Exam Fees,Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Educational Services,29360,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,TRINITY COLLEGE LONDON,Redacted,Awaiting,N/A,Not yet available,05/05/2017,23307472,1,685.12,Nil,Exam Fees,Revenue,Business Services,CAT02,Training - Universities,SUBCAT0227,Universities & Medical Schools,81491,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,TRINITY COLLEGE LONDON,Redacted,Awaiting,N/A,Not yet available,05/05/2017,23307473,1,603.75,Nil,Exam Fees,Revenue,Business Services,CAT02,Training - Universities,SUBCAT0227,Universities & Medical Schools,81491,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,ADVANCED CHILDCARE ASSESSMENTS LTD,Redacted,05571239,N/A,Not yet available,26/05/2017,23323192,1,2249.35,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,ADVANCED CHILDCARE ASSESSMENTS LTD,Redacted,05571239,N/A,Not yet available,11/04/2017,23291140,1,2400.99,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,ADVANCED CHILDCARE ASSESSMENTS LTD,Redacted,05571239,N/A,Not yet available,06/04/2017,23289105,1,2612.05,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,ADVANCED CHILDCARE ASSESSMENTS LTD,Redacted,05571239,N/A,Not yet available,13/06/2017,23331053,1,609.00,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,CORE ASSETS EXPERT SERVICES T/A CARTER BROWN THE EXPERT SERVICE,Redacted,04547728,N/A,Not yet available,27/06/2017,23343208,1,859.80,Nil,Expert Fees,Revenue,Professional Services,CAT08,Other Professional Services,SUBCAT0809,Business & Management Consultants,12100,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,19/04/2017,23293935,1,1887.00,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,28/06/2017,23344150,1,684.00,Nil,Expert Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Surgeons,74450,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,10/05/2017,23309376,1,560.00,Nil,Expert Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Surgeons,74450,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,18/05/2017,23313574,1,4211.90,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Barristers,06700,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,27/06/2017,23343175,1,9750.00,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Solicitors,72460,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,DETAILS REDACTED,Redacted,N/A,N/A,Not yet available,02/06/2017,23326356,1,2402.09,Nil,Expert Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Legal Services,47830,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,FORENSIC TESTING SERVICE LIMITED,Redacted,Awaiting,N/A,Not yet available,02/05/2017,23304304,1,927.00,Nil,Expert Fees,Revenue,Environment,CAT03,Environmental Health - Air,SUBCAT0304,Laboratory Facilities and Services,46705,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,FORENSIC TESTING SERVICE LIMITED,Redacted,Awaiting,N/A,Not yet available,15/05/2017,23311399,1,1274.80,Nil,Expert Fees,Revenue,Environment,CAT03,Environmental Health - Air,SUBCAT0304,Laboratory Facilities and Services,46705,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,FORENSIC TESTING SERVICE LIMITED,Redacted,Awaiting,N/A,Not yet available,16/05/2017,23311898,1,1142.00,Nil,Expert Fees,Revenue,Environment,CAT03,Environmental Health - Air,SUBCAT0304,Laboratory Facilities and Services,46705,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,FORENSIC TESTING SERVICE LIMITED,Redacted,Awaiting,N/A,Not yet available,30/05/2017,23323406,1,680.00,Nil,Expert Fees,Revenue,Environment,CAT03,Environmental Health - Air,SUBCAT0304,Laboratory Facilities and Services,46705,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2017,CHILDYOU,4,Children's and Education Services,PETER CARPENTER LTD,Redacted,7965936,N/A,Not yet available,05/06/2017,23327237,1,746.50,Nil,Expert Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available,,,,,,,,,,,,,,,,,,,,,,,,
