Wakefield Council Supplier Spend Greater Than œ500 for Quarter 1st April 2014 to 30th June 2014.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,834.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,834.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,997.64,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,170267,712.95,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,733.32,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,998.13,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,896.28,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,170265,651.84,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,06/05/2014,170265,651.84,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,834.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,801.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,801.14,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,834.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,835.17,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,855.12,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,170270,671.88,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,997.64,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,835.17,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,170263,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,170271,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,170273,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,170272,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,504.06,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,170264,504.06,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,170266,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,28/05/2014,170269,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,09/04/2014,170262,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,09/04/2014,170262,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,09/04/2014,170262,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,09/04/2014,170262,601.62,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,170268,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,MATRIX SCM LTD,N/A,Not yet available,Not yet available,Not yet available,21/05/2014,170268,601.26,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22503730,"4,500.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22522994,"4,750.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22503726,"3,750.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22503728,"1,575.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22503729,"4,500.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505615,"6,037.50",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505616,"5,500.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505617,"9,000.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22522991,"4,856.25",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22522992,"7,500.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,13/06/2014,22522993,"4,250.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,NAVIGATE RESOURCING LIMITED,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22482968,"9,000.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NORTHGATE INFORMATION SOLUTIONS UK LTD,N/A,Not yet available,Not yet available,Not yet available,10/06/2014,22518778,"26,578.12",Nil,Agency Staff,Revenue,ICT,CAT11,ICT - Software,SUBCAT1108,20703,Computer Systems & Software (Development),Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,NORTHGATE INFORMATION SOLUTIONS UK LTD,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22497961,"28,711.88",Nil,Agency Staff,Revenue,ICT,CAT11,ICT - Software,SUBCAT1108,20703,Computer Systems & Software (Development),Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22505228,"1,964.21",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22481773,"1,563.74",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498311,"1,849.79",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,29/04/2014,22465511,"1,964.21",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22523986,"1,773.51",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,OCCUPATIONAL HEALTH RECRUITMENT,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22523987,"1,220.48",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PENNA PLC,N/A,Not yet available,Not yet available,Not yet available,14/04/2014,22478196,"9,920.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PENNA PLC,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22514374,"11,780.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PENNA PLC,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,22536063,"9,920.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,PENNA PLC,N/A,Not yet available,Not yet available,Not yet available,25/04/2014,22484381,"13,020.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,PENNA PLC,N/A,Not yet available,Not yet available,Not yet available,23/04/2014,22478194,"7,200.00",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498529,543.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22479284,925.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,30/04/2014,22479285,543.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,24/06/2014,22527060,669.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22507074,669.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22507077,543.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498531,"1,101.70",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,13/05/2014,22498551,543.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,17/06/2014,22523500,669.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22479389,-739.30,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,01/05/2014,22486562,"1,101.70",Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22503908,669.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22518822,669.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,RANDSTAD EDUCATION LTD,N/A,Not yet available,Not yet available,Not yet available,09/06/2014,22518609,543.38,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,31230,Employment & Recruitment Agencies,Not yet available,,,,,,,,,,,,,,,,,,,,,,,
