Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Supplier ID,Company Registraation Number,Charity Registration Number,VCSE Grant,Payment Date,Transaction No,Seq No,Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,154,1477.63,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,53,589.40,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,99,925.11,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,22,740.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,117,1582.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,148,1246.15,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,141,899.97,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,142,983.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,187,975.12,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,207,1109.97,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,172,1400.42,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,7,511.49,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,137,1109.97,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,185,1249.02,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,74,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,39,1297.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,116,1459.12,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,108,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,29,1552.46,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,30,1515.45,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,188,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,104,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,144,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,110,1246.90,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,112,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,49,1582.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,108,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,147,1044.94,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,149,757.80,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,150,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,156,1648.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,158,1271.39,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,161,1297.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,163,1515.45,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,2,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,4,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,199,1259.48,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,174,925.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,176,600.06,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,178,1415.51,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,181,1259.48,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,222,1775.73,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,29,837.60,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,31,2350.41,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,33,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,83,1109.97,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,35,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,37,1121.81,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,41,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,59,1511.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,52,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,57,1514.78,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,89,1197.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,129,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,131,1399.45,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,99,1419.29,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,17,1691.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,71,1263.00,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,77,3397.15,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,21,1454.03,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,23,1454.03,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,24,2017.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,198,1400.42,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,200,1347.20,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,202,1400.42,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,203,1516.18,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,205,1415.50,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,206,1415.50,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,208,1553.60,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,6,1015.36,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,9,1775.74,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-17,170498,10,1692.10,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-10-10,170497,61,707.28,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,49,2019.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,51,1532.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,36,1008.11,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,37,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,38,1464.96,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,40,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,42,1532.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,54,1516.19,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,55,1245.72,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,59,1691.61,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,61,1756.87,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,64,1610.83,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,66,612.72,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,241,2017.76,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,226,1246.16,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
Wakefield MDC,E08000036,2018-12-31,CHILDYOU,4,Children\xB4s and Education Services,MATRIX SCM LTD,Redacted,02227962,N/A,Not yet available,2018-11-21,170503,233,925.11,Nil,Agency Staff,Revenue,Business Services,CAT02,Agency,SUBCAT0204,Employment & Recruitment Agencies,31230,Not yet available
