Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782599,,1938.79,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782604,1,1465.91,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782635,,1655.06,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782665,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782636,1,2600.81,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782579,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782625,,2127.94,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782648,1,2127.94,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782606,1,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782624,1,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782646,1,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782605,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782609,,785.45,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782659,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782662,1,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782620,1,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782653,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782584,1,614.74,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,EARLYBIRDS DAYCARE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782607,,12105.60,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FIRST STEPS DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782611,,23643.75,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FIRST STEPS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782612,1,5958.23,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FUTURE EINSTEINS DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782614,1,7802.44,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,GEMMY TOTS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782618,1,610.96,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HAPPY DAYS CHILDRENS CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782621,,21042.94,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HAPPY DAYS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782622,1,17023.50,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HAVERTOTS CHILDCARE LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782623,,7329.56,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HILLSIDE PRIVATE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782626,1,6171.02,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HORBURY DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782627,,22715.97,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,INGLEBROOK SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782628,1,662.03,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Schools - Independent & Preparatory,67860,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,JC\xB4S CHILDMINDING SERVICES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782632,1,3546.56,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,JUST LEARNING NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782592,1,2837.25,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KARENS CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782633,,709.31,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KINSLEY & FITZWILLIAM LEARNING & COMMUNITY CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-30,22762841,1,1714.50,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Adult Education Centres,01900,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KIRKHAMGATE PRE-SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782637,,614.74,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE ACORNS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782639,,32722.95,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE GRUFFALOS (HEMSWORTH),Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782641,,3783.00,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE GRUFFALOS DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782640,1,2837.25,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE LEARNERS PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782642,1,10450.54,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE PEOPLE NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782643,,1418.63,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE STARS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782644,1,6762.11,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE STARS NURSERY UK LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782645,,33692.35,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childminders,17600,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,NEW LIFE PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782651,,9575.72,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,NEW MOON NURSERIES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782652,1,24116.63,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,NOAHS ARK CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782654,1,13476.94,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,OAKHILL DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782655,,24650.98,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Playgroups; Nurseries & Creches,59750,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,OSSETT CHILDCARE & PRE-SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782656,1,14895.56,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,OUTWOOD PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782657,,2553.53,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,POMFRET WOODLAND COMMUNITY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782658,1,22225.13,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nursery Schools,53120,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,RAINBOW CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782661,,9173.78,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,RED ROOFS CHILDRENS CENTRE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782680,1,16030.46,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,REMLAT VENTURES LTD T/A FUN 4 TOTS NURSERIES,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782613,,520.16,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ROOKS NEST PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782663,,2789.96,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,SAFE N SOUND DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782664,1,17827.39,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,SILKWOOD PRIVATE DAY NURSERY & CRECHE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782667,,6525.68,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ST JOHNS PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782671,,3404.70,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ST LUKES NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782668,1,25407.58,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ST LUKES NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782669,,30216.71,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ST PETERS & ST PAULS PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782670,1,3972.15,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STANLEY DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782672,1,13494.91,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES @ STANLEY ST PETERS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782673,,6383.81,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES @ STANLEY ST PETERS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-18,22780954,1,776.54,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES @ STANLEY ST PETERS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22761138,1,831.34,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES @ STANLEY ST PETERS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-30,22818334,1,941.64,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES @ STANLEY ST PETERS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22783938,1,1769.03,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,STEPPING STONES DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782674,1,9788.51,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,SUNSHINE KIDS PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782675,,7164.06,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,THE ACADEMY CHILDRENS CENTRE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782677,,9457.50,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,THE BRIDGE PRE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782678,1,1418.63,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,THE GRANGE NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782679,,2057.01,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,TOY BOX PRIVATE NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782682,1,34803.60,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,TRINITY PRE-SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782684,1,8748.19,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,UNICORN NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-19,22782685,,9930.38,Nil,Creche / Childcare,Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nursery Schools,53120,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,YORKSHIRE DEMOLITION CONTRACTORS LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-22,22760506,1,1800.00,Nil,Dangerous Structures,Revenue,Property & Asset Management,CAT01,Building Services - Misc,SUBCAT0115,Demolition & Dismantling Contractors,24582,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FIRST STEPS DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22794855,1,529.96,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Playgroups & Pre-School Education,59760,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HILLSIDE PRIVATE DAY NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22805492,1,2652.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KARENS CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22805493,1,722.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KARENS CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22783869,1,760.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,KARENS CHILDCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-04-22,22762111,1,836.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Childcare Services,17580,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE PEOPLE NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754592,1,572.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE PEOPLE NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-04-08,22754591,1,697.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE STARS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-06-26,22816651,1,643.50,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
