Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2020-02-11,6002982676,10600.00,0.00,10600.00,Aspire Childcare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982693,20860.20,0.00,20860.20,Autism Initiatives Uk,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982648,3240.00,0.00,3240.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982667,6589.20,0.00,6589.20,By The Bridge,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982669,3584.00,0.00,3584.00,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982688,3396.00,0.00,3396.00,Capstone Foster Care (South West) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982675,9009.60,0.00,9009.60,Care 4 Children Residential Service,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982681,17560.00,0.00,17560.00,Care 4 Children Residential Service,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982657,11180.00,0.00,11180.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982659,20780.00,0.00,20780.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641626,630.00,105.00,525.00,Carrington Riding Centre,Place Directorate,Payts to Agencies
Salford City Council,2020-02-11,6002982678,13283.32,0.00,13283.32,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982650,17344.00,0.00,17344.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641512,3392.00,0.00,3392.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982685,17200.00,0.00,17200.00,Exceptional Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982647,1784.16,0.00,1784.16,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982683,16400.00,0.00,16400.00,Family Child Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982673,2984.00,0.00,2984.00,Five Rivers Child Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982656,3659.34,0.00,3659.34,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982653,6680.00,0.00,6680.00,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982661,27004.14,0.00,27004.14,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982670,11400.00,0.00,11400.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982672,13780.00,0.00,13780.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982674,27600.00,0.00,27600.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982652,12000.00,0.00,12000.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982677,24600.00,0.00,24600.00,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982655,2000.00,0.00,2000.00,Meadows Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982686,6200.00,0.00,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982687,22728.00,0.00,22728.00,Nestlings Care Ltd - Sonning Drive,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982692,15448.52,0.00,15448.52,New Start Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982664,27972.00,0.00,27972.00,Nugent Care,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982680,3208.00,0.00,3208.00,Orange Grove Foster Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641615,66392.00,0.00,66392.00,Salford Community & Voluntary,Place Directorate,Payts to Agencies
Salford City Council,2020-02-11,1600641536,4500.00,750.00,3750.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982663,23800.00,0.00,23800.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982646,18000.00,0.00,18000.00,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982658,6363.20,0.00,6363.20,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982662,11301.68,0.00,11301.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982682,2454.76,0.00,2454.76,Therapeutic Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641061,2829.37,0.00,2829.37,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641056,2923.32,0.00,2923.32,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641058,3479.98,0.00,3479.98,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641059,7876.72,0.00,7876.72,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982684,3800.00,0.00,3800.00,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982665,2396.00,0.00,2396.00,Wigan Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,6002982666,12593.88,0.00,12593.88,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-11,1600641571,7446.34,0.00,7446.34,Manor Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-02-11,1600641573,2450.00,0.00,2450.00,St Johns Ce Primary School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-02-11,601264430,1757.18,292.86,1464.32,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-02-11,601264351,3128.04,521.34,2606.70,Royal Mail Group Ltd,Service Reform (Corp Bus & Transform),Postage
Salford City Council,2020-02-11,1600641620,19792.33,0.00,19792.33,Langdon College,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-11,1600641534,117480.00,19580.00,97900.00,Salford Community Leisure Ltd,Public Health,Pyts Agenc - Ext Fnd
Salford City Council,2020-02-11,1600641542,4367.00,0.00,4367.00,Yesoiday Hatorah School,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-02-11,1600641543,4367.00,0.00,4367.00,Yesoiday Hatorah School,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-02-11,601264621,1929.48,154.98,1774.50,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264631,2174.04,255.24,1918.80,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264698,5300.00,0.00,5300.00,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264697,5350.00,0.00,5350.00,Howarth Housing Group,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264624,10679.18,1779.86,8899.32,Quorum Estates Pension Fund Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-02-11,601264700,650.00,0.00,650.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264625,3107.28,0.00,3107.28,Salix Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264627,10788.58,0.00,10788.58,Salix Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,601264626,24718.43,0.00,24718.43,Salix Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-02-11,1600641613,613.20,102.20,511.00,Commsec Ltd,Place Directorate,Security Services
Salford City Council,2020-02-11,1600641622,4800.00,0.00,4800.00,Evidence Based Psychology Hub Ltd,People (Childrens) Service Group,Training of Staff
Salford City Council,2020-02-11,1600641589,657943.01,112248.31,545694.70,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-11,1600641591,13644.50,0.00,13644.50,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-11,1600641513,617981.95,102996.99,514984.96,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-11,1600641590,671207.05,111867.85,559339.20,Salford Schools Solutions Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-02-11,6002982690,15000.00,0.00,15000.00,Keys Pce Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-02-11,6002982689,16432.00,0.00,16432.00,Keys Pce Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-02-11,6002982694,2731.60,0.00,2731.60,Leaving Care Services Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-02-11,6002982679,6019.29,0.00,6019.29,Leaving Care Services Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-02-11,6002982671,5297.70,0.00,5297.70,Three Circles Fostering,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-02-11,1600641570,824.76,137.47,687.29,F. R. Sharrock Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-11,1600639651,8940.48,1490.08,7450.40,W H Good Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-02-12,6002985909,2427.06,0.00,2427.06,Paypal *impronetser Eb,Service Reform (Corp Bus & Transform),
Salford City Council,2020-02-12,601264730,1110.00,185.00,925.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-02-12,601264726,648.00,108.00,540.00,Empowering Learning Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-02-12,601264745,648.00,108.00,540.00,Empowering Learning Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-02-12,1600641772,633.60,105.60,528.00,Ashbrook (Warrington) Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-02-12,1600641699,723.19,120.53,602.66,Arrow County Supplies Ltd,Place Directorate,Cleaning Materials
Salford City Council,2020-02-12,1600641717,984.00,164.00,820.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,del'd kitchen formul
Salford City Council,2020-02-12,1600641716,3360.00,560.00,2800.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,del'd kitchen formul
Salford City Council,2020-02-12,1600641298,3828.00,638.00,3190.00,Ohec,Capital Expenditure,Demolition
Salford City Council,2020-02-12,601264846,2230.80,371.80,1859.00,Ashtead Plant Hire Co Ltd No:2 Acco,Service Reform (Corp Bus & Transform),Equipment Hire
Salford City Council,2020-02-12,1600641619,2665.38,441.43,2223.95,Tracey Hill Training & Consultancy,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-02-12,6002985913,2420.73,0.00,2420.73,Creamline Dairies,Place Directorate,Food and refreshment
Salford City Council,2020-02-12,6002985826,1699.97,0.00,1699.97,Quayside Bakery,Place Directorate,Food and refreshment
Salford City Council,2020-02-12,601264861,601.20,100.20,501.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264967,601.20,100.20,501.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264903,620.40,103.40,517.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264911,663.12,110.52,552.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264880,699.98,116.66,583.32,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264882,721.80,120.30,601.50,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264952,733.13,122.20,610.93,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264899,735.13,122.52,612.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264951,739.97,123.33,616.64,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264923,783.89,130.65,653.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264901,816.30,136.05,680.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264953,866.40,144.40,722.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264884,886.33,147.72,738.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264938,886.33,147.72,738.61,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264907,898.62,149.77,748.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264945,898.62,149.77,748.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264879,1025.24,170.87,854.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264854,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264868,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264935,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264944,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264957,1049.82,174.97,874.85,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264874,1079.23,179.87,899.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264869,1091.42,181.91,909.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264949,1091.42,181.91,909.51,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264898,1124.26,187.38,936.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264887,1136.54,189.42,947.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264947,1136.54,189.42,947.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264960,1136.54,189.42,947.12,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264926,1155.89,192.65,963.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264965,1155.89,192.65,963.24,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264908,1206.72,201.12,1005.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264890,1275.46,212.58,1062.88,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264962,1300.03,216.67,1083.36,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264919,1376.79,229.46,1147.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264956,1376.79,229.46,1147.33,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,601264930,1490.74,248.46,1242.28,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-02-12,6002985888,1102.00,0.00,1102.00,Www.Ikea.Com,People (Childrens) Service Group,Furniture
Salford City Council,2020-02-12,6002985900,76900.36,0.00,76900.36,Www.Scottish.Southern,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2020-02-12,6002985834,99000.00,0.00,99000.00,Www.Scottish.Southern,Service Reform (Corp Bus & Transform),Gas
Salford City Council,2020-02-12,601264988,615.00,0.00,615.00,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Grants
Salford City Council,2020-02-12,601264985,2095.14,0.00,2095.14,Aviva,Service Reform,Liability Insurance
Salford City Council,2020-02-12,1600641698,887.76,147.96,739.80,Arrow County Supplies Ltd,Place Directorate,Materials
Salford City Council,2020-02-12,6002985910,4499.24,0.00,4499.24,Www.Restore.Co.Uk,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-02-12,1600641629,4700.00,0.00,4700.00,38.6 Solutions Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-12,1600641630,4700.00,0.00,4700.00,38.6 Solutions Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-02-12,1600641702,3936.54,656.09,3280.45,Hm Partnerships (Food Active),Public Health,Payts to Agencies
Salford City Council,2020-02-12,1600641832,439206.00,0.00,439206.00,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies
Salford City Council,2020-02-12,1600641838,439206.00,0.00,439206.00,Salford Royal Nhs Foundation Trust,Public Health,Payts to Agencies
Salford City Council,2020-02-12,1600641703,17603.00,0.00,17603.00,T/A Longford Park School Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-02-12,1600641744,1125.59,187.60,937.99,Gb Sport & Leisure,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-02-12,601264986,533.50,0.00,533.50,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-02-12,601264987,3678.40,0.00,3678.40,Budding Wood Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-02-12,601264794,26938.21,4489.70,22448.51,Executive Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601262941,819.00,0.00,819.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264424,741.00,0.00,741.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264780,1819.20,303.20,1516.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264781,1819.20,303.20,1516.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264782,1868.52,311.52,1557.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264779,1872.00,312.00,1560.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264778,2013.69,335.61,1678.08,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264776,1798.00,0.00,1798.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264777,2083.80,0.00,2083.80,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264775,2139.80,0.00,2139.80,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264803,882.00,0.00,882.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264847,29149.33,4858.22,24291.11,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264766,4111.20,0.00,4111.20,Haroon Shamim,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264467,2919.00,0.00,2919.00,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264466,2466.00,0.00,2466.00,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264790,12522.25,0.00,12522.25,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264791,18632.65,0.00,18632.65,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264845,1600.00,0.00,1600.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264843,2159.54,0.00,2159.54,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264784,950.00,0.00,950.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264787,960.00,0.00,960.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264785,1064.00,0.00,1064.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264786,1180.00,0.00,1180.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264783,1400.00,0.00,1400.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264789,1501.00,0.00,1501.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264795,16776.40,0.00,16776.40,Lindley Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264797,6797.55,0.00,6797.55,Marmion Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264800,1485.00,0.00,1485.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264814,960.00,160.00,800.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264813,3402.43,567.07,2835.36,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264802,1600.00,0.00,1600.00,Mikes Merc,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264767,1918.00,0.00,1918.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264768,2740.00,0.00,2740.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264799,1900.00,0.00,1900.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264792,4846.24,0.00,4846.24,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264793,7003.20,0.00,7003.20,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264796,7140.54,0.00,7140.54,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264804,3164.34,527.39,2636.95,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264763,15844.00,0.00,15844.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264832,792.00,132.00,660.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264831,806.40,134.40,672.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264801,1300.00,0.00,1300.00,Stephen A Marron T/A Sam Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264772,1050.00,0.00,1050.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264773,1054.50,0.00,1054.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264771,1112.00,0.00,1112.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264770,1338.00,0.00,1338.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,601264798,1000.00,0.00,1000.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-02-12,6002985835,2800.00,0.00,2800.00,Approved Property Management,People (Adults) - CHSC,Rents
Salford City Council,2020-02-12,601264850,1075.00,0.00,1075.00,For Housing,Place Directorate,Rents
Salford City Council,2020-02-12,6002985885,3335.44,0.00,3335.44,Paypal *cybertradin,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-02-12,601264853,898.80,149.80,749.00,The Accessible Digital Documents Co,Service Reform (Corp Bus & Transform),Training expenses
Salford City Council,2020-02-12,1600641840,859.44,143.24,716.20,Expert Security Systems Uk Ltd,Place Directorate,UV Dec&Flr
Salford City Council,2020-02-12,601264998,1437.60,239.60,1198.00,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases
Salford City Council,2020-02-12,1600641752,1083.79,180.63,903.16,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-12,1600641829,1494.00,249.00,1245.00,Concept Oils Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-12,1600641769,1060.30,176.72,883.58,Terberg Matec Uk Ltd - Dennis Eagle,Place Directorate,Vehicle Maintenance
Salford City Council,2020-02-12,1600641713,5982.00,997.00,4985.00,Ipwc Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-02-13,1600641809,748.80,124.80,624.00,Ashbrook (Warrington) Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-02-13,1600641885,1100.20,183.37,916.83,Ashtead Plant Hire Co Ltd No:2 Acco,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-02-13,1600641884,2180.20,363.37,1816.83,Ashtead Plant Hire Co Ltd No:2 Acco,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-02-13,1600641774,1476.00,246.00,1230.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-02-13,601265045,2940.00,490.00,2450.00,Rm Education Plc,People (Childrens) Service Group,Broadband services
Salford City Council,2020-02-13,601265066,4200.00,700.00,3500.00,Gatenby Sanderson Limited,Public Health,Chief Officer-Basic
Salford City Council,2020-02-13,601265059,507.50,0.00,507.50,Bookpoint Limited,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-02-13,1600641890,215917.44,35986.24,179931.20,Sap (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2020-02-13,1600641910,944.22,157.37,786.85,Allied Publicity Services (M/Cr) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-02-13,1600641912,1509.18,0.00,1509.18,Rene Barrett Ltd,People (Childrens) Service Group,Conferences/Seminars
Salford City Council,2020-02-13,1600641923,1500.00,0.00,1500.00,Redacted Data,People (Childrens) Service Group,Consultants
Salford City Council,2020-02-13,601265043,1200.00,200.00,1000.00,Yorkcloud Ltd T/A Lakeside Hotel &,People (Childrens) Service Group,Cont to Fund & Provn
Salford City Council,2020-02-13,601265121,3104.00,0.00,3104.00,The Court Service,Place Directorate,Debt Collection
Salford City Council,2020-02-13,1600641907,1075.00,0.00,1075.00,Personal Life Coaching,People (Childrens) Service Group,Equip for Staff
Salford City Council,2020-02-13,601265159,678.28,113.05,565.23,Refreshment Systems Ltd,Place Directorate,Equipment Leasing
Salford City Council,2020-02-13,1600641880,2934.18,489.03,2445.15,Krowmark Ltd,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2020-02-13,1600642007,1110.00,185.00,925.00,Selectamark Security Systems,Place Directorate,Equipment Purchase
