Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L descript
Salford City Council,2020-03-09,601267456,778.4,0,778.4,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,601267453,787.5,0,787.5,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,601267454,819.06,0,819.06,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,601267457,958.5,0,958.5,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,601267455,1003.50,0,1003.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,601267467,750,0,750,Wp Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-09,1600642611,3431.40,571.9,2859.50,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-03-09,601267522,14865.75,0,14865.75,Manchester City Mission,People (Adults) - CHSC,Rents
Salford City Council,2020-03-09,1600644182,17500.20,2916.70,14583.50,Enviro Technology Services Plc,Place Directorate,Sampling
Salford City Council,2020-03-09,1600643563,2612.23,435.37,2176.86,Commsec Ltd,Place Directorate,Security Services
Salford City Council,2020-03-09,601267546,2590.56,431.76,2158.80,Unique Specialist Services Group Lt,People (Adults) - CHSC,Security Services
Salford City Council,2020-03-09,6003011928,1330.00,0,1330.00,Guesthouse Manchester,People (Childrens) Service Group,Staff Travel
Salford City Council,2020-03-09,6003011899,1252.80,208.8,1044.00,Allied Publicity,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2020-03-09,1600641928,1440.00,240,1200.00,National Day Nurseries Association,People (Childrens) Service Group,Training of Others
Salford City Council,2020-03-09,1600644093,1256927.12,209487.85,1047439.27,Pendleton Together Operating Ltd,Capital Expenditure,Unitary Charge
Salford City Council,2020-03-09,1600644096,639.52,106.59,532.93,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644103,804.6,134.1,670.5,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644113,2046.76,341.13,1705.63,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644102,2330.82,388.47,1942.35,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644109,4829.66,804.94,4024.72,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644111,4932.28,822.05,4110.23,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644119,12997.74,2166.29,10831.45,S & W Tlp (Project Co One) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644105,959.46,159.91,799.55,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600644106,1894.33,315.72,1578.61,S & W Tlp (Project Co Two) Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-09,1600643867,1188.00,198,990,Spectra Security,Place Directorate,UV Dec&Flr
Salford City Council,2020-03-09,1600644069,4087.93,623.16,3464.77,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,2020-03-09,1600642983,16436.99,2739.50,13697.49,Hodgkinson Bennis Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-09,1600642536,1314.00,219,1095.00,Richard L Thomas Associates Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-10,601267030,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-10,601267031,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-10,601267034,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-10,601267035,690,115,575,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-10,601266893,1206.00,201,1005.00,Choice Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-10,601267628,58316.03,9719.31,48596.72,Reed Specialist Recruitment Ltd,Service Reform,Agency Fees
Salford City Council,2020-03-10,1600642940,823.91,137.32,686.59,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-03-10,6003011851,509.7,0,509.7,Amznmktplace,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2020-03-10,601267642,643.5,0,643.5,Parish Of Clifton,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-03-10,1600644192,5616.00,936,4680.00,Cheetham & Mortimer Surveyors Llp,Capital Expenditure,Ext Fees-Other
Salford City Council,2020-03-10,6003014980,1275.83,79.79,1196.04,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-10,601267594,127102.66,214.2,126888.46,Gazprom Energy,Place Directorate,Gas
Salford City Council,2020-03-10,601267644,1135.00,0,1135.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-03-10,601267637,60323.43,10053.91,50269.52,Canal & River Trust,Place Directorate,Grounds Maintenance
Salford City Council,2020-03-10,1600643532,10132.80,1688.80,8444.00,Bentley Systems Uk Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-03-10,1600643662,1128.00,188,940,Cadsoft Solutions Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-03-10,1600642625,26942.64,4490.44,22452.20,Costar Uk Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-03-10,6003012185,1489.50,0,1489.50,Axminster.Co.Uk,People (Childrens) Service Group,Materials
Salford City Council,2020-03-10,1600643801,693,115.5,577.5,City Sitemix Concrete Ltd,Place Directorate,Materials
Salford City Council,2020-03-10,6003002188,12920.52,0,12920.52,Bright Futures Care Ltd T/A Corners,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-03-10,6003011848,1056.00,176,880,A Venning Ltd,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2020-03-10,601267654,1250.00,0,1250.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-03-10,601267653,24000.00,0,24000.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-03-10,1600643641,2000.00,0,2000.00,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,2020-03-10,1600644220,2634.00,439,2195.00,Malcolm Hughes Land Surveyors,Capital Expenditure,Other Works
Salford City Council,2020-03-10,6003011873,722.5,0,722.5,Dvla Vehicle Tax,Place Directorate,Payt to Govt Depts
Salford City Council,2020-03-10,6003002213,3580.00,0,3580.00,123 Supported Accommodation,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002196,15082.52,0,15082.52,After Care (Nw) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002177,9336.20,0,9336.20,Alpha Plus Fostering  Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002215,7844.01,0,7844.01,Autism Initiatives Uk,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002174,3240.00,0,3240.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002189,6589.20,0,6589.20,By The Bridge,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002191,3584.00,0,3584.00,Capstone Foster Care (North) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002205,3396.00,0,3396.00,Capstone Foster Care (South West) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002197,9009.60,0,9009.60,Care 4 Children Residential Service,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002208,17560.00,0,17560.00,Care 4 Children Residential Service,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002186,2226.43,0,2226.43,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002184,11180.00,0,11180.00,Care Today Childrens Services,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002199,13283.32,0,13283.32,Compass Fostering North Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002176,17344.00,0,17344.00,Dove Adolescent Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002175,1784.16,0,1784.16,Fairfield Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002209,16400.00,0,16400.00,Family Child Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,1600644231,1000.13,0,1000.13,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,1600644234,1047.75,0,1047.75,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,1600644233,1127.25,0,1127.25,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,1600644304,3750.00,0,3750.00,Federation Of Community Services (C,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002195,2984.00,0,2984.00,Five Rivers Child Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002180,3416.56,0,3416.56,Foster Care Associates Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002179,6680.00,0,6680.00,Foster Cares Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002183,32388.44,0,32388.44,Fostering Solutions Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002198,11400.00,0,11400.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002200,13780.00,0,13780.00,Hexagon Care Services Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002202,27600.00,0,27600.00,Holistic Approach Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002178,12000.00,0,12000.00,Horizon Care & Education Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002204,24600.00,0,24600.00,Lonsdale Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002181,2000.00,0,2000.00,Meadows Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002203,6200.00,0,6200.00,N.E.W.Fo.Ca.S Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002210,22728.00,0,22728.00,Nestlings Care Ltd - Sonning Drive,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002214,15448.52,0,15448.52,New Start Limited,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002192,27972.00,0,27972.00,Nugent Care,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002207,27895.71,0,27895.71,Progressive Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002190,23800.00,0,23800.00,Sandcastle Care Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002173,18000.00,0,18000.00,Social Care Services (Clayton) Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002182,6363.20,0,6363.20,Swiis Fostercare Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002185,11301.68,0,11301.68,The National Fostering Agency,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002201,3800.00,0,3800.00,Uk Fostering Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002187,2396.00,0,2396.00,Wigan Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,6003002194,12593.88,0,12593.88,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-10,601267647,1000.00,0,1000.00,Beech Court Tenants & Residents Ass,Place Directorate,Payts to Vol Orgs
Salford City Council,2020-03-10,1600644265,1230.41,205.07,1025.34,Allred Electrical Factors Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-10,1600644263,2066.40,344.4,1722.00,Allred Electrical Factors Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-10,1600644264,2370.83,395.14,1975.69,Allred Electrical Factors Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2020-03-10,1600643463,7521.52,1253.59,6267.93,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2020-03-10,601267638,585,0,585,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-10,601267501,1140.00,0,1140.00,Saeed A Vakharia T/A Imperial Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-10,601267509,1400.00,0,1400.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-10,6003011836,2800.00,0,2800.00,Approved Property Management,Place Directorate,Rents
Salford City Council,2020-03-10,6003011791,4480.00,0,4480.00,Approved Property Management,Place Directorate,Rents
Salford City Council,2020-03-10,6003011920,8960.00,0,8960.00,Approved Property Management,Place Directorate,Rents
Salford City Council,2020-03-10,601267662,1537.00,0,1537.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-03-10,601267664,8931.00,0,8931.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-03-10,601267663,52659.50,0,52659.50,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-03-10,601267645,725,0,725,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-03-10,601267604,1700.00,0,1700.00,Sheila Panter,People (Adults) - CHSC,Rents
Salford City Council,2020-03-10,6003002212,15000.00,0,15000.00,Keys Pce Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-03-10,6003002211,16432.00,0,16432.00,Keys Pce Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-03-10,6003002216,2731.60,0,2731.60,Leaving Care Services Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-03-10,6003002206,3831.90,0,3831.90,Leaving Care Services Ltd,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-03-10,6003002193,10784.84,0,10784.84,Three Circles Fostering,People (Childrens) Service Group,VAT Adjustment
Salford City Council,2020-03-10,1600643168,870.95,145.16,725.79,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-10,1600643159,2721.60,453.6,2268.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-10,1600643170,8843.98,1474.00,7369.98,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,601267688,714,119,595,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-11,601267690,726,121,605,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-11,601267691,726,121,605,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-11,601267689,828,138,690,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-11,601267053,891,148.5,742.5,Mclellan Clothing Ltd,People (Childrens) Service Group,Clothing & Uniforms
Salford City Council,2020-03-11,1600643670,720,120,600,Comtreat Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2020-03-11,1600642592,11468.52,1911.42,9557.10,Exclusec Group Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-03-11,1600642593,30142.80,5023.80,25119.00,Exclusec Group Ltd,Place Directorate,Equipment Purchase
Salford City Council,2020-03-11,6003011853,754.34,0,754.34,Creamline Dairies,Place Directorate,Food and refreshment
Salford City Council,2020-03-11,6003023013,1908.24,0,1908.24,Quayside Bakery,Place Directorate,Food and refreshment
Salford City Council,2020-03-11,1600643388,4590.00,765,3825.00,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-11,1600643305,5186.40,864.4,4322.00,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-11,1600644336,1104.00,184,920,Key Terra-Firma Ltd,Place Directorate,IT  Licence Fee
Salford City Council,2020-03-11,1600643684,9926.77,1654.46,8272.31,Ncer Cic,Public Health,IT  Licence Fee
Salford City Council,2020-03-11,601265341,3013.20,502.2,2511.00,Forbes Solicitors,Service Reform,Liability Insurance
Salford City Council,2020-03-11,601267714,666.4,0,666.4,Weightmans Llp,Service Reform,Liability Insurance
Salford City Council,2020-03-11,1600640858,7951.68,1325.28,6626.40,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2020-03-11,601266416,24029.00,0,24029.00,Cedar House School & Lowgate Hs Ltd,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-03-11,1600644338,4840.00,0,4840.00,T/A The Marlowe School,People (Childrens) Service Group,Non-Maint Spec Schls
Salford City Council,2020-03-11,601267721,8300.00,0,8300.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-03-11,1600643688,167665.16,27944.19,139720.97,Rm Education Plc,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-03-11,1600644386,43192.32,7198.72,35993.60,Horticon Ltd,Capital Expenditure,Other Works
Salford City Council,2020-03-11,6003011951,722.5,0,722.5,Dvla Vehicle Tax,Place Directorate,Payt to Govt Depts
Salford City Council,2020-03-11,1600643548,4700.00,0,4700.00,38.6 Solutions Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-11,1600643690,3180.00,0,3180.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-11,1600643608,9000.00,0,9000.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-11,1600643609,16218.00,0,16218.00,Edintervention Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-11,1600643685,12500.00,0,12500.00,You Can Community Club Hq,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-11,1600643034,2280.00,0,2280.00,Harmonize Academy,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-11,1600643446,2467.26,0,2467.26,Southern Cross School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-11,1600643447,4112.08,0,4112.08,Southern Cross School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-11,1600643454,816.48,0,816.48,Seashell Trust,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2020-03-11,1600643691,2280.00,0,2280.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-11,601267049,4500.00,0,4500.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-11,6003011825,2800.00,0,2800.00,Approved Property Management,People (Adults) - CHSC,Rents
Salford City Council,2020-03-11,1600643610,1631.11,271.85,1359.26,Commsec Ltd,Place Directorate,Security Services
Salford City Council,2020-03-11,1600644342,3024.00,504,2520.00,Pjs Hygiene Ltd,Place Directorate,UV Tank Clean
Salford City Council,2020-03-11,1600643158,792,132,660,Lightoaks Garage,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-11,1600644347,1373.88,228.98,1144.90,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,1600644346,18334.27,3055.71,15278.56,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,1600644345,55860.00,9310.00,46550.00,G Jones Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,1600644392,2152.02,358.67,1793.35,W H Good Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,1600644369,57293.72,9548.95,47744.77,W H Good Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-11,1600644380,42345.00,7057.50,35287.50,Wates Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-12,601267759,630,105,525,Empowering Learning Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-12,601267760,716.4,119.4,597,Empowering Learning Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-12,1600644441,1260.00,210,1050.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-03-12,1600644440,3888.00,648,3240.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-03-12,1600642467,6225.42,1037.57,5187.85,Click Fire & Security Ltd,Capital Expenditure,Capital Expenses
Salford City Council,2020-03-12,601267041,1140.00,0,1140.00,Edintervention Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-03-12,601267042,4560.00,0,4560.00,Edintervention Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2020-03-12,1600643471,774,129,645,Associated Cleaning Contractors Ltd,Place Directorate,Cleaning Services
Salford City Council,2020-03-12,6003023125,647.28,0,647.28,Quality Water Speciali,Place Directorate,Client Medical fees
Salford City Council,2020-03-12,1600643468,924,154,770,Blue Line Taxis,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-03-12,601267791,1425.60,237.6,1188.00,Mt Xport Consultants Ltd,People (Childrens) Service Group,Computer Software
Salford City Council,2020-03-12,1600643011,4219.98,703.33,3516.65,Pavement Testing Services Ltd (Pts),Place Directorate,Contractors
Salford City Council,2020-03-12,6003023119,1387.05,0,1387.05,Amznmktplace,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-03-12,6003023120,1033.47,0,1033.47,Amznmktplace Amazon.Co.Uk,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-03-12,1600642901,3055.20,509.2,2546.00,Vip Systems Ltd,Place Directorate,Equipment Repair
Salford City Council,2020-03-12,601267749,50000.00,0,50000.00,Aldi Stores Ltd,People (Adults) - CHSC,Food and refreshment
Salford City Council,2020-03-12,6003023612,609.1,3.45,605.65,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-12,601267768,3387.63,0,3387.63,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2020-03-12,601267807,663.12,110.52,552.6,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-12,601267371,1137.05,189.51,947.54,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-12,601267043,795.11,132.52,662.59,Gazprom Energy,Place Directorate,Gas
Salford City Council,2020-03-12,1600643465,1915.92,319.32,1596.60,Moss Bank Nurseries,Place Directorate,Horticultural/GMaint
Salford City Council,2020-03-12,601267805,50908.44,8484.74,42423.70,Corona Energy,Service Reform,Gas
Salford City Council,2020-03-12,601267804,34614.36,5769.06,28845.30,Corona Energy,Service Reform,Gas
Salford City Council,2020-03-12,601267803,39420.00,6570.00,32850.00,Corona Energy,Service Reform,Gas
Salford City Council,2020-03-12,1600644412,12000.00,2000.00,10000.00,Marketing Manchester,Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2020-03-12,1600643704,1135.03,189.17,945.86,Virgin Media Limited,Capital Expenditure,Other Works
Salford City Council,2020-03-12,1600644429,3000.00,500,2500.00,Vodafone Ltd,Capital Expenditure,Other Works
Salford City Council,2020-03-12,1600643718,3655.34,113.34,3542.00,Dartington Hall Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-12,1600644406,3360.00,0,3360.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-03-12,1600643470,8453.00,0,8453.00,Oldham Mbc,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-03-12,601267045,830,0,830,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-03-12,1600643466,1944.00,324,1620.00,Cubicle Works Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2020-03-12,1600644436,10623.90,0,10623.90,Brentwood High School & Community C,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-03-12,6003022809,1680.00,0,1680.00,Approved Property Management,Place Directorate,Rents
Salford City Council,2020-03-12,601267806,108159.00,0,108159.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-03-12,1600642129,1560.20,0,1560.20,Ctsi,Place Directorate,Subscriptions
Salford City Council,2020-03-12,1600644230,996.9,166.15,830.75,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-12,1600644228,1127.87,187.98,939.89,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-12,1600644232,3782.86,630.48,3152.38,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-03-12,1600643129,713.04,118.84,594.2,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2020-03-12,1600642465,9530.40,1588.40,7942.00,Click Fire & Security Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-12,1600644415,45776.65,7629.44,38147.21,Eric Wright Civil Engineering Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-12,1600643172,36000.00,6000.00,30000.00,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,2020-03-13,6003023563,609.1,3.45,605.65,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-13,601267410,714,119,595,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-13,601267616,726,121,605,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-13,601267409,828,138,690,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-03-13,1600643368,13800.00,2300.00,11500.00,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,2020-03-13,1600643669,1800.00,300,1500.00,Northgate Public Services (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2020-03-13,601267890,1048.00,0,1048.00,The Court Service,Place Directorate,Debt Collection
Salford City Council,2020-03-13,6003023662,727.04,57.24,669.8,Brake Bros Ltd,Place Directorate,Food and refreshment
Salford City Council,2020-03-13,601267810,1025.24,170.87,854.37,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-03-13,1600643734,3900.00,650,3250.00,Apem Ltd,Place Directorate,Gen Contractor Work
Salford City Council,2020-03-13,601267935,7641.03,0,7641.03,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267925,23684.21,0,23684.21,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267927,8365.46,0,8365.46,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267933,9116.64,0,9116.64,David Marlow Building Contractor Lt,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267926,8000.00,0,8000.00,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267929,11737.91,0,11737.91,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267931,17109.56,0,17109.56,Dlp Services Northern Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2020-03-13,601267937,6610.95,0,6610.95,Street Uk Ltd,Capital Expenditure,Improvement Grants
