Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2020-08-07,1600651964,616.27,102.71,513.56,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,1600651963,617.67,102.95,514.72,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,1600651967,627.39,104.56,522.83,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,1600651965,668.78,111.46,557.32,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,1600651968,685.82,114.30,571.52,Aggregates Industries Uk Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,6003084419,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-07,6003084427,2800.00,0.00,2800.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-07,1600651971,1666.00,0.00,1666.00,Barnardos North West,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-07,601283118,13106.81,0.00,13106.81,Beenstock Home Management Co Ltd,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,601283130,1605.05,0.00,1605.05,Coveleaf Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,1600649809,924.60,154.10,770.50,Damian Harrison Ltd,Place Directorate,Materials,
Salford City Council,2020-08-07,601283110,600.00,0.00,600.00,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-07,601283109,920.00,0.00,920.00,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-07,1600651975,4930.46,821.74,4108.72,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2020-08-07,1600651972,5909.28,984.88,4924.40,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2020-08-07,601283079,21870.00,0.00,21870.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance,
Salford City Council,2020-08-07,601283119,4948.88,0.00,4948.88,Ggs Care Home Limited,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,1600651980,3158.40,526.40,2632.00,H Jenkinson & Company Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-07,1600651468,13622.40,2270.40,11352.00,Halton Container Services Ltd,Place Directorate,Equipment Repair,
Salford City Council,2020-08-07,601283117,8459.77,0.00,8459.77,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,601283123,20394.90,0.00,20394.90,Hc One Ltd - Several Homes,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,1600651983,8518.75,1419.79,7098.96,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-07,1600651982,20032.27,3338.71,16693.56,Helping Hands Minor Repairs Service,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-07,1600651986,1704.00,284.00,1420.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep,
Salford City Council,2020-08-07,1600651962,602.45,100.41,502.04,K J Lines Limited,Place Directorate,Contractors,
Salford City Council,2020-08-07,601283127,2104.00,0.00,2104.00,Kenyon Lodge Nursing Home,People (Adults) - CHSC,Resid Care Home,
Salford City Council,2020-08-07,1600651492,12649.59,0.00,12649.59,Metropolitan Borough Of Wigan,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-07,1600651985,8169.60,1361.60,6808.00,Pollock Lifts,Service Reform (Corp Bus & Transform),Improvement Grants,
Salford City Council,2020-08-07,601283126,900.00,0.00,900.00,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283129,1569.75,0.00,1569.75,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283128,2008.61,0.00,2008.61,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283116,2789.32,0.00,2789.32,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283120,3090.73,0.00,3090.73,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283122,27837.36,0.00,27837.36,Redacted Data,People (Adults) - CHSC,Home Helps,
Salford City Council,2020-08-07,601283104,2332.00,0.00,2332.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2020-08-07,1600651420,1260.00,0.00,1260.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-07,601283084,574.00,0.00,574.00,Redacted Data,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-07,1600650624,1382.40,230.40,1152.00,T/A Vizwear Ltd,Place Directorate,VMS Materials,
Salford City Council,2020-08-07,1600651467,10000.00,0.00,10000.00,The Jewel Foundation,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-07,1600651457,25000.00,0.00,25000.00,The Lowry Centre Trust,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-07,1600651969,993.82,165.64,828.18,Worsley Electrical Supplies,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-10,601283154,3615.00,0.00,3615.00,Abc Coach Hire Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600652017,981.60,163.60,818.00,Beesley And Fildes Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-10,1600651999,7578.00,1263.00,6315.00,Bloom Procurement Services Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-10,601283155,1716.00,286.00,1430.00,Buzz2Go Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600652032,664.29,0.00,664.29,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-10,1600652030,3985.74,0.00,3985.74,Cambian Childcare Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-10,1600652069,2179.20,363.20,1816.00,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2020-08-10,1600651601,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-10,1600652058,3159.60,526.60,2633.00,Door Repair Service  Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-10,601283290,1091.52,181.92,909.60,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283289,1121.47,186.91,934.56,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283294,1258.60,0.00,1258.60,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283293,1458.66,0.00,1458.66,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283295,1497.86,0.00,1497.86,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283291,1591.20,265.20,1326.00,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283292,2118.31,353.05,1765.26,Fab Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600652037,9500.00,0.00,9500.00,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-10,601283152,2283.06,0.00,2283.06,For Housing,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-10,601283150,13684.83,0.00,13684.83,For Housing,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-10,1600652018,2412.11,0.00,2412.11,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff,
Salford City Council,2020-08-10,601283304,715.00,0.00,715.00,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600651998,510.00,85.00,425.00,Lasa Charity Uk Ltd,People (Adults) - CHSC,Recruitment Advert.,
Salford City Council,2020-08-10,1600648039,5700.00,950.00,4750.00,Penna Plc,Service Reform (Corp Bus & Transform),Other Prof Fees,
Salford City Council,2020-08-10,1600652060,556.54,92.76,463.78,Ppl Prs Ltd,People (Childrens) Service Group,Training of Staff,
Salford City Council,2020-08-10,1600652000,5000.00,0.00,5000.00,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-10,601283285,803.96,0.00,803.96,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283281,896.74,0.00,896.74,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283299,912.00,0.00,912.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283284,947.52,0.00,947.52,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283161,966.00,0.00,966.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283282,1014.00,0.00,1014.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283296,1080.00,0.00,1080.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283300,1120.00,0.00,1120.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283283,1136.28,0.00,1136.28,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283302,2293.88,0.00,2293.88,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283297,2672.24,0.00,2672.24,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283288,4430.43,0.00,4430.43,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,601283301,780.00,0.00,780.00,Saeed A Vakharia T/A Imperial Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600652014,2537.89,422.98,2114.91,Schofield & Sons Ltd,Place Directorate,UV Day to Day,
Salford City Council,2020-08-10,6003084918,540.00,0.00,540.00,Suregroup,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-10,6003084919,540.00,0.00,540.00,Suregroup,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-10,6003084905,1939.60,0.00,1939.60,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-10,6003084915,2843.20,0.00,2843.20,Suresolutionsgroupltd,People (Adults) - CHSC,Furniture,
Salford City Council,2020-08-10,1600652024,557.58,92.93,464.65,Swift Personalised Products Ltd,People (Childrens) Service Group,Clothing & Uniforms,
Salford City Council,2020-08-10,601283286,1800.00,0.00,1800.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-10,1600650244,2131.20,355.20,1776.00,T/A Vizwear Ltd,Place Directorate,VMS Materials,
Salford City Council,2020-08-10,1600651877,550.80,91.80,459.00,Till & Whitehead Ltd,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-10,1600651716,11760.00,1960.00,9800.00,University Of Salford,Service Reform (Corp Bus & Transform),Miscellaneous Exes,
Salford City Council,2020-08-10,6003084939,59089.23,0.00,59089.23,Water Plus,Service Reform (Corp Bus & Transform),Water,
Salford City Council,2020-08-10,601283145,930.00,0.00,930.00,White Lodge Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-10,1600652062,882.56,147.09,735.47,Xma Ltd,People (Childrens) Service Group,Cmputer Eqt purchase,
Salford City Council,2020-08-10,1600652066,30120.00,5020.00,25100.00,Xma Ltd,Service Reform (Corp Bus & Transform),Purch of Comp Equip,
Salford City Council,2020-08-11,1600652097,1000.50,166.75,833.75,Ags Tech Ltd,Place Directorate,UV Dec&Flr,
Salford City Council,2020-08-11,6003088796,2240.00,0.00,2240.00,Apm P1 Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,1600652140,5580.00,930.00,4650.00,Bikeright,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-11,1600652155,4968.00,828.00,4140.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire,
Salford City Council,2020-08-11,1600652142,1453.20,242.20,1211.00,Cadent Gas Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-11,1600651937,272730.97,45455.16,227275.81,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge,
Salford City Council,2020-08-11,1600651974,5923.18,987.20,4935.98,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2020-08-11,1600651973,7833.88,1305.65,6528.23,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services,
Salford City Council,2020-08-11,601283353,1584.40,75.44,1508.96,G & A Taylors Hotels Ltd,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,1600652132,1054.73,175.79,878.94,G Jones Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-11,601283365,560.00,0.00,560.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,601283355,760.00,0.00,760.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,601283363,1445.00,0.00,1445.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,601283359,1575.00,0.00,1575.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,601283360,1600.00,0.00,1600.00,Hawthorn Hotel,People (Adults) - CHSC,Rents,
Salford City Council,2020-08-11,1600651628,24000.00,4000.00,20000.00,Idox Software Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,6003088765,550.00,0.00,550.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2020-08-11,6003088793,900.00,0.00,900.00,Iz *Kevin Booth Painting,People (Adults) - CHSC,Other Professional Fees,
Salford City Council,2020-08-11,601283346,1440.00,240.00,1200.00,Knight Frank Llp,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-11,601283306,842.40,0.00,842.40,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283305,1059.50,0.00,1059.50,Kvn Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283342,4431.36,738.56,3692.80,Language Empire Ltd,Service Reform (Corp Bus & Transform),Interpreter/translat,
Salford City Council,2020-08-11,601283313,576.00,0.00,576.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283312,650.00,0.00,650.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283311,728.00,0.00,728.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283308,767.00,0.00,767.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283315,912.00,0.00,912.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283310,980.00,0.00,980.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283314,1422.00,0.00,1422.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283309,1440.00,0.00,1440.00,Liddle Private Hire,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283328,4489.55,0.00,4489.55,Marmion (Taxis),People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283331,1668.00,0.00,1668.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283330,2240.00,0.00,2240.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,1600652158,4680.00,0.00,4680.00,Mersey Rivers Trust Ltd,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-11,601283316,802.56,133.76,668.80,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283325,2527.20,421.20,2106.00,Mike Davies Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283376,540.00,0.00,540.00,Paypoint Plc,People (Adults) - CHSC,Gas,
Salford City Council,2020-08-11,1600652123,1375365.41,228404.29,1146961.12,Pendleton Together Operating Ltd,Place Directorate,Unitary Charge,
Salford City Council,2020-08-11,601283347,1518.00,253.00,1265.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees,
Salford City Council,2020-08-11,601283373,8572.14,1428.69,7143.45,Redacted Data,Place Directorate,Other Prof Fees,
Salford City Council,2020-08-11,601283333,960.00,0.00,960.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283370,1235.00,0.00,1235.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283329,1485.00,0.00,1485.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283327,3238.00,0.00,3238.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283334,3705.00,0.00,3705.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283341,4459.40,0.00,4459.40,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283335,5985.00,0.00,5985.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283350,7725.00,0.00,7725.00,Redacted Data,Place Directorate,Rents,
Salford City Council,2020-08-11,601283393,8459.79,0.00,8459.79,Salix Homes Ltd,Service Reform (Corp Bus & Transform),Tenants Rental,
Salford City Council,2020-08-11,601283379,1235.52,205.92,1029.60,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283388,1627.20,271.20,1356.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283375,2027.22,337.87,1689.35,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283374,2102.40,350.40,1752.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283394,2558.69,426.45,2132.24,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,1600651907,1800.00,300.00,1500.00,Sky Telecommunication Services Ltd,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-11,601283337,1305.60,217.60,1088.00,Societe Generale Equipment Finance,Place Directorate,Veh Operating Leases,
Salford City Council,2020-08-11,1600651459,2922.00,487.00,2435.00,Spectra Security,Place Directorate,BuildingSecurity/Eqt,
Salford City Council,2020-08-11,1600652096,1920.00,320.00,1600.00,Sports Labs Ltd,Service Reform (Corp Bus & Transform),Ext Fees-Other,
Salford City Council,2020-08-11,601283372,845.00,0.00,845.00,Stephen A Marron T/A Sam Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283356,756.00,126.00,630.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283351,800.64,133.44,667.20,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283362,963.36,160.56,802.80,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283354,1125.54,187.59,937.95,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283349,1361.12,226.85,1134.27,Taxistransfers,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-11,601283343,4042.64,673.77,3368.87,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-11,601283371,6403.37,1067.23,5336.14,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax,
Salford City Council,2020-08-11,6003088784,61971.93,0.00,61971.93,Water Plus,Service Reform (Corp Bus & Transform),Water,
Salford City Council,2020-08-11,1600652104,609.90,101.65,508.25,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2020-08-11,1600652106,4481.77,746.96,3734.81,Whistl Uk Ltd,Service Reform (Corp Bus & Transform),Postage,
Salford City Council,2020-08-11,601283339,600.00,0.00,600.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,1600652183,1042.20,173.70,868.50,Alan Franklin Builders Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-12,1600652169,4968.00,828.00,4140.00,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire,
Salford City Council,2020-08-12,1600652167,21711.48,3618.58,18092.90,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost,
Salford City Council,2020-08-12,1600652174,1355.00,0.00,1355.00,Chris Dennison Consulting Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-12,1600652171,19823.59,3303.93,16519.66,Eric Wright Civil Engineering Ltd,Service Reform (Corp Bus & Transform),Works & Building,
Salford City Council,2020-08-12,601283502,17566.12,2927.68,14638.44,Executive Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283463,6371.88,1062.00,5309.88,Express Travels (Bolton) Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283519,2405.00,0.00,2405.00,For Housing,People (Childrens) Service Group,Class Supplies Capit,
Salford City Council,2020-08-12,1600652181,1800.24,0.00,1800.24,Great Places Housing Association,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-12,601283464,20347.72,3391.29,16956.43,H59 Transport Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283462,860.00,0.00,860.00,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283461,15379.55,0.00,15379.55,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283466,1785.00,0.00,1785.00,Mistoria Estate Agents Ltd,People (Adults) - CHSC,Unitary Charge,
Salford City Council,2020-08-12,1600649490,506.40,84.40,422.00,Pick Protection,Place Directorate,Equipment Purchase,
Salford City Council,2020-08-12,601283528,1215.65,202.61,1013.04,Reach Publishing Services Ltd,Place Directorate,Advertising,
Salford City Council,2020-08-12,601283531,810.43,135.07,675.36,Reach Publishing Services Ltd,Place Directorate,Marketing/Publicity,
Salford City Council,2020-08-12,601283411,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283412,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283413,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283414,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283415,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283416,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283417,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283418,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283419,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283420,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283421,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283422,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283423,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283424,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283425,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283426,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283427,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283428,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283429,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283430,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283431,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283432,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283433,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283434,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283435,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283436,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283437,1322.20,0.00,1322.20,Redacted Data,People (Childrens) Service Group,Grants - External,
Salford City Council,2020-08-12,601283505,10200.00,1700.00,8500.00,Redacted Data,Service Reform (Corp Bus & Transform),Other Works,
Salford City Council,2020-08-12,1600652173,660.00,0.00,660.00,Redacted Data,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2020-08-12,601283503,11844.96,0.00,11844.96,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283512,41773.27,0.00,41773.27,Redacted Data,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283395,1216.80,202.80,1014.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283397,4002.60,667.10,3335.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283465,7179.61,1196.60,5983.01,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283500,7332.00,0.00,7332.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,1600652200,996.00,166.00,830.00,Signis Group Ltd,People (Childrens) Service Group,Marketing/Publicity,
Salford City Council,2020-08-12,1600652201,1000.00,0.00,1000.00,Spw Consultancy Ltd,People (Childrens) Service Group,Other Prof Fees,
Salford City Council,2020-08-12,601283514,10947.00,0.00,10947.00,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,1600652195,3820.00,0.00,3820.00,T/A Greater Manchester Travelcards,People (Childrens) Service Group,Equipment Purchase,
Salford City Council,2020-08-12,601283499,7694.70,0.00,7694.70,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601283498,8878.50,0.00,8878.50,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2020-08-12,601270716,13021.00,0.00,13021.00,T/A School Transport Solution,People (Childrens) Service Group,Pupil Assistance,
