Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-08,601019302,830.00,0.00,830.00,Collins & Darwell Ltd,Community Health & Social Care,Books & Periodicals
Salford City Council,2011-09-08,601019153,7005.40,1166.24,5839.16,Community Forests North West Ltd,Sustainable Regeneration,Chief Officer - Exp
Salford City Council,2011-09-08,25488997,918.48,153.08,765.40,Alliance Disposables L,Urban Vision,Cleaning Services
Salford City Council,2011-09-08,1600422127,1309.20,218.20,1091.00,Due North Ltd,Customer and Support Services,Computer Equipment
Salford City Council,2011-09-08,1600422215,4884.00,814.00,4070.00,Computer Aided Development,Customer and Support Services,Computer Maintenance
Salford City Council,2011-09-08,1600419405,2530.80,421.80,2109.00,Caretower Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2011-09-08,1600420942,3531.00,588.50,2942.50,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-08,1600420943,10042.37,1673.73,8368.64,Palmer Demolition Ltd,Capital Expenditure,Demolition
Salford City Council,2011-09-08,25489049,4054.80,675.80,3379.00,Sarabec Ltd,Customer and Support Services,Disability Equipment
Salford City Council,2011-09-08,25489058,560.16,93.36,466.80,The Helping Hand Co,Customer and Support Services,Disability Equipment
Salford City Council,2011-09-08,601018899,840.00,140.00,700.00,N J Cook Removals & Storage,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-08,601019150,546.14,91.02,455.12,Master Moves Ltd,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-08,601019152,504.14,84.02,420.12,Master Moves Ltd,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-08,601019132,806.12,20.20,785.92,Eon Energy Ltd,Children's Services,Electricity
Salford City Council,2011-09-08,601019253,8685.01,1421.52,7263.49,Southern Electric,Capital Expenditure,Electricity
Salford City Council,2011-09-08,601019190,550.92,91.82,459.10,Duvet Pillow & Linen Co Ltd,Sustainable Regeneration,Equipment Purchase
Salford City Council,2011-09-08,601019116,6000.00,1000.00,5000.00,Atkins Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-09-08,601019117,6187.20,1031.20,5156.00,Atkins Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-09-08,601019008,537.14,89.52,447.62,Chubb Fire Ltd,Sustainable Regeneration,Fire Equipment
Salford City Council,2011-09-08,601018145,2053.20,342.20,1711.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-08,601019112,1796.71,299.45,1497.26,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-08,601019131,683.46,25.40,658.06,British Gas Business,Children's Services,Gas
Salford City Council,2011-09-08,601018964,2374.35,0.00,2374.35,Transport For Greater Manchester,Chief Executives,Grants
Salford City Council,2011-09-08,601019006,26895.00,0.00,26895.00,Transport For Greater Manchester,Chief Executives,Grants
Salford City Council,2011-09-08,601019212,750.00,125.00,625.00,The Lowry Centre Limited,Children's Services,Hire of Facilities
Salford City Council,2011-09-08,25488983,1462.56,0.00,1462.56,Sunlight,Environment and Community Safety,Laundry
Salford City Council,2011-09-08,1600422164,600.00,100.00,500.00,Soft Surfaces Limited,Environment and Community Safety,Materials
Salford City Council,2011-09-08,1600420176,1548.00,258.00,1290.00,Gb Sport & Leisure,Environment and Community Safety,Materials
Salford City Council,2011-09-08,601019130,12536.64,2089.44,10447.20,Grontmij,Capital Expenditure,Other Works
Salford City Council,2011-09-08,1600418286,4129.80,688.30,3441.50,"G & J Seddon Ltd.,",Environment and Community Safety,Painting Costs
Salford City Council,2011-09-08,601018994,14351.74,0.00,14351.74,Salford Royal Nhs Foundation Trust,Community Health & Social Care,Payments to H A
Salford City Council,2011-09-08,601019159,5438.16,0.00,5438.16,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-08,601017039,16137.71,0.00,16137.71,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,601018862,9835.71,0.00,9835.71,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,601018863,2602.86,0.00,2602.86,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,1600422216,14142.86,0.00,14142.86,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,1600422217,9000.00,0.00,9000.00,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,1600422218,15617.14,0.00,15617.14,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,1600422149,13025.00,0.00,13025.00,Maternal Matters Plc,Children's Services,Payts to Agencies
Salford City Council,2011-09-08,601019209,3007.20,501.20,2506.00,Nt&As,Children's Services,Payts to Other LA's
Salford City Council,2011-09-08,601019225,2641.14,440.19,2200.95,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-09-08,601019227,2751.41,458.57,2292.84,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-09-08,601019230,4069.38,678.23,3391.15,Tnt Post North West Ltd,Customer and Support Services,Postage
Salford City Council,2011-09-08,601019220,5743.79,957.29,4786.50,Xerox  (Uk) Ltd,Customer and Support Services,Print & Photocopying
Salford City Council,2011-09-08,25488987,4085.15,0.00,4085.15,Oliver Kay Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-09-08,25489002,3484.80,0.00,3484.80,Chubb Intergrated,Customer and Support Services,Provisions
Salford City Council,2011-09-08,25489042,1385.31,0.00,1385.31,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2011-09-08,25489010,949.24,29.15,920.09,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-09-08,601019266,6044.40,1007.40,5037.00,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-08,1600420088,568.27,94.71,473.56,Lyreco Uk Limited,Children's Services,Stationery
Salford City Council,2011-09-08,25488986,758.70,126.45,632.25,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-08,601019171,780.00,130.00,650.00,Bedspace Resource Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-08,601019002,9731.00,0.00,9731.00,Alternative Futures Group Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-08,601019003,9731.00,0.00,9731.00,Alternative Futures Group Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-08,601019137,624.90,0.00,624.90,Redacted Personal Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2011-09-08,601019275,780.00,130.00,650.00,Uniqwin Uk Ltd,Sustainable Regeneration,Transfer to Reserves
Salford City Council,2011-09-08,601019073,660.99,0.00,660.99,Safestore Ltd,Sustainable Regeneration,Unclass Road Maint
Salford City Council,2011-09-08,1600417911,1802.57,300.43,1502.14,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-09-08,1600417912,740.54,123.42,617.12,Ellesmere Engineering Co Ltd,Sustainable Regeneration,UV Heat Rep
Salford City Council,2011-09-08,601019241,3501.79,0.00,3501.79,Beacon Support Services,Customer and Support Services,VAT Adjustment
Salford City Council,2011-09-08,601019206,721.60,120.27,601.33,Limes Service Station,Environment and Community Safety,Vehicle Fuel
Salford City Council,2011-09-08,1600422197,500.11,83.35,416.76,Jds Trucks,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600420177,671.40,111.90,559.50,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600420775,1306.37,217.73,1088.64,Millers Oils Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600422160,706.92,117.82,589.10,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600420178,1823.59,303.93,1519.66,Scarab Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600422170,684.00,114.00,570.00,Phillip Dean Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600420187,1520.40,253.40,1267.00,Chambers & Perkins,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,1600421143,1260.00,210.00,1050.00,Fleet Inspection Services Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-08,601019252,1226.91,0.00,1226.91,United Utilities Water Limited,Capital Expenditure,Water
Salford City Council,2011-09-08,601019251,41424.62,0.00,41424.62,United Utilities Water Limited,Capital Expenditure,Water
Salford City Council,2011-09-08,1600416769,9332.48,1555.41,7777.07,Openreach,Capital Expenditure,Works & Building
Salford City Council,2011-09-08,601019248,4620.00,770.00,3850.00,Winsulate Uk Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-08,601019250,8580.00,1430.00,7150.00,Winsulate Uk Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-08,601019268,1330.00,0.00,1330.00,Garfield Construction Limited,Capital Expenditure,Works & Building
Salford City Council,2011-09-08,601019267,63840.00,10640.00,53200.00,Garfield Construction Limited,Capital Expenditure,Works & Building
Salford City Council,2011-09-09,601019422,966.16,0.00,966.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019424,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019425,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019423,1547.80,0.00,1547.80,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019419,1222.88,0.00,1222.88,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019420,982.16,0.00,982.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019448,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019442,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019447,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019443,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019427,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019428,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019429,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019430,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019450,1543.04,0.00,1543.04,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019432,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019433,925.16,0.00,925.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019434,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019435,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019436,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019438,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019431,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019440,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019439,1083.52,0.00,1083.52,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019426,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019441,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019446,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019456,852.92,0.00,852.92,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019457,899.08,0.00,899.08,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019421,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019452,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019453,950.40,0.00,950.40,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019437,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019445,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019449,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019454,807.92,0.00,807.92,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019444,974.16,0.00,974.16,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019417,1378.44,0.00,1378.44,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019418,1378.44,0.00,1378.44,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019451,807.92,0.00,807.92,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601019455,807.92,0.00,807.92,Redacted Personal Data,Community Health & Social Care,Adult Placements
Salford City Council,2011-09-09,601017025,7943.17,1323.86,6619.31,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2011-09-09,601017157,7238.33,1206.39,6031.94,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2011-09-09,601017924,1683.36,280.56,1402.80,Michael Page International,Sustainable Regeneration,Agency Fees
Salford City Council,2011-09-09,601019200,3150.00,525.00,2625.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-09,601019408,1320.00,220.00,1100.00,Com Treat Limited,Customer and Support Services,Cleaning Services
Salford City Council,2011-09-09,1600418029,3365.29,560.89,2804.40,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600418099,1477.45,246.25,1231.20,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600418153,6722.35,1120.39,5601.96,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600418155,7475.42,1245.89,6229.53,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419205,4658.04,776.34,3881.70,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419206,2113.56,352.26,1761.30,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419207,937.77,156.30,781.47,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419444,6904.97,1150.82,5754.15,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419447,1785.23,297.53,1487.70,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600419728,3769.51,628.24,3141.27,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600420302,3923.43,653.91,3269.52,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,1600420475,7173.80,1195.64,5978.16,Jws Waste & Recycling Systems Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2011-09-09,601019296,4910.40,818.40,4092.00,Qa Ltd,Children's Services,Consult/Contractors
Salford City Council,2011-09-09,601019466,7855.18,1300.00,6555.18,Mpss,Chief Executives,Consult/Contractors
Salford City Council,2011-09-09,601019398,143293.01,23882.17,119410.84,Salix Homes Limited,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-09-09,601019336,1122.08,0.00,1122.08,Brookvale,Community Health & Social Care,Day Care
Salford City Council,2011-09-09,601019334,1568.00,0.00,1568.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2011-09-09,601019338,1920.00,0.00,1920.00,Vesta Care Ltd,Community Health & Social Care,Day Care
Salford City Council,2011-09-09,601019314,5786.86,0.00,5786.86,Martin Brokers (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,601019313,10371.23,0.00,10371.23,Tradition (Uk) Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,601019316,5078.08,0.00,5078.08,Tullett Prebon (Uk) Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,601019324,536.99,0.00,536.99,Icap Europe Limited,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,601019311,3755.11,0.00,3755.11,Sterling International Brokers Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,601019312,2792.88,0.00,2792.88,Sterling International Brokers Ltd,Capital Expenditure,Debt Mgmt Expenses
Salford City Council,2011-09-09,1600418642,1735.20,289.20,1446.00,Cruden Property Services Ltd.,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-09,601019464,1330.11,221.68,1108.43,Southern Electric,Sustainable Regeneration,Electricity
Salford City Council,2011-09-09,601019465,695.56,115.92,579.64,Southern Electric,Children's Services,Electricity
Salford City Council,2011-09-09,601016658,664.21,110.70,553.51,Better Blind Company Ltd,Children's Services,Equipment Purchase
Salford City Council,2011-09-09,601019319,10800.00,1800.00,9000.00,Michael Dyson Associates Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2011-09-09,1600422447,200610.00,0.00,200610.00,Greater M/C Police,Chief Executives,Grants
Salford City Council,2011-09-09,601019335,6475.00,0.00,6475.00,Salford Hundred Venture,Sustainable Regeneration,Grants - External
Salford City Council,2011-09-09,601019337,10793.50,0.00,10793.50,Salford Hundred Venture,Sustainable Regeneration,Grants - External
Salford City Council,2011-09-09,6000863306,532.44,0.00,532.44,Sevacare (Uk) Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863332,865.98,0.00,865.98,Comfort Call Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863318,1430.67,0.00,1430.67,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863319,1430.67,0.00,1430.67,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863320,1430.67,0.00,1430.67,Nightingales Home Care Ltd,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863331,2595.73,0.00,2595.73,Image Act & Succeed,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,6000863327,4728.05,0.00,4728.05,Redacted Personal Data,Community Health & Social Care,Home Helps
Salford City Council,2011-09-09,601019295,6269.26,0.00,6269.26,Hmrc,Customer and Support Services,Inland Revenue - CIS
Salford City Council,2011-09-09,601019327,2178.00,363.00,1815.00,G-Map Services Ltd,Community Health & Social Care,Legal Fees
Salford City Council,2011-09-09,601018876,35000.00,0.00,35000.00,Manchester City Council,Sustainable Regeneration,Legal Fees
Salford City Council,2011-09-09,601019134,4958.08,0.00,4958.08,Salford Royal Nhs Foundation Trust,Children's Services,Leisure Activity
Salford City Council,2011-09-09,601019470,10760.00,0.00,10760.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-09,1600422265,1663.36,216.96,1446.40,Mitie Security Ltd,Sustainable Regeneration,Oth Office Expenses
Salford City Council,2011-09-09,601019301,1160.00,0.00,1160.00,Bolton Middlebrook Leisure  Tr,Children's Services,Other Prof Fees
Salford City Council,2011-09-09,601019460,96287.05,16047.84,80239.21,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2011-09-09,601019463,184303.95,30717.32,153586.63,S & W Tlp Education Partnership Ltd,Children's Services,Other Prof Fees
Salford City Council,2011-09-09,601017220,5794.07,965.68,4828.39,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,2011-09-09,601019315,13982.98,2330.50,11652.48,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2011-09-09,601019403,720.00,120.00,600.00,Urban Vision Partnership Ltd,Capital Expenditure,Other Works
Salford City Council,2011-09-09,601019397,12646.86,2107.81,10539.05,Grontmij,Capital Expenditure,Other Works
Salford City Council,2011-09-09,1600422342,10830.00,1805.00,9025.00,"G Jones Ltd.,",Capital Expenditure,Other Works
Salford City Council,2011-09-09,601019325,446700.29,74450.05,372250.24,Carillion Construction Ltd,Capital Expenditure,Other Works
Salford City Council,2011-09-09,1600420411,13703.17,2283.86,11419.31,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2011-09-09,601019304,5874.96,0.00,5874.96,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019305,5851.30,0.00,5851.30,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019306,2816.45,0.00,2816.45,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019307,4317.04,0.00,4317.04,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019308,2527.20,0.00,2527.20,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019309,3543.54,0.00,3543.54,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,601019322,5704.66,0.00,5704.66,I A S (Services) Ltd,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-09,1600422329,11173.50,0.00,11173.50,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-09,1600420970,15057.01,0.00,15057.01,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-09,601017543,528.00,88.00,440.00,Bury Fabrication,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-09,1600421859,530.84,88.47,442.37,Safe & Secure (Uk) Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-09,1600421279,10124.40,1687.40,8437.00,Wessex Lift Co Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-09,25592728,996.00,0.00,996.00,Francotyp,Customer and Support Services,Postage
Salford City Council,2011-09-09,601019462,265243.99,44207.33,221036.66,S & W Tlp Education Partnership Ltd,Capital Expenditure,Purch of Comp Equip
Salford City Council,2011-09-09,1600421169,4269.87,711.64,3558.23,H Jenkinson & Company Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-09,1600422241,1731.56,282.56,1449.00,City Electrical Factors,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2011-09-09,6000847483,758.51,0.00,758.51,Bupa Care Services,Community Health & Social Care,Resid Care Home
Salford City Council,2011-09-09,1600420192,766.37,127.73,638.64,Lyreco Uk Limited,Customer and Support Services,Stationery
Salford City Council,2011-09-09,25592776,560.70,93.45,467.25,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-09,601017202,823.00,137.17,685.83,Cable & Wireless Communications,Sustainable Regeneration,Telephones & Fax
Salford City Council,2011-09-09,1600420492,2880.00,480.00,2400.00,Bikeright,Sustainable Regeneration,Training expenses
Salford City Council,2011-09-09,25634988,1150.89,0.00,1150.89,Aerling,Customer and Support Services,Travel
Salford City Council,2011-09-09,601019402,48865.80,8145.80,40720.00,S & W Tlp Education Partnership Ltd,Children's Services,Unitary Charge
Salford City Council,2011-09-09,1600422325,5344.80,890.80,4454.00,Click Fire & Security Ltd,Capital Expenditure,Works & Building
Salford City Council,2011-09-10,25592735,1320.00,220.00,1100.00,Indigo Lithoprint Ltd,Customer and Support Services,Printing & Photocopying
Salford City Council,2011-09-12,601019564,28018.00,0.00,28018.00,Big Lottery Fund,Children's Services,BLF Children's Play
Salford City Council,2011-09-12,601018830,1202.38,200.40,1001.98,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-12,601018831,1836.28,306.05,1530.23,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-12,601018832,1356.98,226.16,1130.82,Vaughan Decor,Sustainable Regeneration,Building Maintenance
Salford City Council,2011-09-12,601018821,951.00,0.00,951.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-12,601018822,900.00,0.00,900.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-12,601018823,906.00,0.00,906.00,Handyman Services (Manchester) Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2011-09-12,1600420878,597.02,99.50,497.52,Nisbets,Environment and Community Safety,Catering Materials
Salford City Council,2011-09-12,601019541,3031.00,0.00,3031.00,The Court Service,Sustainable Regeneration,Debt Recoveries Agen
Salford City Council,2011-09-12,1600422066,618.00,103.00,515.00,P N Daly,Capital Expenditure,Demolition
Salford City Council,2011-09-12,1600421686,6391.20,1065.20,5326.00,Ups Design And Tiling Division,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-12,601017490,1865.16,310.86,1554.30,Granada Learning,Customer and Support Services,Equipment Purchase
Salford City Council,2011-09-12,1600422477,1792.80,298.80,1494.00,Creedon Healthcare,Community Health & Social Care,Equipment Repair
Salford City Council,2011-09-12,1600422478,943.50,157.25,786.25,Creedon Healthcare,Community Health & Social Care,Equipment Repair
Salford City Council,2011-09-12,601019561,6550.00,0.00,6550.00,Allied London,Capital Expenditure,External Fees-Other
Salford City Council,2011-09-12,601019489,660.60,110.10,550.50,Helping Hands Minor Repairs Service,Sustainable Regeneration,General Repairs
Salford City Council,2011-09-12,601019490,1203.00,200.50,1002.50,Helping Hands Minor Repairs Service,Sustainable Regeneration,General Repairs
Salford City Council,2011-09-12,601019491,1269.00,211.50,1057.50,Helping Hands Minor Repairs Service,Sustainable Regeneration,General Repairs
Salford City Council,2011-09-12,1600421782,6925.00,0.00,6925.00,Greater Manchester West,Community Health & Social Care,Grants - External
Salford City Council,2011-09-12,1600422267,559.68,93.28,466.40,Ellesmere Engineering Co Ltd,Community Health & Social Care,Internet
Salford City Council,2011-09-12,1600420067,2419.20,403.20,2016.00,Ellesmere Engineering Co Ltd,Community Health & Social Care,Internet
Salford City Council,2011-09-12,601019533,5889.60,981.60,4908.00,J C Applications Developmentltd,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-12,601019534,774.90,129.15,645.75,J C Applications Developmentltd,Customer and Support Services,Liability Insurance
Salford City Council,2011-09-12,601019609,7590.00,1265.00,6325.00,Keppie Massie,Capital Expenditure,Other Works
Salford City Council,2011-09-12,601018164,799.00,0.00,799.00,Foster Cares Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-12,601018395,874.00,0.00,874.00,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-12,601018397,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-12,601018398,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-12,1600420637,7920.62,1320.10,6600.52,C Owens (Builders & Contractors) Lt,Capital Expenditure,Pmnt to Ctrs-Improv
