Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Communities & Environment,Supplies and Services,Catering & Provisions,60119355,1,201507,BATLEYS LTD,1874.02,2015-10-20
Communities & Environment,Supplies and Services,Catering & Provisions,60119435,0,201507,HOPWELLS LTD,409.71,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,60119435,1,201507,HOPWELLS LTD,128.49,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,60119435,2,201507,HOPWELLS LTD,125.69,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,60119435,3,201507,HOPWELLS LTD,153.12,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,60119444,0,201507,HOLLAND FOOD SERVICES,471.06,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,60119838,0,201507,BATLEYS LTD,1290.16,2015-10-28
Communities & Environment,Supplies and Services,Catering & Provisions,60119838,1,201507,BATLEYS LTD,181.88,2015-10-28
Communities & Environment,Supplies and Services,Catering & Provisions,60119840,0,201507,BATLEYS LTD,417.20,2015-10-28
Communities & Environment,Supplies and Services,Catering & Provisions,41131627,1,201507,PELICAN ROUGE COFFEE SOLUTIONS LTD,141.96,2015-10-06
Communities & Environment,Supplies and Services,Catering & Provisions,41131627,2,201507,PELICAN ROUGE COFFEE SOLUTIONS LTD,993.55,2015-10-06
Communities & Environment,Supplies and Services,Comms & Computing,148017081,235,201507,O2 (UK) LTD,14.50,2015-10-05
Communities & Environment,Supplies and Services,Comms & Computing,148017463,245,201507,O2 (UK) LTD,14.50,2015-10-29
Communities & Environment,Employees,Indirect Employee Expenses,43871356,1,201507,SGS UNITED KINGDOM LTD,1415.40,2015-10-06
Communities & Environment,Employees,Indirect Employee Expenses,43871357,0,201507,SGS UNITED KINGDOM LTD,1057.70,2015-10-06
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43864879,0,201507,COMMERCIAL CATERING SPARES LTD,434.48,2015-10-23
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43869040,0,201507,ELECTRONIC TEMPERATURE INSTRUMENTS LTD,2665.00,2015-10-21
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43860351,0,201507,SUPPLIES TEAM LTD,606.33,2015-10-06
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41130844,1,201507,JBL SERVICES LTD,2737.00,2015-10-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41131827,1,201507,JBL SERVICES LTD,882.00,2015-10-23
Communities & Environment,Supplies and Services,Catering & Provisions,43862026,0,201507,NORSEMAN DIRECT,399.00,2015-10-07
Communities & Environment,Supplies and Services,Catering & Provisions,43865145,0,201507,NISBETS,791.98,2015-10-15
Communities & Environment,Supplies and Services,Comms & Computing,43865145,1,201507,NISBETS,29.95,2015-10-15
Communities & Environment,Supplies and Services,Comms & Computing,148017081,242,201507,O2 (UK) LTD,99.00,2015-10-05
Communities & Environment,Supplies and Services,Comms & Computing,148017463,253,201507,O2 (UK) LTD,94.15,2015-10-29
Communities & Environment,Supplies and Services,Other Running Costs,41128289,1,201507,CITY OF SUNDERLAND,3502.50,2015-10-27
Communities & Environment,Supplies and Services,Other Running Costs,41133697,1,201507,CITY OF SUNDERLAND,3502.50,2015-10-27
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,0,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,1,201507,HOPWELLS LTD,395.79,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,3,201507,HOPWELLS LTD,14.76,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,4,201507,HOPWELLS LTD,465.20,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,6,201507,HOPWELLS LTD,186.20,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,7,201507,HOPWELLS LTD,255.04,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,8,201507,HOPWELLS LTD,39.87,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,9,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,10,201507,HOPWELLS LTD,238.67,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,11,201507,HOPWELLS LTD,10.74,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,13,201507,HOPWELLS LTD,259.56,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,14,201507,HOPWELLS LTD,28.85,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,15,201507,HOPWELLS LTD,142.36,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,16,201507,HOPWELLS LTD,122.91,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,17,201507,HOPWELLS LTD,184.60,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,18,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,19,201507,HOPWELLS LTD,174.82,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,20,201507,HOPWELLS LTD,181.56,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,21,201507,HOPWELLS LTD,75.44,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,22,201507,HOPWELLS LTD,5.77,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,24,201507,HOPWELLS LTD,88.55,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,25,201507,HOPWELLS LTD,219.75,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,26,201507,HOPWELLS LTD,6.16,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,27,201507,HOPWELLS LTD,157.16,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,28,201507,HOPWELLS LTD,6.16,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,29,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,30,201507,HOPWELLS LTD,205.15,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,31,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,32,201507,HOPWELLS LTD,253.62,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,33,201507,HOPWELLS LTD,254.37,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,34,201507,HOPWELLS LTD,29.52,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,35,201507,HOPWELLS LTD,320.66,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,36,201507,HOPWELLS LTD,85.96,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,37,201507,HOPWELLS LTD,162.06,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,38,201507,HOPWELLS LTD,165.66,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,39,201507,HOPWELLS LTD,191.74,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,40,201507,HOPWELLS LTD,161.64,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,41,201507,HOPWELLS LTD,96.45,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,42,201507,HOPWELLS LTD,23.08,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,43,201507,HOPWELLS LTD,294.18,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,44,201507,HOPWELLS LTD,156.11,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,45,201507,HOPWELLS LTD,23.08,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,46,201507,HOPWELLS LTD,164.55,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,47,201507,HOPWELLS LTD,71.76,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,48,201507,HOPWELLS LTD,274.42,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,50,201507,HOPWELLS LTD,66.69,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,51,201507,HOPWELLS LTD,486.88,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,52,201507,HOPWELLS LTD,323.04,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,53,201507,HOPWELLS LTD,133.63,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,56,201507,HOPWELLS LTD,23.08,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,57,201507,HOPWELLS LTD,252.17,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,58,201507,HOPWELLS LTD,92.27,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,59,201507,HOPWELLS LTD,237.13,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118098,60,201507,HOPWELLS LTD,272.59,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,0,201507,HOPWELLS LTD,74.82,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,1,201507,HOPWELLS LTD,139.60,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,2,201507,HOPWELLS LTD,229.27,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,3,201507,HOPWELLS LTD,223.16,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,4,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,5,201507,HOPWELLS LTD,239.48,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,6,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,7,201507,HOPWELLS LTD,184.70,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,8,201507,HOPWELLS LTD,197.22,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,9,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,10,201507,HOPWELLS LTD,69.24,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,11,201507,HOPWELLS LTD,535.18,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,12,201507,HOPWELLS LTD,28.85,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,13,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,14,201507,HOPWELLS LTD,89.82,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,15,201507,HOPWELLS LTD,281.48,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,16,201507,HOPWELLS LTD,135.25,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,17,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,18,201507,HOPWELLS LTD,95.09,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,19,201507,HOPWELLS LTD,5.77,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,20,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,21,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,22,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,23,201507,HOPWELLS LTD,129.19,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,24,201507,HOPWELLS LTD,256.66,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,25,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,26,201507,HOPWELLS LTD,228.80,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,27,201507,HOPWELLS LTD,107.89,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,28,201507,HOPWELLS LTD,5.77,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,29,201507,HOPWELLS LTD,44.60,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,30,201507,HOPWELLS LTD,13.15,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,31,201507,HOPWELLS LTD,296.48,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,33,201507,HOPWELLS LTD,30.46,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,34,201507,HOPWELLS LTD,191.21,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,35,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,36,201507,HOPWELLS LTD,120.81,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,37,201507,HOPWELLS LTD,151.66,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,38,201507,HOPWELLS LTD,5.77,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,39,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,40,201507,HOPWELLS LTD,167.52,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,41,201507,HOPWELLS LTD,23.08,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,42,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,44,201507,HOPWELLS LTD,215.91,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,45,201507,HOPWELLS LTD,116.58,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,46,201507,HOPWELLS LTD,129.82,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,47,201507,HOPWELLS LTD,126.81,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,48,201507,HOPWELLS LTD,123.98,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,49,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,50,201507,HOPWELLS LTD,30.46,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,51,201507,HOPWELLS LTD,17.31,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,52,201507,HOPWELLS LTD,78.32,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,53,201507,HOPWELLS LTD,172.45,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118099,54,201507,HOPWELLS LTD,11.54,2015-10-02
Communities & Environment,Supplies and Services,Catering & Provisions,60118423,1,201507,BATLEYS LTD,480.00,2015-10-05
Communities & Environment,Supplies and Services,Catering & Provisions,60118423,2,201507,BATLEYS LTD,58.56,2015-10-05
Communities & Environment,Supplies and Services,Catering & Provisions,60118437,1,201507,BATLEYS LTD,360.89,2015-10-05
Communities & Environment,Supplies and Services,Catering & Provisions,60118437,2,201507,BATLEYS LTD,78.61,2015-10-05
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,0,201507,HOPWELLS LTD,217.25,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,1,201507,HOPWELLS LTD,393.50,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,2,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,3,201507,HOPWELLS LTD,223.43,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,4,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,5,201507,HOPWELLS LTD,261.20,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,6,201507,HOPWELLS LTD,23.08,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,7,201507,HOPWELLS LTD,346.85,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,8,201507,HOPWELLS LTD,207.05,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,9,201507,HOPWELLS LTD,137.12,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,10,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,11,201507,HOPWELLS LTD,221.45,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,12,201507,HOPWELLS LTD,246.34,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,13,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,14,201507,HOPWELLS LTD,182.64,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,15,201507,HOPWELLS LTD,446.68,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,16,201507,HOPWELLS LTD,292.18,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,17,201507,HOPWELLS LTD,211.51,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,18,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,19,201507,HOPWELLS LTD,267.71,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,20,201507,HOPWELLS LTD,341.49,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,21,201507,HOPWELLS LTD,382.04,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,22,201507,HOPWELLS LTD,22.14,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,23,201507,HOPWELLS LTD,217.24,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,24,201507,HOPWELLS LTD,639.74,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,25,201507,HOPWELLS LTD,37.28,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,26,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,27,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,28,201507,HOPWELLS LTD,192.60,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,29,201507,HOPWELLS LTD,17.31,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,30,201507,HOPWELLS LTD,289.35,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,31,201507,HOPWELLS LTD,17.31,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,32,201507,HOPWELLS LTD,128.66,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,33,201507,HOPWELLS LTD,216.61,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,34,201507,HOPWELLS LTD,23.08,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,36,201507,HOPWELLS LTD,171.45,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,44,201507,HOPWELLS LTD,114.83,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,45,201507,HOPWELLS LTD,5.77,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,46,201507,HOPWELLS LTD,75.32,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,47,201507,HOPWELLS LTD,93.80,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,48,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,49,201507,HOPWELLS LTD,82.64,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,51,201507,HOPWELLS LTD,5.77,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,52,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,53,201507,HOPWELLS LTD,96.75,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,54,201507,HOPWELLS LTD,17.31,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,55,201507,HOPWELLS LTD,135.95,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,56,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,57,201507,HOPWELLS LTD,266.56,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,58,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,59,201507,HOPWELLS LTD,153.10,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,60,201507,HOPWELLS LTD,11.54,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,61,201507,HOPWELLS LTD,67.40,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,62,201507,HOPWELLS LTD,183.95,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,63,201507,HOPWELLS LTD,232.51,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,64,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,65,201507,HOPWELLS LTD,153.96,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,66,201507,HOPWELLS LTD,17.31,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,67,201507,HOPWELLS LTD,178.67,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,68,201507,HOPWELLS LTD,72.90,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,69,201507,HOPWELLS LTD,163.92,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,70,201507,HOPWELLS LTD,133.15,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,71,201507,HOPWELLS LTD,18.92,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,72,201507,HOPWELLS LTD,9.50,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,73,201507,HOPWELLS LTD,229.92,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,74,201507,HOPWELLS LTD,90.06,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,75,201507,HOPWELLS LTD,259.35,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,76,201507,HOPWELLS LTD,29.52,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,77,201507,HOPWELLS LTD,212.99,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,78,201507,HOPWELLS LTD,5.77,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,79,201507,HOPWELLS LTD,198.53,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,80,201507,HOPWELLS LTD,142.69,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,81,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,82,201507,HOPWELLS LTD,128.74,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,83,201507,HOPWELLS LTD,171.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,84,201507,HOPWELLS LTD,223.16,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,85,201507,HOPWELLS LTD,42.17,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,86,201507,HOPWELLS LTD,110.66,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,87,201507,HOPWELLS LTD,216.34,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,88,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,89,201507,HOPWELLS LTD,319.96,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,90,201507,HOPWELLS LTD,11.54,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,91,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,92,201507,HOPWELLS LTD,228.62,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,93,201507,HOPWELLS LTD,482.61,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,94,201507,HOPWELLS LTD,206.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,95,201507,HOPWELLS LTD,98.18,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,96,201507,HOPWELLS LTD,14.76,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,97,201507,HOPWELLS LTD,34.62,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,98,201507,HOPWELLS LTD,280.39,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,99,201507,HOPWELLS LTD,5.77,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,100,201507,HOPWELLS LTD,209.18,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,101,201507,HOPWELLS LTD,231.51,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,102,201507,HOPWELLS LTD,133.44,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,103,201507,HOPWELLS LTD,121.24,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,104,201507,HOPWELLS LTD,134.10,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,105,201507,HOPWELLS LTD,590.72,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,106,201507,HOPWELLS LTD,51.66,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,107,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,108,201507,HOPWELLS LTD,36.45,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,109,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,110,201507,HOPWELLS LTD,304.00,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,111,201507,HOPWELLS LTD,215.33,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,112,201507,HOPWELLS LTD,311.13,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,113,201507,HOPWELLS LTD,5.77,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,114,201507,HOPWELLS LTD,37.84,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,115,201507,HOPWELLS LTD,206.13,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,116,201507,HOPWELLS LTD,7.38,2015-10-09
Communities & Environment,Supplies and Services,Catering & Provisions,60118561,117,201507,HOPWELLS LTD,17.31,2015-10-09
