Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,40,201804,EMBRACE  GROUP,9837.13,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,41,201804,EMBRACE  GROUP,2333.69,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,43,201804,ROSEWOOD HR SERVICES LTD,65.77,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,46,201804,ROSEWOOD HR SERVICES LTD,2805,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,74,201804,EMBRACE  GROUP,8415,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,112,201804,CARE UK LTD,2805,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,113,201804,CARE UK LTD,3472.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,149,201804,BARCHESTER HEALTHCARE LTD,2886.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,152,201804,BARCHESTER HEALTHCARE LTD,2219,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,153,201804,BARCHESTER HEALTHCARE LTD,2219,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,181,201804,AKARI CARE LIMITED,3104.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,183,201804,AKARI CARE LIMITED,2942.76,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,184,201804,AKARI CARE LIMITED,7123.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,210,201804,AKARI CARE LIMITED,165.01,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,219,201804,AKARI CARE LIMITED,3036.01,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,220,201804,AKARI CARE LIMITED,6277.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,223,201804,AKARI CARE LIMITED,3472.35,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,232,201804,AKARI CARE LIMITED,9070.98,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,233,201804,AKARI CARE LIMITED,30758.74,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,235,201804,AKARI CARE LIMITED,22879.56,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,249,201804,AKARI CARE LIMITED,5541.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,257,201804,PRIMROSE HOUSE LTD,2437,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,258,201804,PRIMROSE HOUSE LTD,2437,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,260,201804,PRIMROSE HOUSE LTD,2437,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,263,201804,PRIMROSE HOUSE LTD,2437,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,298,201804,ATLAS CARE HOMES LTD,6944.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,300,201804,ATLAS CARE HOMES LTD,12158.93,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,301,201804,ATLAS CARE HOMES LTD,3472.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,302,201804,ATLAS CARE HOMES LTD,13889.16,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,306,201804,ATLAS CARE HOMES LTD,2816.33,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,341,201804,ADDISON COURT T/A DAV HOMES LTD,9875.24,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,344,201804,ADDISON COURT T/A DAV HOMES LTD,303.16,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,346,201804,ADDISON COURT T/A DAV HOMES LTD,24015.03,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,347,201804,ADDISON COURT T/A DAV HOMES LTD,3538.06,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,363,201804,GAINFORD CARE HOMES LTD,5999.19,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,367,201804,GAINFORD CARE HOMES LTD,76.66,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,369,201804,GAINFORD CARE HOMES LTD,3472.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,371,201804,GAINFORD CARE HOMES LTD,9082.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,373,201804,GAINFORD CARE HOMES LTD,2805,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,374,201804,GAINFORD CARE HOMES LTD,40332.9,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,403,201804,FELLINGATE CARE CENTRE LTD,6277.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,473,201804,GAINFORD CARE HOMES LTD,5829.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,476,201804,GAINFORD CARE HOMES LTD,6113.38,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,507,201804,COVENT HOUSE,2805,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,509,201804,COVENT HOUSE,2805,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,511,201804,COVENT HOUSE,2718.72,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,514,201804,COVENT HOUSE,1618.9,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,515,201804,COVENT HOUSE,8355,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,517,201804,COVENT HOUSE,3472.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,550,201804,QUALIA CARE LTD,2322.12,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,553,201804,MILFORD CARE,2345.56,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,583,201804,GAINFORD CARE HOME,2699.04,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,617,201804,PREMIER NURSING HOMES LTD,2199.4,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,621,201804,SOVEREIGN CARE NE LTD,3893.55,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,624,201804,CROWN CARE IV LTD,3124.68,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,663,201804,GRANBY ROSE - FOUR SEASONS HEALTH CARE,4400,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,687,201804,GAINFORD CARE HOMES LTD,678.16,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,689,201804,QUALIA CARE LTD,1314.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,730,201804,AKARI CARE LIMITED,2229.87,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,740,201804,AKARI CARE LIMITED,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,765,201804,GAINFORD CARE HOMES LTD,911.16,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,766,201804,GAINFORD CARE HOMES LTD,1332.36,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,769,201804,AKARI CARE LIMITED,2668.74,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,777,201804,GAINFORD CARE HOMES LTD,982.24,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,778,201804,GAINFORD CARE HOMES LTD,1157.52,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,784,201804,PREMIER NURSING HOMES LTD,676,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,817,201804,AKARI CARE LIMITED,633.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,820,201804,AKARI CARE LIMITED,2327.7,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,825,201804,AKARI CARE LIMITED,1608.41,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,854,201804,FELLINGATE CARE CENTRE LTD,887,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,857,201804,COVENT HOUSE,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,867,201804,COVENT HOUSE,1372.56,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,870,201804,COVENT HOUSE,2422,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,900,201804,COVENT HOUSE,315.66,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,903,201804,CARE UK LTD,553.96,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,931,201804,GAINFORD CARE HOME,762.64,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,959,201804,ADDISON COURT T/A DAV HOMES LTD,1104.8,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,963,201804,ADDISON COURT T/A DAV HOMES LTD,91.32,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,964,201804,MILFORD CARE,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,970,201804,ADDISON COURT T/A DAV HOMES LTD,1089.2,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,997,201804,BARCHESTER HEALTHCARE LTD,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1000,201804,PRIMROSE HOUSE LTD,650.38,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1002,201804,PRIMROSE HOUSE LTD,898.08,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1003,201804,PRIMROSE HOUSE LTD,1591.64,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1015,201804,PRIMROSE HOUSE LTD,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1065,201804,ATLAS CARE HOMES LTD,4896.21,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1066,201804,ATLAS CARE HOMES LTD,2464.32,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1097,201804,SOLEHAWK LTD,524.96,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1108,201804,BARCHESTER HEALTHCARE LTD,661.2,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1139,201804,ROSEWOOD HR SERVICES LTD,852.84,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1155,201804,EMBRACE  GROUP,719.04,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1158,201804,EMBRACE  GROUP,1227.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,29,201804,SOLEHAWK LTD,8518.05,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,44,201804,EMBRACE  GROUP,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,45,201804,ROSEWOOD HR SERVICES LTD,13330.63,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,51,201804,ROSEWOOD HR SERVICES LTD,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,71,201804,EMBRACE  GROUP,4247.73,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,106,201804,CARE UK LTD,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,110,201804,CARE UK LTD,12652.8,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,151,201804,BARCHESTER HEALTHCARE LTD,12110.53,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,177,201804,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),4428.48,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,185,201804,AKARI CARE LIMITED,6349,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,217,201804,AKARI CARE LIMITED,5227.28,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,264,201804,PRIMROSE HOUSE LTD,12259.67,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,271,201804,PRIMROSE HOUSE LTD,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,280,201804,NE LIFESTYLES LTD (KIBBLESWORTH),1265.28,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,303,201804,ATLAS CARE HOMES LTD,7908.01,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,320,201804,AKARI CARE LIMITED,4428.48,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,343,201804,ADDISON COURT T/A DAV HOMES LTD,9739.46,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,366,201804,GAINFORD CARE HOMES LTD,10190.02,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,400,201804,FELLINGATE CARE CENTRE LTD,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,404,201804,FELLINGATE CARE CENTRE LTD,6959.04,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,406,201804,FELLINGATE CARE CENTRE LTD,948.96,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,421,201804,LIFEWAYS COMMUNITY CARE,1265.28,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,471,201804,GAINFORD CARE HOMES LTD,6980.74,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,498,201804,THE MANOR HOUSE,6315.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,503,201804,THE MANOR HOUSE,632.64,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,521,201804,COVENT HOUSE,293.73,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,522,201804,COVENT HOUSE,9071.42,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,26,201804,SOLEHAWK LTD,21.72,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,30,201804,SOLEHAWK LTD,4751.71,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,48,201804,ROSEWOOD HR SERVICES LTD,34.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,52,201804,ROSEWOOD HR SERVICES LTD,773.14,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,70,201804,EMBRACE  GROUP,4.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,109,201804,CARE UK LTD,38.57,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,157,201804,BARCHESTER HEALTHCARE LTD,3039.14,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,187,201804,AKARI CARE LIMITED,2695,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,213,201804,AKARI CARE LIMITED,1577,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,267,201804,PRIMROSE HOUSE LTD,1029.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,272,201804,PRIMROSE HOUSE LTD,4846.71,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,273,201804,PRIMROSE HOUSE LTD,2256.43,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,307,201804,ATLAS CARE HOMES LTD,5273.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,314,201804,ATLAS CARE HOMES LTD,42.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,332,201804,AKARI CARE LIMITED,2324,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,333,201804,AKARI CARE LIMITED,2641.14,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,348,201804,ADDISON COURT T/A DAV HOMES LTD,583,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,411,201804,FELLINGATE CARE CENTRE LTD,2004.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,469,201804,GAINFORD CARE HOMES LTD,2551.14,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,472,201804,GAINFORD CARE HOMES LTD,148.57,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,495,201804,THE MANOR HOUSE,3374.57,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,496,201804,THE MANOR HOUSE,7551.71,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,501,201804,COVENT HOUSE,5633.57,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,516,201804,COVENT HOUSE,111.43,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,650,201804,REDWELL HILLS CARE HOME,79.56,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,651,201804,REDWELL HILLS CARE HOME,23.4,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,671,201804,WENTWORTH GRANGE,2470.05,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,688,201804,GAINFORD CARE HOMES LTD,570,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,704,201804,GAINFORD CARE HOMES LTD,31.71,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,738,201804,AKARI CARE LIMITED,309.43,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,788,201804,WENTWORTH GRANGE,570,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,791,201804,AKARI CARE LIMITED,1203.43,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,794,201804,AKARI CARE LIMITED,456,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,814,201804,AKARI CARE LIMITED,570,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,836,201804,THE MANOR HOUSE,4706.57,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,845,201804,THE MANOR HOUSE,669.86,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,853,201804,FELLINGATE CARE CENTRE LTD,390.86,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,897,201804,COVENT HOUSE,1111.89,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,966,201804,ADDISON COURT T/A DAV HOMES LTD,174.43,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,996,201804,PRIMROSE HOUSE LTD,195.42,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,998,201804,PRIMROSE HOUSE LTD,3112.63,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,999,201804,PRIMROSE HOUSE LTD,456,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1063,201804,ATLAS CARE HOMES LTD,1091.14,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1072,201804,RENAL HEALTH LIMITED (T/A CHASE PARK NEURO CENTRE),440,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1095,201804,SOLEHAWK LTD,1316,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1107,201804,BARCHESTER HEALTHCARE LTD,667.72,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,1135,201804,ROSEWOOD HR SERVICES LTD,195.43,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,68,201804,EMBRACE  GROUP,3455.52,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,188,201804,AKARI CARE LIMITED,29.86,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,215,201804,AKARI CARE LIMITED,2645,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,216,201804,AKARI CARE LIMITED,9303.57,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,270,201804,PRIMROSE HOUSE LTD,3104.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,310,201804,ATLAS CARE HOMES LTD,3472.29,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,492,201804,COVENT HOUSE,2805,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,741,201804,AKARI CARE LIMITED,1693.71,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,743,201804,AKARI CARE LIMITED,456,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,896,201804,COVENT HOUSE,2280,2018-07-11,
"Care, Wellbeing & Learning",Premises,Rep & Maint,41229501,1,201804,ORBIS PROTECT LTD,565.71,2018-07-12,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,148028211,10,201804,VODAFONE CORPORATE LTD,20.51,2018-07-31,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41229067,1,201804,JLA TOTAL CARE LTD,457.51,2018-07-05,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",41230211,1,201804,JLA TOTAL CARE LTD,456.51,2018-07-23,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",44001697,0,201804,DEMETER,500,2018-07-02,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041023,5,201804,COMMUNITY INTEGRATED CARE,6986,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041023,15,201804,COMMUNITY INTEGRATED CARE,1583,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041050,2,201804,MENCAP,21643,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041051,2,201804,MENCAP,21643,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041053,1,201804,ST ANNES COMMUNITY SERVICES,2884,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041054,1,201804,ST ANNES COMMUNITY SERVICES,4872,2018-07-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,147041230,3,201804,INTERACTIVE DEVELOPMENT LTD,4710.27,2018-07-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,44001741,0,201804,OGILVIE COMMUNICATIONS LTD,585,2018-07-02,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,376,201804,COMMUNITY INTEGRATED CARE,10889.12,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,393,201804,COMMUNITY INTEGRATED CARE,59384,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,487,201804,ASHDOWN CARE HOMES LTD,4894.08,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,722,201804,ASHDOWN CARE HOMES LTD,552.4,2018-07-11,
"Care, Wellbeing & Learning",Income: Fees and Charges,"Charges, Fees & Income",60020293,761,201804,COMMUNITY INTEGRATED CARE,552.4,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,1,201804,ROSEWOOD HR SERVICES LTD,5308,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,5,201804,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),2654,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,8,201804,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),2654,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,9,201804,ASHDOWN PLUS LLP,1980,2018-07-11,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,60020293,19,201804,WELLBURN CARE HOMES LTD,10693.14,2018-07-11,
