Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020176,627,201211,BOND CARE,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,629,201211,BOND CARE,2948.57,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,637,201211,COVENT HOUSE,3879.42,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,658,201211,VALLEY VIEW RESIDENTIAL HOME,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,659,201211,VALLEY VIEW RESIDENTIAL HOME,10320.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,682,201211,ANCHOR TRUST,5160.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,683,201211,ANCHOR TRUST,1658.58,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,684,201211,CARE UK LTD,3504.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,686,201211,KENSINGTON HOUSE,1834.40,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,698,201211,CARE UK LTD,2127.43,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,700,201211,CARE UK LTD,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,701,201211,ANCHOR TRUST,6880.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,702,201211,CARE UK LTD,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,703,201211,CARE UK LTD,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,705,201211,CARE UK LTD,3440.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,718,201211,THE MANOR HOUSE,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,731,201211,BOND CARE,5160.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,735,201211,BOND CARE,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,737,201211,BOND CARE,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,755,201211,BOND CARE,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,780,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,782,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,804,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1597.14,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,805,201211,FOUR SEASONS HEALTH CARE LTD,3905.55,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,812,201211,WELLBURN CARE HOMES LTD,3504.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,816,201211,WELLBURN CARE HOMES LTD,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,819,201211,APPLETREE GRANGE,10320.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,847,201211,CRAIGIELEA NURSING HOME,6880.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,850,201211,CRAIGIELEA NURSING HOME,9607.42,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,851,201211,CRAIGIELEA NURSING HOME,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,853,201211,EUROPEAN CARE (UK) LTD-D/COTE,4300.01,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,865,201211,EUROPEAN CARE (UK) LTD-D/COTE,5774.29,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,869,201211,APPLETREE GRANGE,13145.71,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,871,201211,REDACTED - Personal Information,2702.86,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,877,201211,APPLETREE GRANGE,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,879,201211,WELLBURN CARE HOMES LTD,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,896,201211,KEIRO LTD,2641.43,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,901,201211,KEIRO LTD,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,902,201211,BARCHESTER HEALTHCARE LTD,1648.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,905,201211,BARCHESTER HEALTHCARE LTD,4944.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,928,201211,TYNE VIEW NURSING HOME,1720.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,931,201211,TYNE VIEW NURSING HOME,5467.14,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,934,201211,WELLBURN CARE HOMES LTD,187.72,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,940,201211,GLCC LTD - HILLSIDE GRANGE,8240.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,942,201211,GLCC LTD - HILLSIDE GRANGE,6592.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,945,201211,ADDISON COURT T/A DAV HOMES LTD,3504.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,946,201211,GLCC LTD - HILLSIDE GRANGE,8593.14,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,948,201211,BOND CARE,3440.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,953,201211,ADDISON COURT T/A DAV HOMES LTD,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,969,201211,COMMUNITY INTEGRATED CARE,1591.08,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,970,201211,ASPIRE HEALTHCARE LIMITED,2320.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,982,201211,ASPIRE HEALTHCARE LIMITED,1648.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1004,201211,FOUR SEASONS HEALTHCARE LTD,20953.14,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1010,201211,FOUR SEASONS HEALTHCARE LTD,9652.57,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1018,201211,ASPIRE HEALTHCARE LIMITED,5371.04,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1063,201211,BARCHESTER HEALTHCARE,14016.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1064,201211,BARCHESTER HEALTHCARE,5256.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1093,201211,BARCHESTER HEALTHCARE,9698.56,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1114,201211,FELLINGATE CARE CENTRE LTD,3328.80,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1115,201211,FOUR SEASONS HEALTHCARE LTD,3296.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1119,201211,ROSEWOOD CARE LLP,5256.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1121,201211,ASPIRE DESIGN AND BUILD LIMITED,1660.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1122,201211,ROSEWOOD CARE LLP,7008.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1123,201211,ROSEWOOD CARE LLP,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1124,201211,ROSEWOOD CARE LLP,5256.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1126,201211,FELLINGATE CARE CENTRE LTD,5256.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1128,201211,FELLINGATE CARE CENTRE LTD,1752.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1129,201211,FELLINGATE CARE CENTRE LTD,5238.48,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1130,201211,FELLINGATE CARE CENTRE LTD,2377.71,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,13,201211,STANLEY PARK - CARE UK,1857.24,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,24,201211,CLOSE HOUSE NURSING HOME,1864.56,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,33,201211,DERWENT CARE HOME,3677.68,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,34,201211,BRIDGE CARE RESIDENTIAL LTD,1864.56,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,37,201211,LEONARD CHESHIRE FOUNDATION,3042.84,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,56,201211,KENT COMMUNITY HOUSING TRUST,1979.48,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,86,201211,MANOR CARE HOME GROUP,1556.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,87,201211,BEENSTOCK HOME MENANGEMENT LTD,1792.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,88,201211,"ST JOSEPH'S, SISTERS OF THE POOR",1820.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,98,201211,NEEDHAM COURT,2536.80,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,99,201211,FOXTON COURT,1930.80,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,101,201211,SHOTLEY PARK HE LTD,1740.36,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,103,201211,ACTIVE HORIZONS LTD,3296.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,110,201211,R.M.B.I.,1842.60,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,111,201211,ACTIVE HORIZONS LTD,1648.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,115,201211,KINGS COTTAGE RESIDENTIAL HOME,1842.60,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,117,201211,BOND CARE,1820.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,124,201211,ST MARY'S CONVENT,1740.36,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,125,201211,SERVICE TO THE AGED LIMITED,3600.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,129,201211,LEAZES HALL,3480.72,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,130,201211,LEAZES HALL,1827.24,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,142,201211,WINDSOR NURSING HOME,1775.76,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,157,201211,SUTHERLAND COURT,1820.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,168,201211,PERCY HEDLEY CENTRE,5016.92,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,171,201211,NEWLIFE CARE SERVICES,4829.68,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1074,201211,DERWENT CARE HOME,1838.84,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1078,201211,DERWENT CARE HOME,1838.84,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1079,201211,HOWARD COURT CARE HOME LTD,11518.20,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1081,201211,EASTGATE MANOR,1797.92,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1082,201211,REDWELL HILLS CARE HOME,1818.84,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1083,201211,COUNRTYWIDE CARE HOMES LTD,1864.56,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1084,201211,ROSEWOOD VILLA,2247.43,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,1085,201211,CRYSTAL COURT,3000.00,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,192,201211,LEAZES HALL,997.12,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,194,201211,BEENSTOCK HOME MENANGEMENT LTD,464.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,215,201211,WINDSOR NURSING HOME,524.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,219,201211,WELLBURN CARE HOMES LTD,1250.92,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,225,201211,KENSINGTON HOUSE,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,227,201211,FOUR SEASONS HEALTHCARE LTD,7785.43,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,228,201211,FOUR SEASONS HEALTHCARE LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,236,201211,EUROPEAN CARE (UK) LTD-D/COTE,1803.30,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,242,201211,EUROPEAN CARE (UK) LTD-D/COTE,1713.35,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,248,201211,PERCY HEDLEY CENTRE,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,250,201211,FOUR SEASONS HEALTHCARE LTD,2862.48,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,252,201211,WELLBURN CARE HOMES LTD,554.12,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,260,201211,GLCC LTD - HILLSIDE GRANGE,2571.48,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,261,201211,GLCC LTD - HILLSIDE GRANGE,2245.00,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,268,201211,GLCC LTD - HILLSIDE GRANGE,3133.84,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,275,201211,REDACTED - Personal Information,1017.00,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,284,201211,ANCHOR TRUST,1338.60,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,287,201211,ANCHOR TRUST,1490.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,290,201211,ANCHOR TRUST,872.03,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,305,201211,WELLBURN CARE HOMES LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,308,201211,R.M.B.I.,568.52,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,311,201211,ST MARY'S CONVENT,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,314,201211,VALLEY VIEW RESIDENTIAL HOME,675.68,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,315,201211,LEAZES HALL,1675.44,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,317,201211,VALLEY VIEW RESIDENTIAL HOME,4030.64,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,321,201211,VALLEY VIEW RESIDENTIAL HOME,491.84,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,327,201211,FELLINGATE CARE CENTRE LTD,1460.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,329,201211,FELLINGATE CARE CENTRE LTD,1425.63,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,330,201211,FELLINGATE CARE CENTRE LTD,1028.84,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,335,201211,FELLINGATE CARE CENTRE LTD,626.31,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,340,201211,REDWELL HILLS CARE HOME,476.64,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,352,201211,ADDISON COURT T/A DAV HOMES LTD,1058.24,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,355,201211,ADDISON COURT T/A DAV HOMES LTD,1099.76,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,357,201211,SERVICE TO THE AGED LIMITED,1367.76,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,367,201211,ROSEWOOD VILLA,1507.08,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,381,201211,COVENT HOUSE,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,387,201211,COVENT HOUSE,1226.31,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,391,201211,ACTIVE HORIZONS LTD,1344.46,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,403,201211,THE MANOR HOUSE,1307.84,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,406,201211,THE MANOR HOUSE,3063.92,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,409,201211,KINGS COTTAGE RESIDENTIAL HOME,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,411,201211,ACTIVE HORIZONS LTD,557.24,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,415,201211,EASTGATE MANOR,492.56,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,422,201211,KENT COMMUNITY HOUSING TRUST,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,424,201211,"ST JOSEPH'S, SISTERS OF THE POOR",468.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,432,201211,BARCHESTER HEALTHCARE,1613.96,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,434,201211,BARCHESTER HEALTHCARE,2826.55,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,435,201211,BARCHESTER HEALTHCARE,4843.88,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,439,201211,SHOTLEY PARK HE LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,463,201211,SUTHERLAND COURT,1070.56,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,464,201211,FOXTON COURT,777.4,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,469,201211,SUTHERLAND COURT,11767.68,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,472,201211,ROSEWOOD CARE LLP,2905.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,474,201211,ROSEWOOD CARE LLP,2044.81,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,475,201211,ROSEWOOD CARE LLP,450.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,476,201211,ROSEWOOD CARE LLP,2360.64,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,478,201211,ROSEWOOD CARE LLP,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,479,201211,ROSEWOOD CARE LLP,1056.80,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,480,201211,NEEDHAM COURT,754.29,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,493,201211,DERWENT CARE HOME,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,495,201211,DERWENT CARE HOME,574.92,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,496,201211,DERWENT CARE HOME,1010.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,498,201211,ASPIRE HEALTHCARE LIMITED,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,502,201211,BOND CARE,1716.80,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,505,201211,BOND CARE,1845.61,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,517,201211,APPLETREE GRANGE,3030.08,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,518,201211,APPLETREE GRANGE,608.32,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,521,201211,TYNE VIEW NURSING HOME,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,522,201211,TYNE VIEW NURSING HOME,1477.40,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,525,201211,CLOSE HOUSE NURSING HOME,468.84,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,526,201211,KEIRO LTD,693.64,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,530,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),437.46,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,532,201211,CRAIGIELEA NURSING HOME,608.56,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,540,201211,BARCHESTER HEALTHCARE LTD,1128.88,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,557,201211,HOWARD COURT CARE HOME LTD,1242.40,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,561,201211,KEIRO LTD,801.15,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,564,201211,STANLEY PARK - CARE UK,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,567,201211,APPLETREE GRANGE,4945.93,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,575,201211,BOND CARE,2472.49,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,576,201211,BOND CARE,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,577,201211,BOND CARE,542.07,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,589,201211,BOND CARE,664.72,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,661,201211,CRAIGIELEA NURSING HOME,3150.55,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,662,201211,CRAIGIELEA NURSING HOME,2278.28,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,664,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),510.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,666,201211,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,672,201211,MANOR CARE HOME GROUP,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,674,201211,FOUR SEASONS HEALTH CARE LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,675,201211,BARCHESTER HEALTHCARE LTD,935.12,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,676,201211,LEONARD CHESHIRE FOUNDATION,492.56,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,678,201211,BRIDGE CARE RESIDENTIAL LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,759,201211,CARE UK LTD,340.57,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,764,201211,CARE UK LTD,1379.16,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,766,201211,CARE UK LTD,1390.24,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,789,201211,CARE UK LTD,2056.48,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,790,201211,CARE UK LTD,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,792,201211,CARE UK LTD,516.08,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,794,201211,BOND CARE,448.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,797,201211,CARE UK LTD,783.4,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,798,201211,CARE UK LTD,1914.68,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,832,201211,COUNRTYWIDE CARE HOMES LTD,483,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,833,201211,BOND CARE,761.04,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,1097,201211,BOND CARE,476.8,2013-02-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020176,1111,201211,CARE UK LTD,476.8,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,3,201211,FELLINGATE CARE CENTRE LTD,22707.71,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,4,201211,FELLINGATE CARE CENTRE LTD,12460.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,5,201211,FELLINGATE CARE CENTRE LTD,7120.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,456,201211,THE MANOR HOUSE,3560.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,458,201211,THE MANOR HOUSE,16020.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,593,201211,BOND CARE,4958.57,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,595,201211,BOND CARE,7120.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,596,201211,BOND CARE,3560.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,608,201211,VALLEY VIEW RESIDENTIAL HOME,20928.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,611,201211,VALLEY VIEW RESIDENTIAL HOME,1744.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,612,201211,VALLEY VIEW RESIDENTIAL HOME,1744.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,614,201211,VALLEY VIEW RESIDENTIAL HOME,1744.00,2013-02-27
Community Based Services,Third Party Payments,Third Party Payments,60020176,626,201211,BOND CARE,3488.00,2013-02-27
