Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,868,201101,FOUR SEASONS HEALTHCARE LTD,292.4,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,143,201101,WESTMINSTER HEALTH CARE LTD,598.4,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,470,201101,FOUR SEASONS HEALTHCARE LTD,598.4,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,573,201101,WHICKHAM VILLA,4800.00,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1003,201101,ADDISON COURT T/A DAV HOMES LTD,586.34,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,234,201101,UNITED RESPONSE,10657.68,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,236,201101,UNITED RESPONSE,7105.12,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,306,201101,CLIFFORD HOUSE HOMES LTD,6748.36,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,328,201101,COMMUNITY INTEGRATED CARE,12634.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,331,201101,COMMUNITY INTEGRATED CARE,48522.56,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,367,201101,COMMUNITY INTEGRATED CARE,18272.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,370,201101,COMMUNITY INTEGRATED CARE,8614.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,379,201101,COMMUNITY INTEGRATED CARE,18576.10,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,390,201101,ASHDOWN CARE HOMES LTD,3310.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,395,201101,ASHDOWN CARE HOMES LTD,2710.32,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,406,201101,COMMUNITY INTEGRATED CARE,8210.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,411,201101,ASHDOWN CARE HOMES LTD,1106.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,416,201101,ASHDOWN CARE HOMES LTD,2555.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,417,201101,ASHDOWN CARE HOMES LTD,4894.08,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,483,201101,ASHDOWN CARE HOMES LTD,2700.72,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,625,201101,CASTLEBECK CARE (TEESDALE) LTD,12240.48,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,628,201101,NEWLIFE CARE SERVICES,3673.00,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,98,201101,NEWLIFE CARE SERVICES,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,766,201101,ASHDOWN CARE HOMES LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,777,201101,ASHDOWN CARE HOMES LTD,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,782,201101,ASHDOWN CARE HOMES LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,854,201101,ASHDOWN CARE HOMES LTD,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,929,201101,COMMUNITY INTEGRATED CARE,584.8,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,930,201101,COMMUNITY INTEGRATED CARE,877.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,931,201101,COMMUNITY INTEGRATED CARE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,971,201101,COMMUNITY INTEGRATED CARE,1103.00,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,999,201101,CLIFFORD HOUSE HOMES LTD,909.1,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,109,201101,KENSINGTON HOUSE,1834.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,153,201101,ASPIRE HEALTHCARE LIMITED,12624.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,181,201101,THE OAKS,4636.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,182,201101,THE OAKS,1957.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,218,201101,THE OAKS,1957.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,223,201101,KENSINGTON HOUSE,1834.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,225,201101,THE OAKS,4636.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,237,201101,UNITED RESPONSE,5200.12,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,270,201101,CARELINE LIFESTYLES LTD,10000.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,275,201101,CLIFFORD HOUSE HOMES LTD,10769.16,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,303,201101,APPLETREE GRANGE,1720.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,307,201101,CLIFFORD HOUSE HOMES LTD,11571.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,332,201101,FAIRWAYS,11630.84,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,333,201101,ASHDOWN CARE HOMES LTD,6402.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,385,201101,HEATHER HOUSE,24188.88,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,387,201101,COMMUNITY INTEGRATED CARE,34164.42,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,389,201101,ASHDOWN CARE HOMES LTD,2700.72,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,396,201101,COMMUNITY INTEGRATED CARE,13594.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,405,201101,ASHDOWN CARE HOMES LTD,1410.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,410,201101,ASHDOWN CARE HOMES LTD,12873.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,413,201101,FAIRWAYS,8153.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,415,201101,ASHDOWN CARE HOMES LTD,6422.12,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,481,201101,FOUR SEASONS HEALTHCARE LTD,5045.37,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,583,201101,BROOKVALE,3243.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,598,201101,POSITIVE APPROACH SERVICES LTD,6883.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,602,201101,CITY OF SUNDERLAND,11717.12,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,618,201101,WILKINSON PARK,2439.52,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,630,201101,CASTLEBECK CARE (TEESDALE) LTD,29942.88,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,637,201101,REDACTED - Personal Information,1645.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,650,201101,AUTISM NORTH LTD,9649.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,652,201101,JANE PERCY HOUSE COMPANY,3180.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,658,201101,TYNE & WEAR AUTISTIC SOCIETY - MOORPINE,8432.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,661,201101,THREE PIPS,6677.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,671,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,5714.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,694,201101,POSITIVE APPROACH SERVICES LTD,2694.44,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,698,201101,HOLLYHURST,13485.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,717,201101,POSITIVE APPROACH SERVICES LTD,1739.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,719,201101,SOVEREIGN CARE,5488.98,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,726,201101,MILBURY CARE SERVICES LTD,6797.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,727,201101,MILBURY CARE SERVICES LTD,13247.36,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,728,201101,PUTNEY HOUSE LTD,7408.48,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,732,201101,ATLAS DENE HALL,9904.88,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,739,201101,GAINFORD CARE HOMES,33410.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,743,201101,FORESIGHT RESIDENTIAL LTD,2371.64,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,757,201101,AUTISM NORTH C/O TRINITY HOUSE,9723.20,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,129,201101,REDACTED - Personal Information,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,162,201101,KENSINGTON HOUSE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,211,201101,KENSINGTON HOUSE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,764,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,767,201101,WILKINSON PARK,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,771,201101,SOVEREIGN CARE,2086.75,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,779,201101,CITY OF SUNDERLAND,584.8,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,780,201101,ASHDOWN CARE HOMES LTD,584.8,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,784,201101,ASHDOWN CARE HOMES LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,863,201101,GAINFORD CARE HOMES,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,867,201101,FOUR SEASONS HEALTHCARE LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,912,201101,POSITIVE APPROACH SERVICES LTD,584.8,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,913,201101,HEATHER HOUSE,1217.65,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,918,201101,BROOKVALE,345.37,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,919,201101,PUTNEY HOUSE LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,932,201101,COMMUNITY INTEGRATED CARE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,939,201101,FAIRWAYS,877.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,944,201101,FAIRWAYS,877.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,951,201101,THREE PIPS,352.67,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,972,201101,COMMUNITY INTEGRATED CARE,2065.12,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,974,201101,POSITIVE APPROACH SERVICES LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,993,201101,CLIFFORD HOUSE HOMES LTD,1039.35,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1000,201101,CLIFFORD HOUSE HOMES LTD,457.1,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1056,201101,APPLETREE GRANGE,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1070,201101,THE OAKS,476.96,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1071,201101,THE OAKS,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1091,201101,CARELINE LIFESTYLES LTD,746.95,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1096,201101,UNITED RESPONSE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1113,201101,ASPIRE HEALTHCARE LIMITED,1039.35,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1120,201101,JANE PERCY HOUSE COMPANY,339.9,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1128,201101,THE OAKS,462.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1129,201101,THE OAKS,441.2,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,754,201101,GAINFORD CARE HOMES,3184.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,166,201101,ST CUTHBERTS HOUSE LTD,1745.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,348,201101,ST CUTHBERTS HOUSE LTD,1745.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,414,201101,ASHDOWN CARE HOMES LTD,1400.36,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,941,201101,ASHDOWN CARE HOMES LTD,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1133,201101,ST CUTHBERTS HOUSE LTD,454.55,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,392,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,2180.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,59,201101,NTW NHS FOUNDATION TRUST,1424.84,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,168,201101,ASPIRE HEALTHCARE LIMITED,1442.32,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,178,201101,THE OAKS,2693.52,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,180,201101,THE OAKS,3399.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,184,201101,THE OAKS,2693.52,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,227,201101,THE OAKS,3399.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,238,201101,UNITED RESPONSE,1647.44,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,239,201101,UNITED RESPONSE,6589.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,336,201101,CLIFFORD HOUSE HOMES LTD,1695.76,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,369,201101,COMMUNITY INTEGRATED CARE,1442.32,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,381,201101,COMMUNITY INTEGRATED CARE,2449.36,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,386,201101,HEATHER HOUSE,24073.88,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,393,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,1603.08,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,409,201101,ASHDOWN CARE HOMES LTD,7247.12,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,738,201101,FORESIGHT RESIDENTIAL LTD,1449.44,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,755,201101,GAINFORD CARE HOMES,2064.52,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,189,201101,NTW NHS FOUNDATION TRUST,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,765,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,774,201101,ASHDOWN CARE HOMES LTD,1624.15,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,909,201101,COMMUNITY INTEGRATED CARE,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,959,201101,HEATHER HOUSE,2631.60,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,973,201101,COMMUNITY INTEGRATED CARE,809.67,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1002,201101,CLIFFORD HOUSE HOMES LTD,422.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1047,201101,UNITED RESPONSE,1493.90,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1095,201101,UNITED RESPONSE,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1098,201101,FORESIGHT RESIDENTIAL LTD,291.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1112,201101,ASPIRE HEALTHCARE LIMITED,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1124,201101,THE OAKS,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1126,201101,THE OAKS,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1130,201101,THE OAKS,441.2,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1131,201101,THE OAKS,441.2,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,48,201101,NTW NHS FOUNDATION TRUST,19412.08,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,60,201101,NTW NHS FOUNDATION TRUST,26786.44,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,62,201101,NTW NHS FOUNDATION TRUST,8708.68,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,63,201101,NTW NHS FOUNDATION TRUST,31367.40,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,64,201101,NTW NHS FOUNDATION TRUST,7769.04,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,65,201101,NTW NHS FOUNDATION TRUST,15100.32,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,71,201101,NTW NHS FOUNDATION TRUST,5372.72,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,79,201101,NTW NHS FOUNDATION TRUST,11500.84,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,80,201101,NTW NHS FOUNDATION TRUST,27093.68,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,104,201101,NTW NHS FOUNDATION TRUST,27854.04,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,663,201101,NTW NHS FOUNDATION TRUST,4315.08,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,119,201101,NTW NHS FOUNDATION TRUST,746.95,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1017,201101,NTW NHS FOUNDATION TRUST,584.8,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1019,201101,NTW NHS FOUNDATION TRUST,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1107,201101,NTW NHS FOUNDATION TRUST,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1110,201101,NTW NHS FOUNDATION TRUST,454.55,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,480,201101,FOUR SEASONS HEALTHCARE LTD,3654.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,654,201101,BAWI HOMES LTD,3865.20,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,677,201101,BAWI HOMES LTD,3865.20,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,683,201101,FOUR SEASONS HEALTHCARE LTD,1880.48,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,688,201101,BAWI HOMES LTD,3865.20,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,690,201101,BAWI HOMES LTD,3865.20,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,43,201101,FOUR SEASONS HEALTHCARE LTD,292.4,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,571,201101,WHICKHAM VILLA,598.4,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,751,201101,MILTON LODGE,8194.52,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,144,201101,ST CUTHBERTS HOUSE LTD,3290.79,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,177,201101,ASPIRE HEALTHCARE LIMITED,2354.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,479,201101,FOUR SEASONS HEALTHCARE LTD,4556.72,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,482,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,10708.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,567,201101,WHICKHAM VILLA,3999.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,665,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,18121.06,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,680,201101,FOUR SEASONS HEALTHCARE LTD,2034.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,747,201101,REDACTED - Personal Information,6696.43,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,37,201101,FOUR SEASONS HEALTHCARE LTD,292.4,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,761,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,593.05,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,762,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1072,201101,ST CUTHBERTS HOUSE LTD,447.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,137,201101,ST CUTHBERTS HOUSE LTD,8699.60,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,226,201101,ASPIRE HEALTHCARE LIMITED,6314.32,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,408,201101,ASPIRE DESIGN AND BUILD LIMITED,3691.36,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,420,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,3452.92,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,478,201101,FOUR SEASONS HEALTHCARE LTD,2451.27,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,570,201101,WHICKHAM VILLA,1854.68,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,632,201101,CASTLEBECK CARE (TEESDALE) LTD,12991.96,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,660,201101,MULROY NURSING HOME,3463.52,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,703,201101,MILLDENE NURSING HOME,1577.64,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,705,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,4349.76,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,776,201101,ASPIRE DESIGN AND BUILD LIMITED,310.15,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,818,201101,WHICKHAM VILLA,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,958,201101,MILLDENE NURSING HOME,454.55,2011-04-27
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020138,1122,201101,ST CUTHBERTS HOUSE LTD,454.55,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,695,201101,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,2468.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,75,201101,ADDISON COURT T/A DAV HOMES LTD,184.28,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,140,201101,WESTMINSTER HEALTH CARE LTD,18681.25,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,141,201101,WESTMINSTER HEALTH CARE LTD,15060.46,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,142,201101,WESTMINSTER HEALTH CARE LTD,3296.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,147,201101,TYNEVIEW NURSING HOME,2154.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,148,201101,TYNEVIEW NURSING HOME,5160.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,149,201101,TYNEVIEW NURSING HOME,3440.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,179,201101,WESTMINSTER HEALTH CARE LTD,3861.33,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,187,201101,TYNEVIEW NURSING HOME,1720.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,188,201101,CRAIGIELEA NURSING HOME,30090.55,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,228,201101,ADDISON COURT T/A DAV HOMES LTD,1720.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,233,201101,CRAIGIELEA NURSING HOME,5256.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,240,201101,CRAIGIELEA NURSING HOME,3078.51,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,260,201101,ADDISON COURT T/A DAV HOMES LTD,2154.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,261,201101,ADDISON COURT T/A DAV HOMES LTD,3440.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,273,201101,CRAIGIELEA NURSING HOME,1752.00,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,279,201101,FOUR SEASONS HEALTH CARE LTD,2154.80,2011-04-27
Community Based Services,Third Party Payments,Third Party Payments,60020138,280,201101,FOUR SEASONS HEALTH CARE LTD,2154.80,2011-04-27
