Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020200,456,201302,ROSEWOOD CARE LLP,2108.70,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,461,201302,ROSEWOOD CARE LLP,1752.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,463,201302,ROSEWOOD CARE LLP,7297.10,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,464,201302,ROSEWOOD CARE LLP,1332.73,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,480,201302,STEPHENSON COURT,2151.84,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,481,201302,ROUNDVIEW PROPERTIES LTD,1653.24,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,491,201302,TAMARIS (ENGLAND) LTD,1717.04,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,497,201302,ALBANY HOUSE,1780.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,502,201302,AGUDAS ISRAEL HOUSING ASSOC,2315.36,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,504,201302,CAREWELL (HEALTHCARE) LTD,1660.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,508,201302,LEAZES HALL,1827.24,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,525,201302,ST CUTHBERTS CARE,3640.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,526,201302,PONTELAND MANOR - CARE UK,79.74,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,527,201302,ST CUTHBERTS CARE,3640.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,531,201302,CAREWELL (HEALTHCARE) LTD,1660.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,541,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,547,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,548,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,551,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,552,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,553,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,554,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,557,201302,ARGYLE HOUSE CARE CENTRE,1586.68,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,558,201302,BOND CARE,1842.60,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,565,201302,BOND CARE,1778.40,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,596,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,598,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,599,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,600,201302,MILFORD CARE,1654.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,602,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,2144.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,613,201302,PARK HOUSE CARE HOME,1656.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,622,201302,ST GEORGE'S NURSING HOME,912.20,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,624,201302,ASPEN COURT CARE HOME,2220.24,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,625,201302,FOUR SEASONS HEALTH CARE,1744.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,645,201302,ADDISON COURT T/A DAV HOMES LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,648,201302,AGUDAS ISRAEL HOUSING ASSOC,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,650,201302,CAREWELL (HEALTHCARE) LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,671,201302,ADDISON COURT T/A DAV HOMES LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,672,201302,ADDISON COURT T/A DAV HOMES LTD,2900.52,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,673,201302,ADDISON COURT T/A DAV HOMES LTD,1949.80,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,675,201302,MILFORD CARE,489.32,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,681,201302,ST CUTHBERTS CARE,1630.48,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,708,201302,ROSEWOOD CARE LLP,711.48,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,710,201302,ARGYLE HOUSE CARE CENTRE,655.16,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,717,201302,PARK HOUSE CARE HOME,4877.79,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,721,201302,ROSEWOOD CARE LLP,1237.92,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,722,201302,ROSEWOOD CARE LLP,374.96,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,724,201302,ST CUTHBERTS CARE,1155.12,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,741,201302,FOUR SEASONS HEALTHCARE LTD,2992.60,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,742,201302,FOUR SEASONS HEALTHCARE LTD,7019.07,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,767,201302,ST GEORGE'S NURSING HOME,45.08,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,783,201302,ROUNDVIEW PROPERTIES LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,807,201302,LEAZES HALL,1421.27,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,853,201302,FELLINGATE CARE CENTRE LTD,299.98,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,871,201302,BOND CARE,1764.58,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,876,201302,BOND CARE,4704.77,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,877,201302,BOND CARE,806.82,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,878,201302,BOND CARE,1910.24,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,881,201302,KEIRO LTD,1458.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,882,201302,KEIRO LTD,1892.52,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,883,201302,KEIRO LTD,3369.56,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,888,201302,TYNE VIEW NURSING HOME,718.76,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,889,201302,BOND CARE,192.26,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,894,201302,TYNE VIEW NURSING HOME,1177.52,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,895,201302,TYNE VIEW NURSING HOME,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,904,201302,BOND CARE,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,922,201302,CARE UK LTD,1906.27,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,929,201302,CARE UK LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,931,201302,CARE UK LTD,702.24,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,935,201302,BARCHESTER HEALTHCARE LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,938,201302,BARCHESTER HEALTHCARE LTD,2028.86,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,953,201302,BARCHESTER HEALTHCARE LTD,501.04,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,954,201302,BARCHESTER HEALTHCARE LTD,7489.61,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,967,201302,BOND CARE,650.24,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,968,201302,BOND CARE,585.68,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,972,201302,BARCHESTER HEALTHCARE LTD,3399.36,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,985,201302,ASPEN COURT CARE HOME,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,989,201302,THE MANOR HOUSE,1099.40,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,995,201302,THE MANOR HOUSE,606.69,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,996,201302,THE MANOR HOUSE,484.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1005,201302,EUROPEAN CARE (UK) LTD-D/COTE,2428.42,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1010,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1011,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1021,201302,EUROPEAN CARE (UK) LTD-D/COTE,1006.60,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1022,201302,CRAIGIELEA NURSING HOME,5220.93,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1035,201302,FELLINGATE CARE CENTRE LTD,2507.88,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1036,201302,FELLINGATE CARE CENTRE LTD,1925.66,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1039,201302,EUROPEAN CARE (UK) LTD-D/COTE,7118.52,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1054,201302,CRAIGIELEA NURSING HOME,1095.28,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1055,201302,CRAIGIELEA NURSING HOME,501.48,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1057,201302,COVENT HOUSE,1603.27,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1058,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1060,201302,TAMARIS (ENGLAND) LTD,493.72,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1062,201302,ALBANY HOUSE,595.04,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1063,201302,COVENT HOUSE,2343.64,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1073,201302,FOUR SEASONS HEALTH CARE LTD,529.68,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1089,201302,FOUR SEASONS HEALTH CARE LTD,569.80,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1090,201302,CRAIGIELEA NURSING HOME,482.60,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1093,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1094,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1099,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1210.58,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1102,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1103,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1104,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1105,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1193.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1116,201302,MARTLANE LTD T/A FOREST PLACE NURSING HOME,1216.16,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,1,201302,FOUR SEASONS HEALTH CARE LTD,9015.90,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,4,201302,FOUR SEASONS HEALTH CARE LTD,7706.28,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,5,201302,FOUR SEASONS HEALTH CARE LTD,1792.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,6,201302,FOUR SEASONS HEALTH CARE LTD,12330.26,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,13,201302,COVENT HOUSE,3648.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,23,201302,COVENT HOUSE,1824.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,29,201302,COVENT HOUSE,3648.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,30,201302,COVENT HOUSE,10424.40,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,75,201302,EUROPEAN CARE (UK) LTD-D/COTE,4018.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,120,201302,EUROPEAN CARE (UK) LTD-D/COTE,1778.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,162,201302,BARCHESTER HEALTHCARE LTD,61.43,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,177,201302,CARE UK LTD,672.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,178,201302,CARE UK LTD,1824.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,203,201302,BOND CARE,1792.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,206,201302,BOND CARE,2067.76,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,208,201302,BOND CARE,25801.20,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,216,201302,BOND CARE,13525.48,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,217,201302,BOND CARE,32660.86,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,218,201302,BOND CARE,20347.31,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,219,201302,BOND CARE,3648.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,220,201302,BOND CARE,3584.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,230,201302,BOND CARE,7260.43,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,272,201302,GAINFORD CARE HOMES LTD,3648.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,273,201302,GAINFORD CARE HOMES LTD,1824.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,285,201302,GAINFORD CARE HOMES LTD,2258.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,314,201302,GAINFORD CARE HOMES LTD,12653.13,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,315,201302,GAINFORD CARE HOMES LTD,4844.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,341,201302,GAINFORD CARE HOMES LTD,17362.14,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,367,201302,FOUR SEASONS HEALTHCARE LTD,2580.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,368,201302,FOUR SEASONS HEALTHCARE LTD,4001.77,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,430,201302,ADDISON COURT T/A DAV HOMES LTD,4517.60,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,431,201302,ADDISON COURT T/A DAV HOMES LTD,8165.60,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,432,201302,ADDISON COURT T/A DAV HOMES LTD,4082.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,455,201302,ROSEWOOD CARE LLP,2258.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,487,201302,WINDSOR NURSING HOME,1815.76,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,511,201302,NORTH ROAD GABLES,2250.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,522,201302,PONTELAND MANOR - CARE UK,2152.98,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,534,201302,GAINFORD CARE HOME LTD,2258.80,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,562,201302,HUNTER HALL NURSING HOME,5856.20,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,574,201302,TAMARIS HEALTHCARE LTD BRAMPTON COURT,1876.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,576,201302,CARE UK MENTAL HEALTH PARTNERSHIP LTD,2312.72,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,586,201302,HADRIAN HOUSE WALLSEND,161.96,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,587,201302,BRUNSWICK HOUSE,1892.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,617,201302,SUNNINGDALE HOUSE CARE HOME,2312.00,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,627,201302,HEBBURN COURT CARE HOME,1683.76,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,630,201302,HILLCREST CARE HOME,1815.76,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,661,201302,ADDISON COURT T/A DAV HOMES LTD,485.96,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,664,201302,ADDISON COURT T/A DAV HOMES LTD,1686.76,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,731,201302,HILLCREST CARE HOME,868.48,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,733,201302,TAMARIS HEALTHCARE LTD BRAMPTON COURT,572.16,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,743,201302,FOUR SEASONS HEALTHCARE LTD,788.36,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,744,201302,HUNTER HALL NURSING HOME,1825.19,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,748,201302,GAINFORD CARE HOMES LTD,1053.28,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,749,201302,GAINFORD CARE HOMES LTD,2439.60,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,750,201302,GAINFORD CARE HOMES LTD,8113.32,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,768,201302,GAINFORD CARE HOMES LTD,1575.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,790,201302,GAINFORD CARE HOMES LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,822,201302,WINDSOR NURSING HOME,603.60,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,828,201302,NORTH ROAD GABLES,476.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,885,201302,BOND CARE,1475.64,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,886,201302,BOND CARE,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,914,201302,BOND CARE,1661.55,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,915,201302,BOND CARE,1094.16,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,916,201302,BOND CARE,6145.72,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,917,201302,BOND CARE,7095.18,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,918,201302,BOND CARE,4125.73,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,927,201302,CARE UK LTD,491.24,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,928,201302,CARE UK LTD,308.74,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,934,201302,HEBBURN COURT CARE HOME,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,957,201302,BARCHESTER HEALTHCARE LTD,30.37,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1024,201302,EUROPEAN CARE (UK) LTD-D/COTE,709.62,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1042,201302,EUROPEAN CARE (UK) LTD-D/COTE,476.92,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1059,201302,COVENT HOUSE,972.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1061,201302,COVENT HOUSE,624.40,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1065,201302,COVENT HOUSE,786.16,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1074,201302,COVENT HOUSE,1681.16,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1088,201302,BRUNSWICK HOUSE,891.12,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1092,201302,FOUR SEASONS HEALTH CARE LTD,1021.84,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1107,201302,FOUR SEASONS HEALTH CARE LTD,22.47,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1110,201302,FOUR SEASONS HEALTH CARE LTD,486.00,2013-05-23
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020200,1111,201302,FOUR SEASONS HEALTH CARE LTD,1549.67,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,3,201302,FOUR SEASONS HEALTH CARE LTD,1395.51,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,9,201302,FOUR SEASONS HEALTH CARE LTD,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,14,201302,FOUR SEASONS HEALTH CARE LTD,3820.24,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,47,201302,COVENT HOUSE,9027.24,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,72,201302,EUROPEAN CARE (UK) LTD-D/COTE,1330.56,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,73,201302,EUROPEAN CARE (UK) LTD-D/COTE,5250.79,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,74,201302,EUROPEAN CARE (UK) LTD-D/COTE,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,94,201302,THE MANOR HOUSE,5941.36,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,104,201302,CRAIGIELEA NURSING HOME,2217.60,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,105,201302,CRAIGIELEA NURSING HOME,2607.39,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,152,201302,KEIRO LTD,610.40,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,153,201302,KEIRO LTD,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,154,201302,KEIRO LTD,7209.81,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,155,201302,KEIRO LTD,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,161,201302,BARCHESTER HEALTHCARE LTD,887.04,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,166,201302,BARCHESTER HEALTHCARE LTD,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,172,201302,BARCHESTER HEALTHCARE LTD,4899.25,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,173,201302,BARCHESTER HEALTHCARE LTD,2109.56,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,179,201302,CARE UK LTD,4289.87,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,207,201302,TYNE VIEW NURSING HOME,443.52,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,213,201302,TYNE VIEW NURSING HOME,3104.64,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,214,201302,BOND CARE,15589.05,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,221,201302,BOND CARE,3328.28,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,236,201302,BOND CARE,8347.22,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,340,201302,GAINFORD CARE HOMES LTD,3991.68,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,349,201302,FOUR SEASONS HEALTHCARE LTD,807.33,2013-05-23
Community Based Services,Third Party Payments,Third Party Payments,60020200,352,201302,FOUR SEASONS HEALTHCARE LTD,443.52,2013-05-23
