Strgrp(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020100,980,201301,NTW NHS FOUNDATION TRUST,3757.24,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,867,201301,NTW NHS FOUNDATION TRUST,4424.00,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,714,201301,NTW NHS FOUNDATION TRUST,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,738,201301,NTW NHS FOUNDATION TRUST,387.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,40000193,2,201301,CAREWATCH CARE SERVICES LTD,834.75,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000201,3,201301,KELLY PARK CARING AGENCY,1790.88,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000203,4,201301,D H HOMECARE LTD,275.52,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000205,3,201301,COMFORT CALL LTD,2970.45,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000206,3,201301,ALLIED HEALTHCARE GROUP LTD,275.52,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000207,2,201301,CARELINE HOMECARE LTD,91.84,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000208,1,201301,UNITED RESPONSE,12736.02,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000211,2,201301,L S CARE LIMITED,88.04,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000212,1,201301,AT HOME IN THE COMMUNITY,424.68,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,1,201301,MENCAP,6995.74,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000220,2,201301,L S CARE LIMITED,1000.79,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,1,201301,MENCAP,26854.16,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000222,1,201301,HELPING HANDS COMMUNITY CARE,1750.00,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000222,2,201301,HELPING HANDS COMMUNITY CARE,3854.28,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000228,1,201301,TANGLEWOOD MEWS,3280.50,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000244,1,201301,AT HOME IN THE COMMUNITY,1447.80,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000712,4,201301,D H HOMECARE LTD,275.52,2013-04-15
Community Based Services,Third Party Payments,Third Party Payments,40001087,3,201301,CHOICE SERVICES LTD,311.64,2013-04-15
Community Based Services,Third Party Payments,Third Party Payments,40002622,2,201301,COQUET TRUST,8943.98,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002624,1,201301,THE OAKS,517.68,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002626,1,201301,THE OAKS,517.68,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002627,2,201301,COQUET TRUST,8919.48,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002741,1,201301,TANGLEWOOD MEWS,918.00,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40002749,1,201301,HELPING HANDS COMMUNITY CARE,437.50,2013-04-22
Community Based Services,Third Party Payments,Third Party Payments,40003486,1,201301,MENCAP,776.05,2013-04-25
Community Based Services,Third Party Payments,Third Party Payments,40004325,1,201301,COMMUNITY INTEGRATED CARE,9954.00,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40004325,10,201301,COMMUNITY INTEGRATED CARE,5690.56,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998700,2,201301,L S CARE LIMITED,1067.56,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998703,1,201301,AT HOME IN THE COMMUNITY,1274.04,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998707,1,201301,TANGLEWOOD MEWS,2376.00,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998712,1,201301,UNITED RESPONSE,11928.37,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998713,3,201301,CHOICE SERVICES LTD,311.64,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998714,1,201301,HELPING HANDS COMMUNITY CARE,1312.50,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998731,1,201301,INTERACTIVE DEVELOPMENT LTD,850.11,2013-04-29
Community Based Services,Transport,Public Transport and Taxi Fares,148000090,15,201301,REDACTED - Personal Information,96.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000091,1,201301,PAUL'S TAXI'S,540.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000094,7,201301,BURNOPFIELD TAXIS,2220.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000094,10,201301,BURNOPFIELD TAXIS,32.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000098,4,201301,REDACTED - Personal Information,580.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000106,7,201301,SCHOOL CONTRACTS AGENCY,710.50,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000107,9,201301,SWALWELL CABS LTD,198.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000108,1,201301,REDACTED - Personal Information,1700.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000108,3,201301,REDACTED - Personal Information,1144.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000108,4,201301,REDACTED - Personal Information,1190.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000112,1,201301,REDACTED - Personal Information,619.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,1,201301,DEAN TAXIS LTD,997.50,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,4,201301,DEAN TAXIS LTD,501.60,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,35,201301,DEAN TAXIS LTD,450.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,38,201301,DEAN TAXIS LTD,20.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,39,201301,DEAN TAXIS LTD,592.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,42,201301,DEAN TAXIS LTD,240.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,44,201301,DEAN TAXIS LTD,30.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,45,201301,DEAN TAXIS LTD,808.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,52,201301,DEAN TAXIS LTD,528.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,2,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,682.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,3,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,380.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,4,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,1152.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,6,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,822.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,33,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,360.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,34,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,192.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,35,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,480.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,64,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,1088.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,69,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,50.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,79,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,40.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000124,1,201301,REDACTED - Personal Information,1500.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000133,2,201301,REDACTED - Personal Information,608.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000136,2,201301,ROWLANDS GILL CABS,680.00,2013-04-05
Community Based Services,Third Party Payments,Third Party Payments,40000209,1,201301,NORTHUMBRIA DAYBREAK,632.10,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000217,1,201301,KAYDAR,1293.24,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000219,1,201301,PRS INCLUSION SERVICES,461.25,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000223,1,201301,PRS INCLUSION SERVICES,2335.47,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000224,1,201301,NORTHUMBRIA DAYBREAK,3078.36,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000225,1,201301,NORTH EAST AUTISM SOCIETY,14194.24,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000226,1,201301,NORTH EAST AUTISM SOCIETY,3548.56,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40998704,1,201301,NORTHUMBRIA DAYBREAK,2169.12,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998708,2,201301,PERCY HEDLEY FOUNDATION,13128.60,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998709,2,201301,PERCY HEDLEY FOUNDATION,3282.15,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998710,2,201301,PERCY HEDLEY FOUNDATION,9846.45,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998711,1,201301,PRS INCLUSION SERVICES,2271.41,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40998717,1,201301,NORTH EAST AUTISM SOCIETY,12419.96,2013-04-29
Community Based Services,Transport,Public Transport and Taxi Fares,148000094,8,201301,BURNOPFIELD TAXIS,275.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000106,8,201301,SCHOOL CONTRACTS AGENCY,202.50,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,5,201301,DEAN TAXIS LTD,250.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,6,201301,DEAN TAXIS LTD,160.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,40,201301,DEAN TAXIS LTD,13.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,41,201301,DEAN TAXIS LTD,24.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,46,201301,DEAN TAXIS LTD,20.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,51,201301,DEAN TAXIS LTD,30.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000119,55,201301,DEAN TAXIS LTD,5.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000120,11,201301,REDACTED - Personal Information,70.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000121,1,201301,J RUDD T/A BLUE EAGLE MINIBUS,15.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,1,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,75.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,5,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,600.00,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,66,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,18.00,2013-04-05
Community Based Services,Employees,Agency Staff,60091000,29,201301,COMENSURA LTD,1063.65,2013-04-03
Community Based Services,Employees,Agency Staff,60091001,32,201301,COMENSURA LTD,959.68,2013-04-05
Community Based Services,Transport,Public Transport and Taxi Fares,148000067,7,201301,CLICK TRAVEL LTD,56.94,2013-04-04
Community Based Services,Transport,Public Transport and Taxi Fares,148000640,19,201301,CLICK TRAVEL LTD,70.27,2013-04-19
Community Based Services,Transport,Public Transport and Taxi Fares,148000068,6,201301,CLICK TRAVEL LTD,198.94,2013-04-04
Community Based Services,Third Party Payments,Third Party Payments,60020100,1123,201301,MENTAL HEALTH CONCERN,3554.36,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,7,201301,COVENT HOUSE,6757.71,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,334,201301,KEIRO LTD,7934.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,941,201301,FOUR SEASONS HEALTHCARE LTD,8479.20,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,73,201301,FOUR SEASONS HEALTHCARE LTD,1880.48,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,229,201301,NORTHVIEW LODGE CARE HOME,3680.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,238,201301,BAWI HOMES LTD,3865.20,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,245,201301,BRAMBLE LODGE CARE HOME LTD T/A CONIFER LODGE,3680.00,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,101,201301,BRAMBLE LODGE CARE HOME LTD T/A CONIFER LODGE,5183.49,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,181,201301,COVENT HOUSE,1258.20,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,561,201301,NORTHVIEW LODGE CARE HOME,369.40,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,711,201301,FOUR SEASONS HEALTHCARE LTD,314.25,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,313,201301,BOND CARE,2258.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,823,201301,BOND CARE,209.15,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,873,201301,FOUR SEASONS HEALTHCARE LTD,434.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1066,201301,KEIRO LTD,598.40,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1114,201301,COVENT HOUSE,1677.09,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,40000285,1,201301,ENTERPRISE 5 HOUSING ASSOC,25866.88,2013-04-10
Community Based Services,Third Party Payments,Third Party Payments,60020100,425,201301,ASPIRE HEALTHCARE LIMITED,8194.52,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,11,201301,COVENT HOUSE,8509.71,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,300,201301,ST CUTHBERTS HOUSE LTD,8422.62,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,325,201301,CARELINE LIFESTYLES LTD,9400.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,381,201301,ASPIRE HEALTHCARE LIMITED,8616.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,974,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,6316.20,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1090,201301,BOND CARE,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1121,201301,FELLINGATE CARE CENTRE LTD,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,242,201301,FOUR SEASONS HEALTHCARE LTD,2034.92,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,247,201301,BRAMBLE LODGE CARE HOME LTD T/A CONIFER LODGE,2500.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,849,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,9237.08,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,864,201301,ASPIRE HEALTHCARE LIMITED,2480.00,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,109,201301,ST CUTHBERTS HOUSE LTD,363.82,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,186,201301,FOUR SEASONS HEALTHCARE LTD,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,629,201301,ASPIRE HEALTHCARE LIMITED,387.80,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,632,201301,ASPIRE HEALTHCARE LIMITED,209.34,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,647,201301,COVENT HOUSE,1590.10,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,671,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,1321.75,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,674,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,314.25,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,700,201301,FELLINGATE CARE CENTRE LTD,885.77,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,707,201301,CARELINE LIFESTYLES LTD,702.05,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,286,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,1893.76,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,301,201301,ST CUTHBERTS HOUSE LTD,8723.60,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1008,201301,ASPIRE HEALTHCARE LIMITED,1759.52,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1036,201301,ASPIRE HEALTHCARE LIMITED,6314.32,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1141,201301,KEIRO LTD,1854.68,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,761,201301,MULROY NURSING HOME,3463.52,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,848,201301,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,4349.76,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,176,201301,ASPIRE HEALTHCARE LIMITED,314.67,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,478,201301,ST CUTHBERTS HOUSE LTD,483.70,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,489,201301,KEIRO LTD,483.70,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,302,201301,ST CUTHBERTS HOUSE LTD,1720.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,382,201301,ST CUTHBERTS HOUSE LTD,2114.60,2013-04-24
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020100,607,201301,ST CUTHBERTS HOUSE LTD,372.91,2013-04-24
Community Based Services,Premises,Energy,40003709,1,201301,NPOWER,926.70,2013-04-30
Community Based Services,Supplies and Services,"Licenses, Housing, Fees",40003705,1,201301,BLUE SKY TRUST,1500.00,2013-04-30
Community Based Services,Third Party Payments,Third Party Payments,40000198,3,201301,360 HEALTHCARE LTD,1546.93,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000200,3,201301,WILLOW COMMUNITY CARE LTD,183.68,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000202,3,201301,KAY CARE SERVICES,677.33,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000203,3,201301,D H HOMECARE LTD,413.28,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000204,3,201301,COMMUNITY CARE NORTH EAST,516.60,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000205,4,201301,COMFORT CALL LTD,1532.58,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000208,3,201301,UNITED RESPONSE,805.92,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000218,5,201301,MENCAP,338.65,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000221,5,201301,MENCAP,1354.56,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40000712,3,201301,D H HOMECARE LTD,413.28,2013-04-15
Community Based Services,Third Party Payments,Third Party Payments,40998712,3,201301,UNITED RESPONSE,973.82,2013-04-29
Community Based Services,Third Party Payments,Third Party Payments,40000283,1,201301,CARE IN MIND LTD,3847.10,2013-04-10
Community Based Services,Transport,Public Transport and Taxi Fares,148000122,80,201301,CENTRAL TAXIS OF GATESHEAD LIMITED,240.00,2013-04-05
Community Based Services,Third Party Payments,Third Party Payments,40000229,1,201301,RICHARD LAMB SOLUTIONS LTD,952.00,2013-04-08
Community Based Services,Third Party Payments,Third Party Payments,40003497,1,201301,RICHARD LAMB SOLUTIONS LTD,952.00,2013-04-26
Community Based Services,Transport,Public Transport and Taxi Fares,148000107,7,201301,SWALWELL CABS LTD,90.00,2013-04-05
Community Based Services,Third Party Payments,Third Party Payments,60020100,1,201301,KEIRO LTD,7112.93,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,16,201301,THE MANOR HOUSE,7877.60,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,21,201301,KEIRO LTD,7314.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,22,201301,KEIRO LTD,5160.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,23,201301,KEIRO LTD,2154.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,27,201301,COVENT HOUSE,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,32,201301,THE MANOR HOUSE,12698.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,37,201301,CARE UK LTD,461.74,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,53,201301,CRAIGIELEA NURSING HOME,6612.93,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,61,201301,TYNE VIEW NURSING HOME,2154.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,62,201301,ADDISON COURT T/A DAV HOMES LTD,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,66,201301,CRAIGIELEA NURSING HOME,14480.02,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,257,201301,ROSEWOOD CARE LLP,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,258,201301,ROSEWOOD CARE LLP,2127.43,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,277,201301,TYNE VIEW NURSING HOME,1720.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,282,201301,TYNE VIEW NURSING HOME,3440.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,291,201301,CRAIGIELEA NURSING HOME,438.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,298,201301,GAINFORD CARE HOMES LTD,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,299,201301,FOUR SEASONS HEALTH CARE LTD,3440.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,303,201301,FOUR SEASONS HEALTHCARE LTD,40094.56,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,319,201301,BOND CARE,6364.37,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,320,201301,BOND CARE,5594.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,321,201301,BOND CARE,7442.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,338,201301,BOND CARE,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,339,201301,COVENT HOUSE,7263.30,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,340,201301,COVENT HOUSE,7442.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,346,201301,COVENT HOUSE,4764.10,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,352,201301,COVENT HOUSE,12855.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,364,201301,BOND CARE,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,367,201301,CARE UK LTD,19086.50,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,369,201301,CARE UK LTD,1720.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,384,201301,FOUR SEASONS HEALTH CARE LTD,2154.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,389,201301,CRAIGIELEA NURSING HOME,3938.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,393,201301,GAINFORD CARE HOMES LTD,4920.30,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,404,201301,ADDISON COURT T/A DAV HOMES LTD,5412.20,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,405,201301,TYNE VIEW NURSING HOME,2154.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,408,201301,EUROPEAN CARE (UK) LTD-D/COTE,4259.58,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,875,201301,EUROPEAN CARE (UK) LTD-D/COTE,1720.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,885,201301,ROSEWOOD CARE LLP,4373.60,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,924,201301,GAINFORD CARE HOMES LTD,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,926,201301,ADDISON COURT T/A DAV HOMES LTD,1752.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,927,201301,FOUR SEASONS HEALTHCARE LTD,6592.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,931,201301,TYNE VIEW NURSING HOME,3440.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,933,201301,ADDISON COURT T/A DAV HOMES LTD,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,950,201301,GAINFORD CARE HOMES LTD,2186.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,979,201301,FOUR SEASONS HEALTHCARE LTD,2082.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,993,201301,FOUR SEASONS HEALTH CARE LTD,3874.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1009,201301,EUROPEAN CARE (UK) LTD-D/COTE,7314.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1040,201301,BARCHESTER HEALTHCARE LTD,3296.00,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1046,201301,BARCHESTER HEALTHCARE LTD,11234.36,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1047,201301,BARCHESTER HEALTHCARE LTD,2942.85,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1050,201301,BARCHESTER HEALTHCARE LTD,3730.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1070,201301,BOND CARE,16202.80,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1075,201301,BOND CARE,6505.60,2013-04-24
Community Based Services,Third Party Payments,Third Party Payments,60020100,1095,201301,BARCHESTER HEALTHCARE LTD,3730.80,2013-04-24
