Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60040377,412,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,413,201009,ANCHOR TRUST,45.54,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,414,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,415,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,416,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,417,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,418,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,419,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,420,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,421,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,422,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,423,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,425,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,426,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,427,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,428,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,429,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,430,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,431,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,432,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,433,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,434,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,435,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,436,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,437,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,438,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,439,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,440,201009,ANCHOR TRUST,16.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,441,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,442,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,443,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,444,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,445,201009,ANCHOR TRUST,20.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,446,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,447,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,448,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,449,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,450,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,451,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,452,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,453,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,454,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,455,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,456,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,457,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,458,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,459,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,460,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,462,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,472,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,473,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,474,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,475,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,476,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,477,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,478,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,479,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,480,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,481,201009,ANCHOR TRUST,7.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,504,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,505,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,506,201009,ANCHOR TRUST,6.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,509,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,515,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,516,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,517,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,518,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,519,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,520,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,521,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,522,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,523,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,524,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,525,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,526,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,527,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,528,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,529,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,530,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,531,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,532,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,533,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,534,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,535,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,536,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,537,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,538,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,539,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,540,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,541,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,542,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,543,201009,ANCHOR TRUST,24.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,544,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,545,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,546,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,547,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,548,201009,ANCHOR TRUST,63.7,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,549,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,550,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,551,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,552,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,553,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,554,201009,ANCHOR TRUST,0.65,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,555,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,556,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,557,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,558,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,559,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,560,201009,ANCHOR TRUST,18.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,561,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,562,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,563,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,564,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,565,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,566,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,567,201009,ANCHOR TRUST,18.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,568,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,569,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,570,201009,ANCHOR TRUST,7.44,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,571,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,572,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,573,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,574,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,575,201009,ANCHOR TRUST,18.2,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60020128,602,201009,MANOR CARE HOME GROUP,1556,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1091,201009,MANOR CARE HOME GROUP,441.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,601,201009,MANOR CARE HOME GROUP,1684,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,604,201009,MANOR CARE HOME GROUP,778.29,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1085,201009,MANOR CARE HOME GROUP,187.37,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1088,201009,MANOR CARE HOME GROUP,419.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,573,201009,TAMARIS (ENGLAND) LTD,1726.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60040377,385,201009,BYKER BRIDGE HOUSING ASSOC LTD,2720.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,384,201009,BYKER BRIDGE HOUSING ASSOC LTD,5942.85,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,374,201009,CHEVIOT HOUSING ASSOC LTD,15.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,375,201009,CHEVIOT HOUSING ASSOC LTD,15.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,387,201009,CHEVIOT HOUSING ASSOC LTD,15.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,393,201009,CHEVIOT HOUSING ASSOC LTD,15.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,394,201009,CHEVIOT HOUSING ASSOC LTD,15.6,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,395,201009,CHEVIOT HOUSING ASSOC LTD,7.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,396,201009,CHEVIOT HOUSING ASSOC LTD,23.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,397,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,398,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,399,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,400,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,401,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,403,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,404,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,405,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,406,201009,CHEVIOT HOUSING ASSOC LTD,23.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,407,201009,CHEVIOT HOUSING ASSOC LTD,23.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,424,201009,CHEVIOT HOUSING ASSOC LTD,99.54,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,584,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,585,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,588,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,684,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,685,201009,CHEVIOT HOUSING ASSOC LTD,24.72,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,687,201009,CHEVIOT HOUSING ASSOC LTD,24.72,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,688,201009,CHEVIOT HOUSING ASSOC LTD,13.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,689,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,690,201009,CHEVIOT HOUSING ASSOC LTD,13.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,691,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,692,201009,CHEVIOT HOUSING ASSOC LTD,13.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,693,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,694,201009,CHEVIOT HOUSING ASSOC LTD,13.28,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,695,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,696,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,697,201009,CHEVIOT HOUSING ASSOC LTD,55.36,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,698,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,699,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,700,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,701,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,702,201009,CHEVIOT HOUSING ASSOC LTD,4.51,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,703,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,704,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,705,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,706,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,707,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,708,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,709,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,710,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,711,201009,CHEVIOT HOUSING ASSOC LTD,27.88,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,712,201009,CHEVIOT HOUSING ASSOC LTD,24.72,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,713,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,714,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,715,201009,CHEVIOT HOUSING ASSOC LTD,7.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,716,201009,CHEVIOT HOUSING ASSOC LTD,31.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,717,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,718,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,719,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,720,201009,CHEVIOT HOUSING ASSOC LTD,4.32,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,721,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,738,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,739,201009,CHEVIOT HOUSING ASSOC LTD,7.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,740,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,741,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,742,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,743,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,744,201009,CHEVIOT HOUSING ASSOC LTD,22.12,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,745,201009,CHEVIOT HOUSING ASSOC LTD,10.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,746,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,747,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,748,201009,CHEVIOT HOUSING ASSOC LTD,2.49,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,749,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,750,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,751,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,752,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,753,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,754,201009,CHEVIOT HOUSING ASSOC LTD,13.92,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,755,201009,CHEVIOT HOUSING ASSOC LTD,27.68,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,756,201009,CHEVIOT HOUSING ASSOC LTD,119,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,757,201009,CHEVIOT HOUSING ASSOC LTD,2.91,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,758,201009,CHEVIOT HOUSING ASSOC LTD,46.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,759,201009,CHEVIOT HOUSING ASSOC LTD,63.1,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,760,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,763,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,776,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,778,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,779,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,780,201009,CHEVIOT HOUSING ASSOC LTD,26.16,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,782,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,783,201009,CHEVIOT HOUSING ASSOC LTD,170.37,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,784,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,787,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,788,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,806,201009,CHEVIOT HOUSING ASSOC LTD,25.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,785,201009,COQUET TRUST,2730.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60020128,77,201009,FOUR SEASONS HEALTH CARE LTD,2154.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,167,201009,FOUR SEASONS HEALTH CARE LTD,1720,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,413,201009,FOUR SEASONS HEALTH CARE LTD,2154.8,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1092,201009,FOUR SEASONS HEALTH CARE LTD,518.48,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,164,201009,FOUR SEASONS HEALTH CARE LTD,4018.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,165,201009,FOUR SEASONS HEALTH CARE LTD,12538.79,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,166,201009,FOUR SEASONS HEALTH CARE LTD,6245.6,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1094,201009,FOUR SEASONS HEALTH CARE LTD,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1099,201009,FOUR SEASONS HEALTH CARE LTD,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1100,201009,FOUR SEASONS HEALTH CARE LTD,2150,2010-12-08
