Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Communities & Environment,Premises,Security & Insurance,41136294,1,201508,ORBIS PROTECT LTD,1311.43,2015-11-23
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,5,201508,CLICK TRAVEL LTD,39.20,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,27,201508,CLICK TRAVEL LTD,0.32,2015-11-13
Communities & Environment,Transport,Car Allowances,148017852,16,201508,COMMONWHEELS CARCLUB CIC,0.75,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,62,201508,COMMONWHEELS CARCLUB CIC,117.12,2015-11-26
Communities & Environment,Premises,Rep & Maint,41136278,1,201508,BRITISH TELECOM,398.71,2015-11-20
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,6,201508,CLICK TRAVEL LTD,45.24,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,28,201508,CLICK TRAVEL LTD,0.44,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,3,201508,CLICK TRAVEL LTD,169.68,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,30,201508,CLICK TRAVEL LTD,1.92,2015-11-26
Communities & Environment,Supplies and Services,Comms & Computing,43876752,0,201508,INSIGHT DIRECT UK LTD,2814.03,2015-11-13
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",43877381,0,201508,OCEAN MEDIA GROUP LTD,1799.60,2015-11-16
Communities & Environment,Supplies and Services,Other Running Costs,148017735,1,201508,MARSH LTD,28285.78,2015-11-17
Communities & Environment,Premises,Security & Insurance,41134393,1,201508,ORBIS PROTECT LTD,557.14,2015-11-06
Communities & Environment,Transport,Car Allowances,148017852,17,201508,COMMONWHEELS CARCLUB CIC,0.75,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,63,201508,COMMONWHEELS CARCLUB CIC,117.11,2015-11-26
Communities & Environment,"Income: Other Grants, Reim & Contrib",Other Grants,147022918,1,201508,BUTTLE UK,729.70,2015-11-09
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,7,201508,CLICK TRAVEL LTD,179.28,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,38,201508,CLICK TRAVEL LTD,1.30,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,10,201508,CLICK TRAVEL LTD,137.30,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,11,201508,CLICK TRAVEL LTD,197.55,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,33,201508,CLICK TRAVEL LTD,4.55,2015-11-26
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43865944,0,201508,CIPFA BUSINESS LIMITED,1500.00,2015-11-09
Communities & Environment,Transport,Car Allowances,148017852,29,201508,COMMONWHEELS CARCLUB CIC,0.45,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,30,201508,COMMONWHEELS CARCLUB CIC,17.00,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,53,201508,COMMONWHEELS CARCLUB CIC,10.00,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,33,201508,COMMONWHEELS CARCLUB CIC,6.00,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,39,201508,COMMONWHEELS CARCLUB CIC,2.40,2015-11-26
Communities & Environment,Supplies and Services,Other Running Costs,147022895,1,201508,ENVIRONMENTAL SCIENTIFICS GROUP LTD,4315.15,2015-11-23
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,14,201508,CLICK TRAVEL LTD,28.28,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,19,201508,CLICK TRAVEL LTD,44.94,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017516,36,201508,CLICK TRAVEL LTD,0.76,2015-11-05
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,8,201508,CLICK TRAVEL LTD,39.47,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,30,201508,CLICK TRAVEL LTD,0.39,2015-11-13
Communities & Environment,Third Party Payments,Third Party Payments,43878570,0,201508,HCS DRAIN SERVICES LTD,640.00,2015-11-24
Communities & Environment,Transport,Car Allowances,148017852,35,201508,COMMONWHEELS CARCLUB CIC,1.98,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,54,201508,COMMONWHEELS CARCLUB CIC,10.00,2015-11-26
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43875625,0,201508,GIBBER THEATRE LIMITED T/A GIBBER THEATRE COMPANY,10800.00,2015-11-03
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43876304,0,201508,GIBBER THEATRE LIMITED T/A GIBBER THEATRE COMPANY,3600.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876333,0,201508,POWER-SONIC EUROPE LTD (UK),619.20,2015-11-19
Communities & Environment,Supplies and Services,Comms & Computing,41133702,1,201508,ORANGE PAYMENT PROCESSING,670.03,2015-11-19
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43873868,0,201508,CAPITA PROPERTY AND INFRASTRUCTURE LTD,2316.00,2015-11-05
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43875388,0,201508,CAPITA PROPERTY AND INFRASTRUCTURE LTD,1683.00,2015-11-05
Communities & Environment,Supplies and Services,Other Running Costs,43874893,0,201508,ROADSAFE CORPORATE GROUP LTD,450.00,2015-11-04
Communities & Environment,Premises,Energy,41134518,1,201508,NPOWER,1338.77,2015-11-03
Communities & Environment,Premises,Energy,41134519,1,201508,NPOWER,1978.42,2015-11-03
Communities & Environment,Premises,Energy,41134520,1,201508,NPOWER,1802.67,2015-11-03
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,18,201508,CLICK TRAVEL LTD,17.78,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,34,201508,CLICK TRAVEL LTD,0.20,2015-11-26
Communities & Environment,Third Party Payments,Third Party Payments,43872526,0,201508,NORTHGATE PUBLIC SERVICES (UK) LTD,677.90,2015-11-06
Communities & Environment,Third Party Payments,Third Party Payments,43878777,0,201508,NORTHGATE PUBLIC SERVICES (UK) LTD,1595.65,2015-11-25
Communities & Environment,Supplies and Services,"Grants, Contribs & Subs",43875077,0,201508,CHARGE YOUR CAR LIMITED,3050.00,2015-11-02
Communities & Environment,Third Party Payments,Third Party Payments,41135325,1,201508,LEGION SECURITY PLC,2565.81,2015-11-11
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43878194,0,201508,CYCLE EXPERIENCE LTD,3200.00,2015-11-20
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43878195,0,201508,CYCLE EXPERIENCE LTD,1920.00,2015-11-20
Communities & Environment,Supplies and Services,"Printing, Stationery etc",43875257,0,201508,FIRST CAR,2000.00,2015-11-03
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43869433,0,201508,PITNEY BOWES SOFTWARE LTD,450.00,2015-11-06
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41135730,1,201508,SILVER MINE COMMUNICATIONS LTD,1833.33,2015-11-24
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876762,0,201508,VECTOR 76 LTD,1833.34,2015-11-11
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877309,0,201508,SILVER MINE COMMUNICATIONS LTD,9250.00,2015-11-16
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877617,0,201508,INDEPENDENT EVENTS LTD,17325.00,2015-11-18
Communities & Environment,Transport,Car Allowances,148017852,55,201508,COMMONWHEELS CARCLUB CIC,10.00,2015-11-26
Communities & Environment,Employees,Indirect Employee Expenses,41136837,1,201508,CITY OF SUNDERLAND COLLEGE,1695.00,2015-11-27
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,16,201508,CLICK TRAVEL LTD,206.44,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017648,31,201508,CLICK TRAVEL LTD,1.69,2015-11-13
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,1,201508,CLICK TRAVEL LTD,87.47,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017773,39,201508,CLICK TRAVEL LTD,0.63,2015-11-19
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,1,201508,CLICK TRAVEL LTD,183.06,2015-11-26
Communities & Environment,Transport,Public Transport and Taxi Fares,148017859,35,201508,CLICK TRAVEL LTD,2.49,2015-11-26
Communities & Environment,Transport,Car Allowances,148017852,36,201508,COMMONWHEELS CARCLUB CIC,78.84,2015-11-26
Communities & Environment,Supplies and Services,Comms & Computing,43876029,0,201508,INSIGHT DIRECT UK LTD,1903.84,2015-11-06
Communities & Environment,Supplies and Services,Other Running Costs,43873029,0,201508,TRAFFIC MANAGEMENT PRODUCTS LTD,693.29,2015-11-25
Communities & Environment,Premises,Water,41134548,1,201508,NORTHUMBRIAN WATER,10.43,2015-11-25
Communities & Environment,Premises,Water,41134836,1,201508,NORTHUMBRIAN WATER,567.35,2015-11-30
Communities & Environment,Premises,Water,41134548,2,201508,NORTHUMBRIAN WATER,1022.56,2015-11-25
Communities & Environment,Premises,Water,41134836,2,201508,NORTHUMBRIAN WATER,1914.10,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878616,1,201508,F S G  ENGINEERING LTD,4100.00,2015-11-24
Communities & Environment,Supplies and Services,Comms & Computing,41135320,1,201508,VIRGIN MEDIA BUSINESS,550.35,2015-11-11
Communities & Environment,Transport,Vehicles and Plant,43878116,0,201508,J C SELBY VEHICLE SERVICES,937.80,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43875377,0,201508,TERBERG MATEC UK LTD,364.51,2015-11-02
Communities & Environment,Transport,Vehicles and Plant,43878117,0,201508,J C SELBY VEHICLE SERVICES,822.25,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43878118,0,201508,J C SELBY VEHICLE SERVICES,1382.10,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43878120,0,201508,J C SELBY VEHICLE SERVICES,1656.49,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43878356,0,201508,J C SELBY VEHICLE SERVICES,1384.64,2015-11-23
Communities & Environment,Transport,Vehicles and Plant,43878358,0,201508,J C SELBY VEHICLE SERVICES,1074.20,2015-11-23
Communities & Environment,Transport,Vehicles and Plant,43878616,0,201508,F S G  ENGINEERING LTD,3200.00,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,41135621,0,201508,GOODYEAR DUNLOP TYRES LTD,398.70,2015-11-12
Communities & Environment,Transport,Vehicles and Plant,43876352,0,201508,ECON ENGINEERING LTD,2351.89,2015-11-11
Communities & Environment,Transport,Vehicles and Plant,43876824,0,201508,DENNIS EAGLE LTD,408.50,2015-11-12
Communities & Environment,Transport,Vehicles and Plant,43876824,1,201508,DENNIS EAGLE LTD,80.60,2015-11-12
Communities & Environment,Transport,Vehicles and Plant,43876953,0,201508,GOODYEAR DUNLOP TYRES LTD,381.06,2015-11-12
Communities & Environment,Transport,Vehicles and Plant,43877086,0,201508,GOODYEAR DUNLOP TYRES LTD,762.12,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877089,0,201508,GOODYEAR DUNLOP TYRES LTD,491.30,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,0,201508,BLUE BELL AUTOMOTIVE,184.80,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,1,201508,BLUE BELL AUTOMOTIVE,74.21,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,2,201508,BLUE BELL AUTOMOTIVE,22.10,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,3,201508,BLUE BELL AUTOMOTIVE,23.10,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,4,201508,BLUE BELL AUTOMOTIVE,32.51,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877092,5,201508,BLUE BELL AUTOMOTIVE,42.10,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877095,0,201508,BLUE BELL AUTOMOTIVE,182.08,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877095,1,201508,BLUE BELL AUTOMOTIVE,260.18,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877095,2,201508,BLUE BELL AUTOMOTIVE,189.41,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43877222,0,201508,HODDYS RECOVERY,940.00,2015-11-13
Communities & Environment,Transport,Vehicles and Plant,43878101,0,201508,CHATFIELDS TYNE TEES,449.99,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43878168,0,201508,DENNIS EAGLE LTD,476.05,2015-11-20
Communities & Environment,Transport,Vehicles and Plant,43878338,0,201508,GOODYEAR DUNLOP TYRES LTD,762.12,2015-11-23
Communities & Environment,Transport,Vehicles and Plant,43878357,0,201508,J C SELBY VEHICLE SERVICES,903.00,2015-11-23
Communities & Environment,Transport,Vehicles and Plant,43878518,0,201508,CHATFIELDS TYNE TEES,354.08,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,43878524,0,201508,DENNIS EAGLE LTD,70.28,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,43878524,1,201508,DENNIS EAGLE LTD,118.33,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,43878524,2,201508,DENNIS EAGLE LTD,1433.38,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,43878611,0,201508,DENNIS EAGLE LTD,410.24,2015-11-24
Communities & Environment,Transport,Vehicles and Plant,43878804,0,201508,DJS AUTO ELECTRICAL SERVICES LTD,463.00,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43878974,0,201508,BLUE BELL AUTOMOTIVE,130.00,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43878974,1,201508,BLUE BELL AUTOMOTIVE,139.73,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43878974,2,201508,BLUE BELL AUTOMOTIVE,93.40,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43878974,3,201508,BLUE BELL AUTOMOTIVE,18.44,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43878974,4,201508,BLUE BELL AUTOMOTIVE,20.80,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43879015,0,201508,TERBERG MATEC UK LTD,735.36,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43879159,0,201508,PIRTEK (TYNE & WEAR) T/A LOCKWELL LTD,465.52,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43879298,0,201508,GOODYEAR DUNLOP TYRES LTD,445.90,2015-11-26
Communities & Environment,Transport,Vehicles and Plant,43879358,0,201508,DENNIS EAGLE LTD,392.29,2015-11-26
Communities & Environment,Transport,Contract Hire,41134643,1,201508,NORTHGATE VEHICLE HIRE LTD,420.00,2015-11-03
Communities & Environment,Transport,Contract Hire,41136534,1,201508,DAWSONRENTALS VANS LIMITED,572.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41136535,1,201508,DAWSONRENTALS VANS LIMITED,567.73,2015-11-24
Communities & Environment,Transport,Contract Hire,41136538,1,201508,DAWSONRENTALS VANS LIMITED,523.60,2015-11-24
Communities & Environment,Transport,Contract Hire,41136539,1,201508,DAWSONRENTALS VANS LIMITED,357.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41136540,1,201508,DAWSONRENTALS VANS LIMITED,357.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41136542,1,201508,DAWSONRENTALS VANS LIMITED,476.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41136543,1,201508,DAWSONRENTALS VANS LIMITED,452.20,2015-11-24
Communities & Environment,Transport,Contract Hire,41136545,1,201508,DAWSONRENTALS VANS LIMITED,523.60,2015-11-24
Communities & Environment,Transport,Contract Hire,41136546,1,201508,DAWSONRENTALS VANS LIMITED,572.00,2015-11-24
Communities & Environment,Transport,Contract Hire,41136547,1,201508,DAWSONRENTALS VANS LIMITED,523.60,2015-11-24
Communities & Environment,Transport,Contract Hire,41136548,1,201508,DAWSONRENTALS VANS LIMITED,523.60,2015-11-24
Communities & Environment,Transport,Contract Hire,41136651,1,201508,DAWSONRENTALS VANS LIMITED,380.80,2015-11-25
Communities & Environment,Transport,Contract Hire,41136665,1,201508,WARREN ACCESS LTD,365.00,2015-11-26
Communities & Environment,Transport,Contract Hire,41136667,1,201508,WARREN ACCESS LTD,375.00,2015-11-26
Communities & Environment,Transport,Contract Hire,41136884,1,201508,ENTERPRISE FLEX-E-RENT,920.70,2015-11-27
Communities & Environment,Transport,Contract Hire,41136890,1,201508,WARREN ACCESS LTD,365.00,2015-11-27
Communities & Environment,Transport,Contract Hire,41136911,1,201508,GEORGE VARDY LTD,680.40,2015-11-27
Communities & Environment,Transport,Contract Hire,41136913,1,201508,GEORGE VARDY LTD,642.60,2015-11-27
Communities & Environment,Transport,Contract Hire,41136916,1,201508,GEORGE VARDY LTD,2087.00,2015-11-27
Communities & Environment,Transport,Contract Hire,41136917,1,201508,GEORGE VARDY LTD,1852.20,2015-11-27
Communities & Environment,Transport,Contract Hire,41136919,1,201508,GEORGE VARDY LTD,926.10,2015-11-27
Communities & Environment,Transport,Contract Hire,41136921,1,201508,GEORGE VARDY LTD,1164.24,2015-11-27
Communities & Environment,Transport,Contract Hire,41136954,1,201508,WARREN ACCESS LTD,365.00,2015-11-27
Communities & Environment,Transport,Contract Hire,41136955,1,201508,WARREN ACCESS LTD,365.00,2015-11-27
Communities & Environment,Transport,Contract Hire,43879345,0,201508,WA OLD & SON LTD,935.00,2015-11-26
Communities & Environment,Transport,Vehicles and Plant,43877387,0,201508,BLUE BELL AUTOMOTIVE,21.00,2015-11-16
Communities & Environment,Transport,Vehicles and Plant,147023390,1,201508,ALLPAY LTD,20000.00,2015-11-25
Communities & Environment,Transport,Contract Hire,41136668,1,201508,NORTHGATE VEHICLE HIRE LTD,2023.20,2015-11-26
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877387,1,201508,BLUE BELL AUTOMOTIVE,76.25,2015-11-16
Communities & Environment,Transport,Vehicles and Plant,43877387,2,201508,BLUE BELL AUTOMOTIVE,397.62,2015-11-16
Communities & Environment,Transport,Vehicles and Plant,41135383,1,201508,HALL FUELS,18696.30,2015-11-10
Communities & Environment,Transport,Vehicles and Plant,41135384,1,201508,HALL FUELS,18696.30,2015-11-10
Communities & Environment,Transport,Vehicles and Plant,43876238,0,201508,BRETT FUELS,1724.34,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876239,0,201508,BRETT FUELS,4302.14,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876263,0,201508,HALL FUELS,18696.30,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876264,0,201508,HALL FUELS,18612.30,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876272,0,201508,HALL FUELS,3196.00,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876273,0,201508,HALL FUELS,15883.61,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,148017842,1,201508,HALL FUELS,18142.27,2015-11-25
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877201,0,201508,B T SIGNS & DISPLAY,940.00,2015-11-13
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",41133956,1,201508,BERENDSEN UK LTD,600.10,2015-11-03
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",41133958,1,201508,BERENDSEN UK LTD,2889.48,2015-11-03
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",41136233,1,201508,BERENDSEN UK LTD,692.06,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43875821,0,201508,RICKERBY LTD,692.00,2015-11-04
Communities & Environment,Transport,Vehicles and Plant,43879004,0,201508,SPALDINGS UK LTD,632.00,2015-11-25
Communities & Environment,Transport,Vehicles and Plant,43879587,0,201508,GREENLAY LTD,311.13,2015-11-30
Communities & Environment,Transport,Vehicles and Plant,43879587,1,201508,GREENLAY LTD,107.45,2015-11-30
Communities & Environment,Transport,Vehicles and Plant,41135382,1,201508,HALL FUELS,9793.30,2015-11-10
Communities & Environment,Transport,Vehicles and Plant,41135473,1,201508,HALL FUELS,6993.60,2015-11-11
Communities & Environment,Transport,Vehicles and Plant,43876271,0,201508,HALL FUELS,1622.00,2015-11-06
Communities & Environment,Transport,Vehicles and Plant,43876455,0,201508,HALL FUELS,9622.80,2015-11-10
Communities & Environment,Transport,Vehicles and Plant,43878099,0,201508,HALL FUELS,10424.40,2015-11-20
Communities & Environment,Supplies and Services,Other Running Costs,41132883,1,201508,PHS GROUP PLC,811.40,2015-11-09
Communities & Environment,Third Party Payments,Third Party Payments,43878010,0,201508,SITA UK LTD,28461.44,2015-11-26
Communities & Environment,Third Party Payments,Third Party Payments,43878011,0,201508,SITA UK LTD,1000.00,2015-11-19
Communities & Environment,Third Party Payments,Third Party Payments,43878027,0,201508,SITA UK LTD,26649.49,2015-11-26
Communities & Environment,Third Party Payments,Third Party Payments,43878028,0,201508,SITA UK LTD,28461.44,2015-11-19
Communities & Environment,Third Party Payments,Third Party Payments,43878029,0,201508,SITA UK LTD,1000.00,2015-11-19
Communities & Environment,Third Party Payments,Third Party Payments,43878854,0,201508,SITA UK LTD,26149.49,2015-11-26
Communities & Environment,Transport,Vehicles and Plant,43875033,0,201508,HALL FUELS,501.36,2015-11-05
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43849831,0,201508,JEWSON LTD,507.54,2015-11-13
Communities & Environment,Transport,Contract Hire,43870064,0,201508,GEORGE VARDY LTD,6088.40,2015-11-26
Communities & Environment,Transport,Contract Hire,43871388,0,201508,GEORGE VARDY LTD,1254.30,2015-11-26
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43870020,0,201508,JC PEACOCK & COMPANY LTD,2123.66,2015-11-11
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43870875,0,201508,JC PEACOCK & COMPANY LTD,1834.07,2015-11-11
Communities & Environment,Third Party Payments,Third Party Payments,43878946,0,201508,S & E WROUGHT IRON,1950.00,2015-11-25
Communities & Environment,Premises,Rep & Maint,147022695,1,201508,GREEN GARDEN,1105.00,2015-11-02
Communities & Environment,Premises,Ground Maint,41136232,1,201508,JEWSON LTD,390.00,2015-11-20
Communities & Environment,Premises,Ground Maint,43877367,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,2398.00,2015-11-16
Communities & Environment,Premises,Ground Maint,43877368,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,2002.00,2015-11-16
Communities & Environment,Premises,Ground Maint,43877369,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,2002.00,2015-11-16
Communities & Environment,Premises,Ground Maint,43877370,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,2002.00,2015-11-16
Communities & Environment,Premises,Ground Maint,43877372,1,201508,LONDONDERRY GARAGE (S.E) LIMITED,350.38,2015-11-16
Communities & Environment,Premises,Ground Maint,43878522,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,513.48,2015-11-24
Communities & Environment,Premises,Ground Maint,43879326,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,2002.00,2015-11-26
Communities & Environment,Premises,Ground Maint,43879575,0,201508,LONDONDERRY GARAGE (S.E) LIMITED,768.98,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878996,1,201508,HELPING HAND CO (LEDBURY)LTD,872.00,2015-11-25
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",41137040,1,201508,HALL FUELS,409.90,2015-11-30
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877242,0,201508,SHERRIFF AMENITY,2015.91,2015-11-20
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877291,0,201508,SHERRIFF AMENITY,826.28,2015-11-20
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43877407,0,201508,SHERRIFF AMENITY,1174.50,2015-11-20
Communities & Environment,Third Party Payments,Third Party Payments,41131975,1,201508,WILLIAM TRACEY LTD,867.00,2015-11-27
Communities & Environment,Third Party Payments,Third Party Payments,41136194,1,201508,WILLIAM TRACEY LTD,644.00,2015-11-27
Communities & Environment,Transport,Vehicles and Plant,43877289,0,201508,PORT OF TYNE AUTHORITY,5692.55,2015-11-19
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43873984,0,201508,GUSTHARTS CHAINSAW CENTRE,525.00,2015-11-12
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878942,0,201508,HELPING HAND CO (LEDBURY)LTD,510.00,2015-11-25
Communities & Environment,Supplies and Services,Comms & Computing,148017647,17,201508,VIRGIN MEDIA PAYMENTS LTD,29.00,2015-11-13
Communities & Environment,Supplies and Services,Other Running Costs,43875486,0,201508,REDACTED - Personal Information,961.58,2015-11-09
Communities & Environment,Supplies and Services,Other Running Costs,43876233,0,201508,REDACTED - Personal Information,668.61,2015-11-12
Communities & Environment,Supplies and Services,Other Running Costs,43876235,0,201508,REDACTED - Personal Information,2538.75,2015-11-12
Communities & Environment,Supplies and Services,Comms & Computing,148017647,11,201508,VIRGIN MEDIA PAYMENTS LTD,44.00,2015-11-13
Communities & Environment,Supplies and Services,Comms & Computing,148017647,36,201508,VIRGIN MEDIA PAYMENTS LTD,254.81,2015-11-13
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43876336,0,201508,HILTON CABINET CO LTD,997.23,2015-11-09
Communities & Environment,Supplies and Services,"Licenses, Housing, Fees",43879616,1,201508,FACULTATIEVE TECHNOLOGIES LTD,1005.46,2015-11-30
Communities & Environment,Third Party Payments,Third Party Payments,41136235,1,201508,GROUNDWORK NORTH EAST,1500.00,2015-11-20
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43875394,0,201508,KC LEISURE,1770.00,2015-11-09
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876510,0,201508,FENLAND LEISURE PRODUCTS LTD (ONLINE PLAYGROUNDS DIVISION),480.00,2015-11-10
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43876510,1,201508,FENLAND LEISURE PRODUCTS LTD (ONLINE PLAYGROUNDS DIVISION),100.00,2015-11-10
Communities & Environment,Premises,Rep & Maint,43875374,0,201508,RIGBY TAYLOR LTD,400.00,2015-11-02
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",43878931,0,201508,NEW ROW FARM NURSERIES,866.46,2015-11-25
Corporate Resources,Transport,Public Transport and Taxi Fares,148017516,5,201508,CLICK TRAVEL LTD,117.46,2015-11-05
Corporate Resources,Transport,Public Transport and Taxi Fares,148017516,17,201508,CLICK TRAVEL LTD,18.58,2015-11-05
Corporate Resources,Transport,Public Transport and Taxi Fares,148017516,22,201508,CLICK TRAVEL LTD,1.42,2015-11-05
Corporate Resources,Transport,Car Allowances,148017852,2,201508,COMMONWHEELS CARCLUB CIC,3.21,2015-11-26
Corporate Resources,Transport,Car Allowances,148017852,3,201508,COMMONWHEELS CARCLUB CIC,10.41,2015-11-26
Corporate Resources,Supplies and Services,Comms & Computing,43874831,0,201508,INSIGHT DIRECT UK LTD,719.02,2015-11-13
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",43875623,0,201508,ALBANY OFFICE EQUIP(W/SALE)LTD,395.00,2015-11-03
Corporate Resources,Supplies and Services,Comms & Computing,148017517,4,201508,ROYAL MAIL,1114.51,2015-11-05
Corporate Resources,Supplies and Services,Comms & Computing,148017632,3,201508,ROYAL MAIL,1058.12,2015-11-12
Corporate Resources,Supplies and Services,Comms & Computing,148017732,4,201508,ROYAL MAIL,1517.93,2015-11-17
