Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,69,201506,HOPWELLS LTD,23.08,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,70,201506,HOPWELLS LTD,162.48,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,71,201506,HOPWELLS LTD,31.84,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,72,201506,HOPWELLS LTD,230.42,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,73,201506,HOPWELLS LTD,113.62,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,74,201506,HOPWELLS LTD,209.87,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,75,201506,HOPWELLS LTD,11.54,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,76,201506,HOPWELLS LTD,10.93,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,77,201506,HOPWELLS LTD,23.08,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,78,201506,HOPWELLS LTD,41.47,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,79,201506,HOPWELLS LTD,23.08,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,80,201506,HOPWELLS LTD,28.85,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,81,201506,HOPWELLS LTD,167.15,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,82,201506,HOPWELLS LTD,11.54,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,83,201506,HOPWELLS LTD,230.51,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,84,201506,HOPWELLS LTD,17.31,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,85,201506,HOPWELLS LTD,282.99,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,86,201506,HOPWELLS LTD,42.17,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,87,201506,HOPWELLS LTD,28.85,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,88,201506,HOPWELLS LTD,196.77,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,89,201506,HOPWELLS LTD,17.31,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,90,201506,HOPWELLS LTD,180.12,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,91,201506,HOPWELLS LTD,317.20,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,92,201506,HOPWELLS LTD,34.62,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,93,201506,HOPWELLS LTD,104.00,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,94,201506,HOPWELLS LTD,636.45,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,95,201506,HOPWELLS LTD,28.85,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,96,201506,HOPWELLS LTD,186.57,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,97,201506,HOPWELLS LTD,223.39,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,98,201506,HOPWELLS LTD,17.31,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,99,201506,HOPWELLS LTD,346.20,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,100,201506,HOPWELLS LTD,228.90,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,101,201506,HOPWELLS LTD,218.59,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,102,201506,HOPWELLS LTD,196.34,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,103,201506,HOPWELLS LTD,250.46,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,104,201506,HOPWELLS LTD,17.31,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,105,201506,HOPWELLS LTD,140.14,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,106,201506,HOPWELLS LTD,57.70,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,107,201506,HOPWELLS LTD,11.54,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,108,201506,HOPWELLS LTD,272.06,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,109,201506,HOPWELLS LTD,11.54,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,110,201506,HOPWELLS LTD,28.85,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,111,201506,HOPWELLS LTD,11.54,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,112,201506,HOPWELLS LTD,214.66,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,113,201506,HOPWELLS LTD,28.85,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,114,201506,HOPWELLS LTD,132.13,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,115,201506,HOPWELLS LTD,233.03,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,116,201506,HOPWELLS LTD,188.37,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,117,201506,HOPWELLS LTD,390.67,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,118,201506,HOPWELLS LTD,504.19,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116653,119,201506,HOPWELLS LTD,901.98,2015-09-11
Communities & Environment,Supplies and Services,Catering & Provisions,60116950,1,201506,BATLEYS LTD,116.64,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60116950,2,201506,BATLEYS LTD,324.68,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60117001,0,201506,BATLEYS LTD,521.92,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60117001,1,201506,BATLEYS LTD,33.05,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60117029,0,201506,BATLEYS LTD,52.33,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60117029,1,201506,BATLEYS LTD,374.65,2015-09-14
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,0,201506,HOPWELLS LTD,297.77,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,1,201506,HOPWELLS LTD,11.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,2,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,3,201506,HOPWELLS LTD,327.97,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,4,201506,HOPWELLS LTD,222.71,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,5,201506,HOPWELLS LTD,261.25,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,6,201506,HOPWELLS LTD,34.62,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,7,201506,HOPWELLS LTD,251.79,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,8,201506,HOPWELLS LTD,17.31,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,9,201506,HOPWELLS LTD,136.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,10,201506,HOPWELLS LTD,315.75,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,11,201506,HOPWELLS LTD,70.61,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,12,201506,HOPWELLS LTD,23.08,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,13,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,14,201506,HOPWELLS LTD,232.96,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,15,201506,HOPWELLS LTD,236.70,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,16,201506,HOPWELLS LTD,255.10,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,17,201506,HOPWELLS LTD,226.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,18,201506,HOPWELLS LTD,23.08,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,19,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,20,201506,HOPWELLS LTD,545.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,21,201506,HOPWELLS LTD,6.44,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,22,201506,HOPWELLS LTD,158.81,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,23,201506,HOPWELLS LTD,46.16,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,24,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,25,201506,HOPWELLS LTD,805.99,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,26,201506,HOPWELLS LTD,92.93,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,27,201506,HOPWELLS LTD,268.84,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,28,201506,HOPWELLS LTD,450.51,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,29,201506,HOPWELLS LTD,23.08,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,30,201506,HOPWELLS LTD,158.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,31,201506,HOPWELLS LTD,275.87,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,32,201506,HOPWELLS LTD,28.85,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,33,201506,HOPWELLS LTD,44.85,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,34,201506,HOPWELLS LTD,203.59,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,35,201506,HOPWELLS LTD,84.88,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,36,201506,HOPWELLS LTD,346.51,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,38,201506,HOPWELLS LTD,22.14,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,45,201506,HOPWELLS LTD,129.00,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,46,201506,HOPWELLS LTD,5.77,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,47,201506,HOPWELLS LTD,11.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,48,201506,HOPWELLS LTD,126.18,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,49,201506,HOPWELLS LTD,18.29,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,51,201506,HOPWELLS LTD,29.72,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,52,201506,HOPWELLS LTD,91.97,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,54,201506,HOPWELLS LTD,11.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,55,201506,HOPWELLS LTD,22.14,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,56,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,57,201506,HOPWELLS LTD,43.22,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,58,201506,HOPWELLS LTD,148.80,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,59,201506,HOPWELLS LTD,275.39,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,60,201506,HOPWELLS LTD,263.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,61,201506,HOPWELLS LTD,54.75,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,62,201506,HOPWELLS LTD,196.42,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,63,201506,HOPWELLS LTD,17.31,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,64,201506,HOPWELLS LTD,28.85,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,65,201506,HOPWELLS LTD,213.63,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,66,201506,HOPWELLS LTD,197.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,67,201506,HOPWELLS LTD,28.85,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,68,201506,HOPWELLS LTD,23.08,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,69,201506,HOPWELLS LTD,88.73,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,70,201506,HOPWELLS LTD,288.92,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,71,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,72,201506,HOPWELLS LTD,235.55,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,73,201506,HOPWELLS LTD,315.70,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,74,201506,HOPWELLS LTD,345.20,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,75,201506,HOPWELLS LTD,172.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,76,201506,HOPWELLS LTD,220.93,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,77,201506,HOPWELLS LTD,242.23,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,78,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,79,201506,HOPWELLS LTD,308.10,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,80,201506,HOPWELLS LTD,213.45,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,81,201506,HOPWELLS LTD,121.75,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,82,201506,HOPWELLS LTD,66.69,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,83,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,84,201506,HOPWELLS LTD,17.31,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,85,201506,HOPWELLS LTD,164.87,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,86,201506,HOPWELLS LTD,22.14,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,87,201506,HOPWELLS LTD,160.33,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,88,201506,HOPWELLS LTD,587.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,89,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,90,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,91,201506,HOPWELLS LTD,339.98,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,92,201506,HOPWELLS LTD,278.69,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,93,201506,HOPWELLS LTD,26.30,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,94,201506,HOPWELLS LTD,205.48,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,95,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,96,201506,HOPWELLS LTD,146.94,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,97,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,98,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,99,201506,HOPWELLS LTD,93.62,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,100,201506,HOPWELLS LTD,267.51,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,101,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,102,201506,HOPWELLS LTD,116.07,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,103,201506,HOPWELLS LTD,8.07,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,104,201506,HOPWELLS LTD,23.08,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,105,201506,HOPWELLS LTD,259.85,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,106,201506,HOPWELLS LTD,283.50,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,107,201506,HOPWELLS LTD,184.96,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,108,201506,HOPWELLS LTD,182.16,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,109,201506,HOPWELLS LTD,44.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,110,201506,HOPWELLS LTD,207.42,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,111,201506,HOPWELLS LTD,491.43,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,112,201506,HOPWELLS LTD,766.27,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,113,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,114,201506,HOPWELLS LTD,17.31,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,115,201506,HOPWELLS LTD,189.62,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,116,201506,HOPWELLS LTD,154.28,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,117,201506,HOPWELLS LTD,34.62,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,118,201506,HOPWELLS LTD,191.98,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,119,201506,HOPWELLS LTD,11.54,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,120,201506,HOPWELLS LTD,7.38,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,121,201506,HOPWELLS LTD,346.71,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,122,201506,HOPWELLS LTD,14.76,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,123,201506,HOPWELLS LTD,288.15,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117050,124,201506,HOPWELLS LTD,18.92,2015-09-18
Communities & Environment,Supplies and Services,Catering & Provisions,60117453,1,201506,BATLEYS LTD,495.58,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117453,2,201506,BATLEYS LTD,59.10,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117488,0,201506,BATLEYS LTD,100.01,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117488,1,201506,BATLEYS LTD,470.43,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117504,0,201506,BATLEYS LTD,61.72,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117504,1,201506,BATLEYS LTD,390.22,2015-09-21
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,0,201506,HOPWELLS LTD,224.71,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,1,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,2,201506,HOPWELLS LTD,521.52,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,3,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,4,201506,HOPWELLS LTD,380.68,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,5,201506,HOPWELLS LTD,308.87,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,6,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,7,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,8,201506,HOPWELLS LTD,312.29,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,9,201506,HOPWELLS LTD,33.44,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,10,201506,HOPWELLS LTD,297.31,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,11,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,12,201506,HOPWELLS LTD,168.26,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,13,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,14,201506,HOPWELLS LTD,205.97,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,15,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,16,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,17,201506,HOPWELLS LTD,94.59,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,18,201506,HOPWELLS LTD,306.30,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,19,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,20,201506,HOPWELLS LTD,184.90,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,21,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,22,201506,HOPWELLS LTD,109.42,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,23,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,24,201506,HOPWELLS LTD,450.18,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,25,201506,HOPWELLS LTD,107.52,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,26,201506,HOPWELLS LTD,22.14,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,27,201506,HOPWELLS LTD,247.95,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,28,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,29,201506,HOPWELLS LTD,507.29,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,30,201506,HOPWELLS LTD,36.90,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,31,201506,HOPWELLS LTD,270.77,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,32,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,33,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,34,201506,HOPWELLS LTD,193.43,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,36,201506,HOPWELLS LTD,229.26,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,43,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,45,201506,HOPWELLS LTD,215.81,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,46,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,47,201506,HOPWELLS LTD,70.88,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,48,201506,HOPWELLS LTD,119.06,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,49,201506,HOPWELLS LTD,104.10,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,51,201506,HOPWELLS LTD,120.49,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,52,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,53,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,54,201506,HOPWELLS LTD,130.77,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,55,201506,HOPWELLS LTD,14.76,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,56,201506,HOPWELLS LTD,251.49,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,57,201506,HOPWELLS LTD,256.02,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,58,201506,HOPWELLS LTD,267.85,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,59,201506,HOPWELLS LTD,290.86,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,60,201506,HOPWELLS LTD,114.95,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,61,201506,HOPWELLS LTD,22.14,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,62,201506,HOPWELLS LTD,243.00,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,63,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,64,201506,HOPWELLS LTD,84.60,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,65,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,66,201506,HOPWELLS LTD,245.23,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,67,201506,HOPWELLS LTD,353.36,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,68,201506,HOPWELLS LTD,75.60,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,69,201506,HOPWELLS LTD,44.28,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,70,201506,HOPWELLS LTD,170.75,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,71,201506,HOPWELLS LTD,764.74,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,72,201506,HOPWELLS LTD,42.01,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,73,201506,HOPWELLS LTD,220.66,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,74,201506,HOPWELLS LTD,512.51,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,75,201506,HOPWELLS LTD,36.90,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,76,201506,HOPWELLS LTD,193.67,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,77,201506,HOPWELLS LTD,7.38,2015-09-25
Communities & Environment,Supplies and Services,Catering & Provisions,60117641,78,201506,HOPWELLS LTD,329.29,2015-09-25
