Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Expenditure Code,Payment Date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-13,229367,LEE WALKER PIPE & WELDING SERVICES,3650125,611.76,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-27,210673,MAB ENVIRONMENT AND ECOLOGY LTD,3650138,300.00,Reactive Repairs and Maintenance
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-27,226827,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3650864,315.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-13,226827,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3650136,467.73,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-13,226827,MATTHEW FILIPPI T/A M.E.F ELECTRICAL,3650135,738.70,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-15,205859,METRO ROD LTD,3650142,220.00,Castle Court Yard
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-06,215302,NEWTON ELECTRICAL CONTRACTORS UK LTD,3648677,3341.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-13,215302,NEWTON ELECTRICAL CONTRACTORS UK LTD,3648818,599.72,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649761,220.00,Council Office
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649762,215.00,Annual charges for the meter
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649762,215.00,Annual charges for the meter
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649762,215.00,Annual charges for the meter
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649762,215.00,Annual charges for the meter
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,112,Electricity,2022-06-01,217326,NPOWER COMMERCIAL GAS LTD,3649762,215.00,Annual charges for the meter
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-22,230401,ONSITE CENTRAL LIMITED T/A INTERGRATED WATER SYSTEMS LTD,3649439,1435.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-22,230401,ONSITE CENTRAL LIMITED T/A INTERGRATED WATER SYSTEMS LTD,3649765,2020.20,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-22,230401,ONSITE CENTRAL LIMITED T/A INTERGRATED WATER SYSTEMS LTD,3649438,3287.00,2022 Monthly Monitoring as per
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650715,212.50,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650705,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650706,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650709,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650713,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650714,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650716,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650718,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650757,1423.77,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650708,1438.68,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650707,1439.17,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650712,1439.17,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,154,Cleaning & Hygiene Services,2022-06-20,203307,PHS GROUP PLC,3650717,1439.17,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,70.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,140.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-29,230369,PTSG ELECTRICAL SERVICES LTD,3650294,140.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-22,230834,PVE LTD,3650456,1250.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-08,229267,R J LIFT SERVICES LTD,3649886,-485.00,Re Credit Invoice 189388 TN 3634335
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-08,229267,R J LIFT SERVICES LTD,3649228,220.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-22,229267,R J LIFT SERVICES LTD,3649218,758.61,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-08,229267,R J LIFT SERVICES LTD,3649222,2037.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-29,229267,R J LIFT SERVICES LTD,3650512,5248.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649221,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,55.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,110.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,165.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,165.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-01,229267,R J LIFT SERVICES LTD,3649230,220.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-15,229267,R J LIFT SERVICES LTD,3650509,355.62,Victoria MSCP
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-13,229267,R J LIFT SERVICES LTD,3649896,881.75,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-27,229267,R J LIFT SERVICES LTD,3650760,1129.35,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-06,230861,RIFFA FABRICATIONS LTD,3649231,300.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,113,Heating Oil,2022-06-08,224546,RIX PETROLEUM (HULL) LIMITED,3648684,4863.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,101,Reactive Repairs & Maint - Bldgs,2022-06-01,227597,SDG ACCESS LTD,3649588,215.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-29,204302,TOPLINE ELECTRONICS LTD,3650947,35.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-29,204302,TOPLINE ELECTRONICS LTD,3650947,160.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-29,204302,TOPLINE ELECTRONICS LTD,3650947,294.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-08,204754,VIPOND FIRE PROTECTION LTD,3648856,464.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,075,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2022-06-15,204754,VIPOND FIRE PROTECTION LTD,3648857,448.75,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Maintenance - DEC,073,Electrical Repairs & Maint,2022-06-08,204700,WESTMINSTER CONTROLS LTD,3648987,417.00,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,019,Temporary Staff,2022-06-01,226564,G2 RECRUITMENT SOLUTIONS,3649282,1680.00,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,019,Temporary Staff,2022-06-01,226564,G2 RECRUITMENT SOLUTIONS,3649283,2100.00,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,019,Temporary Staff,2022-06-01,226564,G2 RECRUITMENT SOLUTIONS,3649295,2100.00,Redacted  Personal Data
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,019,Temporary Staff,2022-06-13,226564,G2 RECRUITMENT SOLUTIONS,3650480,2100.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,261,Books & Publications,2022-06-01,231146,LNRS DATA SERVICES LIMITED,3649009,483.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Building Management Client,268,Other Consultants Fees,2022-06-29,213820,TEAM (ENERGY AUDITING AGENCY LTD),3649840,1752.00,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-27,229294,PARK AVENUE RECRUITMENT LTD,3650788,940.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-27,229294,PARK AVENUE RECRUITMENT LTD,3650849,940.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,229294,PARK AVENUE RECRUITMENT LTD,3650850,1363.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,229294,PARK AVENUE RECRUITMENT LTD,3650785,1410.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,229294,PARK AVENUE RECRUITMENT LTD,3650781,1457.00,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,057,Professional Subscriptions,2022-06-01,219603,PLANNING JUNGLE LTD,3648482,300.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,262,Advertising,2022-06-15,217576,TMP (UK) LTD,3649199,572.80,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,262,Advertising,2022-06-22,217576,TMP (UK) LTD,3649673,572.80,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,262,Advertising,2022-06-22,217576,TMP (UK) LTD,3649655,609.32,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,262,Advertising,2022-06-08,217576,TMP (UK) LTD,3648655,791.92,
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,226901,VIVID RESOURCING LIMITED,3650734,1064.25,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-06,226901,VIVID RESOURCING LIMITED,3649890,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,226901,VIVID RESOURCING LIMITED,3650731,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,226901,VIVID RESOURCING LIMITED,3650732,1591.00,Temporary Staff
Harrogate Borough Council,Employees,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Development Control,019,Temporary Staff,2022-06-22,226901,VIVID RESOURCING LIMITED,3650733,1591.00,Temporary Staff
Harrogate Borough Council,Premises,C,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,087,Payments to Ext Contractors,2022-06-08,228539,ALIGN PROPERTY PARTNERS LTD,3638808,41843.77,
Harrogate Borough Council,Transport,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,471,Travel,2022-06-27,218268,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3650592,22.50,Travel Invoice for Month 20225
Harrogate Borough Council,Transport,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,471,Travel,2022-06-27,218268,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3650592,33.75,Travel Invoice for Month 20225
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,428,Econ Development Initiatives,2022-06-22,201464,FLYING COLOURS (FLAGMAKERS),3649679,4540.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,433,Other Supplies & Services,2022-06-29,202359,KARIBA CREATIVE MEDIA LTD,3650122,1067.14,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,433,Other Supplies & Services,2022-06-20,226219,MRC ROADS LTD,3650608,1918.33,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,428,Econ Development Initiatives,2022-06-22,203024,NORTH YORKSHIRE COUNTY COUNCIL,3650636,1675.00,Economic Development Initiatives
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,428,Econ Development Initiatives,2022-06-13,203024,NORTH YORKSHIRE COUNTY COUNCIL,3650205,2500.00,Economic Development Initiatives
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,433,Other Supplies & Services,2022-06-22,220141,PURCHASE POWER,3650769,317.32,6335052030247419
Harrogate Borough Council,Supplies and Services,C,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,171,Equipment,2022-06-01,221925,ROBINSONS LIGHTING LTD,3649171,5680.00,PHOENIX BUSINESS
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,301,Postage,2022-06-27,203662,ROYAL MAIL GROUP LTD,3650756,825.00,2000207274
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,433,Other Supplies & Services,2022-06-22,203821,SCREENPRINT LTD,3649652,218.00,
Harrogate Borough Council,Premises,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Economic Development,100,Bldg Mgmt Recharged Works,2022-06-20,204700,WESTMINSTER CONTROLS LTD,3650772,900.08,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Estates Management,268,Other Consultants Fees,2022-06-01,201434,FEATHER SMAILES SCALES,3649608,1950.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Estates Management,268,Other Consultants Fees,2022-06-13,224937,MONTPELLIER PROPERTY CONSULTANTS LTD,3650139,1400.00,
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Forward Planning,380,Grants/Contribs to Other Bodies,2022-06-29,231200,BRAITHWAITE ENTERPRISES,3651229,1135.40,PQ Farming in Protected Landscapes Grant Reimbursement NID0050
Harrogate Borough Council,Supplies and Services,R,"Economy, Environment & Housing (Economy & Culture to 21/22)",Forward Planning,268,Other Consultants Fees,2022-06-13,230170,BUILDING DESIGN PARTNERSHIP LIMITED,3648388,5250.00,
