Supplier Name,Item Description,Category Family,Invoice GL Date,Spend
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-16,37944.37
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-16,32729.65
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,32678.34
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-09,29114.14
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-08,27594.43
Story Contracting Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,26894.09
Story Contracting Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-27,25636.13
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-22,1213986.98
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-21,1065684.10
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-01,899406.90
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-13,540396.70
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-14,345631.69
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-14,286520.00
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-07,253975.35
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,235242.45
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,187806.58
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,180924.47
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-28,177162.01
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,164894.20
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-20,162568.56
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,123775.55
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-17,120166.00
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,91598.12
QTS Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-14,79518.79
QTS Group Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,79131.19
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-22,64151.62
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-21,63233.36
QTS Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-14,61400.00
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-27,59954.44
QTS Group Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-14,38900.00
QTS Group Ltd,Procurement of infrastructure support services such as de-vegetation and fencing to operate the railway,Infrastructure Support Services,2017-02-08,26676.39
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-14,2161391.42
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-24,1107805.49
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-17,1032165.48
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-03,323443.79
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-09,278653.56
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-10,277530.89
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-17,222373.76
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-06,177736.59
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-20,172525.66
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-27,100779.28
VolkerFitzpatrick Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-21,95325.81
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,88000.00
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-06,79776.77
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-06,72161.57
VolkerFitzpatrick Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-17,66488.87
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,58300.00
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-15,52210.30
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-03,48600.10
VolkerFitzpatrick Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,38000.00
Morgan Sindall Plc,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,4118656.78
Morgan Sindall Plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-10,596316.36
Morgan Sindall Plc,Procurement of materials and services for building maintenance and development,Buildings,2017-02-06,544097.00
Morgan Sindall Plc,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-22,406487.85
Morgan Sindall Plc,Procurement of materials and services for building maintenance and development,Buildings,2017-02-22,255696.84
Morgan Sindall Plc,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-06,200000.00
Morgan Sindall Plc,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,76692.64
Morgan Sindall Plc,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-15,43694.73
Morgan Sindall Plc,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-06,35112.15
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-15,2275652.56
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-15,1037742.12
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-15,864125.08
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-15,160219.80
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,672993.04
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,237194.08
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,136982.40
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,71422.10
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,67419.60
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,41910.12
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,39444.42
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,36587.76
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,35796.80
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,67868.60
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,40950.12
British Steel Ltd t/a British Steel,Procurement of rail to maintain and improve the railway,Rail and Ancillaries,2017-02-14,37982.72
British Steel Ltd t/a British Steel,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-14,28543.73
Skanska Construction UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-02-22,2517951.19
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-22,640059.37
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,548339.24
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-02,527846.92
Skanska Construction UK Ltd,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-02-22,471747.52
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-02,375678.86
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,275809.84
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,118523.58
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-22,81445.59
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,57180.12
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,54972.18
Skanska Construction UK Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-22,51328.09
Skanska Construction UK Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-17,35297.74
VolkerRail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,2724402.09
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-27,1011294.18
VolkerRail Ltd,"Procurement of On Track Machines, spare parts and resources to maintain and improve the railway",On Track Machines,2017-02-07,565742.31
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-09,281640.00
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-06,228247.35
VolkerRail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-02-21,180741.60
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-22,173420.58
VolkerRail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-02-22,153377.25
VolkerRail Ltd,Procurement of specialist services to renew and improve the railway,Track,2017-02-21,74303.20
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,72951.15
VolkerRail Ltd,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-22,66861.12
VolkerRail Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,29398.31
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-02-20,3110999.14
Npower Ltd,Procurement of utilities to operate the railway,Utilities,2017-02-22,2252339.06
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-21,2987493.33
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,272034.60
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-28,171505.34
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,137909.69
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-24,129190.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-10,121793.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-21,104994.70
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-05,98160.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,67431.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-10,64421.50
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-09,58561.64
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-22,55591.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,55397.91
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-22,55000.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-17,53608.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-24,53130.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-17,52820.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-24,51791.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-22,48312.50
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-09,47848.76
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-21,46000.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-21,45974.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,40392.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-05,39379.50
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-21,39093.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,36330.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,35934.35
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-05,35200.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-22,34040.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-22,31435.46
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-17,31220.00
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-16,30150.81
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-27,26016.42
CSC Computer Sciences Ltd,Procurement of IT equipment and services to operate the railway,Information Technology,2017-02-10,25533.50
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-28,1836866.26
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-07,818812.94
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-08,775492.52
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,413641.74
Atkins Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-22,223497.94
Atkins Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-15,77940.07
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-14,68338.95
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-11,66037.52
Atkins Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-10,62159.62
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-26,55699.39
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-02,51775.51
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-06,48008.08
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-17,45600.87
Atkins Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-17,41859.13
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-06,34390.40
Atkins Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-28,28494.36
Atkins Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-06,26351.06
Skanska BAM Northern Hub Joint Venture,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-27,4408385.98
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-20,752772.64
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-20,732511.52
Alun Griffiths (Contractors) Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-20,651364.53
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-16,457447.80
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-19,455308.87
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-27,241047.78
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,234276.29
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,227605.69
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-08,138532.57
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-07,109868.63
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-02,73546.06
Alun Griffiths (Contractors) Ltd,Procurement of signalling equipment to maintain and improve the railway,Signalling,2017-02-16,51196.64
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,33630.50
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-12,31318.38
Alun Griffiths (Contractors) Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-27,26014.68
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-23,797366.77
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-17,486048.25
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-23,356461.68
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,296601.50
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,281782.14
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,237083.69
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-28,227215.80
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,204122.22
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-23,202548.01
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-23,157911.86
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-23,111131.52
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,108233.64
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,97795.45
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-01,92900.50
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-01,77714.12
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-28,71560.54
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-28,57182.21
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-14,49571.72
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-01,47486.77
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-07,44293.74
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-14,37559.01
Amey OWR Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-22,34701.81
Amey OWR Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-24,28199.64
Amey OWR Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-24,26622.88
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,1600025.60
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,717423.82
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,228682.24
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-21,215011.22
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-24,207547.00
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-06,176060.78
McNicholas Construction Services Limited,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-03,168641.02
McNicholas Construction Services Limited,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-14,155413.09
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-21,115709.56
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,81790.72
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-17,81511.86
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-21,69192.70
McNicholas Construction Services Limited,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-02-13,63563.45
McNicholas Construction Services Limited,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-10,61812.00
McNicholas Construction Services Limited,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-22,28778.69
McNicholas Construction Services Limited,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-17,26089.38
McNicholas Construction Services Limited,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-24,25841.47
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-14,921675.50
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-16,485000.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,267043.05
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-23,214349.43
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-23,159000.00
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-15,137094.31
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,108379.01
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,105673.51
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,104343.03
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-14,103899.50
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-21,101645.93
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-03,99441.92
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,87952.06
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-03,77316.66
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-17,68356.22
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-13,63908.15
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-20,60678.95
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-03,52709.22
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-20,51286.66
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-06,51134.20
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-06,49492.69
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,46451.82
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,45884.94
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-03,43889.48
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,41991.16
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,41828.47
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-13,40616.90
Geoffrey Osborne Ltd,Procurement of specialist human resource to maintain and improve the railway,Professional Services Direct,2017-02-09,38663.98
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-09,36280.21
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-17,35653.32
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-03,34362.10
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-28,33396.00
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,32090.15
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-06,32000.00
Geoffrey Osborne Ltd,Procurement of civil engineering services to maintain and improve the railway,General Civils,2017-02-13,31645.29
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-03,29853.07
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-06,29412.93
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-20,27600.03
Geoffrey Osborne Ltd,Procurement of materials and services for building maintenance and development,Buildings,2017-02-17,27556.50
GB Railfreight Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-01,1782019.18
GB Railfreight Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-28,1782019.18
GB Railfreight Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-15,269080.22
GB Railfreight Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-09,106615.81
GB Railfreight Ltd,Procurement of logistical services to distribute materials around the railway,Logistics,2017-02-14,36267.22
Siemens PLC,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-20,1051907.09
Siemens PLC,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-27,817822.82
Siemens PLC,Procurement of telecoms related equipment to maintain and improve the railway,Telecoms,2017-02-01,387500.00
Siemens PLC,Procurement of overhead line materials and services to maintain and improve the railway,Electrification and Fixed Plant,2017-02-27,214809.76
